,date,hour,type,前门
128820,20160926,8,PCA,29.103210766193016
128820,20160926,8,PM2.5,43.0
128826,20160926,9,PCA,27.21980623532176
128826,20160926,9,PM2.5,40.0
128832,20160926,10,PCA,24.94924665282998
128832,20160926,10,PM2.5,46.5
128838,20160926,11,PCA,22.67868707033819
128838,20160926,11,PM2.5,53.0
128844,20160926,12,PCA,17.896387553255497
128844,20160926,12,PM2.5,59.0
128850,20160926,13,PCA,17.613478127072852
128850,20160926,13,PM2.5,60.0
128856,20160926,14,PCA,22.75752368776343
128856,20160926,14,PM2.5,73.0
128862,20160926,15,PCA,16.657015120651696
128862,20160926,15,PM2.5,71.0
128868,20160926,16,PCA,18.026276612602647
128868,20160926,16,PM2.5,79.0
128874,20160926,17,PCA,29.82778510671485
128874,20160926,17,PM2.5,92.0
128880,20160926,18,PCA,36.25140354015863
128880,20160926,18,PM2.5,101.0
128886,20160926,19,PCA,46.94215820343076
128886,20160926,19,PM2.5,115.0
128904,20160926,22,PCA,35.05714225536119
128904,20160926,22,PM2.5,108.0
128910,20160926,23,PCA,55.89371127902497
128910,20160926,23,PM2.5,135.0
128916,20160927,0,PCA,60.276017243174444
128916,20160927,0,PM2.5,143.0
128922,20160927,1,PCA,49.16295478443358
128922,20160927,1,PM2.5,126.0
128928,20160927,2,PCA,38.13985002378473
128928,20160927,2,PM2.5,112.0
128934,20160927,3,PCA,39.365311501623765
128934,20160927,3,PM2.5,113.0
128940,20160927,4,PCA,30.292879835297516
128940,20160927,4,PM2.5,98.0
128946,20160927,5,PCA,-17.44605897255772
128946,20160927,5,PM2.5,43.0
128952,20160927,6,PCA,-32.37415094591263
128952,20160927,6,PM2.5,27.0
128958,20160927,7,PCA,-37.4007808442274
128958,20160927,7,PM2.5,19.0
128964,20160927,8,PCA,-35.48208435903715
128964,20160927,8,PM2.5,23.0
128970,20160927,9,PCA,-37.89722378880716
128970,20160927,9,PM2.5,19.0
128976,20160927,10,PCA,-39.162284955283695
128976,20160927,10,PM2.5,19.0
128982,20160927,11,PCA,-36.62899606988998
128982,20160927,11,PM2.5,27.0
128988,20160927,12,PCA,-47.064923828182295
128988,20160927,12,PM2.5,13.0
128994,20160927,13,PCA,-49.89930295150544
128994,20160927,13,PM2.5,12.0
129000,20160927,14,PCA,-44.48896786812724
129000,20160927,14,PM2.5,23.0
129006,20160927,15,PCA,-54.490663057424584
129006,20160927,15,PM2.5,11.0
129012,20160927,16,PCA,-51.70037951058394
129012,20160927,16,PM2.5,14.0
129018,20160927,17,PCA,-52.59300470026891
129018,20160927,17,PM2.5,20.0
129024,20160927,18,PCA,-62.23738366475288
129024,20160927,18,PM2.5,12.0
129030,20160927,19,PCA,-54.57983567460424
129030,20160927,19,PM2.5,24.0
129036,20160927,20,PCA,-56.9672844503432
129036,20160927,20,PM2.5,18.0
129042,20160927,21,PCA,-57.25587004301355
129042,20160927,21,PM2.5,18.0
129048,20160927,22,PCA,-69.17760723161116
129048,20160927,22,PM2.5,11.0
129054,20160927,23,PCA,-65.86783435365246
129054,20160927,23,PM2.5,16.0
129060,20160928,0,PCA,-71.15274408388741
129060,20160928,0,PM2.5,15.0
129066,20160928,1,PCA,-69.83611824158251
129066,20160928,1,PM2.5,19.0
129072,20160928,2,PCA,-80.30402260900718
129072,20160928,2,PM2.5,10.0
129078,20160928,3,PCA,-82.77990495276838
129078,20160928,3,PM2.5,16.0
129084,20160928,4,PCA,-82.6014537320524
129084,20160928,4,PM2.5,17.0
129090,20160928,5,PCA,-87.1255507359183
129090,20160928,5,PM2.5,12.0
129096,20160928,6,PCA,-79.89780063541356
129096,20160928,6,PM2.5,17.0
129102,20160928,7,PCA,-84.5393517290824
129102,20160928,7,PM2.5,15.0
129108,20160928,8,PCA,-84.71567362075837
129108,20160928,8,PM2.5,17.0
129114,20160928,9,PCA,-85.94612661657195
129114,20160928,9,PM2.5,22.0
129120,20160928,10,PCA,-95.46567637091061
129120,20160928,10,PM2.5,12.0
129138,20160928,13,PCA,-98.80826455517037
129138,20160928,13,PM2.5,7.0
129144,20160928,14,PCA,-95.12306611469404
129144,20160928,14,PM2.5,16.0
129150,20160928,15,PCA,-91.49886480513075
129150,20160928,15,PM2.5,21.0
129156,20160928,16,PCA,-96.48186779258309
129156,20160928,16,PM2.5,16.0
129162,20160928,17,PCA,-86.81368680059946
129162,20160928,17,PM2.5,26.0
129168,20160928,18,PCA,-88.79830087373294
129168,20160928,18,PM2.5,17.0
129174,20160928,19,PCA,-42.018921039734494
129174,20160928,19,PM2.5,38.0
129180,20160928,20,PCA,-30.54303202600136
129180,20160928,20,PM2.5,51.0
129186,20160928,21,PCA,-28.371222143209764
129186,20160928,21,PM2.5,51.0
129192,20160928,22,PCA,-27.69344300791269
129192,20160928,22,PM2.5,55.0
129198,20160928,23,PCA,-24.968045287012707
129198,20160928,23,PM2.5,58.0
129204,20160929,0,PCA,-15.477785917736936
129204,20160929,0,PM2.5,65.0
129210,20160929,1,PCA,-23.468424320402082
129210,20160929,1,PM2.5,50.0
129216,20160929,2,PCA,-20.753760816863917
129216,20160929,2,PM2.5,54.0
129222,20160929,3,PCA,-32.95657507936127
129222,20160929,3,PM2.5,49.0
129228,20160929,4,PCA,-39.7801962146616
129228,20160929,4,PM2.5,43.0
129234,20160929,5,PCA,-31.597367049272854
129234,20160929,5,PM2.5,54.0
129240,20160929,6,PCA,-43.61900208493588
129240,20160929,6,PM2.5,37.0
129246,20160929,7,PCA,-53.302087503252096
129246,20160929,7,PM2.5,27.0
129252,20160929,8,PCA,-51.228741824845486
129252,20160929,8,PM2.5,30.0
129258,20160929,9,PCA,-43.95381265162491
129258,20160929,9,PM2.5,36.0
129264,20160929,10,PCA,-29.314986185645708
129264,20160929,10,PM2.5,49.0
129270,20160929,11,PCA,-14.069168551254782
129270,20160929,11,PM2.5,63.0
129276,20160929,12,PCA,-24.722912027024087
129276,20160929,12,PM2.5,62.0
129282,20160929,13,PCA,-32.67592540862172
129282,20160929,13,PM2.5,69.0
129288,20160929,14,PCA,-38.45475321206406
129288,20160929,14,PM2.5,58.0
129294,20160929,15,PCA,-31.66416447088462
129294,20160929,15,PM2.5,66.0
129300,20160929,16,PCA,-24.08348907308472
129300,20160929,16,PM2.5,72.0
129306,20160929,17,PCA,-5.462642056241944
129306,20160929,17,PM2.5,87.0
129312,20160929,18,PCA,10.783508061693459
129312,20160929,18,PM2.5,96.0
129318,20160929,19,PCA,6.86756250165867
129318,20160929,19,PM2.5,83.0
129324,20160929,20,PCA,23.959243040615938
129324,20160929,20,PM2.5,96.0
129330,20160929,21,PCA,26.072529480852015
129330,20160929,21,PM2.5,93.0
129336,20160929,22,PCA,33.25631081291443
129336,20160929,22,PM2.5,97.0
129342,20160929,23,PCA,31.381063431078
129342,20160929,23,PM2.5,93.0
129348,20160930,0,PCA,31.7614623630805
129348,20160930,0,PM2.5,94.0
129354,20160930,1,PCA,40.28148272589264
129354,20160930,1,PM2.5,105.0
129360,20160930,2,PCA,45.997492039552455
129360,20160930,2,PM2.5,112.0
129366,20160930,3,PCA,27.848121123961025
129366,20160930,3,PM2.5,90.0
129372,20160930,4,PCA,15.540679583921872
129372,20160930,4,PM2.5,77.0
129378,20160930,5,PCA,11.14621650110094
129378,20160930,5,PM2.5,75.0
129384,20160930,6,PCA,9.614016328964338
129384,20160930,6,PM2.5,72.0
129390,20160930,7,PCA,11.29402010348687
129390,20160930,7,PM2.5,71.0
129396,20160930,8,PCA,15.03739098001548
129396,20160930,8,PM2.5,74.0
129402,20160930,9,PCA,16.288664300543612
129402,20160930,9,PM2.5,80.0
129408,20160930,10,PCA,21.764722246087484
129408,20160930,10,PM2.5,89.0
129414,20160930,11,PCA,15.773467571712569
129414,20160930,11,PM2.5,86.0
129420,20160930,12,PCA,28.03068962949452
129420,20160930,12,PM2.5,103.0
129426,20160930,13,PCA,37.350965856920155
129426,20160930,13,PM2.5,111.0
129432,20160930,14,PCA,34.21755790697015
129432,20160930,14,PM2.5,110.0
129438,20160930,15,PCA,44.36276171992265
129438,20160930,15,PM2.5,117.0
129444,20160930,16,PCA,35.758187786951474
129444,20160930,16,PM2.5,113.0
129450,20160930,17,PCA,46.83483275585585
129450,20160930,17,PM2.5,119.0
129456,20160930,18,PCA,73.50348984565863
129456,20160930,18,PM2.5,133.0
129462,20160930,19,PCA,87.02838633360103
129462,20160930,19,PM2.5,138.0
129468,20160930,20,PCA,118.010717921827
129468,20160930,20,PM2.5,161.0
129474,20160930,21,PCA,98.4379029779569
129474,20160930,21,PM2.5,135.0
129480,20160930,22,PCA,98.80113338341098
129480,20160930,22,PM2.5,136.0
129486,20160930,23,PCA,100.87430125430897
129486,20160930,23,PM2.5,136.0
129492,20161001,0,PCA,98.14935370593739
129492,20161001,0,PM2.5,130.0
129498,20161001,1,PCA,92.16709864548594
129498,20161001,1,PM2.5,135.0
129504,20161001,2,PCA,93.73950576757363
129504,20161001,2,PM2.5,140.0
129510,20161001,3,PCA,116.08325684447126
129510,20161001,3,PM2.5,156.0
129516,20161001,4,PCA,121.05681730692697
129516,20161001,4,PM2.5,164.0
129522,20161001,5,PCA,117.40023546927334
129522,20161001,5,PM2.5,159.0
129528,20161001,6,PCA,129.31712412664226
129528,20161001,6,PM2.5,169.0
129534,20161001,7,PCA,128.24641687084258
129534,20161001,7,PM2.5,163.0
129540,20161001,8,PCA,134.59925470008682
129540,20161001,8,PM2.5,166.0
129546,20161001,9,PCA,147.35017562470446
129546,20161001,9,PM2.5,181.5
129552,20161001,10,PCA,160.10109654932208
129552,20161001,10,PM2.5,197.0
129558,20161001,11,PCA,172.72840407285068
129558,20161001,11,PM2.5,212.0
129564,20161001,12,PCA,179.82532317425418
129564,20161001,12,PM2.5,210.0
129570,20161001,13,PCA,181.61580204932108
129570,20161001,13,PM2.5,202.0
129576,20161001,14,PCA,143.00641538337342
129576,20161001,14,PM2.5,164.0
129582,20161001,15,PCA,131.1440138038502
129582,20161001,15,PM2.5,147.0
129588,20161001,16,PCA,127.13075747241908
129588,20161001,16,PM2.5,141.0
129594,20161001,17,PCA,132.65539588243857
129594,20161001,17,PM2.5,141.0
129600,20161001,18,PCA,155.53555624108154
129600,20161001,18,PM2.5,159.5
129606,20161001,19,PCA,178.4157165997245
129606,20161001,19,PM2.5,178.0
129612,20161001,20,PCA,190.04658923307178
129612,20161001,20,PM2.5,191.0
129618,20161001,21,PCA,181.6268912176224
129618,20161001,21,PM2.5,175.0
129624,20161001,22,PCA,175.85833463492958
129624,20161001,22,PM2.5,169.0
129630,20161001,23,PCA,186.6766235640634
129630,20161001,23,PM2.5,184.0
129636,20161002,0,PCA,196.15143245418687
129636,20161002,0,PM2.5,192.0
129642,20161002,1,PCA,202.79004199110778
129642,20161002,1,PM2.5,203.0
129648,20161002,2,PCA,202.71410654645268
129648,20161002,2,PM2.5,204.0
129654,20161002,3,PCA,191.2814206143518
129654,20161002,3,PM2.5,213.0
129660,20161002,4,PCA,177.72943854605467
129660,20161002,4,PM2.5,191.0
129666,20161002,5,PCA,164.47160242228884
129666,20161002,5,PM2.5,174.0
129672,20161002,6,PCA,165.27788987461722
129672,20161002,6,PM2.5,171.0
129678,20161002,7,PCA,166.28716969281476
129678,20161002,7,PM2.5,170.0
129684,20161002,8,PCA,182.19075094754746
129684,20161002,8,PM2.5,187.0
129690,20161002,9,PCA,186.17020114576596
129690,20161002,9,PM2.5,200.0
129696,20161002,10,PCA,164.8819347070492
129696,20161002,10,PM2.5,179.0
129702,20161002,11,PCA,179.51749579272627
129702,20161002,11,PM2.5,192.0
129708,20161002,12,PCA,163.99336231926083
129708,20161002,12,PM2.5,183.0
129714,20161002,13,PCA,174.31134868611989
129714,20161002,13,PM2.5,187.0
129720,20161002,14,PCA,170.11910126488135
129720,20161002,14,PM2.5,189.0
129726,20161002,15,PCA,162.43572576162006
129726,20161002,15,PM2.5,174.0
129732,20161002,16,PCA,163.51026215280694
129732,20161002,16,PM2.5,169.0
129738,20161002,17,PCA,179.8461302428663
129738,20161002,17,PM2.5,191.0
129744,20161002,18,PCA,195.2481463339906
129744,20161002,18,PM2.5,206.0
129750,20161002,19,PCA,231.66045475704345
129750,20161002,19,PM2.5,238.0
129756,20161002,20,PCA,253.72409609592063
129756,20161002,20,PM2.5,254.0
129762,20161002,21,PCA,255.61353510567108
129762,20161002,21,PM2.5,257.0
129768,20161002,22,PCA,265.2408682750865
129768,20161002,22,PM2.5,268.0
129774,20161002,23,PCA,165.5555621020123
129774,20161002,23,PM2.5,145.0
129780,20161003,0,PCA,120.53677311697837
129780,20161003,0,PM2.5,98.0
129786,20161003,1,PCA,113.63956295388286
129786,20161003,1,PM2.5,94.0
129792,20161003,2,PCA,106.051390099222
129792,20161003,2,PM2.5,87.0
129798,20161003,3,PCA,105.59611940219246
129798,20161003,3,PM2.5,90.0
129804,20161003,4,PCA,106.91436233963093
129804,20161003,4,PM2.5,93.0
129810,20161003,5,PCA,110.5024321569126
129810,20161003,5,PM2.5,99.0
129816,20161003,6,PCA,152.39264482258105
129816,20161003,6,PM2.5,151.0
129822,20161003,7,PCA,152.8031791390071
129822,20161003,7,PM2.5,153.0
129828,20161003,8,PCA,139.166962206166
129828,20161003,8,PM2.5,139.0
129834,20161003,9,PCA,118.91022981678303
129834,20161003,9,PM2.5,117.0
129840,20161003,10,PCA,129.46383040194323
129840,20161003,10,PM2.5,140.0
129846,20161003,11,PCA,137.472393097412
129846,20161003,11,PM2.5,162.0
129852,20161003,12,PCA,130.8340581321455
129852,20161003,12,PM2.5,155.5
129858,20161003,13,PCA,124.1957231668789
129858,20161003,13,PM2.5,149.0
129864,20161003,14,PCA,100.73058496997875
129864,20161003,14,PM2.5,119.0
129870,20161003,15,PCA,74.55510681127494
129870,20161003,15,PM2.5,81.0
129876,20161003,16,PCA,58.63654920440818
129876,20161003,16,PM2.5,60.0
129882,20161003,17,PCA,70.99146042323198
129882,20161003,17,PM2.5,83.0
129888,20161003,18,PCA,85.7524642261539
129888,20161003,18,PM2.5,100.0
129894,20161003,19,PCA,135.56851665744597
129894,20161003,19,PM2.5,141.0
129900,20161003,20,PCA,123.54940486836504
129900,20161003,20,PM2.5,135.0
129906,20161003,21,PCA,140.0469193578853
129906,20161003,21,PM2.5,157.0
129912,20161003,22,PCA,141.01570073483597
129912,20161003,22,PM2.5,170.0
129918,20161003,23,PCA,139.92560590007662
129918,20161003,23,PM2.5,198.0
129924,20161004,0,PCA,58.97463982378403
129924,20161004,0,PM2.5,104.0
129930,20161004,1,PCA,-0.16938431606244117
129930,20161004,1,PM2.5,19.0
129936,20161004,2,PCA,-0.7876631858377063
129936,20161004,2,PM2.5,23.0
129942,20161004,3,PCA,-4.818108373114039
129942,20161004,3,PM2.5,20.0
129948,20161004,4,PCA,-9.312385393908892
129948,20161004,4,PM2.5,16.0
129954,20161004,5,PCA,-3.9019180410924164
129954,20161004,5,PM2.5,24.0
129960,20161004,6,PCA,0.05832899604126644
129960,20161004,6,PM2.5,25.0
129966,20161004,7,PCA,-3.797447783839593
129966,20161004,7,PM2.5,26.0
129972,20161004,8,PCA,-3.351759175434669
129972,20161004,8,PM2.5,32.0
129978,20161004,9,PCA,-9.823114705613715
129978,20161004,9,PM2.5,29.0
129984,20161004,10,PCA,-16.136936072575097
129984,20161004,10,PM2.5,28.0
129990,20161004,11,PCA,-23.355783179010924
129990,20161004,11,PM2.5,25.0
129996,20161004,12,PCA,-26.84295349672917
129996,20161004,12,PM2.5,25.0
130002,20161004,13,PCA,-30.3301238144474
130002,20161004,13,PM2.5,25.0
130008,20161004,14,PCA,-22.069759473371743
130008,20161004,14,PM2.5,40.0
130014,20161004,15,PCA,-22.407524261629142
130014,20161004,15,PM2.5,41.0
130020,20161004,16,PCA,-22.745289049886544
130020,20161004,16,PM2.5,42.0
130026,20161004,17,PCA,-26.48126828276506
130026,20161004,17,PM2.5,41.0
130032,20161004,18,PCA,-30.60566356959558
130032,20161004,18,PM2.5,37.0
130038,20161004,19,PCA,-29.46180745711326
130038,20161004,19,PM2.5,41.0
130044,20161004,20,PCA,-23.188148411322775
130044,20161004,20,PM2.5,53.0
130050,20161004,21,PCA,-40.41663379642761
130050,20161004,21,PM2.5,37.0
130056,20161004,22,PCA,-48.836621540998465
130056,20161004,22,PM2.5,33.0
130062,20161004,23,PCA,-50.935644290526675
130062,20161004,23,PM2.5,39.0
130068,20161005,0,PCA,-58.62612872600874
130068,20161005,0,PM2.5,31.0
130074,20161005,1,PCA,-63.79669544789145
130074,20161005,1,PM2.5,22.0
130080,20161005,2,PCA,-67.43613764846533
130080,20161005,2,PM2.5,19.0
130086,20161005,3,PCA,-60.86657336065212
130086,20161005,3,PM2.5,29.0
130092,20161005,4,PCA,-36.73997909218523
130092,20161005,4,PM2.5,64.0
130098,20161005,5,PCA,-30.98213033912306
130098,20161005,5,PM2.5,69.0
130104,20161005,6,PCA,-36.18988684001348
130104,20161005,6,PM2.5,58.0
130110,20161005,7,PCA,-38.167792984656685
130110,20161005,7,PM2.5,55.0
130116,20161005,8,PCA,-34.54304562227374
130116,20161005,8,PM2.5,59.0
130122,20161005,9,PCA,-38.82272999715138
130122,20161005,9,PM2.5,52.0
130128,20161005,10,PCA,-40.273634027993985
130128,20161005,10,PM2.5,49.0
130134,20161005,11,PCA,-34.37093685060739
130134,20161005,11,PM2.5,57.0
130140,20161005,12,PCA,-35.59528253245015
130140,20161005,12,PM2.5,59.0
130146,20161005,13,PCA,-33.80217209585271
130146,20161005,13,PM2.5,61.0
130152,20161005,14,PCA,-28.554485963538667
130152,20161005,14,PM2.5,65.0
130158,20161005,15,PCA,-23.453951567579985
130158,20161005,15,PM2.5,71.0
130164,20161005,16,PCA,-17.84750320753733
130164,20161005,16,PM2.5,69.0
130170,20161005,17,PCA,-12.465140360629508
130170,20161005,17,PM2.5,77.0
130176,20161005,18,PCA,-10.015762723248892
130176,20161005,18,PM2.5,76.0
130182,20161005,19,PCA,8.437588008787225
130182,20161005,19,PM2.5,91.0
130188,20161005,20,PCA,17.04300483434276
130188,20161005,20,PM2.5,96.0
130194,20161005,21,PCA,33.334283607104844
130194,20161005,21,PM2.5,114.0
130200,20161005,22,PCA,29.806823525085942
130200,20161005,22,PM2.5,108.0
130206,20161005,23,PCA,24.153791289881852
130206,20161005,23,PM2.5,100.0
130212,20161006,0,PCA,29.457670971199285
130212,20161006,0,PM2.5,107.0
130218,20161006,1,PCA,26.77838792749534
130218,20161006,1,PM2.5,99.0
130224,20161006,2,PCA,32.26424381926306
130224,20161006,2,PM2.5,104.0
130230,20161006,3,PCA,32.54202320027385
130230,20161006,3,PM2.5,101.0
130236,20161006,4,PCA,26.966620107669993
130236,20161006,4,PM2.5,92.0
130242,20161006,5,PCA,26.2083963523315
130242,20161006,5,PM2.5,90.0
130248,20161006,6,PCA,17.511573644569957
130248,20161006,6,PM2.5,75.0
130254,20161006,7,PCA,30.8730476448232
130254,20161006,7,PM2.5,93.0
130260,20161006,8,PCA,33.33859219050231
130260,20161006,8,PM2.5,96.0
130266,20161006,9,PCA,24.367300573878175
130266,20161006,9,PM2.5,83.0
130272,20161006,10,PCA,18.453847331416334
130272,20161006,10,PM2.5,75.0
130278,20161006,11,PCA,8.069594602181034
130278,20161006,11,PM2.5,61.0
130284,20161006,12,PCA,0.3382479960955815
130284,20161006,12,PM2.5,50.0
130290,20161006,13,PCA,7.855509706558557
130290,20161006,13,PM2.5,61.0
130296,20161006,14,PCA,0.470882701768594
130296,20161006,14,PM2.5,52.0
130302,20161006,15,PCA,-3.145187777994805
130302,20161006,15,PM2.5,48.0
130308,20161006,16,PCA,-0.5086894684606924
130308,20161006,16,PM2.5,51.0
130314,20161006,17,PCA,1.2366139153839093
130314,20161006,17,PM2.5,52.0
130320,20161006,18,PCA,-1.715264835812528
130320,20161006,18,PM2.5,48.0
130326,20161006,19,PCA,1.3954477341024067
130326,20161006,19,PM2.5,56.0
130332,20161006,20,PCA,12.886361403910419
130332,20161006,20,PM2.5,72.0
130338,20161006,21,PCA,-0.23928557819681637
130338,20161006,21,PM2.5,57.0
130344,20161006,22,PCA,-16.441396181237597
130344,20161006,22,PM2.5,47.0
130350,20161006,23,PCA,-17.126682706315272
130350,20161006,23,PM2.5,45.0
130356,20161007,0,PCA,-31.886009391005743
130356,20161007,0,PM2.5,37.0
130362,20161007,1,PCA,-29.908632844370683
130362,20161007,1,PM2.5,42.0
130368,20161007,2,PCA,-30.121394198498788
130368,20161007,2,PM2.5,42.0
130374,20161007,3,PCA,-34.13941147046809
130374,20161007,3,PM2.5,38.0
130380,20161007,4,PCA,-30.05383299069846
130380,20161007,4,PM2.5,44.0
130386,20161007,5,PCA,-31.290856321158348
130386,20161007,5,PM2.5,40.0
130392,20161007,6,PCA,-31.23935831522198
130392,20161007,6,PM2.5,40.0
130398,20161007,7,PCA,-30.58892797637606
130398,20161007,7,PM2.5,44.0
130404,20161007,8,PCA,-30.8293799845352
130404,20161007,8,PM2.5,46.0
130410,20161007,9,PCA,-34.129494227463695
130410,20161007,9,PM2.5,43.0
130416,20161007,10,PCA,-39.11796911766779
130416,20161007,10,PM2.5,38.0
130422,20161007,11,PCA,-34.7090646051266
130422,20161007,11,PM2.5,46.0
130428,20161007,12,PCA,-31.773150605269027
130428,20161007,12,PM2.5,50.0
130434,20161007,13,PCA,-35.52315748448642
130434,20161007,13,PM2.5,45.0
130440,20161007,14,PCA,-36.55172726363293
130440,20161007,14,PM2.5,43.0
130446,20161007,15,PCA,-31.799743760758854
130446,20161007,15,PM2.5,50.0
130452,20161007,16,PCA,-35.186852090686266
130452,20161007,16,PM2.5,45.0
130458,20161007,17,PCA,-37.127017010600206
130458,20161007,17,PM2.5,43.0
130464,20161007,18,PCA,-29.83376310553363
130464,20161007,18,PM2.5,51.0
130470,20161007,19,PCA,-28.696548388641975
130470,20161007,19,PM2.5,53.0
130476,20161007,20,PCA,-28.00879067694439
130476,20161007,20,PM2.5,56.0
130482,20161007,21,PCA,-30.48785602795779
130482,20161007,21,PM2.5,53.0
130488,20161007,22,PCA,-52.923843572129
130488,20161007,22,PM2.5,30.0
130494,20161007,23,PCA,-82.02036676015138
130494,20161007,23,PM2.5,4.0
130500,20161008,0,PCA,-78.04773569653592
130500,20161008,0,PM2.5,12.0
130506,20161008,1,PCA,-81.79035093210324
130506,20161008,1,PM2.5,9.0
130512,20161008,2,PCA,-86.40079680373157
130512,20161008,2,PM2.5,6.0
130518,20161008,3,PCA,-86.95493812584164
130518,20161008,3,PM2.5,7.0
130524,20161008,4,PCA,-86.34492971799037
130524,20161008,4,PM2.5,8.0
130530,20161008,5,PCA,-86.80766405296767
130530,20161008,5,PM2.5,5.0
130536,20161008,6,PCA,-85.84642937017209
130536,20161008,6,PM2.5,7.0
130542,20161008,7,PCA,-81.79580091864534
130542,20161008,7,PM2.5,10.0
130548,20161008,8,PCA,-83.23897144825797
130548,20161008,8,PM2.5,7.0
130554,20161008,9,PCA,-88.40122511771665
130554,20161008,9,PM2.5,9.0
130560,20161008,10,PCA,-91.00190937460185
130560,20161008,10,PM2.5,8.0
130566,20161008,11,PCA,-93.79628574321369
130566,20161008,11,PM2.5,8.0
130572,20161008,12,PCA,-89.97478349159421
130572,20161008,12,PM2.5,17.0
130578,20161008,13,PCA,-97.1075024488151
130578,20161008,13,PM2.5,10.0
130584,20161008,14,PCA,-92.97089548161333
130584,20161008,14,PM2.5,18.0
130590,20161008,15,PCA,-101.03448308573907
130590,20161008,15,PM2.5,9.0
130596,20161008,16,PCA,-97.88805280692392
130596,20161008,16,PM2.5,14.0
130602,20161008,17,PCA,-99.96666079994063
130602,20161008,17,PM2.5,12.0
130608,20161008,18,PCA,-96.99081597117325
130608,20161008,18,PM2.5,13.0
130614,20161008,19,PCA,-88.01149651568369
130614,20161008,19,PM2.5,11.0
130620,20161008,20,PCA,-67.42781361683913
130620,20161008,20,PM2.5,20.0
130626,20161008,21,PCA,-55.48398994640047
130626,20161008,21,PM2.5,28.0
130632,20161008,22,PCA,-54.052181614186686
130632,20161008,22,PM2.5,32.0
130638,20161008,23,PCA,-51.78546383391998
130638,20161008,23,PM2.5,37.0
130644,20161009,0,PCA,-52.01081254491243
130644,20161009,0,PM2.5,40.0
130650,20161009,1,PCA,-58.123092552786694
130650,20161009,1,PM2.5,34.0
130656,20161009,2,PCA,-62.25478110123841
130656,20161009,2,PM2.5,30.0
130662,20161009,3,PCA,-51.8570248058683
130662,20161009,3,PM2.5,40.0
130668,20161009,4,PCA,-43.627965342055155
130668,20161009,4,PM2.5,52.0
130674,20161009,5,PCA,-43.07959856846162
130674,20161009,5,PM2.5,48.0
130680,20161009,6,PCA,-43.10007538635118
130680,20161009,6,PM2.5,49.0
130686,20161009,7,PCA,-61.38670251810478
130686,20161009,7,PM2.5,23.0
130692,20161009,8,PCA,-48.23063935352256
130692,20161009,8,PM2.5,41.0
130698,20161009,9,PCA,-55.542228707742716
130698,20161009,9,PM2.5,31.0
130704,20161009,10,PCA,-56.18430217383556
130704,20161009,10,PM2.5,30.0
130710,20161009,11,PCA,-51.53300315523332
130710,20161009,11,PM2.5,32.0
130716,20161009,12,PCA,-30.623272450803032
130716,20161009,12,PM2.5,54.0
130722,20161009,13,PCA,-32.895938762577266
130722,20161009,13,PM2.5,54.0
130728,20161009,14,PCA,-57.11932557859583
130728,20161009,14,PM2.5,31.0
130734,20161009,15,PCA,-56.58331011749766
130734,20161009,15,PM2.5,29.0
130740,20161009,16,PCA,-65.84955174845739
130740,20161009,16,PM2.5,22.0
130746,20161009,17,PCA,-61.4770693342666
130746,20161009,17,PM2.5,22.0
130752,20161009,18,PCA,-42.8534146661259
130752,20161009,18,PM2.5,36.0
130758,20161009,19,PCA,-34.85330781419037
130758,20161009,19,PM2.5,43.0
130764,20161009,20,PCA,-30.48716086369988
130764,20161009,20,PM2.5,47.0
130770,20161009,21,PCA,-27.922949956676163
130770,20161009,21,PM2.5,51.0
130776,20161009,22,PCA,-23.962842688658956
130776,20161009,22,PM2.5,58.0
130782,20161009,23,PCA,-25.512942678854312
130782,20161009,23,PM2.5,56.0
130788,20161010,0,PCA,-19.606374239037983
130788,20161010,0,PM2.5,66.0
130794,20161010,1,PCA,-18.000821014979024
130794,20161010,1,PM2.5,68.0
130800,20161010,2,PCA,-12.76312878488703
130800,20161010,2,PM2.5,76.0
130806,20161010,3,PCA,-15.799734700198439
130806,20161010,3,PM2.5,70.0
130812,20161010,4,PCA,-20.0833796959052
130812,20161010,4,PM2.5,63.0
130818,20161010,5,PCA,-21.838871244291976
130818,20161010,5,PM2.5,62.0
130824,20161010,6,PCA,-21.666202003274584
130824,20161010,6,PM2.5,63.0
130830,20161010,7,PCA,-26.14374869884961
130830,20161010,7,PM2.5,56.0
130836,20161010,8,PCA,-28.719969129284994
130836,20161010,8,PM2.5,52.0
130842,20161010,9,PCA,-28.158876403133583
130842,20161010,9,PM2.5,53.0
130848,20161010,10,PCA,-20.832624454812983
130848,20161010,10,PM2.5,61.0
130854,20161010,11,PCA,-7.429354642088017
130854,20161010,11,PM2.5,75.0
130860,20161010,12,PCA,4.989934245330276
130860,20161010,12,PM2.5,88.0
130866,20161010,13,PCA,16.74248368324626
130866,20161010,13,PM2.5,99.0
130872,20161010,14,PCA,33.62858708715788
130872,20161010,14,PM2.5,117.0
130878,20161010,15,PCA,42.91156693797694
130878,20161010,15,PM2.5,121.0
130884,20161010,16,PCA,50.608827471729334
130884,20161010,16,PM2.5,128.0
130890,20161010,17,PCA,51.94879725583735
130890,20161010,17,PM2.5,122.0
130896,20161010,18,PCA,66.59575482128383
130896,20161010,18,PM2.5,132.0
130902,20161010,19,PCA,82.36564144029846
130902,20161010,19,PM2.5,150.0
130908,20161010,20,PCA,90.50733013877003
