,date,hour,type,前门
51564,20150408,3,PM2.5,89.3
51570,20150408,4,PCA,-3.296047975751061
51570,20150408,4,PM2.5,96.5
51576,20150408,5,PCA,6.532993673454787
51576,20150408,5,PM2.5,105.7
51582,20150408,6,PCA,4.9156200290220395
51582,20150408,6,PM2.5,96.8
51588,20150408,7,PCA,-13.285872613768952
51588,20150408,7,PM2.5,67.2
51594,20150408,8,PCA,-3.618344831729267
51594,20150408,8,PM2.5,78.2
51600,20150408,9,PCA,17.605330375050098
51600,20150408,9,PM2.5,107.7
51606,20150408,10,PCA,30.482669954706164
51606,20150408,10,PM2.5,125.1
51612,20150408,11,PCA,13.035032336701
51612,20150408,11,PM2.5,100.8
51618,20150408,12,PCA,-13.293451731846936
51618,20150408,12,PM2.5,70.9
51624,20150408,13,PCA,-13.047301792365646
51624,20150408,13,PM2.5,73.2
51630,20150408,14,PCA,10.44810622511836
51630,20150408,14,PM2.5,102.3
51636,20150408,15,PCA,8.010115576153733
51636,20150408,15,PM2.5,97.0
51642,20150408,16,PCA,18.41117579591714
51642,20150408,16,PM2.5,104.4
51648,20150408,17,PCA,30.209811700147426
51648,20150408,17,PM2.5,115.2
51654,20150408,18,PCA,42.77414834620907
51654,20150408,18,PM2.5,120.3
51660,20150408,19,PCA,55.54220550139614
51660,20150408,19,PM2.5,130.3
51666,20150408,20,PCA,68.80735011479165
51666,20150408,20,PM2.5,141.8
51672,20150408,21,PCA,68.77345932611296
51672,20150408,21,PM2.5,133.8
51678,20150408,22,PCA,80.83373074247224
51678,20150408,22,PM2.5,142.3
51684,20150408,23,PCA,87.44609904393315
51684,20150408,23,PM2.5,147.4
51690,20150409,0,PCA,87.3767396450251
51690,20150409,0,PM2.5,145.2
51696,20150409,1,PCA,78.31995137223392
51696,20150409,1,PM2.5,127.6
51702,20150409,2,PCA,73.67558836397538
51702,20150409,2,PM2.5,118.1
51708,20150409,3,PCA,81.6626247401001
51708,20150409,3,PM2.5,127.8
51714,20150409,4,PCA,83.87223972727058
51714,20150409,4,PM2.5,127.6
51720,20150409,5,PCA,89.62989684165386
51720,20150409,5,PM2.5,134.2
51726,20150409,6,PCA,89.86875861593997
51726,20150409,6,PM2.5,134.6
51732,20150409,7,PCA,88.33786030445545
51732,20150409,7,PM2.5,128.2
51738,20150409,8,PCA,96.59566459109706
51738,20150409,8,PM2.5,135.3
51744,20150409,9,PCA,102.08794580860966
51744,20150409,9,PM2.5,139.1
51750,20150409,10,PCA,111.20421791928584
51750,20150409,10,PM2.5,149.9
51756,20150409,11,PCA,122.59039283765722
51756,20150409,11,PM2.5,166.3
51762,20150409,12,PCA,141.42321644491466
51762,20150409,12,PM2.5,188.4
51768,20150409,13,PCA,147.9570020365465
51768,20150409,13,PM2.5,195.3
51774,20150409,14,PCA,145.34173525380515
51774,20150409,14,PM2.5,200.4
51780,20150409,15,PCA,149.00311807043
51780,20150409,15,PM2.5,205.9
51786,20150409,16,PCA,130.57879602794304
51786,20150409,16,PM2.5,174.8
51792,20150409,17,PCA,115.43923736306438
51792,20150409,17,PM2.5,149.2
51798,20150409,18,PCA,134.33279912006108
51798,20150409,18,PM2.5,170.7
51804,20150409,19,PCA,173.84594138613016
51804,20150409,19,PM2.5,214.0
51810,20150409,20,PCA,189.60194747543449
51810,20150409,20,PM2.5,235.3
51816,20150409,21,PCA,201.28804869710373
51816,20150409,21,PM2.5,249.7
51822,20150409,22,PCA,208.11762329164142
51822,20150409,22,PM2.5,253.0
51828,20150409,23,PCA,221.01888938263036
51828,20150409,23,PM2.5,260.2
51834,20150410,0,PCA,234.39580245279512
51834,20150410,0,PM2.5,264.0
51840,20150410,1,PCA,235.44712631210945
51840,20150410,1,PM2.5,255.6
51846,20150410,2,PCA,238.87643178363743
51846,20150410,2,PM2.5,255.1
51852,20150410,3,PCA,210.06573195503128
51852,20150410,3,PM2.5,208.1
51858,20150410,4,PCA,220.89097691166816
51858,20150410,4,PM2.5,221.4
51864,20150410,5,PCA,228.42880544101683
51864,20150410,5,PM2.5,233.4
51870,20150410,6,PCA,225.2445028532021
51870,20150410,6,PM2.5,226.4
51876,20150410,7,PCA,222.3700801631538
51876,20150410,7,PM2.5,219.1
51882,20150410,8,PCA,222.18946317065567
51882,20150410,8,PM2.5,215.0
51888,20150410,9,PCA,227.2049464173302
51888,20150410,9,PM2.5,218.6
51894,20150410,10,PCA,237.93267966703328
51894,20150410,10,PM2.5,231.2
51900,20150410,11,PCA,250.83729693761802
51900,20150410,11,PM2.5,246.9
51906,20150410,12,PCA,233.55617252079765
51906,20150410,12,PM2.5,229.3
51912,20150410,13,PCA,170.44132222125876
51912,20150410,13,PM2.5,152.4
51918,20150410,14,PCA,148.73214033305334
51918,20150410,14,PM2.5,121.8
51924,20150410,15,PCA,159.03062469909608
51924,20150410,15,PM2.5,151.0
51930,20150410,16,PCA,146.22728767952123
51930,20150410,16,PM2.5,135.6
51936,20150410,17,PCA,132.52780740815493
51936,20150410,17,PM2.5,111.9
51942,20150410,18,PCA,128.41630727219368
51942,20150410,18,PM2.5,105.3
51948,20150410,19,PCA,95.29960987130981
51948,20150410,19,PM2.5,62.8
51954,20150410,20,PCA,112.81186591500028
51954,20150410,20,PM2.5,75.6
51960,20150410,21,PCA,123.51172307488176
51960,20150410,21,PM2.5,84.3
51966,20150410,22,PCA,106.50637901615278
51966,20150410,22,PM2.5,81.4
51972,20150410,23,PCA,73.56518472293163
51972,20150410,23,PM2.5,52.7
51978,20150411,0,PCA,95.8638313038228
51978,20150411,0,PM2.5,66.3
51984,20150411,1,PCA,122.19278530410331
51984,20150411,1,PM2.5,107.8
51990,20150411,2,PCA,175.98676011018324
51990,20150411,2,PM2.5,198.2
51996,20150411,3,PCA,227.2338973411375
51996,20150411,3,PM2.5,276.0
52002,20150411,4,PCA,233.74386956889924
52002,20150411,4,PM2.5,281.1
52008,20150411,5,PCA,225.36291137164392
52008,20150411,5,PM2.5,268.5
52014,20150411,6,PCA,220.94868539715972
52014,20150411,6,PM2.5,259.3
52020,20150411,7,PCA,220.84148341006357
52020,20150411,7,PM2.5,257.5
52026,20150411,8,PCA,215.9221784873453
52026,20150411,8,PM2.5,248.5
52032,20150411,9,PCA,195.58122753901313
52032,20150411,9,PM2.5,224.5
52038,20150411,10,PCA,173.707733970535
52038,20150411,10,PM2.5,198.6
52044,20150411,11,PCA,145.5647056518036
52044,20150411,11,PM2.5,171.2
52050,20150411,12,PCA,125.10639223825684
52050,20150411,12,PM2.5,150.7
52056,20150411,13,PCA,132.73193012474388
52056,20150411,13,PM2.5,163.8
52062,20150411,14,PCA,111.921351191361
52062,20150411,14,PM2.5,135.7
52068,20150411,15,PCA,89.06858945948971
52068,20150411,15,PM2.5,105.7
52074,20150411,16,PCA,77.76931177416054
52074,20150411,16,PM2.5,88.7
52080,20150411,17,PCA,88.38227995313848
52080,20150411,17,PM2.5,99.2
52086,20150411,18,PCA,116.516067128715
52086,20150411,18,PM2.5,135.0
52092,20150411,19,PCA,148.62072550276412
52092,20150411,19,PM2.5,164.6
52098,20150411,20,PCA,160.19512864795396
52098,20150411,20,PM2.5,180.7
52104,20150411,21,PCA,135.278712988473
52104,20150411,21,PM2.5,147.0
52110,20150411,22,PCA,114.43318994063819
52110,20150411,22,PM2.5,122.8
52116,20150411,23,PCA,51.63807736751812
52116,20150411,23,PM2.5,36.3
52122,20150412,0,PCA,60.80608272797873
52122,20150412,0,PM2.5,39.8
52128,20150412,1,PCA,51.356495444218005
52128,20150412,1,PM2.5,35.6
52134,20150412,2,PCA,45.58918496443325
52134,20150412,2,PM2.5,33.0
52140,20150412,3,PCA,12.329409262868092
52140,20150412,3,PM2.5,3.0
52146,20150412,4,PCA,-2.012379234490542
52146,20150412,4,PM2.5,3.0
52152,20150412,5,PCA,-13.36868471560266
52152,20150412,5,PM2.5,3.0
52158,20150412,6,PCA,-22.17885539071162
52158,20150412,6,PM2.5,5.2
52164,20150412,7,PCA,-32.34005469487189
52164,20150412,7,PM2.5,3.0
52170,20150412,8,PCA,-40.10888921606185
52170,20150412,8,PM2.5,3.0
52176,20150412,9,PCA,-48.69290556154086
52176,20150412,9,PM2.5,3.0
52182,20150412,10,PCA,-56.12695413350362
52182,20150412,10,PM2.5,3.0
52188,20150412,11,PCA,-61.77599061480956
52188,20150412,11,PM2.5,3.0
52194,20150412,12,PCA,-67.84542543432993
52194,20150412,12,PM2.5,3.0
52200,20150412,13,PCA,-74.12233470952332
52200,20150412,13,PM2.5,3.0
52206,20150412,14,PCA,-72.18282316341406
52206,20150412,14,PM2.5,10.6
52212,20150412,15,PCA,-76.82291961708128
52212,20150412,15,PM2.5,9.7
52218,20150412,16,PCA,-73.89205933844387
52218,20150412,16,PM2.5,16.9
52224,20150412,17,PCA,-78.61099513436355
52224,20150412,17,PM2.5,14.2
52230,20150412,18,PCA,-84.00751599114017
52230,20150412,18,PM2.5,11.7
52236,20150412,19,PCA,-82.17493766594883
52236,20150412,19,PM2.5,21.2
52242,20150412,20,PCA,-95.84654025421051
52242,20150412,20,PM2.5,11.1
52248,20150412,21,PCA,-98.01339766778639
52248,20150412,21,PM2.5,18.7
52254,20150412,22,PCA,-102.12038517519946
52254,20150412,22,PM2.5,13.7
52260,20150412,23,PCA,-102.39160494618145
52260,20150412,23,PM2.5,13.4
52266,20150413,0,PCA,-102.78418321798884
52266,20150413,0,PM2.5,13.0
52272,20150413,1,PCA,-106.55623298832722
52272,20150413,1,PM2.5,7.4
52278,20150413,2,PCA,-100.03906437019981
52278,20150413,2,PM2.5,15.6
52284,20150413,3,PCA,-104.53797933698996
52284,20150413,3,PM2.5,9.6
52290,20150413,4,PCA,-98.26948557044203
52290,20150413,4,PM2.5,19.8
52296,20150413,5,PCA,-105.70244461600439
52296,20150413,5,PM2.5,8.9
52302,20150413,6,PCA,-100.44295614815874
52302,20150413,6,PM2.5,15.3
52308,20150413,7,PCA,-94.25269902954682
52308,20150413,7,PM2.5,21.4
52314,20150413,8,PCA,-91.39720375275029
52314,20150413,8,PM2.5,23.7
52320,20150413,9,PCA,-98.97589122091354
52320,20150413,9,PM2.5,15.8
52326,20150413,10,PCA,-97.53912279542193
52326,20150413,10,PM2.5,17.2
52332,20150413,11,PCA,-92.6072070627682
52332,20150413,11,PM2.5,23.6
52338,20150413,12,PCA,-89.32947649472196
52338,20150413,12,PM2.5,26.3
52344,20150413,13,PCA,-95.68690093192504
52344,20150413,13,PM2.5,16.8
52350,20150413,14,PCA,-85.47276940016546
52350,20150413,14,PM2.5,32.2
52356,20150413,15,PCA,-87.68300973221572
52356,20150413,15,PM2.5,25.7
52362,20150413,16,PCA,-78.95999155318128
52362,20150413,16,PM2.5,34.4
52368,20150413,17,PCA,-76.0445301836802
52368,20150413,17,PM2.5,37.7
52374,20150413,18,PCA,-62.65309466668945
52374,20150413,18,PM2.5,52.8
52380,20150413,19,PCA,-63.09994789997772
52380,20150413,19,PM2.5,50.9
52386,20150413,20,PCA,-58.06825135614538
52386,20150413,20,PM2.5,49.3
52392,20150413,21,PCA,-56.523689467724516
52392,20150413,21,PM2.5,52.9
52398,20150413,22,PCA,-51.96429061628454
52398,20150413,22,PM2.5,53.8
52404,20150413,23,PCA,-39.89861699690557
52404,20150413,23,PM2.5,58.3
52410,20150414,0,PCA,-27.760689567589708
52410,20150414,0,PM2.5,72.9
52416,20150414,1,PCA,-25.381225186448138
52416,20150414,1,PM2.5,66.1
52422,20150414,2,PCA,-15.204175338240706
52422,20150414,2,PM2.5,73.4
52428,20150414,3,PCA,-20.155056161695533
52428,20150414,3,PM2.5,66.1
52434,20150414,4,PCA,-13.706969204789093
52434,20150414,4,PM2.5,74.8
52440,20150414,5,PCA,-10.881081633017569
52440,20150414,5,PM2.5,75.9
52446,20150414,6,PCA,-7.768816873922885
52446,20150414,6,PM2.5,75.0
52452,20150414,7,PCA,-3.7944710871520604
52452,20150414,7,PM2.5,77.9
52458,20150414,8,PCA,-15.869585537270936
52458,20150414,8,PM2.5,68.5
52464,20150414,9,PCA,-18.25579676688954
52464,20150414,9,PM2.5,69.0
52470,20150414,10,PCA,-14.137910415310152
52470,20150414,10,PM2.5,69.8
52476,20150414,11,PCA,-30.972811723238966
52476,20150414,11,PM2.5,45.7
52482,20150414,12,PCA,-10.470043983105127
52482,20150414,12,PM2.5,72.8
52488,20150414,13,PCA,-5.029605888709254
52488,20150414,13,PM2.5,75.6
52494,20150414,14,PCA,-7.887426935600164
52494,20150414,14,PM2.5,75.5
52500,20150414,15,PCA,-18.71995505034637
52500,20150414,15,PM2.5,64.5
52506,20150414,16,PCA,-20.384697208362727
52506,20150414,16,PM2.5,62.6
52512,20150414,17,PCA,-27.242077456693185
52512,20150414,17,PM2.5,53.8
52518,20150414,18,PCA,-14.96347485806027
52518,20150414,18,PM2.5,61.7
52524,20150414,19,PCA,-10.816790095570957
52524,20150414,19,PM2.5,58.8
52530,20150414,20,PCA,-10.19874429952019
52530,20150414,20,PM2.5,55.7
52536,20150414,21,PCA,-10.470490011335283
52536,20150414,21,PM2.5,56.8
52542,20150414,22,PCA,-8.479673450112557
52542,20150414,22,PM2.5,60.7
52548,20150414,23,PCA,3.2192021499311836
52548,20150414,23,PM2.5,69.0
52554,20150415,0,PCA,1.5213197841118948
52554,20150415,0,PM2.5,64.2
52560,20150415,1,PCA,12.584461532533885
52560,20150415,1,PM2.5,75.1
52566,20150415,2,PCA,9.429714336005024
52566,20150415,2,PM2.5,68.6
52572,20150415,3,PCA,20.696897970934955
52572,20150415,3,PM2.5,86.2
52578,20150415,4,PCA,11.594357979193664
52578,20150415,4,PM2.5,74.4
52584,20150415,5,PCA,10.971922173344081
52584,20150415,5,PM2.5,75.0
52590,20150415,6,PCA,15.760395658685871
52590,20150415,6,PM2.5,78.6
52596,20150415,7,PCA,29.099297910608485
52596,20150415,7,PM2.5,95.7
52602,20150415,8,PCA,37.58108745699098
52602,20150415,8,PM2.5,105.0
52608,20150415,9,PCA,42.939204384855245
52608,20150415,9,PM2.5,105.5
52614,20150415,10,PCA,70.63089904270328
52614,20150415,10,PM2.5,137.1
52620,20150415,11,PCA,74.89826108563587
52620,20150415,11,PM2.5,136.7
52626,20150415,12,PCA,94.51672315346725
52626,20150415,12,PM2.5,155.7
52632,20150415,13,PCA,93.69805410261168
52632,20150415,13,PM2.5,159.7
52638,20150415,14,PCA,70.77568350092356
52638,20150415,14,PM2.5,146.1
52644,20150415,15,PCA,84.00874574758825
52644,20150415,15,PM2.5,166.6
52650,20150415,16,PCA,101.5786415186985
52650,20150415,16,PM2.5,186.5
52656,20150415,17,PCA,77.69707814535609
52656,20150415,17,PM2.5,146.5
52662,20150415,18,PCA,75.59716148480578
52662,20150415,18,PM2.5,145.0
52668,20150415,19,PCA,192.19968266127333
52668,20150415,19,PM2.5,317.6
52674,20150415,20,PCA,70.45585178462166
52674,20150415,20,PM2.5,136.9
52680,20150415,21,PCA,96.3246185810473
52680,20150415,21,PM2.5,170.1
52686,20150415,22,PCA,59.55816853726968
52686,20150415,22,PM2.5,111.7
52692,20150415,23,PCA,92.48882336920998
52692,20150415,23,PM2.5,155.6
52698,20150416,0,PCA,84.44517576493564
52698,20150416,0,PM2.5,141.6
52704,20150416,1,PCA,76.12991261892267
52704,20150416,1,PM2.5,122.1
52710,20150416,2,PCA,72.14487574811659
52710,20150416,2,PM2.5,111.3
52716,20150416,3,PCA,53.55999796140545
52716,20150416,3,PM2.5,80.5
52722,20150416,4,PCA,31.711380396071753
52722,20150416,4,PM2.5,49.4
52728,20150416,5,PCA,27.162533219632536
52728,20150416,5,PM2.5,44.2
52734,20150416,6,PCA,20.797900554959085
52734,20150416,6,PM2.5,36.0
52740,20150416,7,PCA,21.671539124207637
52740,20150416,7,PM2.5,36.9
52746,20150416,8,PCA,33.712704488585416
52746,20150416,8,PM2.5,52.0
52752,20150416,9,PCA,20.02090924178812
52752,20150416,9,PM2.5,28.9
52758,20150416,10,PCA,29.27581951216804
52758,20150416,10,PM2.5,40.5
52776,20150416,13,PCA,49.51851425981412
52776,20150416,13,PM2.5,81.4
52782,20150416,14,PCA,106.17966478703762
52782,20150416,14,PM2.5,161.1
52800,20150416,17,PCA,8.613845286552964
52800,20150416,17,PM2.5,22.3
52806,20150416,18,PCA,7.5156283209690935
52806,20150416,18,PM2.5,23.4
52812,20150416,19,PCA,4.568321450895855
52812,20150416,19,PM2.5,37.9
52818,20150416,20,PCA,-15.259296783189747
52818,20150416,20,PM2.5,32.1
52824,20150416,21,PCA,-13.400766181732463
52824,20150416,21,PM2.5,38.2
52830,20150416,22,PCA,-19.44034786421434
52830,20150416,22,PM2.5,38.3
52836,20150416,23,PCA,22.894973699158875
52836,20150416,23,PM2.5,107.1
52842,20150417,0,PCA,118.5933047697137
52842,20150417,0,PM2.5,249.9
52848,20150417,1,PCA,3.763731990296531
52848,20150417,1,PM2.5,83.2
52854,20150417,2,PCA,26.861050801384025
52854,20150417,2,PM2.5,117.7
52860,20150417,3,PCA,5.484991858907167
52860,20150417,3,PM2.5,83.6
52866,20150417,4,PCA,-0.3414877629906594
52866,20150417,4,PM2.5,76.7
52872,20150417,5,PCA,-13.7761744633823
52872,20150417,5,PM2.5,41.3
52878,20150417,6,PCA,-1.9223349210607439
52878,20150417,6,PM2.5,54.9
52884,20150417,7,PCA,-9.425514030439524
52884,20150417,7,PM2.5,44.7
52890,20150417,8,PCA,-3.900287719947262
52890,20150417,8,PM2.5,55.3
52896,20150417,9,PCA,-5.947971682475056
52896,20150417,9,PM2.5,52.5
52902,20150417,10,PCA,1.8139364067795338
52902,20150417,10,PM2.5,60.5
52908,20150417,11,PCA,8.1723968101635
52908,20150417,11,PM2.5,67.0
52914,20150417,12,PCA,22.77897973774544
52914,20150417,12,PM2.5,88.7
52920,20150417,13,PCA,66.65437254908659
52920,20150417,13,PM2.5,158.8
52926,20150417,14,PCA,46.12103484235452
52926,20150417,14,PM2.5,135.9
52932,20150417,15,PCA,22.400629736944083
52932,20150417,15,PM2.5,102.7
52938,20150417,16,PCA,52.700518211898505
52938,20150417,16,PM2.5,145.0
52944,20150417,17,PCA,41.79847776332492
52944,20150417,17,PM2.5,120.2
52950,20150417,18,PCA,40.865036792185236
52950,20150417,18,PM2.5,110.1
52956,20150417,19,PCA,50.23979937045955
52956,20150417,19,PM2.5,119.8
52962,20150417,20,PCA,69.2027281548802
52962,20150417,20,PM2.5,128.8
52968,20150417,21,PCA,78.6776596502029
52968,20150417,21,PM2.5,134.4
52974,20150417,22,PCA,148.6835678341367
52974,20150417,22,PM2.5,228.5
52980,20150417,23,PCA,109.46288057521232
52980,20150417,23,PM2.5,166.3
52986,20150418,0,PCA,80.15627883957107
52986,20150418,0,PM2.5,116.1
52992,20150418,1,PCA,87.19841939929458
52992,20150418,1,PM2.5,122.3
52998,20150418,2,PCA,81.51163580863357
52998,20150418,2,PM2.5,115.7
53004,20150418,3,PCA,134.1734356827682
53004,20150418,3,PM2.5,188.8
53010,20150418,4,PCA,121.5091880629097
53010,20150418,4,PM2.5,168.4
53016,20150418,5,PCA,109.23615366023589
53016,20150418,5,PM2.5,145.6
53022,20150418,6,PCA,113.92723161728598
53022,20150418,6,PM2.5,149.0
53028,20150418,7,PCA,121.80559895453935
53028,20150418,7,PM2.5,154.4
53034,20150418,8,PCA,137.8056426134749
53034,20150418,8,PM2.5,168.9
53040,20150418,9,PCA,166.02100152446084
53040,20150418,9,PM2.5,200.5
53046,20150418,10,PCA,208.5075272484864
53046,20150418,10,PM2.5,252.6
53052,20150418,11,PCA,217.05890696060658
53052,20150418,11,PM2.5,255.4
53058,20150418,12,PCA,214.34161816111944
53058,20150418,12,PM2.5,248.1
53064,20150418,13,PCA,219.70110121521168
53064,20150418,13,PM2.5,255.9
53070,20150418,14,PCA,339.94102655768074
53070,20150418,14,PM2.5,422.9
53076,20150418,15,PCA,253.88439911580937
53076,20150418,15,PM2.5,294.5
53082,20150418,16,PCA,234.34360053289953
53082,20150418,16,PM2.5,257.9
53088,20150418,17,PCA,222.67225576433444
53088,20150418,17,PM2.5,243.7
53094,20150418,18,PCA,239.73842924260916
53094,20150418,18,PM2.5,248.9
53100,20150418,19,PCA,249.69694541137193
53100,20150418,19,PM2.5,246.1
53106,20150418,20,PCA,192.58261771760178
53106,20150418,20,PM2.5,181.2
53112,20150418,21,PCA,167.93343650800782
53112,20150418,21,PM2.5,141.7
53118,20150418,22,PCA,184.5766880591472
53118,20150418,22,PM2.5,164.7
53124,20150418,23,PCA,222.70488681418306
53124,20150418,23,PM2.5,223.9
53130,20150419,0,PCA,208.07406963600522
53130,20150419,0,PM2.5,199.3
53136,20150419,1,PCA,209.29839974510176
53136,20150419,1,PM2.5,198.5
53142,20150419,2,PCA,205.83921273304844
53142,20150419,2,PM2.5,192.1
53148,20150419,3,PCA,197.21608249315167
53148,20150419,3,PM2.5,174.1
53154,20150419,4,PCA,190.6554053774103
53154,20150419,4,PM2.5,164.8
53160,20150419,5,PCA,119.54411604572914
53160,20150419,5,PM2.5,78.0
53166,20150419,6,PCA,86.44548607718335
53166,20150419,6,PM2.5,39.2
53172,20150419,7,PCA,86.4506601216616
53172,20150419,7,PM2.5,38.7
53178,20150419,8,PCA,90.44981636659885
53178,20150419,8,PM2.5,52.4
53184,20150419,9,PCA,48.57871273577297
53184,20150419,9,PM2.5,7.5
53190,20150419,10,PCA,34.37635571134474
53190,20150419,10,PM2.5,3.0
53196,20150419,11,PCA,33.559226231602906
53196,20150419,11,PM2.5,13.0
53202,20150419,12,PCA,106.76341800952677
53202,20150419,12,PM2.5,128.6
53208,20150419,13,PCA,377.13963738686726
53208,20150419,13,PM2.5,515.9
53226,20150419,16,PCA,15.769634498534646
53226,20150419,16,PM2.5,3.0
53232,20150419,17,PCA,3.8209091340238026
53232,20150419,17,PM2.5,3.0
53340,20150420,11,PCA,1.9868555509282229
53340,20150420,11,PM2.5,3.0
53346,20150420,12,PCA,16.284499879191348
53346,20150420,12,PM2.5,17.4
53352,20150420,13,PCA,-38.59767207435885
53352,20150420,13,PM2.5,31.8
53358,20150420,14,PCA,-46.210625381577216
53358,20150420,14,PM2.5,25.7
53364,20150420,15,PCA,-34.044275609435
53364,20150420,15,PM2.5,43.9
53370,20150420,16,PCA,-37.6080752266878
53370,20150420,16,PM2.5,38.0
53376,20150420,17,PCA,-22.790649352886362
53376,20150420,17,PM2.5,57.7
53382,20150420,18,PCA,-25.487577928442814
53382,20150420,18,PM2.5,59.9
53388,20150420,19,PCA,-9.249134082382199
53388,20150420,19,PM2.5,81.0
53394,20150420,20,PCA,18.137054915137686
53394,20150420,20,PM2.5,116.8
53400,20150420,21,PCA,39.634648689117384
53400,20150420,21,PM2.5,143.3
53406,20150420,22,PCA,16.97283891489869
53406,20150420,22,PM2.5,108.5
53412,20150420,23,PCA,4.223268257791051
53412,20150420,23,PM2.5,88.0
53418,20150421,0,PCA,-4.220705601540492
53418,20150421,0,PM2.5,74.7
53424,20150421,1,PCA,-15.712044885903316
53424,20150421,1,PM2.5,62.4
53430,20150421,2,PCA,-20.759438858916035
53430,20150421,2,PM2.5,52.2
53436,20150421,3,PCA,-14.239902519313036
53436,20150421,3,PM2.5,55.6
53442,20150421,4,PCA,-6.225082361138855
53442,20150421,4,PM2.5,59.3
53448,20150421,5,PCA,6.191319725048778
53448,20150421,5,PM2.5,62.7
53454,20150421,6,PCA,17.330034822487928
53454,20150421,6,PM2.5,78.1
53460,20150421,7,PCA,17.600356661298743
53460,20150421,7,PM2.5,83.5
53466,20150421,8,PCA,16.473109110632237
53466,20150421,8,PM2.5,85.2
53472,20150421,9,PCA,37.18148234382883
53472,20150421,9,PM2.5,107.9
53478,20150421,10,PCA,43.28432948607232
53478,20150421,10,PM2.5,108.2
53484,20150421,11,PCA,59.11946307678731
53484,20150421,11,PM2.5,138.9
53490,20150421,12,PCA,26.453651909497342
53490,20150421,12,PM2.5,101.0
53496,20150421,13,PCA,-6.47445988565392
53496,20150421,13,PM2.5,65.0
53502,20150421,14,PCA,-21.58929600305589
53502,20150421,14,PM2.5,38.3
53508,20150421,15,PCA,-28.96538893617031
53508,20150421,15,PM2.5,33.6
53514,20150421,16,PCA,-30.754897446424557
53514,20150421,16,PM2.5,31.9
53520,20150421,17,PCA,-30.66988182919506
53520,20150421,17,PM2.5,31.3
53526,20150421,18,PCA,-39.47291992165287
53526,20150421,18,PM2.5,18.4
53532,20150421,19,PCA,-50.46931661061524
53532,20150421,19,PM2.5,3.0
