,date,hour,type,永乐店
185130,20171127,4,PM2.5,48.0
185136,20171127,5,PCA,-64.00722077436961
185136,20171127,5,PM2.5,32.0
185142,20171127,6,PCA,-50.680626441940454
185142,20171127,6,PM2.5,44.0
185148,20171127,7,PCA,-48.736631271651405
185148,20171127,7,PM2.5,45.0
185154,20171127,8,PCA,-49.53352015293785
185154,20171127,8,PM2.5,45.0
185160,20171127,9,PCA,-39.35944507322785
185160,20171127,9,PM2.5,52.0
185166,20171127,10,PCA,-29.00243195940772
185166,20171127,10,PM2.5,59.0
185172,20171127,11,PCA,-10.732350033056528
185172,20171127,11,PM2.5,71.0
185178,20171127,12,PCA,-3.300541472285836
185178,20171127,12,PM2.5,77.0
185184,20171127,13,PCA,-4.610661593790014
185184,20171127,13,PM2.5,77.0
185190,20171127,14,PCA,-0.16661053396031367
185190,20171127,14,PM2.5,80.0
185196,20171127,15,PCA,11.768546012239664
185196,20171127,15,PM2.5,85.0
185202,20171127,16,PCA,9.33972419657531
185202,20171127,16,PM2.5,81.0
185208,20171127,17,PCA,28.2282940218513
185208,20171127,17,PM2.5,92.0
185214,20171127,18,PCA,22.18281912914078
185214,20171127,18,PM2.5,88.0
185220,20171127,19,PCA,46.811633767833214
185220,20171127,19,PM2.5,104.0
185226,20171127,20,PCA,65.42778192600626
185226,20171127,20,PM2.5,116.0
185232,20171127,21,PCA,73.79342739686814
185232,20171127,21,PM2.5,121.0
185238,20171127,22,PCA,88.40179403299253
185238,20171127,22,PM2.5,130.0
185244,20171127,23,PCA,88.45980108693651
185244,20171127,23,PM2.5,130.0
185250,20171128,0,PCA,73.34650266207083
185250,20171128,0,PM2.5,121.0
185256,20171128,1,PCA,87.34178305215364
185256,20171128,1,PM2.5,130.0
185262,20171128,2,PCA,70.9083180878659
185262,20171128,2,PM2.5,120.0
185268,20171128,3,PCA,77.73539392259286
185268,20171128,3,PM2.5,124.0
185274,20171128,4,PCA,73.62036714644867
185274,20171128,4,PM2.5,121.0
185280,20171128,5,PCA,67.33027789565209
185280,20171128,5,PM2.5,117.0
185286,20171128,6,PCA,76.14279639310348
185286,20171128,6,PM2.5,122.0
185292,20171128,7,PCA,59.2721881674313
185292,20171128,7,PM2.5,112.0
185298,20171128,8,PCA,39.146221559384415
185298,20171128,8,PM2.5,100.0
185304,20171128,9,PCA,40.62582323016281
185304,20171128,9,PM2.5,101.0
185310,20171128,10,PCA,0.9223122986584877
185310,20171128,10,PM2.5,78.0
185316,20171128,11,PCA,-14.592304968612458
185316,20171128,11,PM2.5,32.0
185322,20171128,12,PCA,-2.7440650233358115
185322,20171128,12,PM2.5,25.0
185328,20171128,13,PCA,-56.738064863827724
185328,20171128,13,PM2.5,11.0
185334,20171128,14,PCA,-62.46862621234778
185334,20171128,14,PM2.5,10.0
185340,20171128,15,PCA,-68.31801918518191
185340,20171128,15,PM2.5,10.0
185346,20171128,16,PCA,-88.52380089311383
185346,20171128,16,PM2.5,3.0
185352,20171128,17,PCA,-96.92485417790472
185352,20171128,17,PM2.5,3.0
185358,20171128,18,PCA,-96.41929671938362
185358,20171128,18,PM2.5,4.0
185364,20171128,19,PCA,-99.47194513909345
185364,20171128,19,PM2.5,3.0
185370,20171128,20,PCA,-106.38332262379939
185370,20171128,20,PM2.5,3.0
185376,20171128,21,PCA,-110.86171480941634
185376,20171128,21,PM2.5,3.0
185382,20171128,22,PCA,-111.22482642367443
185382,20171128,22,PM2.5,4.0
185388,20171128,23,PCA,-110.13614894549225
185388,20171128,23,PM2.5,11.0
185394,20171129,0,PCA,-111.75819868828039
185394,20171129,0,PM2.5,11.0
185400,20171129,1,PCA,-118.87505397069106
185400,20171129,1,PM2.5,8.0
185406,20171129,2,PCA,-124.57031666308878
185406,20171129,2,PM2.5,3.0
185412,20171129,3,PCA,-116.45402353530815
185412,20171129,3,PM2.5,7.0
185418,20171129,4,PCA,-117.9088011387152
185418,20171129,4,PM2.5,3.0
185424,20171129,5,PCA,-111.64349390954948
185424,20171129,5,PM2.5,6.0
185430,20171129,6,PCA,-102.85823544525844
185430,20171129,6,PM2.5,6.0
185436,20171129,7,PCA,-93.4549344343173
185436,20171129,7,PM2.5,5.0
185442,20171129,8,PCA,-87.38175024110645
185442,20171129,8,PM2.5,12.0
185448,20171129,9,PCA,-71.50893529001436
185448,20171129,9,PM2.5,25.0
185454,20171129,10,PCA,-93.6757637153898
185454,20171129,10,PM2.5,18.0
185460,20171129,11,PCA,-111.52776990122557
185460,20171129,11,PM2.5,11.0
185466,20171129,12,PCA,-117.02286100109458
185466,20171129,12,PM2.5,6.0
185472,20171129,13,PCA,-114.11695396780556
185472,20171129,13,PM2.5,14.0
185478,20171129,16,PCA,-114.44556122994828
185478,20171129,16,PM2.5,9.0
185484,20171129,17,PCA,-102.76215534761798
185484,20171129,17,PM2.5,16.0
185490,20171129,18,PCA,-83.09142589233579
185490,20171129,18,PM2.5,12.0
185496,20171129,19,PCA,-57.247356933698285
185496,20171129,19,PM2.5,32.0
185502,20171129,20,PCA,-28.276784114648404
185502,20171129,20,PM2.5,57.0
185508,20171129,21,PCA,36.58246748770469
185508,20171129,21,PM2.5,99.0
185514,20171129,22,PCA,143.10350578683304
185514,20171129,22,PM2.5,168.0
185520,20171129,23,PCA,26.20989933029164
185520,20171129,23,PM2.5,95.0
185526,20171130,0,PCA,27.030295834959006
185526,20171130,0,PM2.5,91.0
185532,20171130,1,PCA,17.466283010722414
185532,20171130,1,PM2.5,86.0
185538,20171130,2,PCA,63.023761192962596
185538,20171130,2,PM2.5,114.0
185544,20171130,3,PCA,-3.3901627187547367
185544,20171130,3,PM2.5,67.0
185550,20171130,4,PCA,1.415249274321993
185550,20171130,4,PM2.5,72.0
185556,20171130,5,PCA,40.033307804743195
185556,20171130,5,PM2.5,99.0
185562,20171130,6,PCA,-39.560553045932814
185562,20171130,6,PM2.5,43.0
185568,20171130,7,PCA,-75.4569974570215
185568,20171130,7,PM2.5,17.0
185574,20171130,8,PCA,-85.78001151118971
185574,20171130,8,PM2.5,20.0
185580,20171130,9,PCA,-93.97769206082451
185580,20171130,9,PM2.5,15.0
185586,20171130,10,PCA,-102.14662230638444
185586,20171130,10,PM2.5,16.0
185592,20171130,11,PCA,-113.83363662807022
185592,20171130,11,PM2.5,9.0
185598,20171130,12,PCA,-117.92377736153124
185598,20171130,12,PM2.5,11.0
185604,20171130,13,PCA,-122.93759483260305
185604,20171130,13,PM2.5,5.0
185610,20171130,14,PCA,-123.19174261027837
185610,20171130,14,PM2.5,4.0
185616,20171130,15,PCA,-121.86968534049748
185616,20171130,15,PM2.5,6.0
185622,20171130,16,PCA,-115.40408418488452
185622,20171130,16,PM2.5,14.0
185628,20171130,17,PCA,-86.34392810722626
185628,20171130,17,PM2.5,20.0
185634,20171130,18,PCA,-61.410448095776175
185634,20171130,18,PM2.5,35.0
185640,20171130,19,PCA,-51.0965250183598
185640,20171130,19,PM2.5,41.0
185646,20171130,20,PCA,-42.54156862007006
185646,20171130,20,PM2.5,47.0
185652,20171130,21,PCA,-56.60607981478605
185652,20171130,21,PM2.5,41.0
185658,20171130,22,PCA,-61.519707773314146
185658,20171130,22,PM2.5,43.0
185664,20171130,23,PCA,-60.77602713030007
185664,20171130,23,PM2.5,44.0
185670,20171201,0,PCA,-55.53353811441449
185670,20171201,0,PM2.5,45.0
185676,20171201,1,PCA,-29.737117664803176
185676,20171201,1,PM2.5,58.0
185682,20171201,2,PCA,-12.565223040825158
185682,20171201,2,PM2.5,68.0
185688,20171201,3,PCA,-10.200592462452459
185688,20171201,3,PM2.5,69.0
185694,20171201,4,PCA,-0.8437520215887692
185694,20171201,4,PM2.5,75.0
185700,20171201,5,PCA,-4.333112150772393
185700,20171201,5,PM2.5,73.0
185706,20171201,6,PCA,4.807247016203511
185706,20171201,6,PM2.5,79.0
185712,20171201,7,PCA,1.3169259756073326
185712,20171201,7,PM2.5,77.0
185718,20171201,8,PCA,3.5025436119380995
185718,20171201,8,PM2.5,79.0
185724,20171201,9,PCA,10.738494108911782
185724,20171201,9,PM2.5,84.0
185730,20171201,10,PCA,47.86758772323771
185730,20171201,10,PM2.5,107.0
185748,20171201,13,PCA,11.107621797582487
185748,20171201,13,PM2.5,86.0
185754,20171201,14,PCA,-21.425848117224117
185754,20171201,14,PM2.5,69.0
185760,20171201,15,PCA,-26.041658887292847
185760,20171201,15,PM2.5,66.0
185766,20171201,16,PCA,25.125117579077106
185766,20171201,16,PM2.5,97.0
185772,20171201,17,PCA,7.567020199004277
185772,20171201,17,PM2.5,83.0
185778,20171201,18,PCA,29.80738267703587
185778,20171201,18,PM2.5,94.0
185784,20171201,19,PCA,156.77215445792106
185784,20171201,19,PM2.5,172.0
185790,20171201,20,PCA,90.68290394200805
185790,20171201,20,PM2.5,127.0
185796,20171201,21,PCA,146.239570434934
185796,20171201,21,PM2.5,162.0
185802,20171201,22,PCA,145.00221453966358
185802,20171201,22,PM2.5,165.0
185808,20171201,23,PCA,142.34150360473578
185808,20171201,23,PM2.5,163.0
185814,20171202,0,PCA,139.05417423390367
185814,20171202,0,PM2.5,160.0
185820,20171202,1,PCA,149.12763751020577
185820,20171202,1,PM2.5,168.0
185826,20171202,2,PCA,140.57158130448653
185826,20171202,2,PM2.5,162.0
185832,20171202,3,PCA,136.12569560964087
185832,20171202,3,PM2.5,159.0
185838,20171202,4,PCA,140.4787027591958
185838,20171202,4,PM2.5,164.0
185844,20171202,5,PCA,141.23409243983903
185844,20171202,5,PM2.5,164.0
185850,20171202,6,PCA,140.79983191269224
185850,20171202,6,PM2.5,164.0
185856,20171202,7,PCA,146.30174942778717
185856,20171202,7,PM2.5,168.0
185862,20171202,8,PCA,146.18573531989918
185862,20171202,8,PM2.5,168.0
185868,20171202,9,PCA,148.1071344303256
185868,20171202,9,PM2.5,171.0
185874,20171202,10,PCA,162.1033503807458
185874,20171202,10,PM2.5,180.0
185880,20171202,11,PCA,173.96439450596694
185880,20171202,11,PM2.5,188.0
185886,20171202,12,PCA,175.5209354284191
185886,20171202,12,PM2.5,191.0
185892,20171202,13,PCA,175.28168897967618
185892,20171202,13,PM2.5,193.0
185898,20171202,14,PCA,210.18111583618088
185898,20171202,14,PM2.5,214.0
185904,20171202,15,PCA,219.80584069190328
185904,20171202,15,PM2.5,218.0
185910,20171202,16,PCA,230.05625619140537
185910,20171202,16,PM2.5,225.0
185916,20171202,17,PCA,234.57037968094775
185916,20171202,17,PM2.5,226.0
185922,20171202,18,PCA,256.03738794547866
185922,20171202,18,PM2.5,241.0
185928,20171202,19,PCA,249.37595319495753
185928,20171202,19,PM2.5,237.0
185934,20171202,20,PCA,306.7736364843015
185934,20171202,20,PM2.5,278.0
185940,20171202,21,PCA,356.9570027460693
185940,20171202,21,PM2.5,315.0
185946,20171202,22,PCA,313.3264771134165
185946,20171202,22,PM2.5,283.0
185952,20171202,23,PCA,313.0689792260088
185952,20171202,23,PM2.5,285.0
185958,20171203,0,PCA,312.9372826612932
185958,20171203,0,PM2.5,286.0
185964,20171203,1,PCA,295.5521737476892
185964,20171203,1,PM2.5,275.0
185970,20171203,2,PCA,311.7544014191302
185970,20171203,2,PM2.5,286.0
185976,20171203,3,PCA,294.43525213925824
185976,20171203,3,PM2.5,274.0
185982,20171203,4,PCA,305.8163015540634
185982,20171203,4,PM2.5,282.0
185988,20171203,5,PCA,297.1906705131016
185988,20171203,5,PM2.5,275.0
185994,20171203,6,PCA,243.93163618898848
185994,20171203,6,PM2.5,236.0
186000,20171203,7,PCA,199.9740320922942
186000,20171203,7,PM2.5,206.0
186006,20171203,8,PCA,132.2612444716863
186006,20171203,8,PM2.5,158.0
186012,20171203,9,PCA,108.1227789723371
186012,20171203,9,PM2.5,143.0
186018,20171203,10,PCA,-15.987901016220505
186018,20171203,10,PM2.5,70.0
186024,20171203,11,PCA,-86.06573286436186
186024,20171203,11,PM2.5,31.0
186030,20171203,12,PCA,-119.3012118727426
186030,20171203,12,PM2.5,10.0
186036,20171203,13,PCA,-122.44117607561795
186036,20171203,13,PM2.5,6.0
186042,20171203,14,PCA,-116.09731563568943
186042,20171203,14,PM2.5,15.0
186048,20171203,15,PCA,-122.88122606805915
186048,20171203,15,PM2.5,4.0
186054,20171203,16,PCA,-120.6844698420268
186054,20171203,16,PM2.5,6.0
186060,20171203,17,PCA,-122.43675677015712
186060,20171203,17,PM2.5,3.0
186066,20171203,18,PCA,-118.31464775675074
186066,20171203,18,PM2.5,6.0
186072,20171203,19,PCA,-111.98618853819099
186072,20171203,19,PM2.5,3.0
186078,20171203,20,PCA,-107.99792940405051
186078,20171203,20,PM2.5,3.0
186084,20171203,21,PCA,-101.21757023258196
186084,20171203,21,PM2.5,4.0
186090,20171203,22,PCA,-100.78717396682693
186090,20171203,22,PM2.5,3.0
186096,20171203,23,PCA,-111.55607580586094
186096,20171203,23,PM2.5,3.0
186102,20171204,0,PCA,-111.93210319523764
186102,20171204,0,PM2.5,3.0
186108,20171204,1,PCA,-116.9555543796001
186108,20171204,1,PM2.5,5.0
186114,20171204,2,PCA,-119.32520985747053
186114,20171204,2,PM2.5,3.0
186120,20171204,3,PCA,-120.57100612705588
186120,20171204,3,PM2.5,3.0
186126,20171204,4,PCA,-112.77333554766726
186126,20171204,4,PM2.5,4.0
186132,20171204,5,PCA,-101.97860215839599
186132,20171204,5,PM2.5,6.0
186138,20171204,6,PCA,-121.57314894996769
186138,20171204,6,PM2.5,3.0
186144,20171204,7,PCA,-119.74381448584758
186144,20171204,7,PM2.5,8.0
186150,20171204,8,PCA,-116.83644347642922
186150,20171204,8,PM2.5,3.0
186156,20171204,9,PCA,-109.6028350039759
186156,20171204,9,PM2.5,6.0
186162,20171204,10,PCA,-111.74550899698785
186162,20171204,10,PM2.5,12.0
186168,20171204,11,PCA,-111.98009579722068
186168,20171204,11,PM2.5,6.0
186174,20171204,12,PCA,-102.65490475584285
186174,20171204,12,PM2.5,5.0
186180,20171204,13,PCA,-101.71006187067727
186180,20171204,13,PM2.5,7.0
186186,20171204,14,PCA,-123.50533823235111
186186,20171204,14,PM2.5,5.0
186192,20171204,15,PCA,-123.31673104004346
186192,20171204,15,PM2.5,5.0
186198,20171204,16,PCA,-122.874653448048
186198,20171204,16,PM2.5,5.0
186204,20171204,17,PCA,-120.31577625738038
186204,20171204,17,PM2.5,5.0
186210,20171204,18,PCA,-100.09132242832322
186210,20171204,18,PM2.5,13.0
186216,20171204,19,PCA,-85.58987005922975
186216,20171204,19,PM2.5,21.0
186222,20171204,20,PCA,-73.34628404678524
186222,20171204,20,PM2.5,26.0
186228,20171204,21,PCA,-67.38970665053212
186228,20171204,21,PM2.5,26.0
186234,20171204,22,PCA,-64.16594588921599
186234,20171204,22,PM2.5,36.0
186240,20171204,23,PCA,-51.10061130993458
186240,20171204,23,PM2.5,46.0
186246,20171205,0,PCA,-48.22571705307739
186246,20171205,0,PM2.5,45.0
186252,20171205,1,PCA,-40.941609373536544
186252,20171205,1,PM2.5,42.0
186258,20171205,2,PCA,-31.804692239435646
186258,20171205,2,PM2.5,52.0
186264,20171205,3,PCA,-24.675476225975494
186264,20171205,3,PM2.5,60.0
186270,20171205,4,PCA,-4.463712289136052
186270,20171205,4,PM2.5,73.0
186276,20171205,5,PCA,2.013010622935337
186276,20171205,5,PM2.5,77.0
186282,20171205,6,PCA,4.575842643881425
186282,20171205,6,PM2.5,79.0
186288,20171205,7,PCA,8.31667328458728
186288,20171205,7,PM2.5,81.0
186294,20171205,8,PCA,30.10681214553172
186294,20171205,8,PM2.5,96.0
186300,20171205,9,PCA,24.82852079858911
186300,20171205,9,PM2.5,93.0
186306,20171205,10,PCA,27.6789355526721
186306,20171205,10,PM2.5,96.0
186312,20171205,11,PCA,-29.60988863243082
186312,20171205,11,PM2.5,62.0
186318,20171205,12,PCA,-74.40153609830453
186318,20171205,12,PM2.5,35.0
186324,20171205,13,PCA,-82.30518045269038
186324,20171205,13,PM2.5,32.0
186330,20171205,14,PCA,-100.65497245221425
186330,20171205,14,PM2.5,19.0
186336,20171205,15,PCA,-111.36988114482216
186336,20171205,15,PM2.5,13.0
186342,20171205,16,PCA,-117.73738865284281
186342,20171205,16,PM2.5,8.0
186348,20171205,17,PCA,-106.01854521837323
186348,20171205,17,PM2.5,11.0
186354,20171205,18,PCA,-98.27125894687424
186354,20171205,18,PM2.5,16.0
186360,20171205,19,PCA,-87.61665911555588
186360,20171205,19,PM2.5,17.0
186366,20171205,20,PCA,-92.74847422150796
186366,20171205,20,PM2.5,12.0
186372,20171205,21,PCA,-72.4549044870154
186372,20171205,21,PM2.5,19.0
186378,20171205,22,PCA,-67.91714981891384
186378,20171205,22,PM2.5,26.0
186384,20171205,23,PCA,-54.63174938463048
186384,20171205,23,PM2.5,42.0
186390,20171206,0,PCA,-30.889893112003286
186390,20171206,0,PM2.5,57.0
186396,20171206,1,PCA,-7.67833164952916
186396,20171206,1,PM2.5,71.0
186402,20171206,2,PCA,8.073779196307008
186402,20171206,2,PM2.5,80.0
186408,20171206,3,PCA,24.02629109957554
186408,20171206,3,PM2.5,90.0
186414,20171206,4,PCA,34.54482385991751
186414,20171206,4,PM2.5,97.0
186420,20171206,5,PCA,25.632799107878867
186420,20171206,5,PM2.5,92.0
186426,20171206,6,PCA,38.2664137578964
186426,20171206,6,PM2.5,100.0
186432,20171206,7,PCA,52.20560891686034
186432,20171206,7,PM2.5,109.0
186438,20171206,8,PCA,52.84978330528718
186438,20171206,8,PM2.5,110.0
186444,20171206,9,PCA,96.62981477832314
186444,20171206,9,PM2.5,136.0
186450,20171206,10,PCA,69.32684028758395
186450,20171206,10,PM2.5,119.0
186456,20171206,11,PCA,-1.2724736448516605
186456,20171206,11,PM2.5,76.0
186462,20171206,12,PCA,-61.79713203642521
186462,20171206,12,PM2.5,37.0
186468,20171206,13,PCA,-89.7170416307392
186468,20171206,13,PM2.5,22.0
186474,20171206,14,PCA,-118.71391425770712
186474,20171206,14,PM2.5,3.0
186480,20171206,15,PCA,-115.09460027568113
186480,20171206,15,PM2.5,3.0
186486,20171206,16,PCA,-104.78524654903278
186486,20171206,16,PM2.5,9.0
186492,20171206,17,PCA,-102.61137309644046
186492,20171206,17,PM2.5,7.0
186498,20171206,18,PCA,-76.73231537223833
186498,20171206,18,PM2.5,24.0
186504,20171206,19,PCA,-79.03771012683254
186504,20171206,19,PM2.5,10.0
186510,20171206,20,PCA,-43.39372775037952
186510,20171206,20,PM2.5,36.0
186516,20171206,21,PCA,-54.89654761907936
186516,20171206,21,PM2.5,28.0
186522,20171206,22,PCA,-55.963273497023856
186522,20171206,22,PM2.5,26.0
186528,20171206,23,PCA,-67.42972436923753
186528,20171206,23,PM2.5,22.0
186534,20171207,0,PCA,-75.10216271960566
186534,20171207,0,PM2.5,19.0
186540,20171207,1,PCA,-80.34883264959576
186540,20171207,1,PM2.5,16.0
186546,20171207,2,PCA,-84.0420931177605
186546,20171207,2,PM2.5,12.0
186552,20171207,3,PCA,-86.98027515009572
186552,20171207,3,PM2.5,11.0
186558,20171207,4,PCA,-97.2287150917433
186558,20171207,4,PM2.5,7.0
186564,20171207,5,PCA,-90.42697882160769
186564,20171207,5,PM2.5,8.0
186570,20171207,6,PCA,-95.50230485591894
186570,20171207,6,PM2.5,4.0
186576,20171207,7,PCA,-95.1186547204879
186576,20171207,7,PM2.5,8.0
186582,20171207,8,PCA,-92.78630116798286
186582,20171207,8,PM2.5,13.0
186588,20171207,9,PCA,-78.9947156487966
186588,20171207,9,PM2.5,19.0
186594,20171207,10,PCA,-83.4699319042836
186594,20171207,10,PM2.5,22.0
186600,20171207,11,PCA,-112.4141036122641
186600,20171207,11,PM2.5,15.0
186606,20171207,12,PCA,-104.42126782605307
186606,20171207,12,PM2.5,10.0
186612,20171207,13,PCA,-103.94129811851383
186612,20171207,13,PM2.5,8.0
186618,20171207,14,PCA,-112.84743121053165
186618,20171207,14,PM2.5,8.0
186624,20171207,15,PCA,-105.59125553423964
186624,20171207,15,PM2.5,3.0
186630,20171207,16,PCA,-112.61744038934405
186630,20171207,16,PM2.5,5.0
186636,20171207,17,PCA,-112.19393001523538
186636,20171207,17,PM2.5,3.0
186642,20171207,18,PCA,-93.521550905424
186642,20171207,18,PM2.5,3.0
186648,20171207,19,PCA,-87.42348296749613
186648,20171207,19,PM2.5,3.0
186654,20171207,20,PCA,-86.42306048389382
186654,20171207,20,PM2.5,4.0
186660,20171207,21,PCA,-85.4226380002915
186660,20171207,21,PM2.5,5.0
186666,20171207,22,PCA,-105.51254996659885
186666,20171207,22,PM2.5,8.0
186672,20171207,23,PCA,-117.03198860208309
186672,20171207,23,PM2.5,7.0
186678,20171208,0,PCA,-114.13796464854934
186678,20171208,0,PM2.5,11.0
186684,20171208,1,PCA,-110.58100524197756
186684,20171208,1,PM2.5,11.0
186702,20171208,4,PCA,-99.72902362316786
186702,20171208,4,PM2.5,11.0
186708,20171208,5,PCA,-98.29103943330816
186708,20171208,5,PM2.5,13.0
186714,20171208,6,PCA,-99.9128928304804
186714,20171208,6,PM2.5,12.0
186720,20171208,7,PCA,-93.74829365756209
186720,20171208,7,PM2.5,14.0
186726,20171208,8,PCA,-86.74945169863952
186726,20171208,8,PM2.5,22.0
186732,20171208,9,PCA,-75.76634559335164
186732,20171208,9,PM2.5,27.0
186738,20171208,10,PCA,-63.35530313229582
186738,20171208,10,PM2.5,41.0
186744,20171208,13,PCA,-97.60019997315916
186744,20171208,13,PM2.5,20.0
186750,20171208,14,PCA,-99.74631579812095
186750,20171208,14,PM2.5,24.0
186756,20171208,15,PCA,-94.63684836471582
186756,20171208,15,PM2.5,25.0
186762,20171208,16,PCA,-92.63109333486392
186762,20171208,16,PM2.5,16.0
186768,20171208,17,PCA,-73.93903056741833
186768,20171208,17,PM2.5,28.0
186774,20171208,18,PCA,-44.6259742668552
186774,20171208,18,PM2.5,44.0
186780,20171208,19,PCA,-36.30056516380418
186780,20171208,19,PM2.5,52.0
186786,20171208,20,PCA,-51.71588731345351
186786,20171208,20,PM2.5,37.0
186792,20171208,21,PCA,-41.9639215515684
186792,20171208,21,PM2.5,44.0
186798,20171208,22,PCA,-21.00509414411569
186798,20171208,22,PM2.5,61.0
186804,20171208,23,PCA,-16.941248006689648
186804,20171208,23,PM2.5,63.0
186810,20171209,0,PCA,-15.879263494817875
186810,20171209,0,PM2.5,63.0
186816,20171209,1,PCA,-6.4992553928331525
186816,20171209,1,PM2.5,70.0
186822,20171209,2,PCA,-9.69353676387905
186822,20171209,2,PM2.5,67.0
186828,20171209,3,PCA,-4.223839096197491
186828,20171209,3,PM2.5,65.0
186834,20171209,4,PCA,-4.435299052590308
186834,20171209,4,PM2.5,71.0
186840,20171209,5,PCA,0.6981212234740601
186840,20171209,5,PM2.5,75.0
186846,20171209,6,PCA,3.6826012721241597
186846,20171209,6,PM2.5,77.0
186852,20171209,7,PCA,5.3780086651286325
186852,20171209,7,PM2.5,78.0
186858,20171209,8,PCA,11.641133037549901
186858,20171209,8,PM2.5,82.0
186864,20171209,9,PCA,23.315203872728365
186864,20171209,9,PM2.5,90.0
186870,20171209,10,PCA,31.243819627147612
186870,20171209,10,PM2.5,95.0
186876,20171209,11,PCA,35.191904097644375
186876,20171209,11,PM2.5,97.0
186882,20171209,12,PCA,-13.339929649987578
186882,20171209,12,PM2.5,68.0
186888,20171209,13,PCA,3.162494608289231
186888,20171209,13,PM2.5,78.0
186894,20171209,14,PCA,-21.3220075851673
186894,20171209,14,PM2.5,62.0
186900,20171209,15,PCA,-6.020858765578
186900,20171209,15,PM2.5,72.0
186906,20171209,16,PCA,2.3988443368485206
186906,20171209,16,PM2.5,79.0
186912,20171209,17,PCA,-18.857391746657182
186912,20171209,17,PM2.5,62.0
186918,20171209,18,PCA,42.700673340087796
186918,20171209,18,PM2.5,100.0
186924,20171209,19,PCA,46.88942848768244
186924,20171209,19,PM2.5,103.0
186930,20171209,20,PCA,19.823273260178276
186930,20171209,20,PM2.5,85.0
186936,20171209,21,PCA,79.97068840241694
186936,20171209,21,PM2.5,122.0
186942,20171209,22,PCA,105.01251772996022
186942,20171209,22,PM2.5,137.0
186948,20171209,23,PCA,95.82374575930605
186948,20171209,23,PM2.5,132.0
186954,20171210,0,PCA,-28.02690153857454
186954,20171210,0,PM2.5,58.0
186960,20171210,1,PCA,-109.288503680826
186960,20171210,1,PM2.5,4.0
186966,20171210,2,PCA,-118.75244493930231
186966,20171210,2,PM2.5,3.0
186972,20171210,3,PCA,-120.37426859826434
186972,20171210,3,PM2.5,3.0
186978,20171210,4,PCA,-118.81826905809497
186978,20171210,4,PM2.5,3.0
186984,20171210,5,PCA,-118.38121298451969
186984,20171210,5,PM2.5,3.0
186990,20171210,6,PCA,-110.36459096305501
186990,20171210,6,PM2.5,3.0
186996,20171210,7,PCA,-89.95126101376161
186996,20171210,7,PM2.5,3.0
187002,20171210,8,PCA,-55.62870429728398
187002,20171210,8,PM2.5,7.0
187008,20171210,9,PCA,-54.021886870492835
187008,20171210,9,PM2.5,5.0
187014,20171210,10,PCA,-86.3037063449118
187014,20171210,10,PM2.5,10.0
187020,20171210,11,PCA,-105.32765152882484
187020,20171210,11,PM2.5,4.0
187026,20171210,12,PCA,-87.1816530152439
187026,20171210,12,PM2.5,10.0
187032,20171210,13,PCA,-91.14155886132886
187032,20171210,13,PM2.5,3.0
187038,20171210,14,PCA,-77.5699003011276
187038,20171210,14,PM2.5,3.0
187044,20171210,15,PCA,-71.3421059484395
187044,20171210,15,PM2.5,3.0
187050,20171210,16,PCA,-84.04038718907668
187050,20171210,16,PM2.5,3.0
187056,20171210,17,PCA,-101.52726388591488
187056,20171210,17,PM2.5,3.0
187062,20171210,18,PCA,-101.58851865393953
187062,20171210,18,PM2.5,3.0
187068,20171210,19,PCA,-106.56233894691886
187068,20171210,19,PM2.5,3.0
187074,20171210,20,PCA,-103.92387585012523
187074,20171210,20,PM2.5,6.0
187080,20171210,21,PCA,-96.28123360508748
187080,20171210,21,PM2.5,15.0
187086,20171210,22,PCA,-106.52930883689143
187086,20171210,22,PM2.5,9.0
187092,20171210,23,PCA,-116.77738406869535
187092,20171210,23,PM2.5,3.0
187098,20171211,0,PCA,-108.96278340748921
187098,20171211,0,PM2.5,9.0
187104,20171211,1,PCA,-108.29929088356047
187104,20171211,1,PM2.5,4.0
187110,20171211,2,PCA,-101.54709493592125
187110,20171211,2,PM2.5,8.0
187116,20171211,3,PCA,-86.07611228256111
187116,20171211,3,PM2.5,12.0
187122,20171211,4,PCA,-84.76672807175486
187122,20171211,4,PM2.5,23.0
187128,20171211,5,PCA,-111.22201113499501
187128,20171211,5,PM2.5,6.0
187134,20171211,6,PCA,-122.75356698702274
187134,20171211,6,PM2.5,6.0
187140,20171211,7,PCA,-125.07150111645774
187140,20171211,7,PM2.5,3.0
187146,20171211,8,PCA,-124.13117013246124
187146,20171211,8,PM2.5,4.0
187152,20171211,9,PCA,-122.20630263202713
187152,20171211,9,PM2.5,3.0
187158,20171211,10,PCA,-119.14708159230622
187158,20171211,10,PM2.5,5.0
187164,20171211,11,PCA,-124.8240606002422
187164,20171211,11,PM2.5,3.0
187170,20171211,12,PCA,-121.05817730944759
187170,20171211,12,PM2.5,8.0
187176,20171211,13,PCA,-121.68474403714418
187176,20171211,13,PM2.5,7.0
187182,20171211,14,PCA,-121.80848802207171
187182,20171211,14,PM2.5,7.0
187188,20171211,15,PCA,-124.25801293949311
187188,20171211,15,PM2.5,3.0
187194,20171211,16,PCA,-124.19433672735167
187194,20171211,16,PM2.5,3.0
187200,20171211,17,PCA,-124.13303450568739
187200,20171211,17,PM2.5,3.0
187206,20171211,18,PCA,-106.4217397604527
187206,20171211,18,PM2.5,3.0
187212,20171211,19,PCA,-104.65399105142183
187212,20171211,19,PM2.5,9.0
