,date,hour,type,永乐店
245460,20190125,8,PM2.5,13.0
245466,20190125,9,PCA,-108.80263332336405
245466,20190125,9,PM2.5,6.0
245472,20190125,10,PCA,-107.16732141453433
245472,20190125,10,PM2.5,9.0
245478,20190125,11,PCA,-106.17680044144251
245478,20190125,11,PM2.5,10.0
245532,20190125,20,PCA,-86.98866591815293
245532,20190125,20,PM2.5,2.0
245538,20190125,21,PCA,-83.91960791202229
245538,20190125,21,PM2.5,15.0
245544,20190125,22,PCA,-79.74731093634213
245544,20190125,22,PM2.5,15.0
245550,20190125,23,PCA,-96.07480057501395
245550,20190125,23,PM2.5,5.0
245556,20190126,0,PCA,-106.28425170362117
245556,20190126,0,PM2.5,7.0
245562,20190126,1,PCA,-110.29671950245724
245562,20190126,1,PM2.5,3.0
245568,20190126,2,PCA,-107.72345060010832
245568,20190126,2,PM2.5,7.0
245574,20190126,3,PCA,-111.8605658456855
245574,20190126,3,PM2.5,2.0
245580,20190126,4,PCA,-111.5197201864117
245580,20190126,4,PM2.5,7.0
245586,20190126,5,PCA,-112.681525578762
245586,20190126,5,PM2.5,9.0
245592,20190126,6,PCA,-110.53247869243229
245592,20190126,6,PM2.5,4.0
245598,20190126,7,PCA,-102.61078059469115
245598,20190126,7,PM2.5,4.0
245604,20190126,8,PCA,-92.32221891328591
245604,20190126,8,PM2.5,16.0
245610,20190126,9,PCA,-104.58103724172737
245610,20190126,9,PM2.5,9.0
245616,20190126,10,PCA,-110.20358789686459
245616,20190126,10,PM2.5,8.0
245622,20190126,11,PCA,-113.42782198468717
245622,20190126,11,PM2.5,12.0
245628,20190126,12,PCA,-114.4894634867135
245628,20190126,12,PM2.5,13.0
245634,20190126,13,PCA,-120.69109991163688
245634,20190126,13,PM2.5,6.0
245640,20190126,14,PCA,-92.80125570555069
245640,20190126,14,PM2.5,27.0
245646,20190126,15,PCA,-101.49919406541274
245646,20190126,15,PM2.5,14.0
245652,20190126,16,PCA,-99.10973577179426
245652,20190126,16,PM2.5,24.0
245658,20190126,17,PCA,-61.50386662947609
245658,20190126,17,PM2.5,46.0
245664,20190126,18,PCA,-46.577687152825106
245664,20190126,18,PM2.5,53.0
245670,20190126,19,PCA,-45.761582059618526
245670,20190126,19,PM2.5,53.0
245676,20190126,20,PCA,-42.460997756969725
245676,20190126,20,PM2.5,54.0
245682,20190126,21,PCA,-10.537405774801535
245682,20190126,21,PM2.5,66.0
245688,20190126,22,PCA,14.652377556620882
245688,20190126,22,PM2.5,83.0
245694,20190126,23,PCA,16.768249363168305
245694,20190126,23,PM2.5,85.0
245700,20190127,0,PCA,0.33867975273858253
245700,20190127,0,PM2.5,75.0
245706,20190127,1,PCA,-17.467089920024296
245706,20190127,1,PM2.5,64.0
245712,20190127,2,PCA,15.826174313042557
245712,20190127,2,PM2.5,85.0
245718,20190127,3,PCA,40.51107418285389
245718,20190127,3,PM2.5,101.0
245724,20190127,4,PCA,35.14162117934879
245724,20190127,4,PM2.5,98.0
245730,20190127,5,PCA,16.327952337667483
245730,20190127,5,PM2.5,87.0
245736,20190127,6,PCA,31.00995103496451
245736,20190127,6,PM2.5,96.0
245742,20190127,7,PCA,46.686052787576145
245742,20190127,7,PM2.5,106.0
245748,20190127,8,PCA,47.75667063830109
245748,20190127,8,PM2.5,107.0
245754,20190127,9,PCA,63.18624533247021
245754,20190127,9,PM2.5,117.0
245760,20190127,10,PCA,68.17761022775656
245760,20190127,10,PM2.5,120.0
245766,20190127,11,PCA,50.095436346223586
245766,20190127,11,PM2.5,110.0
245772,20190127,12,PCA,48.01638861282225
245772,20190127,12,PM2.5,110.0
245778,20190127,13,PCA,54.411290996377105
245778,20190127,13,PM2.5,114.0
245784,20190127,14,PCA,33.867794417232716
245784,20190127,14,PM2.5,101.0
245790,20190127,15,PCA,19.82127593883288
245790,20190127,15,PM2.5,92.0
245796,20190127,16,PCA,19.952836988609093
245796,20190127,16,PM2.5,92.0
245802,20190127,17,PCA,51.13180822810819
245802,20190127,17,PM2.5,110.0
245808,20190127,18,PCA,81.35622743297817
245808,20190127,18,PM2.5,127.0
245814,20190127,19,PCA,29.77499636079464
245814,20190127,19,PM2.5,98.0
245820,20190127,20,PCA,-32.529829809020704
245820,20190127,20,PM2.5,19.0
245826,20190127,21,PCA,-63.84541646485933
245826,20190127,21,PM2.5,8.0
245832,20190127,22,PCA,-81.06011779274134
245832,20190127,22,PM2.5,2.0
245838,20190127,23,PCA,-80.52045414358312
245838,20190127,23,PM2.5,9.0
245844,20190128,0,PCA,-82.44374621211507
245844,20190128,0,PM2.5,8.0
245850,20190128,1,PCA,-89.42388428488064
245850,20190128,1,PM2.5,5.0
245856,20190128,2,PCA,-98.90672374830825
245856,20190128,2,PM2.5,3.0
245862,20190128,3,PCA,-101.45268516385727
245862,20190128,3,PM2.5,4.0
245868,20190128,4,PCA,-109.16896832139172
245868,20190128,4,PM2.5,4.0
245874,20190128,5,PCA,-106.23767218070283
245874,20190128,5,PM2.5,4.0
245880,20190128,6,PCA,-108.65541975589571
245880,20190128,6,PM2.5,10.0
245886,20190128,7,PCA,-106.96783145456136
245886,20190128,7,PM2.5,8.0
245892,20190128,8,PCA,-87.74605663242053
245892,20190128,8,PM2.5,27.0
245898,20190128,9,PCA,-90.80784031024136
245898,20190128,9,PM2.5,13.0
245904,20190128,10,PCA,-95.97722885220291
245904,20190128,10,PM2.5,14.0
245910,20190128,11,PCA,-107.02820047620177
245910,20190128,11,PM2.5,10.0
245916,20190128,12,PCA,-116.73187008928338
245916,20190128,12,PM2.5,10.0
245922,20190128,13,PCA,-115.28598164676582
245922,20190128,13,PM2.5,12.0
245928,20190128,14,PCA,-92.23932374109458
245928,20190128,14,PM2.5,26.0
245934,20190128,15,PCA,-35.32850003665045
245934,20190128,15,PM2.5,63.0
245940,20190128,16,PCA,-41.188163283481835
245940,20190128,16,PM2.5,59.0
245946,20190128,17,PCA,-3.4019561813568227
245946,20190128,17,PM2.5,81.0
245952,20190128,18,PCA,-0.5366805050764795
245952,20190128,18,PM2.5,82.0
245958,20190128,19,PCA,33.14145885075746
245958,20190128,19,PM2.5,97.0
245964,20190128,20,PCA,67.27384241176723
245964,20190128,20,PM2.5,115.0
245970,20190128,21,PCA,52.895504103253295
245970,20190128,21,PM2.5,106.0
245976,20190128,22,PCA,55.200326111953814
245976,20190128,22,PM2.5,109.0
245982,20190128,23,PCA,45.123561053049656
245982,20190128,23,PM2.5,103.0
245988,20190129,0,PCA,71.32392217379967
245988,20190129,0,PM2.5,119.0
245994,20190129,1,PCA,79.4805572451951
245994,20190129,1,PM2.5,124.0
246000,20190129,2,PCA,84.5240339524019
246000,20190129,2,PM2.5,127.0
246006,20190129,3,PCA,61.09144552258812
246006,20190129,3,PM2.5,113.0
246012,20190129,4,PCA,35.78957317534594
246012,20190129,4,PM2.5,97.0
246018,20190129,5,PCA,63.28775721661412
246018,20190129,5,PM2.5,116.0
246024,20190129,6,PCA,47.796340945319464
246024,20190129,6,PM2.5,106.0
246030,20190129,7,PCA,58.299326763773216
246030,20190129,7,PM2.5,113.0
246036,20190129,8,PCA,42.05836434565114
246036,20190129,8,PM2.5,103.0
246042,20190129,9,PCA,57.23359491652908
246042,20190129,9,PM2.5,113.0
246048,20190129,10,PCA,71.03660458566343
246048,20190129,10,PM2.5,121.0
246054,20190129,11,PCA,67.27856674367166
246054,20190129,11,PM2.5,119.0
246060,20190129,12,PCA,24.23508284167046
246060,20190129,12,PM2.5,93.0
246066,20190129,13,PCA,4.931715400735459
246066,20190129,13,PM2.5,83.0
246072,20190129,14,PCA,10.989947430296802
246072,20190129,14,PM2.5,86.0
246078,20190129,15,PCA,8.10235584650126
246078,20190129,15,PM2.5,85.0
246084,20190129,16,PCA,4.927518798023116
246084,20190129,16,PM2.5,85.0
246090,20190129,17,PCA,25.054271941864286
246090,20190129,17,PM2.5,97.0
246096,20190129,18,PCA,88.15132571310856
246096,20190129,18,PM2.5,134.0
246102,20190129,19,PCA,123.25563869901224
246102,20190129,19,PM2.5,154.0
246108,20190129,20,PCA,123.8200749082592
246108,20190129,20,PM2.5,152.0
246114,20190129,21,PCA,140.21725428137148
246114,20190129,21,PM2.5,161.0
246120,20190129,22,PCA,146.73178259324737
246120,20190129,22,PM2.5,166.0
246126,20190129,23,PCA,145.54309329686998
246126,20190129,23,PM2.5,166.0
246132,20190130,0,PCA,155.54698173792946
246132,20190130,0,PM2.5,173.0
246138,20190130,1,PCA,150.22297735744695
246138,20190130,1,PM2.5,168.0
246144,20190130,2,PCA,149.52861297992482
246144,20190130,2,PM2.5,167.0
246150,20190130,3,PCA,134.65518518675896
246150,20190130,3,PM2.5,158.0
246156,20190130,4,PCA,104.9779595102487
246156,20190130,4,PM2.5,139.0
246162,20190130,5,PCA,92.23408135695867
246162,20190130,5,PM2.5,132.0
246168,20190130,6,PCA,36.19424293267999
246168,20190130,6,PM2.5,101.0
246174,20190130,7,PCA,-33.4652389557898
246174,20190130,7,PM2.5,60.0
246180,20190130,8,PCA,-68.63969053292796
246180,20190130,8,PM2.5,27.0
246186,20190130,9,PCA,-61.50643284274429
246186,20190130,9,PM2.5,13.0
246192,20190130,10,PCA,-72.4855504644782
246192,20190130,10,PM2.5,9.0
246198,20190130,11,PCA,-66.42689262439735
246198,20190130,11,PM2.5,12.0
246216,20190130,14,PCA,-102.53490723279705
246216,20190130,14,PM2.5,4.0
246222,20190130,15,PCA,-100.3340572804693
246222,20190130,15,PM2.5,8.0
246228,20190130,16,PCA,-108.48671913359146
246228,20190130,16,PM2.5,9.0
246234,20190130,17,PCA,-113.04971874375464
246234,20190130,17,PM2.5,6.0
246240,20190130,18,PCA,-113.83752772736
246240,20190130,18,PM2.5,9.0
246246,20190130,19,PCA,-107.18151448263366
246246,20190130,19,PM2.5,16.0
246252,20190130,20,PCA,-103.87988984897585
246252,20190130,20,PM2.5,15.0
246258,20190130,21,PCA,-105.96289105839956
246258,20190130,21,PM2.5,11.0
246264,20190130,22,PCA,-110.0605322039965
246264,20190130,22,PM2.5,14.0
246270,20190130,23,PCA,-117.42628853532692
246270,20190130,23,PM2.5,11.0
246276,20190131,0,PCA,-125.20525752652468
246276,20190131,0,PM2.5,3.0
246282,20190131,1,PCA,-123.25878143569834
246282,20190131,1,PM2.5,6.0
246288,20190131,2,PCA,-124.64451491762074
246288,20190131,2,PM2.5,4.0
246294,20190131,3,PCA,-125.96177675280758
246294,20190131,3,PM2.5,2.0
246300,20190131,9,PCA,-126.89753838603608
246300,20190131,9,PM2.5,1.0
246306,20190131,10,PCA,-122.0002954748205
246306,20190131,10,PM2.5,7.0
246312,20190131,11,PCA,-126.15238721435837
246312,20190131,11,PM2.5,1.0
246318,20190131,12,PCA,-123.1361372582003
246318,20190131,12,PM2.5,6.0
246324,20190131,13,PCA,-118.5503143510176
246324,20190131,13,PM2.5,11.0
246330,20190131,14,PCA,-122.18743213846447
246330,20190131,14,PM2.5,6.0
246336,20190131,15,PCA,-110.53307780906343
246336,20190131,15,PM2.5,9.0
246342,20190131,16,PCA,-106.0483182003752
246342,20190131,16,PM2.5,20.0
246348,20190131,17,PCA,-111.27791570910588
246348,20190131,17,PM2.5,9.0
246354,20190131,18,PCA,-88.7422669780305
246354,20190131,18,PM2.5,21.0
246360,20190131,19,PCA,-71.7484554771481
246360,20190131,19,PM2.5,33.0
246366,20190131,20,PCA,-64.00570881820693
246366,20190131,20,PM2.5,39.0
246372,20190131,21,PCA,-63.64008654520135
246372,20190131,21,PM2.5,41.0
246378,20190131,22,PCA,-57.42386408980238
246378,20190131,22,PM2.5,48.0
246384,20190131,23,PCA,-48.934704098916605
246384,20190131,23,PM2.5,52.0
246390,20190201,0,PCA,-32.02282275642726
246390,20190201,0,PM2.5,62.0
246396,20190201,1,PCA,-21.66223094146188
246396,20190201,1,PM2.5,68.0
246402,20190201,2,PCA,-6.980575254010292
246402,20190201,2,PM2.5,76.0
246408,20190201,3,PCA,-1.0445955842059569
246408,20190201,3,PM2.5,78.0
246414,20190201,4,PCA,5.778329074626666
246414,20190201,4,PM2.5,81.0
246420,20190201,5,PCA,6.422416275244369
246420,20190201,5,PM2.5,82.0
246426,20190201,6,PCA,8.62938890767778
246426,20190201,6,PM2.5,84.0
246432,20190201,7,PCA,4.693239558636204
246432,20190201,7,PM2.5,81.0
246438,20190201,8,PCA,14.387711264905965
246438,20190201,8,PM2.5,88.0
246444,20190201,9,PCA,53.67246135800786
246444,20190201,9,PM2.5,113.0
246450,20190201,10,PCA,106.11026064760037
246450,20190201,10,PM2.5,144.0
246456,20190201,11,PCA,94.3745432266562
246456,20190201,11,PM2.5,137.0
246462,20190201,12,PCA,92.13811769966298
246462,20190201,12,PM2.5,136.0
246468,20190201,13,PCA,51.57674712434237
246468,20190201,13,PM2.5,115.0
246474,20190201,14,PCA,-16.79518414442804
246474,20190201,14,PM2.5,70.0
246480,20190201,15,PCA,-21.516853647585354
246480,20190201,15,PM2.5,73.0
246486,20190201,16,PCA,-38.7102499318956
246486,20190201,16,PM2.5,61.0
246492,20190201,17,PCA,-46.11087924740657
246492,20190201,17,PM2.5,54.0
246498,20190201,18,PCA,-29.78692626413952
246498,20190201,18,PM2.5,61.0
246504,20190201,19,PCA,-27.66533123087325
246504,20190201,19,PM2.5,61.0
246510,20190201,20,PCA,21.00736313408543
246510,20190201,20,PM2.5,89.0
246516,20190201,21,PCA,10.458691459492798
246516,20190201,21,PM2.5,81.0
246522,20190201,22,PCA,14.528323681135701
246522,20190201,22,PM2.5,84.0
246528,20190201,23,PCA,66.57536673979367
246528,20190201,23,PM2.5,117.0
246534,20190202,0,PCA,72.24848351315943
246534,20190202,0,PM2.5,121.0
246540,20190202,1,PCA,67.35578426814469
246540,20190202,1,PM2.5,120.0
246546,20190202,2,PCA,49.80836525715927
246546,20190202,2,PM2.5,111.0
246552,20190202,3,PCA,24.05318818615488
246552,20190202,3,PM2.5,97.0
246558,20190202,4,PCA,30.496223221040594
246558,20190202,4,PM2.5,102.0
246564,20190202,5,PCA,35.134524274242786
246564,20190202,5,PM2.5,105.0
246570,20190202,6,PCA,45.452568789343246
246570,20190202,6,PM2.5,111.0
246576,20190202,7,PCA,46.70197349828405
246576,20190202,7,PM2.5,111.0
246582,20190202,8,PCA,56.44965682390374
246582,20190202,8,PM2.5,118.0
246588,20190202,9,PCA,63.377031190403294
246588,20190202,9,PM2.5,121.0
246594,20190202,10,PCA,67.87813177384201
246594,20190202,10,PM2.5,125.0
246600,20190202,11,PCA,70.68597287092743
246600,20190202,11,PM2.5,128.0
246606,20190202,12,PCA,71.43441921032534
246606,20190202,12,PM2.5,128.0
246612,20190202,13,PCA,85.31264313468962
246612,20190202,13,PM2.5,136.0
246618,20190202,14,PCA,129.17928665577088
246618,20190202,14,PM2.5,164.0
246624,20190202,15,PCA,138.62517058475612
246624,20190202,15,PM2.5,171.0
246630,20190202,16,PCA,149.19081999573098
246630,20190202,16,PM2.5,178.0
246636,20190202,17,PCA,170.8802047761731
246636,20190202,17,PM2.5,193.0
246642,20190202,18,PCA,189.316149615988
246642,20190202,18,PM2.5,205.0
246648,20190202,19,PCA,187.25514968818814
246648,20190202,19,PM2.5,203.0
246654,20190202,20,PCA,190.63137844372147
246654,20190202,20,PM2.5,205.0
246660,20190202,21,PCA,159.75036666977624
246660,20190202,21,PM2.5,183.0
246666,20190202,22,PCA,141.30547521947292
246666,20190202,22,PM2.5,170.0
246672,20190202,23,PCA,136.18173300040584
246672,20190202,23,PM2.5,166.0
246678,20190203,0,PCA,134.92927692300026
246678,20190203,0,PM2.5,165.0
246684,20190203,1,PCA,119.11111978961058
246684,20190203,1,PM2.5,154.0
246690,20190203,2,PCA,105.05111508816456
246690,20190203,2,PM2.5,145.0
246696,20190203,3,PCA,99.98907555020611
246696,20190203,3,PM2.5,141.0
246702,20190203,4,PCA,100.00278785707835
246702,20190203,4,PM2.5,141.0
246708,20190203,5,PCA,74.39146768258016
246708,20190203,5,PM2.5,126.0
246714,20190203,6,PCA,-11.340429900162018
246714,20190203,6,PM2.5,67.0
246720,20190203,7,PCA,-52.46172383902687
246720,20190203,7,PM2.5,30.0
246726,20190203,8,PCA,-76.01777272034319
246726,20190203,8,PM2.5,15.0
246732,20190203,9,PCA,-79.11217549016708
246732,20190203,9,PM2.5,18.0
246738,20190203,10,PCA,-85.42164620603342
246738,20190203,10,PM2.5,14.0
246744,20190203,11,PCA,-93.09171056592429
246744,20190203,11,PM2.5,11.0
246750,20190203,12,PCA,-59.4294117651871
246750,20190203,12,PM2.5,29.0
246756,20190203,13,PCA,-18.773344302374714
246756,20190203,13,PM2.5,40.0
246762,20190203,14,PCA,0.9852279840040289
246762,20190203,14,PM2.5,44.0
246768,20190203,15,PCA,-19.864383748253257
246768,20190203,15,PM2.5,35.0
246774,20190203,16,PCA,-18.27999888385203
246774,20190203,16,PM2.5,41.0
246780,20190203,17,PCA,-11.161817710185831
246780,20190203,17,PM2.5,44.0
246786,20190203,18,PCA,37.10752257716752
246786,20190203,18,PM2.5,36.0
246792,20190203,19,PCA,-9.389130144007526
246792,20190203,19,PM2.5,26.0
246798,20190203,20,PCA,-38.61824402026238
246798,20190203,20,PM2.5,22.0
246804,20190203,21,PCA,-51.628032452741564
246804,20190203,21,PM2.5,21.0
246810,20190203,22,PCA,-53.61872407196834
246810,20190203,22,PM2.5,22.0
246816,20190203,23,PCA,-57.48767365935596
246816,20190203,23,PM2.5,31.0
246822,20190204,0,PCA,-68.04534162582326
246822,20190204,0,PM2.5,25.0
246828,20190204,1,PCA,-77.15305716168778
246828,20190204,1,PM2.5,22.0
246834,20190204,2,PCA,-79.3982912766431
246834,20190204,2,PM2.5,21.0
246840,20190204,3,PCA,-46.835027345675016
246840,20190204,3,PM2.5,43.0
246846,20190204,4,PCA,9.361366121887016
246846,20190204,4,PM2.5,84.0
246852,20190204,5,PCA,7.394775363805159
246852,20190204,5,PM2.5,88.0
246858,20190204,6,PCA,-24.49562923105056
246858,20190204,6,PM2.5,64.0
246864,20190204,7,PCA,-38.03966933078282
246864,20190204,7,PM2.5,57.0
246870,20190204,8,PCA,-42.280606587425694
246870,20190204,8,PM2.5,56.0
246876,20190204,9,PCA,-51.79679105677131
246876,20190204,9,PM2.5,48.0
246882,20190204,10,PCA,-49.815771080585264
246882,20190204,10,PM2.5,51.0
246888,20190204,11,PCA,-52.69272943736208
246888,20190204,11,PM2.5,51.0
246894,20190204,12,PCA,-46.77909115871493
246894,20190204,12,PM2.5,52.0
246900,20190204,13,PCA,-27.16054435559379
246900,20190204,13,PM2.5,65.0
246906,20190204,14,PCA,-12.726424091636835
246906,20190204,14,PM2.5,73.0
246912,20190204,15,PCA,-14.861084674184246
246912,20190204,15,PM2.5,78.0
246918,20190204,16,PCA,-0.1854886084151411
246918,20190204,16,PM2.5,85.0
246924,20190204,17,PCA,-1.9852287830671933
246924,20190204,17,PM2.5,85.0
246930,20190204,18,PCA,8.468831233379637
246930,20190204,18,PM2.5,93.0
246936,20190204,19,PCA,21.270364789064914
246936,20190204,19,PM2.5,98.0
246942,20190204,20,PCA,79.72305127054271
246942,20190204,20,PM2.5,133.0
246948,20190204,23,PCA,279.49698891760033
246948,20190204,23,PM2.5,272.0
246954,20190205,2,PCA,542.715165845436
246954,20190205,2,PM2.5,474.0
246960,20190205,3,PCA,535.4587356311445
246960,20190205,3,PM2.5,461.0
246966,20190205,4,PCA,459.1333326369739
246966,20190205,4,PM2.5,402.0
246972,20190205,5,PCA,413.50853668394893
246972,20190205,5,PM2.5,372.0
246978,20190205,6,PCA,423.7500947875933
246978,20190205,6,PM2.5,381.0
246984,20190205,7,PCA,427.20635722976976
246984,20190205,7,PM2.5,385.0
246990,20190205,8,PCA,377.99345580654847
246990,20190205,8,PM2.5,344.0
246996,20190205,9,PCA,285.9618464713565
246996,20190205,9,PM2.5,278.0
247002,20190205,10,PCA,191.54753475537132
247002,20190205,10,PM2.5,211.0
247008,20190205,11,PCA,66.56536567914664
247008,20190205,11,PM2.5,125.0
247014,20190205,12,PCA,96.59478904038754
247014,20190205,12,PM2.5,97.0
247020,20190205,13,PCA,168.5859672332278
247020,20190205,13,PM2.5,68.0
247026,20190205,14,PCA,131.60485134162096
247026,20190205,14,PM2.5,66.0
247032,20190205,15,PCA,66.64809601217641
247032,20190205,15,PM2.5,60.0
247038,20190205,16,PCA,24.665715471594968
247038,20190205,16,PM2.5,56.0
247044,20190205,17,PCA,6.290425484811582
247044,20190205,17,PM2.5,53.0
247050,20190205,18,PCA,-6.372701465966764
247050,20190205,18,PM2.5,59.0
247056,20190205,19,PCA,-8.825305192097089
247056,20190205,19,PM2.5,65.0
247062,20190205,20,PCA,-27.856136267656495
247062,20190205,20,PM2.5,58.0
247068,20190205,21,PCA,-36.79804019684424
247068,20190205,21,PM2.5,51.0
247074,20190205,22,PCA,-24.262950475185036
247074,20190205,22,PM2.5,66.0
247080,20190205,23,PCA,-16.880293800247323
247080,20190205,23,PM2.5,73.0
247086,20190206,0,PCA,-19.12225046291175
247086,20190206,0,PM2.5,73.0
247092,20190206,1,PCA,-25.003355893654927
247092,20190206,1,PM2.5,69.0
247098,20190206,2,PCA,-30.205725335182144
247098,20190206,2,PM2.5,65.0
247104,20190206,3,PCA,-24.9660504546451
247104,20190206,3,PM2.5,68.0
247110,20190206,4,PCA,-28.653838110228172
247110,20190206,4,PM2.5,65.0
247116,20190206,5,PCA,-22.65759229520042
247116,20190206,5,PM2.5,69.0
247122,20190206,6,PCA,-59.81106301664897
247122,20190206,6,PM2.5,47.0
247128,20190206,7,PCA,-80.63629839369366
247128,20190206,7,PM2.5,29.0
247134,20190206,8,PCA,-80.77829632487273
247134,20190206,8,PM2.5,27.0
247140,20190206,9,PCA,-71.11936944030515
247140,20190206,9,PM2.5,34.0
247146,20190206,10,PCA,-65.69656018004207
247146,20190206,10,PM2.5,36.0
247152,20190206,11,PCA,-58.73442198716867
247152,20190206,11,PM2.5,44.0
247158,20190206,12,PCA,-59.900461488654145
247158,20190206,12,PM2.5,45.0
247164,20190206,13,PCA,-63.0457021584953
247164,20190206,13,PM2.5,39.0
247170,20190206,14,PCA,-63.63968270467942
247170,20190206,14,PM2.5,42.0
247176,20190206,16,PCA,-66.41992717271563
247176,20190206,16,PM2.5,41.0
247182,20190206,17,PCA,-59.06361707316533
247182,20190206,17,PM2.5,43.0
247188,20190206,18,PCA,-55.5974229797021
247188,20190206,18,PM2.5,51.0
247194,20190206,19,PCA,-44.666240510352296
247194,20190206,19,PM2.5,57.0
247200,20190206,20,PCA,-17.85904389897601
247200,20190206,20,PM2.5,71.0
247206,20190206,21,PCA,-25.6096650723648
247206,20190206,21,PM2.5,66.0
247212,20190206,22,PCA,-56.77341867158278
247212,20190206,22,PM2.5,28.0
247218,20190206,23,PCA,-115.91759449433829
247218,20190206,23,PM2.5,5.0
247224,20190207,0,PCA,-98.7116136931186
247224,20190207,0,PM2.5,10.0
247230,20190207,1,PCA,-90.31716276654909
247230,20190207,1,PM2.5,8.0
247236,20190207,2,PCA,-95.41269403700258
