,date,hour,type,房山
84666,20151124,0,PCA,-56.189120947887794
84666,20151124,0,PM2.5,17.0
84672,20151124,1,PCA,-53.4739216451997
84672,20151124,1,PM2.5,20.0
84678,20151124,2,PCA,-52.72351256891097
84678,20151124,2,PM2.5,21.0
84684,20151124,3,PCA,-49.972084864007826
84684,20151124,3,PM2.5,32.0
84690,20151124,4,PCA,-65.4040169735993
84690,20151124,4,PM2.5,18.0
84696,20151124,5,PCA,-57.5250299907616
84696,20151124,5,PM2.5,22.0
84702,20151124,6,PCA,-60.62857771203292
84702,20151124,6,PM2.5,22.0
84708,20151124,7,PCA,-65.76657229305884
84708,20151124,7,PM2.5,17.0
84714,20151124,8,PCA,-69.19086083280058
84714,20151124,8,PM2.5,14.0
84720,20151124,9,PCA,-56.47276251171136
84720,20151124,9,PM2.5,31.0
84726,20151124,10,PCA,-48.62736893287075
84726,20151124,10,PM2.5,47.0
84732,20151124,11,PCA,-51.97580829939646
84732,20151124,11,PM2.5,44.0
84738,20151124,12,PCA,-54.99572937195053
84738,20151124,12,PM2.5,45.0
84744,20151124,13,PCA,-54.70711150229131
84744,20151124,13,PM2.5,47.0
84750,20151124,14,PCA,-45.66997323298357
84750,20151124,14,PM2.5,59.0
84756,20151124,15,PCA,-32.225028277852
84756,20151124,15,PM2.5,72.0
84762,20151124,16,PCA,-19.40176139365746
84762,20151124,16,PM2.5,85.0
84768,20151124,17,PCA,-15.408451569569161
84768,20151124,17,PM2.5,86.0
84774,20151124,18,PCA,-5.073331619991063
84774,20151124,18,PM2.5,95.0
84780,20151124,19,PCA,2.7819253770921533
84780,20151124,19,PM2.5,100.0
84786,20151124,20,PCA,4.723369575545497
84786,20151124,20,PM2.5,102.0
84792,20151124,21,PCA,7.9386849219641
84792,20151124,21,PM2.5,104.0
84798,20151124,22,PCA,8.125128423746153
84798,20151124,22,PM2.5,102.0
84804,20151124,23,PCA,11.389153646291417
84804,20151124,23,PM2.5,103.0
84810,20151125,0,PCA,21.977102101320526
84810,20151125,0,PM2.5,114.0
84816,20151125,1,PCA,36.39126082743278
84816,20151125,1,PM2.5,128.0
84822,20151125,2,PCA,44.99552314586057
84822,20151125,2,PM2.5,135.0
84828,20151125,3,PCA,50.39670083274776
84828,20151125,3,PM2.5,137.0
84834,20151125,4,PCA,67.06715473011137
84834,20151125,4,PM2.5,155.0
84840,20151125,5,PCA,59.57124395478306
84840,20151125,5,PM2.5,139.0
84846,20151125,6,PCA,70.82070621022
84846,20151125,6,PM2.5,147.0
84852,20151125,7,PCA,70.907419515011
84852,20151125,7,PM2.5,140.0
84858,20151125,8,PCA,68.22817933287195
84858,20151125,8,PM2.5,131.0
84864,20151125,9,PCA,70.09535565513008
84864,20151125,9,PM2.5,132.0
84870,20151125,10,PCA,73.92503040625338
84870,20151125,10,PM2.5,134.0
84876,20151125,11,PCA,81.0695499068782
84876,20151125,11,PM2.5,136.0
84882,20151125,12,PCA,89.73835576751513
84882,20151125,12,PM2.5,144.0
84888,20151125,13,PCA,87.16365349076982
84888,20151125,13,PM2.5,134.0
84894,20151125,14,PCA,27.63442941739113
84894,20151125,14,PM2.5,65.0
84900,20151125,15,PCA,-22.499116960070122
84900,20151125,15,PM2.5,5.0
84906,20151125,16,PCA,-21.994943547966095
84906,20151125,16,PM2.5,9.0
84912,20151125,17,PCA,-23.917241725056474
84912,20151125,17,PM2.5,8.0
84918,20151125,18,PCA,-23.889414565210018
84918,20151125,18,PM2.5,10.0
84924,20151125,19,PCA,-26.65265948503217
84924,20151125,19,PM2.5,12.0
84930,20151125,20,PCA,-30.25437393373262
84930,20151125,20,PM2.5,12.0
84936,20151125,21,PCA,-34.36256795051567
84936,20151125,21,PM2.5,10.0
84942,20151125,22,PCA,-40.68346193388477
84942,20151125,22,PM2.5,9.0
84948,20151125,23,PCA,-44.84421600504373
84948,20151125,23,PM2.5,8.0
84954,20151126,0,PCA,-51.181750624849215
84954,20151126,0,PM2.5,6.0
84960,20151126,1,PCA,-54.0250534762144
84960,20151126,1,PM2.5,7.0
84966,20151126,2,PCA,-55.41104383423671
84966,20151126,2,PM2.5,11.0
84972,20151126,3,PCA,-59.274787950181064
84972,20151126,3,PM2.5,6.0
84978,20151126,4,PCA,-63.97953444999458
84978,20151126,4,PM2.5,9.0
84984,20151126,5,PCA,-74.91125183998008
84984,20151126,5,PM2.5,4.0
84990,20151126,6,PCA,-80.74615706995223
84990,20151126,6,PM2.5,4.0
84996,20151126,7,PCA,-70.74562308064424
84996,20151126,7,PM2.5,9.0
85002,20151126,8,PCA,-70.43599068318271
85002,20151126,8,PM2.5,14.0
85008,20151126,9,PCA,-70.55959603510614
85008,20151126,9,PM2.5,15.0
85014,20151126,10,PCA,-74.18217124978929
85014,20151126,10,PM2.5,22.0
85020,20151126,11,PCA,-68.27724730819268
85020,20151126,11,PM2.5,36.0
85026,20151126,12,PCA,-69.93263018267577
85026,20151126,12,PM2.5,40.0
85032,20151126,13,PCA,-71.78576167792941
85032,20151126,13,PM2.5,47.0
85038,20151126,14,PCA,-81.50368982273923
85038,20151126,14,PM2.5,39.0
85044,20151126,15,PCA,-64.71473087134585
85044,20151126,15,PM2.5,56.0
85050,20151126,16,PCA,-65.84208363211339
85050,20151126,16,PM2.5,51.0
85056,20151126,17,PCA,-55.16279855722519
85056,20151126,17,PM2.5,59.0
85062,20151126,18,PCA,-40.23949387350692
85062,20151126,18,PM2.5,67.0
85068,20151126,19,PCA,-6.614782280994009
85068,20151126,19,PM2.5,106.0
85074,20151126,20,PCA,28.28193817382046
85074,20151126,20,PM2.5,144.0
85080,20151126,21,PCA,53.01871099744235
85080,20151126,21,PM2.5,173.0
85086,20151126,22,PCA,56.984249302821596
85086,20151126,22,PM2.5,167.0
85092,20151126,23,PCA,73.24708220348427
85092,20151126,23,PM2.5,186.0
85098,20151127,0,PCA,93.32099501708826
85098,20151127,0,PM2.5,198.0
85104,20151127,1,PCA,124.7470106101445
85104,20151127,1,PM2.5,230.0
85110,20151127,2,PCA,157.57324302902077
85110,20151127,2,PM2.5,264.0
85116,20151127,3,PCA,173.72509404200858
85116,20151127,3,PM2.5,274.0
85122,20151127,4,PCA,188.0150505410651
85122,20151127,4,PM2.5,282.0
85128,20151127,5,PCA,206.51844230959367
85128,20151127,5,PM2.5,295.0
85134,20151127,6,PCA,233.7921637733387
85134,20151127,6,PM2.5,315.0
85140,20151127,7,PCA,244.85436624658203
85140,20151127,7,PM2.5,313.0
85146,20151127,8,PCA,253.45169480520397
85146,20151127,8,PM2.5,309.0
85152,20151127,9,PCA,270.4851753462309
85152,20151127,9,PM2.5,322.0
85158,20151127,10,PCA,287.68877669786093
85158,20151127,10,PM2.5,330.0
85164,20151127,11,PCA,275.8393937543282
85164,20151127,11,PM2.5,303.0
85170,20151127,12,PCA,333.07973369646817
85170,20151127,12,PM2.5,372.0
85176,20151127,13,PCA,359.86763695493977
85176,20151127,13,PM2.5,397.0
85182,20151127,14,PCA,354.12236129802614
85182,20151127,14,PM2.5,376.0
85188,20151127,15,PCA,352.09741987312134
85188,20151127,15,PM2.5,359.0
85194,20151127,16,PCA,363.76613016493445
85194,20151127,16,PM2.5,361.0
85200,20151127,17,PCA,360.5711466166145
85200,20151127,17,PM2.5,345.0
85206,20151127,18,PCA,365.0300063307442
85206,20151127,18,PM2.5,341.0
85212,20151127,19,PCA,380.46759527928657
85212,20151127,19,PM2.5,354.0
85218,20151127,20,PCA,389.6007304051238
85218,20151127,20,PM2.5,361.0
85224,20151127,21,PCA,396.82772766960704
85224,20151127,21,PM2.5,362.0
85230,20151127,22,PCA,418.19020609635504
85230,20151127,22,PM2.5,383.0
85236,20151127,23,PCA,431.7671951295346
85236,20151127,23,PM2.5,394.0
85242,20151128,0,PCA,452.18221169933184
85242,20151128,0,PM2.5,414.0
85248,20151128,1,PCA,481.522196150227
85248,20151128,1,PM2.5,448.0
85254,20151128,2,PCA,462.24337892987234
85254,20151128,2,PM2.5,413.0
85260,20151128,3,PCA,396.29591660438757
85260,20151128,3,PM2.5,315.0
85266,20151128,4,PCA,365.9494150817319
85266,20151128,4,PM2.5,269.0
85272,20151128,5,PCA,351.7522700321983
85272,20151128,5,PM2.5,250.0
85278,20151128,6,PCA,378.8714864762543
85278,20151128,6,PM2.5,292.0
85284,20151128,7,PCA,395.4021361296738
85284,20151128,7,PM2.5,316.0
85290,20151128,8,PCA,438.53024493985504
85290,20151128,8,PM2.5,376.0
85296,20151128,9,PCA,437.4825335523298
85296,20151128,9,PM2.5,374.0
85302,20151128,10,PCA,434.8720951816307
85302,20151128,10,PM2.5,368.0
85308,20151128,11,PCA,439.0796152276993
85308,20151128,11,PM2.5,374.0
85314,20151128,12,PCA,455.3762378236962
85314,20151128,12,PM2.5,393.0
85320,20151128,13,PCA,468.117280814544
85320,20151128,13,PM2.5,409.0
85326,20151128,14,PCA,496.1184836265481
85326,20151128,14,PM2.5,443.0
85332,20151128,15,PCA,526.8418706779838
85332,20151128,15,PM2.5,480.0
85338,20151128,16,PCA,416.24832544587343
85338,20151128,16,PM2.5,336.0
85344,20151128,17,PCA,413.2080304138115
85344,20151128,17,PM2.5,332.0
85350,20151128,18,PCA,413.7822147505894
85350,20151128,18,PM2.5,331.0
85356,20151128,19,PCA,401.6187392372893
85356,20151128,19,PM2.5,310.0
85362,20151128,20,PCA,414.76811560242635
85362,20151128,20,PM2.5,330.0
85368,20151128,21,PCA,408.61469551296074
85368,20151128,21,PM2.5,321.0
85374,20151128,22,PCA,405.85107239984893
85374,20151128,22,PM2.5,320.0
85380,20151128,23,PCA,432.2366613192517
85380,20151128,23,PM2.5,360.0
85386,20151129,0,PCA,447.36042642282575
85386,20151129,0,PM2.5,385.0
85392,20151129,1,PCA,434.5100839195057
85392,20151129,1,PM2.5,369.0
85398,20151129,2,PCA,418.0582650338768
85398,20151129,2,PM2.5,348.0
85404,20151129,3,PCA,397.68353915042815
85404,20151129,3,PM2.5,317.0
85410,20151129,4,PCA,384.7007430893792
85410,20151129,4,PM2.5,299.0
85416,20151129,5,PCA,392.3577783650231
85416,20151129,5,PM2.5,313.0
85422,20151129,6,PCA,426.8953083415733
85422,20151129,6,PM2.5,362.0
85428,20151129,7,PCA,415.6058795111518
85428,20151129,7,PM2.5,347.0
85434,20151129,8,PCA,417.7627042409417
85434,20151129,8,PM2.5,352.0
85440,20151129,9,PCA,420.89787842670137
85440,20151129,9,PM2.5,353.0
85446,20151129,10,PCA,438.34960467208543
85446,20151129,10,PM2.5,375.0
85452,20151129,11,PCA,440.2296231603236
85452,20151129,11,PM2.5,375.0
85458,20151129,12,PCA,434.6425063687827
85458,20151129,12,PM2.5,366.0
85464,20151129,13,PCA,452.4609293198397
85464,20151129,13,PM2.5,382.0
85470,20151129,14,PCA,451.85793385989075
85470,20151129,14,PM2.5,385.0
85476,20151129,15,PCA,456.5250502050879
85476,20151129,15,PM2.5,393.0
85482,20151129,16,PCA,452.6997042858967
85482,20151129,16,PM2.5,386.0
85488,20151129,17,PCA,454.0602431507938
85488,20151129,17,PM2.5,389.0
85494,20151129,18,PCA,473.7679993630176
85494,20151129,18,PM2.5,415.0
85500,20151129,19,PCA,493.7147643861668
85500,20151129,19,PM2.5,443.0
85506,20151129,20,PCA,514.9828564300735
85506,20151129,20,PM2.5,471.0
85512,20151129,21,PCA,531.0097121488224
85512,20151129,21,PM2.5,491.0
85518,20151129,22,PCA,541.6547369367121
85518,20151129,22,PM2.5,500.0
85524,20151129,23,PCA,545.0139533469667
85524,20151129,23,PM2.5,500.0
85530,20151130,0,PCA,544.4266937618368
85530,20151130,0,PM2.5,500.0
85536,20151130,1,PCA,545.7153987748742
85536,20151130,1,PM2.5,500.0
85542,20151130,2,PCA,544.2563261232779
85542,20151130,2,PM2.5,499.0
85548,20151130,3,PCA,549.8459097511515
85548,20151130,3,PM2.5,500.0
85554,20151130,4,PCA,552.3042226503746
85554,20151130,4,PM2.5,500.0
85560,20151130,5,PCA,487.5359446543518
85560,20151130,5,PM2.5,412.0
85566,20151130,6,PCA,351.65694117400056
85566,20151130,6,PM2.5,222.0
85572,20151130,7,PCA,292.73557762055447
85572,20151130,7,PM2.5,140.0
85578,20151130,8,PCA,302.4571558507141
85578,20151130,8,PM2.5,156.0
85584,20151130,9,PCA,257.1384576672025
85584,20151130,9,PM2.5,101.0
85590,20151130,10,PCA,285.6314004666834
85590,20151130,10,PM2.5,136.0
85596,20151130,11,PCA,381.72769479038476
85596,20151130,11,PM2.5,264.0
85602,20151130,12,PCA,565.1413264681177
85602,20151130,12,PM2.5,513.0
85608,20151130,13,PCA,662.8521516450461
85608,20151130,13,PM2.5,643.0
85614,20151130,14,PCA,723.8111860503752
85614,20151130,14,PM2.5,722.0
85620,20151130,15,PCA,766.1190203386196
85620,20151130,15,PM2.5,770.0
85626,20151130,16,PCA,796.7313638341185
85626,20151130,16,PM2.5,811.0
85632,20151130,17,PCA,870.453837527732
85632,20151130,17,PM2.5,902.0
85638,20151130,18,PCA,839.6269429139093
85638,20151130,18,PM2.5,846.0
85644,20151130,19,PCA,645.3546544982462
85644,20151130,19,PM2.5,565.0
85650,20151130,20,PCA,732.0558950568229
85650,20151130,20,PM2.5,687.0
85656,20151130,21,PCA,757.4127833862316
85656,20151130,21,PM2.5,723.0
85662,20151130,22,PCA,784.6446634929985
85662,20151130,22,PM2.5,761.0
85668,20151130,23,PCA,786.6524504441525
85668,20151130,23,PM2.5,764.0
85674,20151201,0,PCA,761.3053865114969
85674,20151201,0,PM2.5,731.0
85680,20151201,1,PCA,680.6831553502739
85680,20151201,1,PM2.5,617.0
85686,20151201,2,PCA,636.6056262879447
85686,20151201,2,PM2.5,554.0
85692,20151201,3,PCA,704.6622160751776
85692,20151201,3,PM2.5,652.0
85698,20151201,4,PCA,793.5288006048065
85698,20151201,4,PM2.5,783.0
85704,20151201,5,PCA,769.3557511770333
85704,20151201,5,PM2.5,746.0
85710,20151201,6,PCA,749.9020017234028
85710,20151201,6,PM2.5,717.0
85716,20151201,7,PCA,724.9336181030985
85716,20151201,7,PM2.5,680.0
85722,20151201,8,PCA,721.7012314646576
85722,20151201,8,PM2.5,675.0
85728,20151201,9,PCA,750.9814592040477
85728,20151201,9,PM2.5,718.0
85734,20151201,10,PCA,658.0609287578188
85734,20151201,10,PM2.5,599.0
85740,20151201,11,PCA,476.43324307545026
85740,20151201,11,PM2.5,347.0
85746,20151201,12,PCA,415.52235654150354
85746,20151201,12,PM2.5,261.0
85752,20151201,13,PCA,397.91932740171285
85752,20151201,13,PM2.5,236.0
85758,20151201,14,PCA,410.3547882102543
85758,20151201,14,PM2.5,254.0
85764,20151201,15,PCA,424.1087294749279
85764,20151201,15,PM2.5,273.0
85770,20151201,16,PCA,441.6327863350437
85770,20151201,16,PM2.5,297.0
85776,20151201,17,PCA,468.07688016538157
85776,20151201,17,PM2.5,333.0
85782,20151201,18,PCA,467.9416391649659
85782,20151201,18,PM2.5,331.0
85788,20151201,19,PCA,461.43516569618083
85788,20151201,19,PM2.5,321.0
85794,20151201,20,PCA,468.1448613180918
85794,20151201,20,PM2.5,331.0
85800,20151201,21,PCA,470.67151238740996
85800,20151201,21,PM2.5,334.0
85806,20151201,22,PCA,440.9302526075299
85806,20151201,22,PM2.5,297.0
85812,20151201,23,PCA,416.7309224810916
85812,20151201,23,PM2.5,278.0
85818,20151202,0,PCA,396.74437141097576
85818,20151202,0,PM2.5,263.0
85848,20151202,5,PCA,322.7942340780938
85848,20151202,5,PM2.5,213.0
85854,20151202,6,PCA,261.0108251169736
85854,20151202,6,PM2.5,165.0
85860,20151202,7,PCA,216.3658185426925
85860,20151202,7,PM2.5,122.0
85866,20151202,8,PCA,226.3329950125022
85866,20151202,8,PM2.5,158.0
85872,20151202,9,PCA,96.58703487945935
85872,20151202,9,PM2.5,18.0
85878,20151202,10,PCA,67.24895260559587
85878,20151202,10,PM2.5,6.0
85884,20151202,11,PCA,60.36929135716636
85884,20151202,11,PM2.5,12.0
85890,20151202,12,PCA,52.96624280158716
85890,20151202,12,PM2.5,12.0
85896,20151202,13,PCA,41.570699017923985
85896,20151202,13,PM2.5,6.0
85902,20151202,14,PCA,37.45043251106731
85902,20151202,14,PM2.5,10.0
85908,20151202,15,PCA,27.283754990923928
85908,20151202,15,PM2.5,4.0
85914,20151202,16,PCA,26.317740969218818
85914,20151202,16,PM2.5,13.0
85920,20151202,17,PCA,17.839922640943882
85920,20151202,17,PM2.5,13.0
85926,20151202,18,PCA,-1.1093432552014342
85926,20151202,18,PM2.5,6.0
85932,20151202,19,PCA,-6.818525960110861
85932,20151202,19,PM2.5,9.0
85938,20151202,20,PCA,-26.435272024654125
85938,20151202,20,PM2.5,3.0
85944,20151202,21,PCA,-41.19209601940016
85944,20151202,21,PM2.5,3.0
85950,20151202,22,PCA,-47.958680192093375
85950,20151202,22,PM2.5,6.0
85956,20151202,23,PCA,-60.19466739070901
85956,20151202,23,PM2.5,6.0
85962,20151203,0,PCA,-68.20867078345908
85962,20151203,0,PM2.5,7.0
85968,20151203,1,PCA,-75.11442819045187
85968,20151203,1,PM2.5,3.0
85974,20151203,2,PCA,-75.2595325357266
85974,20151203,2,PM2.5,3.0
85980,20151203,3,PCA,-81.21977808952899
85980,20151203,3,PM2.5,4.0
85986,20151203,4,PCA,-87.11129147954024
85986,20151203,4,PM2.5,6.0
85992,20151203,5,PCA,-97.872876265244
85992,20151203,5,PM2.5,3.0
85998,20151203,6,PCA,-105.07353397662177
85998,20151203,6,PM2.5,3.0
86004,20151203,7,PCA,-109.42414757524936
86004,20151203,7,PM2.5,3.0
86010,20151203,8,PCA,-106.94769268726488
86010,20151203,8,PM2.5,9.0
86016,20151203,9,PCA,-103.42145656559185
86016,20151203,9,PM2.5,15.0
86022,20151203,10,PCA,-107.11620717481763
86022,20151203,10,PM2.5,11.0
86028,20151203,11,PCA,-111.37340197403573
86028,20151203,11,PM2.5,5.0
86034,20151203,12,PCA,-104.14411980286249
86034,20151203,12,PM2.5,15.0
86040,20151203,13,PCA,-104.213892661145
86040,20151203,13,PM2.5,15.0
86046,20151203,14,PCA,-107.8597583831359
86046,20151203,14,PM2.5,9.0
86052,20151203,15,PCA,-99.60902766134245
86052,20151203,15,PM2.5,20.0
86058,20151203,16,PCA,-106.59052996835294
86058,20151203,16,PM2.5,15.0
86064,20151203,17,PCA,-104.71975728114896
86064,20151203,17,PM2.5,12.0
86070,20151203,18,PCA,-103.3009911734757
86070,20151203,18,PM2.5,13.0
86076,20151203,19,PCA,-93.66858879893041
86076,20151203,19,PM2.5,21.0
86082,20151203,20,PCA,-96.52848383237846
86082,20151203,20,PM2.5,19.0
86088,20151203,21,PCA,-105.68537029758254
86088,20151203,21,PM2.5,9.0
86094,20151203,22,PCA,-102.64363532256557
86094,20151203,22,PM2.5,15.0
86100,20151203,23,PCA,-102.98583102478632
86100,20151203,23,PM2.5,15.0
86106,20151204,0,PCA,-104.15453710662287
86106,20151204,0,PM2.5,14.0
86112,20151204,1,PCA,-64.47514364613842
86112,20151204,1,PM2.5,43.0
86118,20151204,2,PCA,-56.30372018033302
86118,20151204,2,PM2.5,49.0
86124,20151204,3,PCA,-47.78810867291185
86124,20151204,3,PM2.5,54.0
86130,20151204,4,PCA,-29.486910685122186
86130,20151204,4,PM2.5,76.0
86136,20151204,5,PCA,-22.230572685742878
86136,20151204,5,PM2.5,81.0
86142,20151204,6,PCA,-12.514930487014787
86142,20151204,6,PM2.5,93.0
86148,20151204,7,PCA,12.375625272006785
86148,20151204,7,PM2.5,116.0
86154,20151204,8,PCA,25.606960782567754
86154,20151204,8,PM2.5,128.0
86160,20151204,9,PCA,-11.359782142392866
86160,20151204,9,PM2.5,81.0
86166,20151204,10,PCA,-13.286161570170684
86166,20151204,10,PM2.5,79.0
86172,20151204,11,PCA,-19.706619666607057
86172,20151204,11,PM2.5,73.0
86178,20151204,12,PCA,-14.68358481469651
86178,20151204,12,PM2.5,77.0
86184,20151204,13,PCA,-1.588465831768856
86184,20151204,13,PM2.5,91.0
86190,20151204,14,PCA,4.917984385184695
86190,20151204,14,PM2.5,94.0
86196,20151204,15,PCA,-6.1973405361591025
86196,20151204,15,PM2.5,80.0
86202,20151204,16,PCA,-7.2622937800056615
86202,20151204,16,PM2.5,76.0
86208,20151204,17,PCA,1.7908655433065521
86208,20151204,17,PM2.5,78.0
86214,20151204,18,PCA,45.909198521561976
86214,20151204,18,PM2.5,124.0
86220,20151204,19,PCA,71.63126792513295
86220,20151204,19,PM2.5,150.0
86226,20151204,20,PCA,114.23192286307346
86226,20151204,20,PM2.5,201.0
86232,20151204,21,PCA,153.04994496873408
86232,20151204,21,PM2.5,244.0
86238,20151204,22,PCA,144.40924709755322
86238,20151204,22,PM2.5,226.0
86244,20151204,23,PCA,137.34497653410094
86244,20151204,23,PM2.5,208.0
86250,20151205,0,PCA,155.83223712397418
86250,20151205,0,PM2.5,227.0
86256,20151205,1,PCA,126.98972143712543
86256,20151205,1,PM2.5,180.0
86262,20151205,2,PCA,118.63576559968541
86262,20151205,2,PM2.5,161.0
86268,20151205,3,PCA,114.41673995885564
86268,20151205,3,PM2.5,150.0
86274,20151205,4,PCA,120.46991453575774
86274,20151205,4,PM2.5,155.0
86280,20151205,5,PCA,112.61791980254156
86280,20151205,5,PM2.5,141.0
86286,20151205,6,PCA,99.37870955485623
86286,20151205,6,PM2.5,119.0
86292,20151205,7,PCA,105.62125451339958
86292,20151205,7,PM2.5,124.0
86298,20151205,8,PCA,112.71583435240314
86298,20151205,8,PM2.5,131.0
86304,20151205,9,PCA,115.52354436209926
86304,20151205,9,PM2.5,134.0
86328,20151205,13,PCA,23.765576540288393
86328,20151205,13,PM2.5,21.0
86334,20151205,14,PCA,29.21174872380022
86334,20151205,14,PM2.5,34.0
86340,20151205,15,PCA,27.842016010414056
86340,20151205,15,PM2.5,36.0
86346,20151205,16,PCA,47.803297869963494
86346,20151205,16,PM2.5,54.0
86352,20151205,17,PCA,83.05147003936129
86352,20151205,17,PM2.5,91.0
86358,20151205,18,PCA,97.92690754064681
86358,20151205,18,PM2.5,109.0
86364,20151205,19,PCA,109.50549290897365
86364,20151205,19,PM2.5,125.0
86370,20151205,20,PCA,111.13387636217466
86370,20151205,20,PM2.5,131.0
86376,20151205,21,PCA,98.30258226642997
86376,20151205,21,PM2.5,127.0
86382,20151205,22,PCA,80.72940462945644
86382,20151205,22,PM2.5,112.0
86388,20151205,23,PCA,142.86804739079062
86388,20151205,23,PM2.5,198.0
86394,20151206,0,PCA,135.49889152190715
86394,20151206,0,PM2.5,191.0
86400,20151206,1,PCA,136.97328534316034
86400,20151206,1,PM2.5,196.0
86406,20151206,2,PCA,122.48723143902284
86406,20151206,2,PM2.5,176.0
86412,20151206,3,PCA,109.16159527245756
86412,20151206,3,PM2.5,157.0
86418,20151206,4,PCA,132.31561924543374
86418,20151206,4,PM2.5,187.0
86424,20151206,5,PCA,148.65657072157546
86424,20151206,5,PM2.5,207.0
86430,20151206,6,PCA,99.78032946845856
86430,20151206,6,PM2.5,135.0
86436,20151206,7,PCA,74.33711755908519
86436,20151206,7,PM2.5,100.0
86442,20151206,8,PCA,70.24447635010169
86442,20151206,8,PM2.5,97.0
86448,20151206,9,PCA,55.10955419572488
86448,20151206,9,PM2.5,79.0
86454,20151206,10,PCA,61.550297674513466
86454,20151206,10,PM2.5,89.0
86460,20151206,11,PCA,78.37092916549192
86460,20151206,11,PM2.5,108.0
86466,20151206,12,PCA,95.30303184802295
86466,20151206,12,PM2.5,126.0
86472,20151206,13,PCA,180.54236085005775
86472,20151206,13,PM2.5,223.0
86478,20151206,14,PCA,213.54803287090022
86478,20151206,14,PM2.5,257.0
86484,20151206,15,PCA,185.84325269868035
86484,20151206,15,PM2.5,219.0
86490,20151206,16,PCA,197.50423071712112
86490,20151206,16,PM2.5,231.0
86496,20151206,17,PCA,214.71645361286397
86496,20151206,17,PM2.5,243.0
86502,20151206,18,PCA,221.23837112303647
86502,20151206,18,PM2.5,245.0
86508,20151206,19,PCA,227.7602886332089
86508,20151206,19,PM2.5,247.0
86514,20151206,20,PCA,206.67634013849107
86514,20151206,20,PM2.5,214.0
86520,20151206,21,PCA,186.73675568199988
