,date,hour,type,房山
82242,20151107,4,PCA,-82.55787833020774
82242,20151107,4,PM2.5,17.0
82248,20151107,5,PCA,-78.79418617162403
82248,20151107,5,PM2.5,21.0
82254,20151107,6,PCA,-68.75839665788617
82254,20151107,6,PM2.5,28.0
82260,20151107,7,PCA,-84.62464744110514
82260,20151107,7,PM2.5,18.0
82266,20151107,8,PCA,-84.47964512453825
82266,20151107,8,PM2.5,16.5
82272,20151107,9,PCA,-84.33464280797139
82272,20151107,9,PM2.5,15.0
82278,20151107,10,PCA,-77.22377848474979
82278,20151107,10,PM2.5,21.0
82284,20151107,11,PCA,-76.02667054462825
82284,20151107,11,PM2.5,25.0
82290,20151107,12,PCA,-74.41673981877315
82290,20151107,12,PM2.5,29.0
82296,20151107,13,PCA,-74.65059336073611
82296,20151107,13,PM2.5,31.0
82302,20151107,14,PCA,-81.77603984771707
82302,20151107,14,PM2.5,22.0
82308,20151107,15,PCA,-81.82672789867705
82308,20151107,15,PM2.5,22.0
82314,20151107,16,PCA,-79.9670359176656
82314,20151107,16,PM2.5,21.0
82320,20151107,17,PCA,-82.22132931031909
82320,20151107,17,PM2.5,15.0
82326,20151107,18,PCA,-78.003337194587
82326,20151107,18,PM2.5,18.0
82332,20151107,19,PCA,-73.45747239893912
82332,20151107,19,PM2.5,18.0
82338,20151107,20,PCA,-68.56135505682774
82338,20151107,20,PM2.5,27.0
82344,20151107,21,PCA,-71.67720730888595
82344,20151107,21,PM2.5,27.0
82350,20151107,22,PCA,-67.73824924474579
82350,20151107,22,PM2.5,27.0
82356,20151107,23,PCA,-74.41644350567762
82356,20151107,23,PM2.5,24.0
82362,20151108,0,PCA,-68.82523477719009
82362,20151108,0,PM2.5,27.0
82368,20151108,1,PCA,-62.359202949322125
82368,20151108,1,PM2.5,29.0
82374,20151108,2,PCA,-62.407629466154646
82374,20151108,2,PM2.5,33.0
82380,20151108,3,PCA,-62.05012646266729
82380,20151108,3,PM2.5,34.0
82386,20151108,4,PCA,-62.45573167425897
82386,20151108,4,PM2.5,40.0
82392,20151108,5,PCA,-67.66580955830513
82392,20151108,5,PM2.5,28.0
82398,20151108,6,PCA,-57.731817027344555
82398,20151108,6,PM2.5,39.0
82404,20151108,7,PCA,-52.85897444562889
82404,20151108,7,PM2.5,44.0
82410,20151108,8,PCA,-50.81995174047751
82410,20151108,8,PM2.5,43.0
82416,20151108,9,PCA,-46.96790141156569
82416,20151108,9,PM2.5,48.0
82422,20151108,10,PCA,-44.08411099589821
82422,20151108,10,PM2.5,52.0
82428,20151108,11,PCA,-35.010858087645865
82428,20151108,11,PM2.5,63.0
82434,20151108,12,PCA,-20.66872196026486
82434,20151108,12,PM2.5,80.0
82440,20151108,13,PCA,-14.771411958604304
82440,20151108,13,PM2.5,86.0
82446,20151108,14,PCA,-3.794446185307195
82446,20151108,14,PM2.5,97.0
82452,20151108,15,PCA,-9.579580561380913
82452,20151108,15,PM2.5,88.0
82458,20151108,16,PCA,-23.442793680918548
82458,20151108,16,PM2.5,71.0
82464,20151108,17,PCA,-16.821532064194457
82464,20151108,17,PM2.5,76.0
82470,20151108,18,PCA,-16.805223697662495
82470,20151108,18,PM2.5,71.0
82476,20151108,19,PCA,-14.030476697446103
82476,20151108,19,PM2.5,71.0
82482,20151108,20,PCA,-2.724478618637543
82482,20151108,20,PM2.5,83.0
82488,20151108,21,PCA,-9.619772444284898
82488,20151108,21,PM2.5,76.0
82494,20151108,22,PCA,-9.662687466553058
82494,20151108,22,PM2.5,77.0
82500,20151108,23,PCA,-10.466190188403731
82500,20151108,23,PM2.5,77.0
82506,20151109,0,PCA,-12.501322046688099
82506,20151109,0,PM2.5,70.0
82512,20151109,1,PCA,-12.585615854689502
82512,20151109,1,PM2.5,68.0
82518,20151109,2,PCA,-4.075859289073647
82518,20151109,2,PM2.5,78.0
82524,20151109,3,PCA,-3.5468229287088695
82524,20151109,3,PM2.5,77.0
82530,20151109,4,PCA,0.7377966192263081
82530,20151109,4,PM2.5,79.0
82536,20151109,5,PCA,8.742697936873956
82536,20151109,5,PM2.5,86.0
82542,20151109,6,PCA,15.30859001546425
82542,20151109,6,PM2.5,91.0
82548,20151109,7,PCA,20.289300975649176
82548,20151109,7,PM2.5,94.0
82554,20151109,8,PCA,15.587290495617687
82554,20151109,8,PM2.5,85.0
82560,20151109,9,PCA,19.507439606809978
82560,20151109,9,PM2.5,90.0
82566,20151109,10,PCA,31.864317330862256
82566,20151109,10,PM2.5,105.0
82572,20151109,11,PCA,26.99931661752926
82572,20151109,11,PM2.5,98.0
82578,20151109,12,PCA,31.26866849342384
82578,20151109,12,PM2.5,104.0
82584,20151109,13,PCA,41.62898016419053
82584,20151109,13,PM2.5,117.0
82590,20151109,14,PCA,61.94442466095909
82590,20151109,14,PM2.5,142.0
82596,20151109,15,PCA,69.86675120398425
82596,20151109,15,PM2.5,148.0
82602,20151109,16,PCA,64.46884723911697
82602,20151109,16,PM2.5,137.0
82608,20151109,17,PCA,66.50794261646165
82608,20151109,17,PM2.5,137.0
82614,20151109,18,PCA,58.095817810408015
82614,20151109,18,PM2.5,122.0
82620,20151109,19,PCA,62.955038625011966
82620,20151109,19,PM2.5,126.0
82626,20151109,20,PCA,59.94936090740158
82626,20151109,20,PM2.5,122.0
82632,20151109,21,PCA,61.430247971212296
82632,20151109,21,PM2.5,121.0
82638,20151109,22,PCA,65.8277161554709
82638,20151109,22,PM2.5,126.0
82644,20151109,23,PCA,82.074221445713
82644,20151109,23,PM2.5,144.0
82650,20151110,0,PCA,99.50248241743316
82650,20151110,0,PM2.5,164.0
82656,20151110,1,PCA,111.96484173060658
82656,20151110,1,PM2.5,175.0
82662,20151110,2,PCA,116.63630599153903
82662,20151110,2,PM2.5,174.0
82668,20151110,3,PCA,118.25276203691082
82668,20151110,3,PM2.5,172.0
82674,20151110,4,PCA,115.06743673664226
82674,20151110,4,PM2.5,164.0
82680,20151110,5,PCA,111.40948530863406
82680,20151110,5,PM2.5,156.0
82686,20151110,6,PCA,110.38235524496645
82686,20151110,6,PM2.5,148.0
82692,20151110,7,PCA,110.48039561904343
82692,20151110,7,PM2.5,144.0
82698,20151110,8,PCA,115.26359514961472
82698,20151110,8,PM2.5,146.0
82704,20151110,9,PCA,126.0335612637299
82704,20151110,9,PM2.5,158.0
82710,20151110,10,PCA,128.33364387342644
82710,20151110,10,PM2.5,162.0
82716,20151110,11,PCA,122.54947086000854
82716,20151110,11,PM2.5,151.0
82722,20151110,12,PCA,122.18767556453312
82722,20151110,12,PM2.5,148.0
82728,20151110,13,PCA,114.61196181468075
82728,20151110,13,PM2.5,137.0
82734,20151110,14,PCA,105.86728284153743
82734,20151110,14,PM2.5,125.0
82740,20151110,15,PCA,98.94570334734594
82740,20151110,15,PM2.5,117.0
82746,20151110,16,PCA,100.66221407387737
82746,20151110,16,PM2.5,120.0
82752,20151110,17,PCA,103.26163395449689
82752,20151110,17,PM2.5,123.0
82758,20151110,18,PCA,103.45206564943574
82758,20151110,18,PM2.5,122.0
82764,20151110,19,PCA,107.09426766243848
82764,20151110,19,PM2.5,127.0
82770,20151110,20,PCA,117.27153243778066
82770,20151110,20,PM2.5,140.0
82776,20151110,21,PCA,117.04556176834397
82776,20151110,21,PM2.5,139.0
82782,20151110,22,PCA,126.65766758320049
82782,20151110,22,PM2.5,151.0
82788,20151110,23,PCA,132.9895081924139
82788,20151110,23,PM2.5,159.0
82794,20151111,0,PCA,129.00493546608212
82794,20151111,0,PM2.5,155.0
82800,20151111,1,PCA,135.1942564467828
82800,20151111,1,PM2.5,164.0
82806,20151111,2,PCA,135.27597699617502
82806,20151111,2,PM2.5,165.0
82812,20151111,3,PCA,132.6588987009335
82812,20151111,3,PM2.5,162.0
82818,20151111,4,PCA,138.56939631714314
82818,20151111,4,PM2.5,170.0
82824,20151111,5,PCA,149.4781217962756
82824,20151111,5,PM2.5,183.0
82830,20151111,6,PCA,146.99905665348115
82830,20151111,6,PM2.5,178.0
82836,20151111,7,PCA,144.71343061679744
82836,20151111,7,PM2.5,172.0
82842,20151111,8,PCA,143.89581555974263
82842,20151111,8,PM2.5,171.0
82848,20151111,9,PCA,141.26162679950946
82848,20151111,9,PM2.5,165.0
82854,20151111,10,PCA,113.0736804981756
82854,20151111,10,PM2.5,125.0
82860,20151111,11,PCA,95.40762642112975
82860,20151111,11,PM2.5,101.0
82866,20151111,12,PCA,137.2867367331834
82866,20151111,12,PM2.5,161.0
82872,20151111,13,PCA,144.003408540094
82872,20151111,13,PM2.5,169.0
82878,20151111,14,PCA,135.93886217862826
82878,20151111,14,PM2.5,156.0
82884,20151111,15,PCA,102.54329938907294
82884,20151111,15,PM2.5,108.0
82890,20151111,16,PCA,88.31996155308525
82890,20151111,16,PM2.5,91.0
82896,20151111,17,PCA,84.54688350384819
82896,20151111,17,PM2.5,87.0
82902,20151111,18,PCA,103.66711260933383
82902,20151111,18,PM2.5,116.0
82908,20151111,19,PCA,117.57647013212467
82908,20151111,19,PM2.5,137.0
82914,20151111,20,PCA,132.2216772052012
82914,20151111,20,PM2.5,157.0
82920,20151111,21,PCA,123.07710741639563
82920,20151111,21,PM2.5,144.0
82926,20151111,22,PCA,131.6728547823206
82926,20151111,22,PM2.5,156.0
82932,20151111,23,PCA,133.05397098052256
82932,20151111,23,PM2.5,158.0
82938,20151112,0,PCA,135.52830967876625
82938,20151112,0,PM2.5,162.0
82944,20151112,1,PCA,147.41596584261268
82944,20151112,1,PM2.5,178.0
82950,20151112,2,PCA,156.41617933995627
82950,20151112,2,PM2.5,189.0
82956,20151112,3,PCA,143.34295431258323
82956,20151112,3,PM2.5,169.0
82962,20151112,4,PCA,139.02021107338814
82962,20151112,4,PM2.5,164.0
82968,20151112,5,PCA,134.08582319998177
82968,20151112,5,PM2.5,158.0
82974,20151112,6,PCA,130.7917947153428
82974,20151112,6,PM2.5,155.0
82980,20151112,7,PCA,135.53274348263847
82980,20151112,7,PM2.5,162.0
82986,20151112,8,PCA,135.61614956618553
82986,20151112,8,PM2.5,163.0
82992,20151112,9,PCA,135.70610914032233
82992,20151112,9,PM2.5,163.0
82998,20151112,10,PCA,135.14834643750387
82998,20151112,10,PM2.5,161.0
83004,20151112,11,PCA,152.58656546734758
83004,20151112,11,PM2.5,181.0
83010,20151112,12,PCA,171.82385854019233
83010,20151112,12,PM2.5,205.0
83016,20151112,13,PCA,178.66899405594137
83016,20151112,13,PM2.5,212.0
83022,20151112,14,PCA,186.98466667578296
83022,20151112,14,PM2.5,222.0
83028,20151112,15,PCA,183.1023459821469
83028,20151112,15,PM2.5,212.0
83034,20151112,16,PCA,190.96511686646747
83034,20151112,16,PM2.5,218.0
83040,20151112,17,PCA,196.57521597184018
83040,20151112,17,PM2.5,219.0
83046,20151112,18,PCA,202.93350850896195
83046,20151112,18,PM2.5,225.0
83052,20151112,19,PCA,217.05808800275906
83052,20151112,19,PM2.5,239.0
83058,20151112,20,PCA,222.33192330866885
83058,20151112,20,PM2.5,245.0
83064,20151112,21,PCA,221.2044502119223
83064,20151112,21,PM2.5,240.0
83070,20151112,22,PCA,221.91781038735164
83070,20151112,22,PM2.5,238.0
83076,20151112,23,PCA,224.44034417578973
83076,20151112,23,PM2.5,238.0
83082,20151113,0,PCA,212.44949586588035
83082,20151113,0,PM2.5,219.0
83088,20151113,1,PCA,193.47087478213913
83088,20151113,1,PM2.5,192.0
83094,20151113,2,PCA,209.94621664110565
83094,20151113,2,PM2.5,213.0
83100,20151113,3,PCA,222.1732026078852
83100,20151113,3,PM2.5,227.0
83106,20151113,4,PCA,224.28849428037088
83106,20151113,4,PM2.5,228.0
83112,20151113,5,PCA,222.91430930979146
83112,20151113,5,PM2.5,223.0
83118,20151113,6,PCA,224.4906916601432
83118,20151113,6,PM2.5,222.0
83124,20151113,7,PCA,225.25242719164262
83124,20151113,7,PM2.5,220.0
83130,20151113,8,PCA,225.97898643977393
83130,20151113,8,PM2.5,220.0
83136,20151113,9,PCA,242.97041064796264
83136,20151113,9,PM2.5,240.0
83142,20151113,10,PCA,245.97414718694034
83142,20151113,10,PM2.5,241.0
83148,20151113,11,PCA,248.82528840971165
83148,20151113,11,PM2.5,241.0
83154,20151113,12,PCA,243.14280673706227
83154,20151113,12,PM2.5,230.0
83160,20151113,13,PCA,242.7756913355252
83160,20151113,13,PM2.5,227.0
83166,20151113,14,PCA,244.21542571208968
83166,20151113,14,PM2.5,227.0
83172,20151113,15,PCA,257.6410247864279
83172,20151113,15,PM2.5,248.0
83178,20151113,16,PCA,270.9045347420883
83178,20151113,16,PM2.5,264.0
83184,20151113,17,PCA,245.87843212602883
83184,20151113,17,PM2.5,230.0
83190,20151113,18,PCA,236.7054604789383
83190,20151113,18,PM2.5,214.0
83196,20151113,19,PCA,218.57435537543063
83196,20151113,19,PM2.5,192.0
83202,20151113,20,PCA,223.74713143793863
83202,20151113,20,PM2.5,202.0
83208,20151113,21,PCA,243.5114879510823
83208,20151113,21,PM2.5,229.0
83214,20151113,22,PCA,255.62489481588028
83214,20151113,22,PM2.5,246.0
83220,20151113,23,PCA,271.4982727487357
83220,20151113,23,PM2.5,269.0
83226,20151114,0,PCA,277.6774730843657
83226,20151114,0,PM2.5,275.0
83232,20151114,1,PCA,272.1549402982539
83232,20151114,1,PM2.5,261.0
83238,20151114,2,PCA,275.30622918589506
83238,20151114,2,PM2.5,265.0
83244,20151114,3,PCA,280.81708366974397
83244,20151114,3,PM2.5,272.0
83250,20151114,4,PCA,282.1591262721831
83250,20151114,4,PM2.5,273.0
83256,20151114,5,PCA,288.25053167777065
83256,20151114,5,PM2.5,279.0
83262,20151114,6,PCA,292.15675492301983
83262,20151114,6,PM2.5,282.0
83268,20151114,7,PCA,286.9055605397384
83268,20151114,7,PM2.5,274.0
83274,20151114,8,PCA,290.30007260333224
83274,20151114,8,PM2.5,276.0
83280,20151114,9,PCA,299.61014458534146
83280,20151114,9,PM2.5,287.0
83286,20151114,10,PCA,326.26546599014335
83286,20151114,10,PM2.5,320.0
83292,20151114,11,PCA,351.44966666522964
83292,20151114,11,PM2.5,350.0
83298,20151114,12,PCA,418.87791661613375
83298,20151114,12,PM2.5,436.0
83304,20151114,13,PCA,453.9986109206148
83304,20151114,13,PM2.5,477.0
83310,20151114,14,PCA,462.1787625569922
83310,20151114,14,PM2.5,481.0
83316,20151114,15,PCA,424.46311128417204
83316,20151114,15,PM2.5,423.0
83322,20151114,16,PCA,403.49658061153207
83322,20151114,16,PM2.5,387.0
83328,20151114,17,PCA,391.81472868454847
83328,20151114,17,PM2.5,365.0
83334,20151114,18,PCA,381.32795010732326
83334,20151114,18,PM2.5,345.0
83340,20151114,19,PCA,367.4019439869197
83340,20151114,19,PM2.5,320.0
83346,20151114,20,PCA,361.87169263574077
83346,20151114,20,PM2.5,309.0
83352,20151114,21,PCA,370.18918084346853
83352,20151114,21,PM2.5,317.0
83358,20151114,22,PCA,361.3646515839484
83358,20151114,22,PM2.5,301.0
83364,20151114,23,PCA,354.5934106703466
83364,20151114,23,PM2.5,290.0
83370,20151115,0,PCA,354.83082078387207
83370,20151115,0,PM2.5,291.0
83376,20151115,1,PCA,350.06442018792524
83376,20151115,1,PM2.5,284.0
83382,20151115,2,PCA,345.28876278904806
83382,20151115,2,PM2.5,279.0
83388,20151115,3,PCA,343.7603555604056
83388,20151115,3,PM2.5,276.0
83394,20151115,4,PCA,324.4018341898433
83394,20151115,4,PM2.5,251.0
83400,20151115,5,PCA,299.64782478084294
83400,20151115,5,PM2.5,218.0
83406,20151115,6,PCA,285.3114130118956
83406,20151115,6,PM2.5,202.0
83412,20151115,7,PCA,247.3126588535661
83412,20151115,7,PM2.5,153.0
83418,20151115,8,PCA,225.07859134684813
83418,20151115,8,PM2.5,128.0
83424,20151115,9,PCA,234.54850892786195
83424,20151115,9,PM2.5,148.0
83430,20151115,10,PCA,233.96877884279215
83430,20151115,10,PM2.5,150.0
83436,20151115,11,PCA,274.70132167114554
83436,20151115,11,PM2.5,211.0
83442,20151115,12,PCA,292.0340762810451
83442,20151115,12,PM2.5,245.0
83448,20151115,13,PCA,270.3371995193389
83448,20151115,13,PM2.5,226.0
83454,20151115,14,PCA,259.3971052651418
83454,20151115,14,PM2.5,218.0
83460,20151115,15,PCA,279.0710916729725
83460,20151115,15,PM2.5,239.0
83466,20151115,16,PCA,243.4531585067609
83466,20151115,16,PM2.5,204.0
83472,20151115,17,PCA,231.70843120228406
83472,20151115,17,PM2.5,203.0
83478,20151115,18,PCA,298.31078141421773
83478,20151115,18,PM2.5,286.0
83484,20151115,19,PCA,310.0985538813959
83484,20151115,19,PM2.5,303.0
83490,20151115,20,PCA,307.888517068284
83490,20151115,20,PM2.5,302.0
83496,20151115,21,PCA,283.96708374322424
83496,20151115,21,PM2.5,277.0
83502,20151115,22,PCA,207.20428228143408
83502,20151115,22,PM2.5,178.0
83508,20151115,23,PCA,181.44313588596572
83508,20151115,23,PM2.5,147.0
83514,20151116,0,PCA,113.71340029659673
83514,20151116,0,PM2.5,67.0
83520,20151116,1,PCA,86.47776735787033
83520,20151116,1,PM2.5,38.0
83526,20151116,2,PCA,85.38974376395996
83526,20151116,2,PM2.5,46.0
83532,20151116,3,PCA,72.86854676019546
83532,20151116,3,PM2.5,42.0
83538,20151116,4,PCA,70.06738883621429
83538,20151116,4,PM2.5,43.0
83544,20151116,5,PCA,67.47221279322943
83544,20151116,5,PM2.5,44.0
83550,20151116,6,PCA,69.97135498348419
83550,20151116,6,PM2.5,50.0
83556,20151116,7,PCA,63.4799172503502
83556,20151116,7,PM2.5,45.0
83562,20151116,8,PCA,62.82139774722748
83562,20151116,8,PM2.5,46.0
83568,20151116,9,PCA,58.98084679230105
83568,20151116,9,PM2.5,45.0
83574,20151116,10,PCA,56.58223928577024
83574,20151116,10,PM2.5,49.0
83580,20151116,11,PCA,44.30551413314193
83580,20151116,11,PM2.5,46.0
83586,20151116,12,PCA,43.583378897747146
83586,20151116,12,PM2.5,57.0
83592,20151116,13,PCA,33.52678617500504
83592,20151116,13,PM2.5,51.0
83598,20151116,14,PCA,24.179136536740263
83598,20151116,14,PM2.5,48.0
83604,20151116,15,PCA,21.188186958973052
83604,20151116,15,PM2.5,51.0
83610,20151116,16,PCA,13.29980691382146
83610,20151116,16,PM2.5,47.0
83616,20151116,17,PCA,16.104248614315416
83616,20151116,17,PM2.5,55.0
83622,20151116,18,PCA,14.148543399380127
83622,20151116,18,PM2.5,63.0
83628,20151116,19,PCA,3.1738969980052603
83628,20151116,19,PM2.5,58.0
83634,20151116,20,PCA,-5.607948840110403
83634,20151116,20,PM2.5,57.0
83640,20151116,21,PCA,-3.322343086707132
83640,20151116,21,PM2.5,70.0
83646,20151116,22,PCA,-2.3504868819005265
83646,20151116,22,PM2.5,76.0
83652,20151116,23,PCA,4.669359420380858
83652,20151116,23,PM2.5,91.0
83658,20151117,0,PCA,14.824368424273255
83658,20151117,0,PM2.5,105.0
83664,20151117,1,PCA,37.26815636993743
83664,20151117,1,PM2.5,134.0
83670,20151117,2,PCA,40.04621488015699
83670,20151117,2,PM2.5,135.0
83676,20151117,3,PCA,32.25609559654528
83676,20151117,3,PM2.5,121.0
83682,20151117,4,PCA,39.16785854449738
83682,20151117,4,PM2.5,127.0
83688,20151117,5,PCA,41.50093729130776
83688,20151117,5,PM2.5,130.0
83694,20151117,6,PCA,18.426848801904914
83694,20151117,6,PM2.5,94.0
83700,20151117,7,PCA,7.606832044957377
83700,20151117,7,PM2.5,76.0
83706,20151117,8,PCA,8.88275020744684
83706,20151117,8,PM2.5,74.0
83712,20151117,9,PCA,25.383978047627142
83712,20151117,9,PM2.5,94.0
83718,20151117,10,PCA,37.1056609789545
83718,20151117,10,PM2.5,104.0
83724,20151117,11,PCA,10.484594197474363
83724,20151117,11,PM2.5,67.0
83730,20151117,12,PCA,-12.244765999716254
83730,20151117,12,PM2.5,40.0
83736,20151117,13,PCA,-24.263943039460486
83736,20151117,13,PM2.5,24.0
83742,20151117,14,PCA,-23.085279865508657
83742,20151117,14,PM2.5,29.0
83748,20151117,15,PCA,-30.444408836577676
83748,20151117,15,PM2.5,19.0
83754,20151117,16,PCA,11.837627257041076
83754,20151117,16,PM2.5,70.0
83760,20151117,17,PCA,24.28558850483323
83760,20151117,17,PM2.5,86.0
83766,20151117,18,PCA,6.247523058827505
83766,20151117,18,PM2.5,65.0
83772,20151117,19,PCA,1.5569697018133006
83772,20151117,19,PM2.5,57.0
83778,20151117,20,PCA,2.198902798655171
83778,20151117,20,PM2.5,58.0
83784,20151117,21,PCA,-9.742402214212213
83784,20151117,21,PM2.5,45.0
83790,20151117,22,PCA,-11.283829215689076
83790,20151117,22,PM2.5,48.0
83796,20151117,23,PCA,-10.811462229403835
83796,20151117,23,PM2.5,48.0
83802,20151118,0,PCA,-12.171045616894709
83802,20151118,0,PM2.5,49.0
83808,20151118,1,PCA,-7.726981988459531
83808,20151118,1,PM2.5,59.0
83814,20151118,2,PCA,-7.4516001877029305
83814,20151118,2,PM2.5,61.0
83820,20151118,3,PCA,-6.38398684849219
83820,20151118,3,PM2.5,65.0
83826,20151118,4,PCA,-11.815167797473102
83826,20151118,4,PM2.5,61.0
83832,20151118,5,PCA,-26.788543863560964
83832,20151118,5,PM2.5,49.0
83838,20151118,6,PCA,-33.859909190201044
83838,20151118,6,PM2.5,41.0
84162,20151120,12,PCA,-39.22084104159507
84162,20151120,12,PM2.5,78.0
84168,20151120,13,PCA,-34.54510127497827
84168,20151120,13,PM2.5,83.0
84174,20151120,14,PCA,21.850109443138226
84174,20151120,14,PM2.5,89.0
84180,20151120,15,PCA,29.796836537404836
84180,20151120,15,PM2.5,95.0
84186,20151120,16,PCA,48.385110994325146
84186,20151120,16,PM2.5,115.0
84192,20151120,17,PCA,54.127500104471565
84192,20151120,17,PM2.5,119.0
84198,20151120,18,PCA,50.25243415661843
84198,20151120,18,PM2.5,110.0
84204,20151120,19,PCA,44.74112610087777
84204,20151120,19,PM2.5,101.0
84210,20151120,20,PCA,37.52950234432662
84210,20151120,20,PM2.5,91.0
84216,20151120,21,PCA,35.27183255521244
84216,20151120,21,PM2.5,89.0
84222,20151120,22,PCA,34.30803416065675
84222,20151120,22,PM2.5,88.0
84228,20151120,23,PCA,11.43993498378614
84228,20151120,23,PM2.5,59.0
84234,20151121,0,PCA,4.51264476608231
84234,20151121,0,PM2.5,52.0
84240,20151121,1,PCA,-4.120310395575039
84240,20151121,1,PM2.5,43.0
84246,20151121,2,PCA,-6.516616135728566
84246,20151121,2,PM2.5,43.0
84252,20151121,3,PCA,-9.243507485048577
84252,20151121,3,PM2.5,42.0
84258,20151121,4,PCA,-9.831702347755968
84258,20151121,4,PM2.5,44.0
84264,20151121,5,PCA,-17.448474071589985
84264,20151121,5,PM2.5,36.0
84270,20151121,6,PCA,-18.043080913002996
84270,20151121,6,PM2.5,37.0
84276,20151121,7,PCA,-20.5003818184483
84276,20151121,7,PM2.5,35.0
84282,20151121,8,PCA,-19.870013857283773
84282,20151121,8,PM2.5,38.0
84288,20151121,9,PCA,-14.143942395053687
84288,20151121,9,PM2.5,49.0
84294,20151121,10,PCA,-14.956318398394048
84294,20151121,10,PM2.5,50.0
84300,20151121,11,PCA,-18.666574236300335
84300,20151121,11,PM2.5,46.0
84306,20151121,12,PCA,-20.923356300960137
84306,20151121,12,PM2.5,45.0
84312,20151121,13,PCA,-19.054497941523763
84312,20151121,13,PM2.5,49.0
84318,20151121,14,PCA,-23.371964609769105
84318,20151121,14,PM2.5,44.0
84324,20151121,15,PCA,-22.192774225724005
84324,20151121,15,PM2.5,48.0
84330,20151121,16,PCA,-25.82899841258376
84330,20151121,16,PM2.5,45.0
84336,20151121,17,PCA,-27.17304307217004
84336,20151121,17,PM2.5,47.0
84342,20151121,18,PCA,-26.539634200609587
84342,20151121,18,PM2.5,51.0
84348,20151121,19,PCA,-23.8503847995846
84348,20151121,19,PM2.5,56.0
84354,20151121,20,PCA,-22.867863078075754
84354,20151121,20,PM2.5,59.0
84372,20151121,23,PCA,5.339869285773924
84372,20151121,23,PM2.5,101.0
84378,20151122,0,PCA,0.08111388110964322
84378,20151122,0,PM2.5,89.0
84384,20151122,1,PCA,-2.815021382029507
84384,20151122,1,PM2.5,83.0
84390,20151122,2,PCA,-15.673251576275081
84390,20151122,2,PM2.5,65.0
84396,20151122,3,PCA,-6.956488534016578
84396,20151122,3,PM2.5,75.0
84402,20151122,4,PCA,-10.171398586404482
84402,20151122,4,PM2.5,70.0
84408,20151122,5,PCA,-12.209789211579297
84408,20151122,5,PM2.5,69.0
84414,20151122,6,PCA,-13.606269126577585
84414,20151122,6,PM2.5,65.0
84420,20151122,7,PCA,-3.2290654636558958
84420,20151122,7,PM2.5,73.0
84426,20151122,8,PCA,-3.5525008427228113
84426,20151122,8,PM2.5,73.0
84432,20151122,9,PCA,-6.490266247313813
84432,20151122,9,PM2.5,70.0
84438,20151122,10,PCA,-2.863416492954566
84438,20151122,10,PM2.5,73.0
84444,20151122,11,PCA,2.4965731662196573
84444,20151122,11,PM2.5,80.0
84450,20151122,12,PCA,-0.9402305914098188
84450,20151122,12,PM2.5,75.0
84456,20151122,13,PCA,-16.844342252017185
84456,20151122,13,PM2.5,56.0
84462,20151122,14,PCA,-8.56296868323398
84462,20151122,14,PM2.5,65.0
84468,20151122,15,PCA,-13.64783218612939
84468,20151122,15,PM2.5,57.0
84474,20151122,16,PCA,-7.157507819680057
84474,20151122,16,PM2.5,62.0
84480,20151122,17,PCA,-16.708409083678006
84480,20151122,17,PM2.5,51.0
84486,20151122,18,PCA,-23.081442009363563
84486,20151122,18,PM2.5,39.0
84492,20151122,19,PCA,-21.801759294619558
84492,20151122,19,PM2.5,44.0
84498,20151122,20,PCA,-31.667657683991816
84498,20151122,20,PM2.5,34.0
84504,20151122,21,PCA,-24.234508520029102
84504,20151122,21,PM2.5,45.0
84510,20151122,22,PCA,-30.490209249631356
84510,20151122,22,PM2.5,37.0
84516,20151122,23,PCA,-24.560707123942912
84516,20151122,23,PM2.5,48.0
84522,20151123,0,PCA,-22.63377591403223
84522,20151123,0,PM2.5,51.0
84528,20151123,1,PCA,-16.294024261219462
84528,20151123,1,PM2.5,61.0
84534,20151123,2,PCA,-20.732733391744226
84534,20151123,2,PM2.5,57.0
84540,20151123,3,PCA,-14.97741580850313
84540,20151123,3,PM2.5,63.0
84546,20151123,4,PCA,-10.124103644825455
84546,20151123,4,PM2.5,69.0
84552,20151123,5,PCA,-7.9890708672009945
84552,20151123,5,PM2.5,71.0
84558,20151123,6,PCA,-5.67543645617715
84558,20151123,6,PM2.5,73.0
84564,20151123,7,PCA,-7.878454219014291
84564,20151123,7,PM2.5,69.0
84570,20151123,8,PCA,-18.78501505405234
84570,20151123,8,PM2.5,56.0
84576,20151123,9,PCA,7.762137705951493
84576,20151123,9,PM2.5,94.0
84582,20151123,10,PCA,12.789317553558288
84582,20151123,10,PM2.5,101.0
84588,20151123,11,PCA,-14.329072909724147
84588,20151123,11,PM2.5,63.0
84594,20151123,12,PCA,-27.108245271683856
84594,20151123,12,PM2.5,48.0
84600,20151123,13,PCA,-31.045919756541778
84600,20151123,13,PM2.5,47.0
84606,20151123,14,PCA,-35.53273222126445
84606,20151123,14,PM2.5,44.0
84612,20151123,15,PCA,-43.26341136375115
84612,20151123,15,PM2.5,35.0
84618,20151123,16,PCA,-59.06023031033606
84618,20151123,16,PM2.5,17.0
84642,20151123,20,PCA,-35.29646347005624
84642,20151123,20,PM2.5,37.0
84648,20151123,21,PCA,-34.94247354260571
84648,20151123,21,PM2.5,33.0
84654,20151123,22,PCA,-41.53699697183572
84654,20151123,22,PM2.5,26.0
84660,20151123,23,PCA,-43.07373006197767
84660,20151123,23,PM2.5,25.0
