,date,hour,type,密云水库
70350,20150816,14,PCA,-18.837575044977363
70350,20150816,14,PM2.5,16.0
70356,20150816,15,PCA,6.968913270397022
70356,20150816,15,PM2.5,19.0
70362,20150816,16,PCA,31.512818892631913
70362,20150816,16,PM2.5,26.0
70368,20150816,17,PCA,45.807894513024486
70368,20150816,17,PM2.5,28.0
70374,20150816,18,PCA,58.76360556504948
70374,20150816,18,PM2.5,35.0
70380,20150816,19,PCA,61.47812405011239
70380,20150816,19,PM2.5,39.0
70386,20150816,20,PCA,68.82947722035316
70386,20150816,20,PM2.5,47.0
70392,20150816,21,PCA,35.06915338885461
70392,20150816,21,PM2.5,46.0
70398,20150816,22,PCA,-16.104947782800245
70398,20150816,22,PM2.5,30.0
70404,20150816,23,PCA,-15.630524992965244
70404,20150816,23,PM2.5,36.0
70410,20150817,0,PCA,-14.020815178829375
70410,20150817,0,PM2.5,39.0
70416,20150817,1,PCA,-8.336388850858597
70416,20150817,1,PM2.5,45.0
70422,20150817,2,PCA,-4.042627961424409
70422,20150817,2,PM2.5,53.0
70428,20150817,3,PCA,-3.187960837253055
70428,20150817,3,PM2.5,56.0
70434,20150817,4,PCA,-0.5460824747245462
70434,20150817,4,PM2.5,64.0
70440,20150817,5,PCA,-0.5669730966965201
70440,20150817,5,PM2.5,65.0
70446,20150817,6,PCA,-0.9474569501981294
70446,20150817,6,PM2.5,65.0
70452,20150817,7,PCA,-3.8680908453539784
70452,20150817,7,PM2.5,61.0
70458,20150817,8,PCA,-4.469961253688237
70458,20150817,8,PM2.5,60.0
70464,20150817,9,PCA,-0.9950112615201668
70464,20150817,9,PM2.5,63.0
70470,20150817,10,PCA,5.6568261301528935
70470,20150817,10,PM2.5,64.0
70494,20150817,14,PCA,24.963148042692477
70494,20150817,14,PM2.5,73.0
70500,20150817,15,PCA,20.937059406102545
70500,20150817,15,PM2.5,64.0
70506,20150817,16,PCA,29.427290070923807
70506,20150817,16,PM2.5,69.0
70512,20150817,17,PCA,37.77534952989928
70512,20150817,17,PM2.5,78.0
70518,20150817,18,PCA,40.789834791883884
70518,20150817,18,PM2.5,81.0
70524,20150817,19,PCA,47.444120503705406
70524,20150817,19,PM2.5,92.0
70530,20150817,20,PCA,73.2589182551425
70530,20150817,20,PM2.5,122.0
70536,20150817,21,PCA,54.12880596416509
70536,20150817,21,PM2.5,93.0
70542,20150817,22,PCA,28.74327561815596
70542,20150817,22,PM2.5,56.0
70548,20150817,23,PCA,27.352918217847304
70548,20150817,23,PM2.5,55.0
70554,20150818,0,PCA,21.63559514525982
70554,20150818,0,PM2.5,49.0
70560,20150818,1,PCA,16.404613415647432
70560,20150818,1,PM2.5,43.0
70566,20150818,2,PCA,7.7422575596511
70566,20150818,2,PM2.5,28.0
70572,20150818,3,PCA,6.203865818192449
70572,20150818,3,PM2.5,25.0
70578,20150818,4,PCA,1.793337658025741
70578,20150818,4,PM2.5,24.0
70584,20150818,5,PCA,-1.3488347416233701
70584,20150818,5,PM2.5,23.0
70590,20150818,6,PCA,-6.466391292544011
70590,20150818,6,PM2.5,17.0
70596,20150818,7,PCA,-9.21895582019901
70596,20150818,7,PM2.5,17.0
70602,20150818,8,PCA,-9.932369215880197
70602,20150818,8,PM2.5,19.0
70608,20150818,9,PCA,-11.44245459580922
70608,20150818,9,PM2.5,19.0
70614,20150818,10,PCA,-12.456832596683924
70614,20150818,10,PM2.5,18.0
70620,20150818,11,PCA,-11.613364610220641
70620,20150818,11,PM2.5,21.0
70626,20150818,12,PCA,-10.724815602950537
70626,20150818,12,PM2.5,24.0
70632,20150818,13,PCA,-8.620649199228124
70632,20150818,13,PM2.5,27.0
70638,20150818,14,PCA,15.433489178488246
70638,20150818,14,PM2.5,60.0
70644,20150818,15,PCA,28.711719352028425
70644,20150818,15,PM2.5,78.0
70650,20150818,16,PCA,29.434006303427655
70650,20150818,16,PM2.5,77.0
70656,20150818,17,PCA,32.99564040680111
70656,20150818,17,PM2.5,79.0
70662,20150818,18,PCA,1.4151542533065018
70662,20150818,18,PM2.5,32.0
70668,20150818,19,PCA,-9.956653746016887
70668,20150818,19,PM2.5,27.0
70674,20150818,20,PCA,-9.904256534462176
70674,20150818,20,PM2.5,38.0
70680,20150818,21,PCA,-14.34120886481369
70680,20150818,21,PM2.5,37.0
70686,20150818,22,PCA,-8.952607561070945
70686,20150818,22,PM2.5,47.0
70692,20150818,23,PCA,-18.911929438435735
70692,20150818,23,PM2.5,37.0
70698,20150819,0,PCA,-15.829698750210925
70698,20150819,0,PM2.5,45.0
70704,20150819,1,PCA,-19.48253277635251
70704,20150819,1,PM2.5,45.0
70710,20150819,2,PCA,-21.533690030971055
70710,20150819,2,PM2.5,42.0
70716,20150819,3,PCA,-17.510426336965782
70716,20150819,3,PM2.5,46.0
70722,20150819,4,PCA,-17.224811586942995
70722,20150819,4,PM2.5,45.0
70728,20150819,5,PCA,-24.239607749592444
70728,20150819,5,PM2.5,37.0
70734,20150819,6,PCA,-20.6032587682217
70734,20150819,6,PM2.5,42.0
70740,20150819,7,PCA,-21.591694135663587
70740,20150819,7,PM2.5,40.0
70746,20150819,8,PCA,-22.569840518469228
70746,20150819,8,PM2.5,38.0
70752,20150819,9,PCA,-13.832185877289456
70752,20150819,9,PM2.5,44.0
70758,20150819,10,PCA,-14.640164477128222
70758,20150819,10,PM2.5,37.0
70764,20150819,11,PCA,-12.548399803783113
70764,20150819,11,PM2.5,35.0
70770,20150819,12,PCA,-17.51263212341288
70770,20150819,12,PM2.5,24.0
70776,20150819,13,PCA,-12.464837315895224
70776,20150819,13,PM2.5,31.0
70782,20150819,14,PCA,-17.096052523840775
70782,20150819,14,PM2.5,25.0
70788,20150819,15,PCA,-18.973368570179694
70788,20150819,15,PM2.5,22.0
70794,20150819,16,PCA,0.7951626445026084
70794,20150819,16,PM2.5,52.0
70800,20150819,17,PCA,6.060445498345314
70800,20150819,17,PM2.5,63.0
70806,20150819,18,PCA,-24.50017532402011
70806,20150819,18,PM2.5,20.0
70812,20150819,19,PCA,-27.140101749541806
70812,20150819,19,PM2.5,17.0
70818,20150819,20,PCA,-30.61294785504246
70818,20150819,20,PM2.5,15.0
70824,20150819,21,PCA,-34.5721353035182
70824,20150819,21,PM2.5,13.0
70830,20150819,22,PCA,-42.20980273083552
70830,20150819,22,PM2.5,10.0
70836,20150819,23,PCA,-43.28943802104555
70836,20150819,23,PM2.5,10.0
70842,20150820,0,PCA,-42.49042263096505
70842,20150820,0,PM2.5,16.0
70848,20150820,1,PCA,-49.02343497750114
70848,20150820,1,PM2.5,8.0
70854,20150820,2,PCA,-44.96173213159269
70854,20150820,2,PM2.5,17.0
70860,20150820,3,PCA,-43.611052088560555
70860,20150820,3,PM2.5,21.0
70866,20150820,4,PCA,-47.006021204046775
70866,20150820,4,PM2.5,18.0
70872,20150820,5,PCA,-49.42526058178963
70872,20150820,5,PM2.5,20.0
70878,20150820,6,PCA,-49.53111807126311
70878,20150820,6,PM2.5,20.0
70884,20150820,7,PCA,-47.10360613174217
70884,20150820,7,PM2.5,27.0
70890,20150820,8,PCA,-50.716610850946616
70890,20150820,8,PM2.5,20.0
70896,20150820,9,PCA,-46.64867494977153
70896,20150820,9,PM2.5,26.0
70902,20150820,10,PCA,-47.46101327260575
70902,20150820,10,PM2.5,21.0
70908,20150820,11,PCA,-35.072932391273035
70908,20150820,11,PM2.5,34.0
70914,20150820,12,PCA,-12.1544609412642
70914,20150820,12,PM2.5,55.0
70920,20150820,13,PCA,-22.968997500193524
70920,20150820,13,PM2.5,42.0
70926,20150820,14,PCA,-31.467652676453486
70926,20150820,14,PM2.5,32.0
70932,20150820,15,PCA,-31.765121599460386
70932,20150820,15,PM2.5,28.0
70938,20150820,16,PCA,-32.953505342369766
70938,20150820,16,PM2.5,24.0
70944,20150820,17,PCA,-21.688329219288498
70944,20150820,17,PM2.5,30.0
70950,20150820,18,PCA,-25.26703281426263
70950,20150820,18,PM2.5,28.0
70956,20150820,19,PCA,-34.82427906861481
70956,20150820,19,PM2.5,23.0
70962,20150820,20,PCA,-52.039228190521094
70962,20150820,20,PM2.5,11.0
70968,20150820,21,PCA,-51.205451688321695
70968,20150820,21,PM2.5,15.0
70974,20150820,22,PCA,-56.520852728042414
70974,20150820,22,PM2.5,8.0
70980,20150820,23,PCA,-57.45284928483501
70980,20150820,23,PM2.5,6.0
70986,20150821,0,PCA,-55.08162420630275
70986,20150821,0,PM2.5,9.0
70992,20150821,1,PCA,-57.33178667126301
70992,20150821,1,PM2.5,8.0
70998,20150821,2,PCA,-60.17345609409237
70998,20150821,2,PM2.5,7.0
71004,20150821,3,PCA,-58.06430369955031
71004,20150821,3,PM2.5,11.0
71010,20150821,4,PCA,-61.69819904072673
71010,20150821,4,PM2.5,5.0
71016,20150821,5,PCA,-61.35894887377587
71016,20150821,5,PM2.5,7.0
71022,20150821,6,PCA,-61.64799328534409
71022,20150821,6,PM2.5,8.0
71028,20150821,7,PCA,-61.63278816124557
71028,20150821,7,PM2.5,10.0
71034,20150821,8,PCA,-61.85705682023043
71034,20150821,8,PM2.5,9.0
71040,20150821,9,PCA,-64.23989655258157
71040,20150821,9,PM2.5,4.0
71046,20150821,10,PCA,-63.83852207710799
71046,20150821,10,PM2.5,3.0
71052,20150821,11,PCA,-62.14181125446517
71052,20150821,11,PM2.5,6.0
71058,20150821,12,PCA,-55.422182324288926
71058,20150821,12,PM2.5,13.0
71064,20150821,13,PCA,-52.76136527679525
71064,20150821,13,PM2.5,15.0
71070,20150821,14,PCA,-55.45149745769959
71070,20150821,14,PM2.5,9.0
71076,20150821,15,PCA,-59.65794807379958
71076,20150821,15,PM2.5,6.0
71082,20150821,16,PCA,-59.98254067404511
71082,20150821,16,PM2.5,6.0
71088,20150821,17,PCA,-54.01740687644019
71088,20150821,17,PM2.5,13.0
71094,20150821,18,PCA,-55.450949900306405
71094,20150821,18,PM2.5,9.0
71100,20150821,19,PCA,-54.51326784564036
71100,20150821,19,PM2.5,8.0
71106,20150821,20,PCA,-61.71127359524152
71106,20150821,20,PM2.5,13.0
71112,20150821,21,PCA,-67.67577226594865
71112,20150821,21,PM2.5,13.0
71118,20150821,22,PCA,-74.94995681230237
71118,20150821,22,PM2.5,4.0
71124,20150821,23,PCA,-68.50471472698898
71124,20150821,23,PM2.5,14.0
71130,20150822,0,PCA,-69.8797150535385
71130,20150822,0,PM2.5,11.0
71136,20150822,1,PCA,-67.8708866002571
71136,20150822,1,PM2.5,16.0
71142,20150822,2,PCA,-71.17465579297514
71142,20150822,2,PM2.5,11.0
71148,20150822,3,PCA,-70.87095381470162
71148,20150822,3,PM2.5,12.0
71154,20150822,4,PCA,-72.91813385038157
71154,20150822,4,PM2.5,9.0
71160,20150822,5,PCA,-73.08043015050431
71160,20150822,5,PM2.5,9.0
71166,20150822,6,PCA,-72.69386519139668
71166,20150822,6,PM2.5,10.0
71172,20150822,7,PCA,-76.10692153513367
71172,20150822,7,PM2.5,5.0
71178,20150822,8,PCA,-77.20464405359442
71178,20150822,8,PM2.5,3.0
71184,20150822,9,PCA,-74.4079548761628
71184,20150822,9,PM2.5,5.0
71190,20150822,10,PCA,-71.17458255374555
71190,20150822,10,PM2.5,4.0
71196,20150822,11,PCA,-65.59321918060067
71196,20150822,11,PM2.5,3.0
71202,20150822,12,PCA,-59.77642526395218
71202,20150822,12,PM2.5,6.0
71208,20150822,13,PCA,-57.566401370756296
71208,20150822,13,PM2.5,9.0
71214,20150822,14,PCA,-58.51928854952089
71214,20150822,14,PM2.5,8.0
71220,20150822,15,PCA,-62.082787020396495
71220,20150822,15,PM2.5,8.0
71226,20150822,16,PCA,-60.4249753375454
71226,20150822,16,PM2.5,13.0
71232,20150822,17,PCA,-65.96744842997221
71232,20150822,17,PM2.5,8.0
71238,20150822,18,PCA,-66.41878914166315
71238,20150822,18,PM2.5,9.0
71244,20150822,19,PCA,-60.970406935230365
71244,20150822,19,PM2.5,12.0
71250,20150822,20,PCA,-63.468927682601276
71250,20150822,20,PM2.5,10.0
71256,20150822,21,PCA,-66.99338228261298
71256,20150822,21,PM2.5,10.0
71262,20150822,22,PCA,-68.24154692821239
71262,20150822,22,PM2.5,13.0
71268,20150822,23,PCA,-64.76097745881206
71268,20150822,23,PM2.5,14.0
71274,20150823,0,PCA,-56.977948683268814
71274,20150823,0,PM2.5,10.0
71280,20150823,1,PCA,-62.38189820169705
71280,20150823,1,PM2.5,6.0
71286,20150823,2,PCA,-67.49890596862518
71286,20150823,2,PM2.5,8.0
71292,20150823,3,PCA,-73.67590669483768
71292,20150823,3,PM2.5,5.0
71298,20150823,4,PCA,-73.27188077530349
71298,20150823,4,PM2.5,5.0
71304,20150823,5,PCA,-74.59114179825754
71304,20150823,5,PM2.5,6.0
71310,20150823,6,PCA,-72.7271486846723
71310,20150823,6,PM2.5,10.0
71316,20150823,7,PCA,-74.34598251730068
71316,20150823,7,PM2.5,6.0
71322,20150823,8,PCA,-72.94525030903175
71322,20150823,8,PM2.5,7.0
71328,20150823,9,PCA,-69.75941074907307
71328,20150823,9,PM2.5,12.0
71334,20150823,10,PCA,-69.86961701793282
71334,20150823,10,PM2.5,11.0
71340,20150823,11,PCA,-65.42434095155168
71340,20150823,11,PM2.5,16.0
71346,20150823,12,PCA,-56.89281057953848
71346,20150823,12,PM2.5,18.0
71352,20150823,13,PCA,-57.839464703036434
71352,20150823,13,PM2.5,14.0
71358,20150823,14,PCA,-60.97931298342105
71358,20150823,14,PM2.5,6.0
71364,20150823,15,PCA,-69.77035466329001
71364,20150823,15,PM2.5,4.0
71370,20150823,16,PCA,-67.38976354867847
71370,20150823,16,PM2.5,6.0
71376,20150823,17,PCA,-69.60805836316725
71376,20150823,17,PM2.5,4.0
71382,20150823,18,PCA,-70.39810168441586
71382,20150823,18,PM2.5,3.0
71388,20150823,19,PCA,-69.35392701337852
71388,20150823,19,PM2.5,9.0
71394,20150823,20,PCA,-71.59263091308722
71394,20150823,20,PM2.5,9.0
71400,20150823,21,PCA,-76.15766598883583
71400,20150823,21,PM2.5,6.0
71406,20150823,22,PCA,-76.32619534422524
71406,20150823,22,PM2.5,9.0
71412,20150823,23,PCA,-74.36398217604678
71412,20150823,23,PM2.5,11.0
71418,20150824,0,PCA,-75.33775997678335
71418,20150824,0,PM2.5,11.0
71424,20150824,1,PCA,-77.41651098220201
71424,20150824,1,PM2.5,7.0
71430,20150824,2,PCA,-72.61442301303435
71430,20150824,2,PM2.5,14.0
71436,20150824,3,PCA,-75.45219392735613
71436,20150824,3,PM2.5,10.0
71442,20150824,4,PCA,-77.03392324203296
71442,20150824,4,PM2.5,8.0
71448,20150824,5,PCA,-75.40768252892059
71448,20150824,5,PM2.5,12.0
71454,20150824,6,PCA,-76.18081244713584
71454,20150824,6,PM2.5,10.0
71460,20150824,7,PCA,-78.2279924828158
71460,20150824,7,PM2.5,7.0
71466,20150824,8,PCA,-74.47637826059336
71466,20150824,8,PM2.5,12.0
71472,20150824,9,PCA,-75.48500474295342
71472,20150824,9,PM2.5,7.0
71478,20150824,10,PCA,-74.41972147964228
71478,20150824,10,PM2.5,7.0
71484,20150824,11,PCA,-67.25717634921375
71484,20150824,11,PM2.5,8.0
71490,20150824,12,PCA,-61.018356854284974
71490,20150824,12,PM2.5,6.0
71496,20150824,13,PCA,-62.43724231144587
71496,20150824,13,PM2.5,4.0
71502,20150824,14,PCA,-58.34288224008597
71502,20150824,14,PM2.5,10.0
71508,20150824,15,PCA,-56.797248671479636
71508,20150824,15,PM2.5,11.0
71514,20150824,16,PCA,-56.634404813963684
71514,20150824,16,PM2.5,11.0
71520,20150824,17,PCA,-57.778268299363866
71520,20150824,17,PM2.5,13.0
71526,20150824,18,PCA,-62.118247639569155
71526,20150824,18,PM2.5,14.0
71532,20150824,19,PCA,-64.5630669493708
71532,20150824,19,PM2.5,14.0
71538,20150824,20,PCA,-65.03529828303375
71538,20150824,20,PM2.5,16.0
71544,20150824,21,PCA,-68.88239518676939
71544,20150824,21,PM2.5,11.0
71550,20150824,22,PCA,-67.30176098687893
71550,20150824,22,PM2.5,13.0
71556,20150824,23,PCA,-70.84725979900843
71556,20150824,23,PM2.5,8.0
71562,20150825,0,PCA,-72.13946316536503
71562,20150825,0,PM2.5,6.0
71568,20150825,1,PCA,-68.26329064738403
71568,20150825,1,PM2.5,12.0
71574,20150825,2,PCA,-70.21343167227653
71574,20150825,2,PM2.5,10.0
71580,20150825,3,PCA,-68.025393515839
71580,20150825,3,PM2.5,14.0
71586,20150825,4,PCA,-67.72114398017224
71586,20150825,4,PM2.5,15.0
71592,20150825,5,PCA,-69.88918882555792
71592,20150825,5,PM2.5,12.0
71598,20150825,6,PCA,-70.80064451390545
71598,20150825,6,PM2.5,11.0
71604,20150825,7,PCA,-68.95130896702555
71604,20150825,7,PM2.5,13.0
71610,20150825,8,PCA,-69.42073690696726
71610,20150825,8,PM2.5,12.0
71616,20150825,9,PCA,-69.01671098743307
71616,20150825,9,PM2.5,12.0
71622,20150825,10,PCA,-63.862906740781334
71622,20150825,10,PM2.5,15.0
71628,20150825,11,PCA,-67.00368012632286
71628,20150825,11,PM2.5,6.0
71634,20150825,12,PCA,-62.27479242117727
71634,20150825,12,PM2.5,10.0
71640,20150825,13,PCA,-63.383742844797965
71640,20150825,13,PM2.5,6.0
71646,20150825,14,PCA,-59.17674467130476
71646,20150825,14,PM2.5,9.0
71652,20150825,15,PCA,-57.92070307165984
71652,20150825,15,PM2.5,11.0
71658,20150825,16,PCA,-57.93536063836518
71658,20150825,16,PM2.5,9.0
71664,20150825,17,PCA,-58.40081135936829
71664,20150825,17,PM2.5,8.0
71670,20150825,18,PCA,-63.09415087583657
71670,20150825,18,PM2.5,5.0
71676,20150825,19,PCA,-54.42985730741307
71676,20150825,19,PM2.5,8.0
71682,20150825,20,PCA,-53.321454441185566
71682,20150825,20,PM2.5,12.0
71688,20150825,21,PCA,-57.73977198589314
71688,20150825,21,PM2.5,13.0
71694,20150825,22,PCA,-61.65772574781813
71694,20150825,22,PM2.5,9.0
71700,20150825,23,PCA,-67.64101115382978
71700,20150825,23,PM2.5,11.0
71706,20150826,0,PCA,-67.08661634638656
71706,20150826,0,PM2.5,13.0
71712,20150826,1,PCA,-68.7054501790149
71712,20150826,1,PM2.5,9.0
71718,20150826,2,PCA,-70.96224130697439
71718,20150826,2,PM2.5,7.0
71724,20150826,3,PCA,-70.41338004774401
71724,20150826,3,PM2.5,8.0
71730,20150826,4,PCA,-71.57587831878813
71730,20150826,4,PM2.5,8.0
71736,20150826,5,PCA,-71.10988004039183
71736,20150826,5,PM2.5,9.0
71742,20150826,6,PCA,-74.02708427400226
71742,20150826,6,PM2.5,5.0
71748,20150826,7,PCA,-72.14220053844508
71748,20150826,7,PM2.5,8.0
71754,20150826,8,PCA,-73.40221935702861
71754,20150826,8,PM2.5,6.0
71760,20150826,9,PCA,-65.74146985156723
71760,20150826,9,PM2.5,16.0
71766,20150826,10,PCA,-70.93565632805533
71766,20150826,10,PM2.5,7.0
71772,20150826,11,PCA,-64.83808892113152
71772,20150826,11,PM2.5,10.0
71778,20150826,12,PCA,-61.8234517094863
71778,20150826,12,PM2.5,9.0
71784,20150826,13,PCA,-62.48051386402284
71784,20150826,13,PM2.5,4.0
71790,20150826,14,PCA,-59.19140223801011
71790,20150826,14,PM2.5,7.0
71796,20150826,15,PCA,-57.35049120256894
71796,20150826,15,PM2.5,4.0
71802,20150826,16,PCA,-53.4184274313318
71802,20150826,16,PM2.5,10.0
71808,20150826,17,PCA,-56.108559612236135
71808,20150826,17,PM2.5,4.0
71814,20150826,18,PCA,-61.062175964255154
71814,20150826,18,PM2.5,6.0
71820,20150826,19,PCA,-61.67581297606887
71820,20150826,19,PM2.5,7.0
71826,20150826,20,PCA,-64.48426875697994
71826,20150826,20,PM2.5,7.0
71832,20150826,21,PCA,-65.9475869021454
71832,20150826,21,PM2.5,6.0
71838,20150826,22,PCA,-63.679567869026
71838,20150826,22,PM2.5,10.0
71844,20150826,23,PCA,-69.02645230898077
71844,20150826,23,PM2.5,9.0
71850,20150827,0,PCA,-70.81381549699853
71850,20150827,0,PM2.5,8.0
71856,20150827,1,PCA,-72.46265511101774
71856,20150827,1,PM2.5,8.0
71862,20150827,2,PCA,-72.24291122836465
71862,20150827,2,PM2.5,9.0
71868,20150827,3,PCA,-71.62927421655094
71868,20150827,3,PM2.5,8.0
71874,20150827,4,PCA,-75.78841004049414
71874,20150827,4,PM2.5,4.0
71880,20150827,5,PCA,-76.8207305385474
71880,20150827,5,PM2.5,3.0
71886,20150827,6,PCA,-72.05644659438512
71886,20150827,6,PM2.5,12.0
71892,20150827,7,PCA,-73.64105801321418
71892,20150827,7,PM2.5,10.0
71898,20150827,8,PCA,-77.26941980617774
71898,20150827,8,PM2.5,5.0
71904,20150827,9,PCA,-77.92413855488165
71904,20150827,9,PM2.5,4.0
71910,20150827,10,PCA,-73.72322148699446
71910,20150827,10,PM2.5,6.0
71916,20150827,11,PCA,-68.49910793954653
71916,20150827,11,PM2.5,8.0
71922,20150827,12,PCA,-66.49590060398262
71922,20150827,12,PM2.5,5.0
71928,20150827,13,PCA,-64.01203742331703
71928,20150827,13,PM2.5,5.0
71934,20150827,14,PCA,-62.30410755458792
71934,20150827,14,PM2.5,6.0
71940,20150827,15,PCA,-59.79038168311849
71940,20150827,15,PM2.5,10.0
71946,20150827,16,PCA,-62.76955827559105
71946,20150827,16,PM2.5,5.0
71952,20150827,17,PCA,-58.41546892607362
71952,20150827,17,PM2.5,6.0
71958,20150827,18,PCA,-58.028903966966
71958,20150827,18,PM2.5,7.0
71964,20150827,19,PCA,-60.97876542602788
71964,20150827,19,PM2.5,6.0
71970,20150827,20,PCA,-66.12399321158031
71970,20150827,20,PM2.5,4.0
71976,20150827,21,PCA,-68.67263214482922
71976,20150827,21,PM2.5,6.0
71982,20150827,22,PCA,-70.34914299348021
71982,20150827,22,PM2.5,10.0
71988,20150827,23,PCA,-70.2668275700393
71988,20150827,23,PM2.5,10.0
71994,20150828,0,PCA,-73.50862440389527
71994,20150828,0,PM2.5,6.0
72000,20150828,1,PCA,-72.02776658787225
72000,20150828,1,PM2.5,9.0
72006,20150828,2,PCA,-75.70344317299264
72006,20150828,2,PM2.5,5.0
72012,20150828,3,PCA,-72.31969310359268
72012,20150828,3,PM2.5,10.0
72018,20150828,4,PCA,-73.53520052374068
72018,20150828,4,PM2.5,10.0
72024,20150828,5,PCA,-73.4293430342672
72024,20150828,5,PM2.5,10.0
72030,20150828,6,PCA,-76.73311222698526
72030,20150828,6,PM2.5,5.0
72036,20150828,7,PCA,-74.2402769774878
72036,20150828,7,PM2.5,10.0
72042,20150828,8,PCA,-73.89479375527033
72042,20150828,8,PM2.5,9.0
72048,20150828,9,PCA,-76.17232355554118
72048,20150828,9,PM2.5,4.0
72054,20150828,10,PCA,-71.7115896399918
72054,20150828,10,PM2.5,8.0
72060,20150828,11,PCA,-69.75569709658468
72060,20150828,11,PM2.5,6.0
72066,20150828,12,PCA,-63.05017817572056
72066,20150828,12,PM2.5,11.0
72072,20150828,13,PCA,-63.07949330913123
72072,20150828,13,PM2.5,7.0
72078,20150828,14,PCA,-62.9318545757138
72078,20150828,14,PM2.5,5.0
72084,20150828,15,PCA,-62.303559997194746
72084,20150828,15,PM2.5,6.0
72090,20150828,16,PCA,-59.17674467130476
72090,20150828,16,PM2.5,9.0
72096,20150828,17,PCA,-61.49831155184758
72096,20150828,17,PM2.5,9.0
72102,20150828,18,PCA,-58.48024467865696
72102,20150828,18,PM2.5,8.0
72108,20150828,19,PCA,-53.71869974805993
72108,20150828,19,PM2.5,9.0
72114,20150828,20,PCA,-52.62495444853775
72114,20150828,20,PM2.5,11.0
72120,20150828,21,PCA,-50.55859206982069
72120,20150828,21,PM2.5,16.0
72126,20150828,22,PCA,-42.43473524918887
72126,20150828,22,PM2.5,23.0
72132,20150828,23,PCA,-51.190863867278345
72132,20150828,23,PM2.5,15.0
72138,20150829,0,PCA,-56.28542590955959
72138,20150829,0,PM2.5,9.0
72144,20150829,1,PCA,-55.68589890705802
72144,20150829,1,PM2.5,6.0
72150,20150829,2,PCA,-60.80235911659297
72150,20150829,2,PM2.5,8.0
72156,20150829,3,PCA,-63.20125542975703
72156,20150829,3,PM2.5,9.0
72162,20150829,4,PCA,-62.835581092621375
72162,20150829,4,PM2.5,11.0
72168,20150829,5,PCA,-66.15435760557168
72168,20150829,5,PM2.5,6.0
72174,20150829,6,PCA,-68.03959109465576
72174,20150829,6,PM2.5,5.0
72180,20150829,7,PCA,-68.22223045935732
72180,20150829,7,PM2.5,6.0
72186,20150829,8,PCA,-67.45307776008066
72186,20150829,8,PM2.5,8.0
72192,20150829,9,PCA,-67.51450256154958
72192,20150829,9,PM2.5,7.0
72198,20150829,10,PCA,-62.34604074819249
72198,20150829,10,PM2.5,12.0
72204,20150829,11,PCA,-62.07929133820988
72204,20150829,11,PM2.5,7.0
72210,20150829,12,PCA,-46.75679364107906
72210,20150829,12,PM2.5,16.0
72216,20150829,13,PCA,-42.211180427532845
72216,20150829,13,PM2.5,14.0
72222,20150829,14,PCA,-36.79147822761289
