,date,hour,type,密云水库
165000,20170701,22,PM2.5,92.0
165006,20170701,23,PCA,96.95937255887162
165006,20170701,23,PM2.5,97.0
165012,20170709,0,PCA,-24.98096518924432
165012,20170709,0,PM2.5,23.0
165018,20170709,1,PCA,-30.190421169986905
165018,20170709,1,PM2.5,23.0
165024,20170709,2,PCA,-33.14028262904879
165024,20170709,2,PM2.5,22.0
165030,20170709,3,PCA,-26.722799347871852
165030,20170709,3,PM2.5,29.0
165036,20170709,4,PCA,-41.79046618816013
165036,20170709,4,PM2.5,21.0
165042,20170709,5,PCA,-36.50360217006065
165042,20170709,5,PM2.5,26.0
165048,20170709,6,PCA,-41.81213502761691
165048,20170709,6,PM2.5,23.0
165054,20170709,7,PCA,-39.264195601421804
165054,20170709,7,PM2.5,25.0
165060,20170709,8,PCA,-34.11741148659514
165060,20170709,8,PM2.5,28.0
165066,20170709,21,PCA,75.57686536855172
165066,20170709,21,PM2.5,59.0
165072,20170709,22,PCA,93.59637765333103
165072,20170709,22,PM2.5,95.0
165078,20170709,23,PCA,155.69297316079312
165078,20170709,23,PM2.5,137.0
165084,20170710,0,PCA,158.78531881554875
165084,20170710,0,PM2.5,142.0
165090,20170710,1,PCA,-5.9764792469908885
165090,20170710,1,PM2.5,39.0
165096,20170710,2,PCA,-23.33056038687725
165096,20170710,2,PM2.5,28.0
165102,20170710,3,PCA,-24.26878999893649
165102,20170710,3,PM2.5,29.0
165108,20170710,4,PCA,-28.1896258650137
165108,20170710,4,PM2.5,25.0
165114,20170710,5,PCA,-36.1866470046954
165114,20170710,5,PM2.5,24.0
165120,20170710,6,PCA,-42.41096252306469
165120,20170710,6,PM2.5,22.0
165126,20170710,7,PCA,-42.12191811149647
165126,20170710,7,PM2.5,21.0
165132,20170710,8,PCA,-23.828051030276637
165132,20170710,8,PM2.5,32.0
165138,20170710,9,PCA,-22.44128410024765
165138,20170710,9,PM2.5,33.0
165144,20170710,10,PCA,-17.98328033918991
165144,20170710,10,PM2.5,33.0
165150,20170710,11,PCA,-21.575941993815572
165150,20170710,11,PM2.5,25.0
165156,20170710,12,PCA,-16.838717346735933
165156,20170710,12,PM2.5,27.0
165162,20170710,13,PCA,-18.19282705131348
165162,20170710,13,PM2.5,23.0
165168,20170710,14,PCA,-29.992360457065644
165168,20170710,14,PM2.5,12.0
165174,20170710,15,PCA,-27.598053300389324
165174,20170710,15,PM2.5,22.0
165180,20170710,16,PCA,-38.39738473522013
165180,20170710,16,PM2.5,11.0
165186,20170710,17,PCA,-34.907086528366555
165186,20170710,17,PM2.5,8.0
165192,20170710,18,PCA,-23.971344265278262
165192,20170710,18,PM2.5,15.0
165198,20170710,19,PCA,-21.929311029152213
165198,20170710,19,PM2.5,17.0
165204,20170710,20,PCA,-21.025473604395565
165204,20170710,20,PM2.5,13.0
165210,20170710,21,PCA,-20.30457472349474
165210,20170710,21,PM2.5,17.0
165216,20170710,22,PCA,-46.885028230441364
165216,20170710,22,PM2.5,15.0
165222,20170710,23,PCA,-49.38354897781229
165222,20170710,23,PM2.5,13.0
165228,20170711,0,PCA,-48.31162436171213
165228,20170711,0,PM2.5,18.0
165234,20170711,1,PCA,-47.76276310248173
165234,20170711,1,PM2.5,19.0
165240,20170711,2,PCA,-39.20363648124695
165240,20170711,2,PM2.5,17.0
165246,20170711,3,PCA,-37.90237511703901
165246,20170711,3,PM2.5,21.0
165252,20170711,4,PCA,-52.084894733601516
165252,20170711,4,PM2.5,19.0
165258,20170711,5,PCA,-34.107670059352074
165258,20170711,5,PM2.5,28.0
165264,20170711,6,PCA,-41.14767485166999
165264,20170711,6,PM2.5,24.0
165270,20170711,7,PCA,-55.08619293483098
165270,20170711,7,PM2.5,17.0
165276,20170711,8,PCA,-52.30260499483046
165276,20170711,8,PM2.5,18.0
165282,20170711,9,PCA,-39.45900603640902
165282,20170711,9,PM2.5,20.0
165288,20170711,10,PCA,-29.761144905485292
165288,20170711,10,PM2.5,20.0
165294,20170711,11,PCA,-23.938205503074826
165294,20170711,11,PM2.5,13.0
165300,20170711,12,PCA,-7.387510939454931
165300,20170711,12,PM2.5,24.0
165306,20170711,13,PCA,-19.679532814429407
165306,20170711,13,PM2.5,13.0
165312,20170711,14,PCA,8.174201557266128
165312,20170711,14,PM2.5,18.0
165318,20170711,15,PCA,20.273671332002884
165318,20170711,15,PM2.5,16.0
165324,20170711,16,PCA,0.8906132775934981
165324,20170711,16,PM2.5,30.0
165330,20170711,17,PCA,40.567326692495485
165330,20170711,17,PM2.5,35.0
165336,20170711,18,PCA,53.67545171704415
165336,20170711,18,PM2.5,40.0
165342,20170711,19,PCA,55.012109320268785
165342,20170711,19,PM2.5,49.0
165348,20170711,20,PCA,39.591629003174454
165348,20170711,20,PM2.5,52.0
165354,20170711,21,PCA,64.68152438574175
165354,20170711,21,PM2.5,71.0
165360,20170711,22,PCA,80.39214337125442
165360,20170711,22,PM2.5,82.0
165366,20170711,23,PCA,77.80444438378416
165366,20170711,23,PM2.5,89.0
165372,20170712,0,PCA,83.81969636726711
165372,20170712,0,PM2.5,92.0
165378,20170712,1,PCA,93.22079344774372
165378,20170712,1,PM2.5,97.0
165384,20170712,2,PCA,99.83377781188804
165384,20170712,2,PM2.5,101.0
165390,20170712,3,PCA,98.69980759769615
165390,20170712,3,PM2.5,102.0
165396,20170712,4,PCA,106.96903835064835
165396,20170712,4,PM2.5,109.0
165402,20170712,5,PCA,99.7089726726804
165402,20170712,5,PM2.5,106.0
165408,20170712,6,PCA,87.13164158748958
165408,20170712,6,PM2.5,98.0
165414,20170712,7,PCA,62.224790142125414
165414,20170712,7,PM2.5,83.0
165420,20170712,8,PCA,74.39809530778203
165420,20170712,8,PM2.5,91.0
165426,20170712,9,PCA,53.74235782661404
165426,20170712,9,PM2.5,77.0
165432,20170712,10,PCA,32.81082912096956
165432,20170712,10,PM2.5,61.0
165438,20170712,11,PCA,41.83375370535496
165438,20170712,11,PM2.5,48.0
165444,20170712,12,PCA,56.30074212472395
165444,20170712,12,PM2.5,49.0
165450,20170712,13,PCA,65.09428165850765
165450,20170712,13,PM2.5,46.0
165456,20170712,14,PCA,86.55220958962043
165456,20170712,14,PM2.5,61.0
165462,20170712,15,PCA,93.97986395627348
165462,20170712,15,PM2.5,52.0
165468,20170712,16,PCA,77.0946521496311
165468,20170712,16,PM2.5,48.0
165474,20170712,17,PCA,80.67287420785323
165474,20170712,17,PM2.5,49.0
165480,20170712,18,PCA,76.51717690452905
165480,20170712,18,PM2.5,49.0
165486,20170712,19,PCA,86.02500612054226
165486,20170712,19,PM2.5,64.0
165492,20170712,20,PCA,83.05714500273427
165492,20170712,20,PM2.5,68.0
165498,20170712,21,PCA,78.73805628450094
165498,20170712,21,PM2.5,68.0
165504,20170712,22,PCA,71.41128610629153
165504,20170712,22,PM2.5,80.0
165510,20170712,23,PCA,69.2805435827237
165510,20170712,23,PM2.5,81.0
165516,20170713,0,PCA,63.65053078347043
165516,20170713,0,PM2.5,80.0
165522,20170713,1,PCA,50.5346273179901
165522,20170713,1,PM2.5,74.0
165528,20170713,2,PCA,48.82919044467083
165528,20170713,2,PM2.5,73.5
165534,20170713,3,PCA,47.12375357135156
165534,20170713,3,PM2.5,73.0
165540,20170713,4,PCA,36.99115586694299
165540,20170713,4,PM2.5,68.0
165546,20170713,5,PCA,27.246518642182025
165546,20170713,5,PM2.5,65.0
165552,20170713,6,PCA,26.11940775108097
165552,20170713,6,PM2.5,66.0
165558,20170713,7,PCA,13.876180033287106
165558,20170713,7,PM2.5,59.0
165564,20170713,8,PCA,9.045025308947707
165564,20170713,8,PM2.5,55.0
165570,20170713,9,PCA,15.455570662298198
165570,20170713,9,PM2.5,56.0
165576,20170713,10,PCA,25.833875205056795
165576,20170713,10,PM2.5,61.0
165582,20170713,11,PCA,28.83331615167713
165582,20170713,11,PM2.5,62.0
165588,20170713,12,PCA,38.83738850252055
165588,20170713,12,PM2.5,66.0
165618,20170713,17,PCA,38.3808964082468
165618,20170713,17,PM2.5,50.0
165624,20170713,18,PCA,26.179669545183923
165624,20170713,18,PM2.5,46.0
165630,20170713,19,PCA,19.91575165494834
165630,20170713,19,PM2.5,47.0
165636,20170713,20,PCA,22.02077488089119
165636,20170713,20,PM2.5,55.0
165642,20170713,21,PCA,12.487782889415202
165642,20170713,21,PM2.5,50.0
165648,20170713,22,PCA,28.31812985454825
165648,20170713,22,PM2.5,60.0
165654,20170713,23,PCA,24.8721857309636
165654,20170713,23,PM2.5,56.0
165660,20170714,0,PCA,23.032591505631398
165660,20170714,0,PM2.5,57.0
165666,20170714,1,PCA,2.870054584833946
165666,20170714,1,PM2.5,46.0
165672,20170714,2,PCA,-24.503760968437454
165672,20170714,2,PM2.5,16.0
165678,20170714,3,PCA,-22.119586602134692
165678,20170714,3,PM2.5,24.0
165684,20170714,4,PCA,-24.520586801966186
165684,20170714,4,PM2.5,24.0
165690,20170714,5,PCA,-36.2197175560267
165690,20170714,5,PM2.5,15.0
165696,20170714,6,PCA,-38.30235821087932
165696,20170714,6,PM2.5,18.0
165702,20170714,7,PCA,-34.270918383674235
165702,20170714,7,PM2.5,20.0
165708,20170714,8,PCA,-44.259997558495584
165708,20170714,8,PM2.5,18.0
165714,20170714,9,PCA,-40.541062110588044
165714,20170714,9,PM2.5,18.0
165720,20170714,10,PCA,-33.25519853025949
165720,20170714,10,PM2.5,18.0
165726,20170714,11,PCA,-24.550449492770046
165726,20170714,11,PM2.5,20.0
165732,20170714,12,PCA,-22.517927023795433
165732,20170714,12,PM2.5,21.0
165738,20170714,13,PCA,-16.672539029653535
165738,20170714,13,PM2.5,24.0
165744,20170714,14,PCA,-22.19216956310156
165744,20170714,14,PM2.5,23.0
165750,20170714,15,PCA,-29.736275837975406
165750,20170714,15,PM2.5,27.0
165756,20170714,16,PCA,-18.952476615913024
165756,20170714,16,PM2.5,26.0
165762,20170714,17,PCA,-2.889506226018391
165762,20170714,17,PM2.5,40.0
165768,20170714,18,PCA,4.847546116340517
165768,20170714,18,PM2.5,43.0
165774,20170714,19,PCA,-6.503210452276643
165774,20170714,19,PM2.5,37.0
165780,20170714,20,PCA,-5.744038593712911
165780,20170714,20,PM2.5,33.0
165786,20170714,21,PCA,13.496266458804245
165786,20170714,21,PM2.5,11.0
165792,20170714,22,PCA,-3.2839891523628677
165792,20170714,22,PM2.5,11.0
165798,20170714,23,PCA,-19.93117602731326
165798,20170714,23,PM2.5,14.0
165804,20170715,0,PCA,-28.485395368159402
165804,20170715,0,PM2.5,14.0
165810,20170715,1,PCA,-40.68044261250241
165810,20170715,1,PM2.5,15.0
165816,20170715,2,PCA,-47.857557740131625
165816,20170715,2,PM2.5,19.0
165822,20170715,3,PCA,-40.8339187934539
165822,20170715,3,PM2.5,24.0
165828,20170715,4,PCA,-54.788506041522254
165828,20170715,4,PM2.5,16.0
165834,20170715,5,PCA,-56.68648215543691
165834,20170715,5,PM2.5,16.0
165840,20170715,6,PCA,-58.350592914195836
165840,20170715,6,PM2.5,15.0
165846,20170715,7,PCA,-58.32759840555644
165846,20170715,7,PM2.5,15.0
165852,20170715,8,PCA,-56.83047551930235
165852,20170715,8,PM2.5,16.0
165858,20170715,9,PCA,-45.98924192061406
165858,20170715,9,PM2.5,22.0
165864,20170715,10,PCA,-52.26060588628009
165864,20170715,10,PM2.5,14.0
165870,20170715,11,PCA,-48.843959072263445
165870,20170715,11,PM2.5,19.0
165876,20170715,12,PCA,-37.164480734801565
165876,20170715,12,PM2.5,21.0
165882,20170715,13,PCA,-28.20581995831044
165882,20170715,13,PM2.5,23.0
165888,20170715,14,PCA,-29.40295615926465
165888,20170715,14,PM2.5,19.0
165894,20170715,15,PCA,-16.840282640779183
165894,20170715,15,PM2.5,25.0
165900,20170715,16,PCA,-20.228231624440316
165900,20170715,16,PM2.5,22.0
165906,20170715,17,PCA,-0.7300850282324126
165906,20170715,17,PM2.5,31.0
165912,20170715,18,PCA,-7.611135612468332
165912,20170715,18,PM2.5,34.0
165918,20170715,19,PCA,-7.617368667734968
165918,20170715,19,PM2.5,37.0
165924,20170715,20,PCA,-4.277512588020044
165924,20170715,20,PM2.5,39.0
165930,20170715,21,PCA,-1.5651729750347543
165930,20170715,21,PM2.5,42.0
165936,20170715,22,PCA,-0.7175259826884819
165936,20170715,22,PM2.5,45.0
165942,20170715,23,PCA,-6.46812358378257
165942,20170715,23,PM2.5,40.0
165948,20170716,0,PCA,-13.504090376268914
165948,20170716,0,PM2.5,37.0
165954,20170716,1,PCA,-30.48905865840056
165954,20170716,1,PM2.5,32.0
165960,20170716,2,PCA,-21.578827697230807
165960,20170716,2,PM2.5,37.0
165966,20170716,3,PCA,-29.681006819332186
165966,20170716,3,PM2.5,32.0
165972,20170716,4,PCA,-24.775952323916943
165972,20170716,4,PM2.5,35.0
165978,20170716,5,PCA,-32.87813144601833
165978,20170716,5,PM2.5,30.0
165984,20170716,6,PCA,-35.99028920520298
165984,20170716,6,PM2.5,29.0
165990,20170716,7,PCA,-35.99028920520298
165990,20170716,7,PM2.5,29.0
165996,20170716,8,PCA,-14.4789544327182
165996,20170716,8,PM2.5,41.0
166002,20170716,9,PCA,-10.003802469628768
166002,20170716,9,PM2.5,44.0
166008,20170716,10,PCA,-8.960332671151221
166008,20170716,10,PM2.5,41.0
166014,20170716,11,PCA,-14.141178391042954
166014,20170716,11,PM2.5,36.0
166020,20170716,12,PCA,-21.305127901085093
166020,20170716,12,PM2.5,30.0
166026,20170716,13,PCA,8.612565783505808
166026,20170716,13,PM2.5,46.0
166032,20170716,14,PCA,50.327308461964776
166032,20170716,14,PM2.5,70.0
166038,20170716,15,PCA,58.99726761988349
166038,20170716,15,PM2.5,72.0
166044,20170716,16,PCA,64.86144234932995
166044,20170716,16,PM2.5,73.0
166050,20170716,17,PCA,83.86935795312881
166050,20170716,17,PM2.5,89.0
166056,20170716,18,PCA,60.29704240047916
166056,20170716,18,PM2.5,77.0
166062,20170716,19,PCA,47.565052450045876
166062,20170716,19,PM2.5,71.0
166068,20170716,20,PCA,46.34455903907823
166068,20170716,20,PM2.5,70.0
166074,20170716,21,PCA,64.3687160014276
166074,20170716,21,PM2.5,80.0
166080,20170716,22,PCA,72.24631370614924
166080,20170716,22,PM2.5,88.0
166086,20170716,23,PCA,84.93448827163316
166086,20170716,23,PM2.5,97.0
166092,20170717,0,PCA,46.63585579340686
166092,20170717,0,PM2.5,75.0
166098,20170717,1,PCA,23.299736311955833
166098,20170717,1,PM2.5,62.0
166104,20170717,2,PCA,2.163421590421828
166104,20170717,2,PM2.5,51.0
166110,20170717,3,PCA,-7.8654225111806815
166110,20170717,3,PM2.5,45.0
166116,20170717,4,PCA,-10.490691369997046
166116,20170717,4,PM2.5,44.0
166122,20170717,5,PCA,-11.122728262761012
166122,20170717,5,PM2.5,44.0
166128,20170717,6,PCA,-18.46776080823046
166128,20170717,6,PM2.5,40.0
166134,20170717,7,PCA,-17.22372533123025
166134,20170717,7,PM2.5,41.0
166140,20170717,8,PCA,-7.117551797006486
166140,20170717,8,PM2.5,46.0
166146,20170717,9,PCA,-15.143159795593213
166146,20170717,9,PM2.5,39.0
166152,20170717,10,PCA,-0.6676257671122962
166152,20170717,10,PM2.5,46.0
166158,20170717,11,PCA,23.83675236297113
166158,20170717,11,PM2.5,59.0
166164,20170717,12,PCA,20.551004377862608
166164,20170717,12,PM2.5,57.0
166170,20170717,13,PCA,45.63731650873865
166170,20170717,13,PM2.5,70.0
166176,20170717,14,PCA,73.48031501158512
166176,20170717,14,PM2.5,88.0
166182,20170717,15,PCA,82.93396375169856
166182,20170717,15,PM2.5,95.0
166188,20170717,16,PCA,73.80001168893709
166188,20170717,16,PM2.5,89.0
166194,20170717,17,PCA,95.3710964970661
166194,20170717,17,PM2.5,101.0
166212,20170717,20,PCA,75.24671735640406
166212,20170717,20,PM2.5,91.0
166218,20170717,21,PCA,101.5197416848627
166218,20170717,21,PM2.5,109.0
166224,20170717,22,PCA,107.48985250851821
166224,20170717,22,PM2.5,116.0
166230,20170717,23,PCA,99.20057526602471
166230,20170717,23,PM2.5,111.0
166236,20170718,0,PCA,79.27423441642587
166236,20170718,0,PM2.5,99.0
166242,20170718,1,PCA,80.93468868426395
166242,20170718,1,PM2.5,101.0
166248,20170718,2,PCA,85.28238416978047
166248,20170718,2,PM2.5,105.0
166254,20170718,3,PCA,78.31175437220661
166254,20170718,3,PM2.5,100.0
166260,20170718,4,PCA,75.95331352810845
166260,20170718,4,PM2.5,100.0
166266,20170718,5,PCA,71.566558094066
166266,20170718,5,PM2.5,98.0
166272,20170718,6,PCA,70.18322082558241
166272,20170718,6,PM2.5,97.0
166278,20170718,7,PCA,65.51989594957861
166278,20170718,7,PM2.5,94.0
166284,20170718,8,PCA,59.3848372760443
166284,20170718,8,PM2.5,89.0
166290,20170718,9,PCA,62.87404922718515
166290,20170718,9,PM2.5,90.0
166296,20170718,10,PCA,55.13420070969342
166296,20170718,10,PM2.5,84.0
166302,20170718,11,PCA,33.705814847062136
166302,20170718,11,PM2.5,69.0
166308,20170718,12,PCA,27.823783549456564
166308,20170718,12,PM2.5,65.0
166314,20170718,13,PCA,15.720208447443689
166314,20170718,13,PM2.5,57.0
166320,20170718,14,PCA,-9.435837472096882
166320,20170718,14,PM2.5,41.0
166326,20170718,15,PCA,-11.906447465670741
166326,20170718,15,PM2.5,38.0
166332,20170718,16,PCA,-4.637378866883504
166332,20170718,16,PM2.5,41.0
166446,20170719,11,PCA,47.48451155763417
166446,20170719,11,PM2.5,79.0
166452,20170719,12,PCA,61.920454157857975
166452,20170719,12,PM2.5,86.0
166458,20170719,13,PCA,57.65694742805351
166458,20170719,13,PM2.5,81.0
166464,20170719,14,PCA,39.085185235689764
166464,20170719,14,PM2.5,67.0
166470,20170719,15,PCA,31.894811555462827
166470,20170719,15,PM2.5,61.0
166476,20170719,16,PCA,37.99237896238665
166476,20170719,16,PM2.5,64.0
166482,20170719,17,PCA,19.48032432778796
166482,20170719,17,PM2.5,53.0
166488,20170719,18,PCA,5.020609107135339
166488,20170719,18,PM2.5,44.0
166494,20170719,19,PCA,11.095799308474946
166494,20170719,19,PM2.5,49.0
166500,20170719,20,PCA,19.835783776246824
166500,20170719,20,PM2.5,56.0
166506,20170719,21,PCA,46.807115408983236
166506,20170719,21,PM2.5,73.0
166512,20170719,22,PCA,55.69550495058094
166512,20170719,22,PM2.5,79.0
166518,20170719,23,PCA,70.98252420469643
166518,20170719,23,PM2.5,89.0
166524,20170720,0,PCA,68.43801444004674
166524,20170720,0,PM2.5,87.0
166530,20170720,1,PCA,69.24811219150158
166530,20170720,1,PM2.5,87.0
166536,20170720,2,PCA,69.92792933551226
166536,20170720,2,PM2.5,89.0
166542,20170720,3,PCA,57.521079542717644
166542,20170720,3,PM2.5,83.0
166548,20170720,4,PCA,65.67969747546829
166548,20170720,4,PM2.5,88.0
166554,20170720,5,PCA,53.54310535893735
166554,20170720,5,PM2.5,83.0
166560,20170720,6,PCA,61.69624771775615
166560,20170720,6,PM2.5,88.0
166566,20170720,7,PCA,65.8782172416045
166566,20170720,7,PM2.5,92.0
166572,20170720,8,PCA,71.83648285704497
166572,20170720,8,PM2.5,95.0
166578,20170720,9,PCA,66.3584195046926
166578,20170720,9,PM2.5,90.0
166584,20170720,10,PCA,61.11848342439562
166584,20170720,10,PM2.5,87.0
166590,20170720,11,PCA,72.55746394194442
166590,20170720,11,PM2.5,93.0
166596,20170720,12,PCA,71.79688770376707
166596,20170720,12,PM2.5,92.0
166602,20170720,13,PCA,68.52743175013818
166602,20170720,13,PM2.5,88.5
166608,20170720,14,PCA,65.25797579650923
166608,20170720,14,PM2.5,85.0
166614,20170720,15,PCA,85.90956347862337
166614,20170720,15,PM2.5,98.0
166620,20170720,16,PCA,87.12844258603579
166620,20170720,16,PM2.5,97.0
166626,20170720,17,PCA,90.544302323494
166626,20170720,17,PM2.5,99.0
166632,20170720,18,PCA,79.14186227495557
166632,20170720,18,PM2.5,95.0
166638,20170720,19,PCA,105.91628844511095
166638,20170720,19,PM2.5,110.0
166644,20170720,20,PCA,103.48948137814983
166644,20170720,20,PM2.5,112.0
166650,20170720,21,PCA,29.314440843740957
166650,20170720,21,PM2.5,62.0
166656,20170720,22,PCA,-10.697568708521969
166656,20170720,22,PM2.5,37.0
166662,20170720,23,PCA,-9.914615264760405
166662,20170720,23,PM2.5,36.0
166668,20170721,0,PCA,-13.976230541164211
166668,20170721,0,PM2.5,34.0
166674,20170721,1,PCA,-12.266196785767699
166674,20170721,1,PM2.5,36.0
166680,20170721,2,PCA,-12.756515347681386
166680,20170721,2,PM2.5,36.0
166686,20170721,3,PCA,-15.597089655724371
166686,20170721,3,PM2.5,35.0
166692,20170721,4,PCA,-20.480636226112466
166692,20170721,4,PM2.5,33.0
166698,20170721,5,PCA,-15.566457712204725
166698,20170721,5,PM2.5,37.0
166704,20170721,6,PCA,-12.11653636968148
166704,20170721,6,PM2.5,41.0
166710,20170721,7,PCA,-55.43636557283069
166710,20170721,7,PM2.5,18.0
166716,20170721,8,PCA,-42.94233504956282
166716,20170721,8,PM2.5,26.0
166722,20170721,9,PCA,-51.05326662970905
166722,20170721,9,PM2.5,21.0
166728,20170721,10,PCA,-63.10529121149184
166728,20170721,10,PM2.5,10.0
166734,20170721,11,PCA,-59.47756454542609
166734,20170721,11,PM2.5,8.0
166740,20170721,12,PCA,-63.29745020241847
166740,20170721,12,PM2.5,6.0
166746,20170721,13,PCA,-61.44183781551963
166746,20170721,13,PM2.5,8.5
166752,20170721,14,PCA,-59.586225428620786
166752,20170721,14,PM2.5,11.0
166758,20170721,15,PCA,-59.79592409040498
166758,20170721,15,PM2.5,5.0
166764,20170721,16,PCA,-57.445042076451486
166764,20170721,16,PM2.5,9.0
166770,20170721,17,PCA,-49.11620008861717
166770,20170721,17,PM2.5,5.0
166776,20170721,18,PCA,-35.92812295483849
166776,20170721,18,PM2.5,8.0
166782,20170721,19,PCA,-54.44886912591248
166782,20170721,19,PM2.5,18.0
166788,20170721,20,PCA,-54.93232836473534
166788,20170721,20,PM2.5,18.0
166794,20170721,21,PCA,-49.805269905736914
166794,20170721,21,PM2.5,21.0
166800,20170721,22,PCA,-42.60803690241912
166800,20170721,22,PM2.5,27.0
166806,20170721,23,PCA,-37.28258639722744
166806,20170721,23,PM2.5,31.0
166812,20170722,0,PCA,-29.267247474898742
166812,20170722,0,PM2.5,36.0
166818,20170722,1,PCA,-27.374026797407502
166818,20170722,1,PM2.5,37.0
166824,20170722,2,PCA,-36.449436162852244
166824,20170722,2,PM2.5,32.0
166830,20170722,3,PCA,-35.632421114025625
166830,20170722,3,PM2.5,33.0
166836,20170722,4,PCA,-33.73234111344355
166836,20170722,4,PM2.5,34.0
166842,20170722,5,PCA,-37.57865094062074
166842,20170722,5,PM2.5,32.0
166848,20170722,6,PCA,-32.759889087585
166848,20170722,6,PM2.5,35.0
166854,20170722,7,PCA,-30.737655603246626
166854,20170722,7,PM2.5,36.0
166860,20170722,8,PCA,-40.807190078608784
166860,20170722,8,PM2.5,30.0
166866,20170722,9,PCA,-41.81292559774298
166866,20170722,9,PM2.5,29.0
166872,20170722,10,PCA,-58.866804166563206
166872,20170722,10,PM2.5,17.0
166878,20170722,11,PCA,-60.85747215236425
166878,20170722,11,PM2.5,7.0
166884,20170722,12,PCA,-50.185675905537344
166884,20170722,12,PM2.5,16.0
166890,20170722,13,PCA,-41.060227580760234
166890,20170722,13,PM2.5,24.0
166896,20170722,14,PCA,-45.32484933372927
166896,20170722,14,PM2.5,21.0
166902,20170722,15,PCA,-42.91125820067052
166902,20170722,15,PM2.5,19.0
166908,20170722,16,PCA,-50.43471337273765
166908,20170722,16,PM2.5,19.0
166914,20170722,17,PCA,-42.37690091799963
166914,20170722,17,PM2.5,24.0
166920,20170722,18,PCA,-42.95218634741483
166920,20170722,18,PM2.5,23.0
166926,20170722,19,PCA,-49.05396152767348
166926,20170722,19,PM2.5,18.0
166932,20170722,20,PCA,-46.7122035322125
166932,20170722,20,PM2.5,21.0
166938,20170722,21,PCA,-42.784356499079216
166938,20170722,21,PM2.5,24.0
166944,20170722,22,PCA,-45.062038249010676
166944,20170722,22,PM2.5,23.0
166950,20170722,23,PCA,-53.97071288090622
166950,20170722,23,PM2.5,19.0
166956,20170723,0,PCA,-51.74892238423085
166956,20170723,0,PM2.5,20.0
166962,20170723,1,PCA,-53.934777943569976
166962,20170723,1,PM2.5,20.0
166968,20170723,9,PCA,-52.84991003048199
166968,20170723,9,PM2.5,21.0
166974,20170723,10,PCA,-46.811606376792106
166974,20170723,10,PM2.5,19.0
166980,20170723,11,PCA,-45.314604410451544
166980,20170723,11,PM2.5,23.0
166986,20170723,12,PCA,-53.69336183358785
166986,20170723,12,PM2.5,13.0
166992,20170723,13,PCA,-51.20949865292229
166992,20170723,13,PM2.5,13.0
166998,20170723,14,PCA,-46.98917754667537
166998,20170723,14,PM2.5,15.0
167004,20170723,15,PCA,-58.98568079516452
167004,20170723,15,PM2.5,13.0
167010,20170723,16,PCA,-58.06210874981062
167010,20170723,16,PM2.5,10.0
167016,20170723,17,PCA,-47.78521440402538
167016,20170723,17,PM2.5,20.0
167022,20170723,18,PCA,-48.86563677079388
167022,20170723,18,PM2.5,17.0
167028,20170723,19,PCA,-50.08589066259624
167028,20170723,19,PM2.5,19.0
167034,20170723,20,PCA,-49.24588110513022
167034,20170723,20,PM2.5,20.0
167040,20170723,21,PCA,-40.721676404748536
167040,20170723,21,PM2.5,20.0
167046,20170723,22,PCA,-48.751594289046956
167046,20170723,22,PM2.5,19.0
167052,20170723,23,PCA,-54.76340775191082
167052,20170723,23,PM2.5,20.0
167058,20170724,0,PCA,-57.71381676836589
167058,20170724,0,PM2.5,19.0
167064,20170724,1,PCA,-49.21128976651463
167064,20170724,1,PM2.5,17.0
167070,20170724,2,PCA,-62.047015495911346
167070,20170724,2,PM2.5,17.0
167076,20170724,3,PCA,-65.40643642272023
167076,20170724,3,PM2.5,15.0
167082,20170724,4,PCA,-63.26805646427216
167082,20170724,4,PM2.5,16.0
167088,20170724,5,PCA,-64.25649183171406
167088,20170724,5,PM2.5,14.0
167094,20170724,6,PCA,-64.0447768527671
167094,20170724,6,PM2.5,14.0
167100,20170724,7,PCA,-64.0218483647689
167100,20170724,7,PM2.5,15.0
167106,20170724,8,PCA,-64.31916369762997
167106,20170724,8,PM2.5,17.0
167112,20170724,9,PCA,-53.92473282839643
167112,20170724,9,PM2.5,18.0
167118,20170724,10,PCA,-57.412379485494036
167118,20170724,10,PM2.5,19.0
167124,20170724,11,PCA,-48.426118629065165
167124,20170724,11,PM2.5,17.0
167130,20170724,12,PCA,-59.30391394902849
167130,20170724,12,PM2.5,17.0
167136,20170724,13,PCA,-39.74928034537275
167136,20170724,13,PM2.5,20.0
167142,20170724,14,PCA,-60.97053525149199
167142,20170724,14,PM2.5,17.0
167148,20170724,15,PCA,-56.934519815525185
167148,20170724,15,PM2.5,19.0
167154,20170724,16,PCA,-50.54027056215291
167154,20170724,16,PM2.5,23.0
167160,20170724,17,PCA,-56.494879686672505
167160,20170724,17,PM2.5,19.0
167166,20170724,18,PCA,-66.29017916113703
167166,20170724,18,PM2.5,11.0
167172,20170724,19,PCA,-67.87136091842066
167172,20170724,19,PM2.5,9.0
167178,20170724,20,PCA,-59.28852595121764
167178,20170724,20,PM2.5,17.0
167184,20170724,21,PCA,-67.1526534936919
167184,20170724,21,PM2.5,5.0
167190,20170724,22,PCA,-49.46144389736477
167190,20170724,22,PM2.5,12.0
167196,20170724,23,PCA,-68.89487015637629
167196,20170724,23,PM2.5,13.0
167202,20170725,0,PCA,-63.420063779758685
167202,20170725,0,PM2.5,16.0
167208,20170725,1,PCA,-66.21316248691063
