,date,hour,type,万寿西宫
173484,20170906,23,PCA,-25.72714746058226
173484,20170906,23,PM2.5,40.0
173490,20170907,0,PCA,-6.210476485917243
173490,20170907,0,PM2.5,49.0
173496,20170907,1,PCA,-0.27848828774503925
173496,20170907,1,PM2.5,56.0
173502,20170907,2,PCA,-25.069754156846138
173502,20170907,2,PM2.5,35.0
173508,20170907,3,PCA,-24.524852622423168
173508,20170907,3,PM2.5,33.0
173514,20170907,4,PCA,-48.980400654450804
173514,20170907,4,PM2.5,18.0
173520,20170907,5,PCA,-61.652721135536595
173520,20170907,5,PM2.5,19.0
173526,20170907,6,PCA,-60.14850519461947
173526,20170907,6,PM2.5,12.0
173532,20170907,7,PCA,-53.865766453579994
173532,20170907,7,PM2.5,16.0
173538,20170907,8,PCA,-38.16921210433524
173538,20170907,8,PM2.5,27.0
173544,20170907,9,PCA,-41.58724532886994
173544,20170907,9,PM2.5,27.0
173550,20170907,10,PCA,-51.35174797262193
173550,20170907,10,PM2.5,21.0
173556,20170907,11,PCA,-53.74185075766028
173556,20170907,11,PM2.5,27.0
173562,20170907,12,PCA,-52.27596411100963
173562,20170907,12,PM2.5,29.0
173568,20170907,13,PCA,-49.37187875164408
173568,20170907,13,PM2.5,40.0
173574,20170907,14,PCA,-31.640839600690864
173574,20170907,14,PM2.5,40.0
173580,20170907,15,PCA,-28.701214598856613
173580,20170907,15,PM2.5,42.0
173586,20170907,16,PCA,-14.306049877504861
173586,20170907,16,PM2.5,53.0
173592,20170907,17,PCA,11.19287719395971
173592,20170907,17,PM2.5,90.0
173598,20170907,18,PCA,-1.1740565359226904
173598,20170907,18,PM2.5,81.0
173604,20170907,19,PCA,1.7924043197785904
173604,20170907,19,PM2.5,81.0
173610,20170907,20,PCA,36.234601710382535
173610,20170907,20,PM2.5,99.0
173616,20170907,21,PCA,96.5898242860744
173616,20170907,21,PM2.5,135.0
173622,20170907,22,PCA,119.79052764623718
173622,20170907,22,PM2.5,145.0
173628,20170907,23,PCA,93.78668059324474
173628,20170907,23,PM2.5,132.0
173634,20170908,0,PCA,90.64380164848363
173634,20170908,0,PM2.5,129.0
173640,20170908,1,PCA,142.39758399038047
173640,20170908,1,PM2.5,154.0
173646,20170908,2,PCA,120.34807756385915
173646,20170908,2,PM2.5,143.0
173652,20170908,3,PCA,66.19308230272351
173652,20170908,3,PM2.5,101.0
173658,20170908,4,PCA,124.36314201969718
173658,20170908,4,PM2.5,136.0
173664,20170908,5,PCA,156.7609056140001
173664,20170908,5,PM2.5,162.0
