,date,hour,type,琉璃河
143616,20170110,14,PM2.5,90.0
143622,20170110,15,PCA,-25.995829019619517
143622,20170110,15,PM2.5,72.0
143628,20170110,16,PCA,-40.794180055692486
143628,20170110,16,PM2.5,63.0
143634,20170110,17,PCA,-22.65711640339285
143634,20170110,17,PM2.5,73.0
143640,20170110,18,PCA,7.999042618812724
143640,20170110,18,PM2.5,91.0
143646,20170110,19,PCA,26.326927430600232
143646,20170110,19,PM2.5,101.0
143652,20170110,20,PCA,139.14883737035416
143652,20170110,20,PM2.5,170.0
143658,20170110,21,PCA,120.22744792899586
143658,20170110,21,PM2.5,158.0
143664,20170110,22,PCA,139.95027828631925
143664,20170110,22,PM2.5,172.0
143670,20170110,23,PCA,225.83671852705405
143670,20170110,23,PM2.5,232.0
143676,20170111,0,PCA,178.01992257335965
143676,20170111,0,PM2.5,198.0
143682,20170111,1,PCA,146.59930973556953
143682,20170111,1,PM2.5,176.0
143688,20170111,2,PCA,115.04061840550956
143688,20170111,2,PM2.5,155.0
143694,20170111,3,PCA,113.27389937333993
143694,20170111,3,PM2.5,155.0
143700,20170111,4,PCA,87.17382978004679
143700,20170111,4,PM2.5,139.0
143706,20170111,5,PCA,78.38053211098524
143706,20170111,5,PM2.5,134.0
143712,20170111,6,PCA,84.07986758653941
143712,20170111,6,PM2.5,137.0
143718,20170111,7,PCA,83.921136209876
143718,20170111,7,PM2.5,137.0
143724,20170111,8,PCA,76.33698763578386
143724,20170111,8,PM2.5,133.0
143730,20170111,9,PCA,81.17450471867303
143730,20170111,9,PM2.5,136.0
143736,20170111,10,PCA,152.33520204523734
143736,20170111,10,PM2.5,179.0
143742,20170111,11,PCA,233.00979982182736
143742,20170111,11,PM2.5,233.0
143748,20170111,12,PCA,242.23607447672705
143748,20170111,12,PM2.5,240.0
144744,20170118,10,PCA,93.90013661660919
144744,20170118,10,PM2.5,142.0
144750,20170118,11,PCA,-10.281237214432018
144750,20170118,11,PM2.5,75.0
144756,20170118,12,PCA,-28.984465042488182
144756,20170118,12,PM2.5,64.0
144762,20170118,13,PCA,-37.68299482353044
144762,20170118,13,PM2.5,60.0
144768,20170118,14,PCA,-7.129896485534691
144768,20170118,14,PM2.5,80.0
144774,20170118,15,PCA,27.71300742275623
144774,20170118,15,PM2.5,101.0
144780,20170118,16,PCA,-3.724055350117351
144780,20170118,16,PM2.5,82.0
144786,20170118,17,PCA,-40.031695414493555
144786,20170118,17,PM2.5,59.0
144792,20170118,18,PCA,-37.74519595493046
144792,20170118,18,PM2.5,59.0
144798,20170118,19,PCA,-8.589308587703622
144798,20170118,19,PM2.5,77.0
144804,20170118,20,PCA,44.88114889384161
144804,20170118,20,PM2.5,111.0
144810,20170118,21,PCA,59.2793782333205
144810,20170118,21,PM2.5,120.0
144816,20170118,22,PCA,70.93713650739295
144816,20170118,22,PM2.5,126.0
144822,20170118,23,PCA,134.71459765531895
144822,20170118,23,PM2.5,165.0
144828,20170119,0,PCA,142.67539686584846
144828,20170119,0,PM2.5,172.0
144834,20170119,1,PCA,148.22554262513353
144834,20170119,1,PM2.5,177.0
144840,20170119,2,PCA,163.97909422970523
144840,20170119,2,PM2.5,188.0
144846,20170119,3,PCA,146.88740999970173
144846,20170119,3,PM2.5,175.0
144852,20170119,4,PCA,111.33489438257433
144852,20170119,4,PM2.5,150.0
144858,20170119,5,PCA,122.77014405925053
144858,20170119,5,PM2.5,158.0
144864,20170119,6,PCA,108.2421154154463
144864,20170119,6,PM2.5,148.0
144870,20170119,7,PCA,66.49085065724607
144870,20170119,7,PM2.5,123.0
144876,20170119,8,PCA,40.896703312607634
144876,20170119,8,PM2.5,107.0
144882,20170119,9,PCA,67.83501863037556
144882,20170119,9,PM2.5,124.0
144888,20170119,10,PCA,50.121581102080796
144888,20170119,10,PM2.5,113.0
144894,20170119,11,PCA,-79.55733874905638
144894,20170119,11,PM2.5,14.0
144900,20170119,12,PCA,-91.92053631399516
144900,20170119,12,PM2.5,11.0
144906,20170119,13,PCA,-79.81479425918533
144906,20170119,13,PM2.5,7.0
144912,20170119,14,PCA,-79.9472466208203
144912,20170119,14,PM2.5,9.0
144918,20170119,15,PCA,-80.0796989824553
144918,20170119,15,PM2.5,11.0
144924,20170119,16,PCA,-105.77126114000416
144924,20170119,16,PM2.5,9.0
144930,20170119,17,PCA,-105.64676094354165
144930,20170119,17,PM2.5,6.0
144936,20170119,18,PCA,-103.5355350230304
144936,20170119,18,PM2.5,8.0
144942,20170119,19,PCA,-121.28434875985732
144942,20170119,19,PM2.5,5.0
144948,20170119,20,PCA,-127.26767562843678
144948,20170119,20,PM2.5,9.0
144954,20170119,21,PCA,-124.91750898844695
144954,20170119,21,PM2.5,10.0
144960,20170119,22,PCA,-133.99416901669565
144960,20170119,22,PM2.5,6.0
144966,20170119,23,PCA,-134.93513829248062
144966,20170119,23,PM2.5,5.0
144972,20170120,0,PCA,-135.51568270289943
144972,20170120,0,PM2.5,4.0
144978,20170120,1,PCA,-133.600415164705
144978,20170120,1,PM2.5,6.0
144984,20170120,2,PCA,-119.67075987907461
144984,20170120,2,PM2.5,14.0
144990,20170120,3,PCA,-108.61433846103466
144990,20170120,3,PM2.5,20.0
144996,20170120,4,PCA,-98.02498035612021
144996,20170120,4,PM2.5,27.0
145002,20170120,5,PCA,-94.92416249258059
145002,20170120,5,PM2.5,29.0
145008,20170120,6,PCA,-79.44191631267539
145008,20170120,6,PM2.5,37.0
145014,20170120,7,PCA,-66.34319271347735
145014,20170120,7,PM2.5,45.0
145020,20170120,8,PCA,-28.609689588617186
145020,20170120,8,PM2.5,69.0
145026,20170120,9,PCA,43.206586226056025
145026,20170120,9,PM2.5,115.0
145032,20170120,10,PCA,-8.43367187398027
145032,20170120,10,PM2.5,83.0
145056,20170120,14,PCA,-75.10442794529203
145056,20170120,14,PM2.5,42.0
145062,20170120,15,PCA,-84.01064864157188
145062,20170120,15,PM2.5,37.0
145068,20170120,16,PCA,-81.62743611699568
145068,20170120,16,PM2.5,39.0
145074,20170120,17,PCA,-61.861433200063125
145074,20170120,17,PM2.5,51.0
145080,20170120,18,PCA,-40.626904097083596
145080,20170120,18,PM2.5,75.5
145086,20170120,19,PCA,23.45982841190902
145086,20170120,19,PM2.5,100.0
145092,20170120,20,PCA,48.94101468319111
145092,20170120,20,PM2.5,113.0
145098,20170120,21,PCA,101.4732771533468
145098,20170120,21,PM2.5,144.0
145104,20170120,22,PCA,105.91242678042242
145104,20170120,22,PM2.5,147.0
145110,20170120,23,PCA,113.96968763312317
145110,20170120,23,PM2.5,154.0
145116,20170121,0,PCA,102.53625469600556
145116,20170121,0,PM2.5,146.0
145122,20170121,1,PCA,97.20855571708056
145122,20170121,1,PM2.5,143.0
145128,20170121,2,PCA,60.917254030902924
145128,20170121,2,PM2.5,122.0
145134,20170121,3,PCA,57.1339062531353
145134,20170121,3,PM2.5,120.0
145140,20170121,4,PCA,64.59808186339338
145140,20170121,4,PM2.5,125.0
145146,20170121,5,PCA,40.71645714893661
145146,20170121,5,PM2.5,110.0
145152,20170121,6,PCA,4.7086893464318695
145152,20170121,6,PM2.5,87.0
145158,20170121,7,PCA,14.993589949454298
145158,20170121,7,PM2.5,94.0
145164,20170121,8,PCA,-36.049739851932856
145164,20170121,8,PM2.5,62.0
145170,20170121,9,PCA,-125.08969512285462
145170,20170121,9,PM2.5,13.0
145176,20170121,10,PCA,-134.92666387730998
145176,20170121,10,PM2.5,4.0
145182,20170121,11,PCA,-132.08129939254542
145182,20170121,11,PM2.5,7.0
145188,20170121,12,PCA,-129.35354369771957
145188,20170121,12,PM2.5,10.0
145194,20170121,13,PCA,-131.01309462313512
145194,20170121,13,PM2.5,3.0
145200,20170121,14,PCA,-121.68564244048022
145200,20170121,14,PM2.5,8.0
145206,20170121,15,PCA,-107.89812224274404
145206,20170121,15,PM2.5,13.0
145212,20170121,16,PCA,-103.30648777310024
145212,20170121,16,PM2.5,12.0
145218,20170121,17,PCA,-114.55002277224187
145218,20170121,17,PM2.5,6.0
145224,20170121,18,PCA,-112.31861927994193
145224,20170121,18,PM2.5,9.0
145230,20170121,19,PCA,-118.10929926670298
145230,20170121,19,PM2.5,9.0
145236,20170121,20,PCA,-125.71052890401364
145236,20170121,20,PM2.5,7.0
145242,20170121,21,PCA,-126.2376366474066
145242,20170121,21,PM2.5,8.0
145248,20170121,22,PCA,-132.85558409396313
145248,20170121,22,PM2.5,7.0
145254,20170121,23,PCA,-131.6510263040647
145254,20170121,23,PM2.5,9.0
145260,20170122,0,PCA,-131.2482885237294
145260,20170122,0,PM2.5,9.0
145266,20170122,1,PCA,-122.23668518151985
145266,20170122,1,PM2.5,13.0
145272,20170122,2,PCA,-127.93981783035404
145272,20170122,2,PM2.5,9.0
145278,20170122,3,PCA,-118.05948270601273
145278,20170122,3,PM2.5,14.0
145284,20170122,4,PCA,-78.26424161104055
145284,20170122,4,PM2.5,30.5
145290,20170122,5,PCA,-60.32628166985607
145290,20170122,5,PM2.5,47.0
145296,20170122,6,PCA,-14.960862585999868
145296,20170122,6,PM2.5,74.0
145302,20170122,7,PCA,-0.6216607653488518
145302,20170122,7,PM2.5,84.0
145308,20170122,8,PCA,-7.704698480089595
145308,20170122,8,PM2.5,79.0
145314,20170122,9,PCA,-10.779414770566095
145314,20170122,9,PM2.5,77.0
145320,20170122,10,PCA,-8.786693054927902
145320,20170122,10,PM2.5,85.5
145326,20170122,11,PCA,14.232668301960341
145326,20170122,11,PM2.5,94.0
145332,20170122,12,PCA,-7.383114221559423
145332,20170122,12,PM2.5,82.0
145338,20170122,13,PCA,-15.080723645606158
145338,20170122,13,PM2.5,78.0
145494,20170123,15,PCA,-33.26999300257051
145494,20170123,15,PM2.5,63.0
145500,20170123,16,PCA,-16.28337703932898
145500,20170123,16,PM2.5,73.0
145506,20170123,17,PCA,-10.844883983047533
145506,20170123,17,PM2.5,77.0
145512,20170123,18,PCA,2.1788468501466154
145512,20170123,18,PM2.5,82.0
145518,20170123,19,PCA,5.51631754522477
145518,20170123,19,PM2.5,84.0
145524,20170123,20,PCA,15.613064758908454
145524,20170123,20,PM2.5,91.0
145530,20170123,21,PCA,32.40345492168577
145530,20170123,21,PM2.5,102.0
145536,20170123,22,PCA,0.3967514062176516
145536,20170123,22,PM2.5,82.0
145542,20170124,0,PCA,27.610486759319038
145542,20170124,0,PM2.5,100.0
145548,20170124,2,PCA,34.327473646297165
145548,20170124,2,PM2.5,105.0
145554,20170124,3,PCA,12.444554409686248
145554,20170124,3,PM2.5,92.0
145560,20170124,4,PCA,20.007904016807473
145560,20170124,4,PM2.5,97.0
145566,20170124,5,PCA,22.742301982745417
145566,20170124,5,PM2.5,98.0
145572,20170124,6,PCA,12.082277827424877
145572,20170124,6,PM2.5,91.0
145578,20170124,7,PCA,-0.790216784148001
145578,20170124,7,PM2.5,83.0
145584,20170124,9,PCA,10.81269172252956
145584,20170124,9,PM2.5,91.0
145590,20170124,10,PCA,31.46034294812543
145590,20170124,10,PM2.5,102.0
145596,20170124,11,PCA,74.06076793862444
145596,20170124,11,PM2.5,126.0
145602,20170124,13,PCA,91.34969020498993
145602,20170124,13,PM2.5,137.0
145608,20170124,14,PCA,95.43874919378715
145608,20170124,14,PM2.5,141.0
145614,20170124,15,PCA,94.66995644937619
145614,20170124,15,PM2.5,140.0
145620,20170124,16,PCA,80.01153596333926
145620,20170124,16,PM2.5,133.0
145626,20170124,18,PCA,162.69576795432883
145626,20170124,18,PM2.5,185.0
145632,20170124,19,PCA,130.98759965231685
145632,20170124,19,PM2.5,164.0
145638,20170125,0,PCA,263.24560349290584
145638,20170125,0,PM2.5,258.0
145644,20170125,1,PCA,273.62246079565625
145644,20170125,1,PM2.5,266.0
145650,20170125,2,PCA,240.06891807452212
145650,20170125,2,PM2.5,242.0
145656,20170125,3,PCA,213.9737616082037
145656,20170125,3,PM2.5,223.0
145662,20170125,4,PCA,170.21228633257653
145662,20170125,4,PM2.5,192.0
145668,20170125,5,PCA,142.3143224702716
145668,20170125,5,PM2.5,173.0
145674,20170125,6,PCA,138.2479300674265
145674,20170125,6,PM2.5,170.0
145680,20170125,7,PCA,128.17369082466573
145680,20170125,7,PM2.5,163.0
145686,20170125,8,PCA,126.72881849356709
145686,20170125,8,PM2.5,163.0
145692,20170125,10,PCA,144.8856848283813
145692,20170125,10,PM2.5,174.0
145698,20170125,11,PCA,148.8374798321275
145698,20170125,11,PM2.5,175.0
145704,20170125,12,PCA,171.79732899602402
145704,20170125,12,PM2.5,190.0
145710,20170125,13,PCA,171.10902459162472
145710,20170125,13,PM2.5,190.0
145716,20170125,15,PCA,182.40053758595428
145716,20170125,15,PM2.5,200.0
145722,20170125,16,PCA,226.76184065770883
145722,20170125,16,PM2.5,232.0
145728,20170125,17,PCA,262.25650741169983
145728,20170125,17,PM2.5,254.0
145734,20170125,18,PCA,263.8893566470212
145734,20170125,18,PM2.5,254.0
145740,20170125,19,PCA,282.0719197934047
145740,20170125,19,PM2.5,267.0
145746,20170125,20,PCA,377.02809515479987
145746,20170125,20,PM2.5,336.0
145752,20170126,4,PCA,315.95670190642596
145752,20170126,4,PM2.5,296.0
145758,20170126,5,PCA,311.6992614988665
145758,20170126,5,PM2.5,293.0
145764,20170126,6,PCA,292.5445207052768
145764,20170126,6,PM2.5,279.0
145770,20170126,8,PCA,278.723982752755
145770,20170126,8,PM2.5,268.0
145776,20170126,9,PCA,273.3370736534474
145776,20170126,9,PM2.5,264.0
145782,20170126,10,PCA,289.1760978231409
145782,20170126,10,PM2.5,275.0
145788,20170126,11,PCA,283.7881692633946
145788,20170126,11,PM2.5,271.0
145794,20170126,14,PCA,299.5714006874729
145794,20170126,14,PM2.5,287.0
145800,20170126,15,PCA,-33.82272085356153
145800,20170126,15,PM2.5,67.0
145806,20170127,4,PCA,-123.34640089502038
145806,20170127,4,PM2.5,13.0
145812,20170127,5,PCA,-70.6198561448079
145812,20170127,5,PM2.5,43.0
145818,20170127,6,PCA,-59.05821657652549
145818,20170127,6,PM2.5,50.0
145824,20170127,7,PCA,-58.583679370295094
145824,20170127,7,PM2.5,52.0
145830,20170127,8,PCA,-40.394772956923575
145830,20170127,8,PM2.5,63.0
145836,20170127,9,PCA,82.97369434734686
145836,20170127,9,PM2.5,139.0
145842,20170127,10,PCA,106.71605944642864
145842,20170127,10,PM2.5,154.0
145848,20170127,11,PCA,-63.03583126341624
145848,20170127,11,PM2.5,50.0
145854,20170127,12,PCA,-86.05374652818533
145854,20170127,12,PM2.5,36.0
145860,20170127,15,PCA,-39.823438137896126
145860,20170127,15,PM2.5,66.0
145866,20170127,16,PCA,-40.17401013448616
145866,20170127,16,PM2.5,66.0
145872,20170127,17,PCA,-0.9122150789191793
145872,20170127,17,PM2.5,89.0
145878,20170127,18,PCA,27.94399219544296
145878,20170127,18,PM2.5,107.0
145884,20170127,19,PCA,286.29663086916037
145884,20170127,19,PM2.5,280.0
145890,20170127,20,PCA,357.07281003293946
145890,20170127,20,PM2.5,329.0
145896,20170127,21,PCA,410.5692958319603
145896,20170127,21,PM2.5,368.0
145902,20170127,22,PCA,492.2955768106112
145902,20170127,22,PM2.5,436.0
145908,20170127,23,PCA,545.74057346851
145908,20170127,23,PM2.5,480.0
145914,20170128,0,PCA,650.8483332710313
145914,20170128,0,PM2.5,612.0
145920,20170128,1,PCA,662.1611476666875
145920,20170128,1,PM2.5,628.0
145926,20170128,2,PCA,846.7915132377695
145926,20170128,2,PM2.5,886.0
145932,20170128,3,PCA,924.8213257781019
145932,20170128,3,PM2.5,1000.0
145938,20170128,4,PCA,926.6187297659053
145938,20170128,4,PM2.5,1000.0
145944,20170128,5,PCA,918.0439627148227
145944,20170128,5,PM2.5,993.0
145950,20170128,6,PCA,788.0491012347511
145950,20170128,6,PM2.5,811.0
145956,20170128,7,PCA,661.6431753007554
145956,20170128,7,PM2.5,634.0
145962,20170128,8,PCA,593.812489544018
145962,20170128,8,PM2.5,539.0
145968,20170128,9,PCA,628.1079718398696
145968,20170128,9,PM2.5,585.0
145974,20170128,10,PCA,656.9410006741455
145974,20170128,10,PM2.5,625.0
145980,20170128,11,PCA,638.0633037139851
145980,20170128,11,PM2.5,598.0
145986,20170128,12,PCA,562.0894386560364
145986,20170128,12,PM2.5,496.0
145992,20170128,13,PCA,427.3692894487111
145992,20170128,13,PM2.5,381.0
145998,20170128,14,PCA,318.8418140877015
145998,20170128,14,PM2.5,299.0
146004,20170128,15,PCA,326.1002780554277
146004,20170128,15,PM2.5,304.0
146010,20170128,16,PCA,285.87767984992126
146010,20170128,16,PM2.5,275.0
146016,20170128,17,PCA,255.21705503066187
146016,20170128,17,PM2.5,253.0
146022,20170128,18,PCA,258.0586631226804
146022,20170128,18,PM2.5,254.0
146028,20170128,19,PCA,249.19001573806898
146028,20170128,19,PM2.5,248.0
146034,20170128,20,PCA,257.09651863693273
146034,20170128,20,PM2.5,255.0
146040,20170128,21,PCA,343.20644484600285
146040,20170128,21,PM2.5,316.0
146046,20170128,22,PCA,358.0567064790085
146046,20170128,22,PM2.5,328.0
146052,20170128,23,PCA,329.82582665644185
146052,20170128,23,PM2.5,307.0
146058,20170129,0,PCA,274.9349217182865
146058,20170129,0,PM2.5,268.0
146064,20170129,1,PCA,268.5459769034887
146064,20170129,1,PM2.5,264.0
146070,20170129,2,PCA,300.2007414187251
146070,20170129,2,PM2.5,286.0
146076,20170129,3,PCA,270.2050589165026
146076,20170129,3,PM2.5,265.0
146082,20170129,4,PCA,258.39484822067544
146082,20170129,4,PM2.5,258.0
146088,20170129,5,PCA,174.22988638360445
146088,20170129,5,PM2.5,199.0
146094,20170129,6,PCA,-94.14718485836987
146094,20170129,6,PM2.5,16.0
146100,20170129,7,PCA,-85.7946118053677
146100,20170129,7,PM2.5,14.0
146106,20170129,8,PCA,-93.43608848267723
146106,20170129,8,PM2.5,11.0
146112,20170129,9,PCA,-108.85805620620556
146112,20170129,9,PM2.5,4.0
146118,20170129,10,PCA,-117.93235024565288
146118,20170129,10,PM2.5,7.0
146124,20170129,11,PCA,-127.91575096415811
146124,20170129,11,PM2.5,7.0
146130,20170129,12,PCA,-131.96409727055945
146130,20170129,12,PM2.5,7.0
146136,20170129,13,PCA,-130.82039046801776
146136,20170129,13,PM2.5,10.0
146142,20170129,14,PCA,-130.37760982983008
146142,20170129,14,PM2.5,10.0
146148,20170129,15,PCA,-129.1597275155922
146148,20170129,15,PM2.5,11.0
146154,20170129,16,PCA,-124.96376456818366
146154,20170129,16,PM2.5,12.0
146160,20170129,17,PCA,-122.03292328437018
146160,20170129,17,PM2.5,12.0
146166,20170129,18,PCA,-120.49928667227351
146166,20170129,18,PM2.5,14.0
146172,20170129,19,PCA,-104.58345293582181
146172,20170129,19,PM2.5,26.0
146178,20170129,20,PCA,-116.45454225484045
146178,20170129,20,PM2.5,17.0
146184,20170129,21,PCA,-122.06758410284615
146184,20170129,21,PM2.5,15.0
146190,20170129,22,PCA,-126.40623725687398
146190,20170129,22,PM2.5,13.0
146196,20170129,23,PCA,-131.92752606827045
146196,20170129,23,PM2.5,8.0
146202,20170130,0,PCA,-131.75673203414775
146202,20170130,0,PM2.5,8.0
146208,20170130,1,PCA,-132.67784505237327
146208,20170130,1,PM2.5,7.0
146214,20170130,2,PCA,-126.90547697291046
146214,20170130,2,PM2.5,13.0
146220,20170130,3,PCA,-132.24372525837686
146220,20170130,3,PM2.5,9.0
146226,20170130,4,PCA,-134.48415808419915
146226,20170130,4,PM2.5,7.0
146232,20170130,5,PCA,-123.42728367164996
146232,20170130,5,PM2.5,14.0
146238,20170130,6,PCA,-125.41982558255799
146238,20170130,6,PM2.5,11.0
146244,20170130,7,PCA,-120.92202737555291
146244,20170130,7,PM2.5,12.0
146250,20170130,8,PCA,-91.88383235004012
146250,20170130,8,PM2.5,30.0
146256,20170130,9,PCA,75.46096780683887
146256,20170130,9,PM2.5,133.0
146262,20170130,10,PCA,150.0182343663646
146262,20170130,10,PM2.5,185.0
146268,20170130,11,PCA,-31.9054425599341
146268,20170130,11,PM2.5,68.0
146274,20170130,12,PCA,-73.2232666659146
146274,20170130,12,PM2.5,42.0
146280,20170130,13,PCA,-65.66060460283408
146280,20170130,13,PM2.5,48.0
146286,20170130,14,PCA,6.1181973860556065
146286,20170130,14,PM2.5,94.0
146292,20170130,15,PCA,0.27238648254611947
146292,20170130,15,PM2.5,92.0
146298,20170130,16,PCA,-57.118137651045096
146298,20170130,16,PM2.5,56.0
146304,20170130,17,PCA,-76.83222219545239
146304,20170130,17,PM2.5,43.0
146310,20170130,18,PCA,-48.25012838232486
146310,20170130,18,PM2.5,60.0
146316,20170130,19,PCA,-8.467887768184738
146316,20170130,19,PM2.5,82.0
146322,20170130,20,PCA,18.946741015670995
146322,20170130,20,PM2.5,98.0
146328,20170130,21,PCA,25.46888487882703
146328,20170130,21,PM2.5,103.0
146334,20170130,22,PCA,62.81959407633255
146334,20170130,22,PM2.5,126.0
146340,20170130,23,PCA,67.50366628820679
146340,20170130,23,PM2.5,130.0
146346,20170131,0,PCA,91.67439850564506
146346,20170131,0,PM2.5,144.0
146352,20170131,1,PCA,86.18201515336473
146352,20170131,1,PM2.5,141.0
146358,20170131,2,PCA,72.12509078009309
146358,20170131,2,PM2.5,133.0
146364,20170131,3,PCA,68.54216798011481
146364,20170131,3,PM2.5,131.0
146370,20170131,4,PCA,75.88708649072382
146370,20170131,4,PM2.5,136.0
146376,20170131,5,PCA,53.27598758325261
146376,20170131,5,PM2.5,121.0
146382,20170131,6,PCA,42.505001261598316
146382,20170131,6,PM2.5,115.0
146388,20170131,7,PCA,65.69927001248664
146388,20170131,7,PM2.5,128.0
146394,20170131,8,PCA,66.39045791877452
146394,20170131,8,PM2.5,127.0
146400,20170131,9,PCA,76.13287001415178
146400,20170131,9,PM2.5,132.0
146406,20170131,10,PCA,98.4609029641573
146406,20170131,10,PM2.5,147.0
146412,20170131,11,PCA,94.10346491761184
146412,20170131,11,PM2.5,146.0
146418,20170131,12,PCA,47.704694341801
146418,20170131,12,PM2.5,120.0
146424,20170131,13,PCA,0.492653673258695
146424,20170131,13,PM2.5,91.0
146430,20170131,14,PCA,-6.06360750072133
146430,20170131,14,PM2.5,86.0
146436,20170131,15,PCA,13.667844515365596
146436,20170131,15,PM2.5,97.0
146442,20170131,16,PCA,30.06588722700714
146442,20170131,16,PM2.5,109.0
146448,20170131,17,PCA,13.769531316657899
146448,20170131,17,PM2.5,98.0
146454,20170131,18,PCA,18.13815202822422
146454,20170131,18,PM2.5,101.0
146460,20170131,19,PCA,82.02846593310792
146460,20170131,19,PM2.5,139.0
146466,20170131,20,PCA,104.35121471752414
146466,20170131,20,PM2.5,152.0
146472,20170131,21,PCA,130.81073284929886
146472,20170131,21,PM2.5,168.0
146478,20170131,22,PCA,169.39798368406267
146478,20170131,22,PM2.5,193.0
146484,20170131,23,PCA,181.32560667778515
146484,20170131,23,PM2.5,202.0
146490,20170201,0,PCA,178.35992138926088
146490,20170201,0,PM2.5,201.0
146496,20170201,1,PCA,231.91812514033865
146496,20170201,1,PM2.5,238.0
146502,20170201,2,PCA,160.79504111012585
146502,20170201,2,PM2.5,190.0
146508,20170201,3,PCA,-1.6040182541464
146508,20170201,3,PM2.5,86.0
146514,20170201,4,PCA,-74.36489021325485
146514,20170201,4,PM2.5,40.0
146520,20170201,5,PCA,-119.02207171884336
146520,20170201,5,PM2.5,14.0
146526,20170201,6,PCA,-74.47934873544327
146526,20170201,6,PM2.5,39.0
146532,20170201,7,PCA,-101.78540885332077
146532,20170201,7,PM2.5,22.0
146538,20170201,8,PCA,-100.22068635762352
146538,20170201,8,PM2.5,23.0
146544,20170201,9,PCA,-49.61798119696542
146544,20170201,9,PM2.5,54.0
146550,20170201,10,PCA,-112.12554473460753
146550,20170201,10,PM2.5,19.0
146556,20170201,11,PCA,-122.99266235569947
146556,20170201,11,PM2.5,13.0
146562,20170201,12,PCA,-122.67812703651832
146562,20170201,12,PM2.5,13.0
146568,20170201,13,PCA,-109.10392695279248
146568,20170201,13,PM2.5,21.0
146574,20170201,14,PCA,-79.04564013941722
146574,20170201,14,PM2.5,39.0
146580,20170201,15,PCA,-61.19039567335597
146580,20170201,15,PM2.5,51.0
146586,20170201,16,PCA,-52.186797153778116
146586,20170201,16,PM2.5,57.0
146592,20170201,17,PCA,-38.90408989343039
146592,20170201,17,PM2.5,66.0
146598,20170201,18,PCA,-18.23473998144108
146598,20170201,18,PM2.5,79.0
146604,20170201,19,PCA,29.870114432402143
146604,20170201,19,PM2.5,108.0
146610,20170201,20,PCA,56.15670104723804
146610,20170201,20,PM2.5,120.0
146616,20170201,21,PCA,87.9740064769481
146616,20170201,21,PM2.5,140.0
146622,20170201,22,PCA,143.78839462242894
146622,20170201,22,PM2.5,177.0
146628,20170201,23,PCA,163.40640791763713
146628,20170201,23,PM2.5,189.0
146634,20170202,0,PCA,164.35016013334698
146634,20170202,0,PM2.5,189.0
146640,20170202,1,PCA,143.67074276013176
146640,20170202,1,PM2.5,175.0
146646,20170202,2,PCA,133.88207666279234
146646,20170202,2,PM2.5,168.0
146652,20170202,3,PCA,155.98569001264724
146652,20170202,3,PM2.5,184.0
146658,20170202,4,PCA,128.79866274386478
146658,20170202,4,PM2.5,165.0
146664,20170202,5,PCA,85.11014208832565
146664,20170202,5,PM2.5,137.0
146670,20170202,6,PCA,72.01901269366476
146670,20170202,6,PM2.5,129.0
146676,20170202,7,PCA,81.89608559541416
146676,20170202,7,PM2.5,135.0
146682,20170202,8,PCA,112.5044034345638
146682,20170202,8,PM2.5,155.0
146688,20170202,9,PCA,120.48989421783818
146688,20170202,9,PM2.5,160.0
146694,20170202,10,PCA,47.216814450887114
146694,20170202,10,PM2.5,115.0
146700,20170202,11,PCA,0.5952153052115999
146700,20170202,11,PM2.5,85.0
146706,20170202,12,PCA,-7.478695373706299
146706,20170202,12,PM2.5,80.0
146712,20170202,13,PCA,14.325933244970765
146712,20170202,13,PM2.5,96.0
146718,20170202,14,PCA,63.41569868196085
146718,20170202,14,PM2.5,126.0
146724,20170202,15,PCA,62.320240745310535
146724,20170202,15,PM2.5,124.0
146730,20170202,16,PCA,93.94954197583411
146730,20170202,16,PM2.5,143.0
146736,20170202,17,PCA,69.87880767705693
146736,20170202,17,PM2.5,131.0
146742,20170202,18,PCA,87.07388660475485
146742,20170202,18,PM2.5,141.0
146748,20170202,19,PCA,125.58992307705525
146748,20170202,19,PM2.5,165.0
146754,20170202,20,PCA,268.54431515756374
146754,20170202,20,PM2.5,266.0
146760,20170202,21,PCA,246.09371963118218
146760,20170202,21,PM2.5,247.0
146766,20170202,22,PCA,264.71636958343385
146766,20170202,22,PM2.5,258.0
146772,20170202,23,PCA,301.00398150583123
146772,20170202,23,PM2.5,284.0
146778,20170203,0,PCA,286.5310650722469
146778,20170203,0,PM2.5,274.0
146784,20170203,1,PCA,254.5151445776596
146784,20170203,1,PM2.5,251.0
146790,20170203,2,PCA,196.40264009647456
146790,20170203,2,PM2.5,211.0
146796,20170203,3,PCA,179.39016644191105
146796,20170203,3,PM2.5,199.0
146802,20170203,4,PCA,160.98189978435815
146802,20170203,4,PM2.5,186.0
146808,20170203,5,PCA,128.558188107475
146808,20170203,5,PM2.5,166.0
146814,20170203,6,PCA,130.0683063280675
146814,20170203,6,PM2.5,167.0
146820,20170203,7,PCA,107.19827684664487
146820,20170203,7,PM2.5,151.0
146826,20170203,8,PCA,91.5223469163377
146826,20170203,8,PM2.5,142.0
146832,20170203,9,PCA,96.4518593426482
146832,20170203,9,PM2.5,146.0
146838,20170203,10,PCA,141.3597614284257
146838,20170203,10,PM2.5,175.0
146844,20170203,11,PCA,85.17462070745411
146844,20170203,11,PM2.5,137.0
146850,20170203,12,PCA,143.603396196772
