,date,hour,type,琉璃河
146850,20170203,12,PM2.5,174.0
146868,20170203,15,PCA,223.86287582937157
146868,20170203,15,PM2.5,233.0
146874,20170203,16,PCA,283.09087947868824
146874,20170203,16,PM2.5,279.0
146880,20170203,17,PCA,335.2427375947495
146880,20170203,17,PM2.5,317.0
146886,20170203,18,PCA,474.70979368609545
146886,20170203,18,PM2.5,428.0
146892,20170203,19,PCA,526.6617009809004
146892,20170203,19,PM2.5,467.0
146898,20170203,20,PCA,516.3191019095054
146898,20170203,20,PM2.5,463.0
146904,20170203,21,PCA,547.6979764005173
146904,20170203,21,PM2.5,487.0
146910,20170203,22,PCA,638.4068997835566
146910,20170203,22,PM2.5,598.0
146916,20170203,23,PCA,654.8725860215025
146916,20170203,23,PM2.5,616.0
146922,20170204,0,PCA,604.3382596647206
146922,20170204,0,PM2.5,542.0
146928,20170204,1,PCA,598.7135268456993
146928,20170204,1,PM2.5,537.0
146934,20170204,2,PCA,589.0027855423705
146934,20170204,2,PM2.5,528.0
146940,20170204,3,PCA,555.0065617563763
146940,20170204,3,PM2.5,488.0
146946,20170204,4,PCA,521.4949771909719
146946,20170204,4,PM2.5,460.0
146952,20170204,5,PCA,502.1430273292777
146952,20170204,5,PM2.5,445.0
146958,20170204,6,PCA,495.7467624570605
146958,20170204,6,PM2.5,440.0
146964,20170204,7,PCA,511.87941495080725
146964,20170204,7,PM2.5,454.0
146970,20170204,8,PCA,497.6908058690794
146970,20170204,8,PM2.5,443.0
146976,20170204,9,PCA,508.65041257793894
146976,20170204,9,PM2.5,452.0
146982,20170204,10,PCA,540.3333860833388
146982,20170204,10,PM2.5,476.0
146988,20170204,11,PCA,540.0811091377958
146988,20170204,11,PM2.5,474.0
146994,20170204,12,PCA,456.091982721227
146994,20170204,12,PM2.5,403.0
147000,20170204,13,PCA,484.04341898141433
147000,20170204,13,PM2.5,428.0
147006,20170204,14,PCA,472.25873740097296
147006,20170204,14,PM2.5,420.0
147012,20170204,15,PCA,492.9399285643485
147012,20170204,15,PM2.5,438.0
147018,20170204,16,PCA,523.2745749325964
147018,20170204,16,PM2.5,462.0
147024,20170204,17,PCA,512.1935759937395
147024,20170204,17,PM2.5,456.0
147030,20170204,18,PCA,536.8926894953245
147030,20170204,18,PM2.5,476.0
147036,20170204,19,PCA,544.800056670712
147036,20170204,19,PM2.5,483.0
147042,20170204,20,PCA,575.0896041630327
147042,20170204,20,PM2.5,515.0
147048,20170204,21,PCA,613.2467467269767
147048,20170204,21,PM2.5,566.0
147054,20170204,22,PCA,596.6545073505118
147054,20170204,22,PM2.5,546.0
147060,20170204,23,PCA,582.8189358889833
147060,20170204,23,PM2.5,529.0
147066,20170205,0,PCA,576.1971017826472
147066,20170205,0,PM2.5,521.0
147072,20170205,1,PCA,580.8964046116611
147072,20170205,1,PM2.5,528.0
147078,20170205,2,PCA,598.5942463211856
147078,20170205,2,PM2.5,556.0
147084,20170205,3,PCA,605.3302804864828
147084,20170205,3,PM2.5,566.0
147090,20170205,4,PCA,588.6059041921061
147090,20170205,4,PM2.5,542.0
147096,20170205,5,PCA,577.7767862445432
147096,20170205,5,PM2.5,527.0
147102,20170205,6,PCA,576.7458181158439
147102,20170205,6,PM2.5,526.0
147108,20170205,7,PCA,559.2556781192353
147108,20170205,7,PM2.5,503.0
147114,20170205,8,PCA,512.1289354841578
147114,20170205,8,PM2.5,461.0
147120,20170205,9,PCA,461.6737543332462
147120,20170205,9,PM2.5,416.0
147126,20170205,10,PCA,367.4052553246293
147126,20170205,10,PM2.5,333.0
147132,20170205,11,PCA,168.44964798092792
147132,20170205,11,PM2.5,195.0
147138,20170205,12,PCA,29.47497172708473
147138,20170205,12,PM2.5,108.0
147144,20170205,13,PCA,-59.22213079814343
147144,20170205,13,PM2.5,53.0
147150,20170205,14,PCA,-83.99022565004209
147150,20170205,14,PM2.5,38.0
147156,20170205,15,PCA,-105.06241254886092
147156,20170205,15,PM2.5,25.0
147162,20170205,16,PCA,-84.69340856409966
147162,20170205,16,PM2.5,38.0
147168,20170205,17,PCA,-70.82950374612118
147168,20170205,17,PM2.5,46.0
147174,20170205,18,PCA,-27.329304630378143
147174,20170205,18,PM2.5,73.0
147180,20170205,19,PCA,-6.504421191042005
147180,20170205,19,PM2.5,84.0
147186,20170205,20,PCA,51.87969440959654
147186,20170205,20,PM2.5,115.0
147192,20170205,21,PCA,71.07038511561642
147192,20170205,21,PM2.5,124.0
147198,20170205,22,PCA,-71.44707376534731
147198,20170205,22,PM2.5,38.0
147204,20170205,23,PCA,-100.15818186703902
147204,20170205,23,PM2.5,20.0
147210,20170206,0,PCA,-117.27879826260033
147210,20170206,0,PM2.5,12.0
147216,20170206,1,PCA,-114.39326328125105
147216,20170206,1,PM2.5,15.0
147222,20170206,2,PCA,-111.10727826861344
147222,20170206,2,PM2.5,14.0
147228,20170206,3,PCA,-114.6072145319632
147228,20170206,3,PM2.5,15.0
147234,20170206,4,PCA,-112.38596263317237
147234,20170206,4,PM2.5,17.0
147240,20170206,6,PCA,-112.25367544290415
147240,20170206,6,PM2.5,15.0
147246,20170206,7,PCA,-118.87448344887832
147246,20170206,7,PM2.5,13.0
147252,20170206,8,PCA,-125.61099819724159
147252,20170206,8,PM2.5,7.0
147258,20170206,9,PCA,-118.27695896301267
147258,20170206,9,PM2.5,11.0
147264,20170206,10,PCA,-99.98004786178915
147264,20170206,10,PM2.5,23.0
147270,20170206,11,PCA,-110.61160187637937
147270,20170206,11,PM2.5,17.0
147276,20170206,12,PCA,-117.35060451068546
147276,20170206,12,PM2.5,14.0
147282,20170206,13,PCA,-118.87931468839408
147282,20170206,13,PM2.5,12.0
147288,20170206,14,PCA,-124.0260997803636
147288,20170206,14,PM2.5,10.0
147294,20170206,15,PCA,-107.05714893745628
147294,20170206,15,PM2.5,22.0
147300,20170206,16,PCA,-97.12538911287386
147300,20170206,16,PM2.5,28.0
147306,20170206,17,PCA,-88.55095959348412
147306,20170206,17,PM2.5,33.0
147312,20170206,18,PCA,-81.61068582231886
147312,20170206,18,PM2.5,36.0
147318,20170206,19,PCA,-53.45070478227833
147318,20170206,19,PM2.5,53.0
147324,20170206,20,PCA,-16.50649130590432
147324,20170206,20,PM2.5,72.0
147330,20170206,21,PCA,26.326356052246364
147330,20170206,21,PM2.5,99.0
147336,20170206,22,PCA,69.15920341039704
147336,20170206,22,PM2.5,126.0
147342,20170207,1,PCA,153.68004468497477
147342,20170207,1,PM2.5,179.0
147348,20170207,2,PCA,112.46758522157916
147348,20170207,2,PM2.5,151.0
147354,20170207,3,PCA,86.42862232949751
147354,20170207,3,PM2.5,136.0
147360,20170207,6,PCA,70.73448428250188
147360,20170207,6,PM2.5,126.0
147366,20170207,8,PCA,56.29292657923699
147366,20170207,8,PM2.5,118.0
147372,20170207,9,PCA,74.19728949973425
147372,20170207,9,PM2.5,128.0
147378,20170207,10,PCA,97.79466972544074
147378,20170207,10,PM2.5,142.0
147384,20170207,11,PCA,69.93508247358547
147384,20170207,11,PM2.5,127.0
147390,20170207,12,PCA,-42.94358106037523
147390,20170207,12,PM2.5,62.0
147396,20170207,13,PCA,-68.1292402364686
147396,20170207,13,PM2.5,46.0
147402,20170207,14,PCA,-57.36557363136278
147402,20170207,14,PM2.5,53.0
147408,20170207,15,PCA,-51.370016294132945
147408,20170207,15,PM2.5,57.0
147414,20170207,16,PCA,-54.525088279094994
147414,20170207,16,PM2.5,55.0
147420,20170207,17,PCA,-38.03771203188994
147420,20170207,17,PM2.5,65.0
147426,20170207,20,PCA,56.644410289515136
147426,20170207,20,PM2.5,118.0
147432,20170207,21,PCA,71.50551515133391
147432,20170207,21,PM2.5,126.5
147438,20170207,23,PCA,86.3666200131527
147438,20170207,23,PM2.5,135.0
147444,20170208,0,PCA,72.759497610755
147444,20170208,0,PM2.5,127.0
147450,20170208,1,PCA,77.8242326018014
147450,20170208,1,PM2.5,131.0
147456,20170208,2,PCA,71.54922540314004
147456,20170208,2,PM2.5,127.0
147462,20170208,3,PCA,64.52233942746552
147462,20170208,3,PM2.5,123.0
147468,20170208,4,PCA,47.955169091818036
147468,20170208,4,PM2.5,114.0
147474,20170208,5,PCA,35.39387813089101
147474,20170208,5,PM2.5,106.0
147480,20170208,6,PCA,47.77329623105241
147480,20170208,6,PM2.5,114.0
147486,20170208,7,PCA,49.061332533523206
147486,20170208,7,PM2.5,115.0
147492,20170208,8,PCA,-38.84776815732343
147492,20170208,8,PM2.5,62.0
147498,20170208,9,PCA,-127.06362219976589
147498,20170208,9,PM2.5,11.0
147504,20170208,10,PCA,-130.1670196967893
147504,20170208,10,PM2.5,8.0
147510,20170208,11,PCA,-127.9857114493567
147510,20170208,11,PM2.5,10.0
147516,20170208,12,PCA,-132.74197125832043
147516,20170208,12,PM2.5,3.0
147522,20170208,14,PCA,-124.80399507962336
147522,20170208,14,PM2.5,10.0
147528,20170208,15,PCA,-127.9612678368682
147528,20170208,15,PM2.5,11.0
147534,20170208,16,PCA,-128.17437478596014
147534,20170208,16,PM2.5,11.0
147540,20170208,17,PCA,-127.51031854862818
147540,20170208,17,PM2.5,12.0
147546,20170208,19,PCA,-126.8852857087098
147546,20170208,19,PM2.5,13.0
147552,20170208,20,PCA,-127.55036140648055
147552,20170208,20,PM2.5,12.0
147570,20170209,9,PCA,-32.64622345677955
147570,20170209,9,PM2.5,66.0
147576,20170209,10,PCA,-69.51054922551856
147576,20170209,10,PM2.5,45.0
147582,20170209,12,PCA,-123.36596184837877
147582,20170209,12,PM2.5,14.0
147588,20170209,15,PCA,-129.1610467448187
147588,20170209,15,PM2.5,7.0
147594,20170209,16,PCA,-129.80626618502995
147594,20170209,16,PM2.5,6.0
147600,20170209,17,PCA,-127.6633954966178
147600,20170209,17,PM2.5,9.0
147606,20170209,18,PCA,-129.94676525442404
147606,20170209,18,PM2.5,7.0
147612,20170209,19,PCA,-127.90899410990335
147612,20170209,19,PM2.5,10.0
147618,20170209,20,PCA,-121.69629956339297
147618,20170209,20,PM2.5,11.0
147624,20170209,21,PCA,-129.38517247031498
147624,20170209,21,PM2.5,6.0
147630,20170209,22,PCA,-128.2373838143964
147630,20170209,22,PM2.5,10.0
147636,20170209,23,PCA,-98.02308980831765
147636,20170209,23,PM2.5,26.0
147642,20170210,0,PCA,-113.0003899097377
147642,20170210,0,PM2.5,16.0
147648,20170210,1,PCA,-127.87897492743693
147648,20170210,1,PM2.5,8.0
147654,20170210,2,PCA,-116.2181296216151
147654,20170210,2,PM2.5,15.0
147660,20170210,3,PCA,-120.6341175714899
147660,20170210,3,PM2.5,13.0
147666,20170210,4,PCA,-118.26946374677472
147666,20170210,4,PM2.5,12.0
147672,20170210,5,PCA,-108.08667618583411
147672,20170210,5,PM2.5,18.0
147678,20170210,6,PCA,-96.54975193920043
147678,20170210,6,PM2.5,25.0
147684,20170210,7,PCA,-106.75739373072409
147684,20170210,7,PM2.5,20.0
147690,20170210,8,PCA,-109.5778273800113
147690,20170210,8,PM2.5,20.0
147696,20170210,9,PCA,-102.67366627060322
147696,20170210,9,PM2.5,25.0
147702,20170210,10,PCA,-122.70378993909915
147702,20170210,10,PM2.5,14.0
147708,20170210,11,PCA,-124.78232001327028
147708,20170210,11,PM2.5,12.0
147714,20170210,12,PCA,-123.08403478011658
147714,20170210,12,PM2.5,13.0
147720,20170210,13,PCA,-107.18879134434317
147720,20170210,13,PM2.5,23.0
147726,20170210,14,PCA,-120.01990456509343
147726,20170210,14,PM2.5,16.0
147732,20170210,15,PCA,-120.84069626908972
147732,20170210,15,PM2.5,16.0
147738,20170210,16,PCA,-128.1475901876831
147738,20170210,16,PM2.5,6.0
147744,20170210,17,PCA,-131.48892055481934
147744,20170210,17,PM2.5,3.0
147750,20170210,18,PCA,-124.91225822652996
147750,20170210,18,PM2.5,12.0
147756,20170210,19,PCA,-123.27216819455174
147756,20170210,19,PM2.5,13.0
147762,20170210,20,PCA,-93.14399042685847
147762,20170210,20,PM2.5,28.0
147768,20170210,21,PCA,-8.169307350208287
147768,20170210,21,PM2.5,77.0
147774,20170210,22,PCA,-48.53093885547293
147774,20170210,22,PM2.5,50.0
147780,20170210,23,PCA,-9.51160016840088
147780,20170210,23,PM2.5,76.0
147786,20170211,0,PCA,1.1082375882491722
147786,20170211,0,PM2.5,82.0
147792,20170211,1,PCA,71.62547997252878
147792,20170211,1,PM2.5,127.0
147798,20170211,2,PCA,165.81978338369288
147798,20170211,2,PM2.5,191.0
147804,20170211,3,PCA,154.11337534778636
147804,20170211,3,PM2.5,183.0
147810,20170211,4,PCA,139.0736747237977
147810,20170211,4,PM2.5,172.0
147816,20170211,5,PCA,70.21669600524693
147816,20170211,5,PM2.5,127.0
147822,20170211,6,PCA,26.239116722281928
147822,20170211,6,PM2.5,100.0
147828,20170211,7,PCA,34.89741570628206
147828,20170211,7,PM2.5,106.0
147834,20170211,8,PCA,77.78840374966049
147834,20170211,8,PM2.5,133.0
147840,20170211,9,PCA,42.81892536606795
147840,20170211,9,PM2.5,111.0
147846,20170211,10,PCA,18.752363303672727
147846,20170211,10,PM2.5,95.0
147852,20170211,11,PCA,-31.612825753429725
147852,20170211,11,PM2.5,66.0
147858,20170211,12,PCA,-35.453195727273645
147858,20170211,12,PM2.5,65.0
147864,20170211,13,PCA,-11.471144813587328
147864,20170211,13,PM2.5,79.0
147870,20170211,14,PCA,-66.06345331283045
147870,20170211,14,PM2.5,47.0
147876,20170211,15,PCA,-59.36747271812622
147876,20170211,15,PM2.5,52.0
147882,20170211,16,PCA,-54.55709783717217
147882,20170211,16,PM2.5,56.0
147888,20170211,17,PCA,-24.773521966237336
147888,20170211,17,PM2.5,78.0
147894,20170211,18,PCA,7.973297035221447
147894,20170211,18,PM2.5,97.0
147900,20170211,19,PCA,37.63071819415099
147900,20170211,19,PM2.5,114.0
147906,20170211,20,PCA,122.46500084883536
147906,20170211,20,PM2.5,161.0
147912,20170211,21,PCA,420.87014652557843
147912,20170211,21,PM2.5,373.0
147918,20170211,22,PCA,609.3247802928794
147918,20170211,22,PM2.5,559.0
147924,20170211,23,PCA,612.0428869602049
147924,20170211,23,PM2.5,561.0
147930,20170212,0,PCA,652.9438508419435
147930,20170212,0,PM2.5,616.0
147936,20170212,1,PCA,590.9097595685932
147936,20170212,1,PM2.5,532.0
147942,20170212,2,PCA,398.8565061882203
147942,20170212,2,PM2.5,357.0
147948,20170212,3,PCA,307.60442288062075
147948,20170212,3,PM2.5,292.0
147954,20170212,4,PCA,203.51185794909716
147954,20170212,4,PM2.5,217.0
147960,20170212,5,PCA,153.209130583424
147960,20170212,5,PM2.5,181.0
147966,20170212,6,PCA,120.4891250382884
147966,20170212,6,PM2.5,158.0
147972,20170212,7,PCA,128.03489897794626
147972,20170212,7,PM2.5,164.0
147978,20170212,8,PCA,80.33901250231892
147978,20170212,8,PM2.5,134.0
147984,20170212,9,PCA,42.597970072248636
147984,20170212,9,PM2.5,110.0
147990,20170212,10,PCA,-4.445935997661448
147990,20170212,10,PM2.5,80.0
147996,20170212,11,PCA,26.11311255819777
147996,20170212,11,PM2.5,98.0
148002,20170212,12,PCA,62.393835111693036
148002,20170212,12,PM2.5,121.0
148008,20170212,13,PCA,64.43178438259963
148008,20170212,13,PM2.5,122.0
148014,20170212,14,PCA,63.26940927426559
148014,20170212,14,PM2.5,122.0
148020,20170212,15,PCA,78.49132944232421
148020,20170212,15,PM2.5,132.0
148026,20170212,16,PCA,46.395006353711004
148026,20170212,16,PM2.5,115.0
148032,20170212,17,PCA,70.01326229741564
148032,20170212,17,PM2.5,129.0
148038,20170212,18,PCA,103.68663730504709
148038,20170212,18,PM2.5,147.0
148044,20170212,19,PCA,103.99818124031586
148044,20170212,19,PM2.5,147.0
148050,20170212,20,PCA,156.05889290642153
148050,20170212,20,PM2.5,180.0
148056,20170212,21,PCA,228.41526200419264
148056,20170212,21,PM2.5,230.0
148062,20170212,22,PCA,265.15663992692765
148062,20170212,22,PM2.5,256.0
148068,20170212,23,PCA,277.70180458797637
148068,20170212,23,PM2.5,264.0
148074,20170213,0,PCA,224.71856831957064
148074,20170213,0,PM2.5,227.0
148080,20170213,1,PCA,196.85076001748925
148080,20170213,1,PM2.5,209.0
148086,20170213,2,PCA,165.3574993473422
148086,20170213,2,PM2.5,188.0
148092,20170213,3,PCA,158.7796890215496
148092,20170213,3,PM2.5,183.0
148098,20170213,4,PCA,97.59326540431685
148098,20170213,4,PM2.5,141.0
148104,20170213,5,PCA,57.60657710520194
148104,20170213,5,PM2.5,117.0
148110,20170213,6,PCA,59.475384942709006
148110,20170213,6,PM2.5,118.0
148116,20170213,7,PCA,62.012493063201134
148116,20170213,7,PM2.5,120.0
148122,20170213,8,PCA,72.65027134955282
148122,20170213,8,PM2.5,127.0
148128,20170213,9,PCA,116.89668369241811
148128,20170213,9,PM2.5,153.0
148134,20170213,10,PCA,112.35566859119565
148134,20170213,10,PM2.5,148.0
148140,20170213,11,PCA,60.50833332954051
148140,20170213,11,PM2.5,118.0
148146,20170213,12,PCA,26.438523794422764
148146,20170213,12,PM2.5,97.0
148152,20170213,13,PCA,9.344378973440126
148152,20170213,13,PM2.5,88.0
148158,20170213,14,PCA,-16.502476314658132
148158,20170213,14,PM2.5,74.0
148164,20170213,15,PCA,-43.02484122111284
148164,20170213,15,PM2.5,59.0
148170,20170213,16,PCA,-63.49696186750469
148170,20170213,16,PM2.5,48.0
148176,20170213,17,PCA,-69.45194648590966
148176,20170213,17,PM2.5,45.0
148182,20170213,18,PCA,-61.72168150905282
148182,20170213,18,PM2.5,49.0
148188,20170213,19,PCA,-7.60113506228981
148188,20170213,19,PM2.5,81.0
148194,20170213,20,PCA,19.845309077597506
148194,20170213,20,PM2.5,94.0
148200,20170213,21,PCA,134.83615421032283
148200,20170213,21,PM2.5,165.0
148206,20170213,22,PCA,194.45786839190467
148206,20170213,22,PM2.5,208.0
148212,20170213,23,PCA,211.32195376270323
148212,20170213,23,PM2.5,220.0
148218,20170214,0,PCA,235.64210670301202
148218,20170214,0,PM2.5,238.0
148224,20170214,1,PCA,250.04621071009674
148224,20170214,1,PM2.5,245.0
148230,20170214,2,PCA,242.63310815614528
148230,20170214,2,PM2.5,241.0
148236,20170214,3,PCA,217.42961830393293
148236,20170214,3,PM2.5,224.0
148242,20170214,4,PCA,204.61109259683573
148242,20170214,4,PM2.5,216.0
148248,20170214,5,PCA,163.44404144684128
148248,20170214,5,PM2.5,186.0
148254,20170214,6,PCA,151.95435188565716
148254,20170214,6,PM2.5,179.0
148260,20170214,7,PCA,151.1818189914569
148260,20170214,7,PM2.5,179.0
148266,20170214,8,PCA,151.38889368309427
148266,20170214,8,PM2.5,179.0
148272,20170214,9,PCA,165.4541847444967
148272,20170214,9,PM2.5,189.0
148278,20170214,10,PCA,165.05431150574486
148278,20170214,10,PM2.5,186.0
148284,20170214,11,PCA,167.41216089909568
148284,20170214,11,PM2.5,186.0
148290,20170214,12,PCA,156.4448411451723
148290,20170214,12,PM2.5,179.0
148296,20170214,13,PCA,164.68554551327472
148296,20170214,13,PM2.5,185.0
148302,20170214,14,PCA,190.9775326107796
148302,20170214,14,PM2.5,204.0
148308,20170214,15,PCA,220.9481961018798
148308,20170214,15,PM2.5,228.0
148314,20170214,16,PCA,233.24087160942744
148314,20170214,16,PM2.5,238.0
148320,20170214,17,PCA,235.77271155992
148320,20170214,17,PM2.5,240.0
148326,20170214,18,PCA,261.25017858827715
148326,20170214,18,PM2.5,257.0
148332,20170214,19,PCA,254.75835562905988
148332,20170214,19,PM2.5,249.0
148338,20170214,20,PCA,308.2834577043016
148338,20170214,20,PM2.5,288.0
148344,20170214,21,PCA,283.83602684612237
148344,20170214,21,PM2.5,270.0
148350,20170214,22,PCA,269.5419034660953
148350,20170214,22,PM2.5,260.0
148356,20170214,23,PCA,268.14812549250433
148356,20170214,23,PM2.5,261.0
148362,20170215,0,PCA,273.55471167893074
148362,20170215,0,PM2.5,264.0
148368,20170215,1,PCA,264.70589297752423
148368,20170215,1,PM2.5,258.0
148374,20170215,2,PCA,273.3471873084621
148374,20170215,2,PM2.5,265.0
148380,20170215,3,PCA,270.05012584565895
148380,20170215,3,PM2.5,263.0
148386,20170215,4,PCA,252.60107756516882
148386,20170215,4,PM2.5,250.0
148392,20170215,5,PCA,258.74347217852124
148392,20170215,5,PM2.5,255.0
148398,20170215,6,PCA,261.0323811632016
148398,20170215,6,PM2.5,257.0
148404,20170215,7,PCA,235.83688446135204
148404,20170215,7,PM2.5,239.0
148410,20170215,8,PCA,250.53334948674092
148410,20170215,8,PM2.5,250.0
148416,20170215,9,PCA,332.5163266458256
148416,20170215,9,PM2.5,309.0
148422,20170215,10,PCA,402.9705734916957
148422,20170215,10,PM2.5,358.0
148428,20170215,11,PCA,307.17003502293136
148428,20170215,11,PM2.5,287.0
148434,20170215,12,PCA,279.3984819911208
148434,20170215,12,PM2.5,268.0
148440,20170215,13,PCA,244.71980435204347
148440,20170215,13,PM2.5,246.0
148446,20170215,14,PCA,-47.48341330172868
148446,20170215,14,PM2.5,3.0
148566,20170216,10,PCA,95.54688411504394
148566,20170216,10,PM2.5,140.0
148572,20170216,11,PCA,-4.950846372731164
148572,20170216,11,PM2.5,80.0
148578,20170216,12,PCA,-43.58658147467597
148578,20170216,12,PM2.5,36.0
148584,20170216,13,PCA,-64.91169837559764
148584,20170216,13,PM2.5,26.0
148590,20170216,14,PCA,-70.47795647923455
148590,20170216,14,PM2.5,21.0
148596,20170216,15,PCA,-90.41100830774579
148596,20170216,15,PM2.5,12.0
148602,20170216,16,PCA,-100.55071087086979
148602,20170216,16,PM2.5,12.0
148608,20170216,17,PCA,-101.85321901504612
148608,20170216,17,PM2.5,11.0
148614,20170216,18,PCA,-104.699794142225
148614,20170216,18,PM2.5,15.0
148620,20170216,19,PCA,-91.49230180134859
148620,20170216,19,PM2.5,17.0
148626,20170216,20,PCA,-88.65612771450532
148626,20170216,20,PM2.5,16.0
148632,20170216,21,PCA,-110.72333143380136
148632,20170216,21,PM2.5,8.0
148638,20170216,22,PCA,-124.01397920309667
148638,20170216,22,PM2.5,9.0
148644,20170216,23,PCA,-116.6102619334217
148644,20170216,23,PM2.5,10.0
148650,20170217,0,PCA,-122.36106755365863
148650,20170217,0,PM2.5,7.0
148656,20170217,1,PCA,-123.29486099297941
148656,20170217,1,PM2.5,11.0
148662,20170217,2,PCA,-128.93441405680815
148662,20170217,2,PM2.5,9.0
148668,20170217,3,PCA,-130.189831056353
148668,20170217,3,PM2.5,7.0
148674,20170217,4,PCA,-128.302449516836
148674,20170217,4,PM2.5,7.0
148680,20170217,5,PCA,-128.19626122767167
148680,20170217,5,PM2.5,10.0
148686,20170217,6,PCA,-128.79665028457694
148686,20170217,6,PM2.5,10.0
148692,20170217,7,PCA,-130.5651857448904
