,date,hour,type,榆垡
75702,20150922,18,PM2.5,166.0
75708,20150922,19,PCA,21.576598938371045
75708,20150922,19,PM2.5,64.0
75714,20150922,20,PCA,14.674740568889844
75714,20150922,20,PM2.5,51.0
75720,20150922,21,PCA,11.651204595245938
75720,20150922,21,PM2.5,48.0
75726,20150922,22,PCA,8.404376693543476
75726,20150922,22,PM2.5,48.0
75732,20150922,23,PCA,9.975475314993504
75732,20150922,23,PM2.5,52.0
75738,20150923,0,PCA,9.096366255079245
75738,20150923,0,PM2.5,52.0
75744,20150923,1,PCA,8.343728495534549
75744,20150923,1,PM2.5,52.0
75750,20150923,2,PCA,7.116815373907001
75750,20150923,2,PM2.5,51.0
75756,20150923,3,PCA,1.9205942986229798
75756,20150923,3,PM2.5,47.0
75762,20150923,4,PCA,-6.30222994850218
75762,20150923,4,PM2.5,44.0
75768,20150923,5,PCA,-9.99805068617713
75768,20150923,5,PM2.5,46.0
75774,20150923,6,PCA,-22.353229274831573
75774,20150923,6,PM2.5,34.0
75780,20150923,7,PCA,-25.453387246582555
75780,20150923,7,PM2.5,34.0
75786,20150923,8,PCA,-31.780154481363944
75786,20150923,8,PM2.5,31.0
75792,20150923,9,PCA,-33.973905556786605
75792,20150923,9,PM2.5,34.0
75798,20150923,10,PCA,-49.33651304913084
75798,20150923,10,PM2.5,27.0
75804,20150923,11,PCA,-60.66779566195541
75804,20150923,11,PM2.5,20.0
75810,20150923,12,PCA,-64.42172244396974
75810,20150923,12,PM2.5,25.0
75816,20150923,13,PCA,-71.15162840968542
75816,20150923,13,PM2.5,25.0
75822,20150923,14,PCA,-69.94540394959498
75822,20150923,14,PM2.5,32.0
75828,20150923,15,PCA,-79.90635637465685
75828,20150923,15,PM2.5,26.0
75834,20150923,16,PCA,-69.66377315626058
75834,20150923,16,PM2.5,33.0
75840,20150923,17,PCA,-70.79481731010024
75840,20150923,17,PM2.5,31.0
75846,20150923,18,PCA,-70.03424515135774
75846,20150923,18,PM2.5,33.0
75852,20150923,19,PCA,-70.06085664961464
75852,20150923,19,PM2.5,30.0
75858,20150923,20,PCA,-62.18984745595577
75858,20150923,20,PM2.5,35.0
75864,20150923,21,PCA,-60.89672142800484
75864,20150923,21,PM2.5,36.0
75870,20150923,22,PCA,-57.36427555042707
75870,20150923,22,PM2.5,40.0
75876,20150923,23,PCA,-61.5862696230122
75876,20150923,23,PM2.5,36.0
75882,20150924,0,PCA,-61.08586045124843
75882,20150924,0,PM2.5,38.0
75888,20150924,1,PCA,-61.93154747392277
75888,20150924,1,PM2.5,37.0
75894,20150924,2,PCA,-57.25567335527445
75894,20150924,2,PM2.5,42.0
75900,20150924,3,PCA,-59.1980791641873
75900,20150924,3,PM2.5,39.0
75906,20150924,4,PCA,-53.07560205209932
75906,20150924,4,PM2.5,48.0
75912,20150924,5,PCA,-55.06306296047971
75912,20150924,5,PM2.5,46.0
75918,20150924,6,PCA,-40.87883525744855
75918,20150924,6,PM2.5,66.0
75924,20150924,7,PCA,-28.757490133242257
75924,20150924,7,PM2.5,77.0
75930,20150924,8,PCA,-24.892648486327136
75930,20150924,8,PM2.5,78.0
75936,20150924,9,PCA,-4.748343210530044
75936,20150924,9,PM2.5,103.0
75942,20150924,10,PCA,31.042774987330017
75942,20150924,10,PM2.5,147.0
75948,20150924,11,PCA,75.80221998077451
75948,20150924,11,PM2.5,207.0
75954,20150924,12,PCA,108.23223837176243
75954,20150924,12,PM2.5,248.0
75960,20150924,13,PCA,123.01463269011207
75960,20150924,13,PM2.5,272.0
75966,20150924,14,PCA,102.13771289424015
75966,20150924,14,PM2.5,250.0
75972,20150924,15,PCA,59.15749710679012
75972,20150924,15,PM2.5,188.0
75978,20150924,16,PCA,41.79146770521772
75978,20150924,16,PM2.5,155.0
75984,20150924,17,PCA,45.33065051324925
75984,20150924,17,PM2.5,145.0
75990,20150924,18,PCA,67.74946214842694
75990,20150924,18,PM2.5,162.0
75996,20150924,19,PCA,78.11182175938636
75996,20150924,19,PM2.5,161.0
76002,20150924,20,PCA,75.46935901656018
76002,20150924,20,PM2.5,149.0
76008,20150924,21,PCA,65.56019171437043
76008,20150924,21,PM2.5,133.0
76014,20150924,22,PCA,71.84558704406304
76014,20150924,22,PM2.5,134.0
76020,20150924,23,PCA,29.522234099715174
76020,20150924,23,PM2.5,75.0
76026,20150925,0,PCA,14.525496098595804
76026,20150925,0,PM2.5,52.0
76032,20150925,1,PCA,-11.390876212310369
76032,20150925,1,PM2.5,17.0
76038,20150925,2,PCA,-13.110640445161202
76038,20150925,2,PM2.5,16.0
76044,20150925,3,PCA,-13.94988642704895
76044,20150925,3,PM2.5,16.0
76050,20150925,4,PCA,-11.398240592548362
76050,20150925,4,PM2.5,18.0
76056,20150925,5,PCA,-8.445262888470367
76056,20150925,5,PM2.5,23.0
76062,20150925,6,PCA,-6.265551080893183
76062,20150925,6,PM2.5,21.0
76068,20150925,7,PCA,-4.35761949378998
76068,20150925,7,PM2.5,25.0
76074,20150925,8,PCA,-1.2040985112501716
76074,20150925,8,PM2.5,31.0
76080,20150925,9,PCA,4.02125158149812
76080,20150925,9,PM2.5,43.0
76086,20150925,10,PCA,-8.473979070635512
76086,20150925,10,PM2.5,37.0
76092,20150925,11,PCA,-21.956920977836038
76092,20150925,11,PM2.5,29.0
76098,20150925,12,PCA,-51.40853004004732
76098,20150925,12,PM2.5,9.0
76104,20150925,13,PCA,-68.13559316067798
76104,20150925,13,PM2.5,3.0
76110,20150925,14,PCA,-76.20103825238596
76110,20150925,14,PM2.5,6.0
76116,20150925,15,PCA,-82.9677994482894
76116,20150925,15,PM2.5,9.0
76122,20150925,16,PCA,-91.3844897570456
76122,20150925,16,PM2.5,4.0
76128,20150925,17,PCA,-79.01606406565547
76128,20150925,17,PM2.5,18.0
76134,20150925,18,PCA,-88.18929082043901
76134,20150925,18,PM2.5,3.0
76140,20150925,19,PCA,-87.20969511895147
76140,20150925,19,PM2.5,5.0
76146,20150925,20,PCA,-76.35661504157285
76146,20150925,20,PM2.5,20.0
76152,20150925,21,PCA,-78.49710275332897
76152,20150925,21,PM2.5,17.0
76158,20150925,22,PCA,-75.43988039428936
76158,20150925,22,PM2.5,15.0
76164,20150925,23,PCA,-77.88512471288398
76164,20150925,23,PM2.5,15.0
76170,20150926,0,PCA,-82.35128766658335
76170,20150926,0,PM2.5,13.0
76176,20150926,1,PCA,-75.60543592454304
76176,20150926,1,PM2.5,18.0
76182,20150926,2,PCA,-76.34417510742928
76182,20150926,2,PM2.5,19.0
76188,20150926,3,PCA,-76.68218473987099
76188,20150926,3,PM2.5,21.0
76194,20150926,4,PCA,-78.56435216382779
76194,20150926,4,PM2.5,21.0
76200,20150926,5,PCA,-78.26016990464495
76200,20150926,5,PM2.5,22.0
76206,20150926,6,PCA,-79.09858870885046
76206,20150926,6,PM2.5,22.0
76212,20150926,7,PCA,-79.38988888646007
76212,20150926,7,PM2.5,23.0
76218,20150926,8,PCA,-74.07495520624478
76218,20150926,8,PM2.5,26.0
76224,20150926,9,PCA,-56.694919144540734
76224,20150926,9,PM2.5,45.0
76230,20150926,10,PCA,-56.0196611851621
76230,20150926,10,PM2.5,45.0
76236,20150926,11,PCA,-60.451573816305164
76236,20150926,11,PM2.5,46.0
76242,20150926,12,PCA,-78.17085408702981
76242,20150926,12,PM2.5,36.0
76248,20150926,13,PCA,-90.06027254083446
76248,20150926,13,PM2.5,27.0
76254,20150926,14,PCA,-86.78482274538382
76254,20150926,14,PM2.5,29.0
76260,20150926,15,PCA,-68.73768733053726
76260,20150926,15,PM2.5,35.0
76266,20150926,16,PCA,-64.10053001756313
76266,20150926,16,PM2.5,32.0
76272,20150926,17,PCA,-69.4294664438331
76272,20150926,17,PM2.5,31.0
76278,20150926,18,PCA,-95.24035300130733
76278,20150926,18,PM2.5,25.0
76284,20150926,19,PCA,-87.0713775823648
76284,20150926,19,PM2.5,30.0
76290,20150926,20,PCA,-84.71205529629415
76290,20150926,20,PM2.5,28.0
76296,20150926,21,PCA,-72.78233072837823
76296,20150926,21,PM2.5,41.0
76302,20150926,22,PCA,-66.7332192471352
76302,20150926,22,PM2.5,46.0
76308,20150926,23,PCA,-62.99349555645351
76308,20150926,23,PM2.5,48.0
76314,20150927,0,PCA,-65.13930363745844
76314,20150927,0,PM2.5,40.0
76320,20150927,1,PCA,-54.95717614519474
76320,20150927,1,PM2.5,49.0
76326,20150927,2,PCA,-61.58153008179861
76326,20150927,2,PM2.5,45.0
76332,20150927,3,PCA,-61.4103296877333
76332,20150927,3,PM2.5,46.0
76338,20150927,4,PCA,-56.22973769715124
76338,20150927,4,PM2.5,48.0
76344,20150927,5,PCA,-52.35302147547669
76344,20150927,5,PM2.5,53.0
76350,20150927,6,PCA,-54.00247275141538
76350,20150927,6,PM2.5,49.0
76356,20150927,7,PCA,-49.32677896189856
76356,20150927,7,PM2.5,56.0
76362,20150927,8,PCA,-40.23351103576641
76362,20150927,8,PM2.5,66.0
76368,20150927,9,PCA,-33.657585751599605
76368,20150927,9,PM2.5,70.0
76374,20150927,10,PCA,-22.59607177842642
76374,20150927,10,PM2.5,87.0
76380,20150927,11,PCA,-39.148105105398805
76380,20150927,11,PM2.5,75.0
76386,20150927,12,PCA,-57.73567960466022
76386,20150927,12,PM2.5,55.0
76392,20150927,13,PCA,-58.37452224466402
76392,20150927,13,PM2.5,57.0
76398,20150927,14,PCA,-78.0410650441662
76398,20150927,14,PM2.5,27.0
76404,20150927,15,PCA,-81.1767181068204
76404,20150927,15,PM2.5,14.0
76410,20150927,16,PCA,-88.19327404134918
76410,20150927,16,PM2.5,20.0
76416,20150927,17,PCA,-77.04907061204668
76416,20150927,17,PM2.5,29.0
76422,20150927,18,PCA,-72.56872837622676
76422,20150927,18,PM2.5,30.0
76428,20150927,19,PCA,-73.39100858325882
76428,20150927,19,PM2.5,27.0
76434,20150927,20,PCA,-73.05390228117835
76434,20150927,20,PM2.5,24.0
76440,20150927,21,PCA,-62.25212136094004
76440,20150927,21,PM2.5,43.0
76446,20150927,22,PCA,-54.95872915064059
76446,20150927,22,PM2.5,51.0
76452,20150927,23,PCA,-49.31886825777844
76452,20150927,23,PM2.5,55.0
76458,20150928,0,PCA,-73.51692589403537
76458,20150928,0,PM2.5,32.0
76464,20150928,1,PCA,-85.82472802187876
76464,20150928,1,PM2.5,20.0
76470,20150928,2,PCA,-74.44031507086373
76470,20150928,2,PM2.5,28.0
76476,20150928,3,PCA,-70.11032097392076
76476,20150928,3,PM2.5,34.0
76482,20150928,4,PCA,-74.91952942372664
76482,20150928,4,PM2.5,24.0
76488,20150928,5,PCA,-60.2057473879662
76488,20150928,5,PM2.5,43.0
76494,20150928,6,PCA,-60.48000928982505
76494,20150928,6,PM2.5,47.0
76500,20150928,7,PCA,-58.85864733849822
76500,20150928,7,PM2.5,49.0
76506,20150928,8,PCA,-55.91075382762487
76506,20150928,8,PM2.5,47.0
76512,20150928,9,PCA,-56.351800121654705
76512,20150928,9,PM2.5,51.0
76518,20150928,10,PCA,-41.61448672256618
76518,20150928,10,PM2.5,77.0
76524,20150928,11,PCA,-34.8244591884024
76524,20150928,11,PM2.5,87.0
76530,20150928,12,PCA,-49.24741873512917
76530,20150928,12,PM2.5,65.0
76536,20150928,13,PCA,-56.46065061862509
76536,20150928,13,PM2.5,51.0
76542,20150928,14,PCA,-52.24085745132187
76542,20150928,14,PM2.5,52.0
76548,20150928,15,PCA,-60.3717726528384
76548,20150928,15,PM2.5,42.0
76566,20150928,18,PCA,-56.38319875034792
76566,20150928,18,PM2.5,41.0
76572,20150928,19,PCA,-49.42478451543932
76572,20150928,19,PM2.5,48.0
76578,20150928,20,PCA,-47.37843871457712
76578,20150928,20,PM2.5,50.0
76584,20150928,21,PCA,-46.2358376511888
76584,20150928,21,PM2.5,51.0
76590,20150928,22,PCA,-50.214895356360884
76590,20150928,22,PM2.5,47.0
76596,20150928,23,PCA,-45.78922582359447
76596,20150928,23,PM2.5,51.0
76602,20150929,0,PCA,-38.784572453394986
76602,20150929,0,PM2.5,56.0
76608,20150929,1,PCA,-35.80752092769571
76608,20150929,1,PM2.5,60.0
76614,20150929,2,PCA,-23.461229152749304
76614,20150929,2,PM2.5,73.0
76620,20150929,3,PCA,-27.50598347471758
76620,20150929,3,PM2.5,68.0
76626,20150929,4,PCA,-29.268667999966794
76626,20150929,4,PM2.5,64.0
76632,20150929,5,PCA,-31.099003697647074
76632,20150929,5,PM2.5,60.0
76638,20150929,6,PCA,-30.124755571167576
76638,20150929,6,PM2.5,61.0
76644,20150929,7,PCA,-31.525656616588883
76644,20150929,7,PM2.5,58.0
76650,20150929,8,PCA,-34.121973260621516
76650,20150929,8,PM2.5,55.0
76656,20150929,9,PCA,-30.340977152526374
76656,20150929,9,PM2.5,60.0
76662,20150929,10,PCA,-47.99232465152883
76662,20150929,10,PM2.5,39.0
76668,20150929,11,PCA,-46.55719440027549
76668,20150929,11,PM2.5,44.0
76674,20150929,12,PCA,-46.36339317382863
76674,20150929,12,PM2.5,45.0
76680,20150929,13,PCA,-56.79672158963123
76680,20150929,13,PM2.5,35.0
76686,20150929,14,PCA,-58.58298857087712
76686,20150929,14,PM2.5,33.0
76692,20150929,15,PCA,-62.70628583108943
76692,20150929,15,PM2.5,27.0
76698,20150929,16,PCA,-63.28710734872537
76698,20150929,16,PM2.5,27.0
76704,20150929,17,PCA,-63.8549224509073
76704,20150929,17,PM2.5,25.0
76710,20150929,18,PCA,-54.93005861981952
76710,20150929,18,PM2.5,33.0
76716,20150929,19,PCA,-60.146429995145596
76716,20150929,19,PM2.5,26.0
76722,20150929,20,PCA,-59.84224773596275
76722,20150929,20,PM2.5,27.0
76728,20150929,21,PCA,-62.62224517139882
76728,20150929,21,PM2.5,24.0
76734,20150929,22,PCA,-65.99937939899188
76734,20150929,22,PM2.5,21.0
76740,20150929,23,PCA,-66.68331373089491
76740,20150929,23,PM2.5,22.0
76746,20150930,0,PCA,-68.11242828647073
76746,20150930,0,PM2.5,23.0
76752,20150930,1,PCA,-70.88681185880249
76752,20150930,1,PM2.5,21.0
76758,20150930,2,PCA,-72.11243128332853
76758,20150930,2,PM2.5,24.0
76764,20150930,3,PCA,-76.57174786022235
76764,20150930,3,PM2.5,21.0
76770,20150930,4,PCA,-79.2931612660669
76770,20150930,4,PM2.5,21.0
76776,20150930,5,PCA,-78.28572155262124
76776,20150930,5,PM2.5,24.0
76782,20150930,6,PCA,-81.55324607824787
76782,20150930,6,PM2.5,21.0
76788,20150930,7,PCA,-81.14211597927694
76788,20150930,7,PM2.5,24.0
76794,20150930,8,PCA,-82.27827600187864
76794,20150930,8,PM2.5,24.0
76800,20150930,9,PCA,-82.26555305501546
76800,20150930,9,PM2.5,30.0
76806,20150930,10,PCA,-89.01108922012354
76806,20150930,10,PM2.5,24.0
76812,20150930,11,PCA,-82.92424946792316
76812,20150930,11,PM2.5,33.0
76818,20150930,12,PCA,-77.63378126829946
76818,20150930,12,PM2.5,38.0
76824,20150930,13,PCA,-81.81078976537835
76824,20150930,13,PM2.5,34.0
76830,20150930,14,PCA,-87.83196762391464
76830,20150930,14,PM2.5,27.0
76836,20150930,15,PCA,-82.83797801693382
76836,20150930,15,PM2.5,32.0
76842,20150930,16,PCA,-87.95752213585325
76842,20150930,16,PM2.5,24.0
76848,20150930,17,PCA,-81.75014715203751
76848,20150930,17,PM2.5,31.0
76854,20150930,18,PCA,-83.70503335828849
76854,20150930,18,PM2.5,29.0
76860,20150930,19,PCA,-77.0207768487862
76860,20150930,19,PM2.5,37.0
76866,20150930,20,PCA,-70.61326027074368
76866,20150930,20,PM2.5,42.0
76872,20150930,21,PCA,-82.21247208335811
76872,20150930,21,PM2.5,31.0
76878,20150930,22,PCA,-87.65279355278831
76878,20150930,22,PM2.5,25.0
76884,20150930,23,PCA,-87.8350660417981
76884,20150930,23,PM2.5,25.0
76890,20151001,0,PCA,-80.6395744668965
76890,20151001,0,PM2.5,32.0
76896,20151001,1,PCA,-77.66607696458003
76896,20151001,1,PM2.5,35.0
76902,20151001,2,PCA,-77.89014788911908
76902,20151001,2,PM2.5,33.0
76908,20151001,3,PCA,-76.23578574221563
76908,20151001,3,PM2.5,32.0
76914,20151001,4,PCA,-86.1289625903248
76914,20151001,4,PM2.5,23.0
76920,20151001,5,PCA,-105.3811000472868
76920,20151001,5,PM2.5,3.0
76926,20151001,6,PCA,-107.82717154356368
76926,20151001,6,PM2.5,3.0
76932,20151001,7,PCA,-107.98135485629969
76932,20151001,7,PM2.5,3.0
76938,20151001,8,PCA,-109.06945207993316
76938,20151001,8,PM2.5,3.0
76944,20151001,9,PCA,-109.31830332167891
76944,20151001,9,PM2.5,3.0
76950,20151001,10,PCA,-110.22257605149862
76950,20151001,10,PM2.5,3.5
76956,20151001,11,PCA,-111.65795314462149
76956,20151001,11,PM2.5,4.0
76962,20151001,12,PCA,-112.89379264020444
76962,20151001,12,PM2.5,5.0
76968,20151001,13,PCA,-115.41288393000376
76968,20151001,13,PM2.5,4.0
76974,20151001,14,PCA,-117.71121315433123
76974,20151001,14,PM2.5,3.0
76980,20151001,15,PCA,-118.07440478821475
76980,20151001,15,PM2.5,4.0
76986,20151001,16,PCA,-117.6550348017837
76986,20151001,16,PM2.5,3.0
76992,20151001,17,PCA,-115.44911683196855
76992,20151001,17,PM2.5,6.0
76998,20151001,18,PCA,-109.8484921776723
76998,20151001,18,PM2.5,15.0
77004,20151001,19,PCA,-115.99261742524746
77004,20151001,19,PM2.5,7.0
77010,20151001,20,PCA,-115.00138880987033
77010,20151001,20,PM2.5,7.0
77016,20151001,21,PCA,-109.553449632865
77016,20151001,21,PM2.5,12.0
77022,20151001,22,PCA,-103.63506997095973
77022,20151001,22,PM2.5,17.0
77028,20151001,23,PCA,-98.72896123734006
77028,20151001,23,PM2.5,18.0
77034,20151002,0,PCA,-99.14091851399326
77034,20151002,0,PM2.5,15.0
77040,20151002,1,PCA,-92.69248667335452
77040,20151002,1,PM2.5,20.0
77046,20151002,2,PCA,-98.29523149131893
77046,20151002,2,PM2.5,16.0
77052,20151002,3,PCA,-101.10988347769613
77052,20151002,3,PM2.5,16.0
77058,20151002,4,PCA,-101.56459070144159
77058,20151002,4,PM2.5,15.0
77064,20151002,5,PCA,-101.02225876026783
77064,20151002,5,PM2.5,15.0
77070,20151002,6,PCA,-102.61873986971936
77070,20151002,6,PM2.5,13.0
77076,20151002,7,PCA,-102.23254675621251
77076,20151002,7,PM2.5,12.0
77082,20151002,8,PCA,-99.0574336334363
77082,20151002,8,PM2.5,15.0
77088,20151002,9,PCA,-98.73746219554543
77088,20151002,9,PM2.5,16.0
77094,20151002,10,PCA,-91.20845001750358
77094,20151002,10,PM2.5,28.0
77100,20151002,11,PCA,-95.72828598149164
77100,20151002,11,PM2.5,20.0
77106,20151002,12,PCA,-99.77817632965018
77106,20151002,12,PM2.5,18.0
77112,20151002,13,PCA,-102.54447900089376
77112,20151002,13,PM2.5,18.0
77118,20151002,14,PCA,-104.55326672776671
77118,20151002,14,PM2.5,17.0
77124,20151002,15,PCA,-102.51392278663613
77124,20151002,15,PM2.5,19.0
77130,20151002,16,PCA,-99.85697698733243
77130,20151002,16,PM2.5,23.0
77136,20151002,17,PCA,-95.29905327945532
77136,20151002,17,PM2.5,26.0
77142,20151002,18,PCA,-78.38924169514411
77142,20151002,18,PM2.5,33.0
77148,20151002,19,PCA,-83.4822303110574
77148,20151002,19,PM2.5,26.0
77154,20151002,20,PCA,-76.46873140835875
77154,20151002,20,PM2.5,30.0
77160,20151002,21,PCA,-67.05231160371727
77160,20151002,21,PM2.5,36.0
77166,20151002,22,PCA,-48.44058720079646
77166,20151002,22,PM2.5,55.0
77172,20151002,23,PCA,-47.047657217645515
77172,20151002,23,PM2.5,53.0
77178,20151003,0,PCA,-46.60122571918267
77178,20151003,0,PM2.5,55.0
77184,20151003,1,PCA,-55.65836506814066
77184,20151003,1,PM2.5,44.0
77190,20151003,2,PCA,-65.86288821744903
77190,20151003,2,PM2.5,30.0
77196,20151003,3,PCA,-71.1421598399094
77196,20151003,3,PM2.5,22.0
77202,20151003,4,PCA,-76.10707395822416
77202,20151003,4,PM2.5,13.0
77208,20151003,5,PCA,-76.27007932012489
77208,20151003,5,PM2.5,14.0
77214,20151003,6,PCA,-77.46730490536491
77214,20151003,6,PM2.5,11.0
77220,20151003,7,PCA,-79.8016980200204
77220,20151003,7,PM2.5,10.0
77226,20151003,8,PCA,-76.1705241810245
77226,20151003,8,PM2.5,17.0
77232,20151003,9,PCA,-73.96897009567206
77232,20151003,9,PM2.5,23.0
77238,20151003,10,PCA,-69.57316850612189
77238,20151003,10,PM2.5,30.0
77244,20151003,11,PCA,-65.42933025324959
77244,20151003,11,PM2.5,36.0
77250,20151003,12,PCA,-67.30387267829367
77250,20151003,12,PM2.5,35.0
77256,20151003,13,PCA,-68.65090007852848
77256,20151003,13,PM2.5,37.0
77262,20151003,14,PCA,-78.78183963843544
77262,20151003,14,PM2.5,30.0
77268,20151003,15,PCA,-84.5718694486772
77268,20151003,15,PM2.5,25.0
77274,20151003,16,PCA,-91.80269818319607
77274,20151003,16,PM2.5,17.0
77280,20151003,17,PCA,-92.65727312721255
77280,20151003,17,PM2.5,13.0
77286,20151003,18,PCA,-71.36407074903074
77286,20151003,18,PM2.5,28.0
77292,20151003,19,PCA,-75.75019852076535
77292,20151003,19,PM2.5,24.0
77298,20151003,20,PCA,-71.26589677720563
77298,20151003,20,PM2.5,26.0
77304,20151003,21,PCA,-64.460858834779
77304,20151003,21,PM2.5,34.0
77310,20151003,22,PCA,-59.28722623738844
77310,20151003,22,PM2.5,41.0
77316,20151003,23,PCA,-56.17172466010764
77316,20151003,23,PM2.5,46.0
77322,20151004,0,PCA,-45.942843035255905
77322,20151004,0,PM2.5,56.0
77328,20151004,1,PCA,-48.97405256338763
77328,20151004,1,PM2.5,54.0
77334,20151004,2,PCA,-47.78308768980271
77334,20151004,2,PM2.5,54.0
77340,20151004,3,PCA,-46.44343253615119
77340,20151004,3,PM2.5,56.0
77346,20151004,4,PCA,-49.9285221103461
77346,20151004,4,PM2.5,53.0
77352,20151004,5,PCA,-46.903753623000995
77352,20151004,5,PM2.5,54.0
77358,20151004,6,PCA,-49.44099502015553
77358,20151004,6,PM2.5,53.0
77364,20151004,7,PCA,-52.62190233516761
77364,20151004,7,PM2.5,51.0
77370,20151004,8,PCA,-50.936142152923274
77370,20151004,8,PM2.5,52.0
77376,20151004,9,PCA,-34.20789247746854
77376,20151004,9,PM2.5,69.0
77382,20151004,10,PCA,-20.990239205147223
77382,20151004,10,PM2.5,89.0
77388,20151004,11,PCA,-9.204898619995905
77388,20151004,11,PM2.5,106.0
77394,20151004,12,PCA,4.4297356227511955
77394,20151004,12,PM2.5,128.0
77400,20151004,13,PCA,19.750992096895054
77400,20151004,13,PM2.5,152.0
77406,20151004,14,PCA,37.50962779541808
77406,20151004,14,PM2.5,170.0
77412,20151004,15,PCA,59.609684547680246
77412,20151004,15,PM2.5,187.0
77418,20151004,16,PCA,61.75886768175484
77418,20151004,16,PM2.5,184.0
77424,20151004,17,PCA,63.51607970190424
77424,20151004,17,PM2.5,183.0
77430,20151004,18,PCA,67.37973956046964
77430,20151004,18,PM2.5,172.0
77436,20151004,19,PCA,76.53539405899949
77436,20151004,19,PM2.5,176.0
77442,20151004,20,PCA,86.44550449592576
77442,20151004,20,PM2.5,174.0
77448,20151004,21,PCA,82.771468570998
77448,20151004,21,PM2.5,163.0
77454,20151004,22,PCA,86.8793707708688
77454,20151004,22,PM2.5,158.0
77460,20151004,23,PCA,84.01135577370277
77460,20151004,23,PM2.5,152.0
77466,20151005,0,PCA,87.36171833133562
77466,20151005,0,PM2.5,153.0
77472,20151005,1,PCA,87.68105168996831
77472,20151005,1,PM2.5,150.0
77478,20151005,2,PCA,89.18573605908153
77478,20151005,2,PM2.5,146.0
77484,20151005,3,PCA,87.26409521272286
77484,20151005,3,PM2.5,140.0
77490,20151005,4,PCA,89.86945787581443
77490,20151005,4,PM2.5,139.0
77496,20151005,5,PCA,99.89125085662717
77496,20151005,5,PM2.5,148.0
77502,20151005,6,PCA,105.57683370659781
77502,20151005,6,PM2.5,150.0
77508,20151005,7,PCA,99.22408979349983
77508,20151005,7,PM2.5,137.0
77514,20151005,8,PCA,98.34241838828416
77514,20151005,8,PM2.5,128.0
77520,20151005,9,PCA,119.70525519926996
77520,20151005,9,PM2.5,147.0
77526,20151005,10,PCA,161.2328377248427
77526,20151005,10,PM2.5,199.0
77532,20151005,11,PCA,207.83843229254276
77532,20151005,11,PM2.5,258.0
77538,20151005,12,PCA,220.21744727485463
77538,20151005,12,PM2.5,276.0
77544,20151005,13,PCA,202.85784588878312
77544,20151005,13,PM2.5,264.0
77550,20151005,14,PCA,194.32083630362237
77550,20151005,14,PM2.5,259.0
77556,20151005,15,PCA,183.50360513494917
