,date,hour,type,榆垡
186624,20171207,15,PCA,-114.03726104779338
186624,20171207,15,PM2.5,8.0
186630,20171207,16,PCA,-108.14462539160627
186630,20171207,16,PM2.5,8.0
186636,20171207,17,PCA,-107.22366852962962
186636,20171207,17,PM2.5,10.0
186642,20171207,18,PCA,-106.71408796793291
186642,20171207,18,PM2.5,7.0
186648,20171207,19,PCA,-111.84445679515657
186648,20171207,19,PM2.5,7.0
186654,20171207,20,PCA,-112.96709100020571
186654,20171207,20,PM2.5,7.5
186660,20171207,21,PCA,-114.08972520525487
186660,20171207,21,PM2.5,8.0
186666,20171207,22,PCA,-112.26803130530504
186666,20171207,22,PM2.5,10.0
186672,20171207,23,PCA,-114.77589501723381
186672,20171207,23,PM2.5,9.0
186678,20171208,0,PCA,-115.47519311209487
186678,20171208,0,PM2.5,6.0
186684,20171208,1,PCA,-117.99986346416935
186684,20171208,1,PM2.5,4.0
186702,20171208,4,PCA,-98.79379595332195
186702,20171208,4,PM2.5,16.0
186708,20171208,5,PCA,-100.48434282098837
186708,20171208,5,PM2.5,14.0
186714,20171208,6,PCA,-98.09170163713705
186714,20171208,6,PM2.5,17.0
186720,20171208,7,PCA,-84.35429470278365
186720,20171208,7,PM2.5,25.0
186726,20171208,8,PCA,-71.88914259044424
186726,20171208,8,PM2.5,32.0
186732,20171208,9,PCA,-43.11352010879087
186732,20171208,9,PM2.5,50.0
186738,20171208,10,PCA,-33.12102313238515
186738,20171208,10,PM2.5,58.0
186744,20171208,13,PCA,-76.88571595992757
186744,20171208,13,PM2.5,34.0
186750,20171208,14,PCA,-81.02736698456661
186750,20171208,14,PM2.5,32.0
186756,20171208,15,PCA,-86.33397012957987
186756,20171208,15,PM2.5,25.0
186762,20171208,16,PCA,-88.32753611835116
186762,20171208,16,PM2.5,23.0
186768,20171208,17,PCA,-82.81011219910923
186768,20171208,17,PM2.5,22.0
186774,20171208,18,PCA,-65.47544117684052
186774,20171208,18,PM2.5,32.0
186780,20171208,19,PCA,-52.434358175648256
186780,20171208,19,PM2.5,44.0
186786,20171208,20,PCA,-35.6536174336489
186786,20171208,20,PM2.5,53.0
186792,20171208,21,PCA,-40.38871136818147
186792,20171208,21,PM2.5,50.0
186798,20171208,22,PCA,-18.59370540463412
186798,20171208,22,PM2.5,65.0
186804,20171208,23,PCA,-27.369978436274398
186804,20171208,23,PM2.5,60.0
186810,20171209,0,PCA,-27.875018662196062
186810,20171209,0,PM2.5,60.0
186816,20171209,1,PCA,-27.427579656919463
186816,20171209,1,PM2.5,60.0
186822,20171209,2,PCA,-11.185967281113466
186822,20171209,2,PM2.5,70.0
186828,20171209,3,PCA,-20.03133539936569
186828,20171209,3,PM2.5,65.0
186834,20171209,4,PCA,-27.110921759816552
186834,20171209,4,PM2.5,61.0
186840,20171209,5,PCA,-30.924547379960522
186840,20171209,5,PM2.5,59.0
186846,20171209,6,PCA,-11.54048254247251
186846,20171209,6,PM2.5,70.0
186852,20171209,7,PCA,-5.9552508602392145
186852,20171209,7,PM2.5,74.0
186858,20171209,8,PCA,9.744856752075258
186858,20171209,8,PM2.5,84.0
186864,20171209,9,PCA,7.524524064412551
186864,20171209,9,PM2.5,83.0
186870,20171209,10,PCA,60.55632354170364
186870,20171209,10,PM2.5,115.0
186876,20171209,11,PCA,83.03981804055215
186876,20171209,11,PM2.5,128.0
186882,20171209,12,PCA,40.75096715020772
186882,20171209,12,PM2.5,104.0
186888,20171209,13,PCA,5.753408521528959
186888,20171209,13,PM2.5,82.0
186894,20171209,14,PCA,0.10820027969401941
186894,20171209,14,PM2.5,80.0
186900,20171209,15,PCA,-23.952734936402166
186900,20171209,15,PM2.5,65.0
186906,20171209,16,PCA,-30.251133029764823
186906,20171209,16,PM2.5,61.0
186912,20171209,17,PCA,-27.586725154150116
186912,20171209,17,PM2.5,61.0
186918,20171209,18,PCA,-14.365741499458798
186918,20171209,18,PM2.5,68.0
186924,20171209,19,PCA,18.238424779083598
186924,20171209,19,PM2.5,86.0
186930,20171209,20,PCA,32.604120417323124
186930,20171209,20,PM2.5,95.0
186936,20171209,21,PCA,87.02185797265739
186936,20171209,21,PM2.5,128.0
186942,20171209,22,PCA,150.14069939333635
186942,20171209,22,PM2.5,169.0
186948,20171209,23,PCA,179.9530552194569
186948,20171209,23,PM2.5,191.0
186954,20171210,0,PCA,-75.06125481466722
186954,20171210,0,PM2.5,36.0
186960,20171210,1,PCA,-119.41410010838462
186960,20171210,1,PM2.5,6.0
186966,20171210,2,PCA,-119.91315593601223
186966,20171210,2,PM2.5,5.0
186972,20171210,3,PCA,-118.39654099688882
186972,20171210,3,PM2.5,7.0
186978,20171210,4,PCA,-119.28071759602528
186978,20171210,4,PM2.5,6.0
186984,20171210,5,PCA,-120.2367856514356
186984,20171210,5,PM2.5,5.0
186990,20171210,6,PCA,-120.2367856514356
186990,20171210,6,PM2.5,5.0
186996,20171210,7,PCA,-117.44323562500156
186996,20171210,7,PM2.5,4.0
187002,20171210,8,PCA,-98.75144790220797
187002,20171210,8,PM2.5,8.0
187008,20171210,9,PCA,-80.21949319307728
187008,20171210,9,PM2.5,8.0
187014,20171210,10,PCA,-83.23380528498329
187014,20171210,10,PM2.5,9.0
187020,20171210,11,PCA,-80.89330812693018
187020,20171210,11,PM2.5,7.0
187026,20171210,12,PCA,-91.97780366642638
187026,20171210,12,PM2.5,7.0
187032,20171210,13,PCA,-91.1641651794276
187032,20171210,13,PM2.5,9.0
187038,20171210,14,PCA,-78.48211618848191
187038,20171210,14,PM2.5,10.0
187044,20171210,15,PCA,-78.64754723651676
187044,20171210,15,PM2.5,11.0
187050,20171210,16,PCA,-91.85837557763823
187050,20171210,16,PM2.5,6.0
187056,20171210,17,PCA,-104.63516083622363
187056,20171210,17,PM2.5,11.0
187062,20171210,18,PCA,-109.6310713056442
187062,20171210,18,PM2.5,3.0
187068,20171210,19,PCA,-86.47833265968245
187068,20171210,19,PM2.5,13.0
187074,20171210,20,PCA,-89.86460243938589
187074,20171210,20,PM2.5,18.0
187080,20171210,21,PCA,-92.50324264840839
187080,20171210,21,PM2.5,15.0
187086,20171210,22,PCA,-86.38055270638147
187086,20171210,22,PM2.5,13.0
187092,20171210,23,PCA,-97.19856422329728
187092,20171210,23,PM2.5,11.0
187098,20171211,0,PCA,-104.05615481924362
187098,20171211,0,PM2.5,10.0
187104,20171211,1,PCA,-80.29892266659785
187104,20171211,1,PM2.5,14.0
187110,20171211,2,PCA,-67.39394887512732
187110,20171211,2,PM2.5,27.0
187116,20171211,3,PCA,-65.38161930182008
187116,20171211,3,PM2.5,18.0
187122,20171211,4,PCA,-73.36958041690947
187122,20171211,4,PM2.5,18.0
187128,20171211,5,PCA,-86.81665892034168
187128,20171211,5,PM2.5,13.0
187134,20171211,6,PCA,-84.28683388474884
187134,20171211,6,PM2.5,23.0
187140,20171211,7,PCA,-88.45236845431012
187140,20171211,7,PM2.5,23.0
187146,20171211,8,PCA,-117.83260108674624
187146,20171211,8,PM2.5,10.0
187152,20171211,9,PCA,-97.74402834619056
187152,20171211,9,PM2.5,12.0
187158,20171211,10,PCA,-102.49599844483012
187158,20171211,10,PM2.5,9.0
187164,20171211,11,PCA,-110.15834064342631
187164,20171211,11,PM2.5,6.0
187170,20171211,12,PCA,-117.35091286654747
187170,20171211,12,PM2.5,9.0
187176,20171211,13,PCA,-120.40783056257483
187176,20171211,13,PM2.5,5.0
187182,20171211,14,PCA,-118.95353385721911
187182,20171211,14,PM2.5,7.0
187188,20171211,15,PCA,-117.52785249459113
187188,20171211,15,PM2.5,8.0
187194,20171211,16,PCA,-111.26926252099749
187194,20171211,16,PM2.5,11.0
187200,20171211,17,PCA,-103.92386032927655
187200,20171211,17,PM2.5,7.0
187206,20171211,18,PCA,-81.49188758453157
187206,20171211,18,PM2.5,13.0
187212,20171211,19,PCA,-75.91628043127795
187212,20171211,19,PM2.5,13.0
187218,20171211,20,PCA,-86.18824931537974
187218,20171211,20,PM2.5,18.0
187224,20171211,21,PCA,-67.91387606408625
187224,20171211,21,PM2.5,24.0
187230,20171211,22,PCA,-78.91734459519822
187230,20171211,22,PM2.5,16.0
187236,20171211,23,PCA,-88.08630666874849
187236,20171211,23,PM2.5,13.0
187242,20171212,0,PCA,-84.31696012852532
187242,20171212,0,PM2.5,14.0
187248,20171212,1,PCA,-94.61358134416915
187248,20171212,1,PM2.5,12.0
187254,20171212,2,PCA,-91.18454929208688
187254,20171212,2,PM2.5,18.0
187260,20171212,3,PCA,-105.44158792525435
187260,20171212,3,PM2.5,8.0
187266,20171212,4,PCA,-96.44738495792937
187266,20171212,4,PM2.5,11.0
187272,20171212,5,PCA,-90.72686655487941
187272,20171212,5,PM2.5,12.0
187278,20171212,6,PCA,-94.14951133910125
187278,20171212,6,PM2.5,13.0
187284,20171212,7,PCA,-96.87338515421193
187284,20171212,7,PM2.5,14.0
187290,20171212,8,PCA,-83.8458681062975
187290,20171212,8,PM2.5,14.0
187296,20171212,9,PCA,-106.06209584356915
187296,20171212,9,PM2.5,11.0
187302,20171212,10,PCA,-111.49923278781303
187302,20171212,10,PM2.5,11.0
187308,20171212,11,PCA,-89.0929192045119
187308,20171212,11,PM2.5,10.0
187314,20171212,12,PCA,-98.16459515683835
187314,20171212,12,PM2.5,16.0
187320,20171212,13,PCA,-113.84685732480992
187320,20171212,13,PM2.5,12.0
187326,20171212,14,PCA,-111.15476560894035
187326,20171212,14,PM2.5,14.0
187332,20171212,15,PCA,-118.13961451642022
187332,20171212,15,PM2.5,9.0
187338,20171212,16,PCA,-111.74598752676465
187338,20171212,16,PM2.5,14.0
187344,20171212,17,PCA,-111.27241486014523
187344,20171212,17,PM2.5,13.0
187350,20171212,18,PCA,-91.07826778136578
187350,20171212,18,PM2.5,17.0
187356,20171212,19,PCA,-97.43024067846298
187356,20171212,19,PM2.5,21.0
187362,20171212,20,PCA,-76.81380440981009
187362,20171212,20,PM2.5,32.0
187368,20171212,21,PCA,-82.13637230324485
187368,20171212,21,PM2.5,26.0
187374,20171212,22,PCA,-72.12515654830618
187374,20171212,22,PM2.5,30.0
187380,20171212,23,PCA,-62.9686188768433
187380,20171212,23,PM2.5,36.0
187386,20171213,0,PCA,-46.92228570217724
187386,20171213,0,PM2.5,44.0
187392,20171213,1,PCA,-40.65489748863098
187392,20171213,1,PM2.5,52.0
187398,20171213,2,PCA,-40.183525430617294
187398,20171213,2,PM2.5,52.0
187404,20171213,3,PCA,-41.57402592751217
187404,20171213,3,PM2.5,51.0
187410,20171213,4,PCA,-36.9821540159413
187410,20171213,4,PM2.5,54.0
187416,20171213,5,PCA,-33.74925934338848
187416,20171213,5,PM2.5,55.0
187422,20171213,6,PCA,-32.49099934455556
187422,20171213,6,PM2.5,56.0
187428,20171213,7,PCA,-37.604226756569155
187428,20171213,7,PM2.5,53.0
187434,20171213,8,PCA,-43.45717616041542
187434,20171213,8,PM2.5,48.0
187440,20171213,9,PCA,-27.822306133649203
187440,20171213,9,PM2.5,48.0
187446,20171213,10,PCA,-65.17446621506289
187446,20171213,10,PM2.5,36.0
187452,20171213,11,PCA,-89.95561002393292
187452,20171213,11,PM2.5,23.0
187458,20171213,12,PCA,-89.78039435291227
187458,20171213,12,PM2.5,24.0
187464,20171213,13,PCA,-74.4492689926304
187464,20171213,13,PM2.5,30.0
187512,20171213,21,PCA,-54.343115974081336
187512,20171213,21,PM2.5,42.0
187518,20171213,22,PCA,-51.17407320856392
187518,20171213,22,PM2.5,44.0
187524,20171213,23,PCA,-40.905875944258234
187524,20171213,23,PM2.5,50.0
187530,20171214,0,PCA,-29.37924296306809
187530,20171214,0,PM2.5,58.0
187536,20171214,1,PCA,-26.545603814726793
187536,20171214,1,PM2.5,60.0
187542,20171214,2,PCA,-11.275758032353535
187542,20171214,2,PM2.5,69.0
187548,20171214,3,PCA,-18.316854816342246
187548,20171214,3,PM2.5,65.0
187554,20171214,4,PCA,-16.92883585249413
187554,20171214,4,PM2.5,66.0
187560,20171214,5,PCA,-16.19555490144805
187560,20171214,5,PM2.5,67.0
187566,20171214,6,PCA,-0.16041435548524316
187566,20171214,6,PM2.5,77.0
187572,20171214,7,PCA,-8.982164257615482
187572,20171214,7,PM2.5,72.0
187578,20171214,8,PCA,-4.31757371208852
187578,20171214,8,PM2.5,75.0
187584,20171214,9,PCA,-5.101152942178737
187584,20171214,9,PM2.5,74.0
187590,20171214,10,PCA,17.440756207307494
187590,20171214,10,PM2.5,87.0
187596,20171214,11,PCA,33.08593342102205
187596,20171214,11,PM2.5,96.0
187602,20171214,12,PCA,16.578347586392432
187602,20171214,12,PM2.5,86.0
187608,20171214,13,PCA,-12.354252105227811
187608,20171214,13,PM2.5,69.0
187614,20171214,14,PCA,8.431134660048743
187614,20171214,14,PM2.5,83.0
187620,20171214,15,PCA,0.9452050343871086
187620,20171214,15,PM2.5,79.0
187626,20171214,16,PCA,6.315167683817868
187626,20171214,16,PM2.5,81.0
187632,20171214,17,PCA,-1.9434292416364802
187632,20171214,17,PM2.5,76.0
187638,20171214,18,PCA,17.389439733564917
187638,20171214,18,PM2.5,87.0
187644,20171214,19,PCA,35.13339697735008
187644,20171214,19,PM2.5,98.0
187650,20171214,20,PCA,58.353032048314866
187650,20171214,20,PM2.5,113.0
187656,20171214,21,PCA,47.29951062850968
187656,20171214,21,PM2.5,107.0
187662,20171214,22,PCA,62.7375143823155
187662,20171214,22,PM2.5,117.0
187668,20171214,23,PCA,53.82532226931448
187668,20171214,23,PM2.5,112.0
187674,20171215,0,PCA,56.78421381073192
187674,20171215,0,PM2.5,114.0
187680,20171215,1,PCA,59.11281273315156
187680,20171215,1,PM2.5,116.0
187686,20171215,2,PCA,57.21975354338176
187686,20171215,2,PM2.5,115.0
187692,20171215,3,PCA,57.3702785079444
187692,20171215,3,PM2.5,115.0
187698,20171215,4,PCA,68.02380698494254
187698,20171215,4,PM2.5,121.0
187704,20171215,5,PCA,76.04360262043713
187704,20171215,5,PM2.5,126.0
187710,20171215,6,PCA,84.4195678726553
187710,20171215,6,PM2.5,131.0
187716,20171215,7,PCA,122.38834468518134
187716,20171215,7,PM2.5,154.0
187722,20171215,8,PCA,118.86878088917676
187722,20171215,8,PM2.5,152.0
187728,20171215,9,PCA,125.95443760688646
187728,20171215,9,PM2.5,157.0
187734,20171215,10,PCA,22.68986822493337
187734,20171215,10,PM2.5,94.0
187740,20171215,11,PCA,-119.22320605676975
187740,20171215,11,PM2.5,8.0
187746,20171215,12,PCA,-120.74488853511545
187746,20171215,12,PM2.5,5.0
187752,20171215,13,PCA,-117.85764224866288
187752,20171215,13,PM2.5,9.0
187758,20171215,14,PCA,-119.32960757267578
187758,20171215,14,PM2.5,6.0
187764,20171215,15,PCA,-96.10321446158922
187764,20171215,15,PM2.5,8.0
187770,20171215,16,PCA,-90.84958252005642
187770,20171215,16,PM2.5,10.0
187776,20171215,17,PCA,-85.12237791190415
187776,20171215,17,PM2.5,11.0
187782,20171215,18,PCA,-96.86124092901272
187782,20171215,18,PM2.5,9.0
187788,20171215,19,PCA,-112.86847047614957
187788,20171215,19,PM2.5,8.0
187794,20171215,20,PCA,-109.1570609686291
187794,20171215,20,PM2.5,10.0
187800,20171215,21,PCA,-113.5393983925986
187800,20171215,21,PM2.5,7.0
187806,20171215,22,PCA,-109.4008603515469
187806,20171215,22,PM2.5,7.0
187812,20171215,23,PCA,-111.53541303154209
187812,20171215,23,PM2.5,3.0
187818,20171216,0,PCA,-110.86503129063705
187818,20171216,0,PM2.5,6.0
187824,20171216,1,PCA,-109.99262859325327
187824,20171216,1,PM2.5,7.0
187830,20171216,2,PCA,-90.57229276126868
187830,20171216,2,PM2.5,6.0
187836,20171216,3,PCA,-94.542672908585
187836,20171216,3,PM2.5,6.0
187842,20171216,4,PCA,-118.2864611237193
187842,20171216,4,PM2.5,6.0
187848,20171216,5,PCA,-118.37751903409543
187848,20171216,5,PM2.5,9.0
187854,20171216,6,PCA,-120.35758724178812
187854,20171216,6,PM2.5,6.0
187860,20171216,7,PCA,-122.12729378419732
187860,20171216,7,PM2.5,3.0
187866,20171216,8,PCA,-113.2667543313698
187866,20171216,8,PM2.5,4.0
187872,20171216,9,PCA,-101.54705776836359
187872,20171216,9,PM2.5,9.0
187878,20171216,10,PCA,-101.53417568679039
187878,20171216,10,PM2.5,11.0
187884,20171216,11,PCA,-117.11783072377874
187884,20171216,11,PM2.5,7.0
187890,20171216,12,PCA,-120.22335739431836
187890,20171216,12,PM2.5,5.0
187896,20171216,13,PCA,-116.96647843319575
187896,20171216,13,PM2.5,9.0
187902,20171216,14,PCA,-121.2577579467891
187902,20171216,14,PM2.5,3.0
187908,20171216,15,PCA,-117.51442423747389
187908,20171216,15,PM2.5,8.0
187914,20171216,16,PCA,-112.15041126320507
187914,20171216,16,PM2.5,10.0
187920,20171216,17,PCA,-119.03186635427953
187920,20171216,17,PM2.5,6.0
187926,20171216,18,PCA,-107.91009807162813
187926,20171216,18,PM2.5,12.0
187932,20171216,19,PCA,-94.12172123411533
187932,20171216,19,PM2.5,18.0
187938,20171216,20,PCA,-89.92278463640429
187938,20171216,20,PM2.5,20.0
187944,20171216,21,PCA,-90.39644563265118
187944,20171216,21,PM2.5,9.0
187950,20171216,22,PCA,-79.77737920051419
187950,20171216,22,PM2.5,27.0
187956,20171216,23,PCA,-83.09326403289161
187956,20171216,23,PM2.5,18.0
187962,20171217,0,PCA,-59.02804717404663
187962,20171217,0,PM2.5,34.0
187968,20171217,1,PCA,-59.112207549481724
187968,20171217,1,PM2.5,38.0
187974,20171217,2,PCA,-41.869561777884606
187974,20171217,2,PM2.5,49.0
187980,20171217,3,PCA,-34.570867707326315
187980,20171217,3,PM2.5,53.0
187986,20171217,4,PCA,-21.449743932444857
187986,20171217,4,PM2.5,62.0
187992,20171217,5,PCA,-25.006599443701504
187992,20171217,5,PM2.5,60.0
187998,20171217,6,PCA,-8.05558981010972
187998,20171217,6,PM2.5,71.0
188004,20171217,7,PCA,5.040773734352372
188004,20171217,7,PM2.5,80.0
188010,20171217,8,PCA,-9.426661287230775
188010,20171217,8,PM2.5,71.0
188016,20171217,9,PCA,-10.184477391167853
188016,20171217,9,PM2.5,71.0
188022,20171217,10,PCA,13.85208283668432
188022,20171217,10,PM2.5,86.0
188028,20171217,11,PCA,-9.350725359009322
188028,20171217,11,PM2.5,72.0
188034,20171217,12,PCA,-8.92166131963725
188034,20171217,12,PM2.5,74.0
188040,20171217,13,PCA,-2.5410206586483333
188040,20171217,13,PM2.5,79.0
188046,20171217,14,PCA,-41.47665109830746
188046,20171217,14,PM2.5,56.0
188052,20171217,15,PCA,-71.31051399435482
188052,20171217,15,PM2.5,38.0
188058,20171217,16,PCA,-74.30954946759891
188058,20171217,16,PM2.5,36.0
188064,20171217,17,PCA,-69.91420562817544
188064,20171217,17,PM2.5,37.0
188070,20171217,18,PCA,-64.11538945119707
188070,20171217,18,PM2.5,40.0
188076,20171217,19,PCA,-42.991642675717365
188076,20171217,19,PM2.5,51.0
188082,20171217,20,PCA,-33.01127759524419
188082,20171217,20,PM2.5,56.0
188088,20171217,21,PCA,-49.54790434374588
188088,20171217,21,PM2.5,47.0
188094,20171217,22,PCA,-46.798317671962366
188094,20171217,22,PM2.5,46.0
188100,20171217,23,PCA,-42.48241808350649
188100,20171217,23,PM2.5,50.0
188106,20171218,0,PCA,-19.031431257883057
188106,20171218,0,PM2.5,64.0
188112,20171218,1,PCA,-14.105758997005962
188112,20171218,1,PM2.5,68.0
188118,20171218,2,PCA,12.49466857202803
188118,20171218,2,PM2.5,85.0
188124,20171218,3,PCA,3.110101505279522
188124,20171218,3,PM2.5,79.0
188130,20171218,4,PCA,2.3401610511873447
188130,20171218,4,PM2.5,79.0
188136,20171218,5,PCA,6.571041937480498
188136,20171218,5,PM2.5,82.0
188142,20171218,6,PCA,3.4031970331731154
188142,20171218,6,PM2.5,80.0
188148,20171218,7,PCA,17.45420396628934
188148,20171218,7,PM2.5,88.0
188154,20171218,8,PCA,-55.416798557564405
188154,20171218,8,PM2.5,39.0
188160,20171218,9,PCA,-72.09148577266387
188160,20171218,9,PM2.5,22.0
188166,20171218,10,PCA,-93.39475810466554
188166,20171218,10,PM2.5,10.0
188172,20171218,11,PCA,-110.66825701718068
188172,20171218,11,PM2.5,10.0
188178,20171218,12,PCA,-90.5081633555409
188178,20171218,12,PM2.5,14.0
188184,20171218,13,PCA,-90.13291681776647
188184,20171218,13,PM2.5,15.0
188190,20171218,14,PCA,-93.64276304829404
188190,20171218,14,PM2.5,6.0
188196,20171218,15,PCA,-94.74493902937938
188196,20171218,15,PM2.5,9.0
188202,20171218,16,PCA,-107.50899887464908
188202,20171218,16,PM2.5,10.0
188208,20171218,17,PCA,-107.4131544271889
188208,20171218,17,PM2.5,6.0
188214,20171218,18,PCA,-97.71541300346287
188214,20171218,18,PM2.5,13.0
188220,20171218,19,PCA,-89.59925893100264
188220,20171218,19,PM2.5,4.0
188226,20171218,20,PCA,-92.36076042176119
188226,20171218,20,PM2.5,4.0
188232,20171218,21,PCA,-104.26913818018713
188232,20171218,21,PM2.5,8.0
188238,20171218,22,PCA,-97.78322076645416
188238,20171218,22,PM2.5,8.0
188244,20171218,23,PCA,-108.54697360793084
188244,20171218,23,PM2.5,8.0
188250,20171219,0,PCA,-109.36677213357807
188250,20171219,0,PM2.5,7.0
188256,20171219,1,PCA,-104.7179148492056
188256,20171219,1,PM2.5,11.0
188262,20171219,2,PCA,-99.85654756376971
188262,20171219,2,PM2.5,8.0
188268,20171219,3,PCA,-102.72843008726421
188268,20171219,3,PM2.5,8.0
188274,20171219,4,PCA,-93.96021668459342
188274,20171219,4,PM2.5,14.0
188280,20171219,5,PCA,-93.37960664513439
188280,20171219,5,PM2.5,11.0
188286,20171219,6,PCA,-95.46704700073109
188286,20171219,6,PM2.5,14.0
188292,20171219,7,PCA,-88.35780782702476
188292,20171219,7,PM2.5,17.0
188298,20171219,8,PCA,-64.42080646069779
188298,20171219,8,PM2.5,33.0
188304,20171219,9,PCA,-37.00601598934582
188304,20171219,9,PM2.5,53.0
188310,20171219,10,PCA,-39.31678514076057
188310,20171219,10,PM2.5,53.0
188316,20171219,11,PCA,-48.71834814370944
188316,20171219,11,PM2.5,47.0
188322,20171219,12,PCA,-48.54856366719885
188322,20171219,12,PM2.5,33.0
188328,20171219,13,PCA,-66.02772934335626
188328,20171219,13,PM2.5,30.0
188334,20171219,14,PCA,-45.15475596023954
188334,20171219,14,PM2.5,53.0
188340,20171219,15,PCA,-36.06875183912691
188340,20171219,15,PM2.5,56.0
188346,20171219,16,PCA,-40.493503398131075
188346,20171219,16,PM2.5,54.0
188352,20171219,17,PCA,-47.03036696939587
188352,20171219,17,PM2.5,49.0
188358,20171219,18,PCA,-47.7303154868944
188358,20171219,18,PM2.5,50.0
188364,20171219,19,PCA,-43.19484700539946
188364,20171219,19,PM2.5,52.0
188370,20171219,20,PCA,-27.032871104256934
188370,20171219,20,PM2.5,60.0
188376,20171219,21,PCA,-22.348517454916337
188376,20171219,21,PM2.5,62.0
188382,20171219,22,PCA,-10.40728645867531
188382,20171219,22,PM2.5,70.0
188388,20171219,23,PCA,-24.810693855171532
188388,20171219,23,PM2.5,61.0
188394,20171220,0,PCA,-2.57199879226642
188394,20171220,0,PM2.5,75.0
188400,20171220,1,PCA,6.413914850424483
188400,20171220,1,PM2.5,81.0
188406,20171220,2,PCA,15.518710328662333
188406,20171220,2,PM2.5,87.0
188412,20171220,3,PCA,18.04014230492711
188412,20171220,3,PM2.5,88.0
188418,20171220,4,PCA,5.258467465588304
188418,20171220,4,PM2.5,80.0
188424,20171220,5,PCA,12.836423322565906
188424,20171220,5,PM2.5,85.0
188430,20171220,6,PCA,38.24062736273107
188430,20171220,6,PM2.5,100.0
188436,20171220,7,PCA,21.8314892276985
188436,20171220,7,PM2.5,90.0
188442,20171220,8,PCA,17.951305089944015
188442,20171220,8,PM2.5,88.0
188448,20171220,9,PCA,9.780052916773036
188448,20171220,9,PM2.5,83.0
188454,20171220,10,PCA,-85.14753213370032
188454,20171220,10,PM2.5,24.0
188460,20171220,11,PCA,-120.21601965188816
188460,20171220,11,PM2.5,5.0
188466,20171220,12,PCA,-121.76668800815118
188466,20171220,12,PM2.5,3.0
188472,20171220,13,PCA,-121.03782305899944
188472,20171220,13,PM2.5,3.0
188478,20171220,14,PCA,-118.5817005033024
188478,20171220,14,PM2.5,7.0
188484,20171220,15,PCA,-120.05366582731534
188484,20171220,15,PM2.5,4.0
188490,20171220,16,PCA,-115.6780694183675
188490,20171220,16,PM2.5,10.0
188496,20171220,17,PCA,-104.35264576232204
188496,20171220,17,PM2.5,18.0
188502,20171220,18,PCA,-99.96291578600294
188502,20171220,18,PM2.5,18.0
188508,20171220,19,PCA,-90.9285888959414
188508,20171220,19,PM2.5,24.0
188514,20171220,20,PCA,-73.62879861683267
188514,20171220,20,PM2.5,32.0
188520,20171220,21,PCA,-31.172196078775347
188520,20171220,21,PM2.5,57.0
188526,20171220,22,PCA,-26.820709477609405
188526,20171220,22,PM2.5,59.0
188532,20171220,23,PCA,-24.395683946024935
188532,20171220,23,PM2.5,60.0
188538,20171221,0,PCA,-24.026051271354877
188538,20171221,0,PM2.5,60.0
188544,20171221,1,PCA,-0.6047164196242885
188544,20171221,1,PM2.5,75.0
188550,20171221,2,PCA,-2.322490414412099
188550,20171221,2,PM2.5,74.0
188556,20171221,3,PCA,24.20385957774898
188556,20171221,3,PM2.5,91.0
188562,20171221,4,PCA,40.25282818870822
188562,20171221,4,PM2.5,101.0
188568,20171221,5,PCA,30.239236875833992
188568,20171221,5,PM2.5,96.0
188574,20171221,6,PCA,48.96379165144263
188574,20171221,6,PM2.5,107.0
188580,20171221,7,PCA,49.46335900917939
188580,20171221,7,PM2.5,108.0
188586,20171221,8,PCA,34.75673752610206
188586,20171221,8,PM2.5,100.0
188592,20171221,9,PCA,34.20139902113626
188592,20171221,9,PM2.5,100.0
188598,20171221,10,PCA,57.4985877055581
188598,20171221,10,PM2.5,113.0
188604,20171221,11,PCA,128.52269213884182
188604,20171221,11,PM2.5,155.0
188610,20171221,12,PCA,148.9963064113912
188610,20171221,12,PM2.5,169.0
188616,20171221,13,PCA,114.38601338655523
188616,20171221,13,PM2.5,147.0
188622,20171221,14,PCA,17.79579784704311
188622,20171221,14,PM2.5,91.0
188628,20171221,17,PCA,52.84342967723768
188628,20171221,17,PM2.5,112.0
188634,20171221,18,PCA,102.65567022205171
188634,20171221,18,PM2.5,140.0
188640,20171221,19,PCA,134.12149702157188
188640,20171221,19,PM2.5,160.0
188646,20171221,20,PCA,164.40056359115798
188646,20171221,20,PM2.5,180.0
188652,20171221,21,PCA,179.67176839414532
188652,20171221,21,PM2.5,190.0
188658,20171221,22,PCA,150.70967667430017
188658,20171221,22,PM2.5,170.0
188664,20171221,23,PCA,163.69562446289427
188664,20171221,23,PM2.5,180.0
188670,20171222,0,PCA,149.70137693639612
188670,20171222,0,PM2.5,171.0
188676,20171222,1,PCA,151.2625169377703
188676,20171222,1,PM2.5,173.0
188682,20171222,2,PCA,155.22786538368695
188682,20171222,2,PM2.5,175.0
188688,20171222,3,PCA,154.72365233544753
188688,20171222,3,PM2.5,175.0
188694,20171222,4,PCA,174.92218283761662
188694,20171222,4,PM2.5,188.0
188700,20171222,5,PCA,182.22621065779623
188700,20171222,5,PM2.5,192.0
188706,20171222,6,PCA,186.18048700876832
188706,20171222,6,PM2.5,195.0
188712,20171222,7,PCA,177.0553820251375
188712,20171222,7,PM2.5,189.0
188718,20171222,8,PCA,164.36252976443706
188718,20171222,8,PM2.5,180.0
188724,20171222,9,PCA,163.62924881339103
188724,20171222,9,PM2.5,179.0
188730,20171222,10,PCA,94.9321508405929
