,date,hour,type,官园
156810,20170420,10,PM2.5,83.0
156816,20170420,11,PCA,-59.947742980279706
156816,20170420,11,PM2.5,18.0
156822,20170420,12,PCA,-70.50034731612845
156822,20170420,12,PM2.5,5.0
156828,20170420,13,PCA,-84.48145957805826
156828,20170420,13,PM2.5,8.5
156834,20170420,14,PCA,-82.63860983287417
156834,20170420,14,PM2.5,12.0
156840,20170420,15,PCA,-49.667550677542856
156840,20170420,15,PM2.5,40.0
156846,20170420,19,PCA,-55.810203118490506
156846,20170420,19,PM2.5,29.0
156852,20170420,20,PCA,-67.46535326971774
156852,20170420,20,PM2.5,16.0
156858,20170420,21,PCA,-60.740585882608485
156858,20170420,21,PM2.5,8.0
156864,20170420,22,PCA,-64.3641840868919
156864,20170420,22,PM2.5,11.0
156870,20170421,2,PCA,-63.009112246662966
156870,20170421,2,PM2.5,15.0
156876,20170421,7,PCA,-59.522291130236695
156876,20170421,7,PM2.5,15.0
156882,20170421,9,PCA,-58.51058946777777
156882,20170421,9,PM2.5,21.0
156888,20170421,10,PCA,-66.86476850617468
156888,20170421,10,PM2.5,23.0
156894,20170421,14,PCA,-91.90684602605957
156894,20170421,14,PM2.5,13.0
156918,20170421,22,PCA,-35.260440776156244
156918,20170421,22,PM2.5,24.0
156924,20170421,23,PCA,-44.10712977493962
156924,20170421,23,PM2.5,24.0
156930,20170422,2,PCA,-25.702981654008227
156930,20170422,2,PM2.5,36.0
156936,20170422,5,PCA,-10.116943611466299
156936,20170422,5,PM2.5,39.0
156942,20170422,6,PCA,-24.7819913708052
156942,20170422,6,PM2.5,30.0
156948,20170422,10,PCA,-10.478772821411638
156948,20170422,10,PM2.5,55.0
156954,20170422,11,PCA,-18.98407715393169
156954,20170422,11,PM2.5,53.0
156960,20170422,15,PCA,-20.062321933565602
156960,20170422,15,PM2.5,45.0
156966,20170422,16,PCA,11.372868386673268
156966,20170422,16,PM2.5,58.0
156972,20170422,17,PCA,8.717128563570851
156972,20170422,17,PM2.5,67.0
156978,20170422,18,PCA,-11.509935077636099
156978,20170422,18,PM2.5,51.0
156984,20170422,22,PCA,-16.406143240010774
156984,20170422,22,PM2.5,46.0
156990,20170422,23,PCA,-3.120065714526408
156990,20170422,23,PM2.5,54.0
156996,20170423,0,PCA,-16.842574296972696
156996,20170423,0,PM2.5,53.0
157002,20170423,1,PCA,-6.852747982984837
157002,20170423,1,PM2.5,53.0
157008,20170423,2,PCA,-47.34700391607249
157008,20170423,2,PM2.5,38.0
157014,20170423,3,PCA,-78.63520257010848
157014,20170423,3,PM2.5,11.0
157020,20170423,6,PCA,-82.98671502110118
157020,20170423,6,PM2.5,11.0
157026,20170423,7,PCA,-85.62636497921642
157026,20170423,7,PM2.5,3.0
157032,20170423,9,PCA,-78.19708270575232
157032,20170423,9,PM2.5,4.0
157038,20170423,13,PCA,-87.68959065641639
157038,20170423,13,PM2.5,19.0
157044,20170423,14,PCA,-92.32077701147584
157044,20170423,14,PM2.5,8.0
157050,20170424,9,PCA,-44.54386647260559
157050,20170424,9,PM2.5,38.0
157056,20170424,10,PCA,-97.89631727465003
157056,20170424,10,PM2.5,3.0
157062,20170424,11,PCA,-43.72883677479348
157062,20170424,11,PM2.5,27.0
157068,20170424,12,PCA,-30.656441414852175
157068,20170424,12,PM2.5,21.0
157074,20170424,13,PCA,-39.45833755288538
157074,20170424,13,PM2.5,23.0
157080,20170424,14,PCA,-55.28298494354004
157080,20170424,14,PM2.5,29.0
157086,20170424,15,PCA,-68.9984021194911
157086,20170424,15,PM2.5,16.0
157092,20170424,16,PCA,-82.40074710105361
157092,20170424,16,PM2.5,5.0
157098,20170424,17,PCA,-90.95510103957172
157098,20170424,17,PM2.5,9.0
157104,20170424,18,PCA,-75.89505974223339
157104,20170424,18,PM2.5,16.0
157110,20170424,19,PCA,-82.5576735375736
157110,20170424,19,PM2.5,3.0
157116,20170424,20,PCA,-83.91427112864912
157116,20170424,20,PM2.5,3.0
157122,20170424,21,PCA,-83.00867825967259
157122,20170424,21,PM2.5,4.0
157128,20170424,22,PCA,-77.94663208807668
157128,20170424,22,PM2.5,8.0
157134,20170424,23,PCA,-81.4294065382438
157134,20170424,23,PM2.5,6.0
157140,20170425,0,PCA,-85.92579327206572
157140,20170425,0,PM2.5,6.0
157146,20170425,1,PCA,-91.1226419917979
157146,20170425,1,PM2.5,14.0
157152,20170425,2,PCA,-93.00210491232625
157152,20170425,2,PM2.5,9.0
157158,20170425,3,PCA,-85.45998625619607
157158,20170425,3,PM2.5,14.0
157164,20170425,4,PCA,-86.40066445845365
157164,20170425,4,PM2.5,11.0
157170,20170425,5,PCA,-84.0885721865189
157170,20170425,5,PM2.5,10.0
157176,20170425,6,PCA,-80.63213037698351
157176,20170425,6,PM2.5,11.0
157182,20170425,7,PCA,-68.71164659809716
157182,20170425,7,PM2.5,17.0
157188,20170425,8,PCA,-82.97869946368044
157188,20170425,8,PM2.5,10.0
157194,20170425,9,PCA,-71.51197499007326
157194,20170425,9,PM2.5,11.0
157200,20170425,10,PCA,-77.79269628791513
157200,20170425,10,PM2.5,12.0
157206,20170425,11,PCA,-89.113190538743
157206,20170425,11,PM2.5,4.0
157212,20170425,12,PCA,-90.57903278215193
157212,20170425,12,PM2.5,9.0
157218,20170425,13,PCA,-91.19063015813971
157218,20170425,13,PM2.5,3.0
157224,20170425,14,PCA,-70.72890461418257
157224,20170425,14,PM2.5,26.0
157230,20170425,15,PCA,-78.64724314471685
157230,20170425,15,PM2.5,23.0
157236,20170425,16,PCA,-101.17059898549421
157236,20170425,16,PM2.5,3.0
157242,20170425,17,PCA,-96.6023472012182
157242,20170425,17,PM2.5,8.0
157248,20170425,18,PCA,-98.72241056614277
157248,20170425,18,PM2.5,4.0
157254,20170425,19,PCA,-33.60799593401546
157254,20170425,19,PM2.5,51.0
157260,20170425,20,PCA,4.7820542087990665
157260,20170425,20,PM2.5,74.0
157266,20170425,21,PCA,-43.865288174471345
157266,20170425,21,PM2.5,30.0
157272,20170425,22,PCA,-52.62493332471786
157272,20170425,22,PM2.5,22.0
157278,20170425,23,PCA,-39.73149624261849
157278,20170425,23,PM2.5,27.0
157284,20170426,0,PCA,-47.009419519188086
157284,20170426,0,PM2.5,19.0
157290,20170426,1,PCA,-53.07889643979667
157290,20170426,1,PM2.5,27.0
157296,20170426,2,PCA,-74.39648149553233
157296,20170426,2,PM2.5,20.0
157302,20170426,3,PCA,-47.69638668139724
157302,20170426,3,PM2.5,36.0
157308,20170426,4,PCA,-41.15323717424136
157308,20170426,4,PM2.5,40.0
157314,20170426,5,PCA,-70.60057186800667
157314,20170426,5,PM2.5,11.0
157320,20170426,6,PCA,-68.34446913820828
157320,20170426,6,PM2.5,15.0
157326,20170426,7,PCA,-54.37288543441453
157326,20170426,7,PM2.5,14.0
157332,20170426,8,PCA,-53.70133693848281
157332,20170426,8,PM2.5,21.0
157338,20170426,9,PCA,-83.15003297459448
157338,20170426,9,PM2.5,6.0
157344,20170426,10,PCA,-91.37750873830417
157344,20170426,10,PM2.5,3.0
157350,20170426,11,PCA,-90.94527192050084
157350,20170426,11,PM2.5,3.0
157356,20170426,12,PCA,-94.1067201939488
157356,20170426,12,PM2.5,6.0
157362,20170426,13,PCA,-89.90791411475028
157362,20170426,13,PM2.5,14.0
157368,20170426,14,PCA,-89.06381583232034
157368,20170426,14,PM2.5,3.0
157374,20170426,15,PCA,-98.50987410583058
157374,20170426,15,PM2.5,3.0
157380,20170426,16,PCA,-96.14522898495218
157380,20170426,16,PM2.5,5.0
157386,20170426,17,PCA,-95.53875055922444
157386,20170426,17,PM2.5,7.0
157392,20170426,18,PCA,-89.00254725028763
157392,20170426,18,PM2.5,9.0
157398,20170426,19,PCA,-78.3434584650662
157398,20170426,19,PM2.5,18.0
157404,20170426,20,PCA,-74.98839784231369
157404,20170426,20,PM2.5,7.0
157410,20170426,21,PCA,-78.88890261882925
157410,20170426,21,PM2.5,10.0
157416,20170426,22,PCA,-62.52543216509787
157416,20170426,22,PM2.5,18.0
157422,20170426,23,PCA,-57.580111399538616
157422,20170426,23,PM2.5,10.0
157428,20170427,0,PCA,-56.610506623281395
157428,20170427,0,PM2.5,13.0
157434,20170427,1,PCA,-71.1205211089369
157434,20170427,1,PM2.5,9.0
157440,20170427,2,PCA,-65.13554970520532
157440,20170427,2,PM2.5,18.0
157446,20170427,3,PCA,-73.23884038175477
157446,20170427,3,PM2.5,9.0
157452,20170427,4,PCA,-57.90479204414428
157452,20170427,4,PM2.5,12.0
157458,20170427,5,PCA,-73.07856541117079
157458,20170427,5,PM2.5,10.0
157464,20170427,6,PCA,-73.79634525425898
157464,20170427,6,PM2.5,5.0
157470,20170427,7,PCA,-50.28684684187684
157470,20170427,7,PM2.5,20.0
157476,20170427,8,PCA,-77.45229666285384
157476,20170427,8,PM2.5,8.0
157482,20170427,9,PCA,-79.1222895123775
157482,20170427,9,PM2.5,3.0
157488,20170427,10,PCA,-90.74791607725197
157488,20170427,10,PM2.5,13.0
157518,20170427,15,PCA,-94.76483621811182
157518,20170427,15,PM2.5,8.0
157524,20170427,16,PCA,-87.56135209527338
157524,20170427,16,PM2.5,19.0
157530,20170427,17,PCA,-94.53902680955403
157530,20170427,17,PM2.5,8.0
157536,20170427,18,PCA,-93.31142682341797
157536,20170427,18,PM2.5,9.0
157542,20170427,19,PCA,-89.75107911088716
157542,20170427,19,PM2.5,15.0
157548,20170427,20,PCA,-88.46565881499342
157548,20170427,20,PM2.5,16.0
157554,20170427,21,PCA,-71.83793619915856
157554,20170427,21,PM2.5,23.0
157560,20170427,22,PCA,-71.70229355149178
157560,20170427,22,PM2.5,18.0
157566,20170427,23,PCA,-56.76676158620807
157566,20170427,23,PM2.5,16.0
157572,20170428,0,PCA,-47.989194243868695
157572,20170428,0,PM2.5,26.0
157578,20170428,1,PCA,-47.989194243868695
157578,20170428,1,PM2.5,26.0
157584,20170428,2,PCA,-66.44196596376142
157584,20170428,2,PM2.5,19.0
157590,20170428,3,PCA,-75.96341265643302
157590,20170428,3,PM2.5,21.0
157596,20170428,4,PCA,-85.61445835495194
157596,20170428,4,PM2.5,15.0
157602,20170428,5,PCA,-93.72613077085701
157602,20170428,5,PM2.5,9.0
157608,20170428,6,PCA,-77.23251557788706
157608,20170428,6,PM2.5,10.0
157614,20170428,7,PCA,-62.02195713340321
157614,20170428,7,PM2.5,20.0
157620,20170428,8,PCA,-55.1048528618519
157620,20170428,8,PM2.5,27.0
157626,20170428,9,PCA,-76.11431076936199
157626,20170428,9,PM2.5,17.0
157632,20170428,10,PCA,-43.514849065203954
157632,20170428,10,PM2.5,33.0
157638,20170428,11,PCA,-74.52924711999535
157638,20170428,11,PM2.5,12.0
157644,20170428,12,PCA,-65.62313980152489
157644,20170428,12,PM2.5,16.0
157650,20170428,13,PCA,-56.397674886754345
157650,20170428,13,PM2.5,37.0
157656,20170428,14,PCA,-67.82521150672518
157656,20170428,14,PM2.5,11.0
157662,20170428,15,PCA,-72.72812095583565
157662,20170428,15,PM2.5,12.0
157668,20170428,16,PCA,-36.69593720032459
157668,20170428,16,PM2.5,17.0
157674,20170428,17,PCA,-54.97430369471519
157674,20170428,17,PM2.5,33.0
157680,20170428,18,PCA,-30.90769744818599
157680,20170428,18,PM2.5,43.0
157686,20170428,19,PCA,-57.777444397493824
157686,20170428,19,PM2.5,31.0
157692,20170428,20,PCA,-43.78191584818775
157692,20170428,20,PM2.5,42.0
157698,20170428,21,PCA,-40.81332088024792
157698,20170428,21,PM2.5,46.0
157704,20170428,22,PCA,-41.425906920865806
157704,20170428,22,PM2.5,27.0
157710,20170428,23,PCA,-23.939740180958424
157710,20170428,23,PM2.5,21.0
157716,20170429,0,PCA,-18.7412884554455
157716,20170429,0,PM2.5,26.0
157722,20170429,1,PCA,-36.44127399701336
157722,20170429,1,PM2.5,29.0
157728,20170429,2,PCA,-34.95576134745468
157728,20170429,2,PM2.5,25.0
157734,20170429,3,PCA,-42.65913732959737
157734,20170429,3,PM2.5,30.0
157740,20170429,4,PCA,-27.679186615356755
157740,20170429,4,PM2.5,43.0
157746,20170429,5,PCA,-34.12963221790487
157746,20170429,5,PM2.5,38.0
157752,20170429,6,PCA,-38.274049067866045
157752,20170429,6,PM2.5,28.0
157758,20170429,7,PCA,-31.32652647928211
157758,20170429,7,PM2.5,40.0
157764,20170429,8,PCA,-22.174991364396575
157764,20170429,8,PM2.5,46.0
157770,20170429,9,PCA,-36.46462455922882
157770,20170429,9,PM2.5,35.0
157776,20170429,10,PCA,-68.14200675056229
157776,20170429,10,PM2.5,24.0
157782,20170429,11,PCA,-65.48282540125466
157782,20170429,11,PM2.5,29.0
157788,20170429,12,PCA,-65.54140919790906
157788,20170429,12,PM2.5,31.0
157794,20170429,13,PCA,-66.20014762264285
157794,20170429,13,PM2.5,26.0
157800,20170429,14,PCA,-69.11343811083692
157800,20170429,14,PM2.5,27.0
157806,20170429,15,PCA,-55.860990821119
157806,20170429,15,PM2.5,41.0
157812,20170429,16,PCA,-42.250993192655834
157812,20170429,16,PM2.5,50.0
157818,20170429,17,PCA,-27.923073458098184
157818,20170429,17,PM2.5,49.0
157824,20170429,18,PCA,3.034013319631432
157824,20170429,18,PM2.5,48.0
157830,20170429,19,PCA,-37.432293476477675
157830,20170429,19,PM2.5,46.0
157836,20170429,20,PCA,1.2874411564715251
157836,20170429,20,PM2.5,48.0
157842,20170429,21,PCA,13.525360366383453
157842,20170429,21,PM2.5,50.0
157848,20170429,22,PCA,17.506665123232377
157848,20170429,22,PM2.5,53.0
157854,20170429,23,PCA,5.826558155959995
157854,20170429,23,PM2.5,52.0
157860,20170430,0,PCA,39.49950621163385
157860,20170430,0,PM2.5,57.0
157866,20170430,1,PCA,-9.15756230686368
157866,20170430,1,PM2.5,52.0
157872,20170430,2,PCA,-38.13122146881185
157872,20170430,2,PM2.5,36.0
157878,20170430,3,PCA,-34.0480732008834
157878,20170430,3,PM2.5,40.0
157884,20170430,4,PCA,-38.95695505783488
157884,20170430,4,PM2.5,34.0
157890,20170430,5,PCA,-5.520617241690882
157890,20170430,5,PM2.5,40.0
157896,20170430,6,PCA,-12.138841318407612
157896,20170430,6,PM2.5,36.0
157902,20170430,7,PCA,10.692003568992083
157902,20170430,7,PM2.5,37.0
157908,20170430,8,PCA,-2.5139143119696126
157908,20170430,8,PM2.5,45.0
157914,20170430,9,PCA,33.222805591645155
157914,20170430,9,PM2.5,52.0
157920,20170430,10,PCA,51.913682322443066
157920,20170430,10,PM2.5,56.0
157926,20170430,11,PCA,37.60559926362795
157926,20170430,11,PM2.5,58.0
157932,20170430,12,PCA,17.529593265981294
157932,20170430,12,PM2.5,57.0
157938,20170430,13,PCA,13.314243814937377
157938,20170430,13,PM2.5,56.0
157944,20170430,14,PCA,30.89799501059859
157944,20170430,14,PM2.5,63.0
157950,20170430,15,PCA,-2.928816996853456
157950,20170430,15,PM2.5,60.0
157956,20170430,16,PCA,36.4843719315391
157956,20170430,16,PM2.5,60.0
157962,20170430,17,PCA,28.463642198034197
157962,20170430,17,PM2.5,61.0
157968,20170430,18,PCA,-29.83540424667724
157968,20170430,18,PM2.5,52.0
157974,20170430,19,PCA,-57.81154699254236
157974,20170430,19,PM2.5,38.0
157980,20170430,20,PCA,-69.19124299038674
157980,20170430,20,PM2.5,27.0
157986,20170430,21,PCA,-51.70851295078024
157986,20170430,21,PM2.5,26.0
157992,20170430,22,PCA,-29.63723624170037
157992,20170430,22,PM2.5,28.0
157998,20170430,23,PCA,3.9298323418159793
157998,20170430,23,PM2.5,34.0
158004,20170501,0,PCA,-25.960775453714575
158004,20170501,0,PM2.5,34.0
158010,20170501,1,PCA,-29.550821532695803
158010,20170501,1,PM2.5,24.0
158016,20170501,2,PCA,-13.75483538671181
158016,20170501,2,PM2.5,28.0
158022,20170501,3,PCA,-16.101926904167613
158022,20170501,3,PM2.5,33.0
158028,20170501,4,PCA,-36.62817445816676
158028,20170501,4,PM2.5,27.0
158034,20170501,5,PCA,2.167325488168242
158034,20170501,5,PM2.5,28.0
158040,20170501,6,PCA,-10.501145854102932
158040,20170501,6,PM2.5,31.0
158046,20170501,7,PCA,16.505377869020155
158046,20170501,7,PM2.5,39.0
158052,20170501,8,PCA,6.872044380262918
158052,20170501,8,PM2.5,42.0
158058,20170501,9,PCA,-6.19693304872883
158058,20170501,9,PM2.5,46.0
158064,20170501,10,PCA,28.95605057058922
158064,20170501,10,PM2.5,83.0
158070,20170501,11,PCA,66.71315689184564
158070,20170501,11,PM2.5,112.0
158076,20170501,12,PCA,118.83998786014722
158076,20170501,12,PM2.5,145.0
158082,20170501,13,PCA,57.44933886617802
158082,20170501,13,PM2.5,110.0
158088,20170501,14,PCA,-4.946221396842469
158088,20170501,14,PM2.5,71.0
158094,20170501,15,PCA,45.78724541278126
158094,20170501,15,PM2.5,105.0
158112,20170501,18,PCA,-28.4966611283696
158112,20170501,18,PM2.5,58.0
158118,20170501,19,PCA,-34.943163931927934
158118,20170501,19,PM2.5,46.0
158124,20170501,20,PCA,-32.93524980880196
158124,20170501,20,PM2.5,26.0
158130,20170501,21,PCA,-72.27740639079249
158130,20170501,21,PM2.5,27.0
158136,20170501,22,PCA,-82.33109440793363
158136,20170501,22,PM2.5,20.0
158142,20170501,23,PCA,-63.601764532450765
158142,20170501,23,PM2.5,22.0
158148,20170502,0,PCA,-59.46355053794482
158148,20170502,0,PM2.5,20.0
158154,20170502,1,PCA,-38.68861365013144
158154,20170502,1,PM2.5,22.0
158160,20170502,2,PCA,-54.33652786893265
158160,20170502,2,PM2.5,22.0
158166,20170502,3,PCA,-28.74487110329241
158166,20170502,3,PM2.5,22.0
158172,20170502,4,PCA,-21.435169938255687
158172,20170502,4,PM2.5,26.0
158178,20170502,5,PCA,-16.859741829296528
158178,20170502,5,PM2.5,34.0
158184,20170502,6,PCA,-13.525958126019702
158184,20170502,6,PM2.5,40.0
158190,20170502,7,PCA,3.4847106383743456
158190,20170502,7,PM2.5,46.0
158196,20170502,8,PCA,-3.495770062974104
158196,20170502,8,PM2.5,56.0
158202,20170502,9,PCA,-29.78492422111774
158202,20170502,9,PM2.5,45.0
158208,20170502,10,PCA,-13.70409661841096
158208,20170502,10,PM2.5,60.0
158214,20170502,11,PCA,-11.355858547302473
158214,20170502,11,PM2.5,57.0
158220,20170502,12,PCA,19.271152964016192
158220,20170502,12,PM2.5,69.0
158226,20170502,13,PCA,51.253453736656155
158226,20170502,13,PM2.5,73.0
158232,20170502,14,PCA,58.323443467011
158232,20170502,14,PM2.5,96.0
158238,20170502,15,PCA,42.245530830692104
158238,20170502,15,PM2.5,103.0
158244,20170502,16,PCA,27.373835371709756
158244,20170502,16,PM2.5,94.0
158250,20170502,17,PCA,12.766869663255882
158250,20170502,17,PM2.5,89.0
158256,20170502,18,PCA,19.602185420036992
158256,20170502,18,PM2.5,92.0
158262,20170502,19,PCA,25.54190805653311
158262,20170502,19,PM2.5,95.0
158268,20170502,20,PCA,25.56760791256308
158268,20170502,20,PM2.5,93.0
158274,20170502,21,PCA,40.0747926640605
158274,20170502,21,PM2.5,91.0
158280,20170502,22,PCA,40.08227182559787
158280,20170502,22,PM2.5,97.0
158286,20170502,23,PCA,62.595162271789995
158286,20170502,23,PM2.5,112.0
158292,20170503,0,PCA,38.58291745421986
158292,20170503,0,PM2.5,97.0
158298,20170503,1,PCA,41.91602342182244
158298,20170503,1,PM2.5,97.0
158304,20170503,2,PCA,53.63145478193852
158304,20170503,2,PM2.5,102.0
158310,20170503,3,PCA,61.6136727365534
158310,20170503,3,PM2.5,102.0
158316,20170503,4,PCA,69.1876754905479
158316,20170503,4,PM2.5,104.0
158322,20170503,5,PCA,65.84359220766491
158322,20170503,5,PM2.5,102.0
158328,20170503,6,PCA,79.50820919182944
158328,20170503,6,PM2.5,110.0
158334,20170503,7,PCA,100.3186229216813
158334,20170503,7,PM2.5,125.0
158340,20170503,8,PCA,115.76627404144291
158340,20170503,8,PM2.5,134.0
158346,20170503,9,PCA,117.13492084093934
158346,20170503,9,PM2.5,135.0
160548,20170528,23,PCA,-36.41167633558095
160548,20170528,23,PM2.5,48.0
160554,20170529,0,PCA,-27.323103046114387
160554,20170529,0,PM2.5,52.0
160560,20170529,1,PCA,-38.759640784871415
160560,20170529,1,PM2.5,45.0
160566,20170529,2,PCA,-17.40409006411889
160566,20170529,2,PM2.5,34.0
160572,20170529,3,PCA,1.076380724152552
160572,20170529,3,PM2.5,35.0
160578,20170529,4,PCA,-7.468208904353537
160578,20170529,4,PM2.5,41.0
160584,20170529,5,PCA,-17.08965544320672
160584,20170529,5,PM2.5,33.0
160590,20170529,6,PCA,-2.679106576507152
160590,20170529,6,PM2.5,35.0
160596,20170529,7,PCA,-47.4436811045511
160596,20170529,7,PM2.5,34.0
160602,20170529,8,PCA,-44.132009389425434
160602,20170529,8,PM2.5,44.0
160608,20170529,9,PCA,-47.32337052351745
160608,20170529,9,PM2.5,32.0
160614,20170529,10,PCA,-62.19627679013808
160614,20170529,10,PM2.5,27.0
160620,20170529,11,PCA,-30.30233103571957
160620,20170529,11,PM2.5,19.0
160626,20170529,12,PCA,-77.5623050686886
160626,20170529,12,PM2.5,24.0
160632,20170529,13,PCA,-73.05860092385758
160632,20170529,13,PM2.5,18.0
160638,20170529,14,PCA,-62.890790381902164
160638,20170529,14,PM2.5,24.0
160644,20170529,15,PCA,-60.151431773982104
160644,20170529,15,PM2.5,24.0
160650,20170529,16,PCA,-53.190931458821844
160650,20170529,16,PM2.5,25.0
160656,20170529,17,PCA,-67.22965523048984
160656,20170529,17,PM2.5,17.0
160662,20170529,18,PCA,-59.28077098395274
160662,20170529,18,PM2.5,27.0
160668,20170529,19,PCA,-63.75084077817547
160668,20170529,19,PM2.5,19.0
160674,20170529,20,PCA,-53.363102376384624
160674,20170529,20,PM2.5,30.0
160680,20170529,21,PCA,-53.6989113591222
160680,20170529,21,PM2.5,31.0
160686,20170529,22,PCA,-50.275409951604
160686,20170529,22,PM2.5,34.0
160692,20170529,23,PCA,-36.291247316917854
160692,20170529,23,PM2.5,27.0
160698,20170531,13,PCA,-29.65460576109153
160698,20170531,13,PM2.5,58.0
160704,20170531,14,PCA,-43.97948312003649
160704,20170531,14,PM2.5,40.0
160710,20170531,15,PCA,-35.703879850672784
160710,20170531,15,PM2.5,34.0
160716,20170531,16,PCA,-29.74873339373646
160716,20170531,16,PM2.5,39.0
160722,20170531,17,PCA,-45.30678437887008
160722,20170531,17,PM2.5,26.0
160728,20170531,18,PCA,-50.87323501039175
160728,20170531,18,PM2.5,29.0
160734,20170531,19,PCA,-46.2814140548648
160734,20170531,19,PM2.5,31.0
160740,20170531,20,PCA,-27.431247073534696
160740,20170531,20,PM2.5,38.0
160746,20170531,21,PCA,-9.757493293881803
160746,20170531,21,PM2.5,46.0
160752,20170531,22,PCA,-44.35351302830152
160752,20170531,22,PM2.5,40.0
160758,20170531,23,PCA,-18.460963132368935
160758,20170531,23,PM2.5,32.0
160764,20170601,8,PCA,-47.17568343168022
160764,20170601,8,PM2.5,25.0
160770,20170601,9,PCA,-62.96364459550842
160770,20170601,9,PM2.5,22.0
160776,20170601,10,PCA,-87.98177015226999
160776,20170601,10,PM2.5,15.0
160782,20170601,11,PCA,-84.86081426852084
160782,20170601,11,PM2.5,17.0
160788,20170601,12,PCA,-83.98435859817552
160788,20170601,12,PM2.5,17.0
160794,20170601,13,PCA,-75.95042185177314
160794,20170601,13,PM2.5,26.0
160800,20170601,14,PCA,-71.89954488400015
160800,20170601,14,PM2.5,25.0
160806,20170601,15,PCA,-63.930765421850836
160806,20170601,15,PM2.5,24.0
160812,20170601,16,PCA,-58.764432652235215
160812,20170601,16,PM2.5,25.0
160818,20170601,17,PCA,-50.123260800931995
160818,20170601,17,PM2.5,26.0
160824,20170601,18,PCA,-41.431755272851184
160824,20170601,18,PM2.5,29.0
160830,20170601,19,PCA,-38.21965915187485
160830,20170601,19,PM2.5,30.0
160836,20170601,20,PCA,-59.0101555944492
160836,20170601,20,PM2.5,33.0
160842,20170601,21,PCA,-64.28062680143034
160842,20170601,21,PM2.5,25.0
160848,20170601,22,PCA,-59.40593871268791
160848,20170601,22,PM2.5,25.0
160854,20170601,23,PCA,-51.00012469997538
160854,20170601,23,PM2.5,22.0
160860,20170602,7,PCA,-51.125646231210034
160860,20170602,7,PM2.5,16.0
160866,20170602,8,PCA,-31.286213758812725
160866,20170602,8,PM2.5,34.0
160872,20170602,9,PCA,-33.50742844355249
160872,20170602,9,PM2.5,31.0
160878,20170602,10,PCA,-45.96558159588085
160878,20170602,10,PM2.5,28.0
160884,20170602,11,PCA,-55.51031473589235
160884,20170602,11,PM2.5,18.0
160890,20170602,12,PCA,-36.248182260013934
160890,20170602,12,PM2.5,30.0
160896,20170602,13,PCA,-52.861776034641764
160896,20170602,13,PM2.5,25.0
160902,20170602,14,PCA,-58.47742916917075
160902,20170602,14,PM2.5,23.0
160908,20170602,15,PCA,-56.61474542838623
160908,20170602,15,PM2.5,25.0
160914,20170602,16,PCA,-56.761405209852626
160914,20170602,16,PM2.5,24.0
160920,20170602,17,PCA,-56.90806499131901
160920,20170602,17,PM2.5,23.0
160926,20170602,18,PCA,-60.456204664597216
160926,20170602,18,PM2.5,23.0
160932,20170602,19,PCA,-60.190117620030485
160932,20170602,19,PM2.5,19.0
160938,20170602,20,PCA,-53.10633385277107
160938,20170602,20,PM2.5,23.0
160944,20170602,21,PCA,-53.14608439042817
160944,20170602,21,PM2.5,23.0
160950,20170602,22,PCA,-60.46100775053308
160950,20170602,22,PM2.5,23.0
160956,20170602,23,PCA,-68.22969485901747
160956,20170602,23,PM2.5,19.0
160962,20170603,9,PCA,-37.64846246844328
160962,20170603,9,PM2.5,45.0
160968,20170603,10,PCA,-33.4154085242663
160968,20170603,10,PM2.5,48.0
160974,20170603,11,PCA,-28.224038149475994
160974,20170603,11,PM2.5,54.0
160980,20170603,12,PCA,-40.3163047554224
160980,20170603,12,PM2.5,48.0
160986,20170603,13,PCA,-49.106082215491256
160986,20170603,13,PM2.5,42.0
160992,20170603,14,PCA,-52.10366615975421
160992,20170603,14,PM2.5,43.0
160998,20170603,15,PCA,-67.79818156693293
160998,20170603,15,PM2.5,34.0
161004,20170603,16,PCA,-77.2495114848611
161004,20170603,16,PM2.5,26.0
161010,20170603,17,PCA,-79.85468725233383
161010,20170603,17,PM2.5,23.0
161016,20170603,18,PCA,-83.37033970219466
161016,20170603,18,PM2.5,18.0
161022,20170603,19,PCA,-80.89797363635618
161022,20170603,19,PM2.5,24.0
161028,20170603,20,PCA,-69.07773692521249
161028,20170603,20,PM2.5,16.0
161034,20170603,21,PCA,-61.8227675481969
161034,20170603,21,PM2.5,22.0
161040,20170603,22,PCA,-54.95464395874297
161040,20170603,22,PM2.5,19.0
161046,20170603,23,PCA,-47.47980945247387
161046,20170603,23,PM2.5,28.0
161052,20170604,0,PCA,-56.28461160904053
161052,20170604,0,PM2.5,22.0
161058,20170604,1,PCA,-49.22522607201468
161058,20170604,1,PM2.5,32.0
161064,20170604,2,PCA,-40.93153937299108
161064,20170604,2,PM2.5,30.0
161070,20170604,3,PCA,-32.62906976719625
161070,20170604,3,PM2.5,32.0
161076,20170604,4,PCA,-30.439339064400944
161076,20170604,4,PM2.5,31.0
161082,20170604,5,PCA,-12.11906608569262
161082,20170604,5,PM2.5,36.0
161088,20170604,6,PCA,-3.110762136903957
161088,20170604,6,PM2.5,33.0
161094,20170604,7,PCA,12.05400657831176
161094,20170604,7,PM2.5,58.0
161100,20170604,8,PCA,7.979253447801944
161100,20170604,8,PM2.5,67.0
161106,20170604,9,PCA,-0.3785779042704718
161106,20170604,9,PM2.5,67.0
161112,20170604,10,PCA,-4.97236477281405
