,date,hour,type,官园
238560,20181208,8,PM2.5,8.0
238566,20181208,9,PCA,-96.40844349269817
238566,20181208,9,PM2.5,5.0
238572,20181208,10,PCA,-97.55274069085623
238572,20181208,10,PM2.5,6.0
238578,20181208,11,PCA,-99.83995600742855
238578,20181208,11,PM2.5,5.0
238584,20181208,12,PCA,-103.73413698629572
238584,20181208,12,PM2.5,3.0
238590,20181208,13,PCA,-102.24022245324859
238590,20181208,13,PM2.5,4.0
238596,20181208,14,PCA,-98.66186143711825
238596,20181208,14,PM2.5,9.0
238602,20181208,15,PCA,-100.67169954449939
238602,20181208,15,PM2.5,6.0
238608,20181208,16,PCA,-101.88014765778716
238608,20181208,16,PM2.5,4.0
238614,20181208,17,PCA,-99.02139429998833
238614,20181208,17,PM2.5,3.0
238620,20181208,18,PCA,-89.02827854455712
238620,20181208,18,PM2.5,4.0
238626,20181208,19,PCA,-55.37078082319885
238626,20181208,19,PM2.5,21.0
238632,20181208,20,PCA,-48.01846628213223
238632,20181208,20,PM2.5,25.0
238638,20181208,21,PCA,-49.713165367216895
238638,20181208,21,PM2.5,24.0
238644,20181208,22,PCA,-40.25725247021874
238644,20181208,22,PM2.5,31.0
238650,20181208,23,PCA,-38.06242244440315
238650,20181208,23,PM2.5,34.0
238656,20181209,0,PCA,-44.628534423271745
238656,20181209,0,PM2.5,31.0
238662,20181209,1,PCA,-38.73312752399328
238662,20181209,1,PM2.5,34.0
238668,20181209,2,PCA,-27.500759550708462
238668,20181209,2,PM2.5,44.0
238674,20181209,3,PCA,-30.598213115738695
238674,20181209,3,PM2.5,42.0
238680,20181209,4,PCA,-27.700856675732112
238680,20181209,4,PM2.5,43.0
238686,20181209,5,PCA,-28.56603139591198
238686,20181209,5,PM2.5,40.0
238692,20181209,6,PCA,-30.236772898092802
238692,20181209,6,PM2.5,35.0
238698,20181209,7,PCA,-36.8107380201348
238698,20181209,7,PM2.5,29.0
238704,20181209,8,PCA,-48.98190404099129
238704,20181209,8,PM2.5,20.0
238710,20181209,9,PCA,-58.05379017940467
238710,20181209,9,PM2.5,16.0
238716,20181209,10,PCA,-64.00631630386762
238716,20181209,10,PM2.5,16.0
238722,20181209,11,PCA,-69.63142701641907
238722,20181209,11,PM2.5,19.0
238728,20181209,12,PCA,-75.8327342285033
238728,20181209,12,PM2.5,18.0
238734,20181209,13,PCA,-67.30279607523558
238734,20181209,13,PM2.5,24.0
238740,20181209,14,PCA,-44.340411927317305
238740,20181209,14,PM2.5,36.0
238746,20181209,15,PCA,-31.785377978707768
238746,20181209,15,PM2.5,43.0
238752,20181209,16,PCA,22.679083990865525
238752,20181209,16,PM2.5,78.0
238758,20181209,17,PCA,19.54592655443732
238758,20181209,17,PM2.5,74.0
238764,20181209,18,PCA,2.8465645715120735
238764,20181209,18,PM2.5,64.0
238770,20181209,19,PCA,45.77213789789728
238770,20181209,19,PM2.5,89.0
238776,20181209,20,PCA,57.18379664492695
238776,20181209,20,PM2.5,96.0
238782,20181209,21,PCA,47.028727181506646
238782,20181209,21,PM2.5,89.0
238788,20181209,22,PCA,-8.101421810646658
238788,20181209,22,PM2.5,53.0
238794,20181209,23,PCA,-24.134875858986906
238794,20181209,23,PM2.5,40.0
238800,20181210,0,PCA,-22.178969897677558
238800,20181210,0,PM2.5,43.0
238806,20181210,1,PCA,-13.817079026925779
238806,20181210,1,PM2.5,50.0
238812,20181210,2,PCA,-6.704626982779475
238812,20181210,2,PM2.5,55.0
238818,20181210,3,PCA,-16.163361308381596
238818,20181210,3,PM2.5,48.0
238824,20181210,4,PCA,-18.410446561844473
238824,20181210,4,PM2.5,48.0
238830,20181210,5,PCA,-22.170508607526518
238830,20181210,5,PM2.5,47.0
238836,20181210,6,PCA,-29.832843787913756
238836,20181210,6,PM2.5,42.0
238842,20181210,7,PCA,-25.26796217255675
238842,20181210,7,PM2.5,45.0
238848,20181210,8,PCA,-30.135328400081526
238848,20181210,8,PM2.5,41.0
238854,20181210,9,PCA,-24.921329540203615
238854,20181210,9,PM2.5,43.0
238860,20181210,10,PCA,-9.637383731956925
238860,20181210,10,PM2.5,55.0
238866,20181210,11,PCA,-15.176979074703628
238866,20181210,11,PM2.5,53.0
238872,20181210,12,PCA,-13.214052456888657
238872,20181210,12,PM2.5,55.0
238878,20181210,13,PCA,-10.225618189086623
238878,20181210,13,PM2.5,57.0
238884,20181210,14,PCA,-4.347378560054713
238884,20181210,14,PM2.5,62.0
238890,20181210,15,PCA,-6.0520644687526985
238890,20181210,15,PM2.5,61.0
238896,20181210,16,PCA,-6.8965449624085045
238896,20181210,16,PM2.5,58.0
238902,20181210,17,PCA,1.8452448482771968
238902,20181210,17,PM2.5,61.0
238908,20181210,18,PCA,-0.1050945330913059
238908,20181210,18,PM2.5,59.0
238914,20181210,19,PCA,8.004515498006223
238914,20181210,19,PM2.5,64.0
238920,20181210,20,PCA,3.908242182990044
238920,20181210,20,PM2.5,61.0
238926,20181210,21,PCA,18.18778206281991
238926,20181210,21,PM2.5,70.0
238932,20181210,22,PCA,43.60620755587872
238932,20181210,22,PM2.5,86.0
238938,20181210,23,PCA,30.740316141946362
238938,20181210,23,PM2.5,79.0
238944,20181211,0,PCA,16.721818583963056
238944,20181211,0,PM2.5,70.0
238950,20181211,1,PCA,16.424452354771145
238950,20181211,1,PM2.5,70.0
238956,20181211,2,PCA,11.503455941805417
238956,20181211,2,PM2.5,67.0
238962,20181211,3,PCA,9.750008288303945
238962,20181211,3,PM2.5,66.0
238968,20181211,4,PCA,-7.49480164918431
238968,20181211,4,PM2.5,57.0
238974,20181211,5,PCA,-43.884097432838814
238974,20181211,5,PM2.5,28.0
238980,20181211,6,PCA,-65.21379474872745
238980,20181211,6,PM2.5,14.0
238986,20181211,7,PCA,-75.10316557923397
238986,20181211,7,PM2.5,4.0
238992,20181211,8,PCA,-72.50744326783361
238992,20181211,8,PM2.5,7.0
238998,20181211,9,PCA,-77.52013754454215
238998,20181211,9,PM2.5,5.0
239004,20181211,10,PCA,-83.44002500312615
239004,20181211,10,PM2.5,5.0
239010,20181211,11,PCA,-79.0561664221503
239010,20181211,11,PM2.5,6.0
239016,20181211,12,PCA,-82.44097775079588
239016,20181211,12,PM2.5,10.0
239022,20181211,13,PCA,-88.26229925077395
239022,20181211,13,PM2.5,7.0
239028,20181211,14,PCA,-88.00788451329544
239028,20181211,14,PM2.5,6.0
239034,20181211,15,PCA,-87.78199700138163
239034,20181211,15,PM2.5,10.0
239040,20181211,16,PCA,-86.25115780238166
239040,20181211,16,PM2.5,12.0
239046,20181211,17,PCA,-89.06977697512089
239046,20181211,17,PM2.5,9.0
239052,20181211,18,PCA,-82.01154104078344
239052,20181211,18,PM2.5,12.0
239058,20181211,19,PCA,-85.04613219745552
239058,20181211,19,PM2.5,9.0
239064,20181211,20,PCA,-81.31458586701788
239064,20181211,20,PM2.5,10.0
239070,20181211,21,PCA,-70.63511552819263
239070,20181211,21,PM2.5,15.0
239076,20181211,22,PCA,-61.92598714453009
239076,20181211,22,PM2.5,16.0
239082,20181211,23,PCA,-60.946169868404155
239082,20181211,23,PM2.5,18.0
239088,20181212,0,PCA,-69.99750968145139
239088,20181212,0,PM2.5,12.0
239094,20181212,1,PCA,-67.46313169081633
239094,20181212,1,PM2.5,14.0
239100,20181212,2,PCA,-66.95219225585964
239100,20181212,2,PM2.5,13.0
239106,20181212,3,PCA,-65.35186306413344
239106,20181212,3,PM2.5,15.0
239112,20181212,4,PCA,-67.78524357704194
239112,20181212,4,PM2.5,13.0
239118,20181212,5,PCA,-72.02645652958897
239118,20181212,5,PM2.5,11.0
239124,20181212,6,PCA,-61.892519098518385
239124,20181212,6,PM2.5,17.0
239130,20181212,7,PCA,-44.861696863511405
239130,20181212,7,PM2.5,23.0
239136,20181212,8,PCA,-32.18562027693202
239136,20181212,8,PM2.5,26.0
239142,20181212,9,PCA,-16.879731478012552
239142,20181212,9,PM2.5,33.0
239148,20181212,10,PCA,-31.511549471523175
239148,20181212,10,PM2.5,29.0
239154,20181212,11,PCA,-44.791369723632776
239154,20181212,11,PM2.5,26.0
239160,20181212,12,PCA,-60.50791457250635
239160,20181212,12,PM2.5,24.0
239166,20181212,13,PCA,-84.32659615590654
239166,20181212,13,PM2.5,15.0
239172,20181212,14,PCA,-81.32892966518729
239172,20181212,14,PM2.5,17.0
239178,20181212,15,PCA,-71.59732686856171
239178,20181212,15,PM2.5,20.0
239184,20181212,16,PCA,-52.62228318945352
239184,20181212,16,PM2.5,31.0
239190,20181212,17,PCA,-47.205957423862316
239190,20181212,17,PM2.5,34.0
239196,20181212,18,PCA,-43.09314368227061
239196,20181212,18,PM2.5,29.0
239202,20181212,19,PCA,-34.475549888418925
239202,20181212,19,PM2.5,35.0
239208,20181212,20,PCA,-8.68012230161263
239208,20181212,20,PM2.5,56.0
239214,20181212,21,PCA,-3.7678203009228537
239214,20181212,21,PM2.5,58.0
239220,20181212,22,PCA,-7.263637572871549
239220,20181212,22,PM2.5,56.0
239226,20181212,23,PCA,-11.200770043452186
239226,20181212,23,PM2.5,53.0
239232,20181213,0,PCA,-13.542086503574652
239232,20181213,0,PM2.5,51.0
239238,20181213,1,PCA,-33.08210573474654
239238,20181213,1,PM2.5,32.0
239244,20181213,2,PCA,-47.652154678578995
239244,20181213,2,PM2.5,18.0
239250,20181213,3,PCA,-52.044169322655044
239250,20181213,3,PM2.5,19.0
239256,20181213,5,PCA,-75.50516417647239
239256,20181213,5,PM2.5,12.0
239262,20181213,6,PCA,-74.52801036491165
239262,20181213,6,PM2.5,8.0
239268,20181213,7,PCA,-78.0448880524276
239268,20181213,7,PM2.5,5.0
239274,20181213,8,PCA,-76.6554124616584
239274,20181213,8,PM2.5,8.0
239280,20181213,9,PCA,-72.76047243899481
239280,20181213,9,PM2.5,9.0
239286,20181213,10,PCA,-75.11833169031618
239286,20181213,10,PM2.5,6.0
239292,20181213,11,PCA,-81.26089889903403
239292,20181213,11,PM2.5,11.0
239298,20181213,12,PCA,-91.60805850221593
239298,20181213,12,PM2.5,5.0
239304,20181213,13,PCA,-101.40495934827038
239304,20181213,13,PM2.5,5.0
239310,20181213,14,PCA,-98.34252190647403
239310,20181213,14,PM2.5,8.0
239316,20181213,15,PCA,-98.24212963045528
239316,20181213,15,PM2.5,8.0
239322,20181213,16,PCA,-94.45825645558786
239322,20181213,16,PM2.5,6.0
239328,20181213,17,PCA,-90.61441803969888
239328,20181213,17,PM2.5,8.0
239334,20181213,18,PCA,-66.53758065826138
239334,20181213,18,PM2.5,6.0
239340,20181213,19,PCA,-65.50367556788612
239340,20181213,19,PM2.5,12.0
239346,20181213,20,PCA,-69.49135614067588
239346,20181213,20,PM2.5,15.0
239352,20181213,21,PCA,-68.29869653904105
239352,20181213,21,PM2.5,12.0
239358,20181213,22,PCA,-76.33354435234786
239358,20181213,22,PM2.5,7.0
239364,20181213,23,PCA,-69.42726849466253
239364,20181213,23,PM2.5,12.0
239370,20181214,0,PCA,-64.63717822935519
239370,20181214,0,PM2.5,14.0
239376,20181214,1,PCA,-56.08275951678196
239376,20181214,1,PM2.5,17.0
239382,20181214,2,PCA,-41.84021147658715
239382,20181214,2,PM2.5,24.0
239388,20181214,3,PCA,-40.66976418906924
239388,20181214,3,PM2.5,23.0
239394,20181214,4,PCA,-50.87532973640622
239394,20181214,4,PM2.5,21.0
239400,20181214,5,PCA,-57.02270501980298
239400,20181214,5,PM2.5,20.0
239406,20181214,6,PCA,-59.87100091702945
239406,20181214,6,PM2.5,19.0
239412,20181214,7,PCA,-56.67988004104439
239412,20181214,7,PM2.5,19.0
239418,20181214,8,PCA,-53.72722742684617
239418,20181214,8,PM2.5,19.0
239424,20181214,9,PCA,-48.224788374346716
239424,20181214,9,PM2.5,21.0
239430,20181214,10,PCA,-51.56535762603037
239430,20181214,10,PM2.5,20.0
239436,20181214,11,PCA,-49.45839322312999
239436,20181214,11,PM2.5,30.0
239442,20181214,12,PCA,-45.26272124545574
239442,20181214,12,PM2.5,34.0
239448,20181214,13,PCA,-25.827598906520258
239448,20181214,13,PM2.5,46.0
239484,20181214,19,PCA,-13.087860907779122
239484,20181214,19,PM2.5,56.0
239490,20181214,20,PCA,-17.30923456046393
239490,20181214,20,PM2.5,52.0
239496,20181214,21,PCA,-6.685840760439832
239496,20181214,21,PM2.5,57.0
239502,20181214,22,PCA,6.826648430040265
239502,20181214,22,PM2.5,64.0
239508,20181214,23,PCA,38.46815877344717
239508,20181214,23,PM2.5,82.0
239514,20181215,0,PCA,35.10905768486258
239514,20181215,0,PM2.5,80.0
239520,20181215,1,PCA,26.105839764797086
239520,20181215,1,PM2.5,75.0
239526,20181215,2,PCA,19.71802050321235
239526,20181215,2,PM2.5,71.0
239532,20181215,3,PCA,11.895789877693447
239532,20181215,3,PM2.5,66.0
239538,20181215,4,PCA,19.282428889264107
239538,20181215,4,PM2.5,71.0
239544,20181215,5,PCA,16.422083783616756
239544,20181215,5,PM2.5,69.0
239550,20181215,6,PCA,17.71902436349075
239550,20181215,6,PM2.5,70.0
239556,20181215,7,PCA,19.016719544060837
239556,20181215,7,PM2.5,71.0
239562,20181215,8,PCA,32.996629392610444
239562,20181215,8,PM2.5,80.0
239568,20181215,9,PCA,21.46596430735492
239568,20181215,9,PM2.5,73.0
239574,20181215,10,PCA,28.38595686004226
239574,20181215,10,PM2.5,77.0
239580,20181215,11,PCA,38.07366043205135
239580,20181215,11,PM2.5,84.0
239586,20181215,12,PCA,47.761364004060425
239586,20181215,12,PM2.5,91.0
239592,20181215,13,PCA,47.63998909468023
239592,20181215,13,PM2.5,90.0
239598,20181215,14,PCA,40.20193928721899
239598,20181215,14,PM2.5,87.0
239604,20181215,15,PCA,33.89352966829161
239604,20181215,15,PM2.5,82.0
239610,20181215,16,PCA,47.43601714237983
239610,20181215,16,PM2.5,89.0
239616,20181215,17,PCA,52.39949408894977
239616,20181215,17,PM2.5,91.0
239622,20181215,18,PCA,59.35183095263969
239622,20181215,18,PM2.5,94.0
239628,20181215,19,PCA,68.47100215803258
239628,20181215,19,PM2.5,100.0
239634,20181215,20,PCA,100.02612740341485
239634,20181215,20,PM2.5,120.0
239640,20181215,21,PCA,73.6970878217152
239640,20181215,21,PM2.5,103.0
239646,20181215,22,PCA,89.41013506579482
239646,20181215,22,PM2.5,113.0
239652,20181215,23,PCA,78.63515444538177
239652,20181215,23,PM2.5,107.0
239658,20181216,0,PCA,84.33557199408885
239658,20181216,0,PM2.5,111.0
239664,20181216,1,PCA,103.59851805517731
239664,20181216,1,PM2.5,123.0
239670,20181216,2,PCA,95.2419621400719
239670,20181216,2,PM2.5,118.0
239676,20181216,3,PCA,113.52203492686611
239676,20181216,3,PM2.5,128.0
239682,20181216,4,PCA,81.4312245894935
239682,20181216,4,PM2.5,108.0
239688,20181216,5,PCA,71.1024276083498
239688,20181216,5,PM2.5,102.0
239694,20181216,6,PCA,70.64441133333008
239694,20181216,6,PM2.5,102.0
239700,20181216,7,PCA,69.34747075345611
239700,20181216,7,PM2.5,101.0
239706,20181216,8,PCA,69.86574479828484
239706,20181216,8,PM2.5,101.0
239712,20181216,9,PCA,78.80098192701634
239712,20181216,9,PM2.5,106.0
239718,20181216,10,PCA,78.04800264407305
239718,20181216,10,PM2.5,106.0
239724,20181216,11,PCA,58.85471873584339
239724,20181216,11,PM2.5,96.0
239730,20181216,12,PCA,7.684557750395234
239730,20181216,12,PM2.5,69.0
239736,20181216,13,PCA,-14.896532901305429
239736,20181216,13,PM2.5,56.0
239742,20181216,14,PCA,-23.35827791628456
239742,20181216,14,PM2.5,52.0
239748,20181216,15,PCA,-59.0536700812415
239748,20181216,15,PM2.5,20.0
239754,20181216,16,PCA,-60.9519751469677
239754,20181216,16,PM2.5,19.0
239760,20181216,17,PCA,-64.73996896950013
239760,20181216,17,PM2.5,14.0
239766,20181216,18,PCA,-42.833010348851516
239766,20181216,18,PM2.5,23.0
239772,20181216,19,PCA,-29.73260123914175
239772,20181216,19,PM2.5,35.0
239778,20181216,20,PCA,-64.12693661965997
239778,20181216,20,PM2.5,12.0
239784,20181216,21,PCA,-74.34006690333302
239784,20181216,21,PM2.5,8.0
239790,20181216,22,PCA,-77.01985104650785
239790,20181216,22,PM2.5,4.0
239796,20181216,23,PCA,-77.85488220604142
239796,20181216,23,PM2.5,6.0
239802,20181217,0,PCA,-71.47827737034856
239802,20181217,0,PM2.5,3.0
239808,20181217,1,PCA,-89.12594051058689
239808,20181217,1,PM2.5,4.0
239814,20181217,2,PCA,-98.20811338977127
239814,20181217,2,PM2.5,4.0
239820,20181217,3,PCA,-102.52850436068121
239820,20181217,3,PM2.5,2.0
239826,20181217,4,PCA,-102.90993242164753
239826,20181217,4,PM2.5,1.0
239832,20181217,5,PCA,-99.72330308496728
239832,20181217,5,PM2.5,6.0
239838,20181217,6,PCA,-100.69648833362491
239838,20181217,6,PM2.5,4.0
239844,20181217,7,PCA,-94.78406768503832
239844,20181217,7,PM2.5,10.0
239850,20181217,8,PCA,-84.60671493301896
239850,20181217,8,PM2.5,7.0
239856,20181217,9,PCA,-56.04936775514565
239856,20181217,9,PM2.5,16.0
239862,20181217,10,PCA,-53.55442136716649
239862,20181217,10,PM2.5,23.0
239868,20181217,11,PCA,-63.78088255830833
239868,20181217,11,PM2.5,22.0
239874,20181217,12,PCA,-62.38331775697095
239874,20181217,12,PM2.5,26.0
239880,20181217,13,PCA,-57.748392965472384
239880,20181217,13,PM2.5,30.0
239886,20181217,14,PCA,-54.35090558473489
239886,20181217,14,PM2.5,33.0
239892,20181217,15,PCA,-51.83057495891594
239892,20181217,15,PM2.5,33.0
239898,20181217,16,PCA,-60.96782219849032
239898,20181217,16,PM2.5,26.0
239904,20181217,17,PCA,-39.10222744365675
239904,20181217,17,PM2.5,42.0
239910,20181217,18,PCA,-32.26155968420093
239910,20181217,18,PM2.5,43.0
239916,20181217,19,PCA,-28.575632431992062
239916,20181217,19,PM2.5,42.0
239922,20181217,20,PCA,-27.003904126086226
239922,20181217,20,PM2.5,44.0
239928,20181217,21,PCA,-28.15086891075964
239928,20181217,21,PM2.5,44.0
239934,20181217,22,PCA,-7.3524991737707985
239934,20181217,22,PM2.5,55.0
239940,20181217,23,PCA,-0.9654345128822202
239940,20181217,23,PM2.5,59.0
239946,20181218,0,PCA,-3.3361064595211847
239946,20181218,0,PM2.5,57.0
239952,20181218,1,PCA,22.626980899944726
239952,20181218,1,PM2.5,74.0
239958,20181218,2,PCA,6.8745537503514695
239958,20181218,2,PM2.5,64.0
239964,20181218,3,PCA,0.7168745273207814
239964,20181218,3,PM2.5,60.0
239970,20181218,4,PCA,11.191331096577466
239970,20181218,4,PM2.5,66.0
239976,20181218,5,PCA,-32.33557940764959
239976,20181218,5,PM2.5,46.0
239982,20181218,6,PCA,-60.16431571571176
239982,20181218,6,PM2.5,20.0
239988,20181218,7,PCA,-47.62285977540539
239988,20181218,7,PM2.5,25.0
239994,20181218,8,PCA,-52.74716964022516
239994,20181218,8,PM2.5,18.0
240000,20181218,9,PCA,-43.715111821674654
240000,20181218,9,PM2.5,22.0
240006,20181218,10,PCA,-59.0560451318611
240006,20181218,10,PM2.5,18.0
240012,20181218,11,PCA,-58.1468717904842
240012,20181218,11,PM2.5,18.0
240018,20181218,12,PCA,-78.8525395197111
240018,20181218,12,PM2.5,12.0
240042,20181218,16,PCA,-85.94630107775589
240042,20181218,16,PM2.5,17.0
240048,20181218,17,PCA,-87.45028498087261
240048,20181218,17,PM2.5,13.0
240054,20181218,18,PCA,-85.0072167634776
240054,20181218,18,PM2.5,11.0
240060,20181218,19,PCA,-74.03564797742465
240060,20181218,19,PM2.5,15.0
240066,20181218,20,PCA,-54.00638687149283
240066,20181218,20,PM2.5,22.0
240072,20181218,21,PCA,-33.958240747767654
240072,20181218,21,PM2.5,38.0
240078,20181218,22,PCA,-41.21340836997935
240078,20181218,22,PM2.5,25.0
240084,20181218,23,PCA,-47.43812234617547
240084,20181218,23,PM2.5,20.0
240090,20181219,0,PCA,-45.81145607071722
240090,20181219,0,PM2.5,22.0
240096,20181219,1,PCA,-52.64012401592493
240096,20181219,1,PM2.5,20.0
240102,20181219,2,PCA,-41.47663660794258
240102,20181219,2,PM2.5,29.0
240108,20181219,3,PCA,-33.18518176808558
240108,20181219,3,PM2.5,37.0
240114,20181219,4,PCA,-38.403693809231534
240114,20181219,4,PM2.5,34.0
240120,20181219,5,PCA,-67.7359525866476
240120,20181219,5,PM2.5,18.0
240126,20181219,6,PCA,-64.62119274352177
240126,20181219,6,PM2.5,19.0
240132,20181219,7,PCA,-52.15061975062908
240132,20181219,7,PM2.5,23.0
240138,20181219,8,PCA,-35.403011062966875
240138,20181219,8,PM2.5,27.0
240144,20181219,9,PCA,-23.666688541936043
240144,20181219,9,PM2.5,32.0
240150,20181219,10,PCA,-15.330738358859453
240150,20181219,10,PM2.5,40.0
240156,20181219,11,PCA,-20.312967836950968
240156,20181219,11,PM2.5,41.0
240162,20181219,12,PCA,-41.89882515910505
240162,20181219,12,PM2.5,30.0
240168,20181219,13,PCA,-47.4585511538212
240168,20181219,13,PM2.5,28.0
240174,20181219,14,PCA,-27.776405148672026
240174,20181219,14,PM2.5,40.0
240180,20181219,15,PCA,-25.96489635376767
240180,20181219,15,PM2.5,42.0
240186,20181219,16,PCA,-28.346242551033853
240186,20181219,16,PM2.5,41.0
240192,20181219,17,PCA,-20.740276759385395
240192,20181219,17,PM2.5,46.0
240198,20181219,18,PCA,-11.619880316337335
240198,20181219,18,PM2.5,50.0
240204,20181219,19,PCA,-11.018669672573745
240204,20181219,19,PM2.5,51.0
240210,20181219,20,PCA,-10.646089865971975
240210,20181219,20,PM2.5,52.0
240216,20181219,21,PCA,14.446416304651033
240216,20181219,21,PM2.5,68.0
240222,20181219,22,PCA,0.6634804092745692
240222,20181219,22,PM2.5,59.0
240228,20181219,23,PCA,6.628949350703537
240228,20181219,23,PM2.5,61.0
240234,20181220,0,PCA,-8.198331316111087
240234,20181220,0,PM2.5,47.0
240240,20181220,1,PCA,-13.510061911656384
240240,20181220,1,PM2.5,44.0
240246,20181220,2,PCA,-18.82179250720168
240246,20181220,2,PM2.5,41.0
240252,20181220,3,PCA,-22.307305839516488
240252,20181220,3,PM2.5,42.0
240258,20181220,4,PCA,-54.564964316243845
240258,20181220,4,PM2.5,25.0
240264,20181220,5,PCA,-62.78405389038936
240264,20181220,5,PM2.5,21.0
240270,20181220,6,PCA,-62.89872103356854
240270,20181220,6,PM2.5,15.0
240276,20181220,7,PCA,-48.485824209619814
240276,20181220,7,PM2.5,25.0
240282,20181220,8,PCA,-43.71023394919384
240282,20181220,8,PM2.5,26.0
240288,20181220,9,PCA,-50.723007012014534
240288,20181220,9,PM2.5,17.0
240294,20181220,10,PCA,-44.17788178845749
240294,20181220,10,PM2.5,24.0
240300,20181220,11,PCA,-35.7271994357585
240300,20181220,11,PM2.5,30.0
240306,20181220,12,PCA,-21.51064972131186
240306,20181220,12,PM2.5,46.0
240312,20181220,13,PCA,-7.462161268090621
240312,20181220,13,PM2.5,55.0
240318,20181220,14,PCA,35.5826696193049
240318,20181220,14,PM2.5,80.0
240324,20181220,15,PCA,53.19580035018125
240324,20181220,15,PM2.5,90.0
240330,20181220,16,PCA,32.01577092793162
240330,20181220,16,PM2.5,79.0
