,date,hour,type,云岗
141876,20161226,0,PM2.5,162.0
141882,20161226,1,PCA,154.48711521316443
141882,20161226,1,PM2.5,154.0
141888,20161226,2,PCA,155.4660702518626
141888,20161226,2,PM2.5,157.0
141894,20161226,3,PCA,153.48357109721644
141894,20161226,3,PM2.5,152.0
141900,20161226,4,PCA,138.34370069314286
141900,20161226,4,PM2.5,133.0
141906,20161226,5,PCA,78.61542973611267
141906,20161226,5,PM2.5,68.0
141912,20161226,6,PCA,50.350034826428136
141912,20161226,6,PM2.5,41.0
141918,20161226,7,PCA,31.86788156938995
141918,20161226,7,PM2.5,22.0
141924,20161226,8,PCA,29.80495669119487
141924,20161226,8,PM2.5,22.0
141930,20161226,9,PCA,27.096136843157836
141930,20161226,9,PM2.5,23.0
141936,20161226,10,PCA,22.784452120399454
141936,20161226,10,PM2.5,22.0
141942,20161226,11,PCA,15.711958381578958
141942,20161226,11,PM2.5,23.0
141948,20161226,12,PCA,5.643069184740658
141948,20161226,12,PM2.5,19.0
141954,20161226,13,PCA,-2.069525212262784
141954,20161226,13,PM2.5,17.0
141960,20161226,14,PCA,-7.813299437112156
141960,20161226,14,PM2.5,15.0
141966,20161226,15,PCA,-11.575141093684413
141966,20161226,15,PM2.5,15.0
141972,20161226,16,PCA,-14.143442813391605
141972,20161226,16,PM2.5,15.0
141978,20161226,17,PCA,-15.443170821803081
141978,20161226,17,PM2.5,15.0
141984,20161226,18,PCA,-18.713462555945398
141984,20161226,18,PM2.5,16.0
141990,20161226,19,PCA,-2.2726016289090065
141990,20161226,19,PM2.5,37.0
141996,20161226,20,PCA,-7.6076615864972865
141996,20161226,20,PM2.5,34.0
142002,20161226,21,PCA,-5.103997368563532
142002,20161226,21,PM2.5,43.0
142008,20161226,22,PCA,-7.120333566381733
142008,20161226,22,PM2.5,48.0
142014,20161226,23,PCA,-10.227610934476466
142014,20161226,23,PM2.5,53.0
142020,20161227,0,PCA,-21.540526003746024
142020,20161227,0,PM2.5,44.0
142026,20161227,1,PCA,-33.18200909140964
142026,20161227,1,PM2.5,32.0
142032,20161227,2,PCA,-43.1021228829746
142032,20161227,2,PM2.5,24.0
142038,20161227,3,PCA,-50.76336300523543
142038,20161227,3,PM2.5,20.0
142044,20161227,4,PCA,-58.60774607956545
142044,20161227,4,PM2.5,18.0
142050,20161227,5,PCA,-73.52714122925894
142050,20161227,5,PM2.5,12.0
142056,20161227,6,PCA,-68.88733480848707
142056,20161227,6,PM2.5,15.0
142062,20161227,7,PCA,-65.5991493477857
142062,20161227,7,PM2.5,19.0
142068,20161227,8,PCA,-66.57044475065413
142068,20161227,8,PM2.5,16.0
142074,20161227,9,PCA,-69.67152340264879
142074,20161227,9,PM2.5,16.0
142080,20161227,10,PCA,-76.3948019235431
142080,20161227,10,PM2.5,13.0
142086,20161227,11,PCA,-79.87031922670138
142086,20161227,11,PM2.5,12.0
142092,20161227,12,PCA,-80.54656833476417
142092,20161227,12,PM2.5,13.0
142098,20161227,13,PCA,-78.79304473789524
142098,20161227,13,PM2.5,15.0
142104,20161227,14,PCA,-76.3922837133864
142104,20161227,14,PM2.5,18.0
142110,20161227,15,PCA,-68.97633453558448
142110,20161227,15,PM2.5,25.0
142116,20161227,16,PCA,-65.9035250697476
142116,20161227,16,PM2.5,28.0
142122,20161227,17,PCA,-42.82670131325739
142122,20161227,17,PM2.5,48.0
142128,20161227,18,PCA,-15.943804541301882
142128,20161227,18,PM2.5,78.0
142134,20161227,19,PCA,8.220131662412571
142134,20161227,19,PM2.5,108.0
142140,20161227,20,PCA,28.820169553127222
142140,20161227,20,PM2.5,134.0
142146,20161227,21,PCA,28.467274617016084
142146,20161227,21,PM2.5,129.0
142152,20161227,22,PCA,38.65777980083444
142152,20161227,22,PM2.5,141.0
142158,20161227,23,PCA,55.98164451807218
142158,20161227,23,PM2.5,158.0
142164,20161228,0,PCA,71.00346807913355
142164,20161228,0,PM2.5,171.0
142170,20161228,1,PCA,88.65156247395795
142170,20161228,1,PM2.5,178.0
142176,20161228,2,PCA,86.57227272465897
142176,20161228,2,PM2.5,177.0
142182,20161228,3,PCA,87.49454878522576
142182,20161228,3,PM2.5,184.0
142188,20161228,4,PCA,94.69701687766415
142188,20161228,4,PM2.5,182.0
142194,20161228,5,PCA,102.70484354699796
142194,20161228,5,PM2.5,178.0
142200,20161228,6,PCA,81.4686658812577
142200,20161228,6,PM2.5,143.0
142206,20161228,7,PCA,85.20731693814307
142206,20161228,7,PM2.5,139.0
142212,20161228,8,PCA,92.22332443047567
142212,20161228,8,PM2.5,141.0
142218,20161228,9,PCA,84.13608146512004
142218,20161228,9,PM2.5,124.0
142224,20161228,10,PCA,66.20401597839208
142224,20161228,10,PM2.5,98.0
142230,20161228,11,PCA,61.693231432033635
142230,20161228,11,PM2.5,94.0
142236,20161228,12,PCA,43.16410978855196
142236,20161228,12,PM2.5,67.0
142242,20161228,13,PCA,39.50408781606116
142242,20161228,13,PM2.5,62.0
142248,20161228,14,PCA,0.5951831650123568
142248,20161228,14,PM2.5,11.0
142254,20161228,15,PCA,-1.7704961539714397
142254,20161228,15,PM2.5,8.0
142260,20161228,16,PCA,-2.0462090062698914
142260,20161228,16,PM2.5,8.0
142266,20161228,17,PCA,-1.2911684069067182
142266,20161228,17,PM2.5,9.0
142272,20161228,18,PCA,-2.9646454946697527
142272,20161228,18,PM2.5,9.0
142278,20161228,19,PCA,-7.8577581521745765
142278,20161228,19,PM2.5,8.0
142284,20161228,20,PCA,-7.019495723748473
142284,20161228,20,PM2.5,11.0
142290,20161228,21,PCA,-12.502309104035689
142290,20161228,21,PM2.5,10.0
142296,20161228,22,PCA,-14.066600464267879
142296,20161228,22,PM2.5,12.0
142302,20161228,23,PCA,-15.677378357978164
142302,20161228,23,PM2.5,11.0
142308,20161229,0,PCA,-17.988952521061496
142308,20161229,0,PM2.5,14.0
142314,20161229,1,PCA,-28.259916791719473
142314,20161229,1,PM2.5,12.0
142320,20161229,2,PCA,-34.002276125381464
142320,20161229,2,PM2.5,13.0
142326,20161229,3,PCA,-38.170702321743946
142326,20161229,3,PM2.5,13.0
142332,20161229,4,PCA,-42.015595890861725
142332,20161229,4,PM2.5,16.0
142338,20161229,5,PCA,-40.55291583117579
142338,20161229,5,PM2.5,21.0
142344,20161229,6,PCA,-47.070502539527084
142344,20161229,6,PM2.5,20.0
142350,20161229,7,PCA,-54.28669646135335
142350,20161229,7,PM2.5,17.0
142356,20161229,8,PCA,-54.64373155272112
142356,20161229,8,PM2.5,19.0
142362,20161229,9,PCA,-60.32200229059224
142362,20161229,9,PM2.5,20.0
142368,20170101,22,PCA,506.609240891776
142368,20170101,22,PM2.5,415.0
142374,20170101,23,PCA,515.0864625608428
142374,20170101,23,PM2.5,423.0
142380,20170102,0,PCA,543.6120367509716
142380,20170102,0,PM2.5,449.0
142386,20170102,1,PCA,565.0683926262277
142386,20170102,1,PM2.5,469.0
142392,20170102,2,PCA,509.60965804412615
142392,20170102,2,PM2.5,421.0
142398,20170102,3,PCA,510.6795630924741
142398,20170102,3,PM2.5,423.0
142404,20170102,4,PCA,478.20841627958293
142404,20170102,4,PM2.5,394.0
142410,20170102,5,PCA,445.8803949873745
142410,20170102,5,PM2.5,368.0
142416,20170102,6,PCA,418.223205810402
142416,20170102,6,PM2.5,344.0
142422,20170102,7,PCA,423.02953057956796
142422,20170102,7,PM2.5,347.0
142428,20170102,8,PCA,380.83015400165175
142428,20170102,8,PM2.5,317.0
142434,20170102,9,PCA,393.62702499343806
142434,20170102,9,PM2.5,327.0
142440,20170102,10,PCA,413.7408341967898
142440,20170102,10,PM2.5,341.0
142446,20170102,11,PCA,429.726425314747
142446,20170102,11,PM2.5,351.0
142452,20170102,12,PCA,447.7021685870526
142452,20170102,12,PM2.5,368.0
142458,20170102,13,PCA,453.80460160634664
142458,20170102,13,PM2.5,375.0
142464,20170102,14,PCA,415.36565086519875
142464,20170102,14,PM2.5,342.0
142470,20170102,15,PCA,383.91500864507924
142470,20170102,15,PM2.5,323.0
142476,20170102,16,PCA,284.9877845843756
142476,20170102,16,PM2.5,254.0
142482,20170102,17,PCA,228.9024023017087
142482,20170102,17,PM2.5,213.0
142488,20170102,18,PCA,223.2721090426259
142488,20170102,18,PM2.5,206.0
142494,20170102,19,PCA,215.12627619584165
142494,20170102,19,PM2.5,204.0
142500,20170102,20,PCA,159.77803575797833
142500,20170102,20,PM2.5,162.0
142506,20170102,21,PCA,215.96974310387586
142506,20170102,21,PM2.5,196.0
142512,20170102,22,PCA,268.65295740869504
142512,20170102,22,PM2.5,236.0
142518,20170102,23,PCA,272.4868967849559
142518,20170102,23,PM2.5,236.0
142524,20170103,0,PCA,297.02579766436463
142524,20170103,0,PM2.5,253.0
142530,20170103,1,PCA,303.4290775207614
142530,20170103,1,PM2.5,258.0
142536,20170103,2,PCA,279.2820762406502
142536,20170103,2,PM2.5,242.0
142542,20170103,3,PCA,254.68417807479946
142542,20170103,3,PM2.5,223.0
142548,20170103,4,PCA,240.30213117330234
142548,20170103,4,PM2.5,215.0
142554,20170103,5,PCA,208.40919566234203
142554,20170103,5,PM2.5,193.0
142560,20170103,6,PCA,181.07486471053
142560,20170103,6,PM2.5,177.0
142566,20170103,7,PCA,155.91458630908022
142566,20170103,7,PM2.5,157.0
142572,20170103,8,PCA,150.83819723097147
142572,20170103,8,PM2.5,154.0
142578,20170103,9,PCA,144.68731778211884
142578,20170103,9,PM2.5,151.0
142584,20170103,10,PCA,165.1372587965504
142584,20170103,10,PM2.5,166.0
142590,20170103,11,PCA,189.7395894800522
142590,20170103,11,PM2.5,185.0
142596,20170103,12,PCA,218.9108180594008
142596,20170103,12,PM2.5,204.0
142602,20170103,13,PCA,272.77628529745664
142602,20170103,13,PM2.5,241.0
142608,20170103,14,PCA,404.955101769417
142608,20170103,14,PM2.5,331.0
142614,20170103,15,PCA,523.5920508349567
142614,20170103,15,PM2.5,426.0
142620,20170103,16,PCA,632.449185400281
142620,20170103,16,PM2.5,529.0
142626,20170103,17,PCA,595.38633802308
142626,20170103,17,PM2.5,483.0
142632,20170103,18,PCA,540.237461212207
142632,20170103,18,PM2.5,436.0
142638,20170103,19,PCA,633.837715011376
142638,20170103,19,PM2.5,527.0
142644,20170103,20,PCA,711.4185280525052
142644,20170103,20,PM2.5,644.0
142650,20170103,21,PCA,693.0454561787645
142650,20170103,21,PM2.5,618.0
142656,20170103,22,PCA,660.070868761134
142656,20170103,22,PM2.5,574.0
142662,20170103,23,PCA,661.5594568107346
142662,20170103,23,PM2.5,580.0
142668,20170104,0,PCA,681.0383130647266
142668,20170104,0,PM2.5,611.0
142674,20170104,1,PCA,693.7343461596578
142674,20170104,1,PM2.5,633.0
142680,20170104,2,PCA,713.5724569810268
142680,20170104,2,PM2.5,664.0
142686,20170104,3,PCA,695.6450003757009
142686,20170104,3,PM2.5,639.0
142692,20170104,4,PCA,696.2872322659601
142692,20170104,4,PM2.5,644.0
142698,20170104,5,PCA,689.0998878426288
142698,20170104,5,PM2.5,635.0
142704,20170104,6,PCA,442.68078033813856
142704,20170104,6,PM2.5,363.0
142710,20170104,7,PCA,283.7475613911598
142710,20170104,7,PM2.5,246.0
142716,20170104,8,PCA,85.78693679619835
142716,20170104,8,PM2.5,113.0
142722,20170104,9,PCA,266.19275429584224
142722,20170104,9,PM2.5,236.0
142728,20170104,10,PCA,587.7899005534797
142728,20170104,10,PM2.5,490.0
142734,20170104,11,PCA,551.5694505324028
142734,20170104,11,PM2.5,457.0
142740,20170104,12,PCA,536.4550475047197
142740,20170104,12,PM2.5,436.0
142746,20170104,13,PCA,663.7375684191037
142746,20170104,13,PM2.5,567.0
142752,20170104,14,PCA,661.8890141250076
142752,20170104,14,PM2.5,560.0
142758,20170104,15,PCA,634.2125615536376
142758,20170104,15,PM2.5,516.0
142764,20170104,16,PCA,670.6657725870507
142764,20170104,16,PM2.5,563.0
142770,20170104,17,PCA,668.9466253133511
142770,20170104,17,PM2.5,561.0
142776,20170104,18,PCA,671.4472657837778
142776,20170104,18,PM2.5,568.0
142782,20170104,19,PCA,655.5128795492659
142782,20170104,19,PM2.5,548.0
142788,20170104,20,PCA,657.1436356446094
142788,20170104,20,PM2.5,556.0
142794,20170104,21,PCA,633.9669238415727
142794,20170104,21,PM2.5,526.0
142800,20170104,22,PCA,606.4976348594431
142800,20170104,22,PM2.5,493.0
142806,20170104,23,PCA,572.4849740900173
142806,20170104,23,PM2.5,467.0
142812,20170105,0,PCA,385.44911806547043
142812,20170105,0,PM2.5,316.0
142818,20170105,1,PCA,288.7584964326623
142818,20170105,1,PM2.5,247.0
142824,20170105,2,PCA,211.21244934334095
142824,20170105,2,PM2.5,192.0
142830,20170105,3,PCA,160.92534491533226
142830,20170105,3,PM2.5,156.0
142836,20170105,4,PCA,268.5914453381529
142836,20170105,4,PM2.5,232.0
142842,20170105,5,PCA,366.5632667108951
142842,20170105,5,PM2.5,302.0
142848,20170105,6,PCA,357.55431346418334
142848,20170105,6,PM2.5,296.0
142854,20170105,7,PCA,316.27435222645306
142854,20170105,7,PM2.5,268.0
142860,20170105,8,PCA,330.7427616469174
142860,20170105,8,PM2.5,279.0
142866,20170105,9,PCA,336.0345160494523
142866,20170105,9,PM2.5,283.0
142872,20170105,10,PCA,329.818511951623
142872,20170105,10,PM2.5,279.0
142878,20170105,11,PCA,297.48797826857884
142878,20170105,11,PM2.5,256.0
142884,20170105,12,PCA,290.22604547579954
142884,20170105,12,PM2.5,251.0
142890,20170105,13,PCA,280.96903285072386
142890,20170105,13,PM2.5,244.0
142896,20170105,14,PCA,251.27197819358668
142896,20170105,14,PM2.5,225.0
142902,20170105,15,PCA,203.38077089453387
142902,20170105,15,PM2.5,189.0
142908,20170105,16,PCA,204.65999223017081
142908,20170105,16,PM2.5,189.0
142914,20170105,17,PCA,203.1961653450646
142914,20170105,17,PM2.5,187.0
142920,20170105,18,PCA,219.84921460753839
142920,20170105,18,PM2.5,198.0
142926,20170105,19,PCA,219.746764341622
142926,20170105,19,PM2.5,198.0
142932,20170105,20,PCA,197.57456671999444
142932,20170105,20,PM2.5,181.0
142938,20170105,21,PCA,198.19699697025717
142938,20170105,21,PM2.5,181.0
142944,20170105,22,PCA,205.85824245866385
142944,20170105,22,PM2.5,186.0
142950,20170105,23,PCA,209.41450790491086
142950,20170105,23,PM2.5,188.0
142956,20170106,0,PCA,219.30795570144926
142956,20170106,0,PM2.5,196.0
142962,20170106,1,PCA,216.5415531200124
142962,20170106,1,PM2.5,194.0
142968,20170106,2,PCA,203.83264939091052
142968,20170106,2,PM2.5,186.0
142974,20170106,3,PCA,200.2552978079761
142974,20170106,3,PM2.5,184.0
142980,20170106,4,PCA,194.7613790114373
142980,20170106,4,PM2.5,181.0
142986,20170106,5,PCA,195.32082000830817
142986,20170106,5,PM2.5,182.0
142992,20170106,6,PCA,187.79075939738428
142992,20170106,6,PM2.5,178.0
142998,20170106,7,PCA,187.25391668653833
142998,20170106,7,PM2.5,177.0
143004,20170106,8,PCA,204.86510381652826
143004,20170106,8,PM2.5,189.0
143010,20170106,9,PCA,200.18111633845342
143010,20170106,9,PM2.5,187.0
143016,20170106,10,PCA,199.89885594566806
143016,20170106,10,PM2.5,187.0
143022,20170106,11,PCA,224.58309032493315
143022,20170106,11,PM2.5,204.0
143028,20170106,12,PCA,228.8380592010211
143028,20170106,12,PM2.5,208.0
143034,20170106,13,PCA,220.68491349988616
143034,20170106,13,PM2.5,202.0
143040,20170106,14,PCA,230.08553474149923
143040,20170106,14,PM2.5,208.0
143046,20170106,15,PCA,229.79563090153067
143046,20170106,15,PM2.5,209.0
143052,20170106,16,PCA,232.32221090723277
143052,20170106,16,PM2.5,210.0
143058,20170106,17,PCA,223.79832062866114
143058,20170106,17,PM2.5,205.0
143064,20170106,18,PCA,234.72788936544862
143064,20170106,18,PM2.5,212.0
143070,20170106,19,PCA,245.62803267465597
143070,20170106,19,PM2.5,220.0
143076,20170106,20,PCA,277.24583317767144
143076,20170106,20,PM2.5,240.0
143082,20170106,21,PCA,291.5700630956886
143082,20170106,21,PM2.5,250.0
143088,20170106,22,PCA,274.30352475646436
143088,20170106,22,PM2.5,241.0
143094,20170106,23,PCA,253.23143631612797
143094,20170106,23,PM2.5,223.0
143100,20170107,0,PCA,243.6737346473913
143100,20170107,0,PM2.5,215.0
143106,20170107,1,PCA,234.40329552145803
143106,20170107,1,PM2.5,208.0
143112,20170107,2,PCA,237.20435728488908
143112,20170107,2,PM2.5,211.0
143118,20170107,3,PCA,235.65317719005043
143118,20170107,3,PM2.5,210.0
143124,20170107,4,PCA,244.42698691817833
143124,20170107,4,PM2.5,216.0
143130,20170107,5,PCA,244.21746598429453
143130,20170107,5,PM2.5,216.0
143136,20170107,6,PCA,251.90875025264447
143136,20170107,6,PM2.5,222.0
143142,20170107,7,PCA,237.7699308331486
143142,20170107,7,PM2.5,212.0
143148,20170107,8,PCA,242.42652196882108
143148,20170107,8,PM2.5,215.0
143154,20170107,9,PCA,264.7063071942561
143154,20170107,9,PM2.5,232.0
143160,20170107,10,PCA,246.89441669893236
143160,20170107,10,PM2.5,219.0
143166,20170107,11,PCA,252.27006773131154
143166,20170107,11,PM2.5,223.0
143172,20170107,12,PCA,242.29631344829434
143172,20170107,12,PM2.5,217.0
143178,20170107,13,PCA,161.80185932565672
143178,20170107,13,PM2.5,161.0
143184,20170107,14,PCA,125.4794882636185
143184,20170107,14,PM2.5,139.0
143190,20170107,15,PCA,118.54033270096934
143190,20170107,15,PM2.5,135.0
143196,20170107,16,PCA,59.44410420878698
143196,20170107,16,PM2.5,100.0
143202,20170107,17,PCA,62.90844673556358
143202,20170107,17,PM2.5,103.0
143208,20170107,18,PCA,93.81655819589909
143208,20170107,18,PM2.5,120.0
143214,20170107,19,PCA,111.6776496285828
143214,20170107,19,PM2.5,129.0
143220,20170107,20,PCA,112.93494424587088
143220,20170107,20,PM2.5,129.0
143226,20170107,21,PCA,111.14778060374124
143226,20170107,21,PM2.5,128.0
143232,20170107,22,PCA,90.00558419738381
143232,20170107,22,PM2.5,116.0
143238,20170107,23,PCA,98.07694556621183
143238,20170107,23,PM2.5,121.0
143244,20170108,0,PCA,96.486682446536
143244,20170108,0,PM2.5,122.0
143250,20170108,1,PCA,95.79833234449427
143250,20170108,1,PM2.5,122.0
143256,20170108,2,PCA,91.88330497924422
143256,20170108,2,PM2.5,119.0
143262,20170108,3,PCA,79.77164042736821
143262,20170108,3,PM2.5,112.0
143268,20170108,4,PCA,76.13147724536839
143268,20170108,4,PM2.5,110.0
143274,20170108,5,PCA,54.828209820639835
143274,20170108,5,PM2.5,96.0
143280,20170108,6,PCA,41.77177077017265
143280,20170108,6,PM2.5,88.0
143286,20170108,7,PCA,44.46084924786631
143286,20170108,7,PM2.5,90.0
143292,20170108,8,PCA,26.86384432917284
143292,20170108,8,PM2.5,79.0
143298,20170108,9,PCA,32.743285452050564
143298,20170108,9,PM2.5,84.0
143304,20170108,10,PCA,48.66378487170308
143304,20170108,10,PM2.5,95.0
143310,20170108,11,PCA,64.3746869378659
143310,20170108,11,PM2.5,105.0
143316,20170108,12,PCA,146.8178895679256
143316,20170108,12,PM2.5,154.0
143322,20170108,13,PCA,207.41313747667303
143322,20170108,13,PM2.5,200.0
143328,20170108,14,PCA,197.72883864676817
143328,20170108,14,PM2.5,194.0
143334,20170108,15,PCA,155.7263925952744
143334,20170108,15,PM2.5,164.0
143340,20170108,16,PCA,188.06899232867482
143340,20170108,16,PM2.5,185.0
143346,20170108,17,PCA,214.80757577828408
143346,20170108,17,PM2.5,203.0
143352,20170108,18,PCA,210.57437537571434
143352,20170108,18,PM2.5,197.0
143358,20170108,19,PCA,37.314368041688
143358,20170108,19,PM2.5,87.0
143364,20170108,20,PCA,-42.23094903582659
143364,20170108,20,PM2.5,43.0
143370,20170108,21,PCA,-92.7633749257441
143370,20170108,21,PM2.5,11.0
143376,20170108,22,PCA,-94.44304696836858
143376,20170108,22,PM2.5,9.0
143382,20170108,23,PCA,-97.29169184952826
143382,20170108,23,PM2.5,6.0
143388,20170109,0,PCA,-95.74487829940384
143388,20170109,0,PM2.5,9.0
143394,20170109,1,PCA,-95.91461206576457
143394,20170109,1,PM2.5,9.0
143400,20170109,2,PCA,-96.72002492891922
143400,20170109,2,PM2.5,8.0
143406,20170109,3,PCA,-94.9196658768469
143406,20170109,3,PM2.5,9.0
143412,20170109,4,PCA,-95.93857957866445
143412,20170109,4,PM2.5,9.0
143418,20170109,5,PCA,-94.32801134811704
143418,20170109,5,PM2.5,12.0
143424,20170109,6,PCA,-97.07509870472799
143424,20170109,6,PM2.5,7.0
143430,20170109,7,PCA,-91.59453465321161
143430,20170109,7,PM2.5,13.0
143436,20170109,8,PCA,-93.46105510624876
143436,20170109,8,PM2.5,11.0
143442,20170109,9,PCA,-76.4812829034347
143442,20170109,9,PM2.5,18.0
143448,20170109,10,PCA,-83.87983693358437
143448,20170109,10,PM2.5,15.0
143454,20170109,11,PCA,-88.95490928118808
143454,20170109,11,PM2.5,13.0
143460,20170109,12,PCA,-89.33885145072716
143460,20170109,12,PM2.5,13.0
143466,20170109,13,PCA,-81.28348846709983
143466,20170109,13,PM2.5,18.0
143472,20170109,14,PCA,-96.31110281642513
143472,20170109,14,PM2.5,3.0
143478,20170109,15,PCA,-83.81590201521402
143478,20170109,15,PM2.5,21.5
143484,20170109,16,PCA,-43.24246173795203
143484,20170109,16,PM2.5,40.0
143490,20170109,17,PCA,-23.07268502800909
143490,20170109,17,PM2.5,52.0
143496,20170109,18,PCA,2.3721994377492526
143496,20170109,18,PM2.5,67.0
143502,20170109,19,PCA,41.5063051634638
143502,20170109,19,PM2.5,88.0
143508,20170109,20,PCA,98.76276190057148
143508,20170109,20,PM2.5,122.0
143514,20170109,21,PCA,129.75428207027232
143514,20170109,21,PM2.5,141.0
143520,20170109,22,PCA,153.91215733757505
143520,20170109,22,PM2.5,155.0
143526,20170109,23,PCA,150.8764465218641
143526,20170109,23,PM2.5,153.0
143532,20170110,0,PCA,58.13089494794812
143532,20170110,0,PM2.5,102.0
143538,20170110,1,PCA,-71.3282078130776
143538,20170110,1,PM2.5,6.0
143544,20170110,2,PCA,-76.6256811839168
143544,20170110,2,PM2.5,6.0
143550,20170110,3,PCA,-96.59223130323436
143550,20170110,3,PM2.5,5.0
143556,20170110,4,PCA,-97.29652417878792
143556,20170110,4,PM2.5,3.0
143562,20170110,5,PCA,-99.87412739676498
143562,20170110,5,PM2.5,4.0
143568,20170110,6,PCA,-98.98989627323292
143568,20170110,6,PM2.5,5.0
143574,20170110,7,PCA,-97.91457559037417
143574,20170110,7,PM2.5,5.0
143580,20170110,8,PCA,-96.34998573383832
143580,20170110,8,PM2.5,7.0
143586,20170110,9,PCA,-98.78113141401788
143586,20170110,9,PM2.5,5.0
143592,20170110,10,PCA,-99.92329908343699
143592,20170110,10,PM2.5,3.0
143598,20170110,11,PCA,-99.64758623113855
143598,20170110,11,PM2.5,3.0
143604,20170110,12,PCA,-98.69640711452307
143604,20170110,12,PM2.5,4.0
143610,20170110,13,PCA,-68.62109802768725
143610,20170110,13,PM2.5,17.0
143616,20170110,14,PCA,6.627493452831589
143616,20170110,14,PM2.5,73.0
143622,20170110,15,PCA,48.41684187882235
143622,20170110,15,PM2.5,99.0
143628,20170110,16,PCA,16.339938969431962
143628,20170110,16,PM2.5,78.0
143634,20170110,17,PCA,38.15296536273308
143634,20170110,17,PM2.5,89.0
143640,20170110,18,PCA,44.053668908051556
143640,20170110,18,PM2.5,89.0
143646,20170110,19,PCA,75.73346869072095
143646,20170110,19,PM2.5,109.0
143652,20170110,20,PCA,87.45022753748476
143652,20170110,20,PM2.5,117.0
143658,20170110,21,PCA,100.4165339257143
143658,20170110,21,PM2.5,123.0
143664,20170110,22,PCA,99.71804322985487
143664,20170110,22,PM2.5,122.0
143670,20170110,23,PCA,78.62117984595557
143670,20170110,23,PM2.5,109.0
143676,20170111,0,PCA,53.81739229366172
143676,20170111,0,PM2.5,94.0
143682,20170111,1,PCA,36.37648122893551
143682,20170111,1,PM2.5,84.0
143688,20170111,2,PCA,16.498192992593573
143688,20170111,2,PM2.5,72.0
143694,20170111,3,PCA,21.898025262732844
143694,20170111,3,PM2.5,74.0
143700,20170111,4,PCA,26.778201586143187
143700,20170111,4,PM2.5,77.0
143706,20170111,5,PCA,0.09628455765318408
143706,20170111,5,PM2.5,60.0
143712,20170111,6,PCA,-8.414790568210238
143712,20170111,6,PM2.5,54.0
143718,20170111,7,PCA,11.029659759307243
143718,20170111,7,PM2.5,67.0
143724,20170111,8,PCA,4.227143062502037
143724,20170111,8,PM2.5,62.0
143730,20170111,9,PCA,-25.138652828703957
143730,20170111,9,PM2.5,45.0
143736,20170111,10,PCA,-6.879445427328285
143736,20170111,10,PM2.5,56.0
143742,20170111,11,PCA,2.974299383922864
143742,20170111,11,PM2.5,64.0
143748,20170111,12,PCA,33.37987939355199
143748,20170111,12,PM2.5,81.0
144744,20170118,10,PCA,-48.19764443107542
144744,20170118,10,PM2.5,32.0
144750,20170118,11,PCA,-63.14148755348592
144750,20170118,11,PM2.5,25.0
144756,20170118,12,PCA,-57.77629085542917
144756,20170118,12,PM2.5,29.0
144762,20170118,13,PCA,-46.89133126577835
144762,20170118,13,PM2.5,35.0
144768,20170118,14,PCA,-35.324943127950256
144768,20170118,14,PM2.5,41.0
144774,20170118,15,PCA,4.10176790620533
144774,20170118,15,PM2.5,65.0
144780,20170118,16,PCA,47.39596328589204
144780,20170118,16,PM2.5,92.0
144786,20170118,17,PCA,68.01901670413615
144786,20170118,17,PM2.5,104.0
144792,20170118,18,PCA,24.473605809867387
144792,20170118,18,PM2.5,75.0
144798,20170118,19,PCA,-0.9707089103567205
144798,20170118,19,PM2.5,58.0
144804,20170118,20,PCA,0.7494321370134421
144804,20170118,20,PM2.5,60.0
144810,20170118,21,PCA,20.588176821493693
144810,20170118,21,PM2.5,71.0
144816,20170118,22,PCA,29.266345280390745
144816,20170118,22,PM2.5,76.0
144822,20170118,23,PCA,27.664021264745585
144822,20170118,23,PM2.5,76.0
144828,20170119,0,PCA,42.58154563643018
144828,20170119,0,PM2.5,85.0
144834,20170119,1,PCA,59.33767356092276
144834,20170119,1,PM2.5,96.0
144840,20170119,2,PCA,61.9295905212287
144840,20170119,2,PM2.5,97.0
144846,20170119,3,PCA,71.27546347558734
144846,20170119,3,PM2.5,104.0
144852,20170119,4,PCA,88.41472536281034
144852,20170119,4,PM2.5,115.0
144858,20170119,5,PCA,99.6340730098071
144858,20170119,5,PM2.5,121.0
144864,20170119,6,PCA,63.116838245082164
144864,20170119,6,PM2.5,98.0
144870,20170119,7,PCA,66.06713917570276
144870,20170119,7,PM2.5,100.0
144876,20170119,8,PCA,79.71823973842567
144876,20170119,8,PM2.5,109.0
144882,20170119,9,PCA,76.79532246138811
144882,20170119,9,PM2.5,110.0
144888,20170119,10,PCA,-58.37087380496646
144888,20170119,10,PM2.5,11.0
144894,20170119,11,PCA,-84.13352159675624
144894,20170119,11,PM2.5,10.0
144900,20170119,12,PCA,-85.48275496936405
144900,20170119,12,PM2.5,8.0
144906,20170119,13,PCA,-69.82460614737592
144906,20170119,13,PM2.5,10.0
144912,20170119,14,PCA,-69.19701283192916
144912,20170119,14,PM2.5,11.0
144918,20170119,15,PCA,-67.80414106515131
144918,20170119,15,PM2.5,11.0
144924,20170119,16,PCA,-65.31508000296598
144924,20170119,16,PM2.5,12.0
144930,20170119,17,PCA,-70.3618492764464
144930,20170119,17,PM2.5,10.0
144936,20170119,18,PCA,-63.67029514956623
144936,20170119,18,PM2.5,8.0
144942,20170119,19,PCA,-51.823252265201845
144942,20170119,19,PM2.5,10.0
144948,20170119,20,PCA,-79.57583950539907
