,date,hour,type,云岗
13950,20140715,11,PCA,-32.77328110081286
13950,20140715,11,PM2.5,49.3
13956,20140715,12,PCA,-40.408925028429266
13956,20140715,12,PM2.5,43.9
13962,20140715,13,PCA,-41.40965861728022
13962,20140715,13,PM2.5,42.7
13968,20140715,14,PCA,-38.5105276049765
13968,20140715,14,PM2.5,44.8
13974,20140715,15,PCA,-35.50400705748607
13974,20140715,15,PM2.5,50.5
13980,20140715,16,PCA,-28.67982754215081
13980,20140715,16,PM2.5,47.5
13986,20140715,17,PCA,-30.295674082843778
13986,20140715,17,PM2.5,45.4
13992,20140715,18,PCA,-26.634307817533017
13992,20140715,18,PM2.5,46.4
13998,20140715,19,PCA,-27.379522179149966
13998,20140715,19,PM2.5,48.9
14004,20140715,20,PCA,-30.14962737738939
14004,20140715,20,PM2.5,53.9
14010,20140715,21,PCA,-20.11832290778865
14010,20140715,21,PM2.5,58.8
14016,20140715,22,PCA,-7.283388930318106
14016,20140715,22,PM2.5,71.5
14022,20140715,23,PCA,0.9168124399946116
14022,20140715,23,PM2.5,85.9
14028,20140716,0,PCA,1.2916223160831746
14028,20140716,0,PM2.5,87.2
14034,20140716,1,PCA,-2.4546998823226693
14034,20140716,1,PM2.5,82.1
14040,20140716,2,PCA,-2.1261746367289995
14040,20140716,2,PM2.5,81.6
14046,20140716,3,PCA,-19.957793341862757
14046,20140716,3,PM2.5,58.6
14052,20140716,4,PCA,-28.28706385413727
14052,20140716,4,PM2.5,45.4
14058,20140716,5,PCA,-22.070184125006794
14058,20140716,5,PM2.5,53.9
14064,20140716,6,PCA,-17.956941250538833
14064,20140716,6,PM2.5,55.1
14070,20140716,7,PCA,-22.79302836953139
14070,20140716,7,PM2.5,48.8
14076,20140716,8,PCA,-25.69441966798579
14076,20140716,8,PM2.5,44.8
14082,20140716,9,PCA,2.3627138680980924
14082,20140716,9,PM2.5,88.0
14088,20140716,10,PCA,31.804315395382933
14088,20140716,10,PM2.5,127.3
14094,20140716,11,PCA,59.05613038899812
14094,20140716,11,PM2.5,159.7
14100,20140716,12,PCA,66.50750454737988
14100,20140716,12,PM2.5,163.3
14106,20140716,13,PCA,67.00153739151442
14106,20140716,13,PM2.5,160.3
14112,20140716,14,PCA,37.63103579050191
14112,20140716,14,PM2.5,128.1
14118,20140716,15,PCA,14.325937723108009
14118,20140716,15,PM2.5,97.7
14124,20140716,16,PCA,22.40390448393816
14124,20140716,16,PM2.5,111.0
14130,20140716,17,PCA,32.457305613475064
14130,20140716,17,PM2.5,121.4
14136,20140716,18,PCA,45.86064597783762
14136,20140716,18,PM2.5,138.2
14142,20140716,19,PCA,43.72242278816767
14142,20140716,19,PM2.5,124.5
14148,20140716,20,PCA,3.9071246360392005
14148,20140716,20,PM2.5,56.4
14154,20140716,21,PCA,-6.1379969392870475
14154,20140716,21,PM2.5,36.3
14160,20140716,22,PCA,-13.447961873329193
14160,20140716,22,PM2.5,25.8
14166,20140716,23,PCA,-9.737027829289827
14166,20140716,23,PM2.5,26.5
14172,20140717,0,PCA,-1.5141697753890102
14172,20140717,0,PM2.5,45.3
14178,20140717,1,PCA,-3.547878460636118
14178,20140717,1,PM2.5,45.1
14184,20140717,2,PCA,-1.3199886303872568
14184,20140717,2,PM2.5,49.8
14190,20140717,3,PCA,13.296685598188441
14190,20140717,3,PM2.5,67.3
14196,20140717,4,PCA,33.5176768092289
14196,20140717,4,PM2.5,90.1
14202,20140717,5,PCA,39.71606185895973
14202,20140717,5,PM2.5,96.4
14208,20140717,6,PCA,46.54794291630328
14208,20140717,6,PM2.5,104.2
14214,20140717,7,PCA,44.50802022305998
14214,20140717,7,PM2.5,97.8
14220,20140717,8,PCA,60.65809820868578
14220,20140717,8,PM2.5,119.3
14226,20140717,9,PCA,76.96648848697843
14226,20140717,9,PM2.5,143.8
14232,20140717,10,PCA,75.8369451224157
14232,20140717,10,PM2.5,142.3
14238,20140717,11,PCA,77.70273966206014
14238,20140717,11,PM2.5,141.3
14244,20140717,12,PCA,79.65740094171049
14244,20140717,12,PM2.5,146.3
14250,20140717,13,PCA,87.65733964461708
14250,20140717,13,PM2.5,161.6
14268,20140717,16,PCA,24.038205948482275
14268,20140717,16,PM2.5,87.0
14274,20140717,17,PCA,68.72129177870941
14274,20140717,17,PM2.5,149.1
14280,20140717,18,PCA,66.32027094645743
14280,20140717,18,PM2.5,146.6
14286,20140717,19,PCA,74.75895560465028
14286,20140717,19,PM2.5,153.9
14292,20140717,20,PCA,97.40941105375819
14292,20140717,20,PM2.5,172.6
14298,20140717,21,PCA,118.2456341839476
14298,20140717,21,PM2.5,190.0
14304,20140717,22,PCA,145.19565714154558
14304,20140717,22,PM2.5,209.4
14310,20140717,23,PCA,151.47185318443076
14310,20140717,23,PM2.5,205.4
14316,20140718,0,PCA,164.75635466586502
14316,20140718,0,PM2.5,213.7
14322,20140718,1,PCA,168.71591454853564
14322,20140718,1,PM2.5,210.2
14328,20140718,2,PCA,176.69605537972342
14328,20140718,2,PM2.5,211.2
14334,20140718,3,PCA,184.1149115055281
14334,20140718,3,PM2.5,211.6
14340,20140718,4,PCA,192.70111315513103
14340,20140718,4,PM2.5,213.4
14346,20140718,5,PCA,181.75016356649144
14346,20140718,5,PM2.5,197.8
14352,20140718,6,PCA,175.4533544868658
14352,20140718,6,PM2.5,180.7
14358,20140718,7,PCA,148.01242854665966
14358,20140718,7,PM2.5,137.1
14364,20140718,8,PCA,136.02825712739
14364,20140718,8,PM2.5,126.7
14370,20140718,9,PCA,136.3258293246726
14370,20140718,9,PM2.5,129.4
14376,20140718,10,PCA,158.07972781009323
14376,20140718,10,PM2.5,164.8
14382,20140718,11,PCA,150.03844951883568
14382,20140718,11,PM2.5,160.6
14388,20140718,12,PCA,139.97239711417612
14388,20140718,12,PM2.5,154.0
14394,20140718,13,PCA,130.96246104207626
14394,20140718,13,PM2.5,152.0
14400,20140718,14,PCA,115.5867911118652
14400,20140718,14,PM2.5,136.1
14406,20140718,15,PCA,102.97916874297195
14406,20140718,15,PM2.5,120.2
14412,20140718,16,PCA,100.37276148046078
14412,20140718,16,PM2.5,116.5
14418,20140718,17,PCA,92.03122722558446
14418,20140718,17,PM2.5,104.8
14424,20140718,18,PCA,91.92589259839049
14424,20140718,18,PM2.5,107.2
14430,20140718,19,PCA,92.76816411577823
14430,20140718,19,PM2.5,107.2
14436,20140718,20,PCA,88.36526338926
14436,20140718,20,PM2.5,94.6
14442,20140718,21,PCA,88.41840793806134
14442,20140718,21,PM2.5,93.6
14448,20140718,22,PCA,87.86740871940768
14448,20140718,22,PM2.5,96.7
14454,20140718,23,PCA,78.74010551400701
14454,20140718,23,PM2.5,90.7
14460,20140719,0,PCA,84.72119286260472
14460,20140719,0,PM2.5,100.7
14466,20140719,1,PCA,85.71912751438255
14466,20140719,1,PM2.5,103.5
14472,20140719,2,PCA,106.61277370354203
14472,20140719,2,PM2.5,127.0
14478,20140719,3,PCA,108.9276201423087
14478,20140719,3,PM2.5,139.6
14484,20140719,4,PCA,111.18322548003131
14484,20140719,4,PM2.5,146.3
14490,20140719,5,PCA,107.08104094634855
14490,20140719,5,PM2.5,140.0
14496,20140719,6,PCA,96.5607652025207
14496,20140719,6,PM2.5,132.6
14502,20140719,7,PCA,99.13172209281355
14502,20140719,7,PM2.5,135.0
14508,20140719,8,PCA,91.38843893755225
14508,20140719,8,PM2.5,126.4
14514,20140719,9,PCA,79.55894757717036
14514,20140719,9,PM2.5,119.0
14520,20140719,10,PCA,48.88686713711732
14520,20140719,10,PM2.5,82.1
14526,20140719,11,PCA,27.81109565667606
14526,20140719,11,PM2.5,65.4
14532,20140719,12,PCA,8.82668491627946
14532,20140719,12,PM2.5,46.1
14538,20140719,13,PCA,5.890923281929325
14538,20140719,13,PM2.5,47.5
14544,20140719,14,PCA,6.444782803684595
14544,20140719,14,PM2.5,53.8
14550,20140719,15,PCA,-6.763786282517956
14550,20140719,15,PM2.5,38.9
14556,20140719,16,PCA,-5.1695082620655635
14556,20140719,16,PM2.5,45.6
14562,20140719,17,PCA,-5.952916717431244
14562,20140719,17,PM2.5,48.0
14568,20140719,18,PCA,-3.864038872953302
14568,20140719,18,PM2.5,52.9
14574,20140719,19,PCA,0.6327559081759051
14574,20140719,19,PM2.5,61.3
14580,20140719,20,PCA,-0.9614746920873354
14580,20140719,20,PM2.5,58.9
14586,20140719,21,PCA,-14.851586701451794
14586,20140719,21,PM2.5,36.0
14592,20140719,22,PCA,1.6176356008785027
14592,20140719,22,PM2.5,60.1
14598,20140719,23,PCA,-14.687781933250548
14598,20140719,23,PM2.5,40.1
14604,20140720,0,PCA,-16.168165720614994
14604,20140720,0,PM2.5,39.2
14610,20140720,1,PCA,-23.550599368300745
14610,20140720,1,PM2.5,31.5
14616,20140720,2,PCA,-26.700365412526985
14616,20140720,2,PM2.5,29.7
14622,20140720,3,PCA,-24.085598761961673
14622,20140720,3,PM2.5,33.4
14628,20140720,4,PCA,-33.86734026709505
14628,20140720,4,PM2.5,27.5
14634,20140720,5,PCA,-14.947733111527953
14634,20140720,5,PM2.5,51.7
14640,20140720,6,PCA,-9.669609205746733
14640,20140720,6,PM2.5,60.0
14646,20140720,7,PCA,-15.03619769463905
14646,20140720,7,PM2.5,59.4
14652,20140720,8,PCA,-15.886906331483358
14652,20140720,8,PM2.5,65.1
14658,20140720,9,PCA,-22.055045875798633
14658,20140720,9,PM2.5,60.6
14664,20140720,10,PCA,-22.86731583993661
14664,20140720,10,PM2.5,64.7
14670,20140720,11,PCA,-24.324224829292678
14670,20140720,11,PM2.5,69.2
14676,20140720,12,PCA,-32.8155992630027
14676,20140720,12,PM2.5,61.9
14682,20140720,13,PCA,-27.563629224014967
14682,20140720,13,PM2.5,72.0
14688,20140720,14,PCA,-18.958084074038524
14688,20140720,14,PM2.5,85.4
14694,20140720,15,PCA,20.084892536907397
14694,20140720,15,PM2.5,117.9
14700,20140720,16,PCA,8.483324844359318
14700,20140720,16,PM2.5,99.3
14706,20140720,17,PCA,-12.724282504593766
14706,20140720,17,PM2.5,77.7
14712,20140720,18,PCA,-5.009485253119488
14712,20140720,18,PM2.5,83.5
14718,20140720,19,PCA,-14.586531418014022
14718,20140720,19,PM2.5,79.0
14724,20140720,20,PCA,-20.33755941773897
14724,20140720,20,PM2.5,67.9
14730,20140720,21,PCA,-15.251098686064552
14730,20140720,21,PM2.5,63.8
14736,20140720,22,PCA,-14.769030531157227
14736,20140720,22,PM2.5,59.0
14742,20140720,23,PCA,-16.603800728013457
14742,20140720,23,PM2.5,55.2
14748,20140721,0,PCA,-14.180586726504686
14748,20140721,0,PM2.5,55.0
14754,20140721,1,PCA,-11.413730603123224
14754,20140721,1,PM2.5,57.0
14760,20140721,2,PCA,-6.5179853685706295
14760,20140721,2,PM2.5,58.9
14766,20140721,3,PCA,-9.138279140316492
14766,20140721,3,PM2.5,57.5
14772,20140721,4,PCA,-5.558415765026067
14772,20140721,4,PM2.5,57.1
14778,20140721,5,PCA,-2.1121638210091125
14778,20140721,5,PM2.5,60.0
14784,20140721,6,PCA,1.6756704337742283
14784,20140721,6,PM2.5,66.8
14790,20140721,7,PCA,-35.678677025686895
14790,20140721,7,PM2.5,24.2
14796,20140721,8,PCA,-44.176292699606435
14796,20140721,8,PM2.5,9.0
14802,20140721,9,PCA,-47.23314775928547
14802,20140721,9,PM2.5,11.6
14808,20140721,10,PCA,-46.191869073600344
14808,20140721,10,PM2.5,11.5
14814,20140721,11,PCA,-45.31284020982143
14814,20140721,11,PM2.5,15.6
14820,20140721,12,PCA,-51.79692726159147
14820,20140721,12,PM2.5,16.7
14826,20140721,13,PCA,-61.20695718440799
14826,20140721,13,PM2.5,10.0
14832,20140721,14,PCA,-68.46515942869236
14832,20140721,14,PM2.5,4.4
14838,20140721,15,PCA,-71.56778264154575
14838,20140721,15,PM2.5,7.0
14844,20140721,16,PCA,-70.68191078147267
14844,20140721,16,PM2.5,12.8
14850,20140721,17,PCA,-77.1786434970557
14850,20140721,17,PM2.5,5.6
14856,20140721,18,PCA,-74.22667653388925
14856,20140721,18,PM2.5,10.4
14862,20140721,19,PCA,-75.4639264828566
14862,20140721,19,PM2.5,9.0
14868,20140721,20,PCA,-71.03495551256663
14868,20140721,20,PM2.5,12.7
14874,20140721,21,PCA,-72.14330603453813
14874,20140721,21,PM2.5,12.3
14880,20140721,22,PCA,-77.61001140334548
14880,20140721,22,PM2.5,7.8
14886,20140721,23,PCA,-80.89441601726001
14886,20140721,23,PM2.5,5.1
14892,20140722,0,PCA,-83.28532170416759
14892,20140722,0,PM2.5,4.7
14898,20140722,1,PCA,-85.21335158573024
14898,20140722,1,PM2.5,4.7
14904,20140722,2,PCA,-87.06724851094204
14904,20140722,2,PM2.5,6.9
14910,20140722,3,PCA,-89.29208090309464
14910,20140722,3,PM2.5,5.7
14916,20140722,4,PCA,-93.17121835614579
14916,20140722,4,PM2.5,4.3
14922,20140722,5,PCA,-90.32679867839092
14922,20140722,5,PM2.5,6.9
14928,20140722,6,PCA,-87.69463836148236
14928,20140722,6,PM2.5,12.3
14934,20140722,7,PCA,-83.07166458156374
14934,20140722,7,PM2.5,12.6
14940,20140722,8,PCA,-87.01657499254752
14940,20140722,8,PM2.5,11.9
14946,20140722,9,PCA,-82.64812879698621
14946,20140722,9,PM2.5,11.7
14952,20140722,10,PCA,-76.31207019273448
14952,20140722,10,PM2.5,18.9
14958,20140722,11,PCA,-83.83154449694747
14958,20140722,11,PM2.5,12.1
14964,20140722,12,PCA,-72.56217087180593
14964,20140722,12,PM2.5,21.2
14970,20140722,13,PCA,-86.81547655279678
14970,20140722,13,PM2.5,11.3
14976,20140722,14,PCA,-91.66980962285356
14976,20140722,14,PM2.5,7.3
14982,20140722,15,PCA,-91.75597483381279
14982,20140722,15,PM2.5,8.1
14988,20140722,16,PCA,-91.59957326925918
14988,20140722,16,PM2.5,5.7
14994,20140722,17,PCA,-91.75592102945932
14994,20140722,17,PM2.5,4.8
15000,20140722,18,PCA,-87.46894693428041
15000,20140722,18,PM2.5,11.0
15006,20140722,19,PCA,-82.90988322511812
15006,20140722,19,PM2.5,14.1
15012,20140722,20,PCA,-79.73510815742658
15012,20140722,20,PM2.5,16.1
15018,20140722,21,PCA,-79.83807774714093
15018,20140722,21,PM2.5,14.4
15036,20140723,0,PCA,-69.67867829760046
15036,20140723,0,PM2.5,16.1
15042,20140723,1,PCA,-61.23444871323034
15042,20140723,1,PM2.5,20.9
15048,20140723,2,PCA,-66.1337520999072
15048,20140723,2,PM2.5,17.7
15054,20140723,3,PCA,-69.52655322432524
15054,20140723,3,PM2.5,16.5
15060,20140723,4,PCA,-67.5503181783704
15060,20140723,4,PM2.5,17.4
15066,20140723,5,PCA,-59.39961840472626
15066,20140723,5,PM2.5,18.8
15072,20140723,6,PCA,-59.56211962518982
15072,20140723,6,PM2.5,18.7
15078,20140723,7,PCA,-56.47408970101158
15078,20140723,7,PM2.5,23.0
15084,20140723,8,PCA,-68.30064938896656
15084,20140723,8,PM2.5,12.1
15090,20140723,9,PCA,-61.861233567249684
15090,20140723,9,PM2.5,16.7
15096,20140723,10,PCA,-55.68095631075307
15096,20140723,10,PM2.5,21.9
15102,20140723,11,PCA,-41.5374224190624
15102,20140723,11,PM2.5,34.4
15108,20140723,12,PCA,-52.78496754447549
15108,20140723,12,PM2.5,27.3
15114,20140723,13,PCA,-45.363371324084156
15114,20140723,13,PM2.5,38.4
15120,20140723,14,PCA,-57.712539407099364
15120,20140723,14,PM2.5,27.7
15126,20140723,15,PCA,-59.87809344340042
15126,20140723,15,PM2.5,26.2
15132,20140723,16,PCA,-55.80368311580832
15132,20140723,16,PM2.5,31.9
15138,20140723,17,PCA,-52.461287306752205
15138,20140723,17,PM2.5,33.0
15144,20140723,18,PCA,-48.2316289788302
15144,20140723,18,PM2.5,32.0
15150,20140723,19,PCA,-47.33997909848646
15150,20140723,19,PM2.5,28.7
15156,20140723,20,PCA,-48.86485194566194
15156,20140723,20,PM2.5,30.2
15162,20140723,21,PCA,-40.24300957726472
15162,20140723,21,PM2.5,34.9
15168,20140723,22,PCA,-22.898998715971597
15168,20140723,22,PM2.5,50.5
15174,20140723,23,PCA,-13.135173936897115
15174,20140723,23,PM2.5,58.2
15180,20140724,0,PCA,-8.824969632111399
15180,20140724,0,PM2.5,60.1
15186,20140724,1,PCA,-7.49681589069134
15186,20140724,1,PM2.5,58.7
15192,20140724,2,PCA,-7.2362094441090035
15192,20140724,2,PM2.5,58.5
15198,20140724,3,PCA,-4.058985983259244
15198,20140724,3,PM2.5,62.9
15204,20140724,4,PCA,-15.200885859898316
15204,20140724,4,PM2.5,48.2
15210,20140724,5,PCA,-29.207657381081994
15210,20140724,5,PM2.5,30.4
15216,20140724,6,PCA,-24.457210749401483
15216,20140724,6,PM2.5,37.4
15222,20140724,7,PCA,-4.613156048707297
15222,20140724,7,PM2.5,60.0
15228,20140724,8,PCA,1.0897462599326886
15228,20140724,8,PM2.5,64.7
15234,20140724,9,PCA,-3.908954103708217
15234,20140724,9,PM2.5,57.6
15240,20140724,10,PCA,-3.4475904681390954
15240,20140724,10,PM2.5,58.0
15246,20140724,11,PCA,12.738011524596846
15246,20140724,11,PM2.5,74.8
15252,20140724,12,PCA,32.903497134596456
15252,20140724,12,PM2.5,92.7
15258,20140724,13,PCA,51.438987422734584
15258,20140724,13,PM2.5,109.5
15264,20140724,14,PCA,47.82751049962483
15264,20140724,14,PM2.5,111.0
15270,20140724,15,PCA,11.66744213025255
15270,20140724,15,PM2.5,81.2
15276,20140724,16,PCA,-0.2574377497281691
15276,20140724,16,PM2.5,70.6
15282,20140724,17,PCA,20.61351142809347
15282,20140724,17,PM2.5,95.0
15288,20140724,18,PCA,24.787941149826693
15288,20140724,18,PM2.5,112.5
15294,20140724,19,PCA,1.9185107480575647
15294,20140724,19,PM2.5,80.4
15300,20140724,20,PCA,-17.99590291403693
15300,20140724,20,PM2.5,52.4
15306,20140724,21,PCA,-31.60186049142352
15306,20140724,21,PM2.5,29.3
15312,20140724,22,PCA,-15.002603794289788
15312,20140724,22,PM2.5,43.4
15318,20140724,23,PCA,4.73453512315909
15318,20140724,23,PM2.5,63.8
15324,20140725,0,PCA,3.499703944306833
15324,20140725,0,PM2.5,70.2
15330,20140725,1,PCA,2.2565221722185362
15330,20140725,1,PM2.5,61.4
15336,20140725,2,PCA,-4.490549448212892
15336,20140725,2,PM2.5,59.4
15342,20140725,3,PCA,5.539784129069698
15342,20140725,3,PM2.5,69.7
15348,20140725,4,PCA,18.036129395482686
15348,20140725,4,PM2.5,73.1
15354,20140725,5,PCA,25.086336634682556
15354,20140725,5,PM2.5,76.7
15360,20140725,6,PCA,18.535587534347552
15360,20140725,6,PM2.5,77.1
15366,20140725,7,PCA,13.657566851042052
15366,20140725,7,PM2.5,78.2
15372,20140725,8,PCA,11.408367539504495
15372,20140725,8,PM2.5,76.5
15378,20140725,9,PCA,19.002283511541822
15378,20140725,9,PM2.5,89.7
15384,20140725,10,PCA,6.766806463280346
15384,20140725,10,PM2.5,75.9
15390,20140725,11,PCA,-14.667098610941823
15390,20140725,11,PM2.5,52.3
15396,20140725,12,PCA,-35.91540891521221
15396,20140725,12,PM2.5,31.2
15402,20140725,13,PCA,-42.59180406730714
15402,20140725,13,PM2.5,30.0
15408,20140725,14,PCA,-31.240512828810676
15408,20140725,14,PM2.5,33.8
15414,20140725,17,PCA,-39.398739276045575
15414,20140725,17,PM2.5,34.8
15420,20140725,18,PCA,-33.806132710490765
15420,20140725,18,PM2.5,39.2
15426,20140725,19,PCA,-31.92872326282432
15426,20140725,19,PM2.5,44.2
15432,20140725,20,PCA,-37.827794424455455
15432,20140725,20,PM2.5,49.2
15438,20140725,21,PCA,-27.077752222545975
15438,20140725,21,PM2.5,52.0
15444,20140725,22,PCA,-9.533579552806902
15444,20140725,22,PM2.5,59.5
15450,20140725,23,PCA,-11.118366288814844
15450,20140725,23,PM2.5,60.1
15456,20140726,0,PCA,-9.750813677850438
15456,20140726,0,PM2.5,58.5
15462,20140726,1,PCA,-4.962589876662315
15462,20140726,1,PM2.5,61.0
15468,20140726,2,PCA,3.5988694289754872
15468,20140726,2,PM2.5,79.2
15474,20140726,3,PCA,19.6837498831946
15474,20140726,3,PM2.5,108.4
15480,20140726,4,PCA,34.9792679146419
15480,20140726,4,PM2.5,124.3
15486,20140726,5,PCA,34.05317236978786
15486,20140726,5,PM2.5,122.1
15492,20140726,6,PCA,28.570472805038246
15492,20140726,6,PM2.5,106.4
15498,20140726,7,PCA,29.879300631243506
15498,20140726,7,PM2.5,108.7
15504,20140726,8,PCA,37.711103397213975
15504,20140726,8,PM2.5,125.0
15510,20140726,9,PCA,32.990859788182675
15510,20140726,9,PM2.5,118.8
15516,20140726,10,PCA,25.240736901124535
15516,20140726,10,PM2.5,112.7
15522,20140726,11,PCA,29.78626118692811
15522,20140726,11,PM2.5,122.8
15528,20140726,12,PCA,15.68744541412332
15528,20140726,12,PM2.5,98.8
15534,20140726,13,PCA,6.207291794082482
15534,20140726,13,PM2.5,88.1
15540,20140726,14,PCA,-9.048818328966188
15540,20140726,14,PM2.5,65.9
15546,20140726,15,PCA,-15.53176868392537
15546,20140726,15,PM2.5,55.9
15552,20140726,16,PCA,-5.888466660991306
15552,20140726,16,PM2.5,64.4
15558,20140726,17,PCA,7.121818069847985
15558,20140726,17,PM2.5,74.9
15564,20140726,18,PCA,6.345992074339287
15564,20140726,18,PM2.5,76.3
15570,20140726,19,PCA,-2.459160584481412
15570,20140726,19,PM2.5,67.5
15576,20140726,20,PCA,-0.3945853243037916
15576,20140726,20,PM2.5,63.9
15582,20140726,21,PCA,3.042945319760734
15582,20140726,21,PM2.5,61.0
15588,20140726,22,PCA,10.16225143680073
15588,20140726,22,PM2.5,66.8
15594,20140726,23,PCA,6.3956033005564725
15594,20140726,23,PM2.5,63.2
15600,20140727,0,PCA,10.101470881924568
15600,20140727,0,PM2.5,65.7
15606,20140727,1,PCA,18.907193323373512
15606,20140727,1,PM2.5,72.9
15612,20140727,2,PCA,22.160880208600563
15612,20140727,2,PM2.5,75.9
15618,20140727,3,PCA,26.333477449637197
15618,20140727,3,PM2.5,79.2
15624,20140727,4,PCA,37.16994584988525
15624,20140727,4,PM2.5,91.9
15630,20140727,5,PCA,45.30480091279791
15630,20140727,5,PM2.5,98.1
15636,20140727,6,PCA,46.124374675464466
15636,20140727,6,PM2.5,102.4
15642,20140727,7,PCA,46.078533883782974
15642,20140727,7,PM2.5,105.1
15648,20140727,8,PCA,58.00416032728654
15648,20140727,8,PM2.5,120.6
15654,20140727,9,PCA,49.52787046098222
15654,20140727,9,PM2.5,114.0
15660,20140727,10,PCA,47.347441370881725
15660,20140727,10,PM2.5,120.2
15666,20140727,11,PCA,32.82563086705216
15666,20140727,11,PM2.5,115.7
15672,20140727,12,PCA,41.27012949116693
15672,20140727,12,PM2.5,132.4
15678,20140727,13,PCA,73.819674080865
15678,20140727,13,PM2.5,164.2
15684,20140727,14,PCA,67.52511178673238
15684,20140727,14,PM2.5,152.1
15690,20140727,15,PCA,35.54207936766146
15690,20140727,15,PM2.5,115.7
15696,20140727,16,PCA,18.69021685012601
15696,20140727,16,PM2.5,93.6
15702,20140727,17,PCA,26.76162261726875
15702,20140727,17,PM2.5,103.5
15708,20140727,18,PCA,29.578197438586177
15708,20140727,18,PM2.5,106.2
15714,20140727,19,PCA,34.70905792670897
15714,20140727,19,PM2.5,112.1
15720,20140727,20,PCA,40.234800599156436
15720,20140727,20,PM2.5,112.9
15726,20140727,21,PCA,48.181678075763486
15726,20140727,21,PM2.5,114.1
15732,20140727,22,PCA,37.748468294277195
15732,20140727,22,PM2.5,94.4
15738,20140727,23,PCA,46.62054933262752
15738,20140727,23,PM2.5,103.4
15744,20140728,0,PCA,57.1655301011583
15744,20140728,0,PM2.5,111.9
15750,20140728,1,PCA,62.670931207356965
15750,20140728,1,PM2.5,112.1
15756,20140728,2,PCA,71.03337854584356
15756,20140728,2,PM2.5,122.2
15762,20140728,3,PCA,84.80448793990764
15762,20140728,3,PM2.5,130.4
15768,20140728,4,PCA,96.9058725301353
15768,20140728,4,PM2.5,143.0
15774,20140728,5,PCA,99.36835870979137
15774,20140728,5,PM2.5,144.3
15780,20140728,6,PCA,96.50655791384084
15780,20140728,6,PM2.5,142.1
15786,20140728,7,PCA,112.10607475016674
15786,20140728,7,PM2.5,152.0
15792,20140728,8,PCA,118.07427196499027
15792,20140728,8,PM2.5,162.0
15798,20140728,9,PCA,115.52029276125283
