,date,hour,type,南三环
49824,20150327,1,PM2.5,62.8
49830,20150327,2,PCA,12.567633504654683
49830,20150327,2,PM2.5,66.9
49836,20150327,3,PCA,14.064002644160349
49836,20150327,3,PM2.5,71.6
49842,20150327,4,PCA,15.886453917070263
49842,20150327,4,PM2.5,73.6
49848,20150327,5,PCA,21.18326346467067
49848,20150327,5,PM2.5,78.2
49854,20150327,6,PCA,29.00286744573115
49854,20150327,6,PM2.5,80.1
49860,20150327,7,PCA,42.82483564862778
49860,20150327,7,PM2.5,93.4
49866,20150327,8,PCA,56.28603946935395
49866,20150327,8,PM2.5,109.4
49872,20150327,9,PCA,57.21107248065343
49872,20150327,9,PM2.5,115.9
49878,20150327,10,PCA,62.69827130049926
49878,20150327,10,PM2.5,124.7
49884,20150327,11,PCA,60.15789627914569
49884,20150327,11,PM2.5,124.3
49890,20150327,12,PCA,59.13420210508836
49890,20150327,12,PM2.5,126.6
49896,20150327,13,PCA,56.02151253015427
49896,20150327,13,PM2.5,122.0
49902,20150327,14,PCA,46.98051800744115
49902,20150327,14,PM2.5,117.0
49908,20150327,15,PCA,45.85244562087638
49908,20150327,15,PM2.5,117.2
49914,20150327,16,PCA,55.072199779302274
49914,20150327,16,PM2.5,126.1
49920,20150327,17,PCA,69.77748525606074
49920,20150327,17,PM2.5,139.9
49926,20150327,18,PCA,91.6752279169639
49926,20150327,18,PM2.5,153.9
49932,20150327,19,PCA,103.80655520349421
49932,20150327,19,PM2.5,155.4
49938,20150327,20,PCA,101.574055246883
49938,20150327,20,PM2.5,158.3
49944,20150327,21,PCA,76.5366325985771
49944,20150327,21,PM2.5,136.4
49950,20150327,22,PCA,58.55462887319145
49950,20150327,22,PM2.5,115.9
49956,20150327,23,PCA,43.01585118362264
49956,20150327,23,PM2.5,99.2
49962,20150328,0,PCA,35.01607014053052
49962,20150328,0,PM2.5,86.8
49968,20150328,1,PCA,40.812558529343534
49968,20150328,1,PM2.5,94.7
49974,20150328,2,PCA,42.332381741578445
49974,20150328,2,PM2.5,97.6
49980,20150328,3,PCA,51.96666008843618
49980,20150328,3,PM2.5,106.6
49986,20150328,4,PCA,59.12077357704484
49986,20150328,4,PM2.5,111.7
49992,20150328,5,PCA,74.25262430052715
49992,20150328,5,PM2.5,126.0
49998,20150328,6,PCA,79.88012426706024
49998,20150328,6,PM2.5,128.2
50004,20150328,7,PCA,33.45545714927671
50004,20150328,7,PM2.5,79.9
50010,20150328,8,PCA,0.8928595178266933
50010,20150328,8,PM2.5,31.9
50016,20150328,9,PCA,-2.0226820891373642
50016,20150328,9,PM2.5,35.3
50022,20150328,10,PCA,-7.042084803034045
50022,20150328,10,PM2.5,35.0
50028,20150328,11,PCA,7.061338468086554
50028,20150328,11,PM2.5,61.8
50034,20150328,12,PCA,34.413806478643124
50034,20150328,12,PM2.5,104.0
50040,20150328,13,PCA,47.941193031891764
50040,20150328,13,PM2.5,114.2
50046,20150328,14,PCA,41.21509599464142
50046,20150328,14,PM2.5,89.5
50052,20150328,15,PCA,27.54116231392935
50052,20150328,15,PM2.5,61.3
50058,20150328,16,PCA,13.836833262671043
50058,20150328,16,PM2.5,37.4
50064,20150328,17,PCA,16.433781677462708
50064,20150328,17,PM2.5,37.1
50070,20150328,18,PCA,11.760036733153305
50070,20150328,18,PM2.5,25.4
50076,20150328,19,PCA,16.637552660585936
50076,20150328,19,PM2.5,28.6
50082,20150328,20,PCA,15.391914450942988
50082,20150328,20,PM2.5,29.3
50088,20150328,21,PCA,13.998565664773597
50088,20150328,21,PM2.5,27.2
50094,20150328,22,PCA,18.547075234760968
50094,20150328,22,PM2.5,33.3
50100,20150328,23,PCA,15.004392457994145
50100,20150328,23,PM2.5,23.4
50106,20150329,0,PCA,25.661643981038743
50106,20150329,0,PM2.5,37.5
50112,20150329,1,PCA,34.10942634146409
50112,20150329,1,PM2.5,47.0
50118,20150329,2,PCA,43.47263119047447
50118,20150329,2,PM2.5,58.4
50124,20150329,3,PCA,42.04615391544397
50124,20150329,3,PM2.5,57.0
50130,20150329,4,PCA,37.80930873540874
50130,20150329,4,PM2.5,56.4
50136,20150329,5,PCA,33.018240217960816
50136,20150329,5,PM2.5,55.5
50142,20150329,6,PCA,45.178429647452035
50142,20150329,6,PM2.5,66.7
50148,20150329,7,PCA,49.23834192960554
50148,20150329,7,PM2.5,68.6
50154,20150329,8,PCA,69.40230404718031
50154,20150329,8,PM2.5,95.9
50160,20150329,9,PCA,129.4671019399745
50160,20150329,9,PM2.5,169.5
50166,20150329,10,PCA,141.77329625126734
50166,20150329,10,PM2.5,174.3
50172,20150329,11,PCA,129.40568981511936
50172,20150329,11,PM2.5,155.2
50178,20150329,12,PCA,114.70901930206156
50178,20150329,12,PM2.5,147.7
50184,20150329,13,PCA,130.9682851931574
50184,20150329,13,PM2.5,185.2
50190,20150329,14,PCA,46.60341784406194
50190,20150329,14,PM2.5,99.4
50196,20150329,15,PCA,18.654275891995205
50196,20150329,15,PM2.5,70.6
50202,20150329,16,PCA,26.039953496060733
50202,20150329,16,PM2.5,69.6
50208,20150329,17,PCA,30.3632012360629
50208,20150329,17,PM2.5,74.3
50214,20150329,18,PCA,35.8300116017901
50214,20150329,18,PM2.5,81.1
50220,20150329,19,PCA,51.821391880923706
50220,20150329,19,PM2.5,77.4
50226,20150329,20,PCA,65.94329079490386
50226,20150329,20,PM2.5,86.4
50232,20150329,21,PCA,73.5253029759817
50232,20150329,21,PM2.5,94.4
50238,20150329,22,PCA,75.59682054458365
50238,20150329,22,PM2.5,98.7
50244,20150329,23,PCA,76.25111744499294
50244,20150329,23,PM2.5,93.6
50250,20150330,0,PCA,74.095817660376
50250,20150330,0,PM2.5,85.9
50256,20150330,1,PCA,74.26743188982103
50256,20150330,1,PM2.5,90.8
50262,20150330,2,PCA,90.44921692452417
50262,20150330,2,PM2.5,98.2
50268,20150330,3,PCA,96.37837894133543
50268,20150330,3,PM2.5,102.2
50274,20150330,4,PCA,105.5444595888255
50274,20150330,4,PM2.5,107.2
50280,20150330,5,PCA,125.92138844335419
50280,20150330,5,PM2.5,115.2
50286,20150330,6,PCA,143.59599414559872
50286,20150330,6,PM2.5,123.9
50292,20150330,7,PCA,174.23167773621816
50292,20150330,7,PM2.5,147.8
50298,20150330,8,PCA,186.3673804705177
50298,20150330,8,PM2.5,157.6
50304,20150330,9,PCA,184.7068031730622
50304,20150330,9,PM2.5,170.0
50448,20150331,9,PCA,144.61086789180362
50448,20150331,9,PM2.5,154.0
50454,20150331,10,PCA,153.7539839259505
50454,20150331,10,PM2.5,163.9
50460,20150331,11,PCA,146.70452361204394
50460,20150331,11,PM2.5,151.7
50466,20150331,12,PCA,149.80909519716698
50466,20150331,12,PM2.5,156.0
50472,20150331,13,PCA,133.87341462665805
50472,20150331,13,PM2.5,138.3
50520,20150331,21,PCA,60.877358316767
50520,20150331,21,PM2.5,68.6
50526,20150331,22,PCA,54.73105162316641
50526,20150331,22,PM2.5,70.25
50532,20150331,23,PCA,48.584744929565815
50532,20150331,23,PM2.5,71.9
50538,20150401,0,PCA,49.69967012050458
50538,20150401,0,PM2.5,80.7
50544,20150401,1,PCA,40.410796966798486
50544,20150401,1,PM2.5,74.0
50550,20150401,2,PCA,34.85216047776945
50550,20150401,2,PM2.5,71.6
50556,20150401,3,PCA,32.45552949285728
50556,20150401,3,PM2.5,74.1
50562,20150401,4,PCA,24.824906924552064
50562,20150401,4,PM2.5,71.6
50568,20150401,5,PCA,30.144216922278083
50568,20150401,5,PM2.5,80.6
50574,20150401,6,PCA,25.158118540664262
50574,20150401,6,PM2.5,76.5
50580,20150401,7,PCA,16.665247496194834
50580,20150401,7,PM2.5,62.5
50586,20150401,8,PCA,21.745040934990158
50586,20150401,8,PM2.5,70.0
50592,20150401,9,PCA,39.12074372693916
50592,20150401,9,PM2.5,96.0
50598,20150401,10,PCA,23.050984633693776
50598,20150401,10,PM2.5,77.0
50604,20150401,11,PCA,-0.9660217235995904
50604,20150401,11,PM2.5,55.75
50610,20150401,12,PCA,-24.98302808089296
50610,20150401,12,PM2.5,34.5
50616,20150401,13,PCA,-20.766479811310592
50616,20150401,13,PM2.5,40.8
50622,20150401,14,PCA,-19.995556282129705
50622,20150401,14,PM2.5,43.9
50628,20150401,15,PCA,-21.625043380780628
50628,20150401,15,PM2.5,46.2
50634,20150401,16,PCA,-30.04450909383868
50634,20150401,16,PM2.5,36.0
50640,20150401,17,PCA,-18.257464803038097
50640,20150401,17,PM2.5,48.3
50646,20150401,18,PCA,-20.151473613360913
50646,20150401,18,PM2.5,43.3
50652,20150401,19,PCA,-17.640128863074754
50652,20150401,19,PM2.5,48.3
50658,20150401,20,PCA,-21.547217906759993
50658,20150401,20,PM2.5,43.7
50664,20150401,21,PCA,-21.41633290376478
50664,20150401,21,PM2.5,52.5
50670,20150401,22,PCA,-15.546818198692183
50670,20150401,22,PM2.5,61.5
50676,20150401,23,PCA,-18.632555315837617
50676,20150401,23,PM2.5,55.5
50682,20150402,0,PCA,-29.172667453407144
50682,20150402,0,PM2.5,54.5
50688,20150402,1,PCA,-32.849470936323144
50688,20150402,1,PM2.5,49.7
50694,20150402,2,PCA,-41.446672598132636
50694,20150402,2,PM2.5,40.5
50700,20150402,3,PCA,-46.55857541632219
50700,20150402,3,PM2.5,43.3
50706,20150402,4,PCA,-48.57391066273745
50706,20150402,4,PM2.5,44.6
50712,20150402,5,PCA,-47.23972683738983
50712,20150402,5,PM2.5,53.2
50718,20150402,6,PCA,-42.96721343191571
50718,20150402,6,PM2.5,52.4
50724,20150402,7,PCA,-44.21422864052435
50724,20150402,7,PM2.5,43.5
50730,20150402,8,PCA,-32.01496950383008
50730,20150402,8,PM2.5,55.1
50736,20150402,9,PCA,-26.641031242984695
50736,20150402,9,PM2.5,62.2
50742,20150402,10,PCA,-37.10755218791229
50742,20150402,10,PM2.5,51.8
50748,20150402,11,PCA,-39.26262075572133
50748,20150402,11,PM2.5,50.1
50754,20150402,12,PCA,-47.70327164247735
50754,20150402,12,PM2.5,41.85
50760,20150402,13,PCA,-56.14392252923329
50760,20150402,13,PM2.5,33.6
50766,20150402,14,PCA,-53.988289717068405
50766,20150402,14,PM2.5,35.8
50772,20150402,15,PCA,-54.04016079775272
50772,20150402,15,PM2.5,36.2
50778,20150402,16,PCA,-49.69810770780407
50778,20150402,16,PM2.5,40.3
50784,20150402,17,PCA,-40.596326084393816
50784,20150402,17,PM2.5,41.8
50790,20150402,18,PCA,-29.16947720691567
50790,20150402,18,PM2.5,47.3
50796,20150402,19,PCA,-44.45114595683417
50796,20150402,19,PM2.5,38.4
50802,20150402,20,PCA,-62.48917590591928
50802,20150402,20,PM2.5,26.5
50808,20150402,21,PCA,-69.81628787222917
50808,20150402,21,PM2.5,17.0
50814,20150402,22,PCA,-78.37044793584009
50814,20150402,22,PM2.5,10.7
50820,20150402,23,PCA,-77.51250352425944
50820,20150402,23,PM2.5,15.8
50826,20150403,0,PCA,-65.45420361298407
50826,20150403,0,PM2.5,17.2
50832,20150403,1,PCA,-81.79160532487089
50832,20150403,1,PM2.5,11.9
50838,20150403,2,PCA,-70.99082635646877
50838,20150403,2,PM2.5,14.1
50844,20150403,3,PCA,-66.58250702705354
50844,20150403,3,PM2.5,27.0
50850,20150403,4,PCA,-70.24716095139874
50850,20150403,4,PM2.5,21.4
50856,20150403,5,PCA,-71.9355284625605
50856,20150403,5,PM2.5,22.8
50862,20150403,6,PCA,-76.01725081230957
50862,20150403,6,PM2.5,21.8
50868,20150403,7,PCA,-55.68218957073801
50868,20150403,7,PM2.5,26.1
50874,20150403,8,PCA,-51.00347895605182
50874,20150403,8,PM2.5,21.9
50880,20150403,9,PCA,-68.55354793902998
50880,20150403,9,PM2.5,24.4
50886,20150403,10,PCA,-79.5748255608241
50886,20150403,10,PM2.5,15.1
50892,20150403,11,PCA,-76.40211807208405
50892,20150403,11,PM2.5,20.9
50898,20150403,12,PCA,-76.97791079210255
50898,20150403,12,PM2.5,20.5
50904,20150403,13,PCA,-76.17246375751641
50904,20150403,13,PM2.5,27.8
50910,20150403,14,PCA,-57.130020272310404
50910,20150403,14,PM2.5,49.2
50916,20150403,15,PCA,-58.70369798497496
50916,20150403,15,PM2.5,44.0
50922,20150403,16,PCA,-58.630760646360635
50922,20150403,16,PM2.5,44.8
50928,20150403,17,PCA,-45.245479343645286
50928,20150403,17,PM2.5,58.7
50934,20150403,18,PCA,-20.646636255390565
50934,20150403,18,PM2.5,74.3
50940,20150403,19,PCA,-13.679769386267045
50940,20150403,19,PM2.5,92.9
50946,20150403,20,PCA,-45.859805303953095
50946,20150403,20,PM2.5,61.8
50952,20150403,21,PCA,-46.96504901379242
50952,20150403,21,PM2.5,60.3
50958,20150403,22,PCA,-63.711341927945405
50958,20150403,22,PM2.5,40.0
50964,20150403,23,PCA,-62.33663576601801
50964,20150403,23,PM2.5,36.0
50970,20150404,0,PCA,-62.952615408221746
50970,20150404,0,PM2.5,36.6
50976,20150404,1,PCA,-64.67727930027044
50976,20150404,1,PM2.5,35.3
50982,20150404,2,PCA,-58.858992221044694
50982,20150404,2,PM2.5,41.6
50988,20150404,3,PCA,-59.48352196388246
50988,20150404,3,PM2.5,39.4
50994,20150404,4,PCA,-58.19034074929548
50994,20150404,4,PM2.5,41.1
51000,20150404,5,PCA,-55.899464015907206
51000,20150404,5,PM2.5,44.1
51006,20150404,6,PCA,-48.23854797994298
51006,20150404,6,PM2.5,49.5
51012,20150404,7,PCA,-39.581558332014424
51012,20150404,7,PM2.5,52.2
51018,20150404,8,PCA,-31.812344749641614
51018,20150404,8,PM2.5,55.8
51024,20150404,9,PCA,-28.479202254638402
51024,20150404,9,PM2.5,65.4
51030,20150404,10,PCA,-15.166001258065894
51030,20150404,10,PM2.5,84.2
51036,20150404,11,PCA,-12.105682501031756
51036,20150404,11,PM2.5,87.8
51042,20150404,12,PCA,-18.32409544342701
51042,20150404,12,PM2.5,78.5
51048,20150404,13,PCA,-20.604030618640813
51048,20150404,13,PM2.5,77.0
51054,20150404,14,PCA,-16.882259846173177
51054,20150404,14,PM2.5,79.0
51060,20150404,15,PCA,-16.24408202887822
51060,20150404,15,PM2.5,78.8
51066,20150404,16,PCA,-7.838757990072412
51066,20150404,16,PM2.5,80.3
51072,20150404,17,PCA,-9.29711042311826
51072,20150404,17,PM2.5,78.8
51078,20150404,18,PCA,6.857276494166501
51078,20150404,18,PM2.5,85.9
51084,20150404,19,PCA,15.263060835986835
51084,20150404,19,PM2.5,94.2
51090,20150404,20,PCA,18.297061270961937
51090,20150404,20,PM2.5,101.9
51096,20150404,21,PCA,19.783432696131356
51096,20150404,21,PM2.5,108.0
51102,20150404,22,PCA,27.9835580515218
51102,20150404,22,PM2.5,117.3
51108,20150404,23,PCA,19.77316101933794
51108,20150404,23,PM2.5,111.6
51114,20150405,0,PCA,41.56797008175182
51114,20150405,0,PM2.5,124.0
51120,20150405,1,PCA,49.75713440220082
51120,20150405,1,PM2.5,132.6
51126,20150405,2,PCA,53.432387620512976
51126,20150405,2,PM2.5,134.6
51132,20150405,3,PCA,65.97235310771725
51132,20150405,3,PM2.5,144.7
51138,20150405,4,PCA,69.09670468293642
51138,20150405,4,PM2.5,143.5
51144,20150405,5,PCA,81.85408674269748
51144,20150405,5,PM2.5,156.7
51150,20150405,6,PCA,86.20262840095822
51150,20150405,6,PM2.5,157.0
51156,20150405,7,PCA,36.28042926606037
51156,20150405,7,PM2.5,89.1
51162,20150405,8,PCA,-9.030023284489657
51162,20150405,8,PM2.5,33.3
51168,20150405,9,PCA,-21.665153850958664
51168,20150405,9,PM2.5,24.7
51174,20150405,10,PCA,-26.99559292689462
51174,20150405,10,PM2.5,23.4
51180,20150405,11,PCA,-22.423851264879332
51180,20150405,11,PM2.5,33.3
51186,20150405,12,PCA,-30.138149345503766
51186,20150405,12,PM2.5,25.6
51192,20150405,13,PCA,-34.96914652478589
51192,20150405,13,PM2.5,26.1
51198,20150405,14,PCA,-37.41051895429152
51198,20150405,14,PM2.5,22.8
51204,20150405,15,PCA,-44.89038405127842
51204,20150405,15,PM2.5,17.3
51210,20150405,16,PCA,-41.46664327690671
51210,20150405,16,PM2.5,22.3
51216,20150405,17,PCA,-46.2128149617091
51216,20150405,17,PM2.5,20.9
51222,20150405,18,PCA,-46.32353269127042
51222,20150405,18,PM2.5,21.6
51228,20150405,19,PCA,-47.19938167666703
51228,20150405,19,PM2.5,20.6
51234,20150405,20,PCA,-48.5024102131066
51234,20150405,20,PM2.5,24.5
51240,20150405,21,PCA,-54.14160118536776
51240,20150405,21,PM2.5,21.9
51246,20150405,22,PCA,-55.210828170097955
51246,20150405,22,PM2.5,28.8
51252,20150405,23,PCA,-62.57205948588535
51252,20150405,23,PM2.5,25.7
51258,20150406,0,PCA,-64.03011554589833
51258,20150406,0,PM2.5,24.7
51264,20150406,1,PCA,-64.2393836015083
51264,20150406,1,PM2.5,26.1
51270,20150406,2,PCA,-70.11090114572447
51270,20150406,2,PM2.5,20.5
51276,20150406,3,PCA,-74.26517279887703
51276,20150406,3,PM2.5,18.8
51282,20150406,4,PCA,-75.73371990516519
51282,20150406,4,PM2.5,22.8
51288,20150406,5,PCA,-82.0568361405447
51288,20150406,5,PM2.5,17.3
51294,20150406,6,PCA,-80.74640116146085
51294,20150406,6,PM2.5,18.9
51300,20150406,7,PCA,-76.84447373180892
51300,20150406,7,PM2.5,17.5
51306,20150406,8,PCA,-75.11023604789112
51306,20150406,8,PM2.5,20.1
51312,20150406,9,PCA,-72.92061272033811
51312,20150406,9,PM2.5,21.3
51318,20150406,10,PCA,-73.88938349980185
51318,20150406,10,PM2.5,22.4
51324,20150406,11,PCA,-78.301672979849
51324,20150406,11,PM2.5,21.4
51330,20150406,12,PCA,-84.77145963675711
51330,20150406,12,PM2.5,17.0
51336,20150406,13,PCA,-85.41865080001338
51336,20150406,13,PM2.5,20.7
51342,20150406,14,PCA,-80.84419481824735
51342,20150406,14,PM2.5,26.6
51348,20150406,15,PCA,-85.18840460626842
51348,20150406,15,PM2.5,24.8
51354,20150406,16,PCA,-79.81240885747631
51354,20150406,16,PM2.5,28.6
51360,20150406,17,PCA,-76.97079484399512
51360,20150406,17,PM2.5,30.5
51366,20150406,18,PCA,-78.26697671518696
51366,20150406,18,PM2.5,27.5
51372,20150406,19,PCA,-71.85126617416358
51372,20150406,19,PM2.5,34.2
51378,20150406,20,PCA,-67.15226283421026
51378,20150406,20,PM2.5,35.6
51384,20150406,21,PCA,-65.28301207198808
51384,20150406,21,PM2.5,44.5
51390,20150406,22,PCA,-64.29009227884927
51390,20150406,22,PM2.5,45.3
51396,20150406,23,PCA,-56.15499010330456
51396,20150406,23,PM2.5,51.8
51402,20150407,0,PCA,-48.43881329366235
51402,20150407,0,PM2.5,55.3
51408,20150407,1,PCA,-50.61304499631614
51408,20150407,1,PM2.5,53.3
51414,20150407,2,PCA,-42.424488549469366
51414,20150407,2,PM2.5,60.7
51420,20150407,3,PCA,-74.7207028888647
51420,20150407,3,PM2.5,27.9
51426,20150407,4,PCA,-89.36496051455637
51426,20150407,4,PM2.5,13.6
51432,20150407,5,PCA,-92.60568946007658
51432,20150407,5,PM2.5,10.2
51438,20150407,6,PCA,-77.92065927616919
51438,20150407,6,PM2.5,16.8
51444,20150407,7,PCA,-66.86372980627239
51444,20150407,7,PM2.5,21.4
51450,20150407,8,PCA,-68.67868412822601
51450,20150407,8,PM2.5,22.3
51456,20150407,9,PCA,-72.67814555922651
51456,20150407,9,PM2.5,20.0
51462,20150407,10,PCA,-80.54893074136378
51462,20150407,10,PM2.5,12.4
51468,20150407,11,PCA,-84.16701385468718
51468,20150407,11,PM2.5,12.2
51474,20150407,12,PCA,-82.24172400081717
51474,20150407,12,PM2.5,13.0
51480,20150407,13,PCA,-80.9546732485685
51480,20150407,13,PM2.5,14.6
51486,20150407,14,PCA,-81.91206792341076
51486,20150407,14,PM2.5,15.1
51492,20150407,15,PCA,-78.49675888834359
51492,20150407,15,PM2.5,22.1
51498,20150407,16,PCA,-79.26396881786665
51498,20150407,16,PM2.5,21.2
51504,20150407,17,PCA,-75.66935397367392
51504,20150407,17,PM2.5,23.2
51510,20150407,18,PCA,-73.50141225202285
51510,20150407,18,PM2.5,23.2
51516,20150407,19,PCA,-64.59749678837986
51516,20150407,19,PM2.5,33.3
51522,20150407,20,PCA,-52.438453795362385
51522,20150407,20,PM2.5,41.3
51528,20150407,21,PCA,-41.610109581918906
51528,20150407,21,PM2.5,63.6
51534,20150407,22,PCA,-42.29486211315683
51534,20150407,22,PM2.5,66.8
51540,20150407,23,PCA,-29.72444478060701
51540,20150407,23,PM2.5,77.7
51546,20150408,0,PCA,-25.999300114027655
51546,20150408,0,PM2.5,79.8
51552,20150408,1,PCA,-22.128118364518304
51552,20150408,1,PM2.5,86.2
51558,20150408,2,PCA,-19.977177835540125
51558,20150408,2,PM2.5,89.3
51564,20150408,3,PCA,-10.280047647381027
51564,20150408,3,PM2.5,101.7
51570,20150408,4,PCA,-3.891465371769828
51570,20150408,4,PM2.5,109.5
51576,20150408,5,PCA,5.702950122732498
51576,20150408,5,PM2.5,115.3
51582,20150408,6,PCA,16.79232137204091
51582,20150408,6,PM2.5,121.0
51588,20150408,7,PCA,25.152164727474293
51588,20150408,7,PM2.5,125.3
51594,20150408,8,PCA,30.79503609330159
51594,20150408,8,PM2.5,127.7
51600,20150408,9,PCA,35.259421990893095
51600,20150408,9,PM2.5,131.4
51606,20150408,10,PCA,40.84038773976058
51606,20150408,10,PM2.5,136.7
51612,20150408,11,PCA,6.193623915707491
51612,20150408,11,PM2.5,88.6
51618,20150408,12,PCA,-8.258198218459068
51618,20150408,12,PM2.5,71.0
51624,20150408,13,PCA,-3.7582560678873027
51624,20150408,13,PM2.5,78.5
51630,20150408,14,PCA,8.34956203842684
51630,20150408,14,PM2.5,94.2
51636,20150408,15,PCA,14.675491641657212
51636,20150408,15,PM2.5,98.0
51642,20150408,16,PCA,27.28017916577319
51642,20150408,16,PM2.5,108.4
51648,20150408,17,PCA,42.648943655739735
51648,20150408,17,PM2.5,122.2
51654,20150408,18,PCA,52.734862551710144
51654,20150408,18,PM2.5,127.4
51660,20150408,19,PCA,57.552491803625784
51660,20150408,19,PM2.5,128.0
51666,20150408,20,PCA,67.60520183135085
51666,20150408,20,PM2.5,140.6
51750,20150409,10,PCA,101.18894116839928
51750,20150409,10,PM2.5,160.3
51756,20150409,11,PCA,120.78237005450652
51756,20150409,11,PM2.5,176.7
51762,20150409,12,PCA,142.07723308843097
51762,20150409,12,PM2.5,192.1
51768,20150409,13,PCA,151.4693427132495
51768,20150409,13,PM2.5,201.3
51774,20150409,14,PCA,5.43061844711129
51774,20150409,14,PM2.5,3.0
51780,20150409,15,PCA,151.33991019032877
51780,20150409,15,PM2.5,209.3
51786,20150409,16,PCA,135.7860951831828
51786,20150409,16,PM2.5,179.0
51792,20150409,17,PCA,121.99248444114899
51792,20150409,17,PM2.5,154.9
51798,20150409,18,PCA,151.60878245906204
51798,20150409,18,PM2.5,182.5
51804,20150409,19,PCA,191.45036137027427
51804,20150409,19,PM2.5,222.0
51810,20150409,20,PCA,195.90333451280262
51810,20150409,20,PM2.5,226.8
51816,20150409,21,PCA,207.0057009739038
51816,20150409,21,PM2.5,239.3
51822,20150409,22,PCA,215.5318311581352
51822,20150409,22,PM2.5,249.5
51828,20150409,23,PCA,218.4298686374454
51828,20150409,23,PM2.5,251.2
51834,20150410,0,PCA,226.53225507187724
51834,20150410,0,PM2.5,255.6
51840,20150410,1,PCA,234.79931111853094
51840,20150410,1,PM2.5,264.3
51846,20150410,2,PCA,240.03994827620977
51846,20150410,2,PM2.5,266.1
51852,20150410,3,PCA,236.53516102974623
51852,20150410,3,PM2.5,258.8
51858,20150410,4,PCA,225.66100085554604
51858,20150410,4,PM2.5,240.0
51864,20150410,5,PCA,230.31928924078525
51864,20150410,5,PM2.5,242.1
51870,20150410,6,PCA,218.4138353713475
51870,20150410,6,PM2.5,226.2
51876,20150410,7,PCA,226.66852940014837
51876,20150410,7,PM2.5,231.0
51882,20150410,8,PCA,220.81149502098086
51882,20150410,8,PM2.5,221.9
51888,20150410,9,PCA,211.3417325243215
51888,20150410,9,PM2.5,207.2
51894,20150410,10,PCA,217.59499417699507
51894,20150410,10,PM2.5,212.4
51900,20150410,11,PCA,237.13135206911676
