,date,hour,type,南三环
47736,20150312,13,PCA,-13.086639226251911
47736,20150312,13,PM2.5,65.2
47742,20150312,14,PCA,-27.43928680403363
47742,20150312,14,PM2.5,48.6
47748,20150312,15,PCA,-32.303200304688566
47748,20150312,15,PM2.5,41.0
47754,20150312,16,PCA,-22.621809312379824
47754,20150312,16,PM2.5,48.9
47760,20150312,17,PCA,-20.617559693627918
47760,20150312,17,PM2.5,47.5
47766,20150312,18,PCA,-16.630643731113327
47766,20150312,18,PM2.5,50.4
47772,20150312,19,PCA,-1.6387962208432487
47772,20150312,19,PM2.5,66.5
47778,20150312,20,PCA,13.049616192191715
47778,20150312,20,PM2.5,81.8
47784,20150312,21,PCA,20.24055103853377
47784,20150312,21,PM2.5,90.1
47790,20150312,22,PCA,38.284617651643124
47790,20150312,22,PM2.5,111.6
47796,20150312,23,PCA,52.28891990850263
47796,20150312,23,PM2.5,128.5
47802,20150313,0,PCA,46.42525283891888
47802,20150313,0,PM2.5,120.5
47808,20150313,1,PCA,48.243252511862465
47808,20150313,1,PM2.5,118.4
47814,20150313,2,PCA,66.46787468903128
47814,20150313,2,PM2.5,143.9
47820,20150313,3,PCA,54.3658642605157
47820,20150313,3,PM2.5,128.4
47826,20150313,4,PCA,44.00097085835581
47826,20150313,4,PM2.5,115.6
47832,20150313,5,PCA,42.88850578436773
47832,20150313,5,PM2.5,110.5
47838,20150313,6,PCA,48.95441072699024
47838,20150313,6,PM2.5,113.3
47844,20150313,7,PCA,59.88468857713879
47844,20150313,7,PM2.5,118.9
47850,20150313,8,PCA,63.789095364457324
47850,20150313,8,PM2.5,119.9
47856,20150313,9,PCA,67.7414578674857
47856,20150313,9,PM2.5,128.2
47862,20150313,10,PCA,48.20272250844765
47862,20150313,10,PM2.5,109.4
47868,20150313,11,PCA,-5.456052326800104
47868,20150313,11,PM2.5,49.0
47874,20150313,12,PCA,-24.286833449829555
47874,20150313,12,PM2.5,31.1
47880,20150313,13,PCA,-25.590755128382007
47880,20150313,13,PM2.5,30.0
47886,20150313,14,PCA,-21.809087746253905
47886,20150313,14,PM2.5,33.0
47892,20150313,15,PCA,-19.26636153340207
47892,20150313,15,PM2.5,36.2
47898,20150313,16,PCA,-27.31026598053838
47898,20150313,16,PM2.5,26.6
47904,20150313,17,PCA,-22.592274272755077
47904,20150313,17,PM2.5,25.4
47910,20150313,18,PCA,-16.5831229731057
47910,20150313,18,PM2.5,26.6
47916,20150313,19,PCA,-12.076235959037872
47916,20150313,19,PM2.5,31.7
47922,20150313,20,PCA,-3.4358003944969933
47922,20150313,20,PM2.5,40.4
47928,20150313,21,PCA,11.209012997591234
47928,20150313,21,PM2.5,64.9
47934,20150313,22,PCA,19.834872055285103
47934,20150313,22,PM2.5,77.4
47940,20150313,23,PCA,34.457156946409036
47940,20150313,23,PM2.5,97.9
47946,20150314,0,PCA,33.248978590097536
47946,20150314,0,PM2.5,101.5
47952,20150314,1,PCA,32.96735860361307
47952,20150314,1,PM2.5,105.7
47958,20150314,2,PCA,9.122148737422586
47958,20150314,2,PM2.5,79.7
47964,20150314,3,PCA,-5.774371317578183
47964,20150314,3,PM2.5,64.8
47970,20150314,4,PCA,-8.782041632777785
47970,20150314,4,PM2.5,64.6
47976,20150314,5,PCA,-16.35783200494775
47976,20150314,5,PM2.5,58.0
47982,20150314,6,PCA,-17.233395486501486
47982,20150314,6,PM2.5,58.5
47988,20150314,7,PCA,-15.974213652716738
47988,20150314,7,PM2.5,62.1
47994,20150314,8,PCA,-16.143205433430854
47994,20150314,8,PM2.5,64.2
48000,20150314,9,PCA,-11.52975962791429
48000,20150314,9,PM2.5,72.3
48006,20150314,10,PCA,1.0260351442235258
48006,20150314,10,PM2.5,86.5
48012,20150314,11,PCA,8.088537845671205
48012,20150314,11,PM2.5,93.8
48018,20150314,12,PCA,15.102669412249908
48018,20150314,12,PM2.5,101.3
48024,20150314,13,PCA,38.413058058079855
48024,20150314,13,PM2.5,124.4
48030,20150314,14,PCA,51.12169473866624
48030,20150314,14,PM2.5,138.5
48036,20150314,15,PCA,29.876482253841782
48036,20150314,15,PM2.5,109.6
48042,20150314,16,PCA,37.65877890680676
48042,20150314,16,PM2.5,114.6
48048,20150314,17,PCA,51.74856921679697
48048,20150314,17,PM2.5,122.3
48054,20150314,18,PCA,54.48442304288955
48054,20150314,18,PM2.5,119.4
48060,20150314,19,PCA,65.95404930414458
48060,20150314,19,PM2.5,128.6
48066,20150314,20,PCA,76.21819106404519
48066,20150314,20,PM2.5,137.2
48072,20150314,21,PCA,90.77695128873349
48072,20150314,21,PM2.5,154.5
48078,20150314,22,PCA,87.18779987394483
48078,20150314,22,PM2.5,147.0
48084,20150314,23,PCA,90.05249176726173
48084,20150314,23,PM2.5,147.4
48090,20150315,0,PCA,105.43809443248243
48090,20150315,0,PM2.5,165.9
48096,20150315,1,PCA,96.82423533381977
48096,20150315,1,PM2.5,152.0
48102,20150315,2,PCA,92.58474272699425
48102,20150315,2,PM2.5,146.3
48108,20150315,3,PCA,91.12943420442059
48108,20150315,3,PM2.5,140.7
48114,20150315,4,PCA,97.44857497540353
48114,20150315,4,PM2.5,147.6
48120,20150315,5,PCA,108.27766607688369
48120,20150315,5,PM2.5,152.2
48126,20150315,6,PCA,107.59184642304392
48126,20150315,6,PM2.5,147.3
48132,20150315,7,PCA,114.47186495603059
48132,20150315,7,PM2.5,148.5
48138,20150315,8,PCA,127.06648379405632
48138,20150315,8,PM2.5,153.5
48144,20150315,9,PCA,144.32894116942694
48144,20150315,9,PM2.5,169.3
48150,20150315,10,PCA,139.2827831954163
48150,20150315,10,PM2.5,160.1
48156,20150315,11,PCA,100.84123952412055
48156,20150315,11,PM2.5,120.1
48162,20150315,12,PCA,97.2377539401043
48162,20150315,12,PM2.5,115.3
48168,20150315,13,PCA,68.41972649347228
48168,20150315,13,PM2.5,87.4
48174,20150315,14,PCA,38.094466997290695
48174,20150315,14,PM2.5,57.3
48180,20150315,15,PCA,47.36694211858128
48180,20150315,15,PM2.5,76.1
48186,20150315,16,PCA,62.043269741591146
48186,20150315,16,PM2.5,93.8
48192,20150315,17,PCA,50.66897628743251
48192,20150315,17,PM2.5,81.9
48198,20150315,18,PCA,57.90140493750178
48198,20150315,18,PM2.5,82.4
48204,20150315,19,PCA,70.85802919987948
48204,20150315,19,PM2.5,96.4
48210,20150315,20,PCA,79.15104969234665
48210,20150315,20,PM2.5,102.0
48216,20150315,21,PCA,86.88068995849446
48216,20150315,21,PM2.5,118.1
48222,20150315,22,PCA,107.41378185410748
48222,20150315,22,PM2.5,142.6
48228,20150315,23,PCA,117.51751556130101
48228,20150315,23,PM2.5,160.5
48234,20150316,0,PCA,119.72481000150461
48234,20150316,0,PM2.5,169.5
48240,20150316,1,PCA,115.79533136487163
48240,20150316,1,PM2.5,164.4
48246,20150316,2,PCA,132.18103617423415
48246,20150316,2,PM2.5,181.0
48252,20150316,3,PCA,140.74444889922106
48252,20150316,3,PM2.5,191.8
48258,20150316,4,PCA,150.21782751571476
48258,20150316,4,PM2.5,205.2
48264,20150316,5,PCA,117.31864881062361
48264,20150316,5,PM2.5,155.1
48270,20150316,6,PCA,102.71013995244441
48270,20150316,6,PM2.5,137.3
48276,20150316,7,PCA,94.87035438327301
48276,20150316,7,PM2.5,125.2
48282,20150316,8,PCA,100.26024088624162
48282,20150316,8,PM2.5,134.8
48288,20150316,9,PCA,109.78398543938302
48288,20150316,9,PM2.5,147.7
48294,20150316,10,PCA,108.08038599451986
48294,20150316,10,PM2.5,146.6
48300,20150316,11,PCA,124.70421295120445
48300,20150316,11,PM2.5,164.7
48306,20150316,12,PCA,155.96259627634802
48306,20150316,12,PM2.5,201.8
48312,20150316,13,PCA,186.12303795170277
48312,20150316,13,PM2.5,237.4
48318,20150316,14,PCA,235.81716448897677
48318,20150316,14,PM2.5,298.9
48324,20150316,15,PCA,252.1828238223507
48324,20150316,15,PM2.5,309.2
48330,20150316,16,PCA,256.8066588230772
48330,20150316,16,PM2.5,310.3
48336,20150316,17,PCA,279.2671498917955
48336,20150316,17,PM2.5,334.3
48342,20150316,18,PCA,310.5213643676045
48342,20150316,18,PM2.5,365.2
48348,20150316,19,PCA,317.0353330310162
48348,20150316,19,PM2.5,365.8
48354,20150316,20,PCA,308.81915956315123
48354,20150316,20,PM2.5,347.3
48360,20150316,21,PCA,297.60525139467046
48360,20150316,21,PM2.5,324.7
48366,20150316,22,PCA,293.5652855453974
48366,20150316,22,PM2.5,316.0
48372,20150316,23,PCA,298.1587609328775
48372,20150316,23,PM2.5,316.2
48378,20150317,0,PCA,296.9424640701682
48378,20150317,0,PM2.5,310.9
48384,20150317,1,PCA,297.0855785897903
48384,20150317,1,PM2.5,304.8
48390,20150317,2,PCA,312.4475094263395
48390,20150317,2,PM2.5,318.8
48396,20150317,3,PCA,314.1192968242218
48396,20150317,3,PM2.5,318.7
48402,20150317,4,PCA,317.86554739015867
48402,20150317,4,PM2.5,322.6
48408,20150317,5,PCA,315.9451247533426
48408,20150317,5,PM2.5,315.1
48414,20150317,6,PCA,320.2729190965597
48414,20150317,6,PM2.5,313.7
48420,20150317,7,PCA,326.88803829599493
48420,20150317,7,PM2.5,317.0
48426,20150317,8,PCA,349.5205152336646
48426,20150317,8,PM2.5,339.3
48432,20150317,9,PCA,386.69736515966116
48432,20150317,9,PM2.5,373.9
48438,20150317,10,PCA,404.2766246445367
48438,20150317,10,PM2.5,379.5
48444,20150317,11,PCA,428.50351315341305
48444,20150317,11,PM2.5,392.3
48450,20150317,12,PCA,313.8479915300534
48450,20150317,12,PM2.5,231.60000000000002
48456,20150317,13,PCA,191.44268135826204
48456,20150317,13,PM2.5,70.9
48462,20150317,14,PCA,228.4660094511196
48462,20150317,14,PM2.5,136.3
48468,20150317,15,PCA,229.44029205978111
48468,20150317,15,PM2.5,142.3
48474,20150317,16,PCA,241.77488948462587
48474,20150317,16,PM2.5,162.3
48480,20150317,17,PCA,244.12191635650285
48480,20150317,17,PM2.5,169.8
48486,20150317,18,PCA,233.30750054042053
48486,20150317,18,PM2.5,156.6
48492,20150317,19,PCA,223.70777586706333
48492,20150317,19,PM2.5,156.0
48498,20150317,20,PCA,191.1735823854804
48498,20150317,20,PM2.5,128.2
48504,20150317,21,PCA,149.46130966270564
48504,20150317,21,PM2.5,85.0
48510,20150317,22,PCA,113.07498581147358
48510,20150317,22,PM2.5,49.3
48516,20150317,23,PCA,96.94016042007433
48516,20150317,23,PM2.5,41.1
48522,20150318,0,PCA,79.91813955608765
48522,20150318,0,PM2.5,29.1
48528,20150318,1,PCA,68.44352764651063
48528,20150318,1,PM2.5,27.3
48534,20150318,2,PCA,60.150376331256275
48534,20150318,2,PM2.5,25.5
48540,20150318,3,PCA,63.141626120794164
48540,20150318,3,PM2.5,39.2
48546,20150318,4,PCA,49.96464420351759
48546,20150318,4,PM2.5,30.3
48552,20150318,5,PCA,41.9642132757726
48552,20150318,5,PM2.5,29.6
48558,20150318,6,PCA,38.36864481507903
48558,20150318,6,PM2.5,31.7
48564,20150318,7,PCA,44.259174347803004
48564,20150318,7,PM2.5,40.2
48570,20150318,8,PCA,36.17127245990308
48570,20150318,8,PM2.5,43.5
48576,20150318,9,PCA,25.072255058454193
48576,20150318,9,PM2.5,49.1
48582,20150318,10,PCA,14.34017927064062
48582,20150318,10,PM2.5,58.7
48588,20150318,11,PCA,-16.423713074153603
48588,20150318,11,PM2.5,42.6
48594,20150318,12,PCA,-25.16590981533517
48594,20150318,12,PM2.5,36.6
48600,20150318,13,PCA,-29.47602370042238
48600,20150318,13,PM2.5,36.5
48606,20150318,14,PCA,-34.751790516611855
48606,20150318,14,PM2.5,36.3
48612,20150318,15,PCA,-32.47692351581613
48612,20150318,15,PM2.5,44.8
48618,20150318,16,PCA,-28.64842833770343
48618,20150318,16,PM2.5,51.2
48624,20150318,17,PCA,-24.819933159590732
48624,20150318,17,PM2.5,57.6
48630,20150318,18,PCA,-15.248692472794614
48630,20150318,18,PM2.5,66.3
48636,20150318,19,PCA,0.3769070688494403
48636,20150318,19,PM2.5,80.3
48642,20150318,20,PCA,10.755237924559705
48642,20150318,20,PM2.5,89.5
48648,20150318,21,PCA,8.046986679083334
48648,20150318,21,PM2.5,88.5
48654,20150318,22,PCA,20.066664597838106
48654,20150318,22,PM2.5,107.3
48660,20150318,23,PCA,39.177268530863536
48660,20150318,23,PM2.5,130.8
48666,20150319,0,PCA,46.65497893447969
48666,20150319,0,PM2.5,139.6
48672,20150319,1,PCA,56.365267842414895
48672,20150319,1,PM2.5,147.3
48678,20150319,2,PCA,49.9040207078135
48678,20150319,2,PM2.5,137.8
48684,20150319,3,PCA,44.39550049516978
48684,20150319,3,PM2.5,125.9
48690,20150319,4,PCA,35.71990253023463
48690,20150319,4,PM2.5,112.1
48696,20150319,5,PCA,11.57792973070162
48696,20150319,5,PM2.5,85.6
48702,20150319,6,PCA,10.922912712845356
48702,20150319,6,PM2.5,77.5
48708,20150319,7,PCA,22.640157840057434
48708,20150319,7,PM2.5,88.2
48714,20150319,8,PCA,32.938185291126715
48714,20150319,8,PM2.5,95.1
48720,20150319,9,PCA,48.58565707742462
48720,20150319,9,PM2.5,110.9
48738,20150319,12,PCA,33.41456292560215
48738,20150319,12,PM2.5,89.1
48744,20150319,13,PCA,29.133906774484096
48744,20150319,13,PM2.5,83.4
48750,20150319,14,PCA,14.468291251330593
48750,20150319,14,PM2.5,68.2
48756,20150319,15,PCA,10.918087906370134
48756,20150319,15,PM2.5,64.6
48762,20150319,16,PCA,11.587794130424223
48762,20150319,16,PM2.5,65.9
48768,20150319,17,PCA,21.551407652029567
48768,20150319,17,PM2.5,80.2
48774,20150319,18,PCA,29.946606676455367
48774,20150319,18,PM2.5,84.7
48780,20150319,19,PCA,53.35125172387044
48780,20150319,19,PM2.5,107.5
48786,20150319,20,PCA,74.82543217619364
48786,20150319,20,PM2.5,131.8
48792,20150319,21,PCA,96.00153791860947
48792,20150319,21,PM2.5,156.4
48798,20150319,22,PCA,100.69883897066254
48798,20150319,22,PM2.5,161.3
48804,20150319,23,PCA,111.68195277601681
48804,20150319,23,PM2.5,173.6
48810,20150320,0,PCA,90.35597204800257
48810,20150320,0,PM2.5,146.3
48816,20150320,1,PCA,75.04150100317777
48816,20150320,1,PM2.5,122.1
48822,20150320,2,PCA,64.48365888790323
48822,20150320,2,PM2.5,109.9
48828,20150320,3,PCA,14.48634257540098
48828,20150320,3,PM2.5,47.7
48834,20150320,4,PCA,0.5002700790065995
48834,20150320,4,PM2.5,32.3
48840,20150320,5,PCA,9.636517183423322
48840,20150320,5,PM2.5,39.6
48846,20150320,6,PCA,6.8422840511612995
48846,20150320,6,PM2.5,34.6
48852,20150320,7,PCA,26.279761345462923
48852,20150320,7,PM2.5,51.2
48858,20150320,8,PCA,52.99405944278992
48858,20150320,8,PM2.5,71.5
48864,20150320,9,PCA,23.930605587761573
48864,20150320,9,PM2.5,47.6
48870,20150320,10,PCA,7.535913587709985
48870,20150320,10,PM2.5,36.8
48876,20150320,11,PCA,12.666147988551357
48876,20150320,11,PM2.5,48.3
48882,20150320,12,PCA,9.31109047838816
48882,20150320,12,PM2.5,45.3
48888,20150320,13,PCA,8.592874061106292
48888,20150320,13,PM2.5,42.4
48894,20150320,14,PCA,11.55337162842999
48894,20150320,14,PM2.5,46.3
48900,20150320,15,PCA,12.245320137203397
48900,20150320,15,PM2.5,48.1
48906,20150320,16,PCA,14.038824406404235
48906,20150320,16,PM2.5,44.4
48912,20150320,17,PCA,19.54020198483019
48912,20150320,17,PM2.5,47.3
48918,20150320,18,PCA,23.838554369346657
48918,20150320,18,PM2.5,48.0
48924,20150320,19,PCA,22.98599682442339
48924,20150320,19,PM2.5,49.2
48930,20150320,20,PCA,27.820226411750205
48930,20150320,20,PM2.5,56.4
48936,20150320,21,PCA,29.84504187686354
48936,20150320,21,PM2.5,62.2
48942,20150320,22,PCA,42.81075694111281
48942,20150320,22,PM2.5,83.2
48948,20150320,23,PCA,51.76329339255041
48948,20150320,23,PM2.5,97.8
48954,20150321,0,PCA,40.69844867973041
48954,20150321,0,PM2.5,86.2
48960,20150321,1,PCA,-0.504020583164759
48960,20150321,1,PM2.5,49.9
48966,20150321,2,PCA,-14.144044406899159
48966,20150321,2,PM2.5,44.7
48972,20150321,3,PCA,-27.37336656780107
48972,20150321,3,PM2.5,24.9
48978,20150321,4,PCA,-30.393447701415713
48978,20150321,4,PM2.5,20.5
48984,20150321,5,PCA,-29.247588280233852
48984,20150321,5,PM2.5,17.0
48990,20150321,6,PCA,-27.091939742101264
48990,20150321,6,PM2.5,20.9
48996,20150321,7,PCA,-35.503881293914844
48996,20150321,7,PM2.5,12.5
49002,20150321,8,PCA,-30.913655153592046
49002,20150321,8,PM2.5,18.4
49008,20150321,9,PCA,-30.577652870301847
49008,20150321,9,PM2.5,17.9
49014,20150321,10,PCA,-39.36055635194466
49014,20150321,10,PM2.5,12.9
49020,20150321,11,PCA,-41.38164168018417
49020,20150321,11,PM2.5,17.2
49026,20150321,12,PCA,-51.52175682328574
49026,20150321,12,PM2.5,9.8
49032,20150321,13,PCA,-55.496168689734404
49032,20150321,13,PM2.5,9.7
49038,20150321,14,PCA,-58.953738193457134
49038,20150321,14,PM2.5,7.5
49044,20150321,15,PCA,-53.42309751915765
49044,20150321,15,PM2.5,13.9
49050,20150321,16,PCA,-53.425888882490774
49050,20150321,16,PM2.5,12.4
49056,20150321,17,PCA,-53.22297983131651
49056,20150321,17,PM2.5,17.4
49062,20150321,18,PCA,-62.707605098607836
49062,20150321,18,PM2.5,7.1
49068,20150321,19,PCA,-54.27362233124189
49068,20150321,19,PM2.5,12.5
49074,20150321,20,PCA,-42.9910348184134
49074,20150321,20,PM2.5,20.4
49080,20150321,21,PCA,-39.40714946504461
49080,20150321,21,PM2.5,25.4
49086,20150321,22,PCA,-41.74539600008541
49086,20150321,22,PM2.5,27.0
49092,20150321,23,PCA,-41.762704676119235
49092,20150321,23,PM2.5,29.3
49098,20150322,0,PCA,-44.3492697518429
49098,20150322,0,PM2.5,32.6
49104,20150322,1,PCA,-45.75946315693911
49104,20150322,1,PM2.5,45.4
49110,20150322,2,PCA,-57.60643837041048
49110,20150322,2,PM2.5,40.8
49116,20150322,3,PCA,-68.9499934698194
49116,20150322,3,PM2.5,26.1
49122,20150322,4,PCA,-75.72220539673641
49122,20150322,4,PM2.5,17.4
49128,20150322,5,PCA,-78.59344988955516
49128,20150322,5,PM2.5,15.2
49134,20150322,6,PCA,-75.707916452841
49134,20150322,6,PM2.5,14.8
49140,20150322,7,PCA,-71.35356133994536
49140,20150322,7,PM2.5,15.4
49146,20150322,8,PCA,-66.57587776254304
49146,20150322,8,PM2.5,12.3
49152,20150322,9,PCA,-71.22848040877086
49152,20150322,9,PM2.5,11.3
49158,20150322,10,PCA,-64.94578493401407
49158,20150322,10,PM2.5,17.8
49164,20150322,11,PCA,-64.17565528193626
49164,20150322,11,PM2.5,17.7
49170,20150322,12,PCA,-68.95438719279105
49170,20150322,12,PM2.5,13.2
49176,20150322,13,PCA,-73.24949867650388
49176,20150322,13,PM2.5,12.0
49182,20150322,14,PCA,-74.78041980700353
49182,20150322,14,PM2.5,13.4
49188,20150322,15,PCA,-71.63620922023092
49188,20150322,15,PM2.5,15.6
49194,20150322,16,PCA,-64.1733472531882
49194,20150322,16,PM2.5,26.7
49200,20150322,17,PCA,-69.41953443693382
49200,20150322,17,PM2.5,20.5
49206,20150322,18,PCA,-64.01510870948286
49206,20150322,18,PM2.5,23.2
49212,20150322,19,PCA,-46.60345469144186
49212,20150322,19,PM2.5,41.4
49218,20150322,20,PCA,-34.84917592667283
49218,20150322,20,PM2.5,51.6
49224,20150322,21,PCA,-39.18038798852369
49224,20150322,21,PM2.5,45.8
49230,20150322,22,PCA,2.729977443960077
49230,20150322,22,PM2.5,108.4
49236,20150322,23,PCA,-41.1615653986559
49236,20150322,23,PM2.5,42.3
49242,20150323,0,PCA,-36.220197238626426
49242,20150323,0,PM2.5,45.9
49248,20150323,1,PCA,30.297449933638976
49248,20150323,1,PM2.5,143.3
49254,20150323,2,PCA,-28.24933707472428
49254,20150323,2,PM2.5,61.8
49260,20150323,3,PCA,-22.30385824281712
49260,20150323,3,PM2.5,69.9
49266,20150323,4,PCA,-7.236286624243261
49266,20150323,4,PM2.5,91.4
49272,20150323,5,PCA,-28.948275027989283
49272,20150323,5,PM2.5,62.9
49278,20150323,6,PCA,-17.024238372641776
49278,20150323,6,PM2.5,75.2
49284,20150323,7,PCA,13.688680186908332
49284,20150323,7,PM2.5,111.3
49290,20150323,8,PCA,7.423680302063605
49290,20150323,8,PM2.5,92.2
49296,20150323,9,PCA,20.10249818341227
49296,20150323,9,PM2.5,102.3
49302,20150323,10,PCA,2.1296607114892665
49302,20150323,10,PM2.5,76.0
49308,20150323,11,PCA,29.550335079153168
49308,20150323,11,PM2.5,122.6
49314,20150323,12,PCA,-16.881332660567438
49314,20150323,12,PM2.5,61.1
49320,20150323,13,PCA,-50.04754637532733
49320,20150323,13,PM2.5,19.3
49326,20150323,14,PCA,-44.583533196542476
49326,20150323,14,PM2.5,23.5
49332,20150323,15,PCA,-48.88042135130885
49332,20150323,15,PM2.5,17.9
49338,20150323,16,PCA,-47.573261146712234
49338,20150323,16,PM2.5,21.8
49344,20150323,17,PCA,-41.09921843078043
49344,20150323,17,PM2.5,27.6
49350,20150323,18,PCA,-29.883421196432767
49350,20150323,18,PM2.5,40.2
49356,20150323,19,PCA,-10.425765975736953
49356,20150323,19,PM2.5,68.1
49362,20150323,20,PCA,-29.205899521401737
49362,20150323,20,PM2.5,40.0
49368,20150323,21,PCA,-21.81816935426644
49368,20150323,21,PM2.5,48.7
49374,20150323,22,PCA,-16.731622548335686
49374,20150323,22,PM2.5,60.2
49380,20150323,23,PCA,-14.977534693626422
49380,20150323,23,PM2.5,63.5
49386,20150324,0,PCA,-10.305950791882106
49386,20150324,0,PM2.5,67.6
49392,20150324,1,PCA,-7.547490749673931
49392,20150324,1,PM2.5,72.3
49398,20150324,2,PCA,-8.641812620146444
49398,20150324,2,PM2.5,71.5
49404,20150324,3,PCA,16.616945793553324
49404,20150324,3,PM2.5,104.8
49410,20150324,4,PCA,11.571384885192032
49410,20150324,4,PM2.5,99.6
49416,20150324,5,PCA,2.8588970091005765
49416,20150324,5,PM2.5,88.9
49422,20150324,6,PCA,-15.45738436529201
49422,20150324,6,PM2.5,66.4
49428,20150324,7,PCA,-11.13245160423233
49428,20150324,7,PM2.5,67.1
49434,20150324,8,PCA,-9.474631810138126
49434,20150324,8,PM2.5,67.6
49440,20150324,9,PCA,-11.773381670499104
49440,20150324,9,PM2.5,69.6
49446,20150324,10,PCA,-15.463427571847227
49446,20150324,10,PM2.5,65.1
49452,20150324,11,PCA,-15.490826914486165
49452,20150324,11,PM2.5,66.8
49458,20150324,12,PCA,-13.041611014537487
49458,20150324,12,PM2.5,70.5
49464,20150324,13,PCA,-3.6256649326574752
49464,20150324,13,PM2.5,82.0
49470,20150324,14,PCA,-3.169193376772184
49470,20150324,14,PM2.5,79.0
49476,20150324,15,PCA,-1.2678388416863788
49476,20150324,15,PM2.5,78.4
49482,20150324,16,PCA,2.4560789660334383
49482,20150324,16,PM2.5,80.0
49488,20150324,17,PCA,13.90438247732719
49488,20150324,17,PM2.5,87.2
49494,20150324,18,PCA,30.118036255288587
49494,20150324,18,PM2.5,98.4
49500,20150324,19,PCA,36.92469097747449
49500,20150324,19,PM2.5,105.4
49506,20150324,20,PCA,52.498141880210625
49506,20150324,20,PM2.5,120.8
49512,20150324,21,PCA,59.76266307667381
49512,20150324,21,PM2.5,125.4
49518,20150324,22,PCA,70.9327775513798
49518,20150324,22,PM2.5,138.0
49524,20150324,23,PCA,79.72429418866508
49524,20150324,23,PM2.5,149.3
49530,20150325,0,PCA,90.26754349050147
49530,20150325,0,PM2.5,160.8
49536,20150325,1,PCA,82.62216436230187
49536,20150325,1,PM2.5,149.7
49542,20150325,2,PCA,68.3178251272677
49542,20150325,2,PM2.5,135.1
49548,20150325,3,PCA,61.95182546322294
49548,20150325,3,PM2.5,128.9
49554,20150325,4,PCA,55.56565602193561
49554,20150325,4,PM2.5,118.7
49560,20150325,5,PCA,55.098393063478696
49560,20150325,5,PM2.5,115.1
49566,20150325,6,PCA,61.630652591765184
49566,20150325,6,PM2.5,118.3
49572,20150325,7,PCA,75.32698935085622
49572,20150325,7,PM2.5,125.6
49578,20150325,8,PCA,78.53777406437791
49578,20150325,8,PM2.5,124.7
49584,20150325,9,PCA,93.60023480102952
49584,20150325,9,PM2.5,135.3
49590,20150325,10,PCA,112.8270398581195
49590,20150325,10,PM2.5,150.6
49596,20150325,11,PCA,130.47538494933298
49596,20150325,11,PM2.5,167.2
49602,20150325,12,PCA,147.29476141509636
49602,20150325,12,PM2.5,184.9
49608,20150325,13,PCA,151.8158150421461
49608,20150325,13,PM2.5,191.5
49614,20150325,14,PCA,117.77891525471962
49614,20150325,14,PM2.5,152.5
49620,20150325,15,PCA,80.75727729119994
49620,20150325,15,PM2.5,113.4
49626,20150325,16,PCA,80.71400908971559
49626,20150325,16,PM2.5,116.0
49632,20150325,17,PCA,71.12363075098024
49632,20150325,17,PM2.5,97.6
49638,20150325,18,PCA,73.0046068827411
49638,20150325,18,PM2.5,94.9
49644,20150325,19,PCA,99.87721605604987
49644,20150325,19,PM2.5,115.5
49650,20150325,20,PCA,121.87758466162602
49650,20150325,20,PM2.5,141.5
49656,20150325,21,PCA,113.64039558024612
49656,20150325,21,PM2.5,131.4
49662,20150325,22,PCA,81.84392982254191
49662,20150325,22,PM2.5,106.8
49668,20150325,23,PCA,74.88291553038108
49668,20150325,23,PM2.5,103.9
49674,20150326,0,PCA,73.5280051013403
49674,20150326,0,PM2.5,103.5
49680,20150326,1,PCA,71.89755083254653
49680,20150326,1,PM2.5,109.4
49686,20150326,2,PCA,60.79583989423216
49686,20150326,2,PM2.5,102.1
49692,20150326,3,PCA,65.94845057070539
49692,20150326,3,PM2.5,105.0
49698,20150326,4,PCA,69.85549487302902
49698,20150326,4,PM2.5,110.4
49704,20150326,5,PCA,77.01662459412071
49704,20150326,5,PM2.5,116.2
49710,20150326,6,PCA,87.6435775979922
49710,20150326,6,PM2.5,122.7
49716,20150326,7,PCA,108.9639769425226
49716,20150326,7,PM2.5,141.0
49722,20150326,8,PCA,115.8625863498035
49722,20150326,8,PM2.5,145.7
49728,20150326,9,PCA,119.13234173936101
49728,20150326,9,PM2.5,154.5
49734,20150326,10,PCA,127.42443829732437
49734,20150326,10,PM2.5,167.2
49740,20150326,11,PCA,128.17020626610764
49740,20150326,11,PM2.5,171.0
49746,20150326,12,PCA,81.89528701014649
49746,20150326,12,PM2.5,123.9
49752,20150326,13,PCA,61.83644647588731
49752,20150326,13,PM2.5,101.5
49758,20150326,14,PCA,57.440500535926645
49758,20150326,14,PM2.5,105.0
49764,20150326,15,PCA,63.871340235283206
49764,20150326,15,PM2.5,117.7
49770,20150326,16,PCA,30.141340441065896
49770,20150326,16,PM2.5,71.7
49776,20150326,17,PCA,35.117446265432406
49776,20150326,17,PM2.5,74.5
49782,20150326,18,PCA,45.52429073686838
49782,20150326,18,PM2.5,83.8
49788,20150326,19,PCA,55.035536580731964
49788,20150326,19,PM2.5,89.1
49794,20150326,20,PCA,52.37756706656239
49794,20150326,20,PM2.5,93.1
49800,20150326,21,PCA,45.093678352179765
49800,20150326,21,PM2.5,85.0
49806,20150326,22,PCA,39.547104930147356
49806,20150326,22,PM2.5,84.3
49812,20150326,23,PCA,31.428265033628875
49812,20150326,23,PM2.5,76.7
49818,20150327,0,PCA,17.52194843979102
49818,20150327,0,PM2.5,63.1
49824,20150327,1,PCA,11.312621807744097
