,date,hour,type,昌平
183228,20171113,19,PCA,-71.53990999299644
183228,20171113,19,PM2.5,5.0
183234,20171113,20,PCA,-73.74074433480988
183234,20171113,20,PM2.5,8.0
183240,20171113,21,PCA,-77.20714745017054
183240,20171113,21,PM2.5,7.0
183246,20171113,22,PCA,-79.10273358328628
183246,20171113,22,PM2.5,4.0
183252,20171113,23,PCA,-90.39581011909873
183252,20171113,23,PM2.5,3.0
183258,20171114,0,PCA,-90.12454697967499
183258,20171114,0,PM2.5,3.0
183264,20171114,1,PCA,-90.5527057624375
183264,20171114,1,PM2.5,3.0
183270,20171114,2,PCA,-85.11114841891305
183270,20171114,2,PM2.5,5.0
183276,20171114,3,PCA,-86.39306693979698
183276,20171114,3,PM2.5,3.0
183282,20171114,4,PCA,-84.66013347785399
183282,20171114,4,PM2.5,8.0
183288,20171114,5,PCA,-75.48980829630398
183288,20171114,5,PM2.5,8.0
183294,20171114,6,PCA,-70.27329560538314
183294,20171114,6,PM2.5,6.0
183300,20171114,7,PCA,-67.61116294284882
183300,20171114,7,PM2.5,14.0
183306,20171114,8,PCA,-70.97204064885538
183306,20171114,8,PM2.5,9.0
183312,20171114,9,PCA,-81.50340646564902
183312,20171114,9,PM2.5,5.0
183318,20171114,10,PCA,-86.78260972224265
183318,20171114,10,PM2.5,4.0
183324,20171114,11,PCA,-71.35970799481454
183324,20171114,11,PM2.5,4.0
183342,20171114,14,PCA,-70.42825226977548
183342,20171114,14,PM2.5,7.0
183348,20171114,15,PCA,-78.55551319976314
183348,20171114,15,PM2.5,6.0
183354,20171114,16,PCA,-74.56039915642586
183354,20171114,16,PM2.5,11.0
183360,20171114,17,PCA,-66.71177626383034
183360,20171114,17,PM2.5,15.0
183366,20171114,18,PCA,-39.39612621989863
183366,20171114,18,PM2.5,24.0
183372,20171114,19,PCA,-17.877147680743015
183372,20171114,19,PM2.5,37.0
183378,20171114,20,PCA,-18.720049655197396
183378,20171114,20,PM2.5,38.0
183384,20171114,21,PCA,-51.787898346362184
183384,20171114,21,PM2.5,18.0
183390,20171114,22,PCA,-62.874354455379546
183390,20171114,22,PM2.5,15.0
183396,20171114,23,PCA,-47.621921355829684
183396,20171114,23,PM2.5,20.0
183402,20171115,0,PCA,-64.91605326016973
183402,20171115,0,PM2.5,14.0
183408,20171115,1,PCA,-62.828661488263414
183408,20171115,1,PM2.5,16.0
183414,20171115,2,PCA,-55.15766470424957
183414,20171115,2,PM2.5,12.0
183420,20171115,3,PCA,-62.31439107547998
183420,20171115,3,PM2.5,11.0
183426,20171115,4,PCA,-59.64794378749465
183426,20171115,4,PM2.5,14.0
183432,20171115,5,PCA,-85.98426436248998
183432,20171115,5,PM2.5,9.0
183438,20171115,6,PCA,-85.507617399925
183438,20171115,6,PM2.5,6.0
183444,20171115,7,PCA,-83.73074017220411
183444,20171115,7,PM2.5,5.0
183450,20171115,8,PCA,-68.9133480049876
183450,20171115,8,PM2.5,11.0
183456,20171115,9,PCA,-84.46591404612063
183456,20171115,9,PM2.5,8.0
183462,20171115,10,PCA,-82.64231473358313
183462,20171115,10,PM2.5,10.0
183468,20171115,11,PCA,-85.81459396995321
183468,20171115,11,PM2.5,6.0
183474,20171115,12,PCA,-80.42400037590525
183474,20171115,12,PM2.5,13.0
183480,20171115,13,PCA,-86.28904807192332
183480,20171115,13,PM2.5,3.0
183486,20171115,14,PCA,-80.56924030128239
183486,20171115,14,PM2.5,11.0
183492,20171115,15,PCA,-70.08353555213404
183492,20171115,15,PM2.5,11.0
183498,20171115,16,PCA,-69.90717011235128
183498,20171115,16,PM2.5,10.0
183504,20171115,17,PCA,-71.28546254071703
183504,20171115,17,PM2.5,10.0
183510,20171115,18,PCA,-59.21641327668864
183510,20171115,18,PM2.5,16.0
183516,20171115,19,PCA,-49.48887082258099
183516,20171115,19,PM2.5,22.0
183522,20171115,20,PCA,-46.75721144374123
183522,20171115,20,PM2.5,27.0
183528,20171115,21,PCA,-56.020830791881636
183528,20171115,21,PM2.5,18.0
183534,20171115,22,PCA,-59.25286381897619
183534,20171115,22,PM2.5,15.0
183540,20171115,23,PCA,-61.1776163415391
183540,20171115,23,PM2.5,19.0
183546,20171116,0,PCA,-63.708653847258375
183546,20171116,0,PM2.5,18.0
183552,20171116,1,PCA,-57.024667585096196
183552,20171116,1,PM2.5,20.0
183558,20171116,2,PCA,-36.24558835779186
183558,20171116,2,PM2.5,29.0
183564,20171116,3,PCA,-17.65087415559259
183564,20171116,3,PM2.5,43.0
183570,20171116,4,PCA,-14.437595371839187
183570,20171116,4,PM2.5,44.0
183576,20171116,5,PCA,-32.98576066990759
183576,20171116,5,PM2.5,31.0
183582,20171116,6,PCA,-45.2250219457854
183582,20171116,6,PM2.5,27.0
183588,20171116,7,PCA,-39.19311766628953
183588,20171116,7,PM2.5,27.0
183594,20171116,8,PCA,-34.08943214338076
183594,20171116,8,PM2.5,27.0
183600,20171116,9,PCA,-33.25104979604634
183600,20171116,9,PM2.5,30.0
183606,20171116,10,PCA,-26.178713171699222
183606,20171116,10,PM2.5,40.0
183612,20171116,11,PCA,-12.82415844168292
183612,20171116,11,PM2.5,48.0
183618,20171116,12,PCA,9.497777148623722
183618,20171116,12,PM2.5,61.0
183624,20171116,13,PCA,4.306062254037363
183624,20171116,13,PM2.5,58.0
183630,20171116,14,PCA,4.173751452307254
183630,20171116,14,PM2.5,57.0
183636,20171116,15,PCA,11.551094403163864
183636,20171116,15,PM2.5,60.0
183642,20171116,16,PCA,29.37512385876733
183642,20171116,16,PM2.5,69.0
183648,20171116,17,PCA,33.86846340142251
183648,20171116,17,PM2.5,71.0
183654,20171116,18,PCA,33.66743904978792
183654,20171116,18,PM2.5,71.0
183660,20171116,19,PCA,44.07871922013599
183660,20171116,19,PM2.5,79.0
183666,20171116,20,PCA,18.342043963954406
183666,20171116,20,PM2.5,63.0
183672,20171116,21,PCA,23.416029287698116
183672,20171116,21,PM2.5,66.0
183678,20171116,22,PCA,24.74113302869347
183678,20171116,22,PM2.5,67.0
183684,20171116,23,PCA,29.768892165854865
183684,20171116,23,PM2.5,70.0
183690,20171117,0,PCA,34.36858293359947
183690,20171117,0,PM2.5,73.0
183696,20171117,1,PCA,17.893954535821205
183696,20171117,1,PM2.5,63.0
183702,20171117,2,PCA,32.17343729919632
183702,20171117,2,PM2.5,72.0
183708,20171117,3,PCA,28.60096887426324
183708,20171117,3,PM2.5,69.0
183714,20171117,4,PCA,25.17470604091509
183714,20171117,4,PM2.5,68.0
183720,20171117,5,PCA,12.92446181976388
183720,20171117,5,PM2.5,62.0
183726,20171117,6,PCA,-25.218247928425942
183726,20171117,6,PM2.5,27.0
183732,20171117,7,PCA,-43.65812397864749
183732,20171117,7,PM2.5,14.0
183738,20171117,8,PCA,-51.108818035293524
183738,20171117,8,PM2.5,9.0
183744,20171117,9,PCA,-36.162251814904266
183744,20171117,9,PM2.5,12.0
183750,20171117,10,PCA,-46.59331731868301
183750,20171117,10,PM2.5,14.0
183756,20171117,11,PCA,-47.71164852076885
183756,20171117,11,PM2.5,13.0
183762,20171117,12,PCA,-44.74111018875571
183762,20171117,12,PM2.5,14.0
183768,20171117,13,PCA,-69.26260039026054
183768,20171117,13,PM2.5,12.0
183774,20171117,14,PCA,-69.75530975321165
183774,20171117,14,PM2.5,5.0
183780,20171117,15,PCA,-78.24699282984376
183780,20171117,15,PM2.5,3.0
183786,20171117,16,PCA,-87.77136002123555
183786,20171117,16,PM2.5,3.0
183792,20171117,17,PCA,-72.62874586318841
183792,20171117,17,PM2.5,9.0
183798,20171117,18,PCA,-67.69762898663883
183798,20171117,18,PM2.5,5.0
183804,20171117,19,PCA,-70.19274307903629
183804,20171117,19,PM2.5,8.0
183810,20171117,20,PCA,-74.08657036224028
183810,20171117,20,PM2.5,3.0
183816,20171117,21,PCA,-82.21065602254475
183816,20171117,21,PM2.5,3.0
183822,20171117,22,PCA,-77.65199512602217
183822,20171117,22,PM2.5,9.0
183828,20171117,23,PCA,-81.63884439452076
183828,20171117,23,PM2.5,4.0
183834,20171118,0,PCA,-75.67893343852703
183834,20171118,0,PM2.5,9.0
183840,20171118,1,PCA,-58.46934114954957
183840,20171118,1,PM2.5,12.0
183846,20171118,2,PCA,-56.458125733033405
183846,20171118,2,PM2.5,12.0
183852,20171118,3,PCA,-75.48789245156993
183852,20171118,3,PM2.5,8.0
183858,20171118,4,PCA,-76.69694200611235
183858,20171118,4,PM2.5,11.0
183864,20171118,5,PCA,-82.99260831130579
183864,20171118,5,PM2.5,4.0
183870,20171118,6,PCA,-76.1481224488591
183870,20171118,6,PM2.5,7.0
183876,20171118,7,PCA,-71.21446752619714
183876,20171118,7,PM2.5,13.0
183882,20171118,8,PCA,-70.01091493637267
183882,20171118,8,PM2.5,12.0
183888,20171118,9,PCA,-66.56714118730868
183888,20171118,9,PM2.5,10.0
183894,20171118,10,PCA,-84.91552142174412
183894,20171118,10,PM2.5,10.0
183900,20171118,11,PCA,-86.35335196739473
183900,20171118,11,PM2.5,8.0
183906,20171118,12,PCA,-85.2184510852438
183906,20171118,12,PM2.5,8.0
183912,20171118,13,PCA,-78.27478781261496
183912,20171118,13,PM2.5,14.0
183918,20171118,14,PCA,-75.37932816025126
183918,20171118,14,PM2.5,16.0
183924,20171118,15,PCA,-78.10796166280839
183924,20171118,15,PM2.5,11.0
183930,20171118,16,PCA,-67.9144216676922
183930,20171118,16,PM2.5,18.0
183936,20171118,17,PCA,-55.91133137107926
183936,20171118,17,PM2.5,19.0
183942,20171118,18,PCA,-3.6578180802002227
183942,20171118,18,PM2.5,52.0
183948,20171118,19,PCA,89.78406291609627
183948,20171118,19,PM2.5,109.0
183954,20171118,20,PCA,81.66639710630298
183954,20171118,20,PM2.5,106.0
183960,20171118,21,PCA,80.95539700821662
183960,20171118,21,PM2.5,105.0
183966,20171118,22,PCA,72.44642880824908
183966,20171118,22,PM2.5,100.0
183972,20171118,23,PCA,76.46997462611444
183972,20171118,23,PM2.5,102.0
183978,20171119,0,PCA,61.519823179715516
183978,20171119,0,PM2.5,94.0
183984,20171119,1,PCA,39.137676199626064
183984,20171119,1,PM2.5,80.0
183990,20171119,2,PCA,55.460898272777996
183990,20171119,2,PM2.5,90.0
183996,20171119,3,PCA,18.472735423873115
183996,20171119,3,PM2.5,68.0
184002,20171119,4,PCA,13.849167467586039
184002,20171119,4,PM2.5,64.0
184008,20171119,5,PCA,16.50285720334835
184008,20171119,5,PM2.5,66.0
184014,20171119,6,PCA,35.422698257563674
184014,20171119,6,PM2.5,78.0
184020,20171119,7,PCA,44.18359807535126
184020,20171119,7,PM2.5,82.0
184026,20171119,8,PCA,40.902658290331516
184026,20171119,8,PM2.5,80.0
184032,20171119,9,PCA,22.22602565163415
184032,20171119,9,PM2.5,69.0
184038,20171119,10,PCA,41.914570446713896
184038,20171119,10,PM2.5,81.0
184044,20171119,11,PCA,58.68990939521793
184044,20171119,11,PM2.5,91.0
184050,20171119,12,PCA,81.85637252987556
184050,20171119,12,PM2.5,106.0
184056,20171119,13,PCA,-8.240224340865513
184056,20171119,13,PM2.5,53.0
184062,20171119,14,PCA,-18.542151340588866
184062,20171119,14,PM2.5,47.0
184068,20171119,15,PCA,-3.783344462103935
184068,20171119,15,PM2.5,53.0
184074,20171119,16,PCA,26.55784908220809
184074,20171119,16,PM2.5,71.0
184080,20171119,17,PCA,38.75768391008192
184080,20171119,17,PM2.5,77.0
184086,20171119,18,PCA,69.33731490811765
184086,20171119,18,PM2.5,95.0
184092,20171119,19,PCA,56.722114508654236
184092,20171119,19,PM2.5,88.0
184098,20171119,20,PCA,17.19213877001069
184098,20171119,20,PM2.5,64.0
184104,20171119,21,PCA,20.872744973948176
184104,20171119,21,PM2.5,66.0
184110,20171119,22,PCA,26.13822551192066
184110,20171119,22,PM2.5,69.0
184116,20171119,23,PCA,32.98778628914437
184116,20171119,23,PM2.5,73.0
184122,20171120,0,PCA,33.54863484164903
184122,20171120,0,PM2.5,73.5
184128,20171120,1,PCA,34.1094833941537
184128,20171120,1,PM2.5,74.0
184134,20171120,2,PCA,33.395270614710306
184134,20171120,2,PM2.5,74.0
184140,20171120,3,PCA,53.35804147381346
184140,20171120,3,PM2.5,87.0
184146,20171120,4,PCA,43.69474000692483
184146,20171120,4,PM2.5,81.0
184152,20171120,5,PCA,54.44209605564783
184152,20171120,5,PM2.5,88.0
184158,20171120,6,PCA,65.18945210437087
184158,20171120,6,PM2.5,95.0
184164,20171120,7,PCA,63.90104541255205
184164,20171120,7,PM2.5,94.0
184170,20171120,8,PCA,82.94914904995764
184170,20171120,8,PM2.5,105.0
184176,20171120,9,PCA,170.75134954991026
184176,20171120,9,PM2.5,157.0
184182,20171120,10,PCA,123.5988601252389
184182,20171120,10,PM2.5,127.0
184188,20171120,11,PCA,85.7473395132915
184188,20171120,11,PM2.5,105.5
184194,20171120,12,PCA,47.89581890134403
184194,20171120,12,PM2.5,84.0
184200,20171120,13,PCA,49.52021943709751
184200,20171120,13,PM2.5,84.0
184206,20171120,14,PCA,54.608466370260246
184206,20171120,14,PM2.5,86.0
184212,20171120,15,PCA,25.87848467474838
184212,20171120,15,PM2.5,70.0
184218,20171120,16,PCA,-12.106957707241362
184218,20171120,16,PM2.5,48.0
184224,20171120,17,PCA,13.359806466715401
184224,20171120,17,PM2.5,63.0
184230,20171120,18,PCA,33.19437255413408
184230,20171120,18,PM2.5,72.0
184236,20171120,19,PCA,68.19369165206966
184236,20171120,19,PM2.5,93.0
184242,20171120,20,PCA,52.490248092699375
184242,20171120,20,PM2.5,85.0
184248,20171120,21,PCA,32.98882888777136
184248,20171120,21,PM2.5,74.0
184254,20171120,22,PCA,32.550667747201935
184254,20171120,22,PM2.5,73.0
184260,20171120,23,PCA,47.08212659656122
184260,20171120,23,PM2.5,82.0
184266,20171121,0,PCA,38.484283740281505
184266,20171121,0,PM2.5,79.0
184272,20171121,1,PCA,61.64922300131178
184272,20171121,1,PM2.5,93.0
184278,20171121,2,PCA,84.81416226234208
184278,20171121,2,PM2.5,107.0
184284,20171121,3,PCA,81.52539995654827
184284,20171121,3,PM2.5,105.0
184290,20171121,4,PCA,78.23663765075453
184290,20171121,4,PM2.5,103.0
184296,20171121,5,PCA,81.97519600131326
184296,20171121,5,PM2.5,105.0
184302,20171121,6,PCA,87.03794095689365
184302,20171121,6,PM2.5,109.0
184308,20171121,7,PCA,97.56567426129332
184308,20171121,7,PM2.5,115.0
184314,20171121,8,PCA,104.80240247118334
184314,20171121,8,PM2.5,119.0
184320,20171121,9,PCA,107.2397342692892
184320,20171121,9,PM2.5,121.0
184326,20171121,10,PCA,126.20445980899977
184326,20171121,10,PM2.5,131.5
184332,20171121,11,PCA,145.1691853487104
184332,20171121,11,PM2.5,142.0
184338,20171121,12,PCA,177.48681296163386
184338,20171121,12,PM2.5,162.0
184344,20171121,13,PCA,165.30168733312928
184344,20171121,13,PM2.5,153.0
184362,20171121,16,PCA,-3.470905094363482
184362,20171121,16,PM2.5,13.0
184368,20171121,17,PCA,-21.976461698591248
184368,20171121,17,PM2.5,17.0
184374,20171121,18,PCA,-27.138112490814
184374,20171121,18,PM2.5,15.0
184380,20171121,19,PCA,-18.2363510307218
184380,20171121,19,PM2.5,16.0
184386,20171121,20,PCA,-26.478834767352073
184386,20171121,20,PM2.5,13.5
184392,20171121,21,PCA,-34.72131850398237
184392,20171121,21,PM2.5,11.0
184398,20171121,22,PCA,-47.047040633428686
184398,20171121,22,PM2.5,9.0
184404,20171121,23,PCA,-54.02089941320519
184404,20171121,23,PM2.5,8.0
184410,20171122,0,PCA,-56.86065626283346
184410,20171122,0,PM2.5,16.0
184416,20171122,1,PCA,-66.20574484495316
184416,20171122,1,PM2.5,11.5
184422,20171122,2,PCA,-75.5508334270729
184422,20171122,2,PM2.5,7.0
184428,20171122,3,PCA,-75.6923791412873
184428,20171122,3,PM2.5,5.0
184434,20171122,4,PCA,-70.5790318968547
184434,20171122,4,PM2.5,10.0
184440,20171122,5,PCA,-68.9296290508219
184440,20171122,5,PM2.5,12.0
184446,20171122,6,PCA,-72.87329420866108
184446,20171122,6,PM2.5,7.0
184452,20171122,7,PCA,-65.51569620755279
184452,20171122,7,PM2.5,10.0
184458,20171122,8,PCA,-61.73885311805964
184458,20171122,8,PM2.5,9.0
184464,20171122,9,PCA,-55.05085233298296
184464,20171122,9,PM2.5,12.0
184470,20171122,10,PCA,-66.21455781402213
184470,20171122,10,PM2.5,16.0
184476,20171122,11,PCA,-82.50914688538627
184476,20171122,11,PM2.5,10.0
184482,20171122,12,PCA,-63.96959415427058
184482,20171122,12,PM2.5,9.0
184488,20171122,13,PCA,-57.37246920250576
184488,20171122,13,PM2.5,11.0
184494,20171122,14,PCA,-57.204968760008875
184494,20171122,14,PM2.5,10.0
184500,20171122,15,PCA,-57.037468317511994
184500,20171122,15,PM2.5,9.0
184506,20171122,16,PCA,-37.22745109077056
184506,20171122,16,PM2.5,7.0
184512,20171122,17,PCA,-56.128173156786
184512,20171122,17,PM2.5,5.0
184518,20171122,18,PCA,-66.78409041759348
184518,20171122,18,PM2.5,4.0
184524,20171122,19,PCA,-72.98656327590089
184524,20171122,19,PM2.5,4.0
184530,20171122,20,PCA,-69.53084513121397
184530,20171122,20,PM2.5,4.0
184536,20171122,21,PCA,-71.8894656028787
184536,20171122,21,PM2.5,8.0
184542,20171122,22,PCA,-73.73166765628524
184542,20171122,22,PM2.5,10.0
184548,20171122,23,PCA,-73.91167068047753
184548,20171122,23,PM2.5,5.0
184554,20171123,0,PCA,-70.2957101611772
184554,20171123,0,PM2.5,13.0
184560,20171123,1,PCA,-74.43726216898912
184560,20171123,1,PM2.5,6.0
184566,20171123,2,PCA,-70.04519053679994
184566,20171123,2,PM2.5,10.0
184572,20171123,3,PCA,-71.21007286192071
184572,20171123,3,PM2.5,10.0
184578,20171123,4,PCA,-69.52331639366346
184578,20171123,4,PM2.5,8.0
184584,20171123,5,PCA,-82.84812345977686
184584,20171123,5,PM2.5,6.0
184590,20171123,6,PCA,-81.18139585983076
184590,20171123,6,PM2.5,7.0
184596,20171123,7,PCA,-67.68376294641807
184596,20171123,7,PM2.5,14.0
184602,20171123,8,PCA,-55.41122950434218
184602,20171123,8,PM2.5,17.0
184608,20171123,9,PCA,-76.87572764173015
184608,20171123,9,PM2.5,11.0
184614,20171123,10,PCA,-87.13929533246616
184614,20171123,10,PM2.5,7.0
184620,20171123,11,PCA,-85.67769797073805
184620,20171123,11,PM2.5,9.0
184626,20171123,12,PCA,-81.2258563481841
184626,20171123,12,PM2.5,12.0
184632,20171123,13,PCA,-56.62419574297025
184632,20171123,13,PM2.5,10.0
184638,20171123,14,PCA,-33.96126160149741
184638,20171123,14,PM2.5,12.0
184644,20171123,15,PCA,-47.446211110681524
184644,20171123,15,PM2.5,16.0
184650,20171123,16,PCA,-39.36307999844171
184650,20171123,16,PM2.5,18.0
184656,20171123,17,PCA,-55.99594084592416
184656,20171123,17,PM2.5,15.5
184662,20171123,18,PCA,-72.6288016934066
184662,20171123,18,PM2.5,13.0
184668,20171123,19,PCA,-79.09363519291836
184668,20171123,19,PM2.5,7.0
184674,20171123,20,PCA,-80.11331203232733
184674,20171123,20,PM2.5,3.0
184680,20171123,21,PCA,-79.03088439427646
184680,20171123,21,PM2.5,8.0
184686,20171123,22,PCA,-65.421807666493
184686,20171123,22,PM2.5,10.0
184692,20171123,23,PCA,-60.41868572934013
184692,20171123,23,PM2.5,13.0
184698,20171124,0,PCA,-57.510257322751535
184698,20171124,0,PM2.5,12.0
184704,20171124,1,PCA,-62.80593336787172
184704,20171124,1,PM2.5,14.0
184710,20171124,2,PCA,-66.22291318064293
184710,20171124,2,PM2.5,12.0
184716,20171124,3,PCA,-69.63989299341412
184716,20171124,3,PM2.5,10.0
184722,20171124,4,PCA,-75.89309471267902
184722,20171124,4,PM2.5,8.0
184728,20171124,5,PCA,-75.74605203374665
184728,20171124,5,PM2.5,8.0
184734,20171124,6,PCA,-76.21319103959449
184734,20171124,6,PM2.5,8.0
184740,20171124,7,PCA,-61.538389159893185
184740,20171124,7,PM2.5,15.0
184746,20171124,8,PCA,-59.99520874794047
184746,20171124,8,PM2.5,15.0
184752,20171124,9,PCA,-69.03665412474496
184752,20171124,9,PM2.5,14.0
184758,20171124,10,PCA,-78.07809950154945
184758,20171124,10,PM2.5,13.0
184764,20171124,11,PCA,-86.16941784656655
184764,20171124,11,PM2.5,8.0
184770,20171124,12,PCA,-84.27886760729216
184770,20171124,12,PM2.5,10.0
184776,20171124,13,PCA,-84.49620805406862
184776,20171124,13,PM2.5,9.0
184782,20171124,14,PCA,-76.81166174118393
184782,20171124,14,PM2.5,12.0
184788,20171124,15,PCA,-77.24870385051693
184788,20171124,15,PM2.5,10.0
184794,20171124,16,PCA,-61.24655422067738
184794,20171124,16,PM2.5,15.0
184800,20171124,17,PCA,-45.244404590837824
184800,20171124,17,PM2.5,20.0
184806,20171124,18,PCA,-28.873051758718066
184806,20171124,18,PM2.5,27.0
184812,20171124,19,PCA,-22.662431298211278
184812,20171124,19,PM2.5,34.0
184818,20171124,20,PCA,-11.265432454972352
184818,20171124,20,PM2.5,43.0
184824,20171124,21,PCA,6.424476823690734
184824,20171124,21,PM2.5,53.0
184830,20171124,22,PCA,-27.307172059681722
184830,20171124,22,PM2.5,21.0
184836,20171124,23,PCA,-36.29804680164926
184836,20171124,23,PM2.5,19.0
184842,20171125,0,PCA,-42.44988719072792
184842,20171125,0,PM2.5,22.0
184848,20171125,2,PCA,-49.36422949333177
184848,20171125,2,PM2.5,21.0
184854,20171125,3,PCA,-56.278571795935655
184854,20171125,3,PM2.5,20.0
184860,20171125,4,PCA,-45.1525272099898
184860,20171125,4,PM2.5,25.5
184866,20171125,8,PCA,-34.02648262404397
184866,20171125,8,PM2.5,31.0
184872,20171125,9,PCA,15.350447512268337
184872,20171125,9,PM2.5,64.0
184878,20171125,10,PCA,15.136046590498825
184878,20171125,10,PM2.5,63.0
184884,20171125,11,PCA,-9.923118913798977
184884,20171125,11,PM2.5,48.0
184890,20171125,12,PCA,-37.348902132570444
184890,20171125,12,PM2.5,32.0
184896,20171125,13,PCA,-66.39558921187495
184896,20171125,13,PM2.5,14.0
184902,20171125,14,PCA,-69.12999322319259
184902,20171125,14,PM2.5,12.0
184908,20171125,15,PCA,-64.44219332280488
184908,20171125,15,PM2.5,13.0
184914,20171125,16,PCA,-66.76007033857431
184914,20171125,16,PM2.5,12.0
184920,20171125,17,PCA,-67.51752194944325
184920,20171125,17,PM2.5,15.0
184926,20171125,18,PCA,-53.20507350039059
184926,20171125,18,PM2.5,21.5
184932,20171125,19,PCA,-38.892625051337966
184932,20171125,19,PM2.5,28.0
184938,20171125,20,PCA,-42.886152014559684
184938,20171125,20,PM2.5,24.0
184944,20171125,21,PCA,-39.61523776498976
184944,20171125,21,PM2.5,20.0
184950,20171125,22,PCA,-38.50917922333555
184950,20171125,22,PM2.5,23.0
184956,20171125,23,PCA,-31.928427449844992
184956,20171125,23,PM2.5,31.0
184962,20171126,0,PCA,-81.71894824033082
184962,20171126,0,PM2.5,11.0
184968,20171126,1,PCA,-65.9868695699354
184968,20171126,1,PM2.5,4.0
184974,20171126,2,PCA,-87.41779949776893
184974,20171126,2,PM2.5,6.0
184980,20171126,3,PCA,-87.6008041111489
184980,20171126,3,PM2.5,5.0
184986,20171126,4,PCA,-88.67006760263607
184986,20171126,4,PM2.5,3.0
184992,20171126,5,PCA,-87.90055850496539
184992,20171126,5,PM2.5,4.0
184998,20171126,6,PCA,-85.67761881941482
184998,20171126,6,PM2.5,8.0
185004,20171126,7,PCA,-86.49789690843062
185004,20171126,7,PM2.5,6.0
185010,20171126,8,PCA,-86.28310970778733
185010,20171126,8,PM2.5,3.0
185016,20171126,9,PCA,-87.16611924596802
185016,20171126,9,PM2.5,5.0
185022,20171126,10,PCA,-86.57456266819565
185022,20171126,10,PM2.5,6.0
185028,20171126,11,PCA,-87.75500490515806
185028,20171126,11,PM2.5,4.0
185034,20171126,12,PCA,-86.24276416336335
185034,20171126,12,PM2.5,6.0
185040,20171126,13,PCA,-84.73052342156856
185040,20171126,13,PM2.5,8.0
185046,20171126,14,PCA,-84.32688652873182
185046,20171126,14,PM2.5,8.0
185052,20171126,15,PCA,-85.03691698898231
185052,20171126,15,PM2.5,5.0
185058,20171126,16,PCA,-83.20530251490126
185058,20171126,16,PM2.5,7.0
185064,20171126,17,PCA,-78.51428882370448
185064,20171126,17,PM2.5,6.0
185070,20171126,18,PCA,-68.91569474022172
185070,20171126,18,PM2.5,16.0
185076,20171126,19,PCA,-59.63241657165881
185076,20171126,19,PM2.5,21.0
185082,20171126,20,PCA,-49.81508688180452
185082,20171126,20,PM2.5,22.0
185088,20171126,21,PCA,-52.11000626646856
185088,20171126,21,PM2.5,20.0
185094,20171126,22,PCA,-56.5935908457079
185094,20171126,22,PM2.5,17.0
185100,20171126,23,PCA,-49.7088243173368
185100,20171126,23,PM2.5,23.0
185106,20171127,0,PCA,-43.737606866928985
185106,20171127,0,PM2.5,23.0
185112,20171127,1,PCA,-28.689692797279964
185112,20171127,1,PM2.5,32.0
185118,20171127,2,PCA,22.348821991438474
185118,20171127,2,PM2.5,69.0
185124,20171127,3,PCA,18.720609270635574
185124,20171127,3,PM2.5,67.0
185130,20171127,4,PCA,-9.226733620307224
185130,20171127,4,PM2.5,49.0
185136,20171127,5,PCA,-16.18584593250296
185136,20171127,5,PM2.5,45.0
185142,20171127,6,PCA,-23.184788680446864
185142,20171127,6,PM2.5,39.0
185148,20171127,7,PCA,15.965963689575672
185148,20171127,7,PM2.5,63.0
185154,20171127,8,PCA,25.289267398564768
185154,20171127,8,PM2.5,70.0
185160,20171127,9,PCA,-3.369603229040747
185160,20171127,9,PM2.5,52.0
185166,20171127,10,PCA,4.983263422371867
185166,20171127,10,PM2.5,57.0
185172,20171127,11,PCA,4.468692087979769
185172,20171127,11,PM2.5,57.0
185178,20171127,12,PCA,3.9541207535876723
185178,20171127,12,PM2.5,57.0
185184,20171127,13,PCA,5.772086079481071
185184,20171127,13,PM2.5,60.0
185190,20171127,14,PCA,17.049911186969496
185190,20171127,14,PM2.5,67.0
185196,20171127,15,PCA,29.16820420445837
185196,20171127,15,PM2.5,73.0
185202,20171127,16,PCA,35.14754990758851
185202,20171127,16,PM2.5,75.0
185208,20171127,17,PCA,32.11151467865597
185208,20171127,17,PM2.5,72.0
185214,20171127,18,PCA,45.445375995733976
185214,20171127,18,PM2.5,80.5
185220,20171127,19,PCA,58.77923731281198
185220,20171127,19,PM2.5,89.0
185226,20171127,20,PCA,31.048440773861813
185226,20171127,20,PM2.5,72.0
185232,20171127,21,PCA,45.37737749536457
185232,20171127,21,PM2.5,81.0
185238,20171127,22,PCA,29.21014860505765
185238,20171127,22,PM2.5,71.0
185244,20171127,23,PCA,42.06529932465496
185244,20171127,23,PM2.5,79.0
185250,20171128,0,PCA,43.222105289273195
185250,20171128,0,PM2.5,80.0
185256,20171128,1,PCA,40.204163868838414
185256,20171128,1,PM2.5,78.0
185262,20171128,2,PCA,30.627519257499355
185262,20171128,2,PM2.5,72.0
185268,20171128,3,PCA,36.78015187880536
185268,20171128,3,PM2.5,76.0
185274,20171128,4,PCA,57.739800789814005
185274,20171128,4,PM2.5,89.0
185280,20171128,5,PCA,40.58050980871454
185280,20171128,5,PM2.5,79.0
185286,20171128,6,PCA,46.43667478780433
185286,20171128,6,PM2.5,83.0
185292,20171128,7,PCA,58.983029872060634
185292,20171128,7,PM2.5,90.0
185298,20171128,8,PCA,25.901762171027244
185298,20171128,8,PM2.5,70.0
185304,20171128,9,PCA,3.0276534927093444
185304,20171128,9,PM2.5,40.0
185310,20171128,10,PCA,-19.668283842433798
