,date,hour,type,昌平
286398,20191113,17,PCA,-79.31076393788321
286398,20191113,17,PM2.5,5.0
286404,20191113,18,PCA,-69.34538638214337
286404,20191113,18,PM2.5,9.0
286410,20191113,19,PCA,-67.40445539600698
286410,20191113,19,PM2.5,9.0
286416,20191113,20,PCA,-70.8055733162599
286416,20191113,20,PM2.5,11.0
286422,20191113,21,PCA,-67.35490726505465
286422,20191113,21,PM2.5,10.0
286428,20191113,22,PCA,-74.5345527462646
286428,20191113,22,PM2.5,7.0
286434,20191113,23,PCA,-51.30159913703995
286434,20191113,23,PM2.5,10.0
286440,20191114,0,PCA,-49.74200745750115
286440,20191114,0,PM2.5,18.0
286446,20191114,1,PCA,-67.73338200439068
286446,20191114,1,PM2.5,13.0
286452,20191114,2,PCA,-78.03879572932338
286452,20191114,2,PM2.5,6.0
286458,20191114,3,PCA,-73.748107748806
286458,20191114,3,PM2.5,8.0
286464,20191114,4,PCA,-74.03977291083574
286464,20191114,4,PM2.5,9.0
286470,20191114,5,PCA,-71.17468133666321
286470,20191114,5,PM2.5,10.0
286476,20191114,6,PCA,-50.681490572096
286476,20191114,6,PM2.5,13.0
286482,20191114,7,PCA,-45.929933076851455
286482,20191114,7,PM2.5,20.0
286488,20191114,8,PCA,-45.08530455950143
286488,20191114,8,PM2.5,15.0
286494,20191114,9,PCA,-29.924611183335042
286494,20191114,9,PM2.5,24.0
286500,20191114,10,PCA,-44.10472987491576
286500,20191114,10,PM2.5,19.0
286506,20191114,11,PCA,-44.13554282434323
286506,20191114,11,PM2.5,21.0
286512,20191114,12,PCA,-50.174220840248864
286512,20191114,12,PM2.5,22.0
286530,20191114,15,PCA,-39.92757899347779
286530,20191114,15,PM2.5,20.0
286536,20191114,16,PCA,-31.345196236228123
286536,20191114,16,PM2.5,29.0
286542,20191114,17,PCA,-22.98085051935794
286542,20191114,17,PM2.5,35.0
286548,20191114,18,PCA,-18.775887168228174
286548,20191114,18,PM2.5,37.0
286554,20191114,19,PCA,-6.992519856037851
286554,20191114,19,PM2.5,46.0
286560,20191114,20,PCA,-14.64776622936749
286560,20191114,20,PM2.5,42.0
286566,20191114,21,PCA,-25.208051675424628
286566,20191114,21,PM2.5,35.0
286572,20191114,22,PCA,-28.781586629732065
286572,20191114,22,PM2.5,32.0
286578,20191114,23,PCA,-34.047067167704554
286578,20191114,23,PM2.5,29.0
286584,20191115,0,PCA,-30.42702122074984
286584,20191115,0,PM2.5,32.0
286590,20191115,1,PCA,-37.41228152392248
286590,20191115,1,PM2.5,27.0
286596,20191115,2,PCA,-30.563514841482586
286596,20191115,2,PM2.5,31.0
286602,20191115,3,PCA,-30.557110690802006
286602,20191115,3,PM2.5,31.0
286608,20191115,4,PCA,-15.85373790557496
286608,20191115,4,PM2.5,41.0
286614,20191115,5,PCA,-25.57005251678203
286614,20191115,5,PM2.5,34.0
286620,20191115,6,PCA,-33.064181906644436
286620,20191115,6,PM2.5,27.0
286626,20191115,7,PCA,-36.97831321146389
286626,20191115,7,PM2.5,24.0
286632,20191115,8,PCA,-31.300409345622587
286632,20191115,8,PM2.5,27.0
286638,20191115,9,PCA,-23.43299544128402
286638,20191115,9,PM2.5,30.0
286644,20191115,10,PCA,-5.268060542008636
286644,20191115,10,PM2.5,43.0
286650,20191115,11,PCA,-5.778535270820546
286650,20191115,11,PM2.5,44.0
286656,20191115,12,PCA,-3.857633152995297
286656,20191115,12,PM2.5,47.0
286662,20191115,13,PCA,3.0043127661965703
286662,20191115,13,PM2.5,55.0
286668,20191115,14,PCA,-0.9678425365833124
286668,20191115,14,PM2.5,48.0
286674,20191115,15,PCA,-4.782890604045361
286674,20191115,15,PM2.5,47.0
286680,20191115,16,PCA,-4.650853346357805
286680,20191115,16,PM2.5,49.0
286686,20191115,17,PCA,-6.954099348091506
286686,20191115,17,PM2.5,47.0
286692,20191115,18,PCA,-4.032332361339205
286692,20191115,18,PM2.5,48.0
286698,20191115,19,PCA,-5.532312462992246
286698,20191115,19,PM2.5,48.0
286704,20191115,20,PCA,-6.7283932633097825
286704,20191115,20,PM2.5,48.0
286710,20191115,21,PCA,12.141844661327152
286710,20191115,21,PM2.5,55.0
286716,20191115,22,PCA,-1.2401733148334029
286716,20191115,22,PM2.5,49.0
286722,20191115,23,PCA,-6.525261780628084
286722,20191115,23,PM2.5,47.0
286728,20191116,0,PCA,-8.35687736416115
286728,20191116,0,PM2.5,46.0
286734,20191116,1,PCA,-14.740827235597664
286734,20191116,1,PM2.5,42.0
286740,20191116,2,PCA,-20.683590090182104
286740,20191116,2,PM2.5,39.0
286746,20191116,3,PCA,-19.936901601690675
286746,20191116,3,PM2.5,42.0
286752,20191116,4,PCA,-20.998212883317233
286752,20191116,4,PM2.5,41.0
286758,20191116,5,PCA,-15.086575543138398
286758,20191116,5,PM2.5,47.0
286764,20191116,6,PCA,-27.994059656363326
286764,20191116,6,PM2.5,39.0
286770,20191116,7,PCA,-19.194395932201882
286770,20191116,7,PM2.5,45.0
286776,20191116,8,PCA,-10.883969436160703
286776,20191116,8,PM2.5,47.0
286782,20191116,9,PCA,-6.15118725282866
286782,20191116,9,PM2.5,52.0
286788,20191116,10,PCA,-3.6364068621963557
286788,20191116,10,PM2.5,53.0
286794,20191116,11,PCA,-3.9753760022051483
286794,20191116,11,PM2.5,53.0
286800,20191116,12,PCA,-9.52425581791661
286800,20191116,12,PM2.5,50.0
286806,20191116,13,PCA,-2.915553799703659
286806,20191116,13,PM2.5,54.0
286812,20191116,14,PCA,-2.520975776489428
286812,20191116,14,PM2.5,54.0
286818,20191116,15,PCA,17.750027705804495
286818,20191116,15,PM2.5,67.0
286824,20191116,16,PCA,19.377442558567726
286824,20191116,16,PM2.5,68.0
286830,20191116,17,PCA,16.42384234524654
286830,20191116,17,PM2.5,65.0
286836,20191116,18,PCA,14.889449477777877
286836,20191116,18,PM2.5,64.0
286842,20191116,19,PCA,25.2723993464067
286842,20191116,19,PM2.5,71.0
286848,20191116,20,PCA,26.651484760104257
286848,20191116,20,PM2.5,72.0
286854,20191116,21,PCA,20.665561725607766
286854,20191116,21,PM2.5,68.0
286860,20191116,22,PCA,10.081587505344363
286860,20191116,22,PM2.5,61.0
286866,20191116,23,PCA,3.6380459053088843
286866,20191116,23,PM2.5,57.0
286872,20191117,0,PCA,16.120698117759247
286872,20191117,0,PM2.5,65.0
286878,20191117,1,PCA,-2.714778451722009
286878,20191117,1,PM2.5,50.0
286884,20191117,2,PCA,-8.202479458718896
286884,20191117,2,PM2.5,48.0
286890,20191117,3,PCA,-6.021929789043897
286890,20191117,3,PM2.5,52.0
286896,20191117,4,PCA,-14.912370236074603
286896,20191117,4,PM2.5,45.0
286902,20191117,5,PCA,-14.309471614770851
286902,20191117,5,PM2.5,46.0
286908,20191117,6,PCA,-13.706572993467105
286908,20191117,6,PM2.5,47.0
286914,20191117,7,PCA,-8.385522593224776
286914,20191117,7,PM2.5,50.0
286920,20191117,8,PCA,-2.603006194714303
286920,20191117,8,PM2.5,54.0
286926,20191117,9,PCA,43.69350744379693
286926,20191117,9,PM2.5,84.0
286932,20191117,10,PCA,49.49572977112015
286932,20191117,10,PM2.5,88.0
286938,20191117,11,PCA,51.26711003412304
286938,20191117,11,PM2.5,89.0
286944,20191117,12,PCA,39.66767845202273
286944,20191117,12,PM2.5,82.0
286950,20191117,13,PCA,41.05319194714819
286950,20191117,13,PM2.5,82.0
286956,20191117,14,PCA,-0.8378622704470193
286956,20191117,14,PM2.5,54.0
286962,20191117,15,PCA,20.099560550005062
286962,20191117,15,PM2.5,37.0
286968,20191117,16,PCA,84.8114240215277
286968,20191117,16,PM2.5,56.0
286974,20191117,17,PCA,115.63107590375617
286974,20191117,17,PM2.5,67.0
286980,20191117,18,PCA,146.73169110006242
286980,20191117,18,PM2.5,60.0
286986,20191117,19,PCA,246.135568766688
286986,20191117,19,PM2.5,84.0
286992,20191117,20,PCA,225.70213823667206
286992,20191117,20,PM2.5,67.0
286998,20191117,21,PCA,51.78499217748727
286998,20191117,21,PM2.5,36.0
287004,20191117,22,PCA,-4.080756057091303
287004,20191117,22,PM2.5,19.0
287010,20191117,23,PCA,-6.301314567742461
287010,20191117,23,PM2.5,16.0
287016,20191118,0,PCA,-5.681169844038893
287016,20191118,0,PM2.5,20.0
287022,20191118,1,PCA,-11.234230116386746
287022,20191118,1,PM2.5,13.0
287028,20191118,2,PCA,-21.105870853203967
287028,20191118,2,PM2.5,17.0
287034,20191118,3,PCA,-27.359922497470876
287034,20191118,3,PM2.5,19.0
287040,20191118,4,PCA,-42.91519389685147
287040,20191118,4,PM2.5,10.0
287046,20191118,5,PCA,-55.092981251591056
287046,20191118,5,PM2.5,9.0
287052,20191118,6,PCA,-61.79139296348919
287052,20191118,6,PM2.5,7.0
287058,20191118,7,PCA,-57.993976389798576
287058,20191118,7,PM2.5,12.0
287064,20191118,8,PCA,-54.90492454472937
287064,20191118,8,PM2.5,11.0
287070,20191118,9,PCA,-42.37893549986291
287070,20191118,9,PM2.5,17.0
287076,20191118,10,PCA,-36.428103262778556
287076,20191118,10,PM2.5,14.0
287082,20191118,11,PCA,-29.110340422150916
287082,20191118,11,PM2.5,23.0
287088,20191118,12,PCA,-6.195730110337702
287088,20191118,12,PM2.5,33.0
287094,20191118,13,PCA,2.4927589498090104
287094,20191118,13,PM2.5,30.0
287100,20191118,14,PCA,11.145419015973683
287100,20191118,14,PM2.5,36.0
287106,20191118,15,PCA,3.0549916572789355
287106,20191118,15,PM2.5,33.0
287124,20191118,18,PCA,-34.08088127450571
287124,20191118,18,PM2.5,18.0
287130,20191118,19,PCA,-31.837713246844643
287130,20191118,19,PM2.5,16.0
287136,20191118,20,PCA,-20.389484951026272
287136,20191118,20,PM2.5,27.0
287142,20191118,21,PCA,-9.997551392470122
287142,20191118,21,PM2.5,33.0
287148,20191118,22,PCA,-12.885577776452726
287148,20191118,22,PM2.5,33.0
287154,20191118,23,PCA,-23.482619251741333
287154,20191118,23,PM2.5,25.0
287160,20191119,0,PCA,-49.6437386640241
287160,20191119,0,PM2.5,9.0
287166,20191119,1,PCA,-58.71199869048755
287166,20191119,1,PM2.5,12.0
287172,20191119,2,PCA,-67.57619314555082
287172,20191119,2,PM2.5,7.0
287178,20191119,3,PCA,-66.16786015069812
287178,20191119,3,PM2.5,6.0
287184,20191119,4,PCA,-76.87089200915864
287184,20191119,4,PM2.5,6.0
287190,20191119,5,PCA,-76.37932188307833
287190,20191119,5,PM2.5,1.0
287196,20191119,6,PCA,-68.03078841005879
287196,20191119,6,PM2.5,4.0
287202,20191119,7,PCA,-54.64385647179476
287202,20191119,7,PM2.5,11.0
287208,20191119,8,PCA,-58.98680252278231
287208,20191119,8,PM2.5,8.0
287214,20191119,9,PCA,-59.45080903936159
287214,20191119,9,PM2.5,8.0
287220,20191119,10,PCA,-54.65667028535891
287220,20191119,10,PM2.5,10.0
287226,20191119,11,PCA,-72.77855635224157
287226,20191119,11,PM2.5,7.0
287232,20191119,12,PCA,-84.06903764897676
287232,20191119,12,PM2.5,2.0
287238,20191119,13,PCA,-81.38681663826661
287238,20191119,13,PM2.5,11.0
287244,20191119,14,PCA,-85.37114770993963
287244,20191119,14,PM2.5,8.0
287250,20191119,15,PCA,-47.446308611862314
287250,20191119,15,PM2.5,18.0
287256,20191119,16,PCA,-40.903106962387035
287256,20191119,16,PM2.5,25.0
287262,20191119,17,PCA,-32.92300291196257
287262,20191119,17,PM2.5,25.0
287268,20191119,18,PCA,-14.36318324961484
287268,20191119,18,PM2.5,35.0
287274,20191119,19,PCA,-5.755423165234505
287274,20191119,19,PM2.5,41.0
287280,20191119,20,PCA,-2.8575823379713974
287280,20191119,20,PM2.5,44.0
287286,20191119,21,PCA,-14.177104839360398
287286,20191119,21,PM2.5,41.0
287292,20191119,22,PCA,-21.888714060291655
287292,20191119,22,PM2.5,36.0
287298,20191119,23,PCA,-21.79064109096744
287298,20191119,23,PM2.5,38.0
287304,20191120,0,PCA,-20.6902520850747
287304,20191120,0,PM2.5,37.0
287310,20191120,1,PCA,-20.59384137556132
287310,20191120,1,PM2.5,37.0
287316,20191120,2,PCA,-21.517864941671316
287316,20191120,2,PM2.5,37.0
287322,20191120,3,PCA,-11.425275210962916
287322,20191120,3,PM2.5,42.0
287328,20191120,4,PCA,-11.881131153334291
287328,20191120,4,PM2.5,41.0
287334,20191120,5,PCA,-13.061748933348698
287334,20191120,5,PM2.5,41.0
287340,20191120,6,PCA,-17.744868785097566
287340,20191120,6,PM2.5,38.0
287346,20191120,7,PCA,-18.031755897497916
287346,20191120,7,PM2.5,38.0
287352,20191120,8,PCA,-13.892117372053805
287352,20191120,8,PM2.5,41.0
287358,20191120,9,PCA,-4.886490293954919
287358,20191120,9,PM2.5,46.0
287364,20191120,10,PCA,2.5424898132738454
287364,20191120,10,PM2.5,52.0
287370,20191120,11,PCA,1.9479929887349814
287370,20191120,11,PM2.5,52.0
287376,20191120,12,PCA,3.2962269318792194
287376,20191120,12,PM2.5,58.0
287382,20191120,13,PCA,5.013625522179932
287382,20191120,13,PM2.5,59.0
287388,20191120,14,PCA,5.6256215342320885
287388,20191120,14,PM2.5,57.0
287394,20191120,15,PCA,19.97933798987252
287394,20191120,15,PM2.5,68.0
287400,20191120,16,PCA,31.04119466690274
287400,20191120,16,PM2.5,74.0
287406,20191120,17,PCA,23.635868284572634
287406,20191120,17,PM2.5,66.0
287412,20191120,18,PCA,28.638213935843734
287412,20191120,18,PM2.5,71.0
287418,20191120,19,PCA,35.398561139566446
287418,20191120,19,PM2.5,76.0
287424,20191120,20,PCA,25.534235321043216
287424,20191120,20,PM2.5,70.0
287430,20191120,21,PCA,24.67218576788363
287430,20191120,21,PM2.5,70.0
287436,20191120,22,PCA,20.638747964676313
287436,20191120,22,PM2.5,68.0
287442,20191120,23,PCA,20.98840318481089
287442,20191120,23,PM2.5,68.0
287448,20191121,0,PCA,16.444333671746183
287448,20191121,0,PM2.5,65.0
287454,20191121,1,PCA,21.332622782648677
287454,20191121,1,PM2.5,67.0
287460,20191121,2,PCA,33.593912681993444
287460,20191121,2,PM2.5,74.0
287466,20191121,3,PCA,32.932887480468445
287466,20191121,3,PM2.5,74.0
287472,20191121,4,PCA,23.440143033118446
287472,20191121,4,PM2.5,69.0
287478,20191121,5,PCA,25.91674015762515
287478,20191121,5,PM2.5,69.0
287484,20191121,6,PCA,35.87027954964938
287484,20191121,6,PM2.5,74.0
287490,20191121,7,PCA,42.71586985295402
287490,20191121,7,PM2.5,78.0
287496,20191121,8,PCA,45.90839015925659
287496,20191121,8,PM2.5,81.0
287502,20191121,9,PCA,40.206423111999946
287502,20191121,9,PM2.5,79.0
287508,20191121,10,PCA,52.0699836491946
287508,20191121,10,PM2.5,84.0
287514,20191121,11,PCA,67.13525927478847
287514,20191121,11,PM2.5,94.0
287520,20191121,12,PCA,63.22150237717808
287520,20191121,12,PM2.5,90.0
287526,20191121,13,PCA,57.66834063202142
287526,20191121,13,PM2.5,87.0
287532,20191121,14,PCA,55.6091419572022
287532,20191121,14,PM2.5,88.0
287538,20191121,15,PCA,57.75768596525607
287538,20191121,15,PM2.5,91.0
287544,20191121,16,PCA,67.29729943170965
287544,20191121,16,PM2.5,96.0
287550,20191121,17,PCA,74.04357469326372
287550,20191121,17,PM2.5,100.0
287556,20191121,18,PCA,85.17887318667948
287556,20191121,18,PM2.5,106.0
287562,20191121,19,PCA,108.40701043803428
287562,20191121,19,PM2.5,120.0
287568,20191121,20,PCA,95.71526988492128
287568,20191121,20,PM2.5,113.0
287574,20191121,21,PCA,72.84234651718778
287574,20191121,21,PM2.5,99.0
287580,20191121,22,PCA,70.02939992230664
287580,20191121,22,PM2.5,97.0
287586,20191121,23,PCA,80.41155569615167
287586,20191121,23,PM2.5,104.0
287592,20191122,0,PCA,78.57326352734748
287592,20191122,0,PM2.5,103.0
287598,20191122,1,PCA,93.35817923241153
287598,20191122,1,PM2.5,112.0
287604,20191122,2,PCA,93.73140018556246
287604,20191122,2,PM2.5,113.0
287610,20191122,3,PCA,94.59344973872203
287610,20191122,3,PM2.5,113.0
287616,20191122,4,PCA,96.47444448837993
287616,20191122,4,PM2.5,113.0
287622,20191122,5,PCA,107.46687156259306
287622,20191122,5,PM2.5,120.0
287628,20191122,6,PCA,105.1334696842896
287628,20191122,6,PM2.5,119.0
287634,20191122,7,PCA,112.63794815874252
287634,20191122,7,PM2.5,125.0
287640,20191122,8,PCA,125.95129049648217
287640,20191122,8,PM2.5,133.0
287646,20191122,9,PCA,143.04571933203437
287646,20191122,9,PM2.5,143.0
287652,20191122,10,PCA,143.64720419737046
287652,20191122,10,PM2.5,143.0
287658,20191122,11,PCA,145.12297386462393
287658,20191122,11,PM2.5,143.0
287664,20191122,12,PCA,156.54209457322182
287664,20191122,12,PM2.5,149.0
287670,20191122,13,PCA,164.71782562081523
287670,20191122,13,PM2.5,154.0
287676,20191122,14,PCA,175.98744493351987
287676,20191122,14,PM2.5,162.0
287682,20191122,15,PCA,170.42625579880738
287682,20191122,15,PM2.5,157.0
287688,20191122,16,PCA,164.36252529547627
287688,20191122,16,PM2.5,152.0
287694,20191122,17,PCA,165.69668790609418
287694,20191122,17,PM2.5,153.0
287700,20191122,18,PCA,165.439299597406
287700,20191122,18,PM2.5,153.0
287706,20191122,19,PCA,193.06385689299339
287706,20191122,19,PM2.5,172.0
287712,20191122,20,PCA,186.73785916817823
287712,20191122,20,PM2.5,168.0
287718,20191122,21,PCA,193.53755814001943
287718,20191122,21,PM2.5,173.0
287724,20191122,22,PCA,187.80478050570153
287724,20191122,22,PM2.5,169.0
287730,20191122,23,PCA,186.23134732564048
287730,20191122,23,PM2.5,168.0
287736,20191123,0,PCA,163.97325985336892
287736,20191123,0,PM2.5,154.0
287742,20191123,1,PCA,160.6072514023672
287742,20191123,1,PM2.5,152.0
287748,20191123,2,PCA,157.57056021002902
287748,20191123,2,PM2.5,149.0
287754,20191123,3,PCA,170.02311949759252
287754,20191123,3,PM2.5,157.0
287760,20191123,4,PCA,169.50528954227073
287760,20191123,4,PM2.5,156.0
287766,20191123,5,PCA,165.0738249021234
287766,20191123,5,PM2.5,154.0
287772,20191123,6,PCA,160.52896129427486
287772,20191123,6,PM2.5,151.0
287778,20191123,7,PCA,160.28523436178654
287778,20191123,7,PM2.5,152.0
287784,20191123,8,PCA,163.2351332859108
287784,20191123,8,PM2.5,156.0
287790,20191123,9,PCA,173.6509678202946
287790,20191123,9,PM2.5,164.0
287796,20191123,10,PCA,183.38540017074672
287796,20191123,10,PM2.5,171.0
287802,20191123,11,PCA,169.72721968343748
287802,20191123,11,PM2.5,162.0
287808,20191123,12,PCA,171.4144623971684
287808,20191123,12,PM2.5,164.0
287814,20191123,13,PCA,143.3987185212993
287814,20191123,13,PM2.5,146.0
287820,20191123,14,PCA,128.10008035675872
287820,20191123,14,PM2.5,137.0
287826,20191123,15,PCA,134.92180584299533
287826,20191123,15,PM2.5,140.0
287832,20191123,16,PCA,123.02656530079825
287832,20191123,16,PM2.5,134.0
287838,20191123,17,PCA,143.34642429206949
287838,20191123,17,PM2.5,144.0
287844,20191123,18,PCA,137.98525195967218
287844,20191123,18,PM2.5,140.0
287850,20191123,19,PCA,142.69019996146918
287850,20191123,19,PM2.5,143.0
287856,20191123,20,PCA,138.54800471807366
287856,20191123,20,PM2.5,141.0
287862,20191123,21,PCA,98.2946841476231
287862,20191123,21,PM2.5,118.0
287868,20191123,22,PCA,-78.73574900340293
287868,20191123,22,PM2.5,13.0
287874,20191123,23,PCA,-81.18502902529757
287874,20191123,23,PM2.5,9.0
287880,20191124,0,PCA,-83.99714411372103
287880,20191124,0,PM2.5,5.0
287886,20191124,1,PCA,-83.61737314740431
287886,20191124,1,PM2.5,5.0
287892,20191124,2,PCA,-78.92063155003339
287892,20191124,2,PM2.5,13.0
287898,20191124,3,PCA,-81.48769283243121
287898,20191124,3,PM2.5,11.0
287904,20191124,4,PCA,-74.57375930497065
287904,20191124,4,PM2.5,6.0
287910,20191124,5,PCA,-78.88831321200809
287910,20191124,5,PM2.5,4.0
287916,20191124,6,PCA,-87.96491369281522
287916,20191124,6,PM2.5,3.0
287922,20191124,7,PCA,-83.33034150073354
287922,20191124,7,PM2.5,5.0
287928,20191124,8,PCA,-65.25653669733121
287928,20191124,8,PM2.5,3.0
287934,20191124,9,PCA,-74.24170338241142
287934,20191124,9,PM2.5,2.0
287940,20191124,10,PCA,-86.93262079454713
287940,20191124,10,PM2.5,6.0
287946,20191124,11,PCA,-88.11890811032302
287946,20191124,11,PM2.5,2.0
287952,20191124,12,PCA,-87.74625970996567
287952,20191124,12,PM2.5,6.0
287958,20191124,13,PCA,-83.93341566508927
287958,20191124,13,PM2.5,6.0
287964,20191124,14,PCA,-85.27646160227773
287964,20191124,14,PM2.5,3.0
287970,20191124,16,PCA,-88.19218514586926
287970,20191124,16,PM2.5,2.0
287976,20191124,17,PCA,-76.62058774530396
287976,20191124,17,PM2.5,7.0
287982,20191124,18,PCA,-78.45566612329907
287982,20191124,18,PM2.5,4.0
287988,20191124,19,PCA,-83.41966816541336
287988,20191124,19,PM2.5,4.0
287994,20191124,20,PCA,-87.51358979299403
287994,20191124,20,PM2.5,1.0
288000,20191124,21,PCA,-89.84848136006484
288000,20191124,21,PM2.5,4.0
288006,20191124,22,PCA,-89.60094601578295
288006,20191124,22,PM2.5,4.0
288012,20191124,23,PCA,-91.50055512467988
288012,20191124,23,PM2.5,2.0
288018,20191125,0,PCA,-88.68615686234754
288018,20191125,0,PM2.5,6.0
288024,20191125,1,PCA,-90.8863144598447
288024,20191125,1,PM2.5,3.0
288030,20191125,2,PCA,-86.81695485257738
288030,20191125,2,PM2.5,7.0
288036,20191125,3,PCA,-87.78748941133465
288036,20191125,3,PM2.5,7.0
288042,20191125,4,PCA,-88.13345042030653
288042,20191125,4,PM2.5,7.0
288048,20191125,5,PCA,-89.09910545662561
288048,20191125,5,PM2.5,2.0
288054,20191125,6,PCA,-88.16606154201892
288054,20191125,6,PM2.5,5.0
288060,20191125,7,PCA,-85.26818219362997
288060,20191125,7,PM2.5,5.0
288066,20191125,8,PCA,-75.00782829370303
288066,20191125,8,PM2.5,11.0
288072,20191125,9,PCA,-55.852150342846706
288072,20191125,9,PM2.5,10.0
288078,20191125,10,PCA,-64.85522367500268
288078,20191125,10,PM2.5,12.0
288084,20191125,11,PCA,-74.42515504250125
288084,20191125,11,PM2.5,10.0
288090,20191125,12,PCA,-68.5722003824023
288090,20191125,12,PM2.5,11.0
288096,20191125,13,PCA,-76.93139661444256
288096,20191125,13,PM2.5,11.0
288102,20191125,14,PCA,-72.94288272376693
288102,20191125,14,PM2.5,14.0
288108,20191125,15,PCA,-78.06370175770644
288108,20191125,15,PM2.5,10.0
288114,20191125,16,PCA,-78.70339492936753
288114,20191125,16,PM2.5,11.0
288120,20191125,17,PCA,-65.99294824092311
288120,20191125,17,PM2.5,10.0
288126,20191125,18,PCA,-39.08997726000068
288126,20191125,18,PM2.5,22.0
288132,20191125,19,PCA,-34.682402477120746
288132,20191125,19,PM2.5,25.0
288138,20191125,20,PCA,-30.055026921241677
288138,20191125,20,PM2.5,29.0
288144,20191125,21,PCA,-30.38511273467994
288144,20191125,21,PM2.5,31.0
288150,20191125,22,PCA,-37.838540661591175
288150,20191125,22,PM2.5,27.0
288156,20191125,23,PCA,-48.960288151272046
288156,20191125,23,PM2.5,21.0
