,date,hour,type,东四
40422,20150117,17,PM2.5,124.9
40428,20150117,18,PCA,28.535413695834915
40428,20150117,18,PM2.5,127.8
40434,20150117,19,PCA,36.179947042666036
40434,20150117,19,PM2.5,131.6
40440,20150117,20,PCA,61.20757612426394
40440,20150117,20,PM2.5,157.0
40446,20150117,21,PCA,62.74031766277598
40446,20150117,21,PM2.5,152.4
40452,20150117,22,PCA,41.259082394352326
40452,20150117,22,PM2.5,120.3
40458,20150117,23,PCA,42.13705058438546
40458,20150117,23,PM2.5,114.7
40464,20150118,0,PCA,76.49008021489963
40464,20150118,0,PM2.5,153.4
40470,20150118,1,PCA,90.71705406068699
40470,20150118,1,PM2.5,163.7
40476,20150118,2,PCA,92.35067622903414
40476,20150118,2,PM2.5,159.0
40482,20150118,3,PCA,73.5257097935244
40482,20150118,3,PM2.5,129.6
40488,20150118,4,PCA,63.75357839591133
40488,20150118,4,PM2.5,112.1
40494,20150118,5,PCA,69.0612048963112
40494,20150118,5,PM2.5,115.3
40500,20150118,6,PCA,73.77864407904349
40500,20150118,6,PM2.5,115.5
40506,20150118,7,PCA,79.6538537568967
40506,20150118,7,PM2.5,119.3
40512,20150118,8,PCA,81.85728515446537
40512,20150118,8,PM2.5,117.4
40518,20150118,9,PCA,87.65991620708331
40518,20150118,9,PM2.5,118.6
40524,20150118,10,PCA,100.42028697130894
40524,20150118,10,PM2.5,128.2
40530,20150118,11,PCA,103.5109768728324
40530,20150118,11,PM2.5,128.3
40536,20150118,12,PCA,82.46026070173727
40536,20150118,12,PM2.5,102.7
40542,20150118,13,PCA,19.49764626933108
40542,20150118,13,PM2.5,35.6
40548,20150118,14,PCA,0.6707792325687647
40548,20150118,14,PM2.5,19.0
40554,20150118,15,PCA,-14.778153009406441
40554,20150118,15,PM2.5,4.9
40560,20150118,16,PCA,-17.85351688775377
40560,20150118,16,PM2.5,5.0
40566,20150118,17,PCA,-17.89919384686095
40566,20150118,17,PM2.5,8.0
40572,20150118,18,PCA,-19.137638805137378
40572,20150118,18,PM2.5,9.5
40578,20150118,19,PCA,-25.617039568412213
40578,20150118,19,PM2.5,9.9
40584,20150118,20,PCA,-30.38787080061402
40584,20150118,20,PM2.5,10.6
40590,20150118,21,PCA,-37.65808369649065
40590,20150118,21,PM2.5,6.9
40596,20150118,22,PCA,-42.33389926560032
40596,20150118,22,PM2.5,5.3
40602,20150118,23,PCA,-46.57091111388726
40602,20150118,23,PM2.5,4.1
40608,20150119,0,PCA,-50.92277603938672
40608,20150119,0,PM2.5,4.9
40614,20150119,1,PCA,-55.51442936063344
40614,20150119,1,PM2.5,6.0
40620,20150119,2,PCA,-62.75530193884225
40620,20150119,2,PM2.5,3.0
40626,20150119,3,PCA,-59.69285862046047
40626,20150119,3,PM2.5,4.5
40632,20150119,4,PCA,-54.17583972659981
40632,20150119,4,PM2.5,11.6
40638,20150119,5,PCA,-45.986977875424394
40638,20150119,5,PM2.5,12.0
40644,20150119,6,PCA,-48.43378331203362
40644,20150119,6,PM2.5,12.9
40650,20150119,7,PCA,-51.22568250207715
40650,20150119,7,PM2.5,10.8
40656,20150119,8,PCA,-44.5548231138095
40656,20150119,8,PM2.5,19.6
40662,20150119,9,PCA,-33.5340838608087
40662,20150119,9,PM2.5,32.3
40668,20150119,10,PCA,-22.603810386696814
40668,20150119,10,PM2.5,44.9
40674,20150119,11,PCA,-29.30661521748107
40674,20150119,11,PM2.5,36.4
40680,20150119,12,PCA,-19.60331098440051
40680,20150119,12,PM2.5,52.8
40686,20150119,13,PCA,-25.226871958038085
40686,20150119,13,PM2.5,51.5
40692,20150119,14,PCA,-33.0376173501218
40692,20150119,14,PM2.5,48.6
40698,20150119,15,PCA,-43.5302536831459
40698,20150119,15,PM2.5,41.4
40704,20150119,16,PCA,-38.461717619813
40704,20150119,16,PM2.5,47.5
40710,20150119,17,PCA,-24.68403937910047
40710,20150119,17,PM2.5,61.3
40716,20150119,18,PCA,-24.462109296315024
40716,20150119,18,PM2.5,54.6
40722,20150119,19,PCA,3.3180161512143522
40722,20150119,19,PM2.5,81.3
40728,20150119,20,PCA,6.93572385442862
40728,20150119,20,PM2.5,88.6
40734,20150119,21,PCA,6.432403084264936
40734,20150119,21,PM2.5,88.7
40740,20150119,22,PCA,-5.656213347602454
40740,20150119,22,PM2.5,71.0
40746,20150119,23,PCA,-17.924236448032556
40746,20150119,23,PM2.5,54.5
40752,20150120,0,PCA,-16.380788955401208
40752,20150120,0,PM2.5,54.9
40758,20150120,1,PCA,-6.619026587306855
40758,20150120,1,PM2.5,70.7
40764,20150120,2,PCA,-1.604659969457935
40764,20150120,2,PM2.5,76.8
40770,20150120,3,PCA,-2.1615805744256176
40770,20150120,3,PM2.5,73.7
40776,20150120,4,PCA,1.314009445649367
40776,20150120,4,PM2.5,74.0
40782,20150120,5,PCA,2.2345242085910013
40782,20150120,5,PM2.5,70.5
40788,20150120,6,PCA,6.315965858627401
40788,20150120,6,PM2.5,72.4
40794,20150120,7,PCA,12.394064494699368
40794,20150120,7,PM2.5,76.9
40800,20150120,8,PCA,11.975607848226034
40800,20150120,8,PM2.5,72.6
40806,20150120,9,PCA,14.942659525337975
40806,20150120,9,PM2.5,74.8
40812,20150120,10,PCA,16.698141481001382
40812,20150120,10,PM2.5,76.3
40818,20150120,11,PCA,22.981468448112008
40818,20150120,11,PM2.5,84.0
40824,20150120,12,PCA,22.437075442841515
40824,20150120,12,PM2.5,83.5
40830,20150120,13,PCA,7.69775217353219
40830,20150120,13,PM2.5,69.2
40836,20150120,14,PCA,12.234458657013036
40836,20150120,14,PM2.5,74.0
40842,20150120,15,PCA,19.332075523518263
40842,20150120,15,PM2.5,81.8
40848,20150120,16,PCA,26.1347017017379
40848,20150120,16,PM2.5,86.0
40854,20150120,17,PCA,33.51662431955886
40854,20150120,17,PM2.5,89.9
40860,20150120,18,PCA,38.858481022743256
40860,20150120,18,PM2.5,91.6
40866,20150120,19,PCA,53.193316973163185
40866,20150120,19,PM2.5,107.6
40872,20150120,20,PCA,54.40803689480239
40872,20150120,20,PM2.5,106.1
40878,20150120,21,PCA,56.42129695717123
40878,20150120,21,PM2.5,108.6
40884,20150120,22,PCA,59.139314283441635
40884,20150120,22,PM2.5,111.8
40890,20150120,23,PCA,47.04393618732869
40890,20150120,23,PM2.5,92.4
40896,20150121,0,PCA,5.17933156270644
40896,20150121,0,PM2.5,41.7
40902,20150121,1,PCA,-28.989632529455022
40902,20150121,1,PM2.5,9.0
40908,20150121,2,PCA,-33.78406951921129
40908,20150121,2,PM2.5,9.6
40914,20150121,3,PCA,-37.407908577131664
40914,20150121,3,PM2.5,7.9
40920,20150121,4,PCA,-36.63831562052641
40920,20150121,4,PM2.5,12.6
40926,20150121,5,PCA,-42.377094159398226
40926,20150121,5,PM2.5,9.9
40932,20150121,6,PCA,-46.779795720665476
40932,20150121,6,PM2.5,7.0
40938,20150121,7,PCA,-48.38642801213028
40938,20150121,7,PM2.5,9.6
40944,20150121,8,PCA,-50.75651603796189
40944,20150121,8,PM2.5,6.6
40950,20150121,9,PCA,-50.64684359550892
40950,20150121,9,PM2.5,9.6
40956,20150121,10,PCA,-53.32799596414189
40956,20150121,10,PM2.5,13.2
40962,20150121,11,PCA,-58.1021255065049
40962,20150121,11,PM2.5,11.3
40968,20150121,12,PCA,-59.73587593889268
40968,20150121,12,PM2.5,16.3
40974,20150121,13,PCA,-64.90964580903992
40974,20150121,13,PM2.5,12.5
40980,20150121,14,PCA,-70.54159304039815
40980,20150121,14,PM2.5,9.0
40986,20150121,15,PCA,-74.3267586703671
40986,20150121,15,PM2.5,8.0
40992,20150121,16,PCA,-73.94566726830114
40992,20150121,16,PM2.5,9.9
40998,20150121,17,PCA,-72.926865162106
40998,20150121,17,PM2.5,10.2
41004,20150121,18,PCA,-71.00773667888457
41004,20150121,18,PM2.5,10.1
41010,20150121,19,PCA,-61.919358536358224
41010,20150121,19,PM2.5,16.7
41016,20150121,20,PCA,-51.212722765028076
41016,20150121,20,PM2.5,28.0
41022,20150121,21,PCA,-47.86895992362169
41022,20150121,21,PM2.5,33.8
41028,20150121,22,PCA,-53.59588528408927
41028,20150121,22,PM2.5,28.3
41034,20150121,23,PCA,-55.894750796174556
41034,20150121,23,PM2.5,30.7
41040,20150122,0,PCA,-55.19274539833508
41040,20150122,0,PM2.5,31.8
41046,20150122,1,PCA,-54.33047868350694
41046,20150122,1,PM2.5,33.0
41052,20150122,2,PCA,-34.83325370785647
41052,20150122,2,PM2.5,56.2
41058,20150122,3,PCA,-38.41774980016801
41058,20150122,3,PM2.5,52.4
41064,20150122,4,PCA,-58.3630204399104
41064,20150122,4,PM2.5,26.4
41070,20150122,5,PCA,-55.37487890756379
41070,20150122,5,PM2.5,31.1
41076,20150122,6,PCA,-55.385695515960926
41076,20150122,6,PM2.5,31.9
41082,20150122,7,PCA,-58.149231865691334
41082,20150122,7,PM2.5,27.6
41088,20150122,8,PCA,-46.32111861768607
41088,20150122,8,PM2.5,41.7
41094,20150122,9,PCA,-32.33193697366565
41094,20150122,9,PM2.5,57.4
41100,20150122,10,PCA,-8.617982613434808
41100,20150122,10,PM2.5,84.0
41118,20150122,13,PCA,20.635731012563166
41118,20150122,13,PM2.5,106.8
41124,20150122,14,PCA,56.694013353847225
41124,20150122,14,PM2.5,159.7
41130,20150122,15,PCA,40.2137687132188
41130,20150122,15,PM2.5,135.9
41136,20150122,16,PCA,21.279371948418138
41136,20150122,16,PM2.5,115.4
41142,20150122,17,PCA,70.84427584726849
41142,20150122,17,PM2.5,173.8
41148,20150122,18,PCA,151.67415074676472
41148,20150122,18,PM2.5,257.6
41154,20150122,19,PCA,132.1170450116086
41154,20150122,19,PM2.5,219.9
41160,20150122,20,PCA,129.94828245652855
41160,20150122,20,PM2.5,208.1
41166,20150122,21,PCA,134.06090016593325
41166,20150122,21,PM2.5,203.9
41172,20150122,22,PCA,144.47774414716332
41172,20150122,22,PM2.5,208.0
41178,20150122,23,PCA,152.87090184102237
41178,20150122,23,PM2.5,210.6
41184,20150123,0,PCA,153.37544022985313
41184,20150123,0,PM2.5,202.2
41190,20150123,1,PCA,196.04505520847005
41190,20150123,1,PM2.5,243.5
41196,20150123,2,PCA,237.9229104296296
41196,20150123,2,PM2.5,286.5
41202,20150123,3,PCA,231.25236480224612
41202,20150123,3,PM2.5,265.2
41208,20150123,4,PCA,234.4043733684546
41208,20150123,4,PM2.5,260.2
41214,20150123,5,PCA,224.22023611433585
41214,20150123,5,PM2.5,239.3
41220,20150123,6,PCA,207.8381504869998
41220,20150123,6,PM2.5,207.6
41226,20150123,7,PCA,208.41683965922817
41226,20150123,7,PM2.5,200.8
41232,20150123,8,PCA,210.06696674739445
41232,20150123,8,PM2.5,197.1
41238,20150123,9,PCA,211.77530162375163
41238,20150123,9,PM2.5,192.9
41244,20150123,10,PCA,215.2415297840306
41244,20150123,10,PM2.5,194.6
41250,20150123,11,PCA,226.11068736149917
41250,20150123,11,PM2.5,209.3
41256,20150123,12,PCA,231.18392493042597
41256,20150123,12,PM2.5,216.7
41262,20150123,13,PCA,233.89275861199252
41262,20150123,13,PM2.5,214.5
41268,20150123,14,PCA,237.76697616935118
41268,20150123,14,PM2.5,216.7
41274,20150123,15,PCA,203.2362887705374
41274,20150123,15,PM2.5,168.7
41280,20150123,16,PCA,200.42916718322894
41280,20150123,16,PM2.5,159.2
41286,20150123,17,PCA,263.4639988732828
41286,20150123,17,PM2.5,233.1
41292,20150123,18,PCA,287.294674802334
41292,20150123,18,PM2.5,265.1
41298,20150123,19,PCA,290.2095792866228
41298,20150123,19,PM2.5,266.8
41304,20150123,20,PCA,294.36853201214126
41304,20150123,20,PM2.5,275.5
41310,20150123,21,PCA,298.71561508358604
41310,20150123,21,PM2.5,279.4
41316,20150123,22,PCA,306.4991443878359
41316,20150123,22,PM2.5,287.1
41322,20150123,23,PCA,305.2593538264723
41322,20150123,23,PM2.5,281.2
41328,20150124,0,PCA,308.7852029815347
41328,20150124,0,PM2.5,280.3
41334,20150124,1,PCA,216.8202374936301
41334,20150124,1,PM2.5,166.3
41340,20150124,2,PCA,121.56009956007557
41340,20150124,2,PM2.5,53.5
41346,20150124,3,PCA,97.9908435361739
41346,20150124,3,PM2.5,31.0
41352,20150124,4,PCA,94.50513592405252
41352,20150124,4,PM2.5,34.4
41358,20150124,5,PCA,85.6353276811791
41358,20150124,5,PM2.5,29.9
41364,20150124,6,PCA,73.17640543951916
41364,20150124,6,PM2.5,26.2
41370,20150124,7,PCA,63.69312364840048
41370,20150124,7,PM2.5,15.9
41376,20150124,8,PCA,117.45413306872454
41376,20150124,8,PM2.5,91.2
41382,20150124,9,PCA,117.33611211747721
41382,20150124,9,PM2.5,100.3
41388,20150124,10,PCA,111.81788598931927
41388,20150124,10,PM2.5,97.2
41394,20150124,11,PCA,116.25399396652251
41394,20150124,11,PM2.5,105.8
41400,20150124,12,PCA,111.2508104134004
41400,20150124,12,PM2.5,105.7
41406,20150124,13,PCA,101.16822077704623
41406,20150124,13,PM2.5,98.7
41412,20150124,14,PCA,102.54481524783704
41412,20150124,14,PM2.5,107.1
41418,20150124,15,PCA,91.73325879427121
41418,20150124,15,PM2.5,97.8
41424,20150124,16,PCA,65.69749729013387
41424,20150124,16,PM2.5,64.7
41430,20150124,17,PCA,60.99505664873892
41430,20150124,17,PM2.5,64.6
41436,20150124,18,PCA,71.76698865189391
41436,20150124,18,PM2.5,83.2
41442,20150124,19,PCA,65.65097114101981
41442,20150124,19,PM2.5,85.4
41448,20150124,20,PCA,51.897118532600686
41448,20150124,20,PM2.5,81.1
41454,20150124,21,PCA,44.816627196929744
41454,20150124,21,PM2.5,80.4
41460,20150124,22,PCA,50.683659975656305
41460,20150124,22,PM2.5,98.5
41466,20150124,23,PCA,43.41765389262673
41466,20150124,23,PM2.5,100.7
41472,20150125,0,PCA,40.03214289745147
41472,20150125,0,PM2.5,105.4
41478,20150125,1,PCA,17.657382079797383
41478,20150125,1,PM2.5,82.0
41484,20150125,2,PCA,38.61674047223973
41484,20150125,2,PM2.5,105.8
41490,20150125,3,PCA,27.617983148951936
41490,20150125,3,PM2.5,87.4
41496,20150125,4,PCA,22.40538023316982
41496,20150125,4,PM2.5,79.3
41502,20150125,5,PCA,14.57377767240566
41502,20150125,5,PM2.5,68.8
41508,20150125,6,PCA,22.16826410194429
41508,20150125,6,PM2.5,73.7
41514,20150125,7,PCA,35.56459324810168
41514,20150125,7,PM2.5,86.0
41520,20150125,8,PCA,42.57731152312884
41520,20150125,8,PM2.5,96.5
41526,20150125,9,PCA,49.63984991419858
41526,20150125,9,PM2.5,106.5
41532,20150125,10,PCA,52.28873309276878
41532,20150125,10,PM2.5,110.7
41538,20150125,11,PCA,59.20553769253147
41538,20150125,11,PM2.5,121.0
41544,20150125,12,PCA,69.54873176320004
41544,20150125,12,PM2.5,135.6
41550,20150125,13,PCA,80.03894370403293
41550,20150125,13,PM2.5,149.2
41556,20150125,14,PCA,65.34794279405493
41556,20150125,14,PM2.5,129.0
41562,20150125,15,PCA,72.86326107213617
41562,20150125,15,PM2.5,139.0
41568,20150125,16,PCA,91.65920206399956
41568,20150125,16,PM2.5,157.4
41574,20150125,17,PCA,107.34722381568122
41574,20150125,17,PM2.5,168.7
41580,20150125,18,PCA,138.95538990696681
41580,20150125,18,PM2.5,205.8
41586,20150125,19,PCA,141.08599679770603
41586,20150125,19,PM2.5,206.9
41592,20150125,20,PCA,145.8548151615699
41592,20150125,20,PM2.5,205.1
41598,20150125,21,PCA,164.46766343020636
41598,20150125,21,PM2.5,222.0
41604,20150125,22,PCA,161.84582374910852
41604,20150125,22,PM2.5,210.5
41610,20150125,23,PCA,178.3216063354404
41610,20150125,23,PM2.5,227.7
41616,20150126,0,PCA,189.5961134528944
41616,20150126,0,PM2.5,236.3
41622,20150126,1,PCA,200.51577538216816
41622,20150126,1,PM2.5,242.7
41628,20150126,2,PCA,207.12611218774992
41628,20150126,2,PM2.5,246.4
41634,20150126,3,PCA,207.08321067681484
41634,20150126,3,PM2.5,239.4
41640,20150126,4,PCA,215.54258889881706
41640,20150126,4,PM2.5,242.2
41646,20150126,5,PCA,217.32425338937605
41646,20150126,5,PM2.5,235.8
41652,20150126,6,PCA,238.96685423954497
41652,20150126,6,PM2.5,261.1
41658,20150126,7,PCA,255.37167136657524
41658,20150126,7,PM2.5,278.6
41664,20150126,8,PCA,209.89651444935038
41664,20150126,8,PM2.5,207.4
41670,20150126,9,PCA,181.173702657907
41670,20150126,9,PM2.5,162.2
41676,20150126,10,PCA,102.08772328899343
41676,20150126,10,PM2.5,52.9
41682,20150126,11,PCA,69.5691930164013
41682,20150126,11,PM2.5,20.9
41688,20150126,12,PCA,65.13993315216268
41688,20150126,12,PM2.5,22.7
41694,20150126,13,PCA,44.8924813608888
41694,20150126,13,PM2.5,7.5
41700,20150126,14,PCA,44.461516463037064
41700,20150126,14,PM2.5,12.0
41706,20150126,15,PCA,39.7413256680509
41706,20150126,15,PM2.5,10.3
41712,20150126,16,PCA,33.081346112328184
41712,20150126,16,PM2.5,7.2
41718,20150126,17,PCA,25.696366297082804
41718,20150126,17,PM2.5,3.0
41724,20150126,18,PCA,23.25737727021513
41724,20150126,18,PM2.5,6.4
41730,20150126,19,PCA,17.689186439980325
41730,20150126,19,PM2.5,10.4
41736,20150126,20,PCA,12.502398506458041
41736,20150126,20,PM2.5,13.3
41742,20150126,21,PCA,3.1527190497439945
41742,20150126,21,PM2.5,11.3
41748,20150126,22,PCA,-4.695727476080073
41748,20150126,22,PM2.5,9.2
41754,20150126,23,PCA,-10.469912539187206
41754,20150126,23,PM2.5,12.9
41760,20150127,0,PCA,-21.920973163138125
41760,20150127,0,PM2.5,9.3
41766,20150127,1,PCA,-31.062156461116746
41766,20150127,1,PM2.5,9.6
41772,20150127,2,PCA,-34.059385099260446
41772,20150127,2,PM2.5,13.8
41778,20150127,3,PCA,-47.85536960082069
41778,20150127,3,PM2.5,7.7
41784,20150127,4,PCA,-55.46179790036648
41784,20150127,4,PM2.5,9.6
41790,20150127,5,PCA,-65.50698650759333
41790,20150127,5,PM2.5,8.4
41796,20150127,6,PCA,-76.2357356897252
41796,20150127,6,PM2.5,5.9
41802,20150127,7,PCA,-81.59629142020783
41802,20150127,7,PM2.5,9.6
41808,20150127,8,PCA,-79.28218856287666
41808,20150127,8,PM2.5,14.6
41814,20150127,9,PCA,-83.00661387181304
41814,20150127,9,PM2.5,13.0
41820,20150127,10,PCA,-84.79982354796398
41820,20150127,10,PM2.5,19.0
41826,20150127,11,PCA,-91.3482146442943
41826,20150127,11,PM2.5,13.2
41832,20150127,12,PCA,-93.92831114778798
41832,20150127,12,PM2.5,11.6
41838,20150127,13,PCA,-93.86912440930061
41838,20150127,13,PM2.5,12.1
41844,20150127,14,PCA,-96.4037656031309
41844,20150127,14,PM2.5,8.6
41850,20150127,15,PCA,-94.6553783324782
41850,20150127,15,PM2.5,10.8
41856,20150127,16,PCA,-95.48030145210554
41856,20150127,16,PM2.5,9.8
41862,20150127,17,PCA,-88.44031011513084
41862,20150127,17,PM2.5,13.1
41868,20150127,18,PCA,-73.92675659762924
41868,20150127,18,PM2.5,20.4
41874,20150127,19,PCA,-62.057901262384156
41874,20150127,19,PM2.5,24.9
41880,20150127,20,PCA,-54.85256160246925
41880,20150127,20,PM2.5,35.4
41886,20150127,21,PCA,-46.18219012929359
41886,20150127,21,PM2.5,45.3
41892,20150127,22,PCA,-36.52502747937424
41892,20150127,22,PM2.5,53.7
41898,20150127,23,PCA,-33.17711788106708
41898,20150127,23,PM2.5,52.0
41904,20150128,0,PCA,-33.13134821570458
41904,20150128,0,PM2.5,53.3
41910,20150128,1,PCA,-35.753531648057574
41910,20150128,1,PM2.5,49.3
41916,20150128,2,PCA,-40.35224458911903
41916,20150128,2,PM2.5,42.1
41922,20150128,3,PCA,-55.602983706091315
41922,20150128,3,PM2.5,25.3
41928,20150128,4,PCA,-67.19394754497553
41928,20150128,4,PM2.5,16.1
41934,20150128,5,PCA,-73.86256857855653
41934,20150128,5,PM2.5,11.0
41940,20150128,6,PCA,-71.11072293312023
41940,20150128,6,PM2.5,12.1
41946,20150128,7,PCA,-70.19960549157686
41946,20150128,7,PM2.5,10.5
41952,20150128,8,PCA,-65.85719436411868
41952,20150128,8,PM2.5,10.1
41958,20150128,9,PCA,-66.50435211086463
41958,20150128,9,PM2.5,10.0
41964,20150128,10,PCA,-65.14721346519715
41964,20150128,10,PM2.5,13.8
41970,20150128,11,PCA,-70.80672736721691
41970,20150128,11,PM2.5,15.1
41976,20150128,12,PCA,-72.70964901896865
41976,20150128,12,PM2.5,15.6
41982,20150128,13,PCA,-70.14661474391308
41982,20150128,13,PM2.5,20.6
41988,20150128,14,PCA,-62.47757122766778
41988,20150128,14,PM2.5,28.8
41994,20150128,15,PCA,-56.661318771706306
41994,20150128,15,PM2.5,35.1
42000,20150128,16,PCA,-45.45823878791594
42000,20150128,16,PM2.5,45.6
42006,20150128,17,PCA,-41.98759189968694
42006,20150128,17,PM2.5,47.4
42012,20150128,18,PCA,-43.03858050348078
42012,20150128,18,PM2.5,46.3
42018,20150128,19,PCA,-34.46775833524292
42018,20150128,19,PM2.5,54.9
42024,20150128,20,PCA,-29.29297183667456
42024,20150128,20,PM2.5,59.8
42030,20150128,21,PCA,-10.5899758385893
42030,20150128,21,PM2.5,77.9
42048,20150129,0,PCA,-1.5121068326894513
42048,20150129,0,PM2.5,90.7
42054,20150129,1,PCA,29.840264044211985
42054,20150129,1,PM2.5,137.1
42060,20150129,2,PCA,39.382972834918775
42060,20150129,2,PM2.5,148.5
42066,20150129,3,PCA,34.866033398635885
42066,20150129,3,PM2.5,141.0
42072,20150129,4,PCA,12.417495877583404
42072,20150129,4,PM2.5,108.5
42078,20150129,5,PCA,16.809029905900672
42078,20150129,5,PM2.5,110.2
42084,20150129,6,PCA,15.22060171220835
42084,20150129,6,PM2.5,99.9
42090,20150129,7,PCA,13.046970721845794
42090,20150129,7,PM2.5,91.3
42096,20150129,8,PCA,11.48988807962704
42096,20150129,8,PM2.5,83.8
42102,20150129,9,PCA,18.93446732132921
42102,20150129,9,PM2.5,89.7
42108,20150129,10,PCA,33.97834200218958
42108,20150129,10,PM2.5,105.6
42114,20150129,11,PCA,55.78566958113526
42114,20150129,11,PM2.5,133.8
42132,20150129,14,PCA,-32.04604784824929
42132,20150129,14,PM2.5,11.1
42138,20150129,15,PCA,-33.67071622576818
42138,20150129,15,PM2.5,11.2
42144,20150129,16,PCA,-36.60662249769767
42144,20150129,16,PM2.5,9.7
42150,20150129,17,PCA,-38.02569882201933
42150,20150129,17,PM2.5,8.9
42156,20150129,18,PCA,-36.96147068573105
42156,20150129,18,PM2.5,10.3
42162,20150129,19,PCA,-33.77189503227936
42162,20150129,19,PM2.5,14.4
42168,20150129,20,PCA,-38.284446221494086
42168,20150129,20,PM2.5,12.0
42174,20150129,21,PCA,-40.865163608974356
42174,20150129,21,PM2.5,11.4
42180,20150129,22,PCA,-39.95735854969907
42180,20150129,22,PM2.5,16.0
42186,20150129,23,PCA,-48.40634986587878
42186,20150129,23,PM2.5,9.7
42192,20150130,0,PCA,-53.316719779620094
42192,20150130,0,PM2.5,6.8
42198,20150130,1,PCA,-58.177430164079254
42198,20150130,1,PM2.5,9.1
42204,20150130,2,PCA,-62.4319391451657
42204,20150130,2,PM2.5,10.0
42210,20150130,3,PCA,-64.18690826672594
42210,20150130,3,PM2.5,12.9
42216,20150130,4,PCA,-66.66267726103199
42216,20150130,4,PM2.5,13.5
42222,20150130,5,PCA,-68.16278302280112
42222,20150130,5,PM2.5,13.7
42228,20150130,6,PCA,-72.72918763979726
42228,20150130,6,PM2.5,10.9
42234,20150130,7,PCA,-71.76891248584597
42234,20150130,7,PM2.5,13.2
42240,20150130,8,PCA,-77.67090917466884
42240,20150130,8,PM2.5,11.2
42246,20150130,9,PCA,-82.22489817851283
42246,20150130,9,PM2.5,13.3
42252,20150130,10,PCA,-84.06035594352818
42252,20150130,10,PM2.5,13.2
42258,20150130,11,PCA,-84.96057014812051
42258,20150130,11,PM2.5,14.7
42264,20150130,12,PCA,-89.3083656937357
42264,20150130,12,PM2.5,11.6
42270,20150130,13,PCA,-90.98919735058738
42270,20150130,13,PM2.5,10.6
42276,20150130,14,PCA,-92.84915945105163
42276,20150130,14,PM2.5,7.7
42282,20150130,15,PCA,-93.86358458858402
42282,20150130,15,PM2.5,8.2
42288,20150130,16,PCA,-94.39353992472303
42288,20150130,16,PM2.5,8.1
42294,20150130,17,PCA,-92.46890281134496
42294,20150130,17,PM2.5,9.6
42300,20150130,18,PCA,-89.33541114444431
42300,20150130,18,PM2.5,11.1
42306,20150130,19,PCA,-83.31067048160726
42306,20150130,19,PM2.5,15.4
42312,20150130,20,PCA,-77.59940387263461
42312,20150130,20,PM2.5,18.2
42318,20150130,21,PCA,-76.64114366951283
42318,20150130,21,PM2.5,23.1
42324,20150130,22,PCA,-80.90272663124732
42324,20150130,22,PM2.5,17.65
42330,20150130,23,PCA,-85.16430959298184
42330,20150130,23,PM2.5,12.2
42336,20150131,0,PCA,-87.34645382869228
42336,20150131,0,PM2.5,10.5
42342,20150131,1,PCA,-87.90777182036584
42342,20150131,1,PM2.5,9.0
42348,20150131,2,PCA,-87.08106067658736
42348,20150131,2,PM2.5,9.8
42354,20150131,3,PCA,-83.14222886415702
42354,20150131,3,PM2.5,15.3
42360,20150131,4,PCA,-82.58175233607176
42360,20150131,4,PM2.5,13.6
42366,20150131,5,PCA,-78.81157015456998
42366,20150131,5,PM2.5,16.9
42372,20150131,6,PCA,-85.48441075914617
42372,20150131,6,PM2.5,11.2
42378,20150131,7,PCA,-84.1880645870066
42378,20150131,7,PM2.5,9.4
42384,20150131,8,PCA,-79.1191912558429
42384,20150131,8,PM2.5,10.1
42390,20150131,9,PCA,-81.77568340978088
42390,20150131,9,PM2.5,12.1
42396,20150131,10,PCA,-85.09809684445098
42396,20150131,10,PM2.5,13.4
42402,20150131,11,PCA,-83.7884003208829
42402,20150131,11,PM2.5,20.0
42408,20150131,12,PCA,-82.38491922774621
42408,20150131,12,PM2.5,22.8
42414,20150131,13,PCA,-82.48340894252844
42414,20150131,13,PM2.5,24.2
42420,20150131,14,PCA,-86.44296046955668
42420,20150131,14,PM2.5,21.2
42426,20150131,15,PCA,-89.4596912959281
42426,20150131,15,PM2.5,16.3
42432,20150131,16,PCA,-86.72748975519134
42432,20150131,16,PM2.5,17.2
42438,20150131,17,PCA,-82.39227852416418
42438,20150131,17,PM2.5,17.5
42444,20150131,18,PCA,-63.68389682624575
42444,20150131,18,PM2.5,35.5
42450,20150131,19,PCA,-43.825484788731075
42450,20150131,19,PM2.5,62.5
42456,20150131,20,PCA,-23.724390912737416
42456,20150131,20,PM2.5,86.4
42462,20150131,21,PCA,-6.416481747618074
42462,20150131,21,PM2.5,101.1
42468,20150131,22,PCA,16.10666731679557
42468,20150131,22,PM2.5,127.2
42474,20150131,23,PCA,32.25584081141461
42474,20150131,23,PM2.5,140.5
42480,20150201,0,PCA,44.39433932486475
42480,20150201,0,PM2.5,150.1
42486,20150201,1,PCA,46.21049572078327
42486,20150201,1,PM2.5,146.3
42492,20150201,2,PCA,34.55438482873914
42492,20150201,2,PM2.5,118.8
42498,20150201,3,PCA,45.39054950449788
42498,20150201,3,PM2.5,130.0
42504,20150201,4,PCA,33.708680542701416
42504,20150201,4,PM2.5,114.1
42510,20150201,5,PCA,20.869319550930246
42510,20150201,5,PM2.5,93.8
42516,20150201,6,PCA,-18.354780030758324
42516,20150201,6,PM2.5,37.5
42522,20150201,7,PCA,-24.6322011277111
42522,20150201,7,PM2.5,28.8
42528,20150201,8,PCA,-15.977603060253102
