,date,hour,type,东四
269898,20190715,1,PCA,-6.051095623090385
269898,20190715,1,PM2.5,72.0
269904,20190715,2,PCA,-15.371732957755762
269904,20190715,2,PM2.5,66.0
269910,20190715,3,PCA,3.950439574344861
269910,20190715,3,PM2.5,72.0
269916,20190715,4,PCA,11.733640286759233
269916,20190715,4,PM2.5,74.0
269922,20190715,5,PCA,6.1484998955454815
269922,20190715,5,PM2.5,70.0
269928,20190715,6,PCA,1.0676012441953158
269928,20190715,6,PM2.5,69.0
269934,20190715,7,PCA,-4.269841727278991
269934,20190715,7,PM2.5,67.0
269940,20190715,8,PCA,-3.501290806582695
269940,20190715,8,PM2.5,68.0
269946,20190715,9,PCA,10.124011332907813
269946,20190715,9,PM2.5,78.0
269952,20190715,10,PCA,22.140581113737284
269952,20190715,10,PM2.5,88.0
269958,20190715,12,PCA,10.224053193184307
269958,20190715,12,PM2.5,89.0
269964,20190715,13,PCA,-10.733716064899152
269964,20190715,13,PM2.5,71.0
269970,20190715,14,PCA,-18.184269874203654
269970,20190715,14,PM2.5,57.0
269976,20190715,15,PCA,-23.88906531807571
269976,20190715,15,PM2.5,49.0
269982,20190715,16,PCA,-23.3928111956835
269982,20190715,16,PM2.5,49.0
269988,20190715,17,PCA,-17.317724946478613
269988,20190715,17,PM2.5,52.0
269994,20190715,18,PCA,-21.057563187000884
269994,20190715,18,PM2.5,46.0
270000,20190715,19,PCA,-23.35709965353016
270000,20190715,19,PM2.5,43.0
270006,20190715,20,PCA,-27.01997829855349
270006,20190715,20,PM2.5,40.0
270012,20190715,21,PCA,-34.93805621513866
270012,20190715,21,PM2.5,35.0
270018,20190715,22,PCA,-48.02296634649418
270018,20190715,22,PM2.5,43.0
270024,20190715,23,PCA,-63.092147882675484
270024,20190715,23,PM2.5,35.0
270030,20190716,0,PCA,-74.25055658684745
270030,20190716,0,PM2.5,30.0
270036,20190716,1,PCA,-76.25189895492714
270036,20190716,1,PM2.5,27.0
270042,20190716,2,PCA,-73.3269270245556
270042,20190716,2,PM2.5,26.0
270048,20190716,3,PCA,-67.2872286435555
270048,20190716,3,PM2.5,28.0
270054,20190716,4,PCA,-58.103535998987624
270054,20190716,4,PM2.5,33.0
270060,20190716,5,PCA,-50.46700790588691
270060,20190716,5,PM2.5,37.0
270066,20190716,6,PCA,-36.52539099152007
270066,20190716,6,PM2.5,41.0
270072,20190716,7,PCA,-31.39490099177252
270072,20190716,7,PM2.5,47.0
270078,20190716,9,PCA,-31.284561691524743
270078,20190716,9,PM2.5,50.0
270084,20190716,13,PCA,-51.904654701522034
270084,20190716,13,PM2.5,47.0
270090,20190716,14,PCA,-57.21243395968987
270090,20190716,14,PM2.5,28.0
270096,20190716,17,PCA,-85.23156919319236
270096,20190716,17,PM2.5,16.0
270102,20190716,21,PCA,-74.55793789480194
270102,20190716,21,PM2.5,19.0
270108,20190716,22,PCA,-68.99320794934262
270108,20190716,22,PM2.5,21.0
270114,20190716,23,PCA,-75.94953623906144
270114,20190716,23,PM2.5,22.0
270120,20190717,0,PCA,-66.22411298480559
270120,20190717,0,PM2.5,21.0
270126,20190717,1,PCA,-51.315734353084025
270126,20190717,1,PM2.5,23.0
270132,20190717,2,PCA,-59.13767469603248
270132,20190717,2,PM2.5,33.0
270138,20190717,3,PCA,-81.66320043147495
270138,20190717,3,PM2.5,24.0
270144,20190717,4,PCA,-72.5400342782048
270144,20190717,4,PM2.5,28.0
270150,20190717,5,PCA,-65.78384068453846
270150,20190717,5,PM2.5,31.0
270156,20190717,6,PCA,-42.33479806699999
270156,20190717,6,PM2.5,41.0
270162,20190717,7,PCA,-27.361927764027154
270162,20190717,7,PM2.5,50.0
270168,20190717,8,PCA,-27.260657340684062
270168,20190717,8,PM2.5,50.0
270174,20190717,9,PCA,-15.037554547604778
270174,20190717,9,PM2.5,59.0
270180,20190717,10,PCA,-4.028950356067618
270180,20190717,10,PM2.5,66.0
270186,20190717,11,PCA,-4.125065419533931
270186,20190717,11,PM2.5,66.0
270192,20190717,12,PCA,11.50598844270004
270192,20190717,12,PM2.5,77.0
270198,20190717,13,PCA,-55.71895946783079
270198,20190717,13,PM2.5,63.0
270204,20190717,14,PCA,-33.037145394672116
270204,20190717,14,PM2.5,49.0
270210,20190717,15,PCA,16.909995729507152
270210,20190717,15,PM2.5,83.0
270216,20190717,16,PCA,23.965928224436944
270216,20190717,16,PM2.5,88.0
270222,20190717,17,PCA,18.898198879944683
270222,20190717,17,PM2.5,84.0
270228,20190717,18,PCA,4.33556563022094
270228,20190717,18,PM2.5,75.0
270234,20190717,19,PCA,-20.61773855122793
270234,20190717,19,PM2.5,59.0
270240,20190717,20,PCA,-21.429235747033783
270240,20190717,20,PM2.5,55.0
270246,20190717,21,PCA,-21.02673173359983
270246,20190717,21,PM2.5,55.0
270252,20190717,22,PCA,-40.57794003280726
270252,20190717,22,PM2.5,44.0
270258,20190717,23,PCA,-50.234853578109835
270258,20190717,23,PM2.5,38.0
270264,20190718,0,PCA,-46.49469866708374
270264,20190718,0,PM2.5,42.0
270270,20190718,1,PCA,-44.275896878976326
270270,20190718,1,PM2.5,43.0
270276,20190718,2,PCA,-47.385807726002916
270276,20190718,2,PM2.5,42.0
270282,20190718,3,PCA,-27.782140756171373
270282,20190718,3,PM2.5,52.0
270288,20190718,4,PCA,-13.67468464761368
270288,20190718,4,PM2.5,60.0
270294,20190718,5,PCA,-19.042151161691724
270294,20190718,5,PM2.5,56.0
270300,20190718,6,PCA,-14.58719971713474
270300,20190718,6,PM2.5,60.0
270306,20190718,7,PCA,-26.42454653980749
270306,20190718,7,PM2.5,53.0
270312,20190718,8,PCA,-33.40590250410098
270312,20190718,8,PM2.5,47.0
270318,20190718,9,PCA,-17.169723578544726
270318,20190718,9,PM2.5,57.0
270324,20190718,10,PCA,14.354450427675959
270324,20190718,10,PM2.5,79.0
270330,20190718,11,PCA,51.5548047319021
270330,20190718,11,PM2.5,104.0
270336,20190718,12,PCA,51.03461703295606
270336,20190718,12,PM2.5,108.0
270342,20190718,13,PCA,35.88631649174206
270342,20190718,13,PM2.5,103.0
270348,20190718,14,PCA,40.203540406784384
270348,20190718,14,PM2.5,108.0
270354,20190718,15,PCA,35.88869519939428
270354,20190718,15,PM2.5,107.0
270360,20190718,16,PCA,4.996345640586349
270360,20190718,16,PM2.5,88.0
270366,20190718,17,PCA,-3.9619934816339564
270366,20190718,17,PM2.5,78.0
270372,20190718,20,PCA,-25.745056494500684
270372,20190718,20,PM2.5,65.0
270378,20190718,21,PCA,9.17894844117516
270378,20190718,21,PM2.5,85.0
270384,20190718,22,PCA,33.063832010113806
270384,20190718,22,PM2.5,99.0
270390,20190718,23,PCA,34.31370472671657
270390,20190718,23,PM2.5,98.0
270396,20190719,0,PCA,3.9746758145130094
270396,20190719,0,PM2.5,76.0
270402,20190719,1,PCA,-19.010300177430516
270402,20190719,1,PM2.5,59.0
270408,20190719,2,PCA,-15.504537097351799
270408,20190719,2,PM2.5,60.0
270414,20190719,3,PCA,-24.59469409006937
270414,20190719,3,PM2.5,53.0
270420,20190719,4,PCA,-38.945769758217025
270420,20190719,4,PM2.5,44.0
270426,20190719,5,PCA,-45.546192062799996
270426,20190719,5,PM2.5,40.0
270432,20190719,6,PCA,-51.705609320983605
270432,20190719,6,PM2.5,37.0
270438,20190719,7,PCA,-47.47989261581959
270438,20190719,7,PM2.5,40.0
270444,20190719,8,PCA,-43.065807158736085
270444,20190719,8,PM2.5,43.0
270450,20190719,9,PCA,-44.33073252557503
270450,20190719,9,PM2.5,42.0
270456,20190719,10,PCA,-38.343836331179865
270456,20190719,10,PM2.5,46.0
270462,20190719,11,PCA,-31.996796799651666
270462,20190719,11,PM2.5,51.0
270468,20190719,12,PCA,-19.52824497729659
270468,20190719,12,PM2.5,61.0
270474,20190719,13,PCA,-15.771875776387649
270474,20190719,13,PM2.5,65.0
270480,20190719,14,PCA,-21.140503930112363
270480,20190719,14,PM2.5,63.0
270486,20190719,15,PCA,-16.387097279366706
270486,20190719,15,PM2.5,69.0
270492,20190719,16,PCA,-18.04259919563054
270492,20190719,16,PM2.5,68.0
270498,20190719,17,PCA,0.8844374927771228
270498,20190719,17,PM2.5,77.0
270504,20190719,18,PCA,11.096715611477899
270504,20190719,18,PM2.5,82.0
270510,20190719,19,PCA,10.50184739421671
270510,20190719,19,PM2.5,78.0
270516,20190719,20,PCA,-20.814574800070957
270516,20190719,20,PM2.5,63.0
270522,20190719,21,PCA,3.9592518455649586
270522,20190719,21,PM2.5,73.0
270528,20190719,22,PCA,-45.702697808991765
270528,20190719,22,PM2.5,45.0
270534,20190719,23,PCA,-50.202386905824234
270534,20190719,23,PM2.5,40.0
270540,20190720,0,PCA,-48.97533641712628
270540,20190720,0,PM2.5,38.0
270546,20190720,1,PCA,-62.833361797644564
270546,20190720,1,PM2.5,31.0
270552,20190720,2,PCA,-81.76135942173508
270552,20190720,2,PM2.5,22.0
270558,20190720,3,PCA,-79.69487224196959
270558,20190720,3,PM2.5,23.0
270564,20190720,4,PCA,-71.36555124048779
270564,20190720,4,PM2.5,25.0
270570,20190720,5,PCA,-59.26240379189364
270570,20190720,5,PM2.5,34.0
270576,20190720,6,PCA,-47.302753408654254
270576,20190720,6,PM2.5,37.0
270582,20190720,7,PCA,-33.324342875579745
270582,20190720,7,PM2.5,44.0
270588,20190720,8,PCA,-21.536708160522316
270588,20190720,8,PM2.5,53.0
270594,20190720,9,PCA,-25.51386093997228
270594,20190720,9,PM2.5,53.0
270600,20190720,10,PCA,-32.77199950072982
270600,20190720,10,PM2.5,50.0
270606,20190720,11,PCA,-30.272288873700102
270606,20190720,11,PM2.5,51.0
270612,20190720,12,PCA,-21.344677005875855
270612,20190720,12,PM2.5,57.0
270618,20190720,13,PCA,-15.1037284767091
270618,20190720,13,PM2.5,64.0
270624,20190720,14,PCA,-12.16043512334163
270624,20190720,14,PM2.5,66.0
270630,20190720,15,PCA,2.2066421092585577
270630,20190720,15,PM2.5,75.0
270636,20190720,16,PCA,-2.754996232872254
270636,20190720,16,PM2.5,69.0
270642,20190720,17,PCA,-12.54544288349562
270642,20190720,17,PM2.5,64.0
270648,20190720,18,PCA,-9.356913226282659
270648,20190720,18,PM2.5,67.0
270654,20190720,19,PCA,5.391099397705711
270654,20190720,19,PM2.5,80.0
270660,20190720,20,PCA,7.864497740529357
270660,20190720,20,PM2.5,81.0
270666,20190720,21,PCA,16.642027432291567
270666,20190720,21,PM2.5,86.0
270672,20190720,22,PCA,8.919897431119516
270672,20190720,22,PM2.5,82.0
270678,20190720,23,PCA,5.2761923644181605
270678,20190720,23,PM2.5,80.0
270684,20190721,0,PCA,12.680235013115421
270684,20190721,0,PM2.5,75.0
270690,20190721,1,PCA,15.435906093138296
270690,20190721,1,PM2.5,75.0
270696,20190721,2,PCA,9.7980943058701
270696,20190721,2,PM2.5,72.0
270702,20190721,3,PCA,15.371427556825235
270702,20190721,3,PM2.5,76.0
270708,20190721,4,PCA,24.221672488644487
270708,20190721,4,PM2.5,83.0
270714,20190721,5,PCA,30.864790250386783
270714,20190721,5,PM2.5,88.0
270720,20190721,6,PCA,36.60054657080715
270720,20190721,6,PM2.5,91.0
270726,20190721,7,PCA,43.787769271977744
270726,20190721,7,PM2.5,97.0
270732,20190721,8,PCA,51.892664134223814
270732,20190721,8,PM2.5,105.0
270738,20190721,9,PCA,37.129321239177386
270738,20190721,9,PM2.5,98.0
270744,20190721,10,PCA,19.829808879252
270744,20190721,10,PM2.5,89.0
270750,20190721,11,PCA,-4.318686247615146
270750,20190721,11,PM2.5,77.0
270756,20190721,12,PCA,-29.973148620972804
270756,20190721,12,PM2.5,63.0
270762,20190721,13,PCA,-11.633268480281199
270762,20190721,13,PM2.5,60.0
270768,20190721,14,PCA,-8.87274105790214
270768,20190721,14,PM2.5,59.0
270774,20190721,15,PCA,-33.81778873618015
270774,20190721,15,PM2.5,41.0
270780,20190721,16,PCA,-26.495738944825163
270780,20190721,16,PM2.5,46.0
270786,20190721,17,PCA,-32.87842416595315
270786,20190721,17,PM2.5,43.0
270792,20190721,18,PCA,-50.14944110625794
270792,20190721,18,PM2.5,38.0
270798,20190721,19,PCA,-34.2846727953592
270798,20190721,19,PM2.5,44.0
270804,20190721,20,PCA,-32.09921494866275
270804,20190721,20,PM2.5,46.0
270810,20190721,21,PCA,-40.53845539315405
270810,20190721,21,PM2.5,49.0
270816,20190721,22,PCA,-41.80404765357164
270816,20190721,22,PM2.5,53.0
270822,20190721,23,PCA,-33.21625610338949
270822,20190721,23,PM2.5,56.0
270828,20190722,0,PCA,-21.324954189587523
270828,20190722,0,PM2.5,62.0
270834,20190722,1,PCA,-11.193002295330853
270834,20190722,1,PM2.5,67.0
270840,20190722,2,PCA,7.369072208603061
270840,20190722,2,PM2.5,79.0
270846,20190722,3,PCA,17.678546650203447
270846,20190722,3,PM2.5,84.0
270852,20190722,4,PCA,28.676838390309435
270852,20190722,4,PM2.5,89.0
270858,20190722,5,PCA,-30.450438872078394
270858,20190722,5,PM2.5,44.0
270864,20190722,6,PCA,-37.60943225296055
270864,20190722,6,PM2.5,34.0
270870,20190722,7,PCA,-11.659960887355583
270870,20190722,7,PM2.5,50.0
270876,20190722,8,PCA,-3.2872171151838625
270876,20190722,8,PM2.5,62.0
270882,20190722,9,PCA,17.85401899912684
270882,20190722,9,PM2.5,77.0
270888,20190722,10,PCA,43.31999385148103
270888,20190722,10,PM2.5,94.0
270894,20190722,11,PCA,51.25680488877863
270894,20190722,11,PM2.5,98.0
270900,20190722,12,PCA,54.21867748653701
270900,20190722,12,PM2.5,100.0
270906,20190722,13,PCA,63.45010062439051
270906,20190722,13,PM2.5,106.0
270912,20190722,14,PCA,73.3369971193386
270912,20190722,14,PM2.5,113.0
270918,20190722,15,PCA,99.1409760947203
270918,20190722,15,PM2.5,133.0
270924,20190722,16,PCA,90.82328527140461
270924,20190722,16,PM2.5,132.0
270930,20190722,17,PCA,63.04632641056959
270930,20190722,17,PM2.5,116.0
270936,20190722,18,PCA,51.3025169714248
270936,20190722,18,PM2.5,109.0
270942,20190722,19,PCA,58.49750280162629
270942,20190722,19,PM2.5,110.0
270948,20190722,20,PCA,68.87528533365949
270948,20190722,20,PM2.5,117.0
270954,20190722,21,PCA,79.61257800195118
270954,20190722,21,PM2.5,121.0
270960,20190722,22,PCA,-0.14719278736954236
270960,20190722,22,PM2.5,73.0
270966,20190722,23,PCA,-61.86241841519993
270966,20190722,23,PM2.5,36.0
270972,20190723,0,PCA,-57.69677685643074
270972,20190723,0,PM2.5,39.0
270978,20190723,1,PCA,-58.322561451780025
270978,20190723,1,PM2.5,38.0
270984,20190723,2,PCA,-62.83758428302585
270984,20190723,2,PM2.5,35.0
270990,20190723,3,PCA,-47.54382364584392
270990,20190723,3,PM2.5,43.0
270996,20190723,4,PCA,-27.221819498831884
270996,20190723,4,PM2.5,52.0
271002,20190723,5,PCA,-25.876778901301495
271002,20190723,5,PM2.5,55.0
271008,20190723,6,PCA,-41.51360207975899
271008,20190723,6,PM2.5,47.0
271014,20190723,7,PCA,-42.62865972764388
271014,20190723,7,PM2.5,45.0
271020,20190723,8,PCA,-73.80495761701538
271020,20190723,8,PM2.5,26.0
271026,20190723,9,PCA,-91.1961881805717
271026,20190723,9,PM2.5,17.0
271032,20190723,10,PCA,-96.11991090580733
271032,20190723,10,PM2.5,11.0
271038,20190723,11,PCA,-94.1913068635557
271038,20190723,11,PM2.5,12.0
271044,20190723,12,PCA,-92.71563533171249
271044,20190723,12,PM2.5,12.0
271050,20190723,13,PCA,-92.07805794675318
271050,20190723,13,PM2.5,10.0
271056,20190723,14,PCA,-85.71974849146625
271056,20190723,14,PM2.5,13.0
271062,20190723,15,PCA,-66.80041019300766
271062,20190723,15,PM2.5,17.0
271068,20190723,16,PCA,-47.01752448209678
271068,20190723,16,PM2.5,22.0
271074,20190723,17,PCA,-55.03734336885035
271074,20190723,17,PM2.5,20.0
271080,20190723,18,PCA,-62.21932766179265
271080,20190723,18,PM2.5,21.0
271086,20190723,19,PCA,-75.21798710185277
271086,20190723,19,PM2.5,20.0
271092,20190723,20,PCA,-74.89173521241946
271092,20190723,20,PM2.5,20.0
271098,20190723,21,PCA,-82.24216820038438
271098,20190723,21,PM2.5,20.0
271104,20190723,22,PCA,-79.45544943575563
271104,20190723,22,PM2.5,23.0
271110,20190723,23,PCA,-71.39482717034342
271110,20190723,23,PM2.5,24.0
271116,20190724,0,PCA,-75.74641916879884
271116,20190724,0,PM2.5,19.0
271122,20190724,1,PCA,-75.29773617198713
271122,20190724,1,PM2.5,20.0
271128,20190724,2,PCA,-68.7453240521454
271128,20190724,2,PM2.5,21.0
271134,20190724,3,PCA,-56.269706723663646
271134,20190724,3,PM2.5,26.0
271140,20190724,4,PCA,-53.727024707724986
271140,20190724,4,PM2.5,29.0
271146,20190724,5,PCA,-39.68798439437961
271146,20190724,5,PM2.5,36.0
271152,20190724,6,PCA,-34.32152831176492
271152,20190724,6,PM2.5,32.0
271158,20190724,7,PCA,-27.719487531248777
271158,20190724,7,PM2.5,38.0
271164,20190724,8,PCA,-16.721922427685413
271164,20190724,8,PM2.5,51.0
271170,20190724,9,PCA,-10.540612013781116
271170,20190724,9,PM2.5,63.0
271176,20190724,10,PCA,-23.890776835612403
271176,20190724,10,PM2.5,58.0
271182,20190724,11,PCA,-19.72824295022018
271182,20190724,11,PM2.5,64.0
271200,20190724,14,PCA,-33.77119025069682
271200,20190724,14,PM2.5,32.0
271206,20190724,15,PCA,-36.37636745694119
271206,20190724,15,PM2.5,29.0
271212,20190724,16,PCA,-58.534092204055774
271212,20190724,16,PM2.5,29.0
271218,20190724,17,PCA,-71.3099740700291
271218,20190724,17,PM2.5,25.0
271224,20190724,18,PCA,-58.66573466139979
271224,20190724,18,PM2.5,32.0
271230,20190724,19,PCA,-42.53193334954029
271230,20190724,19,PM2.5,34.0
271236,20190724,20,PCA,-19.08792290227731
271236,20190724,20,PM2.5,49.0
271242,20190724,21,PCA,-63.04661536951633
271242,20190724,21,PM2.5,36.0
271248,20190724,22,PCA,-78.78374541010125
271248,20190724,22,PM2.5,26.0
271254,20190724,23,PCA,-83.39962523529603
271254,20190724,23,PM2.5,21.0
271260,20190725,0,PCA,-65.39156251339321
271260,20190725,0,PM2.5,24.0
271266,20190725,1,PCA,-70.5078908851741
271266,20190725,1,PM2.5,19.0
271272,20190725,2,PCA,-69.2520557493332
271272,20190725,2,PM2.5,19.0
271278,20190725,3,PCA,-63.91569027758617
271278,20190725,3,PM2.5,22.0
271284,20190725,4,PCA,-61.341891777100074
271284,20190725,4,PM2.5,21.0
271290,20190725,5,PCA,-47.14930697543452
271290,20190725,5,PM2.5,23.0
271296,20190725,6,PCA,-57.64020607814601
271296,20190725,6,PM2.5,21.0
271302,20190725,7,PCA,-48.940976794388696
271302,20190725,7,PM2.5,24.0
271308,20190725,8,PCA,-48.9386750461999
271308,20190725,8,PM2.5,23.0
271314,20190725,9,PCA,-66.73482902699126
271314,20190725,9,PM2.5,24.0
271320,20190725,10,PCA,-66.5270739713195
271320,20190725,10,PM2.5,25.0
271326,20190725,11,PCA,-75.33245746375754
271326,20190725,11,PM2.5,23.0
271332,20190725,12,PCA,-47.14998351416743
271332,20190725,12,PM2.5,25.0
271338,20190725,13,PCA,-39.85421961891291
271338,20190725,13,PM2.5,24.0
271344,20190725,14,PCA,-37.08630267269953
271344,20190725,14,PM2.5,24.0
271350,20190725,15,PCA,-41.724597186377984
271350,20190725,15,PM2.5,27.0
271356,20190725,16,PCA,-49.59557625588561
271356,20190725,16,PM2.5,22.0
271362,20190725,17,PCA,-44.85110393178817
271362,20190725,17,PM2.5,25.0
271368,20190725,18,PCA,-38.654408157423
271368,20190725,18,PM2.5,31.0
271374,20190725,19,PCA,-40.76333124127516
271374,20190725,19,PM2.5,28.0
271380,20190725,20,PCA,-78.01487781890116
271380,20190725,20,PM2.5,25.0
271386,20190725,21,PCA,-50.39837227383365
271386,20190725,21,PM2.5,26.0
271392,20190725,22,PCA,-57.63779582423338
271392,20190725,22,PM2.5,18.0
271398,20190725,23,PCA,-84.79128724324619
271398,20190725,23,PM2.5,16.0
271404,20190726,0,PCA,-85.91256513176417
271404,20190726,0,PM2.5,16.0
271410,20190726,1,PCA,-86.5119191471853
271410,20190726,1,PM2.5,16.0
271416,20190726,2,PCA,-85.48728571806774
271416,20190726,2,PM2.5,18.0
271422,20190726,3,PCA,-78.58215178855913
271422,20190726,3,PM2.5,19.0
271428,20190726,4,PCA,-85.55220471199037
271428,20190726,4,PM2.5,17.0
271434,20190726,5,PCA,-92.81766288316892
271434,20190726,5,PM2.5,12.0
271440,20190726,6,PCA,-90.92261550775862
271440,20190726,6,PM2.5,14.0
271446,20190726,7,PCA,-91.30628072372899
271446,20190726,7,PM2.5,13.0
271452,20190726,8,PCA,-84.51493009764276
271452,20190726,8,PM2.5,13.0
271458,20190726,9,PCA,-77.33839972472643
271458,20190726,9,PM2.5,18.0
271464,20190726,10,PCA,-63.738599566341904
271464,20190726,10,PM2.5,23.0
271470,20190726,11,PCA,-62.922455650004515
271470,20190726,11,PM2.5,28.0
271476,20190726,12,PCA,-48.54786246022996
271476,20190726,12,PM2.5,37.0
271482,20190726,13,PCA,-18.661410380854463
271482,20190726,13,PM2.5,51.0
271488,20190726,14,PCA,-16.073552923168958
271488,20190726,14,PM2.5,48.0
271494,20190726,15,PCA,-16.342714686651817
271494,20190726,15,PM2.5,52.0
271500,20190726,16,PCA,-32.68411874870472
271500,20190726,16,PM2.5,35.0
271506,20190726,17,PCA,-29.50433365433807
271506,20190726,17,PM2.5,38.0
271512,20190726,18,PCA,-15.172407962774097
271512,20190726,18,PM2.5,53.0
271518,20190726,19,PCA,-6.099593347015023
271518,20190726,19,PM2.5,61.0
271524,20190726,20,PCA,-5.451681043059475
271524,20190726,20,PM2.5,65.0
271530,20190726,21,PCA,-5.637983400620076
271530,20190726,21,PM2.5,71.0
271536,20190726,22,PCA,-9.627854324763481
271536,20190726,22,PM2.5,72.0
271542,20190726,23,PCA,12.35542187185692
271542,20190726,23,PM2.5,88.0
271548,20190727,0,PCA,43.44183102728332
271548,20190727,0,PM2.5,107.0
271554,20190727,1,PCA,73.06002402725446
271554,20190727,1,PM2.5,123.0
271560,20190727,2,PCA,82.67569123018761
271560,20190727,2,PM2.5,125.0
271566,20190727,3,PCA,93.37811919718746
271566,20190727,3,PM2.5,132.0
271572,20190727,4,PCA,108.85056778106576
271572,20190727,4,PM2.5,139.0
271578,20190727,5,PCA,95.8148459767315
271578,20190727,5,PM2.5,132.0
271584,20190727,6,PCA,98.94671051766
271584,20190727,6,PM2.5,134.0
271590,20190727,7,PCA,100.72152661683556
271590,20190727,7,PM2.5,135.0
271596,20190727,8,PCA,98.99809995031728
271596,20190727,8,PM2.5,135.0
271602,20190727,9,PCA,81.05483070355369
271602,20190727,9,PM2.5,127.0
271608,20190727,10,PCA,58.614249335932215
271608,20190727,10,PM2.5,116.0
271614,20190727,11,PCA,35.109300102150605
271614,20190727,11,PM2.5,105.0
271620,20190727,12,PCA,-13.209432534588592
271620,20190727,12,PM2.5,69.0
271626,20190727,13,PCA,-22.898156325398173
271626,20190727,13,PM2.5,57.0
271632,20190727,14,PCA,-17.695599890721528
271632,20190727,14,PM2.5,60.0
271638,20190727,15,PCA,-18.96717703794231
271638,20190727,15,PM2.5,59.0
271644,20190727,16,PCA,-6.435643099779237
271644,20190727,16,PM2.5,68.0
271650,20190727,17,PCA,-13.011837624869633
271650,20190727,17,PM2.5,54.0
271656,20190727,18,PCA,-13.602117787969666
