,date,hour,type,门头沟
185916,20171202,17,PCA,194.98733220551227
185916,20171202,17,PM2.5,167.0
185922,20171202,18,PCA,194.43879792303954
185922,20171202,18,PM2.5,169.0
185928,20171202,19,PCA,157.80506157130353
185928,20171202,19,PM2.5,146.0
185934,20171202,20,PCA,168.75093289569287
185934,20171202,20,PM2.5,154.0
185940,20171202,21,PCA,126.97100198604493
185940,20171202,21,PM2.5,130.0
185946,20171202,22,PCA,102.64128471485225
185946,20171202,22,PM2.5,116.0
185952,20171202,23,PCA,81.76350974025607
185952,20171202,23,PM2.5,103.0
185958,20171203,0,PCA,99.83681970166408
185958,20171203,0,PM2.5,115.0
185964,20171203,1,PCA,68.23100344818631
185964,20171203,1,PM2.5,96.0
185970,20171203,2,PCA,27.588853746049555
185970,20171203,2,PM2.5,71.0
185976,20171203,3,PCA,27.50284082658417
185976,20171203,3,PM2.5,71.0
185982,20171203,4,PCA,78.27697960360207
185982,20171203,4,PM2.5,101.0
185988,20171203,5,PCA,98.8918867865705
185988,20171203,5,PM2.5,114.0
185994,20171203,6,PCA,99.67979478890311
185994,20171203,6,PM2.5,114.0
186000,20171203,7,PCA,110.14427290360629
186000,20171203,7,PM2.5,120.0
186006,20171203,8,PCA,81.46447184733245
186006,20171203,8,PM2.5,102.0
186012,20171203,9,PCA,37.68181882408495
186012,20171203,9,PM2.5,75.0
186018,20171203,10,PCA,-36.57963150237787
186018,20171203,10,PM2.5,30.0
186024,20171203,11,PCA,-59.75794332734715
186024,20171203,11,PM2.5,25.0
186030,20171203,12,PCA,-86.07622135759392
186030,20171203,12,PM2.5,5.0
186036,20171203,13,PCA,-81.87101717453366
186036,20171203,13,PM2.5,11.0
186042,20171203,14,PCA,-83.38786089124581
186042,20171203,14,PM2.5,8.0
186048,20171203,15,PCA,-83.74685659132777
186048,20171203,15,PM2.5,7.0
186054,20171203,16,PCA,-83.53225362315514
186054,20171203,16,PM2.5,7.0
186060,20171203,17,PCA,-82.78448720241703
186060,20171203,17,PM2.5,6.0
186066,20171203,18,PCA,-86.5048906143308
186066,20171203,18,PM2.5,3.0
186072,20171203,19,PCA,-81.18018751267752
186072,20171203,19,PM2.5,9.0
186078,20171203,20,PCA,-78.6890829323341
186078,20171203,20,PM2.5,7.0
186084,20171203,21,PCA,-85.27811672205702
186084,20171203,21,PM2.5,6.0
186090,20171203,22,PCA,-85.8905605973286
186090,20171203,22,PM2.5,6.0
186096,20171203,23,PCA,-85.30387570130566
186096,20171203,23,PM2.5,6.0
186102,20171204,0,PCA,-83.12746921789409
186102,20171204,0,PM2.5,8.0
186108,20171204,1,PCA,-87.56031028843465
186108,20171204,1,PM2.5,3.0
186114,20171204,2,PCA,-86.49413354972825
186114,20171204,2,PM2.5,5.0
186120,20171204,3,PCA,-87.18545959669
186120,20171204,3,PM2.5,5.0
186126,20171204,4,PCA,-87.14141007813134
186126,20171204,4,PM2.5,5.0
186132,20171204,5,PCA,-87.09002706078648
186132,20171204,5,PM2.5,6.0
186138,20171204,6,PCA,-88.87245851200018
186138,20171204,6,PM2.5,3.0
186144,20171204,7,PCA,-88.87662150843596
186144,20171204,7,PM2.5,3.0
186150,20171204,8,PCA,-87.24968103333752
186150,20171204,8,PM2.5,5.0
186156,20171204,9,PCA,-87.53033124133776
186156,20171204,9,PM2.5,6.0
186162,20171204,10,PCA,-89.64341441166343
186162,20171204,10,PM2.5,3.0
186168,20171204,11,PCA,-88.19138588261976
186168,20171204,11,PM2.5,5.0
186174,20171204,12,PCA,-78.19278068709114
186174,20171204,12,PM2.5,6.0
186180,20171204,13,PCA,-72.65808468573749
186180,20171204,13,PM2.5,9.0
186186,20171204,14,PCA,-88.34747060975599
186186,20171204,14,PM2.5,3.0
186192,20171204,15,PCA,-83.48611897542074
186192,20171204,15,PM2.5,8.0
186198,20171204,16,PCA,-76.85377986071036
186198,20171204,16,PM2.5,7.0
186204,20171204,17,PCA,-77.61408409177633
186204,20171204,17,PM2.5,6.0
186210,20171204,18,PCA,-80.99263989833105
186210,20171204,18,PM2.5,7.0
186216,20171204,19,PCA,-71.09724780514928
186216,20171204,19,PM2.5,8.0
186222,20171204,20,PCA,-51.616564377933
186222,20171204,20,PM2.5,14.0
186228,20171204,21,PCA,-84.42257872223053
186228,20171204,21,PM2.5,7.0
186234,20171204,22,PCA,-87.60857511188979
186234,20171204,22,PM2.5,3.0
186240,20171204,23,PCA,-86.4752575097892
186240,20171204,23,PM2.5,5.0
186246,20171205,0,PCA,-86.84881907796222
186246,20171205,0,PM2.5,4.0
186252,20171205,1,PCA,-63.79013698717908
186252,20171205,1,PM2.5,11.0
186258,20171205,2,PCA,-59.95111183656243
186258,20171205,2,PM2.5,11.0
186264,20171205,3,PCA,-88.66618153669907
186264,20171205,3,PM2.5,3.0
186270,20171205,4,PCA,-87.00187571520844
186270,20171205,4,PM2.5,6.0
186276,20171205,5,PCA,-85.67283118487428
186276,20171205,5,PM2.5,8.0
186282,20171205,6,PCA,-86.80179242379616
186282,20171205,6,PM2.5,5.5
186288,20171205,7,PCA,-87.93075366271798
186288,20171205,7,PM2.5,3.0
186294,20171205,8,PCA,-81.26585825315345
186294,20171205,8,PM2.5,7.0
186300,20171205,9,PCA,-68.57313986229454
186300,20171205,9,PM2.5,9.0
186306,20171205,10,PCA,-72.55556596308566
186306,20171205,10,PM2.5,13.0
186312,20171205,11,PCA,-86.2475190007791
186312,20171205,11,PM2.5,3.0
186318,20171205,12,PCA,-83.55459728697932
186318,20171205,12,PM2.5,7.0
186324,20171205,13,PCA,-85.73140202140682
186324,20171205,13,PM2.5,4.0
186330,20171205,14,PCA,-84.42307085172176
186330,20171205,14,PM2.5,5.0
186336,20171205,15,PCA,-68.01827525774337
186336,20171205,15,PM2.5,18.0
186342,20171205,16,PCA,-72.6507056439785
186342,20171205,16,PM2.5,10.0
186348,20171205,17,PCA,-50.16710208207476
186348,20171205,17,PM2.5,18.0
186354,20171205,18,PCA,-45.83445405846028
186354,20171205,18,PM2.5,18.0
186360,20171205,19,PCA,-23.05216153720048
186360,20171205,19,PM2.5,30.0
186366,20171205,20,PCA,-22.711444638596575
186366,20171205,20,PM2.5,30.0
186372,20171205,21,PCA,-1.030881182781836
186372,20171205,21,PM2.5,43.0
186378,20171205,22,PCA,-41.01778177750725
186378,20171205,22,PM2.5,19.0
186384,20171205,23,PCA,-54.14441751858771
186384,20171205,23,PM2.5,20.0
186390,20171206,0,PCA,-43.808973313314
186390,20171206,0,PM2.5,16.0
186396,20171206,1,PCA,-56.40738959889879
186396,20171206,1,PM2.5,16.0
186402,20171206,2,PCA,-51.2780149585404
186402,20171206,2,PM2.5,15.0
186408,20171206,3,PCA,-62.920062172360225
186408,20171206,3,PM2.5,13.0
186414,20171206,4,PCA,-46.718425419996244
186414,20171206,4,PM2.5,14.0
186420,20171206,5,PCA,-62.84692099182021
186420,20171206,5,PM2.5,14.0
186426,20171206,6,PCA,-55.39511284909801
186426,20171206,6,PM2.5,15.0
186432,20171206,7,PCA,-59.56935445371844
186432,20171206,7,PM2.5,16.0
186438,20171206,8,PCA,-56.3984658711384
186438,20171206,8,PM2.5,17.0
186444,20171206,9,PCA,-54.288696891135274
186444,20171206,9,PM2.5,17.0
186450,20171206,10,PCA,-53.73486164793533
186450,20171206,10,PM2.5,16.0
186456,20171206,11,PCA,-60.77396141363711
186456,20171206,11,PM2.5,16.0
186462,20171206,12,PCA,-71.49739163557015
186462,20171206,12,PM2.5,12.0
186468,20171206,13,PCA,-70.08906668252985
186468,20171206,13,PM2.5,15.0
186474,20171206,14,PCA,-63.63956725572981
186474,20171206,14,PM2.5,15.0
186480,20171206,15,PCA,-60.78065682720782
186480,20171206,15,PM2.5,20.0
186486,20171206,16,PCA,-61.196292164637
186486,20171206,16,PM2.5,17.0
186492,20171206,17,PCA,-59.35514697238189
186492,20171206,17,PM2.5,18.0
186498,20171206,18,PCA,-64.1764248349811
186498,20171206,18,PM2.5,12.0
186504,20171206,19,PCA,-72.03102939940197
186504,20171206,19,PM2.5,9.0
186510,20171206,20,PCA,-77.38139383826275
186510,20171206,20,PM2.5,7.0
186516,20171206,21,PCA,-69.91264106417914
186516,20171206,21,PM2.5,10.0
186522,20171206,22,PCA,-68.23732589370398
186522,20171206,22,PM2.5,12.0
186528,20171206,23,PCA,-74.50363620259833
186528,20171206,23,PM2.5,10.0
186534,20171207,0,PCA,-81.0419823475271
186534,20171207,0,PM2.5,10.0
186540,20171207,1,PCA,-83.25139241375201
186540,20171207,1,PM2.5,8.0
186546,20171207,2,PCA,-83.42119818235467
186546,20171207,2,PM2.5,8.0
186552,20171207,3,PCA,-83.68059835009733
186552,20171207,3,PM2.5,8.0
186558,20171207,4,PCA,-83.52223676825596
186558,20171207,4,PM2.5,7.0
186564,20171207,5,PCA,-85.3954946707688
186564,20171207,5,PM2.5,6.0
186570,20171207,6,PCA,-85.92429613945339
186570,20171207,6,PM2.5,5.0
186576,20171207,7,PCA,-83.27002064522546
186576,20171207,7,PM2.5,8.0
186582,20171207,8,PCA,-81.05759002715193
186582,20171207,8,PM2.5,7.0
186588,20171207,9,PCA,-78.5221843562183
186588,20171207,9,PM2.5,8.0
186594,20171207,10,PCA,-76.31510821611103
186594,20171207,10,PM2.5,10.0
186600,20171207,11,PCA,-73.25982458395113
186600,20171207,11,PM2.5,8.0
186606,20171207,12,PCA,-82.3148876094875
186606,20171207,12,PM2.5,8.0
186612,20171207,13,PCA,-83.94589343898055
186612,20171207,13,PM2.5,10.0
186618,20171207,14,PCA,-84.0254219462781
186618,20171207,14,PM2.5,4.0
186624,20171207,15,PCA,-71.75864113145025
186624,20171207,15,PM2.5,3.0
186630,20171207,16,PCA,-59.49577522846674
186630,20171207,16,PM2.5,7.0
186636,20171207,17,PCA,-69.89257076108967
186636,20171207,17,PM2.5,7.0
186642,20171207,18,PCA,-75.01683922399594
186642,20171207,18,PM2.5,8.0
186648,20171207,19,PCA,-87.36706345796568
186648,20171207,19,PM2.5,8.0
186666,20171207,22,PCA,-76.6383240916469
186666,20171207,22,PM2.5,5.0
186672,20171207,23,PCA,-86.37877290942399
186672,20171207,23,PM2.5,7.0
186678,20171208,0,PCA,-88.59963064985027
186678,20171208,0,PM2.5,6.0
186684,20171208,1,PCA,-83.84794000347208
186684,20171208,1,PM2.5,5.0
186702,20171208,4,PCA,-90.33940332760663
186702,20171208,4,PM2.5,3.0
186708,20171208,5,PCA,-79.85095152202999
186708,20171208,5,PM2.5,3.0
186714,20171208,6,PCA,-65.2291360728315
186714,20171208,6,PM2.5,11.0
186720,20171208,7,PCA,-86.18082918891001
186720,20171208,7,PM2.5,5.0
186726,20171208,8,PCA,-52.0951205109081
186726,20171208,8,PM2.5,14.0
186732,20171208,9,PCA,-45.7996204059428
186732,20171208,9,PM2.5,18.0
186738,20171208,10,PCA,-49.77922472202838
186738,20171208,10,PM2.5,18.0
186744,20171208,13,PCA,-78.99862205130468
186744,20171208,13,PM2.5,8.0
186750,20171208,14,PCA,-72.50160548206084
186750,20171208,14,PM2.5,8.0
186756,20171208,15,PCA,-65.24458180328574
186756,20171208,15,PM2.5,10.0
186762,20171208,16,PCA,-67.25499957197513
186762,20171208,16,PM2.5,9.0
186768,20171208,17,PCA,-52.40773049856165
186768,20171208,17,PM2.5,14.0
186774,20171208,18,PCA,-13.040830785303108
186774,20171208,18,PM2.5,34.0
186780,20171208,19,PCA,-7.734052579216118
186780,20171208,19,PM2.5,35.0
186786,20171208,20,PCA,1.7629211363275765
186786,20171208,20,PM2.5,40.0
186792,20171208,21,PCA,-2.4084749317975156
186792,20171208,21,PM2.5,40.0
186798,20171208,22,PCA,-18.048307405217088
186798,20171208,22,PM2.5,33.0
186804,20171208,23,PCA,-29.523821470742163
186804,20171208,23,PM2.5,29.0
186810,20171209,0,PCA,-49.68456095249905
186810,20171209,0,PM2.5,20.0
186816,20171209,1,PCA,-67.26782099406616
186816,20171209,1,PM2.5,14.0
186822,20171209,2,PCA,-66.71484657093723
186822,20171209,2,PM2.5,12.0
186828,20171209,3,PCA,-36.110949088581336
186828,20171209,3,PM2.5,22.0
186834,20171209,4,PCA,-21.271445796943173
186834,20171209,4,PM2.5,31.0
186840,20171209,5,PCA,-28.18275577953543
186840,20171209,5,PM2.5,26.0
186846,20171209,6,PCA,-29.42071802001491
186846,20171209,6,PM2.5,26.0
186852,20171209,7,PCA,-33.29382814275173
186852,20171209,7,PM2.5,26.0
186858,20171209,8,PCA,-28.03681709702265
186858,20171209,8,PM2.5,31.0
186864,20171209,9,PCA,-37.954313572080615
186864,20171209,9,PM2.5,24.0
186870,20171209,10,PCA,-43.126306691393474
186870,20171209,10,PM2.5,21.0
186876,20171209,11,PCA,-36.29110564068066
186876,20171209,11,PM2.5,25.0
186882,20171209,12,PCA,-38.48580238727652
186882,20171209,12,PM2.5,28.0
186888,20171209,13,PCA,-52.777861189709334
186888,20171209,13,PM2.5,28.0
186894,20171209,14,PCA,-50.2679293904474
186894,20171209,14,PM2.5,24.0
186900,20171209,15,PCA,-42.02093952637505
186900,20171209,15,PM2.5,28.0
186906,20171209,16,PCA,-37.052857412134706
186906,20171209,16,PM2.5,26.0
186912,20171209,17,PCA,-25.699546344685125
186912,20171209,17,PM2.5,30.0
186918,20171209,18,PCA,-3.5821588382104923
186918,20171209,18,PM2.5,42.0
186924,20171209,19,PCA,5.804100124087688
186924,20171209,19,PM2.5,47.0
186930,20171209,20,PCA,-14.371474831939333
186930,20171209,20,PM2.5,45.0
186936,20171209,21,PCA,-57.135036912966925
186936,20171209,21,PM2.5,19.0
186942,20171209,22,PCA,-74.44542731735643
186942,20171209,22,PM2.5,8.0
186948,20171209,23,PCA,-60.93745619623774
186948,20171209,23,PM2.5,8.0
186954,20171210,0,PCA,-69.94460382831437
186954,20171210,0,PM2.5,9.0
186960,20171210,1,PCA,-85.74042338682905
186960,20171210,1,PM2.5,4.0
186966,20171210,2,PCA,-83.12568847216872
186966,20171210,2,PM2.5,8.0
186972,20171210,3,PCA,-83.91249936349466
186972,20171210,3,PM2.5,7.0
186978,20171210,4,PCA,-84.68761825959366
186978,20171210,4,PM2.5,7.0
186984,20171210,5,PCA,-83.27969155756934
186984,20171210,5,PM2.5,9.0
186990,20171210,6,PCA,-74.97264303736252
186990,20171210,6,PM2.5,5.0
186996,20171210,7,PCA,-58.77085584244825
186996,20171210,7,PM2.5,7.0
187002,20171210,8,PCA,-50.31059270440349
187002,20171210,8,PM2.5,9.0
187008,20171210,9,PCA,-54.595524598129096
187008,20171210,9,PM2.5,7.0
187014,20171210,10,PCA,-57.284730603452374
187014,20171210,10,PM2.5,8.0
187020,20171210,11,PCA,-28.279185574704417
187020,20171210,11,PM2.5,9.0
187026,20171210,12,PCA,-35.31317916295412
187026,20171210,12,PM2.5,9.0
187032,20171210,13,PCA,-61.745172173742255
187032,20171210,13,PM2.5,10.0
187038,20171210,14,PCA,-74.81625770125147
187038,20171210,14,PM2.5,4.0
187044,20171210,15,PCA,-78.49241254695842
187044,20171210,15,PM2.5,12.0
187050,20171210,16,PCA,-86.04718200407328
187050,20171210,16,PM2.5,6.0
187056,20171210,17,PCA,-72.81728760676343
187056,20171210,17,PM2.5,6.0
187062,20171210,18,PCA,-68.49732357603344
187062,20171210,18,PM2.5,8.0
187068,20171210,19,PCA,-68.12540333213764
187068,20171210,19,PM2.5,10.0
187074,20171210,20,PCA,-79.50319300208396
187074,20171210,20,PM2.5,4.0
187080,20171210,21,PCA,-72.60337951471364
187080,20171210,21,PM2.5,8.0
187086,20171210,22,PCA,-71.04704403945443
187086,20171210,22,PM2.5,8.0
187092,20171210,23,PCA,-69.45533098106336
187092,20171210,23,PM2.5,7.0
187098,20171211,0,PCA,-61.97141759939142
187098,20171211,0,PM2.5,10.0
187104,20171211,1,PCA,-77.12936872841121
187104,20171211,1,PM2.5,6.0
187110,20171211,2,PCA,-66.44300673133564
187110,20171211,2,PM2.5,8.0
187116,20171211,3,PCA,-82.42726051022841
187116,20171211,3,PM2.5,6.0
187122,20171211,4,PCA,-81.26871712104753
187122,20171211,4,PM2.5,8.0
187128,20171211,5,PCA,-81.5224624177719
187128,20171211,5,PM2.5,10.0
187134,20171211,6,PCA,-86.05544743809226
187134,20171211,6,PM2.5,7.0
187140,20171211,7,PCA,-84.5795010140758
187140,20171211,7,PM2.5,5.0
187146,20171211,8,PCA,-70.67507923453172
187146,20171211,8,PM2.5,7.0
187152,20171211,9,PCA,-68.05157103904062
187152,20171211,9,PM2.5,6.0
187158,20171211,10,PCA,-75.9509610049965
187158,20171211,10,PM2.5,15.0
187164,20171211,11,PCA,-82.9416980892793
187164,20171211,11,PM2.5,11.0
187170,20171211,12,PCA,-86.66690706967034
187170,20171211,12,PM2.5,5.0
187176,20171211,13,PCA,-81.4113811395664
187176,20171211,13,PM2.5,12.0
187182,20171211,14,PCA,-85.81816262188354
187182,20171211,14,PM2.5,4.0
187188,20171211,15,PCA,-85.51194068424773
187188,20171211,15,PM2.5,4.0
187194,20171211,16,PCA,-87.18233692688392
187194,20171211,16,PM2.5,3.0
187200,20171211,17,PCA,-84.31727551836379
187200,20171211,17,PM2.5,7.0
187206,20171211,18,PCA,-82.0254633481029
187206,20171211,18,PM2.5,9.0
187212,20171211,19,PCA,-77.28208717706627
187212,20171211,19,PM2.5,10.0
187218,20171211,20,PCA,-85.10383860122408
187218,20171211,20,PM2.5,6.0
187224,20171211,21,PCA,-81.14217888189329
187224,20171211,21,PM2.5,7.0
187230,20171211,22,PCA,-82.63791098694033
187230,20171211,22,PM2.5,6.0
187236,20171211,23,PCA,-80.21152395222428
187236,20171211,23,PM2.5,7.0
187242,20171212,0,PCA,-76.37140517804097
187242,20171212,0,PM2.5,8.0
187248,20171212,1,PCA,-79.20108047691151
187248,20171212,1,PM2.5,9.0
187254,20171212,2,PCA,-81.08589243810728
187254,20171212,2,PM2.5,7.0
187260,20171212,3,PCA,-86.4974549866774
187260,20171212,3,PM2.5,6.0
187266,20171212,4,PCA,-78.63160549906614
187266,20171212,4,PM2.5,7.0
187272,20171212,5,PCA,-75.05871650039148
187272,20171212,5,PM2.5,10.0
187278,20171212,6,PCA,-76.6058281353433
187278,20171212,6,PM2.5,6.0
187284,20171212,7,PCA,-64.41980661099075
187284,20171212,7,PM2.5,10.0
187290,20171212,8,PCA,-62.18706088328403
187290,20171212,8,PM2.5,9.0
187296,20171212,9,PCA,-56.48274636294082
187296,20171212,9,PM2.5,13.0
187302,20171212,10,PCA,-75.74810310868567
187302,20171212,10,PM2.5,12.0
187308,20171212,11,PCA,-79.79272187601057
187308,20171212,11,PM2.5,8.0
187314,20171212,12,PCA,-71.9261767397228
187314,20171212,12,PM2.5,14.0
187320,20171212,13,PCA,-69.45206981155201
187320,20171212,13,PM2.5,16.0
187326,20171212,14,PCA,-72.67518346301198
187326,20171212,14,PM2.5,16.0
187332,20171212,15,PCA,-68.04032605564717
187332,20171212,15,PM2.5,17.0
187338,20171212,16,PCA,-61.272018059862916
187338,20171212,16,PM2.5,21.0
187344,20171212,17,PCA,-54.52497211829397
187344,20171212,17,PM2.5,22.0
187350,20171212,18,PCA,-47.121034531878834
187350,20171212,18,PM2.5,24.0
187356,20171212,19,PCA,-35.733082044778726
187356,20171212,19,PM2.5,29.0
187362,20171212,20,PCA,-36.5484852175888
187362,20171212,20,PM2.5,30.0
187368,20171212,21,PCA,-37.74116239991038
187368,20171212,21,PM2.5,26.0
187374,20171212,22,PCA,-32.87678196333464
187374,20171212,22,PM2.5,29.0
187380,20171212,23,PCA,-35.18422782719813
187380,20171212,23,PM2.5,29.0
187386,20171213,0,PCA,-37.491673691061635
187386,20171213,0,PM2.5,29.0
187392,20171213,1,PCA,-44.76787053131054
187392,20171213,1,PM2.5,28.0
187398,20171213,2,PCA,-45.38447740301788
187398,20171213,2,PM2.5,28.0
187404,20171213,3,PCA,-45.512368591734415
187404,20171213,3,PM2.5,26.0
187410,20171213,4,PCA,-50.29548460590955
187410,20171213,4,PM2.5,23.0
187416,20171213,5,PCA,-53.461462511042505
187416,20171213,5,PM2.5,22.0
187422,20171213,6,PCA,-50.803373450374195
187422,20171213,6,PM2.5,26.0
187428,20171213,7,PCA,-47.003888879325174
187428,20171213,7,PM2.5,27.0
187434,20171213,8,PCA,-45.90133857596142
187434,20171213,8,PM2.5,25.0
187440,20171213,9,PCA,-42.69759707342033
187440,20171213,9,PM2.5,28.0
187446,20171213,10,PCA,-45.82804695287113
187446,20171213,10,PM2.5,27.0
187452,20171213,11,PCA,-47.714533778268844
187452,20171213,11,PM2.5,29.0
187458,20171213,12,PCA,-40.89860303464315
187458,20171213,12,PM2.5,32.0
187464,20171213,13,PCA,-37.81205223120076
187464,20171213,13,PM2.5,34.0
187470,20171213,14,PCA,-40.219961476993724
187470,20171213,14,PM2.5,32.0
187476,20171213,15,PCA,-28.129234772302706
187476,20171213,15,PM2.5,38.0
187482,20171213,16,PCA,-22.819353873723852
187482,20171213,16,PM2.5,38.0
187488,20171213,17,PCA,-12.725962197393995
187488,20171213,17,PM2.5,44.0
187494,20171213,18,PCA,-14.98199853350706
187494,20171213,18,PM2.5,42.0
187500,20171213,19,PCA,-13.731539053328351
187500,20171213,19,PM2.5,43.0
187506,20171213,20,PCA,1.9313038997952139
187506,20171213,20,PM2.5,53.0
187512,20171213,21,PCA,7.73220961437754
187512,20171213,21,PM2.5,57.0
187518,20171213,22,PCA,6.944996984595582
187518,20171213,22,PM2.5,57.0
187524,20171213,23,PCA,4.336201336180008
187524,20171213,23,PM2.5,56.0
187530,20171214,0,PCA,-4.969996699205839
187530,20171214,0,PM2.5,50.0
187536,20171214,1,PCA,-3.5965532203176083
187536,20171214,1,PM2.5,51.0
187542,20171214,2,PCA,-8.73485136813432
187542,20171214,2,PM2.5,48.0
187548,20171214,3,PCA,-9.114401735923185
187548,20171214,3,PM2.5,48.0
187554,20171214,4,PCA,-9.066136912468075
187554,20171214,4,PM2.5,48.0
187560,20171214,5,PCA,-4.358435446098002
187560,20171214,5,PM2.5,51.0
187566,20171214,6,PCA,-7.250116874239794
187566,20171214,6,PM2.5,49.0
187572,20171214,7,PCA,-8.639712466325435
187572,20171214,7,PM2.5,48.0
187578,20171214,8,PCA,3.3891823034344166
187578,20171214,8,PM2.5,55.0
187584,20171214,9,PCA,9.552043219046206
187584,20171214,9,PM2.5,59.0
187590,20171214,10,PCA,12.484940367083377
187590,20171214,10,PM2.5,61.0
187608,20171214,13,PCA,-5.125225364843587
187608,20171214,13,PM2.5,51.0
187614,20171214,14,PCA,54.36159094834414
187614,20171214,14,PM2.5,88.0
187620,20171214,15,PCA,58.360318892532405
187620,20171214,15,PM2.5,91.0
187626,20171214,16,PCA,58.23172884382513
187626,20171214,16,PM2.5,91.0
187632,20171214,17,PCA,54.24429464384782
187632,20171214,17,PM2.5,88.0
187638,20171214,18,PCA,62.61680119989042
187638,20171214,18,PM2.5,93.0
187644,20171214,19,PCA,68.78276480799408
187644,20171214,19,PM2.5,96.0
187650,20171214,20,PCA,71.71214202368549
187650,20171214,20,PM2.5,98.0
187656,20171214,21,PCA,64.45408975611272
187656,20171214,21,PM2.5,93.0
187662,20171214,22,PCA,61.89425430370293
187662,20171214,22,PM2.5,92.0
187668,20171214,23,PCA,61.41539279880118
187668,20171214,23,PM2.5,92.0
187674,20171215,0,PCA,57.296453107237845
187674,20171215,0,PM2.5,89.0
187680,20171215,1,PCA,55.167214336274654
187680,20171215,1,PM2.5,88.0
187686,20171215,2,PCA,56.823154582741395
187686,20171215,2,PM2.5,89.0
187692,20171215,3,PCA,59.78325376358919
187692,20171215,3,PM2.5,91.0
187698,20171215,4,PCA,56.560286791113654
187698,20171215,4,PM2.5,89.0
187704,20171215,5,PCA,59.40718025855366
187704,20171215,5,PM2.5,91.0
187710,20171215,6,PCA,63.64950568728256
187710,20171215,6,PM2.5,93.0
187716,20171215,7,PCA,-53.92346103970802
187716,20171215,7,PM2.5,23.0
187722,20171215,8,PCA,-87.03422876262384
187722,20171215,8,PM2.5,4.0
187728,20171215,9,PCA,-86.36623887357167
187728,20171215,9,PM2.5,5.0
187734,20171215,10,PCA,-84.06684839145056
187734,20171215,10,PM2.5,7.0
187740,20171215,11,PCA,-73.87266671023865
187740,20171215,11,PM2.5,7.0
187746,20171215,12,PCA,-80.65301460344794
187746,20171215,12,PM2.5,10.0
187752,20171215,13,PCA,-86.39237980020016
187752,20171215,13,PM2.5,7.0
187758,20171215,14,PCA,-82.456285803526
187758,20171215,14,PM2.5,9.0
187764,20171215,15,PCA,-80.88387682454326
187764,20171215,15,PM2.5,8.0
187770,20171215,16,PCA,-84.10882004274917
187770,20171215,16,PM2.5,6.0
187776,20171215,17,PCA,-82.3944235946234
187776,20171215,17,PM2.5,8.0
187782,20171215,18,PCA,-79.28314638021858
187782,20171215,18,PM2.5,12.0
187788,20171215,19,PCA,-80.29457360717628
187788,20171215,19,PM2.5,9.0
187794,20171215,20,PCA,-72.02066709837534
187794,20171215,20,PM2.5,8.0
187800,20171215,21,PCA,-79.36182956884298
187800,20171215,21,PM2.5,5.0
187806,20171215,22,PCA,-77.12863328165972
187806,20171215,22,PM2.5,5.0
187812,20171215,23,PCA,-77.33481261491966
187812,20171215,23,PM2.5,9.0
187818,20171216,0,PCA,-75.11891437296103
187818,20171216,0,PM2.5,8.0
187824,20171216,1,PCA,-53.08081930752961
187824,20171216,1,PM2.5,10.0
187830,20171216,2,PCA,-32.74413608398536
187830,20171216,2,PM2.5,10.0
187836,20171216,3,PCA,-84.0901880368002
187836,20171216,3,PM2.5,10.0
187842,20171216,4,PCA,-84.44432536789576
187842,20171216,4,PM2.5,9.0
187848,20171216,5,PCA,-85.7733698982299
187848,20171216,5,PM2.5,7.0
187854,20171216,6,PCA,-63.559814193177516
187854,20171216,6,PM2.5,11.0
187860,20171216,7,PCA,-60.600011917941735
187860,20171216,7,PM2.5,6.0
187866,20171216,8,PCA,-63.33708449570419
187866,20171216,8,PM2.5,8.0
187872,20171216,9,PCA,-71.21844352447138
187872,20171216,9,PM2.5,10.0
187878,20171216,10,PCA,-81.75442399002178
187878,20171216,10,PM2.5,8.0
187884,20171216,11,PCA,-84.94146468579925
187884,20171216,11,PM2.5,7.0
187890,20171216,12,PCA,-77.02353653216667
187890,20171216,12,PM2.5,14.0
187896,20171216,13,PCA,-81.72702269364034
187896,20171216,13,PM2.5,11.0
187902,20171216,14,PCA,-84.56904506578559
187902,20171216,14,PM2.5,7.0
187908,20171216,15,PCA,-82.6276054812004
187908,20171216,15,PM2.5,7.0
187914,20171216,16,PCA,-82.3608753021117
187914,20171216,16,PM2.5,10.0
187920,20171216,17,PCA,-85.68764962438284
187920,20171216,17,PM2.5,5.0
187926,20171216,18,PCA,-84.84405241672528
187926,20171216,18,PM2.5,6.0
187932,20171216,19,PCA,-80.1814480465495
187932,20171216,19,PM2.5,6.0
187938,20171216,20,PCA,-60.097428233994975
187938,20171216,20,PM2.5,10.0
187944,20171216,21,PCA,-76.19927046657457
187944,20171216,21,PM2.5,8.0
187950,20171216,22,PCA,-85.02312735921579
187950,20171216,22,PM2.5,6.0
187956,20171216,23,PCA,-82.36920129498326
187956,20171216,23,PM2.5,10.0
187962,20171217,0,PCA,-71.0345297606143
187962,20171217,0,PM2.5,4.0
187968,20171217,1,PCA,-33.55550014439575
187968,20171217,1,PM2.5,15.0
187974,20171217,2,PCA,-28.851266301910783
187974,20171217,2,PM2.5,18.0
187980,20171217,3,PCA,-35.6692661768865
187980,20171217,3,PM2.5,18.0
187986,20171217,4,PCA,-44.910924893312576
187986,20171217,4,PM2.5,18.0
187992,20171217,5,PCA,-54.01324403447028
187992,20171217,5,PM2.5,13.0
187998,20171217,6,PCA,-52.52450872452228
187998,20171217,6,PM2.5,14.0
