,date,hour,type,门头沟
188004,20171217,7,PCA,-52.612801986132915
188004,20171217,7,PM2.5,19.0
188010,20171217,8,PCA,-51.05138441417608
188010,20171217,8,PM2.5,19.0
188016,20171217,9,PCA,-51.56568504953858
188016,20171217,9,PM2.5,20.0
188022,20171217,10,PCA,-46.06876089598498
188022,20171217,10,PM2.5,20.0
188028,20171217,11,PCA,-30.468331285891075
188028,20171217,11,PM2.5,31.0
188034,20171217,12,PCA,-26.756347745324128
188034,20171217,12,PM2.5,33.0
188040,20171217,13,PCA,-61.2816284242639
188040,20171217,13,PM2.5,22.0
188046,20171217,14,PCA,-81.77746630444433
188046,20171217,14,PM2.5,6.0
188052,20171217,15,PCA,-69.14098951583946
188052,20171217,15,PM2.5,15.0
188058,20171217,16,PCA,-44.64225649524433
188058,20171217,16,PM2.5,26.0
188064,20171217,17,PCA,-21.573512712409347
188064,20171217,17,PM2.5,35.0
188070,20171217,18,PCA,-29.395809066567537
188070,20171217,18,PM2.5,32.0
188076,20171217,19,PCA,-8.625561129732125
188076,20171217,19,PM2.5,42.0
188082,20171217,20,PCA,-0.7332975848244015
188082,20171217,20,PM2.5,47.0
188088,20171217,21,PCA,-6.050410852708178
188088,20171217,21,PM2.5,48.0
188094,20171217,22,PCA,-14.184035598080015
188094,20171217,22,PM2.5,40.0
188100,20171217,23,PCA,-18.788694993588575
188100,20171217,23,PM2.5,39.0
188106,20171218,0,PCA,-27.95996873452383
188106,20171218,0,PM2.5,31.0
188112,20171218,1,PCA,-36.41367866206592
188112,20171218,1,PM2.5,24.0
188118,20171218,2,PCA,-62.90276812191312
188118,20171218,2,PM2.5,13.0
188124,20171218,3,PCA,-65.63642189681104
188124,20171218,3,PM2.5,13.0
188130,20171218,4,PCA,-65.61516011872148
188130,20171218,4,PM2.5,11.0
188136,20171218,5,PCA,-61.04704532373493
188136,20171218,5,PM2.5,13.0
188142,20171218,6,PCA,-59.066812840593435
188142,20171218,6,PM2.5,12.0
188148,20171218,7,PCA,-65.41553350391565
188148,20171218,7,PM2.5,9.0
188154,20171218,8,PCA,-77.99294733740649
188154,20171218,8,PM2.5,5.0
188160,20171218,9,PCA,-72.19122054798929
188160,20171218,9,PM2.5,8.0
188220,20171218,19,PCA,-47.62312687417693
188220,20171218,19,PM2.5,9.0
188226,20171218,20,PCA,-60.93572049705743
188226,20171218,20,PM2.5,10.0
188232,20171218,21,PCA,-80.57849294804434
188232,20171218,21,PM2.5,6.0
188238,20171218,22,PCA,-87.08388433118029
188238,20171218,22,PM2.5,4.0
188244,20171218,23,PCA,-85.16251553520269
188244,20171218,23,PM2.5,6.0
188250,20171219,0,PCA,-63.9739201322315
188250,20171219,0,PM2.5,7.0
188256,20171219,1,PCA,-61.53930496260776
188256,20171219,1,PM2.5,12.0
188262,20171219,2,PCA,-76.55861537634986
188262,20171219,2,PM2.5,5.0
188268,20171219,3,PCA,-71.08709252165761
188268,20171219,3,PM2.5,5.0
188274,20171219,4,PCA,-61.28154711199793
188274,20171219,4,PM2.5,9.0
188280,20171219,5,PCA,-43.303117781612904
188280,20171219,5,PM2.5,15.0
188286,20171219,6,PCA,-48.80728255486335
188286,20171219,6,PM2.5,15.0
188292,20171219,7,PCA,-39.77377017855938
188292,20171219,7,PM2.5,19.0
188298,20171219,8,PCA,-28.210307242341422
188298,20171219,8,PM2.5,27.0
188304,20171219,9,PCA,-27.905210972383184
188304,20171219,9,PM2.5,31.0
188310,20171219,10,PCA,-40.5634431490937
188310,20171219,10,PM2.5,26.0
188316,20171219,11,PCA,-45.74127412904429
188316,20171219,11,PM2.5,27.0
188322,20171219,12,PCA,-39.775595429487886
188322,20171219,12,PM2.5,30.0
188328,20171219,13,PCA,-29.31031782174055
188328,20171219,13,PM2.5,34.0
188334,20171219,14,PCA,-13.839396696724823
188334,20171219,14,PM2.5,52.0
188340,20171219,15,PCA,-11.214209377038111
188340,20171219,15,PM2.5,52.0
188346,20171219,16,PCA,0.09738587766839994
188346,20171219,16,PM2.5,59.0
188352,20171219,17,PCA,24.020528979308516
188352,20171219,17,PM2.5,69.0
188358,20171219,18,PCA,40.100475116528244
188358,20171219,18,PM2.5,76.0
188364,20171219,19,PCA,35.8267323500923
188364,20171219,19,PM2.5,74.0
188370,20171219,20,PCA,24.132171412172482
188370,20171219,20,PM2.5,67.0
188376,20171219,21,PCA,27.585893466018078
188376,20171219,21,PM2.5,69.0
188382,20171219,22,PCA,22.380568310596722
188382,20171219,22,PM2.5,66.0
188388,20171219,23,PCA,35.25856172109061
188388,20171219,23,PM2.5,74.0
188394,20171220,0,PCA,-29.133929226375358
188394,20171220,0,PM2.5,39.0
188400,20171220,1,PCA,-73.27547981561514
188400,20171220,1,PM2.5,12.0
188406,20171220,2,PCA,-76.98136966789852
188406,20171220,2,PM2.5,9.0
188412,20171220,3,PCA,-79.05778236795486
188412,20171220,3,PM2.5,9.0
188418,20171220,4,PCA,-81.51548561089676
188418,20171220,4,PM2.5,10.0
188424,20171220,5,PCA,-82.94447510356555
188424,20171220,5,PM2.5,8.0
188430,20171220,6,PCA,-76.21298774447516
188430,20171220,6,PM2.5,13.0
188436,20171220,7,PCA,-80.78987560436971
188436,20171220,7,PM2.5,8.0
188442,20171220,8,PCA,-83.57531064762843
188442,20171220,8,PM2.5,6.0
188448,20171220,9,PCA,-84.8606516019592
188448,20171220,9,PM2.5,3.0
188454,20171220,10,PCA,-84.63767381989442
188454,20171220,10,PM2.5,5.0
188460,20171220,11,PCA,-86.36525462987822
188460,20171220,11,PM2.5,3.0
188466,20171220,12,PCA,-82.39467140308903
188466,20171220,12,PM2.5,8.0
188472,20171220,13,PCA,-81.74669950213534
188472,20171220,13,PM2.5,8.0
188478,20171220,14,PCA,-83.61728229892707
188478,20171220,14,PM2.5,5.0
188484,20171220,15,PCA,-79.248858165039
188484,20171220,15,PM2.5,10.0
188490,20171220,16,PCA,-82.30895112924203
188490,20171220,16,PM2.5,6.0
188496,20171220,17,PCA,-81.34653291931068
188496,20171220,17,PM2.5,7.0
188502,20171220,18,PCA,-66.8163327318332
188502,20171220,18,PM2.5,10.0
188508,20171220,19,PCA,-32.72575018344696
188508,20171220,19,PM2.5,21.0
188514,20171220,20,PCA,-23.701133302817862
188514,20171220,20,PM2.5,29.0
188520,20171220,21,PCA,-29.939997754303846
188520,20171220,21,PM2.5,27.0
188526,20171220,22,PCA,-38.65384749613072
188526,20171220,22,PM2.5,29.0
188532,20171220,23,PCA,-49.59323860814282
188532,20171220,23,PM2.5,23.0
188538,20171221,0,PCA,-64.57163042352428
188538,20171221,0,PM2.5,17.0
188544,20171221,1,PCA,-62.559833923691336
188544,20171221,1,PM2.5,14.0
188550,20171221,2,PCA,-79.19662910138148
188550,20171221,2,PM2.5,10.0
188556,20171221,3,PCA,-75.1506804239336
188556,20171221,3,PM2.5,8.0
188562,20171221,4,PCA,-68.37345268425682
188562,20171221,4,PM2.5,13.0
188568,20171221,5,PCA,-76.19173272096369
188568,20171221,5,PM2.5,12.0
188574,20171221,6,PCA,-57.916264286396846
188574,20171221,6,PM2.5,12.0
188580,20171221,7,PCA,-57.67242646469852
188580,20171221,7,PM2.5,13.0
188586,20171221,8,PCA,-63.37331016821943
188586,20171221,8,PM2.5,11.0
188592,20171221,9,PCA,-60.470533983311746
188592,20171221,9,PM2.5,15.0
188598,20171221,10,PCA,-61.01142641058976
188598,20171221,10,PM2.5,18.0
188604,20171221,11,PCA,-49.81355401517413
188604,20171221,11,PM2.5,16.0
188610,20171221,12,PCA,-22.670459740864874
188610,20171221,12,PM2.5,33.0
188616,20171221,13,PCA,-30.116421779087798
188616,20171221,13,PM2.5,33.0
188622,20171221,14,PCA,-16.11274963720612
188622,20171221,14,PM2.5,42.0
188628,20171221,17,PCA,19.477820179401725
188628,20171221,17,PM2.5,61.0
188634,20171221,18,PCA,22.636810528303823
188634,20171221,18,PM2.5,62.0
188640,20171221,19,PCA,26.24825286746106
188640,20171221,19,PM2.5,65.0
188646,20171221,20,PCA,27.851621114016258
188646,20171221,20,PM2.5,67.0
188652,20171221,21,PCA,18.6426480980913
188652,20171221,21,PM2.5,61.0
188658,20171221,22,PCA,9.619335842431672
188658,20171221,22,PM2.5,56.0
188664,20171221,23,PCA,-11.99317163359491
188664,20171221,23,PM2.5,43.0
188670,20171222,0,PCA,-18.768663674091357
188670,20171222,0,PM2.5,40.0
188676,20171222,1,PCA,-16.785797368207948
188676,20171222,1,PM2.5,42.0
188682,20171222,2,PCA,-27.60406687145136
188682,20171222,2,PM2.5,36.0
188688,20171222,3,PCA,-7.736779430236645
188688,20171222,3,PM2.5,48.0
188694,20171222,4,PCA,-52.54630163204122
188694,20171222,4,PM2.5,26.0
188700,20171222,5,PCA,-47.19175520790674
188700,20171222,5,PM2.5,28.0
188706,20171222,6,PCA,-48.63076155547475
188706,20171222,6,PM2.5,26.0
188712,20171222,7,PCA,-48.15319293771047
188712,20171222,7,PM2.5,22.0
188718,20171222,8,PCA,-43.25160535125694
188718,20171222,8,PM2.5,26.0
188724,20171222,9,PCA,-49.31367548943311
188724,20171222,9,PM2.5,23.0
188730,20171222,10,PCA,-50.363748935962676
188730,20171222,10,PM2.5,19.0
188736,20171222,11,PCA,-53.64696984865497
188736,20171222,11,PM2.5,17.0
188742,20171222,12,PCA,-69.50413697095297
188742,20171222,12,PM2.5,11.0
188748,20171222,13,PCA,-75.6720915536313
188748,20171222,13,PM2.5,13.0
188754,20171222,14,PCA,-78.47888650906921
188754,20171222,14,PM2.5,12.0
188760,20171222,15,PCA,-74.32992349641749
188760,20171222,15,PM2.5,9.0
188766,20171222,16,PCA,-79.92586941951338
188766,20171222,16,PM2.5,9.0
188772,20171222,17,PCA,-76.43191141354947
188772,20171222,17,PM2.5,10.0
188778,20171222,18,PCA,-63.800626486303734
188778,20171222,18,PM2.5,11.0
188784,20171222,19,PCA,-34.54674244645122
188784,20171222,19,PM2.5,20.0
188790,20171222,20,PCA,-27.246998446889865
188790,20171222,20,PM2.5,22.0
188796,20171222,21,PCA,-39.59423921219957
188796,20171222,21,PM2.5,16.0
188802,20171222,22,PCA,-41.680709553706436
188802,20171222,22,PM2.5,23.0
188808,20171222,23,PCA,-42.004567228730274
188808,20171222,23,PM2.5,22.0
188814,20171223,0,PCA,-55.526917961182576
188814,20171223,0,PM2.5,17.0
188820,20171223,1,PCA,-60.41557297373237
188820,20171223,1,PM2.5,18.0
188826,20171223,2,PCA,-67.73439227680365
188826,20171223,2,PM2.5,13.0
188832,20171223,3,PCA,-68.25972960904325
188832,20171223,3,PM2.5,14.0
188838,20171223,4,PCA,-65.8378515133182
188838,20171223,4,PM2.5,14.0
188844,20171223,5,PCA,-66.40237999513005
188844,20171223,5,PM2.5,15.0
188850,20171223,6,PCA,-64.74719318110279
188850,20171223,6,PM2.5,14.0
188856,20171223,7,PCA,-61.41824362565619
188856,20171223,7,PM2.5,17.0
188862,20171223,8,PCA,-60.74772104334329
188862,20171223,8,PM2.5,19.0
188868,20171223,9,PCA,-62.3309579424383
188868,20171223,9,PM2.5,16.0
188874,20171223,10,PCA,-61.606031294504184
188874,20171223,10,PM2.5,18.0
188880,20171223,11,PCA,-65.5267191185374
188880,20171223,11,PM2.5,17.0
188886,20171223,12,PCA,-54.6085011655192
188886,20171223,12,PM2.5,21.0
188892,20171223,13,PCA,-41.223423658605206
188892,20171223,13,PM2.5,28.0
188898,20171223,14,PCA,-32.45456408617837
188898,20171223,14,PM2.5,31.0
188904,20171223,15,PCA,-22.035030126155405
188904,20171223,15,PM2.5,34.0
188910,20171223,16,PCA,-23.110626481299963
188910,20171223,16,PM2.5,31.0
188916,20171223,17,PCA,-15.240414733682034
188916,20171223,17,PM2.5,35.0
188922,20171223,18,PCA,-6.538481535806435
188922,20171223,18,PM2.5,38.0
188928,20171223,19,PCA,1.3536841511374225
188928,20171223,19,PM2.5,47.0
188934,20171223,20,PCA,13.442740970501033
188934,20171223,20,PM2.5,52.0
188940,20171223,21,PCA,13.649655425927156
188940,20171223,21,PM2.5,55.0
188946,20171223,22,PCA,3.974420262757201
188946,20171223,22,PM2.5,51.0
188952,20171223,23,PCA,8.35795170729663
188952,20171223,23,PM2.5,57.0
188958,20171224,0,PCA,-2.505387544248546
188958,20171224,0,PM2.5,49.0
188964,20171224,1,PCA,-50.224564003035184
188964,20171224,1,PM2.5,21.0
188970,20171224,2,PCA,-55.15613761146576
188970,20171224,2,PM2.5,18.0
188976,20171224,3,PCA,-46.169211430849046
188976,20171224,3,PM2.5,21.0
188982,20171224,4,PCA,-48.73146970459791
188982,20171224,4,PM2.5,19.0
188988,20171224,5,PCA,-52.90575614637102
188988,20171224,5,PM2.5,18.0
188994,20171224,6,PCA,-56.71009908640647
188994,20171224,6,PM2.5,17.0
189000,20171224,7,PCA,-51.56932908030741
189000,20171224,7,PM2.5,15.0
189006,20171224,8,PCA,-45.064185781762866
189006,20171224,8,PM2.5,12.0
189012,20171224,9,PCA,-54.39831753314498
189012,20171224,9,PM2.5,10.0
189018,20171224,10,PCA,-66.3028831085972
189018,20171224,10,PM2.5,7.0
189024,20171224,11,PCA,-67.25370856881025
189024,20171224,11,PM2.5,9.0
189030,20171224,12,PCA,-68.2045340290233
189030,20171224,12,PM2.5,11.0
189036,20171224,13,PCA,-68.06921148355678
189036,20171224,13,PM2.5,10.0
189042,20171224,14,PCA,-75.64930458571575
189042,20171224,14,PM2.5,8.0
189048,20171224,15,PCA,-78.58616546661783
189048,20171224,15,PM2.5,9.0
189054,20171224,16,PCA,-80.49624002195661
189054,20171224,16,PM2.5,9.0
189060,20171224,17,PCA,-84.26455882733013
189060,20171224,17,PM2.5,5.0
189066,20171224,18,PCA,-83.51258058913568
189066,20171224,18,PM2.5,6.0
189072,20171224,19,PCA,-82.83150795975521
189072,20171224,19,PM2.5,8.0
189078,20171224,20,PCA,-83.65414399829804
189078,20171224,20,PM2.5,8.0
189084,20171224,21,PCA,-83.92429298025132
189084,20171224,21,PM2.5,7.0
189090,20171224,22,PCA,-84.4892197130791
189090,20171224,22,PM2.5,7.0
189096,20171224,23,PCA,-85.58294791459149
189096,20171224,23,PM2.5,6.0
189102,20171225,0,PCA,-84.87848681884083
189102,20171225,0,PM2.5,7.0
189108,20171225,1,PCA,-82.584190279912
189108,20171225,1,PM2.5,10.0
189114,20171225,2,PCA,-75.38634269531067
189114,20171225,2,PM2.5,6.0
189120,20171225,3,PCA,-69.11686537150602
189120,20171225,3,PM2.5,11.0
189126,20171225,4,PCA,-69.94356627239496
189126,20171225,4,PM2.5,12.0
189132,20171225,5,PCA,-60.666993367284554
189132,20171225,5,PM2.5,12.0
189138,20171225,6,PCA,-58.804252192216566
189138,20171225,6,PM2.5,13.0
189144,20171225,7,PCA,-58.661599635403974
189144,20171225,7,PM2.5,15.0
189150,20171225,8,PCA,-60.0742865723251
189150,20171225,8,PM2.5,14.0
189156,20171225,9,PCA,-70.37954925999607
189156,20171225,9,PM2.5,12.0
189162,20171225,10,PCA,-74.19518594424248
189162,20171225,10,PM2.5,11.0
189168,20171225,11,PCA,-83.7658743269974
189168,20171225,11,PM2.5,9.0
189174,20171225,12,PCA,-49.1733964365112
189174,20171225,12,PM2.5,28.0
189180,20171225,13,PCA,-18.72106344069322
189180,20171225,13,PM2.5,47.0
189186,20171225,14,PCA,-9.163356392659555
189186,20171225,14,PM2.5,55.0
189192,20171225,15,PCA,-2.337229015829588
189192,20171225,15,PM2.5,59.0
189198,20171225,16,PCA,-1.5519583236789711
189198,20171225,16,PM2.5,58.0
189204,20171225,17,PCA,8.878125683411536
189204,20171225,17,PM2.5,61.0
189210,20171225,18,PCA,18.68813143134374
189210,20171225,18,PM2.5,61.0
189216,20171225,19,PCA,23.160622953373597
189216,20171225,19,PM2.5,65.0
189222,20171225,20,PCA,6.600737409385408
189222,20171225,20,PM2.5,56.0
189228,20171225,21,PCA,5.510822774313412
189228,20171225,21,PM2.5,56.0
189234,20171225,22,PCA,1.2661716698587837
189234,20171225,22,PM2.5,55.0
189240,20171225,23,PCA,14.361389857309469
189240,20171225,23,PM2.5,62.0
189246,20171226,0,PCA,9.48006905589636
189246,20171226,0,PM2.5,58.0
189252,20171226,1,PCA,-1.0630506839469585
189252,20171226,1,PM2.5,50.0
189258,20171226,2,PCA,-15.458773920756816
189258,20171226,2,PM2.5,42.0
189264,20171226,3,PCA,-35.01523262738081
189264,20171226,3,PM2.5,27.0
189270,20171226,4,PCA,-23.566765389164217
189270,20171226,4,PM2.5,35.0
189276,20171226,5,PCA,-28.30145788694202
189276,20171226,5,PM2.5,34.0
189282,20171226,6,PCA,-37.173888738530856
189282,20171226,6,PM2.5,29.0
189288,20171226,7,PCA,-40.24572699489774
189288,20171226,7,PM2.5,25.0
189294,20171226,8,PCA,-36.77585282785472
189294,20171226,8,PM2.5,27.0
189300,20171226,9,PCA,-38.64925392191191
189300,20171226,9,PM2.5,26.0
189306,20171226,10,PCA,-48.83659799739476
189306,20171226,10,PM2.5,22.0
189312,20171226,11,PCA,-66.57877230476777
189312,20171226,11,PM2.5,19.0
189318,20171226,12,PCA,-79.08304097822997
189318,20171226,12,PM2.5,11.0
189324,20171226,13,PCA,-64.80302054980417
189324,20171226,13,PM2.5,20.0
189330,20171226,14,PCA,-57.15727845883356
189330,20171226,14,PM2.5,20.0
189336,20171226,15,PCA,-49.98691773849403
189336,20171226,15,PM2.5,26.0
189342,20171226,16,PCA,-44.468922543904
189342,20171226,16,PM2.5,27.0
189348,20171226,17,PCA,-31.88819103265055
189348,20171226,17,PM2.5,32.0
189354,20171226,18,PCA,-23.950143049087774
189354,20171226,18,PM2.5,36.0
189360,20171226,19,PCA,-8.785012351272231
189360,20171226,19,PM2.5,42.0
189366,20171226,20,PCA,-1.6422519147592443
189366,20171226,20,PM2.5,47.0
189372,20171226,21,PCA,-7.489662013350264
189372,20171226,21,PM2.5,47.0
189378,20171226,22,PCA,-20.88172309262723
189378,20171226,22,PM2.5,40.0
189384,20171226,23,PCA,-26.681612561334372
189384,20171226,23,PM2.5,38.0
189390,20171227,0,PCA,-30.521186405517263
189390,20171227,0,PM2.5,36.0
189396,20171227,1,PCA,-30.416882946741822
189396,20171227,1,PM2.5,36.0
189402,20171227,2,PCA,-30.894353706542237
189402,20171227,2,PM2.5,36.0
189408,20171227,3,PCA,-37.881773609490224
189408,20171227,3,PM2.5,31.0
189414,20171227,4,PCA,-30.31257948796638
189414,20171227,4,PM2.5,36.0
189420,20171227,5,PCA,-23.162635006741223
189420,20171227,5,PM2.5,40.0
189426,20171227,6,PCA,-16.534210803875187
189426,20171227,6,PM2.5,44.0
189432,20171227,7,PCA,-18.170522074391183
189432,20171227,7,PM2.5,43.0
189438,20171227,8,PCA,-18.170522074391183
189438,20171227,8,PM2.5,43.0
189444,20171227,9,PCA,-18.360248685478947
189444,20171227,9,PM2.5,44.0
189450,20171227,10,PCA,3.850387873331843
189450,20171227,10,PM2.5,58.0
189456,20171227,11,PCA,50.35386350318051
189456,20171227,11,PM2.5,87.0
189462,20171227,12,PCA,70.5751450839464
189462,20171227,12,PM2.5,100.0
189468,20171227,13,PCA,83.6223011989529
189468,20171227,13,PM2.5,108.0
189474,20171227,14,PCA,92.41132920202847
189474,20171227,14,PM2.5,113.0
189480,20171227,15,PCA,88.88937664508994
189480,20171227,15,PM2.5,110.0
189486,20171227,16,PCA,92.90960342647777
189486,20171227,16,PM2.5,111.0
189492,20171227,17,PCA,94.39952673051613
189492,20171227,17,PM2.5,111.0
189498,20171227,18,PCA,94.90895228671603
189498,20171227,18,PM2.5,112.0
189504,20171227,19,PCA,92.63022285678338
189504,20171227,19,PM2.5,111.0
189510,20171227,20,PCA,89.88542201665891
189510,20171227,20,PM2.5,109.0
189516,20171227,21,PCA,91.04356715482385
189516,20171227,21,PM2.5,110.0
189522,20171227,22,PCA,89.6218588524805
189522,20171227,22,PM2.5,109.0
189528,20171227,23,PCA,85.95422920301293
189528,20171227,23,PM2.5,107.0
189534,20171228,0,PCA,87.3262819367998
189534,20171228,0,PM2.5,108.0
189540,20171228,1,PCA,80.91176532955578
189540,20171228,1,PM2.5,104.0
189546,20171228,2,PCA,73.75760554343417
189546,20171228,2,PM2.5,100.0
189552,20171228,3,PCA,65.5404395209566
189552,20171228,3,PM2.5,95.0
189558,20171228,4,PCA,65.47369690857835
189558,20171228,4,PM2.5,96.0
189564,20171228,5,PCA,61.98558877720995
189564,20171228,5,PM2.5,95.0
189570,20171228,6,PCA,56.63829371121833
189570,20171228,6,PM2.5,92.0
189576,20171228,7,PCA,53.48276472367171
189576,20171228,7,PM2.5,89.0
189582,20171228,8,PCA,55.49213768981505
189582,20171228,8,PM2.5,91.0
189588,20171228,9,PCA,54.86191139817101
189588,20171228,9,PM2.5,92.0
189594,20171228,10,PCA,55.67464344912788
189594,20171228,10,PM2.5,93.0
189600,20171228,11,PCA,62.00245176435588
189600,20171228,11,PM2.5,97.0
189606,20171228,12,PCA,66.62245343310083
189606,20171228,12,PM2.5,100.0
189612,20171228,13,PCA,76.3495231615685
189612,20171228,13,PM2.5,105.0
189618,20171228,14,PCA,91.36566683652612
189618,20171228,14,PM2.5,114.0
189624,20171228,15,PCA,86.46537562465012
189624,20171228,15,PM2.5,112.0
189630,20171228,16,PCA,87.53908583806408
189630,20171228,16,PM2.5,112.0
189636,20171228,17,PCA,110.17633956793296
189636,20171228,17,PM2.5,122.0
189642,20171228,18,PCA,116.35825253822307
189642,20171228,18,PM2.5,124.0
189648,20171228,19,PCA,127.13931140414864
189648,20171228,19,PM2.5,131.0
189654,20171228,20,PCA,122.61535599964243
189654,20171228,20,PM2.5,129.0
189660,20171228,21,PCA,134.81742779536066
189660,20171228,21,PM2.5,137.0
189666,20171228,22,PCA,118.99865781956674
189666,20171228,22,PM2.5,128.0
189672,20171228,23,PCA,105.92607942899869
189672,20171228,23,PM2.5,121.0
189678,20171229,0,PCA,108.40870785004604
189678,20171229,0,PM2.5,123.0
189684,20171229,1,PCA,100.68897826700669
189684,20171229,1,PM2.5,119.0
189690,20171229,2,PCA,91.88796114716945
189690,20171229,2,PM2.5,114.0
189696,20171229,3,PCA,82.75282468433517
189696,20171229,3,PM2.5,109.0
189702,20171229,4,PCA,78.25675744632203
189702,20171229,4,PM2.5,107.0
189708,20171229,5,PCA,71.08193660801197
189708,20171229,5,PM2.5,102.0
189714,20171229,6,PCA,61.52696151680986
189714,20171229,6,PM2.5,98.0
189720,20171229,7,PCA,64.61405725025263
189720,20171229,7,PM2.5,99.0
189726,20171229,8,PCA,65.86451673043135
189726,20171229,8,PM2.5,100.0
189732,20171229,9,PCA,64.53933807499824
189732,20171229,9,PM2.5,99.0
189738,20171229,10,PCA,82.53803446654943
189738,20171229,10,PM2.5,110.0
189744,20171229,11,PCA,102.32149147248016
189744,20171229,11,PM2.5,121.0
189750,20171229,12,PCA,108.19491212235128
189750,20171229,12,PM2.5,124.0
189756,20171229,13,PCA,94.304962552725
189756,20171229,13,PM2.5,118.0
189762,20171229,14,PCA,124.51071602004343
189762,20171229,14,PM2.5,132.0
189768,20171229,15,PCA,243.36862086279308
189768,20171229,15,PM2.5,210.0
189774,20171229,16,PCA,265.1306720853337
189774,20171229,16,PM2.5,226.0
189780,20171229,17,PCA,262.42853001866655
189780,20171229,17,PM2.5,224.0
189786,20171229,18,PCA,265.1747216038924
189786,20171229,18,PM2.5,226.0
189792,20171229,19,PCA,268.13551615729085
189792,20171229,19,PM2.5,228.0
189798,20171229,20,PCA,264.7944758635528
189798,20171229,20,PM2.5,226.0
189804,20171229,21,PCA,272.81636153340554
189804,20171229,21,PM2.5,232.0
189810,20171229,22,PCA,269.8562623525578
189810,20171229,22,PM2.5,230.0
189816,20171229,23,PCA,263.7214610226896
