,date,hour,type,东高村
242904,20190107,13,PCA,-65.74239928055802
242904,20190107,13,PM2.5,2.0
242910,20190107,14,PCA,-74.68183161809483
242910,20190107,14,PM2.5,2.0
242916,20190107,15,PCA,-83.20354243108238
242916,20190107,15,PM2.5,2.0
242922,20190107,16,PCA,-86.20647942249606
242922,20190107,16,PM2.5,4.0
242928,20190107,17,PCA,-81.95720773198866
242928,20190107,17,PM2.5,7.5
242934,20190107,18,PCA,-78.76687331958533
242934,20190107,18,PM2.5,11.0
242940,20190107,19,PCA,-77.88585761243577
242940,20190107,19,PM2.5,13.0
242946,20190107,20,PCA,-78.31876037549948
242946,20190107,20,PM2.5,14.0
242952,20190107,21,PCA,-76.08449142731546
242952,20190107,21,PM2.5,15.0
242958,20190107,22,PCA,-75.25441122205149
242958,20190107,22,PM2.5,20.0
242964,20190107,23,PCA,-76.23233553940375
242964,20190107,23,PM2.5,16.0
242970,20190108,0,PCA,-78.16572280256227
242970,20190108,0,PM2.5,17.0
242976,20190108,1,PCA,-82.36934787462322
242976,20190108,1,PM2.5,11.0
242982,20190108,2,PCA,-83.53665251204788
242982,20190108,2,PM2.5,14.0
242988,20190108,3,PCA,-95.80331740492066
242988,20190108,3,PM2.5,2.0
242994,20190108,4,PCA,-96.11253067849246
242994,20190108,4,PM2.5,6.0
243000,20190108,5,PCA,-98.62386808683496
243000,20190108,5,PM2.5,2.0
243006,20190108,6,PCA,-94.81981564638659
243006,20190108,6,PM2.5,9.0
243012,20190108,7,PCA,-99.09837858299396
243012,20190108,7,PM2.5,2.0
243018,20190108,8,PCA,-100.45110979974099
243018,20190108,8,PM2.5,1.0
243024,20190108,9,PCA,-92.6626928089529
243024,20190108,9,PM2.5,8.0
243030,20190108,10,PCA,-94.75016098113997
243030,20190108,10,PM2.5,3.0
243036,20190108,11,PCA,-98.62346654627927
243036,20190108,11,PM2.5,2.0
243042,20190108,12,PCA,-98.87491903726121
243042,20190108,12,PM2.5,2.0
243048,20190108,13,PCA,-98.20534348117435
243048,20190108,13,PM2.5,2.0
243054,20190108,14,PCA,-96.21505994773236
243054,20190108,14,PM2.5,5.0
243060,20190108,15,PCA,-96.58957260524508
243060,20190108,15,PM2.5,4.0
243066,20190108,16,PCA,-97.91642829420641
243066,20190108,16,PM2.5,2.0
243072,20190108,17,PCA,-98.33455135931133
243072,20190108,17,PM2.5,2.0
243078,20190108,18,PCA,-88.30830312622881
243078,20190108,18,PM2.5,14.0
243084,20190108,19,PCA,-94.56836315540465
243084,20190108,19,PM2.5,9.0
243090,20190108,20,PCA,-96.47920940248248
243090,20190108,20,PM2.5,7.0
243096,20190108,21,PCA,-100.40298749775663
243096,20190108,21,PM2.5,1.0
243102,20190108,22,PCA,-98.22253986676019
243102,20190108,22,PM2.5,4.0
243108,20190108,23,PCA,-100.10499162803313
243108,20190108,23,PM2.5,2.0
243114,20190109,0,PCA,-99.29052314434699
243114,20190109,0,PM2.5,3.0
243120,20190109,1,PCA,-98.20614656228571
243120,20190109,1,PM2.5,2.0
243126,20190109,2,PCA,-80.69308774838599
243126,20190109,2,PM2.5,18.0
243132,20190109,3,PCA,-96.56325340933792
243132,20190109,3,PM2.5,2.0
243138,20190109,4,PCA,-88.80878397627275
243138,20190109,4,PM2.5,12.0
243144,20190109,5,PCA,-85.04042436800037
243144,20190109,5,PM2.5,13.0
243150,20190109,6,PCA,-91.97134463462386
243150,20190109,6,PM2.5,5.0
243156,20190109,7,PCA,-85.1075844444917
243156,20190109,7,PM2.5,14.0
243162,20190109,8,PCA,-88.89348799200343
243162,20190109,8,PM2.5,8.0
243168,20190109,9,PCA,-83.47665778960148
243168,20190109,9,PM2.5,12.0
243174,20190109,10,PCA,-74.99259986466332
243174,20190109,10,PM2.5,16.0
243180,20190109,11,PCA,-65.00712953564252
243180,20190109,11,PM2.5,19.0
243186,20190109,12,PCA,-37.46621104071002
243186,20190109,12,PM2.5,39.0
243192,20190109,13,PCA,-24.36462263111605
243192,20190109,13,PM2.5,44.0
243198,20190109,14,PCA,3.8011908922776034
243198,20190109,14,PM2.5,64.0
243204,20190109,15,PCA,-11.2717884710329
243204,20190109,15,PM2.5,53.0
243210,20190109,16,PCA,5.717935606361541
243210,20190109,16,PM2.5,63.0
243216,20190109,17,PCA,17.478667720021903
243216,20190109,17,PM2.5,70.0
243222,20190109,18,PCA,19.80306824384127
243222,20190109,18,PM2.5,72.0
243228,20190109,19,PCA,12.791135016465912
243228,20190109,19,PM2.5,68.0
243234,20190109,20,PCA,19.593176330107294
243234,20190109,20,PM2.5,72.0
243240,20190109,21,PCA,12.062432157308196
243240,20190109,21,PM2.5,68.0
243246,20190109,22,PCA,1.1490277516836869
243246,20190109,22,PM2.5,62.0
243252,20190109,23,PCA,0.6172920600863498
243252,20190109,23,PM2.5,62.0
243258,20190110,0,PCA,2.319859999945902
243258,20190110,0,PM2.5,63.0
243264,20190110,1,PCA,13.478522029098796
243264,20190110,1,PM2.5,69.0
243270,20190110,2,PCA,12.143081509632282
243270,20190110,2,PM2.5,68.0
243276,20190110,3,PCA,36.10599468591036
243276,20190110,3,PM2.5,83.0
243282,20190110,4,PCA,18.516538855469534
243282,20190110,4,PM2.5,72.0
243288,20190110,5,PCA,20.798964788910776
243288,20190110,5,PM2.5,73.0
243294,20190110,6,PCA,6.204273867486616
243294,20190110,6,PM2.5,65.0
243300,20190110,7,PCA,7.561137648768479
243300,20190110,7,PM2.5,66.0
243306,20190110,8,PCA,2.831665038107243
243306,20190110,8,PM2.5,63.0
243312,20190110,9,PCA,4.330937472242081
243312,20190110,9,PM2.5,64.0
243318,20190110,10,PCA,9.9888580503647
243318,20190110,10,PM2.5,68.0
243324,20190110,11,PCA,15.834734479837879
243324,20190110,11,PM2.5,71.0
243330,20190110,12,PCA,-3.575531424029712
243330,20190110,12,PM2.5,60.0
243336,20190110,13,PCA,-12.508556491351122
243336,20190110,13,PM2.5,55.0
243342,20190110,14,PCA,-7.242814084001996
243342,20190110,14,PM2.5,58.0
243348,20190110,15,PCA,-39.995416861050295
243348,20190110,15,PM2.5,40.0
243354,20190110,16,PCA,-28.50646891795901
243354,20190110,16,PM2.5,48.0
243360,20190110,17,PCA,14.195365454773485
243360,20190110,17,PM2.5,73.0
243366,20190110,18,PCA,7.3657748640043765
243366,20190110,18,PM2.5,68.0
243372,20190110,19,PCA,72.22494783512401
243372,20190110,19,PM2.5,104.0
243378,20190110,20,PCA,69.09748536926067
243378,20190110,20,PM2.5,101.0
243384,20190110,21,PCA,71.71080108004794
243384,20190110,21,PM2.5,103.0
243390,20190110,22,PCA,50.904276481250946
243390,20190110,22,PM2.5,90.0
243396,20190110,23,PCA,65.8610681145823
243396,20190110,23,PM2.5,100.0
243402,20190111,0,PCA,87.39395724107592
243402,20190111,0,PM2.5,113.0
243408,20190111,1,PCA,124.84056338357705
243408,20190111,1,PM2.5,135.0
243414,20190111,2,PCA,132.12267151415045
243414,20190111,2,PM2.5,140.0
243420,20190111,3,PCA,73.64130577675955
243420,20190111,3,PM2.5,105.0
243426,20190111,4,PCA,64.9063992242471
243426,20190111,4,PM2.5,100.0
243432,20190111,5,PCA,66.83690392095866
243432,20190111,5,PM2.5,102.0
243438,20190111,6,PCA,56.50366822073109
243438,20190111,6,PM2.5,96.0
243444,20190111,7,PCA,59.07636447933639
243444,20190111,7,PM2.5,97.0
243450,20190111,8,PCA,55.40346860461979
243450,20190111,8,PM2.5,95.0
243456,20190111,9,PCA,67.3721387180587
243456,20190111,9,PM2.5,103.0
243462,20190111,10,PCA,81.54671797714963
243462,20190111,10,PM2.5,112.0
243468,20190111,11,PCA,81.14249037890873
243468,20190111,11,PM2.5,111.0
243474,20190111,12,PCA,68.59050727645136
243474,20190111,12,PM2.5,103.0
243480,20190111,13,PCA,32.33965531235778
243480,20190111,13,PM2.5,81.0
243486,20190111,14,PCA,38.11992380464024
243486,20190111,14,PM2.5,86.0
243492,20190111,15,PCA,80.70929911472821
243492,20190111,15,PM2.5,111.0
243498,20190111,16,PCA,121.02786634548939
243498,20190111,16,PM2.5,133.0
243504,20190111,17,PCA,202.9543561876312
243504,20190111,17,PM2.5,186.0
243510,20190111,18,PCA,247.8924739431354
243510,20190111,18,PM2.5,218.0
243516,20190111,19,PCA,239.70296611620338
243516,20190111,19,PM2.5,212.0
243522,20190111,20,PCA,232.4637339301528
243522,20190111,20,PM2.5,207.0
243528,20190111,21,PCA,178.96681474931847
243528,20190111,21,PM2.5,169.0
243534,20190111,22,PCA,153.92913617323788
243534,20190111,22,PM2.5,152.0
243540,20190111,23,PCA,163.70130565864562
243540,20190111,23,PM2.5,159.0
243546,20190112,0,PCA,169.69863674045448
243546,20190112,0,PM2.5,163.0
243552,20190112,1,PCA,187.20816794351663
243552,20190112,1,PM2.5,175.0
243558,20190112,2,PCA,190.2589676783055
243558,20190112,2,PM2.5,177.0
243564,20190112,3,PCA,197.04166050562475
243564,20190112,3,PM2.5,182.0
243570,20190112,4,PCA,200.878499555022
243570,20190112,4,PM2.5,185.0
243576,20190112,5,PCA,249.62753367629048
243576,20190112,5,PM2.5,220.0
243582,20190112,6,PCA,335.85869410437545
243582,20190112,6,PM2.5,282.0
243588,20190112,7,PCA,335.8593716734736
243588,20190112,7,PM2.5,282.0
243594,20190112,8,PCA,376.72551335131163
243594,20190112,8,PM2.5,311.0
243600,20190112,9,PCA,377.7834452254524
243600,20190112,9,PM2.5,312.0
243606,20190112,10,PCA,313.17033103450626
243606,20190112,10,PM2.5,267.0
243612,20190112,11,PCA,315.21382768258337
243612,20190112,11,PM2.5,268.0
243618,20190112,12,PCA,239.39616375347336
243618,20190112,12,PM2.5,214.0
243624,20190112,13,PCA,256.8682891545208
243624,20190112,13,PM2.5,225.0
243630,20190112,14,PCA,249.62140079045656
243630,20190112,14,PM2.5,219.0
243636,20190112,15,PCA,227.94113733266641
243636,20190112,15,PM2.5,204.0
243642,20190112,16,PCA,232.99696561558315
243642,20190112,16,PM2.5,208.0
243648,20190112,17,PCA,290.9513313768356
243648,20190112,17,PM2.5,249.0
243654,20190112,18,PCA,356.00396229907744
243654,20190112,18,PM2.5,294.0
243660,20190112,19,PCA,463.974796325607
243660,20190112,19,PM2.5,376.0
243666,20190112,20,PCA,455.57562036998746
243666,20190112,20,PM2.5,369.0
243672,20190112,21,PCA,483.1197210806694
243672,20190112,21,PM2.5,393.0
243678,20190112,22,PCA,513.3811127383151
243678,20190112,22,PM2.5,420.0
243684,20190112,23,PCA,508.94048594807623
243684,20190112,23,PM2.5,417.0
243690,20190113,0,PCA,533.1019264259327
243690,20190113,0,PM2.5,439.0
243696,20190113,1,PCA,454.6359979824341
243696,20190113,1,PM2.5,371.0
243702,20190113,2,PCA,373.5490293518645
243702,20190113,2,PM2.5,310.0
243708,20190113,3,PCA,311.1082477422014
243708,20190113,3,PM2.5,266.0
243714,20190113,4,PCA,336.790941713858
243714,20190113,4,PM2.5,284.0
243720,20190113,5,PCA,236.0258534846338
243720,20190113,5,PM2.5,212.0
243726,20190113,6,PCA,93.30690541865133
243726,20190113,6,PM2.5,120.0
243732,20190113,7,PCA,73.09325260892355
243732,20190113,7,PM2.5,109.0
243738,20190113,8,PCA,31.260359056319743
243738,20190113,8,PM2.5,83.0
243756,20190113,11,PCA,-43.69348974666438
243756,20190113,11,PM2.5,38.0
243762,20190113,12,PCA,-93.78930753736019
243762,20190113,12,PM2.5,9.0
243768,20190113,13,PCA,-98.98342837852827
243768,20190113,13,PM2.5,1.0
243774,20190113,14,PCA,-93.7327945942928
243774,20190113,14,PM2.5,9.0
243780,20190113,15,PCA,-97.55617331036501
243780,20190113,15,PM2.5,2.0
243786,20190113,16,PCA,-97.77909330127086
243786,20190113,16,PM2.5,2.0
243792,20190113,17,PCA,-98.00201329217674
243792,20190113,17,PM2.5,2.0
243798,20190113,18,PCA,-99.31726934036332
243798,20190113,18,PM2.5,2.0
243804,20190113,19,PCA,-94.8172966883674
243804,20190113,19,PM2.5,10.0
243810,20190113,20,PCA,-40.26702166796953
243810,20190113,20,PM2.5,42.0
243816,20190113,21,PCA,11.444933855938338
243816,20190113,21,PM2.5,73.0
243822,20190113,22,PCA,20.656559150813717
243822,20190113,22,PM2.5,79.0
243828,20190113,23,PCA,13.62201229195689
243828,20190113,23,PM2.5,74.0
243834,20190114,0,PCA,0.402343268470665
243834,20190114,0,PM2.5,65.0
243840,20190114,1,PCA,11.740854435764103
243840,20190114,1,PM2.5,72.0
243846,20190114,2,PCA,46.14794977243578
243846,20190114,2,PM2.5,94.0
243852,20190114,3,PCA,106.31560775789447
243852,20190114,3,PM2.5,130.0
243858,20190114,4,PCA,83.41232190139303
243858,20190114,4,PM2.5,116.0
243864,20190114,5,PCA,87.36438718379843
243864,20190114,5,PM2.5,118.0
243870,20190114,6,PCA,143.373456041786
243870,20190114,6,PM2.5,151.0
243876,20190114,7,PCA,118.136023882186
243876,20190114,7,PM2.5,135.0
243882,20190114,8,PCA,122.80485098524498
243882,20190114,8,PM2.5,138.0
243888,20190114,9,PCA,103.36264477139527
243888,20190114,9,PM2.5,127.0
243894,20190114,10,PCA,38.61573638974592
243894,20190114,10,PM2.5,87.0
243900,20190114,11,PCA,85.68919151406128
243900,20190114,11,PM2.5,116.0
243906,20190114,12,PCA,86.74684735965967
243906,20190114,12,PM2.5,117.0
243912,20190114,13,PCA,278.0991625168302
243912,20190114,13,PM2.5,246.0
243918,20190114,14,PCA,331.15949181761397
243918,20190114,14,PM2.5,282.0
243924,20190114,15,PCA,172.9079786398625
243924,20190114,15,PM2.5,169.0
243930,20190114,16,PCA,247.46131768352683
243930,20190114,16,PM2.5,219.0
243936,20190114,17,PCA,321.5741317208829
243936,20190114,17,PM2.5,270.0
243942,20190114,18,PCA,332.3383758986405
243942,20190114,18,PM2.5,278.0
243948,20190114,19,PCA,289.8125819963871
243948,20190114,19,PM2.5,248.0
243954,20190114,20,PCA,229.7475072670705
243954,20190114,20,PM2.5,206.0
243960,20190114,21,PCA,-31.32103081853133
243960,20190114,21,PM2.5,44.0
243966,20190114,22,PCA,-45.0280440303251
243966,20190114,22,PM2.5,1.0
243972,20190114,23,PCA,-64.4064753814156
243972,20190114,23,PM2.5,4.0
243978,20190115,0,PCA,-58.15548356242087
243978,20190115,0,PM2.5,9.0
243984,20190115,1,PCA,-71.01937156432992
243984,20190115,1,PM2.5,3.0
243990,20190115,2,PCA,-84.59041430468481
243990,20190115,2,PM2.5,2.0
243996,20190115,3,PCA,-96.92661009419737
243996,20190115,3,PM2.5,4.0
244002,20190115,4,PCA,-99.02637368959685
244002,20190115,4,PM2.5,1.0
244008,20190115,5,PCA,-94.09447624144154
244008,20190115,5,PM2.5,2.0
244014,20190115,6,PCA,-94.8208407691382
244014,20190115,6,PM2.5,2.0
244020,20190115,7,PCA,-98.59053795538388
244020,20190115,7,PM2.5,2.0
244026,20190115,8,PCA,-95.7483107696953
244026,20190115,8,PM2.5,7.0
244032,20190115,9,PCA,-99.09384447790342
244032,20190115,9,PM2.5,2.0
244038,20190115,10,PCA,-98.56214346957896
244038,20190115,10,PM2.5,2.0
244044,20190115,11,PCA,-98.56214346957896
244044,20190115,11,PM2.5,2.0
244050,20190115,12,PCA,-98.59053795538388
244050,20190115,12,PM2.5,2.0
244056,20190115,13,PCA,-98.61893244118873
244056,20190115,13,PM2.5,2.0
244062,20190115,14,PCA,-98.64732692699359
244062,20190115,14,PM2.5,2.0
244068,20190115,15,PCA,-96.65704339355163
244068,20190115,15,PM2.5,5.0
244074,20190115,16,PCA,-98.6127847295825
244074,20190115,16,PM2.5,1.0
244080,20190115,17,PCA,-93.31150968534351
244080,20190115,17,PM2.5,10.0
244086,20190115,18,PCA,-99.53421431720699
244086,20190115,18,PM2.5,1.0
244092,20190115,19,PCA,-96.72652932892959
244092,20190115,19,PM2.5,7.0
244098,20190115,20,PCA,-93.797103538755
244098,20190115,20,PM2.5,11.0
244104,20190115,21,PCA,-97.34216704543584
244104,20190115,21,PM2.5,6.0
244110,20190115,22,PCA,-82.45096903792744
244110,20190115,22,PM2.5,15.0
244116,20190115,23,PCA,-76.52512082522823
244116,20190115,23,PM2.5,18.0
244122,20190116,0,PCA,-62.36300268744329
244122,20190116,0,PM2.5,14.0
244128,20190116,1,PCA,-72.30319460029509
244128,20190116,1,PM2.5,17.0
244134,20190116,2,PCA,-83.27897266492498
244134,20190116,2,PM2.5,1.0
244140,20190116,3,PCA,-71.00052821720301
244140,20190116,3,PM2.5,23.0
244146,20190116,4,PCA,-82.36521531008839
244146,20190116,4,PM2.5,11.0
244152,20190116,5,PCA,-70.23905122167086
244152,20190116,5,PM2.5,18.0
244158,20190116,6,PCA,-81.07158245390455
244158,20190116,6,PM2.5,17.0
244164,20190116,7,PCA,-90.80306203029491
244164,20190116,7,PM2.5,8.0
244170,20190116,8,PCA,-90.04244954706924
244170,20190116,8,PM2.5,11.0
244176,20190116,9,PCA,-80.7826672669366
244176,20190116,9,PM2.5,17.0
244182,20190116,10,PCA,-88.4579589722469
244182,20190116,10,PM2.5,12.0
244188,20190116,11,PCA,-78.07687191092894
244188,20190116,11,PM2.5,18.0
244194,20190116,12,PCA,-74.36719090932442
244194,20190116,12,PM2.5,20.0
244200,20190116,13,PCA,-81.92468127813983
244200,20190116,13,PM2.5,15.0
244206,20190116,14,PCA,-79.5389229943473
244206,20190116,14,PM2.5,17.0
244212,20190116,15,PCA,-66.83001509704609
244212,20190116,15,PM2.5,25.0
244218,20190116,16,PCA,-78.9652473956447
244218,20190116,16,PM2.5,18.0
244224,20190116,17,PCA,-70.07290212390798
244224,20190116,17,PM2.5,21.0
244230,20190116,18,PCA,-40.07862864620763
244230,20190116,18,PM2.5,32.0
244236,20190116,19,PCA,-23.377463212507315
244236,20190116,19,PM2.5,48.0
244242,20190116,20,PCA,-31.84382094091183
244242,20190116,20,PM2.5,44.0
244248,20190116,21,PCA,-25.689703048846948
244248,20190116,21,PM2.5,47.0
244254,20190116,22,PCA,-12.731481540221974
244254,20190116,22,PM2.5,54.0
244260,20190116,23,PCA,-15.97074992692948
244260,20190116,23,PM2.5,52.0
244266,20190117,0,PCA,-0.14393836381566863
244266,20190117,0,PM2.5,61.0
244272,20190117,1,PCA,0.4882091795581009
244272,20190117,1,PM2.5,61.0
244278,20190117,2,PCA,-11.058533139106302
244278,20190117,2,PM2.5,54.0
244284,20190117,3,PCA,-24.93321083864144
244284,20190117,3,PM2.5,34.0
244290,20190117,4,PCA,-14.61869627928054
244290,20190117,4,PM2.5,53.0
244296,20190117,5,PCA,-63.044793986187905
244296,20190117,5,PM2.5,10.0
244302,20190117,6,PCA,-41.94979745338544
244302,20190117,6,PM2.5,39.0
244308,20190117,7,PCA,-59.89344348547129
244308,20190117,7,PM2.5,29.0
244314,20190117,8,PCA,-94.57524349128694
244314,20190117,8,PM2.5,7.0
244320,20190117,9,PCA,-79.04017278761668
244320,20190117,9,PM2.5,18.0
244326,20190117,10,PCA,-51.809338270506665
244326,20190117,10,PM2.5,34.0
244332,20190117,11,PCA,-98.7745286476795
244332,20190117,11,PM2.5,2.0
244338,20190117,12,PCA,-81.0554816118856
244338,20190117,12,PM2.5,17.0
244344,20190117,13,PCA,-96.90942269823178
244344,20190117,13,PM2.5,3.0
244350,20190117,14,PCA,-94.85362737808708
244350,20190117,14,PM2.5,6.0
244356,20190117,15,PCA,-95.5170552225677
244356,20190117,15,PM2.5,5.0
244362,20190117,16,PCA,-91.71152716019142
244362,20190117,16,PM2.5,10.0
244368,20190117,17,PCA,-79.44496956599234
244368,20190117,17,PM2.5,18.0
244374,20190117,18,PCA,-67.03085178757796
244374,20190117,18,PM2.5,23.0
244380,20190117,19,PCA,-63.180729034054906
244380,20190117,19,PM2.5,24.0
244386,20190117,20,PCA,-70.8674148084329
244386,20190117,20,PM2.5,20.0
244392,20190117,21,PCA,-62.21273041005628
244392,20190117,21,PM2.5,20.0
244398,20190117,22,PCA,-44.276776329546614
244398,20190117,22,PM2.5,32.0
244404,20190117,23,PCA,-13.315173859097733
244404,20190117,23,PM2.5,53.0
244410,20190118,0,PCA,12.429032291033066
244410,20190118,0,PM2.5,70.0
244416,20190118,1,PCA,37.495294454692356
244416,20190118,1,PM2.5,86.0
244422,20190118,2,PCA,38.25361685259396
244422,20190118,2,PM2.5,87.0
244428,20190118,3,PCA,33.91062014864795
244428,20190118,3,PM2.5,83.0
244434,20190118,4,PCA,19.11624101289142
244434,20190118,4,PM2.5,73.0
244440,20190118,5,PCA,72.60303108723053
244440,20190118,5,PM2.5,107.0
244446,20190118,6,PCA,45.478043881132265
244446,20190118,6,PM2.5,90.0
244452,20190118,7,PCA,28.267220800164562
244452,20190118,7,PM2.5,79.0
244458,20190118,8,PCA,47.26101982804642
244458,20190118,8,PM2.5,91.0
244464,20190118,9,PCA,15.332618326984422
244464,20190118,9,PM2.5,72.0
244470,20190118,10,PCA,39.893365721920205
244470,20190118,10,PM2.5,87.0
244476,20190118,11,PCA,51.05078100184025
244476,20190118,11,PM2.5,94.0
244482,20190118,12,PCA,34.29036669104772
244482,20190118,12,PM2.5,83.0
244488,20190118,13,PCA,47.47661653376887
244488,20190118,13,PM2.5,90.0
244494,20190118,14,PCA,42.09208450901162
244494,20190118,14,PM2.5,87.0
244500,20190118,15,PCA,24.98620738491088
244500,20190118,15,PM2.5,76.0
244506,20190118,16,PCA,11.208340401684007
244506,20190118,16,PM2.5,68.0
244512,20190118,17,PCA,3.4967980663477385
244512,20190118,17,PM2.5,62.0
244518,20190118,18,PCA,22.994857214389604
244518,20190118,18,PM2.5,74.0
244524,20190118,19,PCA,26.60646469567877
244524,20190118,19,PM2.5,76.0
244530,20190118,20,PCA,10.799950128879216
244530,20190118,20,PM2.5,66.0
244536,20190118,21,PCA,5.345761280309889
244536,20190118,21,PM2.5,62.0
244542,20190118,22,PCA,3.6234308409979907
244542,20190118,22,PM2.5,61.0
244548,20190118,23,PCA,-8.284244030605894
244548,20190118,23,PM2.5,54.0
244554,20190119,0,PCA,-31.399691514260336
244554,20190119,0,PM2.5,41.0
244560,20190119,1,PCA,-70.21383101626475
244560,20190119,1,PM2.5,22.0
244566,20190119,2,PCA,-86.71461029462952
244566,20190119,2,PM2.5,11.0
244572,20190119,3,PCA,-91.44276354065708
244572,20190119,3,PM2.5,11.0
244578,20190119,4,PCA,-100.48151943261723
244578,20190119,4,PM2.5,2.0
244584,20190119,5,PCA,-99.37772174883298
244584,20190119,5,PM2.5,4.0
244590,20190119,6,PCA,-70.79804323688259
244590,20190119,6,PM2.5,24.0
244596,20190119,7,PCA,-96.30561127726311
244596,20190119,7,PM2.5,8.0
244602,20190119,8,PCA,-97.44876129209133
244602,20190119,8,PM2.5,7.0
244608,20190119,9,PCA,-95.87627189859946
244608,20190119,9,PM2.5,6.0
244614,20190119,10,PCA,-92.86032723160235
244614,20190119,10,PM2.5,2.0
244620,20190119,11,PCA,-86.76128771996689
244620,20190119,11,PM2.5,14.0
244626,20190119,12,PCA,-96.52660123875623
244626,20190119,12,PM2.5,3.0
244632,20190119,13,PCA,-90.63549863660974
244632,20190119,13,PM2.5,11.0
244638,20190119,14,PCA,-93.39415597139933
244638,20190119,14,PM2.5,7.0
244644,20190119,15,PCA,-97.26977708141622
244644,20190119,15,PM2.5,1.0
244650,20190119,16,PCA,-93.32375221194343
244650,20190119,16,PM2.5,8.0
244656,20190119,17,PCA,-94.45526681243449
244656,20190119,17,PM2.5,6.0
244662,20190119,18,PCA,-90.72051336415564
244662,20190119,18,PM2.5,7.0
244668,20190119,19,PCA,-85.50088385248472
244668,20190119,19,PM2.5,14.0
244674,20190119,20,PCA,-91.79391962840332
