,date,hour,type,延庆
142170,20161228,1,PCA,23.25167790771998
142170,20161228,1,PM2.5,108.0
142176,20161228,2,PCA,21.255844049921613
142176,20161228,2,PM2.5,104.0
142182,20161228,3,PCA,17.160524497817416
142182,20161228,3,PM2.5,91.0
142188,20161228,4,PCA,13.167028998094679
142188,20161228,4,PM2.5,84.0
142194,20161228,5,PCA,6.960684694157475
142194,20161228,5,PM2.5,77.0
142200,20161228,6,PCA,0.4150987143368314
142200,20161228,6,PM2.5,63.0
142206,20161228,7,PCA,11.976544913572237
142206,20161228,7,PM2.5,81.0
142212,20161228,8,PCA,22.275919182245346
142212,20161228,8,PM2.5,92.0
142218,20161228,9,PCA,18.784429651794138
142218,20161228,9,PM2.5,84.0
142224,20161228,10,PCA,56.848359489817724
142224,20161228,10,PM2.5,131.0
142230,20161228,11,PCA,16.619962463100464
142230,20161228,11,PM2.5,71.0
142236,20161228,12,PCA,4.481989776917676
142236,20161228,12,PM2.5,52.0
142242,20161228,13,PCA,-8.749713085571141
142242,20161228,13,PM2.5,36.0
142248,20161228,14,PCA,-17.40622197319235
142248,20161228,14,PM2.5,25.0
142254,20161228,15,PCA,-22.858759332773797
142254,20161228,15,PM2.5,19.0
142260,20161228,16,PCA,-25.757783533109016
142260,20161228,16,PM2.5,15.0
142266,20161228,17,PCA,-26.461081166205357
142266,20161228,17,PM2.5,14.0
142272,20161228,18,PCA,-26.70948045203175
142272,20161228,18,PM2.5,13.0
142278,20161228,19,PCA,-29.068460110919336
142278,20161228,19,PM2.5,12.0
142284,20161228,20,PCA,-20.942686436063582
142284,20161228,20,PM2.5,22.0
142290,20161228,21,PCA,-29.485094458765648
142290,20161228,21,PM2.5,13.0
142296,20161228,22,PCA,-29.592488821576662
142296,20161228,22,PM2.5,15.0
142302,20161228,23,PCA,-30.03621865405314
142302,20161228,23,PM2.5,20.0
142308,20161229,0,PCA,-30.69889945959038
142308,20161229,0,PM2.5,22.0
142314,20161229,1,PCA,-34.72915001045311
142314,20161229,1,PM2.5,16.0
142320,20161229,2,PCA,-32.51802115520765
142320,20161229,2,PM2.5,23.0
142326,20161229,3,PCA,-35.13510917331717
142326,20161229,3,PM2.5,23.0
142332,20161229,4,PCA,-22.2062445805124
142332,20161229,4,PM2.5,42.0
142338,20161229,5,PCA,-24.108296429070524
142338,20161229,5,PM2.5,42.0
142344,20161229,6,PCA,-26.05227845669384
142344,20161229,6,PM2.5,40.0
142350,20161229,7,PCA,-31.205724681529748
142350,20161229,7,PM2.5,35.0
142356,20161229,8,PCA,-23.689903940739036
142356,20161229,8,PM2.5,48.0
142362,20161229,9,PCA,-27.01816276592492
142362,20161229,9,PM2.5,45.0
142368,20170101,22,PCA,236.73481897452422
142368,20170101,22,PM2.5,206.0
142374,20170101,23,PCA,253.4516042147364
142374,20170101,23,PM2.5,218.0
142380,20170102,0,PCA,147.3186868238902
142380,20170102,0,PM2.5,146.0
142386,20170102,1,PCA,128.04421659806522
142386,20170102,1,PM2.5,134.0
142392,20170102,2,PCA,190.7867809664732
142392,20170102,2,PM2.5,175.0
142398,20170102,3,PCA,163.1598381562256
142398,20170102,3,PM2.5,156.0
142404,20170102,4,PCA,121.58636003610428
142404,20170102,4,PM2.5,131.0
142410,20170102,5,PCA,92.56199341472916
142410,20170102,5,PM2.5,114.0
142416,20170102,6,PCA,26.771386560362366
142416,20170102,6,PM2.5,72.0
142422,20170102,7,PCA,-19.994795263301604
142422,20170102,7,PM2.5,42.0
142428,20170102,8,PCA,-55.03305356445371
142428,20170102,8,PM2.5,20.0
142434,20170102,9,PCA,-28.48546104890685
142434,20170102,9,PM2.5,35.0
142440,20170102,10,PCA,-28.283774265796303
142440,20170102,10,PM2.5,38.0
142446,20170102,11,PCA,-27.802996854539753
142446,20170102,11,PM2.5,40.0
142452,20170102,12,PCA,-25.811207305306535
142452,20170102,12,PM2.5,41.0
142458,20170102,13,PCA,-38.83653422315725
142458,20170102,13,PM2.5,34.0
142464,20170102,14,PCA,-53.91139189121184
142464,20170102,14,PM2.5,26.0
142470,20170102,15,PCA,-49.575845561794544
142470,20170102,15,PM2.5,28.0
142476,20170102,16,PCA,-36.602716671428915
142476,20170102,16,PM2.5,33.0
142482,20170102,17,PCA,-30.277580527272463
142482,20170102,17,PM2.5,38.0
142488,20170102,18,PCA,-22.93062225097387
142488,20170102,18,PM2.5,37.0
142494,20170102,19,PCA,70.31223595252517
142494,20170102,19,PM2.5,94.0
142500,20170102,20,PCA,121.79523023329749
142500,20170102,20,PM2.5,126.0
142506,20170102,21,PCA,102.50621018952167
142506,20170102,21,PM2.5,117.0
142512,20170102,22,PCA,105.77809655742823
142512,20170102,22,PM2.5,119.0
142518,20170102,23,PCA,166.5089677622707
142518,20170102,23,PM2.5,156.0
142524,20170103,0,PCA,227.60632538849575
142524,20170103,0,PM2.5,199.0
142530,20170103,1,PCA,218.35048016484185
142530,20170103,1,PM2.5,193.0
142536,20170103,2,PCA,199.24323249447932
142536,20170103,2,PM2.5,180.0
142542,20170103,3,PCA,187.07556697146958
142542,20170103,3,PM2.5,171.0
142548,20170103,4,PCA,180.42977093011447
142548,20170103,4,PM2.5,166.0
142554,20170103,5,PCA,136.1372626367477
142554,20170103,5,PM2.5,140.0
142560,20170103,6,PCA,93.61408206812884
142560,20170103,6,PM2.5,116.0
142566,20170103,7,PCA,75.8936878108153
142566,20170103,7,PM2.5,104.0
142572,20170103,8,PCA,86.6792775186878
142572,20170103,8,PM2.5,110.0
142578,20170103,9,PCA,102.13773265722025
142578,20170103,9,PM2.5,120.0
142584,20170103,10,PCA,136.58796433136993
142584,20170103,10,PM2.5,139.0
142590,20170103,11,PCA,164.4116980457456
142590,20170103,11,PM2.5,155.0
142596,20170103,12,PCA,163.23935286087513
142596,20170103,12,PM2.5,153.0
142602,20170103,13,PCA,63.502878423728156
142602,20170103,13,PM2.5,95.0
142608,20170103,14,PCA,12.986821417137584
142608,20170103,14,PM2.5,65.0
142614,20170103,15,PCA,-19.374001013656006
142614,20170103,15,PM2.5,46.0
142620,20170103,16,PCA,-56.22433529739448
142620,20170103,16,PM2.5,25.0
142626,20170103,17,PCA,-55.86745077069196
142626,20170103,17,PM2.5,21.0
142632,20170103,18,PCA,0.7535802898913628
142632,20170103,18,PM2.5,40.0
142638,20170103,19,PCA,47.410097879981755
142638,20170103,19,PM2.5,80.0
142644,20170103,20,PCA,115.3787481390268
142644,20170103,20,PM2.5,123.0
142650,20170103,21,PCA,89.96308817870073
142650,20170103,21,PM2.5,108.0
142656,20170103,22,PCA,70.92048843753393
142656,20170103,22,PM2.5,96.0
142662,20170103,23,PCA,65.82774842265721
142662,20170103,23,PM2.5,93.0
142668,20170104,0,PCA,82.102699846812
142668,20170104,0,PM2.5,104.0
142674,20170104,1,PCA,58.345025577471596
142674,20170104,1,PM2.5,89.0
142680,20170104,2,PCA,30.677020686076343
142680,20170104,2,PM2.5,72.0
142686,20170104,3,PCA,81.371589573328
142686,20170104,3,PM2.5,104.0
142692,20170104,4,PCA,63.17933309745676
142692,20170104,4,PM2.5,93.0
142698,20170104,5,PCA,44.90046547343474
142698,20170104,5,PM2.5,81.0
142704,20170104,6,PCA,4.421649861819541
142704,20170104,6,PM2.5,56.0
142710,20170104,7,PCA,2.4939526529113056
142710,20170104,7,PM2.5,56.0
142716,20170104,8,PCA,10.752908191903403
142716,20170104,8,PM2.5,61.0
142722,20170104,9,PCA,56.242917037833266
142722,20170104,9,PM2.5,90.0
142728,20170104,10,PCA,78.15924289358814
142728,20170104,10,PM2.5,104.0
142734,20170104,11,PCA,80.50400365987083
142734,20170104,11,PM2.5,105.0
142740,20170104,12,PCA,76.01964493332467
142740,20170104,12,PM2.5,101.0
142746,20170104,13,PCA,76.6817178355801
142746,20170104,13,PM2.5,102.0
142752,20170104,14,PCA,52.73464771919663
142752,20170104,14,PM2.5,88.0
142758,20170104,15,PCA,37.02000715898476
142758,20170104,15,PM2.5,79.0
142764,20170104,16,PCA,59.50712673290681
142764,20170104,16,PM2.5,93.0
142770,20170104,17,PCA,67.7155521124842
142770,20170104,17,PM2.5,97.0
142776,20170104,18,PCA,90.5721339850311
142776,20170104,18,PM2.5,109.0
142782,20170104,19,PCA,117.78637948735593
142782,20170104,19,PM2.5,126.0
142788,20170104,20,PCA,99.88301122820293
142788,20170104,20,PM2.5,118.0
142794,20170104,21,PCA,129.18814324105824
142794,20170104,21,PM2.5,130.0
142800,20170104,22,PCA,159.02229342313765
142800,20170104,22,PM2.5,147.0
142806,20170104,23,PCA,164.23732599755186
142806,20170104,23,PM2.5,152.0
142812,20170105,0,PCA,161.8376986403429
142812,20170105,0,PM2.5,152.0
142818,20170105,1,PCA,165.7354379887035
142818,20170105,1,PM2.5,155.0
142824,20170105,2,PCA,170.194163998151
142824,20170105,2,PM2.5,160.0
142830,20170105,3,PCA,163.72576552720983
142830,20170105,3,PM2.5,156.0
142836,20170105,4,PCA,149.55519343800145
142836,20170105,4,PM2.5,147.0
142842,20170105,5,PCA,117.95988685106305
142842,20170105,5,PM2.5,129.0
142848,20170105,6,PCA,173.8394344767508
142848,20170105,6,PM2.5,161.0
142854,20170105,7,PCA,222.82180261716408
142854,20170105,7,PM2.5,193.0
142860,20170105,8,PCA,199.85036756618172
142860,20170105,8,PM2.5,177.0
142866,20170105,9,PCA,197.03400937451255
142866,20170105,9,PM2.5,177.0
142872,20170105,10,PCA,174.35235765664885
142872,20170105,10,PM2.5,163.0
142878,20170105,11,PCA,136.49794249722177
142878,20170105,11,PM2.5,140.0
142884,20170105,12,PCA,102.85385587621349
142884,20170105,12,PM2.5,121.0
142890,20170105,13,PCA,89.39392632783836
142890,20170105,13,PM2.5,114.0
142896,20170105,14,PCA,81.18453726244728
142896,20170105,14,PM2.5,109.0
142902,20170105,15,PCA,66.07560946963905
142902,20170105,15,PM2.5,99.0
142908,20170105,16,PCA,34.86882885992388
142908,20170105,16,PM2.5,79.0
142914,20170105,17,PCA,22.875998068825844
142914,20170105,17,PM2.5,72.0
142920,20170105,18,PCA,40.709018053893175
142920,20170105,18,PM2.5,82.0
142926,20170105,19,PCA,32.38077896834353
142926,20170105,19,PM2.5,77.0
142932,20170105,20,PCA,44.71815558766154
142932,20170105,20,PM2.5,82.0
142938,20170105,21,PCA,70.60505021156324
142938,20170105,21,PM2.5,99.0
142944,20170105,22,PCA,47.43558636299056
142944,20170105,22,PM2.5,85.0
142950,20170105,23,PCA,61.828473319083976
142950,20170105,23,PM2.5,95.0
142956,20170106,0,PCA,84.20575186782196
142956,20170106,0,PM2.5,107.0
142962,20170106,1,PCA,106.8035873619698
142962,20170106,1,PM2.5,121.0
142968,20170106,2,PCA,117.81872194465605
142968,20170106,2,PM2.5,128.0
142974,20170106,3,PCA,111.0581143116769
142974,20170106,3,PM2.5,124.0
142980,20170106,4,PCA,105.23769692553363
142980,20170106,4,PM2.5,122.0
142986,20170106,5,PCA,83.87712375214919
142986,20170106,5,PM2.5,109.0
142992,20170106,6,PCA,91.81955741804674
142992,20170106,6,PM2.5,114.0
142998,20170106,7,PCA,107.02881498906002
142998,20170106,7,PM2.5,123.0
143004,20170106,8,PCA,135.8184156642352
143004,20170106,8,PM2.5,139.0
143010,20170106,9,PCA,160.6797181721822
143010,20170106,9,PM2.5,154.0
143016,20170106,10,PCA,180.30793128299936
143016,20170106,10,PM2.5,169.0
143022,20170106,11,PCA,177.6746299018597
143022,20170106,11,PM2.5,166.0
143028,20170106,12,PCA,156.99701588176757
143028,20170106,12,PM2.5,152.0
143034,20170106,13,PCA,111.2987521096026
143034,20170106,13,PM2.5,126.0
143040,20170106,14,PCA,109.13508945307892
143040,20170106,14,PM2.5,125.0
143046,20170106,15,PCA,129.24225784561295
143046,20170106,15,PM2.5,136.0
143052,20170106,16,PCA,122.75314641609843
143052,20170106,16,PM2.5,132.0
143058,20170106,17,PCA,139.29563362664916
143058,20170106,17,PM2.5,140.0
143064,20170106,18,PCA,155.80695725709523
143064,20170106,18,PM2.5,148.0
143070,20170106,19,PCA,180.26168402975446
143070,20170106,19,PM2.5,165.0
143076,20170106,20,PCA,210.09094504654158
143076,20170106,20,PM2.5,186.0
143082,20170106,21,PCA,215.15267478259395
143082,20170106,21,PM2.5,191.0
143088,20170106,22,PCA,197.69114655369725
143088,20170106,22,PM2.5,179.0
143094,20170106,23,PCA,235.21316085529236
143094,20170106,23,PM2.5,206.0
143100,20170107,0,PCA,214.32600349614475
143100,20170107,0,PM2.5,191.0
143106,20170107,1,PCA,246.33165357094995
143106,20170107,1,PM2.5,213.0
143112,20170107,2,PCA,249.30598113321398
143112,20170107,2,PM2.5,215.0
143118,20170107,3,PCA,242.41877123601452
143118,20170107,3,PM2.5,210.0
143124,20170107,4,PCA,236.95775660883024
143124,20170107,4,PM2.5,207.0
143130,20170107,5,PCA,253.27379534307596
143130,20170107,5,PM2.5,218.0
143136,20170107,6,PCA,235.24533206051623
143136,20170107,6,PM2.5,206.0
143142,20170107,7,PCA,222.43393459602552
143142,20170107,7,PM2.5,198.0
143148,20170107,8,PCA,195.19016315177169
143148,20170107,8,PM2.5,178.0
143154,20170107,9,PCA,87.82575503489184
143154,20170107,9,PM2.5,111.0
143160,20170107,10,PCA,61.145218062441636
143160,20170107,10,PM2.5,95.0
143166,20170107,11,PCA,38.99681539411745
143166,20170107,11,PM2.5,81.0
143172,20170107,12,PCA,-10.632264612407512
143172,20170107,12,PM2.5,52.0
143178,20170107,13,PCA,-26.83729439523173
143178,20170107,13,PM2.5,42.0
143184,20170107,14,PCA,-25.80595917132862
143184,20170107,14,PM2.5,43.0
143190,20170107,15,PCA,-24.995357413152487
143190,20170107,15,PM2.5,43.0
143196,20170107,16,PCA,-24.48765115519333
143196,20170107,16,PM2.5,43.0
143202,20170107,17,PCA,-0.5761226231128758
143202,20170107,17,PM2.5,57.0
143208,20170107,18,PCA,-4.73301873895085
143208,20170107,18,PM2.5,54.0
143214,20170107,19,PCA,37.325316555918796
143214,20170107,19,PM2.5,80.0
143220,20170107,20,PCA,10.213557988918186
143220,20170107,20,PM2.5,63.0
143226,20170107,21,PCA,-29.195553864802896
143226,20170107,21,PM2.5,38.0
143232,20170107,22,PCA,-24.422657931316973
143232,20170107,22,PM2.5,41.0
143238,20170107,23,PCA,-31.599730151134427
143238,20170107,23,PM2.5,37.0
143244,20170108,0,PCA,-34.72432735725558
143244,20170108,0,PM2.5,36.0
143250,20170108,1,PCA,-44.33061143399101
143250,20170108,1,PM2.5,31.0
143256,20170108,2,PCA,-42.2088555423868
143256,20170108,2,PM2.5,32.0
143262,20170108,3,PCA,-39.89666205002012
143262,20170108,3,PM2.5,33.0
143268,20170108,4,PCA,-30.676901158074894
143268,20170108,4,PM2.5,38.0
143274,20170108,5,PCA,-31.08398803250131
143274,20170108,5,PM2.5,37.0
143280,20170108,6,PCA,-26.901363336456235
143280,20170108,6,PM2.5,40.0
143286,20170108,7,PCA,-11.75483288801846
143286,20170108,7,PM2.5,49.0
143292,20170108,8,PCA,-37.04005632060938
143292,20170108,8,PM2.5,34.0
143298,20170108,9,PCA,-29.05818391490377
143298,20170108,9,PM2.5,39.0
143304,20170108,10,PCA,-13.12902444514784
143304,20170108,10,PM2.5,49.0
143310,20170108,11,PCA,-20.724926027080397
143310,20170108,11,PM2.5,45.0
143316,20170108,12,PCA,-32.13087301659419
143316,20170108,12,PM2.5,39.0
143322,20170108,13,PCA,-38.023507812308836
143322,20170108,13,PM2.5,35.0
143328,20170108,14,PCA,-50.5967453967208
143328,20170108,14,PM2.5,28.0
143334,20170108,15,PCA,-50.93359200552492
143334,20170108,15,PM2.5,28.0
143340,20170108,16,PCA,-60.072406533589024
143340,20170108,16,PM2.5,23.0
143346,20170108,17,PCA,-72.43163494315058
143346,20170108,17,PM2.5,13.0
143352,20170108,18,PCA,-73.35884194040848
143352,20170108,18,PM2.5,12.0
143358,20170108,19,PCA,-70.51758130547204
143358,20170108,19,PM2.5,16.0
143364,20170108,20,PCA,-59.998412884145644
143364,20170108,20,PM2.5,22.0
143370,20170108,21,PCA,-62.851103464634996
143370,20170108,21,PM2.5,20.0
143376,20170108,22,PCA,-52.11768941430587
143376,20170108,22,PM2.5,25.0
143382,20170108,23,PCA,-42.50650492795784
143382,20170108,23,PM2.5,29.0
143388,20170109,0,PCA,-57.599885829010674
143388,20170109,0,PM2.5,23.0
143394,20170109,1,PCA,-68.7137465522024
143394,20170109,1,PM2.5,18.0
143400,20170109,2,PCA,-71.75090380581163
143400,20170109,2,PM2.5,16.0
143406,20170109,3,PCA,-72.05273716780347
143406,20170109,3,PM2.5,16.0
143412,20170109,4,PCA,-74.05931386487723
143412,20170109,4,PM2.5,15.0
143418,20170109,5,PCA,-69.85164681582312
143418,20170109,5,PM2.5,17.0
143424,20170109,6,PCA,-65.84175025644291
143424,20170109,6,PM2.5,19.0
143430,20170109,7,PCA,-60.230004576070236
143430,20170109,7,PM2.5,22.0
143436,20170109,8,PCA,-59.47982232404155
143436,20170109,8,PM2.5,22.0
143442,20170109,9,PCA,-55.485283927678765
143442,20170109,9,PM2.5,24.0
143448,20170109,10,PCA,-45.75637713113987
143448,20170109,10,PM2.5,30.0
143454,20170109,11,PCA,-46.9705302927553
143454,20170109,11,PM2.5,30.0
143460,20170109,12,PCA,-72.85249254796918
143460,20170109,12,PM2.5,16.0
143466,20170109,13,PCA,-76.66083458050754
143466,20170109,13,PM2.5,10.0
143472,20170109,14,PCA,-59.4056565844543
143472,20170109,14,PM2.5,17.0
143478,20170109,15,PCA,-63.26419153359931
143478,20170109,15,PM2.5,19.0
143484,20170109,16,PCA,-69.63213694672233
143484,20170109,16,PM2.5,16.0
143490,20170109,17,PCA,-56.608230524807
143490,20170109,17,PM2.5,24.0
143496,20170109,18,PCA,-41.257004346559306
143496,20170109,18,PM2.5,27.0
143502,20170109,19,PCA,-33.99613964191466
143502,20170109,19,PM2.5,36.0
143508,20170109,20,PCA,-34.57886211924853
143508,20170109,20,PM2.5,35.0
143514,20170109,21,PCA,-31.13867266893056
143514,20170109,21,PM2.5,33.0
143520,20170109,22,PCA,-11.554391211353414
143520,20170109,22,PM2.5,47.0
143526,20170109,23,PCA,-0.8347702613581619
143526,20170109,23,PM2.5,55.0
143532,20170110,0,PCA,-32.120413151223914
143532,20170110,0,PM2.5,37.0
143538,20170110,1,PCA,-73.09066294428881
143538,20170110,1,PM2.5,14.0
143544,20170110,2,PCA,-79.07554834173436
143544,20170110,2,PM2.5,10.0
143550,20170110,3,PCA,-63.289799254452625
143550,20170110,3,PM2.5,15.0
143556,20170110,4,PCA,-77.98977030926933
143556,20170110,4,PM2.5,12.0
143562,20170110,5,PCA,-80.13599162167435
143562,20170110,5,PM2.5,10.0
143568,20170110,6,PCA,-72.00400187068877
143568,20170110,6,PM2.5,12.0
143574,20170110,7,PCA,-64.50785705266027
143574,20170110,7,PM2.5,18.0
143580,20170110,8,PCA,-38.84004716067267
143580,20170110,8,PM2.5,25.0
143586,20170110,9,PCA,-36.09756422027212
143586,20170110,9,PM2.5,29.0
143592,20170110,10,PCA,-54.40753931367305
143592,20170110,10,PM2.5,25.0
143598,20170110,11,PCA,-72.71802050826075
143598,20170110,11,PM2.5,16.0
143604,20170110,12,PCA,-75.18067615933147
143604,20170110,12,PM2.5,13.0
143610,20170110,13,PCA,-76.98851412581709
143610,20170110,13,PM2.5,9.0
143616,20170110,14,PCA,-59.425192502677305
143616,20170110,14,PM2.5,7.0
143622,20170110,15,PCA,-70.08346878160455
143622,20170110,15,PM2.5,15.0
143628,20170110,16,PCA,-75.50303774098762
143628,20170110,16,PM2.5,11.0
143634,20170110,17,PCA,-74.54227877598899
143634,20170110,17,PM2.5,12.0
143640,20170110,18,PCA,-80.41156643294264
143640,20170110,18,PM2.5,4.0
143646,20170110,19,PCA,-54.267059997270806
143646,20170110,19,PM2.5,24.0
143652,20170110,20,PCA,-57.9132387704196
143652,20170110,20,PM2.5,22.0
143658,20170110,21,PCA,-66.21874563836427
143658,20170110,21,PM2.5,17.0
143664,20170110,22,PCA,-45.339454138154814
143664,20170110,22,PM2.5,26.0
143670,20170110,23,PCA,2.145008100224226
143670,20170110,23,PM2.5,56.0
143676,20170111,0,PCA,-4.749670040527597
143676,20170111,0,PM2.5,52.0
143682,20170111,1,PCA,6.580701203631802
143682,20170111,1,PM2.5,60.0
143688,20170111,2,PCA,4.809582284774317
143688,20170111,2,PM2.5,59.0
143694,20170111,3,PCA,-14.399316640450767
143694,20170111,3,PM2.5,47.0
143700,20170111,4,PCA,-14.350805338325927
143700,20170111,4,PM2.5,47.0
143706,20170111,5,PCA,-10.57404804195306
143706,20170111,5,PM2.5,49.0
143712,20170111,6,PCA,-32.506061966337995
143712,20170111,6,PM2.5,36.0
143718,20170111,7,PCA,-37.982936466155834
143718,20170111,7,PM2.5,33.0
143724,20170111,8,PCA,-22.362541332827362
143724,20170111,8,PM2.5,42.0
143730,20170111,9,PCA,-5.078543764663015
143730,20170111,9,PM2.5,53.0
143736,20170111,10,PCA,30.070602188219805
143736,20170111,10,PM2.5,75.0
143742,20170111,11,PCA,19.77949669992646
143742,20170111,11,PM2.5,68.0
143748,20170111,12,PCA,-14.647409617978656
143748,20170111,12,PM2.5,48.0
144744,20170118,10,PCA,-15.676306936577367
144744,20170118,10,PM2.5,46.0
144750,20170118,11,PCA,-14.437871274360832
144750,20170118,11,PM2.5,48.0
144756,20170118,12,PCA,-37.0593072681202
144756,20170118,12,PM2.5,35.0
144762,20170118,13,PCA,-53.542766818147626
144762,20170118,13,PM2.5,26.0
144768,20170118,14,PCA,-66.84520588824887
144768,20170118,14,PM2.5,19.0
144774,20170118,15,PCA,-44.23349178177486
144774,20170118,15,PM2.5,31.0
144780,20170118,16,PCA,-22.416994954797833
144780,20170118,16,PM2.5,43.0
144786,20170118,17,PCA,-34.39238045054362
144786,20170118,17,PM2.5,35.0
144792,20170118,18,PCA,-25.79947060811977
144792,20170118,18,PM2.5,37.0
144798,20170118,19,PCA,-6.790194760346158
144798,20170118,19,PM2.5,50.0
144804,20170118,20,PCA,-4.967114580368973
144804,20170118,20,PM2.5,51.0
144810,20170118,21,PCA,-11.850239973292465
144810,20170118,21,PM2.5,46.0
144816,20170118,22,PCA,2.190965553032443
144816,20170118,22,PM2.5,55.0
144822,20170118,23,PCA,18.408840910031305
144822,20170118,23,PM2.5,66.0
144828,20170119,0,PCA,35.524205616701074
144828,20170119,0,PM2.5,77.0
144834,20170119,1,PCA,49.11393700595561
144834,20170119,1,PM2.5,86.0
144840,20170119,2,PCA,26.05451785612436
144840,20170119,2,PM2.5,72.0
144846,20170119,3,PCA,19.167997271965344
144846,20170119,3,PM2.5,67.0
144852,20170119,4,PCA,14.610256197749546
144852,20170119,4,PM2.5,64.0
144858,20170119,5,PCA,17.245022326343097
144858,20170119,5,PM2.5,65.0
144864,20170119,6,PCA,20.53229317292881
144864,20170119,6,PM2.5,67.0
144870,20170119,7,PCA,26.37946779688011
144870,20170119,7,PM2.5,71.0
144876,20170119,8,PCA,31.353730928995912
144876,20170119,8,PM2.5,74.0
144882,20170119,9,PCA,37.03115640989409
144882,20170119,9,PM2.5,78.0
144888,20170119,10,PCA,-49.24493409293446
144888,20170119,10,PM2.5,28.0
144894,20170119,11,PCA,-64.78352222587212
144894,20170119,11,PM2.5,7.0
144900,20170119,12,PCA,-43.545236826409635
144900,20170119,12,PM2.5,5.0
144906,20170119,13,PCA,-52.53925822404669
144906,20170119,13,PM2.5,7.0
144912,20170119,14,PCA,-67.45080255672129
144912,20170119,14,PM2.5,11.0
144918,20170119,15,PCA,-59.92561920722676
144918,20170119,15,PM2.5,8.0
144924,20170119,16,PCA,-75.27431103607051
144924,20170119,16,PM2.5,8.0
144930,20170119,17,PCA,-74.43533695985305
144930,20170119,17,PM2.5,12.0
144936,20170119,18,PCA,-72.16645731058435
144936,20170119,18,PM2.5,13.0
144942,20170119,19,PCA,-74.19999825400555
144942,20170119,19,PM2.5,14.0
144948,20170119,20,PCA,-75.69941261813014
144948,20170119,20,PM2.5,11.0
144954,20170119,21,PCA,-75.1400810923334
144954,20170119,21,PM2.5,12.0
144960,20170119,22,PCA,-74.74116229074068
144960,20170119,22,PM2.5,13.0
144966,20170119,23,PCA,-78.11539865607284
144966,20170119,23,PM2.5,9.0
144972,20170120,0,PCA,-78.7442485659954
144972,20170120,0,PM2.5,8.0
144978,20170120,1,PCA,-78.18588467724607
144978,20170120,1,PM2.5,8.0
144984,20170120,2,PCA,-78.39374656534969
144984,20170120,2,PM2.5,8.0
144990,20170120,3,PCA,-81.26792965518409
144990,20170120,3,PM2.5,7.0
144996,20170120,4,PCA,-80.30039571090714
144996,20170120,4,PM2.5,7.0
145002,20170120,5,PCA,-82.54708454860477
145002,20170120,5,PM2.5,3.0
145008,20170120,6,PCA,-81.63048716299194
145008,20170120,6,PM2.5,6.0
145014,20170120,7,PCA,-79.69920735763735
145014,20170120,7,PM2.5,8.0
145020,20170120,8,PCA,-80.88747903108788
145020,20170120,8,PM2.5,7.0
145026,20170120,9,PCA,-73.37591685371133
145026,20170120,9,PM2.5,14.0
145032,20170120,10,PCA,-62.394223418315306
145032,20170120,10,PM2.5,17.0
145038,20170120,11,PCA,-63.66754525771039
145038,20170120,11,PM2.5,15.0
145044,20170120,12,PCA,-66.47272352673585
145044,20170120,12,PM2.5,14.0
145050,20170120,13,PCA,-68.22250835949565
145050,20170120,13,PM2.5,14.0
145056,20170120,14,PCA,-77.61938954756558
145056,20170120,14,PM2.5,7.0
145062,20170120,15,PCA,-75.94557107411333
145062,20170120,15,PM2.5,9.0
145068,20170120,16,PCA,-62.58132366775585
145068,20170120,16,PM2.5,17.0
145074,20170120,17,PCA,-56.9395925320302
145074,20170120,17,PM2.5,21.0
145080,20170120,18,PCA,-48.22977281085603
145080,20170120,18,PM2.5,25.0
145086,20170120,19,PCA,-34.69317312265841
145086,20170120,19,PM2.5,31.0
145092,20170120,20,PCA,13.62187660080885
145092,20170120,20,PM2.5,62.0
145098,20170120,21,PCA,4.954743030201139
145098,20170120,21,PM2.5,56.0
145104,20170120,22,PCA,12.039353110865699
145104,20170120,22,PM2.5,60.0
145110,20170120,23,PCA,18.790349721119025
145110,20170120,23,PM2.5,66.0
145116,20170121,0,PCA,-7.527509805763205
145116,20170121,0,PM2.5,50.0
145122,20170121,1,PCA,55.96906718359369
145122,20170121,1,PM2.5,90.0
145128,20170121,2,PCA,59.26981704879218
145128,20170121,2,PM2.5,92.0
145134,20170121,3,PCA,45.98938379669952
145134,20170121,3,PM2.5,84.0
145140,20170121,4,PCA,46.461731485353006
145140,20170121,4,PM2.5,85.0
145146,20170121,5,PCA,25.097616370771824
145146,20170121,5,PM2.5,72.0
145152,20170121,6,PCA,23.39749916732684
145152,20170121,6,PM2.5,71.0
145158,20170121,7,PCA,-5.00277661173896
145158,20170121,7,PM2.5,52.0
145164,20170121,8,PCA,-66.67231799087668
145164,20170121,8,PM2.5,17.0
145170,20170121,9,PCA,-68.33640989381891
145170,20170121,9,PM2.5,17.0
145176,20170121,10,PCA,-59.90558431737363
145176,20170121,10,PM2.5,11.0
145182,20170121,11,PCA,-75.06358944573407
145182,20170121,11,PM2.5,3.0
145188,20170121,12,PCA,-48.890404487574074
145188,20170121,12,PM2.5,6.0
145194,20170121,13,PCA,-75.80952606925406
145194,20170121,13,PM2.5,12.0
145200,20170121,14,PCA,-81.1403687777856
145200,20170121,14,PM2.5,4.0
145206,20170121,15,PCA,-75.9254900715181
145206,20170121,15,PM2.5,7.0
145212,20170121,16,PCA,-81.43274490408874
145212,20170121,16,PM2.5,3.0
145218,20170121,17,PCA,-76.25026183837205
145218,20170121,17,PM2.5,5.0
145224,20170121,18,PCA,-70.42905498908328
145224,20170121,18,PM2.5,11.0
