,date,hour,type,密云
127710,20160918,15,PCA,-71.26964271260734
127710,20160918,15,PM2.5,9.0
127716,20160918,16,PCA,-72.86904277140069
127716,20160918,16,PM2.5,7.0
127722,20160918,17,PCA,-72.7093967088505
127722,20160918,17,PM2.5,7.0
127728,20160918,18,PCA,-74.27520327803227
127728,20160918,18,PM2.5,5.0
127734,20160918,19,PCA,-72.16472714866038
127734,20160918,19,PM2.5,7.0
127740,20160918,20,PCA,-67.07616517886134
127740,20160918,20,PM2.5,16.0
127746,20160918,21,PCA,-69.74009560670802
127746,20160918,21,PM2.5,12.0
127752,20160918,22,PCA,-62.8313423140608
127752,20160918,22,PM2.5,20.0
127758,20160918,23,PCA,-66.67324809464125
127758,20160918,23,PM2.5,15.0
127764,20160919,0,PCA,-71.7119308564622
127764,20160919,0,PM2.5,8.0
127770,20160919,1,PCA,-73.8598408967379
127770,20160919,1,PM2.5,7.0
127776,20160919,2,PCA,-77.24586700869214
127776,20160919,2,PM2.5,4.0
127782,20160919,3,PCA,-77.06829913963755
127782,20160919,3,PM2.5,5.0
127788,20160919,4,PCA,-75.47875305993067
127788,20160919,4,PM2.5,7.0
127794,20160919,5,PCA,-75.96414055717993
127794,20160919,5,PM2.5,5.0
127800,20160919,6,PCA,-77.20533075336127
127800,20160919,6,PM2.5,4.0
127806,20160919,7,PCA,-77.20225662885845
127806,20160919,7,PM2.5,3.0
127812,20160919,8,PCA,-75.95251706321183
127812,20160919,8,PM2.5,8.0
127818,20160919,9,PCA,-78.3534020407133
127818,20160919,9,PM2.5,8.0
127824,20160919,10,PCA,-82.58609963703168
127824,20160919,10,PM2.5,3.0
127830,20160919,11,PCA,-83.28311372914347
127830,20160919,11,PM2.5,4.0
127836,20160919,12,PCA,-80.7040750672523
127836,20160919,12,PM2.5,6.0
127842,20160919,13,PCA,-79.58929620891881
127842,20160919,13,PM2.5,6.0
127848,20160919,14,PCA,-77.89016375609414
127848,20160919,14,PM2.5,7.0
127854,20160919,15,PCA,-77.57087163099375
127854,20160919,15,PM2.5,7.0
127860,20160919,16,PCA,-79.39334129716345
127860,20160919,16,PM2.5,4.0
127866,20160919,17,PCA,-80.05824572627152
127866,20160919,17,PM2.5,3.0
127872,20160919,18,PCA,-79.47389213178032
127872,20160919,18,PM2.5,4.0
127878,20160919,19,PCA,-78.81330873248012
127878,20160919,19,PM2.5,7.0
127884,20160919,20,PCA,-70.66767795506597
127884,20160919,20,PM2.5,16.0
127890,20160919,21,PCA,-69.55981364252752
127890,20160919,21,PM2.5,18.0
127896,20160919,22,PCA,-70.38016494798433
127896,20160919,22,PM2.5,17.0
127902,20160919,23,PCA,-73.1466171396231
127902,20160919,23,PM2.5,12.0
127908,20160920,0,PCA,-70.36174136696582
127908,20160920,0,PM2.5,14.0
127914,20160920,1,PCA,-73.32516000684566
127914,20160920,1,PM2.5,10.0
127920,20160920,2,PCA,-74.30935656105412
127920,20160920,2,PM2.5,9.0
127926,20160920,3,PCA,-74.72566572059219
127926,20160920,3,PM2.5,8.0
127932,20160920,4,PCA,-74.14551131230249
127932,20160920,4,PM2.5,9.0
127938,20160920,5,PCA,-74.9658626177593
127938,20160920,5,PM2.5,8.0
127944,20160920,6,PCA,-74.55762128563912
127944,20160920,6,PM2.5,8.0
127950,20160920,7,PCA,-74.39377603688747
127950,20160920,7,PM2.5,8.0
127956,20160920,8,PCA,-72.91999279922831
127956,20160920,8,PM2.5,11.0
127962,20160920,9,PCA,-74.67870837558691
127962,20160920,9,PM2.5,8.0
127968,20160920,10,PCA,-75.86874204056146
127968,20160920,10,PM2.5,7.0
127974,20160920,11,PCA,-77.57663163069824
127974,20160920,11,PM2.5,5.0
127980,20160920,12,PCA,-76.45301864815745
127980,20160920,12,PM2.5,6.0
127986,20160920,13,PCA,-72.13708307755283
127986,20160920,13,PM2.5,7.0
127992,20160920,14,PCA,-72.03282095233513
127992,20160920,14,PM2.5,5.0
127998,20160920,15,PCA,-71.26897864590937
127998,20160920,15,PM2.5,3.0
128004,20160920,16,PCA,-66.57334509003257
128004,20160920,16,PM2.5,10.0
128010,20160920,17,PCA,-65.43370165947537
128010,20160920,17,PM2.5,11.0
128016,20160920,18,PCA,-66.28989657794102
128016,20160920,18,PM2.5,8.0
128022,20160920,19,PCA,-57.020573947671416
128022,20160920,19,PM2.5,12.0
128028,20160920,20,PCA,-49.65366264307647
128028,20160920,20,PM2.5,26.0
128034,20160920,21,PCA,-51.1760230080279
128034,20160920,21,PM2.5,31.0
128040,20160920,22,PCA,-52.0639970445123
128040,20160920,22,PM2.5,29.0
128046,20160920,23,PCA,-54.11680962876257
128046,20160920,23,PM2.5,26.0
128052,20160921,0,PCA,-55.66614167973006
128052,20160921,0,PM2.5,23.0
128058,20160921,1,PCA,-58.104421831818186
128058,20160921,1,PM2.5,21.0
128064,20160921,2,PCA,-59.49830700643694
128064,20160921,2,PM2.5,18.0
128070,20160921,3,PCA,-59.409357799417144
128070,20160921,3,PM2.5,18.0
128076,20160921,4,PCA,-60.541727919270066
128076,20160921,4,PM2.5,16.0
128082,20160921,5,PCA,-56.77979421189727
128082,20160921,5,PM2.5,17.0
128088,20160921,6,PCA,-57.43643495981382
128088,20160921,6,PM2.5,19.0
128094,20160921,7,PCA,-54.71531327696768
128094,20160921,7,PM2.5,21.0
128100,20160921,8,PCA,-51.0219398269409
128100,20160921,8,PM2.5,24.0
128106,20160921,9,PCA,-46.32532295450269
128106,20160921,9,PM2.5,30.0
128112,20160921,10,PCA,-47.08789718962494
128112,20160921,10,PM2.5,28.0
128118,20160921,11,PCA,-44.571772785758746
128118,20160921,11,PM2.5,30.0
128124,20160921,12,PCA,-50.03533430904979
128124,20160921,12,PM2.5,25.0
128130,20160921,13,PCA,-48.532508495773044
128130,20160921,13,PM2.5,28.0
128136,20160921,14,PCA,-43.38310947682758
128136,20160921,14,PM2.5,35.0
128142,20160921,15,PCA,-35.27272945997048
128142,20160921,15,PM2.5,44.0
128148,20160921,16,PCA,-30.69590338625228
128148,20160921,16,PM2.5,48.0
128154,20160921,17,PCA,-25.54135129428737
128154,20160921,17,PM2.5,53.0
128160,20160921,18,PCA,-21.126106217041773
128160,20160921,18,PM2.5,55.0
128166,20160921,19,PCA,-15.142265200853602
128166,20160921,19,PM2.5,61.0
128172,20160921,20,PCA,-15.793266511395263
128172,20160921,20,PM2.5,64.0
128178,20160921,21,PCA,-13.3039433533133
128178,20160921,21,PM2.5,66.0
128184,20160921,22,PCA,-11.043838051613312
128184,20160921,22,PM2.5,69.0
128190,20160921,23,PCA,-9.315161231847863
128190,20160921,23,PM2.5,70.0
128196,20160922,0,PCA,-8.998612686265327
128196,20160922,0,PM2.5,70.0
128202,20160922,1,PCA,-9.268667858571215
128202,20160922,1,PM2.5,67.0
128208,20160922,2,PCA,-10.427027612346476
128208,20160922,2,PM2.5,63.0
128214,20160922,3,PCA,-9.44847753262959
128214,20160922,3,PM2.5,62.0
128220,20160922,4,PCA,-8.570490901975383
128220,20160922,4,PM2.5,60.0
128226,20160922,5,PCA,-9.727072822475549
128226,20160922,5,PM2.5,57.0
128232,20160922,6,PCA,-8.91591440613527
128232,20160922,6,PM2.5,56.0
128238,20160922,7,PCA,-6.712648648451338
128238,20160922,7,PM2.5,57.0
128244,20160922,8,PCA,-4.244312644621829
128244,20160922,8,PM2.5,57.0
128250,20160922,9,PCA,-0.4295515192247106
128250,20160922,9,PM2.5,60.0
128256,20160922,10,PCA,-1.9529151190774616
128256,20160922,10,PM2.5,58.0
128262,20160922,11,PCA,0.1985201530156476
128262,20160922,11,PM2.5,58.0
128268,20160922,12,PCA,4.828593036063082
128268,20160922,12,PM2.5,64.0
128274,20160922,13,PCA,14.867165748469725
128274,20160922,13,PM2.5,78.0
128280,20160922,14,PCA,13.239347665711016
128280,20160922,14,PM2.5,74.0
128286,20160922,15,PCA,13.14924517706836
128286,20160922,15,PM2.5,71.0
128292,20160922,16,PCA,15.468366594375764
128292,20160922,16,PM2.5,74.0
128298,20160922,17,PCA,20.37497618834717
128298,20160922,17,PM2.5,79.0
128304,20160922,18,PCA,29.61436750046079
128304,20160922,18,PM2.5,88.0
128310,20160922,19,PCA,32.104831605570425
128310,20160922,19,PM2.5,88.0
128316,20160922,20,PCA,36.298018611925386
128316,20160922,20,PM2.5,90.0
128322,20160922,21,PCA,42.22112853724446
128322,20160922,21,PM2.5,99.0
128328,20160922,22,PCA,44.58146848266026
128328,20160922,22,PM2.5,101.0
128334,20160922,23,PCA,42.91507729841734
128334,20160922,23,PM2.5,101.0
128340,20160923,0,PCA,48.14276342951957
128340,20160923,0,PM2.5,108.0
128346,20160923,1,PCA,52.09892705954142
128346,20160923,1,PM2.5,113.0
128352,20160923,2,PCA,58.23546212063527
128352,20160923,2,PM2.5,117.0
128358,20160923,3,PCA,67.29470612194042
128358,20160923,3,PM2.5,127.0
128364,20160923,4,PCA,76.63745633965331
128364,20160923,4,PM2.5,132.0
128370,20160923,5,PCA,70.99020112876818
128370,20160923,5,PM2.5,118.0
128376,20160923,6,PCA,62.54555491518206
128376,20160923,6,PM2.5,104.0
128382,20160923,7,PCA,60.22655579984238
128382,20160923,7,PM2.5,99.0
128388,20160923,8,PCA,70.94620205184066
128388,20160923,8,PM2.5,113.0
128394,20160923,9,PCA,84.75769507934082
128394,20160923,9,PM2.5,128.0
128400,20160923,10,PCA,89.98467729649661
128400,20160923,10,PM2.5,135.0
128406,20160923,11,PCA,92.1124936203942
128406,20160923,11,PM2.5,136.0
128412,20160923,12,PCA,80.95968502420355
128412,20160923,12,PM2.5,117.0
128418,20160923,13,PCA,74.57987316879083
128418,20160923,13,PM2.5,106.0
128424,20160923,14,PCA,67.48917407907138
128424,20160923,14,PM2.5,95.0
128430,20160923,15,PCA,65.98563777309285
128430,20160923,15,PM2.5,91.0
128436,20160923,16,PCA,70.77826014348308
128436,20160923,16,PM2.5,97.0
128442,20160923,17,PCA,71.31562817304469
128442,20160923,17,PM2.5,96.0
128448,20160923,18,PCA,85.4835836646146
128448,20160923,18,PM2.5,114.0
128454,20160923,19,PCA,104.93693240784272
128454,20160923,19,PM2.5,139.0
128460,20160923,20,PCA,126.79438152304193
128460,20160923,20,PM2.5,161.0
128466,20160923,21,PCA,129.5169588125717
128466,20160923,21,PM2.5,163.0
128472,20160923,22,PCA,117.9319788616276
128472,20160923,22,PM2.5,144.0
128478,20160923,23,PCA,125.44443320239161
128478,20160923,23,PM2.5,155.0
128484,20160924,0,PCA,112.70267549398295
128484,20160924,0,PM2.5,135.0
128490,20160924,1,PCA,62.49729320119896
128490,20160924,1,PM2.5,67.0
128496,20160924,2,PCA,38.26430837065648
128496,20160924,2,PM2.5,36.0
128502,20160924,3,PCA,22.98221143681944
128502,20160924,3,PM2.5,19.0
128508,20160924,4,PCA,23.02662338729258
128508,20160924,4,PM2.5,25.0
128514,20160924,5,PCA,19.052566170690582
128514,20160924,5,PM2.5,21.0
128520,20160924,6,PCA,13.597753466318181
128520,20160924,6,PM2.5,19.0
128526,20160924,7,PCA,14.256559032343317
128526,20160924,7,PM2.5,21.0
128532,20160924,8,PCA,15.109671507912648
128532,20160924,8,PM2.5,27.0
128538,20160924,9,PCA,13.893788689685245
128538,20160924,9,PM2.5,33.0
128544,20160924,10,PCA,7.505605417326176
128544,20160924,10,PM2.5,31.0
128550,20160924,11,PCA,7.951099372789451
128550,20160924,11,PM2.5,38.0
128556,20160924,12,PCA,13.785995147038946
128556,20160924,12,PM2.5,51.0
128562,20160924,13,PCA,37.139021820038614
128562,20160924,13,PM2.5,88.0
128568,20160924,14,PCA,55.99029097185783
128568,20160924,14,PM2.5,115.0
128574,20160924,15,PCA,66.13006099155308
128574,20160924,15,PM2.5,124.0
128580,20160924,16,PCA,72.16209746448766
128580,20160924,16,PM2.5,127.0
128586,20160924,17,PCA,76.14099080818701
128586,20160924,17,PM2.5,128.0
128592,20160924,18,PCA,87.88295964157429
128592,20160924,18,PM2.5,150.0
128598,20160924,19,PCA,105.49011159735136
128598,20160924,19,PM2.5,171.0
128604,20160924,20,PCA,122.69158218175329
128604,20160924,20,PM2.5,196.0
128610,20160924,21,PCA,120.99409239582185
128610,20160924,21,PM2.5,195.0
128616,20160924,22,PCA,117.7437382731798
128616,20160924,22,PM2.5,187.0
128622,20160924,23,PCA,117.44464756237302
128622,20160924,23,PM2.5,185.0
128628,20160925,0,PCA,117.26015763523627
128628,20160925,0,PM2.5,181.0
128634,20160925,1,PCA,120.33784244295097
128634,20160925,1,PM2.5,183.0
128640,20160925,2,PCA,119.06475335571854
128640,20160925,2,PM2.5,171.0
128646,20160925,3,PCA,127.06764960506891
128646,20160925,3,PM2.5,173.0
128652,20160925,4,PCA,131.1360097609827
128652,20160925,4,PM2.5,173.0
128658,20160925,5,PCA,133.07874504492995
128658,20160925,5,PM2.5,165.0
128664,20160925,6,PCA,129.41608102432744
128664,20160925,6,PM2.5,153.0
128670,20160925,7,PCA,132.387396593032
128670,20160925,7,PM2.5,150.0
128676,20160925,8,PCA,129.74556020243463
128676,20160925,8,PM2.5,138.0
128682,20160925,9,PCA,118.3475975444795
128682,20160925,9,PM2.5,117.0
128688,20160925,10,PCA,108.56875575109572
128688,20160925,10,PM2.5,97.0
128694,20160925,11,PCA,99.35005401191776
128694,20160925,11,PM2.5,80.0
128700,20160925,12,PCA,99.29886926078674
128700,20160925,12,PM2.5,78.0
128706,20160925,13,PCA,87.6817043722041
128706,20160925,13,PM2.5,64.0
128712,20160925,14,PCA,86.4928239888524
128712,20160925,14,PM2.5,66.0
128718,20160925,15,PCA,107.79418430529888
128718,20160925,15,PM2.5,98.0
128724,20160925,16,PCA,116.33430476849959
128724,20160925,16,PM2.5,111.0
128730,20160925,17,PCA,116.87071944106215
128730,20160925,17,PM2.5,110.0
128736,20160925,18,PCA,122.9667381483559
128736,20160925,18,PM2.5,118.0
128742,20160925,19,PCA,119.60592833641795
128742,20160925,19,PM2.5,116.0
128748,20160925,20,PCA,118.27032167571188
128748,20160925,20,PM2.5,119.0
128754,20160925,21,PCA,115.99549678343614
128754,20160925,21,PM2.5,124.0
128760,20160925,22,PCA,109.79892529349439
128760,20160925,22,PM2.5,121.0
128766,20160925,23,PCA,93.19654951429807
128766,20160925,23,PM2.5,104.0
128772,20160926,0,PCA,83.14506935129079
128772,20160926,0,PM2.5,94.0
128778,20160926,1,PCA,78.86544262989136
128778,20160926,1,PM2.5,91.0
128784,20160926,2,PCA,77.79069121525801
128784,20160926,2,PM2.5,94.0
128790,20160926,3,PCA,77.72824092896171
128790,20160926,3,PM2.5,97.0
128796,20160926,4,PCA,68.8115244939799
128796,20160926,4,PM2.5,90.0
128802,20160926,5,PCA,42.17403473631424
128802,20160926,5,PM2.5,59.0
128808,20160926,6,PCA,20.240111195561454
128808,20160926,6,PM2.5,35.0
128814,20160926,7,PCA,8.760349533216734
128814,20160926,7,PM2.5,22.0
128820,20160926,8,PCA,7.191819286047875
128820,20160926,8,PM2.5,24.0
128826,20160926,9,PCA,4.843274539299709
128826,20160926,9,PM2.5,26.0
128832,20160926,10,PCA,3.939326494647419
128832,20160926,10,PM2.5,28.0
128838,20160926,11,PCA,7.61977889501064
128838,20160926,11,PM2.5,37.0
128844,20160926,12,PCA,4.0227697078451286
128844,20160926,12,PM2.5,35.0
128850,20160926,13,PCA,0.29737793454152917
128850,20160926,13,PM2.5,32.0
128856,20160926,14,PCA,5.279452039211047
128856,20160926,14,PM2.5,40.0
128862,20160926,15,PCA,10.645636498687471
128862,20160926,15,PM2.5,50.0
128868,20160926,16,PCA,11.229960608786717
128868,20160926,16,PM2.5,56.0
128874,20160926,17,PCA,12.724409232468147
128874,20160926,17,PM2.5,60.0
128880,20160926,18,PCA,10.552809067590049
128880,20160926,18,PM2.5,58.0
128886,20160926,19,PCA,11.194023372095744
128886,20160926,19,PM2.5,58.0
128892,20160926,20,PCA,13.821381361993655
128892,20160926,20,PM2.5,64.0
128898,20160926,21,PCA,8.068422527058754
128898,20160926,21,PM2.5,62.0
128904,20160926,22,PCA,5.939587574910316
128904,20160926,22,PM2.5,65.0
128910,20160926,23,PCA,0.9598444169720166
128910,20160926,23,PM2.5,62.0
128916,20160927,0,PCA,-1.084428049738196
128916,20160927,0,PM2.5,61.0
128922,20160927,1,PCA,-4.684803170074354
128922,20160927,1,PM2.5,58.0
128928,20160927,2,PCA,-9.440502656000097
128928,20160927,2,PM2.5,53.0
128934,20160927,3,PCA,-10.289463000078616
128934,20160927,3,PM2.5,52.0
128940,20160927,4,PCA,-17.97921410886657
128940,20160927,4,PM2.5,45.0
128946,20160927,5,PCA,-28.652225242451046
128946,20160927,5,PM2.5,30.0
128952,20160927,6,PCA,-38.950400998146804
128952,20160927,6,PM2.5,19.0
128958,20160927,7,PCA,-45.974093131736126
128958,20160927,7,PM2.5,9.0
128964,20160927,8,PCA,-47.53150132851501
128964,20160927,8,PM2.5,7.0
128970,20160927,9,PCA,-49.76528645130768
128970,20160927,9,PM2.5,5.0
128976,20160927,10,PCA,-51.99907157410039
128976,20160927,10,PM2.5,3.0
128982,20160927,11,PCA,-53.470935233347284
128982,20160927,11,PM2.5,3.0
128988,20160927,12,PCA,-54.77830087226608
128988,20160927,12,PM2.5,3.0
128994,20160927,13,PCA,-54.374116981210186
128994,20160927,13,PM2.5,5.0
129000,20160927,14,PCA,-55.358644080403614
129000,20160927,14,PM2.5,5.0
129006,20160927,15,PCA,-56.33477280719415
129006,20160927,15,PM2.5,5.0
129012,20160927,16,PCA,-58.70884414966771
129012,20160927,16,PM2.5,4.0
129018,20160927,17,PCA,-58.2516976742057
129018,20160927,17,PM2.5,9.0
129024,20160927,18,PCA,-61.4406155927817
129024,20160927,18,PM2.5,7.0
129030,20160927,19,PCA,-62.808188906886606
129030,20160927,19,PM2.5,7.0
129036,20160927,20,PCA,-65.55755161152003
129036,20160927,20,PM2.5,8.0
129042,20160927,21,PCA,-68.06784248068497
129042,20160927,21,PM2.5,8.0
129048,20160927,22,PCA,-71.0738682823063
129048,20160927,22,PM2.5,8.0
129054,20160927,23,PCA,-73.26906621257228
129054,20160927,23,PM2.5,8.0
129060,20160928,0,PCA,-76.35144366260906
129060,20160928,0,PM2.5,8.0
129066,20160928,1,PCA,-77.74033513431272
129066,20160928,1,PM2.5,7.0
129072,20160928,2,PCA,-81.41658961294215
129072,20160928,2,PM2.5,5.0
129078,20160928,3,PCA,-83.60338917080529
129078,20160928,3,PM2.5,5.0
129084,20160928,4,PCA,-84.86101734688317
129084,20160928,4,PM2.5,5.0
129090,20160928,5,PCA,-85.53432014839417
129090,20160928,5,PM2.5,4.0
129096,20160928,6,PCA,-86.51431751640118
129096,20160928,6,PM2.5,3.0
129102,20160928,7,PCA,-84.69232014035362
129102,20160928,7,PM2.5,5.0
129108,20160928,8,PCA,-83.53587996499064
129108,20160928,8,PM2.5,6.0
129114,20160928,9,PCA,-81.33036408390946
129114,20160928,9,PM2.5,9.0
129120,20160928,10,PCA,-83.16075983235987
129120,20160928,10,PM2.5,7.0
129126,20160928,11,PCA,-82.60546999629385
129126,20160928,11,PM2.5,7.0
129132,20160928,12,PCA,-81.81950669716227
129132,20160928,12,PM2.5,6.0
129138,20160928,13,PCA,-78.46174982691956
129138,20160928,13,PM2.5,10.0
129144,20160928,14,PCA,-80.72264964533319
129144,20160928,14,PM2.5,5.0
129150,20160928,15,PCA,-81.72896719224751
129150,20160928,15,PM2.5,3.0
129156,20160928,16,PCA,-80.09666295373675
129156,20160928,16,PM2.5,5.0
129162,20160928,17,PCA,-76.78893755300217
129162,20160928,17,PM2.5,10.0
129168,20160928,18,PCA,-72.80338793796369
129168,20160928,18,PM2.5,17.0
129174,20160928,19,PCA,-70.06333996605322
129174,20160928,19,PM2.5,16.0
129180,20160928,20,PCA,-69.84070611048134
129180,20160928,20,PM2.5,16.0
129186,20160928,21,PCA,-66.28438544017676
129186,20160928,21,PM2.5,21.0
129192,20160928,22,PCA,-66.12133470813879
129192,20160928,22,PM2.5,19.0
129198,20160928,23,PCA,-62.476064830814416
129198,20160928,23,PM2.5,24.0
129204,20160929,0,PCA,-65.77669740229905
129204,20160929,0,PM2.5,19.0
129210,20160929,1,PCA,-67.90455609181186
129210,20160929,1,PM2.5,16.0
129216,20160929,2,PCA,-67.83063504824796
129216,20160929,2,PM2.5,15.0
129222,20160929,3,PCA,-68.89505189208835
129222,20160929,3,PM2.5,13.0
129228,20160929,4,PCA,-69.55575713499496
129228,20160929,4,PM2.5,12.0
129234,20160929,5,PCA,-65.44933618531306
129234,20160929,5,PM2.5,13.0
129240,20160929,6,PCA,-68.34508630392239
129240,20160929,6,PM2.5,12.0
129246,20160929,7,PCA,-66.29194317468712
129246,20160929,7,PM2.5,14.0
129252,20160929,8,PCA,-63.98922977771393
129252,20160929,8,PM2.5,17.0
129258,20160929,9,PCA,-60.56044550695582
129258,20160929,9,PM2.5,20.0
129264,20160929,10,PCA,-60.03473045575424
129264,20160929,10,PM2.5,21.0
129270,20160929,11,PCA,-53.316966608680694
129270,20160929,11,PM2.5,27.0
129276,20160929,12,PCA,-56.69802067569787
129276,20160929,12,PM2.5,21.0
129282,20160929,13,PCA,-50.32005141180219
129282,20160929,13,PM2.5,29.0
129288,20160929,14,PCA,-28.810417221504657
129288,20160929,14,PM2.5,53.0
129294,20160929,15,PCA,-20.089076461698507
129294,20160929,15,PM2.5,62.0
129300,20160929,16,PCA,-22.646702867138334
129300,20160929,16,PM2.5,61.0
129306,20160929,17,PCA,-24.450776697043338
129306,20160929,17,PM2.5,57.0
129312,20160929,18,PCA,-22.91202711916631
129312,20160929,18,PM2.5,53.0
129318,20160929,19,PCA,-14.55992229009014
129318,20160929,19,PM2.5,59.0
129324,20160929,20,PCA,-8.490379635722668
129324,20160929,20,PM2.5,68.0
129330,20160929,21,PCA,-5.599757911239835
129330,20160929,21,PM2.5,70.0
129336,20160929,22,PCA,-9.770613942233556
129336,20160929,22,PM2.5,67.0
129342,20160929,23,PCA,-12.69059169217068
129342,20160929,23,PM2.5,62.0
129348,20160930,0,PCA,-10.856318984110302
129348,20160930,0,PM2.5,63.0
129354,20160930,1,PCA,-10.861312687025396
129354,20160930,1,PM2.5,61.0
129360,20160930,2,PCA,-10.692321932189888
129360,20160930,2,PM2.5,60.0
129366,20160930,3,PCA,-10.028212019795467
129366,20160930,3,PM2.5,59.0
129372,20160930,4,PCA,-9.359902921199595
129372,20160930,4,PM2.5,58.0
129378,20160930,5,PCA,-6.301236761763672
129378,20160930,5,PM2.5,60.0
129384,20160930,6,PCA,-4.678125412369473
129384,20160930,6,PM2.5,60.0
129390,20160930,7,PCA,-0.8212289401825893
129390,20160930,7,PM2.5,62.0
129396,20160930,8,PCA,3.2635890971585404
129396,20160930,8,PM2.5,65.0
129402,20160930,9,PCA,6.907375147875042
129402,20160930,9,PM2.5,68.0
129408,20160930,10,PCA,6.931896310699666
129408,20160930,10,PM2.5,67.0
129414,20160930,11,PCA,7.767215385317223
129414,20160930,11,PM2.5,67.0
129420,20160930,12,PCA,11.646932649119275
129420,20160930,12,PM2.5,71.0
129426,20160930,13,PCA,13.560715154109793
129426,20160930,13,PM2.5,72.0
129432,20160930,14,PCA,24.77830770883542
129432,20160930,14,PM2.5,87.0
129438,20160930,15,PCA,33.388444842172234
129438,20160930,15,PM2.5,91.0
129444,20160930,16,PCA,32.705618606559746
129444,20160930,16,PM2.5,89.0
129450,20160930,17,PCA,32.607317670137974
