,date,hour,type,东四环
224742,20180903,7,PCA,-28.072442627247
224742,20180903,7,PM2.5,55.0
224748,20180903,8,PCA,-52.431826796077566
224748,20180903,8,PM2.5,41.0
224754,20180903,9,PCA,-107.41020176740103
224754,20180903,9,PM2.5,9.0
224760,20180903,10,PCA,-112.56120449362204
224760,20180903,10,PM2.5,3.0
224766,20180903,11,PCA,-106.92091116308336
224766,20180903,11,PM2.5,3.0
224844,20180904,0,PCA,-88.62628044939453
224844,20180904,0,PM2.5,3.0
224850,20180904,1,PCA,-92.49065374029023
224850,20180904,1,PM2.5,3.0
224856,20180904,2,PCA,-95.5431575983345
224856,20180904,2,PM2.5,3.0
224862,20180904,3,PCA,-86.24907167646394
224862,20180904,3,PM2.5,3.0
224868,20180904,4,PCA,-90.57669744839126
224868,20180904,4,PM2.5,3.0
224874,20180904,5,PCA,-103.9787791372149
224874,20180904,5,PM2.5,3.0
224880,20180904,6,PCA,-111.88395288751708
224880,20180904,6,PM2.5,3.0
224886,20180904,7,PCA,-109.12134401726782
224886,20180904,7,PM2.5,3.0
224892,20180904,8,PCA,-104.18638096700316
224892,20180904,8,PM2.5,3.0
224910,20180904,11,PCA,-106.77905334562897
224910,20180904,11,PM2.5,4.0
224916,20180904,12,PCA,-107.91952613834235
224916,20180904,12,PM2.5,4.0
224922,20180904,13,PCA,-109.05999893105572
224922,20180904,13,PM2.5,4.0
224928,20180904,14,PCA,-110.93929050393045
224928,20180904,14,PM2.5,4.0
224934,20180904,15,PCA,-109.01552881815873
224934,20180904,15,PM2.5,4.5
224940,20180904,16,PCA,-108.18926735090308
224940,20180904,16,PM2.5,5.0
224946,20180904,17,PCA,-108.96603458000534
224946,20180904,17,PM2.5,6.0
224952,20180904,18,PCA,-108.27767184151116
224952,20180904,18,PM2.5,7.0
224958,20180904,19,PCA,-107.01963509183534
224958,20180904,19,PM2.5,8.0
224964,20180904,20,PCA,-100.2449702253722
224964,20180904,20,PM2.5,12.0
224970,20180904,21,PCA,-93.65047981396225
224970,20180904,21,PM2.5,11.5
224976,20180904,22,PCA,-87.05598940255234
224976,20180904,22,PM2.5,11.0
224982,20180904,23,PCA,-77.07789773618241
224982,20180904,23,PM2.5,10.0
224988,20180905,0,PCA,-77.44379405887777
224988,20180905,0,PM2.5,10.0
224994,20180905,1,PCA,-91.00362677861038
224994,20180905,1,PM2.5,11.0
225000,20180905,2,PCA,-95.20938590096338
225000,20180905,2,PM2.5,9.0
225006,20180905,3,PCA,-91.4564003237405
225006,20180905,3,PM2.5,10.0
225012,20180905,4,PCA,-68.21466745313724
225012,20180905,4,PM2.5,13.0
225018,20180905,5,PCA,-71.07518758887501
225018,20180905,5,PM2.5,12.0
225024,20180905,6,PCA,-67.34296052457957
225024,20180905,6,PM2.5,14.0
225030,20180905,7,PCA,-70.62889431003201
225030,20180905,7,PM2.5,15.0
225036,20180905,8,PCA,-74.21337996667896
225036,20180905,8,PM2.5,11.0
225042,20180905,9,PCA,-86.50148282871858
225042,20180905,9,PM2.5,9.0
225048,20180905,10,PCA,-88.92365196410296
225048,20180905,10,PM2.5,9.0
225054,20180905,11,PCA,-93.99492802812752
225054,20180905,11,PM2.5,8.5
225060,20180905,12,PCA,-98.72958849858922
225060,20180905,12,PM2.5,8.0
225066,20180905,13,PCA,-98.62607678208117
225066,20180905,13,PM2.5,9.0
225072,20180905,14,PCA,-103.97132019173196
225072,20180905,14,PM2.5,8.0
225078,20180905,15,PCA,-105.37554667488813
225078,20180905,15,PM2.5,8.0
225084,20180905,16,PCA,-104.97707892418893
225084,20180905,16,PM2.5,9.0
225090,20180905,17,PCA,-103.61387722781312
225090,20180905,17,PM2.5,10.0
225096,20180905,18,PCA,-105.28030348592831
225096,20180905,18,PM2.5,9.0
225102,20180905,19,PCA,-100.40346902915834
225102,20180905,19,PM2.5,12.0
225108,20180905,20,PCA,-94.64976498392552
225108,20180905,20,PM2.5,13.0
225114,20180905,21,PCA,-88.33698894293816
225114,20180905,21,PM2.5,14.0
225120,20180905,22,PCA,-81.54586514656276
225120,20180905,22,PM2.5,16.0
225126,20180905,23,PCA,-76.94162766420519
225126,20180905,23,PM2.5,18.0
225132,20180906,0,PCA,-70.45549670608487
225132,20180906,0,PM2.5,20.0
225138,20180906,1,PCA,-63.65521673239714
225138,20180906,1,PM2.5,22.0
225144,20180906,2,PCA,-42.74085244515055
225144,20180906,2,PM2.5,27.0
225150,20180906,3,PCA,-48.848566501145534
225150,20180906,3,PM2.5,25.0
225156,20180906,4,PCA,-61.50899217618139
225156,20180906,4,PM2.5,19.0
225162,20180906,5,PCA,-82.44084065027711
225162,20180906,5,PM2.5,14.0
225168,20180906,6,PCA,-79.96220130229864
225168,20180906,6,PM2.5,13.0
225174,20180906,7,PCA,-80.26317662972701
225174,20180906,7,PM2.5,11.0
225180,20180906,8,PCA,-83.03033927674295
225180,20180906,8,PM2.5,9.0
225186,20180906,9,PCA,-93.15015537812575
225186,20180906,9,PM2.5,7.0
225192,20180906,10,PCA,-92.04818356540196
225192,20180906,10,PM2.5,6.0
225198,20180906,11,PCA,-90.3275099596842
225198,20180906,11,PM2.5,5.0
225204,20180906,12,PCA,-92.40797216744836
225204,20180906,12,PM2.5,4.0
225210,20180906,13,PCA,-87.21288944783622
225210,20180906,13,PM2.5,4.0
225228,20180906,16,PCA,-112.80079801240385
225228,20180906,16,PM2.5,3.0
225234,20180906,17,PCA,-113.05240349874806
225234,20180906,17,PM2.5,4.0
225240,20180906,18,PCA,-113.01939200991573
225240,20180906,18,PM2.5,5.0
225246,20180906,19,PCA,-104.24404436271686
225246,20180906,19,PM2.5,6.0
225252,20180906,20,PCA,-110.64066081462963
225252,20180906,20,PM2.5,6.0
225258,20180906,21,PCA,-102.10618037341332
225258,20180906,21,PM2.5,7.0
225264,20180906,22,PCA,-100.94338681269738
225264,20180906,22,PM2.5,7.0
225282,20180907,1,PCA,-96.41546280072531
225282,20180907,1,PM2.5,6.0
225288,20180907,2,PCA,-101.75373155347917
225288,20180907,2,PM2.5,5.0
225294,20180907,3,PCA,-105.85928387945306
225294,20180907,3,PM2.5,4.0
225300,20180907,4,PCA,-110.141642916929
225300,20180907,4,PM2.5,4.0
225306,20180907,5,PCA,-104.35872926970636
225306,20180907,5,PM2.5,5.0
225312,20180907,6,PCA,-100.69977628818346
225312,20180907,6,PM2.5,5.0
225318,20180907,7,PCA,-105.93330828720046
225318,20180907,7,PM2.5,4.5
225324,20180907,8,PCA,-104.27731365725298
225324,20180907,8,PM2.5,4.0
225330,20180907,9,PCA,-111.73803929585819
225330,20180907,9,PM2.5,4.0
225378,20180907,17,PCA,-109.42355888337919
225378,20180907,17,PM2.5,5.0
225384,20180907,18,PCA,-107.42800338166393
225384,20180907,18,PM2.5,6.0
225390,20180907,19,PCA,-108.133136879166
225390,20180907,19,PM2.5,6.0
225396,20180907,20,PCA,-103.74340763884406
225396,20180907,20,PM2.5,7.0
225402,20180907,21,PCA,-95.27116950706065
225402,20180907,21,PM2.5,9.0
225408,20180907,22,PCA,-103.8257613146881
225408,20180907,22,PM2.5,6.0
225414,20180907,23,PCA,-105.8376475145828
225414,20180907,23,PM2.5,6.0
225420,20180908,0,PCA,-96.75302706698422
225420,20180908,0,PM2.5,5.0
225426,20180908,1,PCA,-91.73582796330287
225426,20180908,1,PM2.5,6.0
225432,20180908,2,PCA,-92.80730587753065
225432,20180908,2,PM2.5,6.0
225462,20180908,7,PCA,-89.48203051676161
225462,20180908,7,PM2.5,8.0
225468,20180908,8,PCA,-82.51012899334229
225468,20180908,8,PM2.5,7.0
225474,20180908,9,PCA,-93.07408941052809
225474,20180908,9,PM2.5,6.0
225480,20180908,10,PCA,-97.09761049905902
225480,20180908,10,PM2.5,6.0
225486,20180908,11,PCA,-105.05230096468536
225486,20180908,11,PM2.5,5.0
225492,20180908,12,PCA,-108.47164981812102
225492,20180908,12,PM2.5,4.0
225498,20180908,13,PCA,-112.76918586640147
225498,20180908,13,PM2.5,4.0
225522,20180908,17,PCA,-103.86151046624843
225522,20180908,17,PM2.5,6.0
225528,20180908,18,PCA,-89.24241681452929
225528,20180908,18,PM2.5,8.0
225534,20180908,19,PCA,-86.10738114037626
225534,20180908,19,PM2.5,10.0
225540,20180908,20,PCA,-91.50375726801403
225540,20180908,20,PM2.5,10.0
225546,20180908,21,PCA,-75.14388925347141
225546,20180908,21,PM2.5,14.0
225552,20180908,22,PCA,-75.14019180364734
225552,20180908,22,PM2.5,13.0
225558,20180908,23,PCA,-72.55637592279848
225558,20180908,23,PM2.5,16.0
225564,20180909,0,PCA,-60.3142891090308
225564,20180909,0,PM2.5,16.0
225570,20180909,1,PCA,-69.88391344885507
225570,20180909,1,PM2.5,14.0
225576,20180909,2,PCA,-67.787115449688
225576,20180909,2,PM2.5,16.0
225582,20180909,3,PCA,-48.85825944949248
225582,20180909,3,PM2.5,21.0
225588,20180909,4,PCA,-45.093444036129036
225588,20180909,4,PM2.5,25.0
225594,20180909,5,PCA,-41.328628622765606
225594,20180909,5,PM2.5,29.0
225600,20180909,6,PCA,-47.54538836625812
225600,20180909,6,PM2.5,28.0
225606,20180909,7,PCA,-56.70295242502642
225606,20180909,7,PM2.5,27.0
225624,20180909,10,PCA,-44.840783725225116
225624,20180909,10,PM2.5,38.0
225630,20180909,11,PCA,-47.59792496455503
225630,20180909,11,PM2.5,36.5
225636,20180909,12,PCA,-50.35506620388491
225636,20180909,12,PM2.5,35.0
225642,20180909,13,PCA,-58.34870005932939
225642,20180909,13,PM2.5,29.0
225648,20180909,14,PCA,-78.8313948674185
225648,20180909,14,PM2.5,17.0
225654,20180909,15,PCA,-84.60559992626442
225654,20180909,15,PM2.5,16.0
225660,20180909,16,PCA,-83.60742504023233
225660,20180909,16,PM2.5,18.0
225666,20180909,17,PCA,-94.20860706600533
225666,20180909,17,PM2.5,12.0
225672,20180909,18,PCA,-95.51716090867849
225672,20180909,18,PM2.5,14.0
225678,20180909,19,PCA,-86.3601848208274
225678,20180909,19,PM2.5,16.0
225684,20180909,20,PCA,-70.71572215400052
225684,20180909,20,PM2.5,18.0
225690,20180909,21,PCA,-61.7349567735324
225690,20180909,21,PM2.5,20.0
225696,20180909,22,PCA,-66.92302908998971
225696,20180909,22,PM2.5,19.0
225702,20180909,23,PCA,-51.77028722556542
225702,20180909,23,PM2.5,23.0
225708,20180910,0,PCA,-26.32629548123344
225708,20180910,0,PM2.5,30.0
225714,20180910,1,PCA,-19.223569205050058
225714,20180910,1,PM2.5,34.0
225720,20180910,2,PCA,-16.81801102452659
225720,20180910,2,PM2.5,39.0
225726,20180910,3,PCA,-16.381734730171765
225726,20180910,3,PM2.5,43.0
225732,20180910,4,PCA,-1.586472707204726
225732,20180910,4,PM2.5,66.0
225738,20180910,5,PCA,31.314371762833797
225738,20180910,5,PM2.5,89.0
225744,20180910,6,PCA,19.99007950724557
225744,20180910,6,PM2.5,82.0
225750,20180910,7,PCA,9.576312506237235
225750,20180910,7,PM2.5,75.5
225756,20180910,8,PCA,-0.8374544947711048
225756,20180910,8,PM2.5,69.0
225762,20180910,9,PCA,1.2728238709220234
225762,20180910,9,PM2.5,71.0
225768,20180910,10,PCA,2.7421166258450422
225768,20180910,10,PM2.5,72.0
225774,20180910,11,PCA,2.387842317120658
225774,20180910,11,PM2.5,71.0
225780,20180910,12,PCA,-14.519183470980513
225780,20180910,12,PM2.5,64.0
225786,20180910,13,PCA,-58.8695361883994
225786,20180910,13,PM2.5,37.0
225792,20180910,14,PCA,-78.39242233736796
225792,20180910,14,PM2.5,24.0
225798,20180910,15,PCA,-81.86309548187006
225798,20180910,15,PM2.5,19.0
225804,20180910,16,PCA,-84.09871742696052
225804,20180910,16,PM2.5,20.0
225822,20180910,19,PCA,-75.43970503445004
225822,20180910,19,PM2.5,22.0
225828,20180910,20,PCA,-72.36122536740231
225828,20180910,20,PM2.5,22.0
225834,20180910,21,PCA,-37.99876849526735
225834,20180910,21,PM2.5,31.0
225840,20180910,22,PCA,-9.260788464178782
225840,20180910,22,PM2.5,35.0
225846,20180910,23,PCA,2.1839398321290404
225846,20180910,23,PM2.5,37.0
225852,20180911,0,PCA,-24.12925493942938
225852,20180911,0,PM2.5,32.0
225858,20180911,1,PCA,-32.58708916894322
225858,20180911,1,PM2.5,31.0
225864,20180911,2,PCA,-41.07567633502376
225864,20180911,2,PM2.5,33.0
225870,20180911,3,PCA,-27.816139976383337
225870,20180911,3,PM2.5,38.0
225876,20180911,4,PCA,-18.491123962642646
225876,20180911,4,PM2.5,45.0
225882,20180911,5,PCA,-22.117037494871354
225882,20180911,5,PM2.5,51.0
225888,20180911,6,PCA,-11.51649231269878
225888,20180911,6,PM2.5,57.0
225894,20180911,7,PCA,-6.624679631484055
225894,20180911,7,PM2.5,63.0
225900,20180911,8,PCA,-1.7328669502693304
225900,20180911,8,PM2.5,69.0
225906,20180911,9,PCA,-10.446292150332752
225906,20180911,9,PM2.5,66.0
225912,20180911,10,PCA,-8.786289360303996
225912,20180911,10,PM2.5,66.0
225918,20180911,11,PCA,-14.606338821602543
225918,20180911,11,PM2.5,63.0
225924,20180911,12,PCA,-15.08628270259241
225924,20180911,12,PM2.5,62.0
225930,20180911,13,PCA,-46.721103187937146
225930,20180911,13,PM2.5,43.0
225936,20180911,14,PCA,-63.60539577288127
225936,20180911,14,PM2.5,30.0
225942,20180911,15,PCA,-69.71516306007358
225942,20180911,15,PM2.5,24.0
225948,20180911,16,PCA,-78.70211422888958
225948,20180911,16,PM2.5,19.0
225954,20180911,17,PCA,-70.36808484898721
225954,20180911,17,PM2.5,20.5
225960,20180911,18,PCA,-62.03405546908483
225960,20180911,18,PM2.5,22.0
225966,20180911,19,PCA,-73.90981799059362
225966,20180911,19,PM2.5,18.0
225972,20180911,20,PCA,-65.10759914520075
225972,20180911,20,PM2.5,21.5
225978,20180911,21,PCA,-56.305380299807936
225978,20180911,21,PM2.5,25.0
225984,20180911,22,PCA,-51.992098956257934
225984,20180911,22,PM2.5,38.0
225990,20180911,23,PCA,-61.23019721447191
225990,20180911,23,PM2.5,31.0
225996,20180912,0,PCA,-65.58282791913454
225996,20180912,0,PM2.5,21.0
226002,20180912,1,PCA,-57.31252163671734
226002,20180912,1,PM2.5,28.0
226008,20180912,2,PCA,-55.70948607075729
226008,20180912,2,PM2.5,30.5
226014,20180912,3,PCA,-54.106450504797266
226014,20180912,3,PM2.5,33.0
226020,20180912,4,PCA,-60.199381115531466
226020,20180912,4,PM2.5,31.0
226026,20180912,5,PCA,-63.426560073194175
226026,20180912,5,PM2.5,30.0
226032,20180912,6,PCA,-75.6297086412546
226032,20180912,6,PM2.5,23.0
226038,20180912,7,PCA,-77.05697886531281
226038,20180912,7,PM2.5,21.0
226044,20180912,8,PCA,-70.24284959141319
226044,20180912,8,PM2.5,23.0
226050,20180912,9,PCA,-55.3427065914664
226050,20180912,9,PM2.5,33.0
226074,20180912,13,PCA,-70.68640652384991
226074,20180912,13,PM2.5,28.0
226080,20180912,14,PCA,-65.73211294252137
226080,20180912,14,PM2.5,33.0
226086,20180912,15,PCA,-67.37283541640761
226086,20180912,15,PM2.5,34.0
226092,20180912,16,PCA,-58.34351800222977
226092,20180912,16,PM2.5,33.0
226098,20180912,17,PCA,-68.6961326445185
226098,20180912,17,PM2.5,31.0
226104,20180912,18,PCA,-65.77469841503508
226104,20180912,18,PM2.5,31.0
226110,20180912,19,PCA,-54.958359410317144
226110,20180912,19,PM2.5,43.5
226116,20180912,20,PCA,-44.142020405599204
226116,20180912,20,PM2.5,56.0
226122,20180912,21,PCA,-19.689815519081396
226122,20180912,21,PM2.5,65.0
226128,20180912,22,PCA,14.351975878830219
226128,20180912,22,PM2.5,73.0
226134,20180912,23,PCA,28.961121403489688
226134,20180912,23,PM2.5,79.0
226140,20180913,0,PCA,29.6392689502495
226140,20180913,0,PM2.5,73.0
226146,20180913,1,PCA,9.78879971576701
226146,20180913,1,PM2.5,62.0
226152,20180913,2,PCA,-8.051308374765181
226152,20180913,2,PM2.5,54.0
226158,20180913,3,PCA,0.7375030498344464
226158,20180913,3,PM2.5,62.0
226164,20180913,4,PCA,9.526314474434075
226164,20180913,4,PM2.5,70.0
226170,20180913,5,PCA,1.3618839329692363
226170,20180913,5,PM2.5,68.0
226176,20180913,6,PCA,2.7006914182962887
226176,20180913,6,PM2.5,68.0
226182,20180913,7,PCA,9.011970421286346
226182,20180913,7,PM2.5,74.0
226188,20180913,8,PCA,27.525146559595548
226188,20180913,8,PM2.5,86.0
226194,20180913,9,PCA,52.83881958032961
226194,20180913,9,PM2.5,103.0
226200,20180913,10,PCA,52.632431955753596
226200,20180913,10,PM2.5,103.0
226206,20180913,11,PCA,54.147861014964796
226206,20180913,11,PM2.5,102.0
226212,20180913,12,PCA,38.49110453275165
226212,20180913,12,PM2.5,97.0
226218,20180913,13,PCA,11.30983640886046
226218,20180913,13,PM2.5,84.0
226224,20180913,14,PCA,-5.953903992447739
226224,20180913,14,PM2.5,71.0
226230,20180913,15,PCA,-18.47436532796702
226230,20180913,15,PM2.5,56.0
226236,20180913,16,PCA,-26.35421714953679
226236,20180913,16,PM2.5,38.0
226242,20180913,17,PCA,-44.25349756783829
226242,20180913,17,PM2.5,33.0
226248,20180913,18,PCA,-50.77852979304097
226248,20180913,18,PM2.5,34.0
226254,20180913,19,PCA,-58.913143140728174
226254,20180913,19,PM2.5,34.0
226260,20180913,20,PCA,-61.980767103692
226260,20180913,20,PM2.5,35.0
226266,20180913,21,PCA,-45.66718339923572
226266,20180913,21,PM2.5,38.0
226272,20180913,22,PCA,-29.353599694779447
226272,20180913,22,PM2.5,41.0
226278,20180913,23,PCA,-8.596388056924386
226278,20180913,23,PM2.5,47.0
226284,20180914,0,PCA,4.8232532528585175
226284,20180914,0,PM2.5,56.0
226290,20180914,1,PCA,11.323174808860397
226290,20180914,1,PM2.5,64.0
226296,20180914,2,PCA,24.631194444868544
226296,20180914,2,PM2.5,80.0
226302,20180914,3,PCA,34.66649837053063
226302,20180914,3,PM2.5,86.0
226308,20180914,4,PCA,44.70180229619271
226308,20180914,4,PM2.5,92.0
226314,20180914,5,PCA,33.61527272118223
226314,20180914,5,PM2.5,85.0
226320,20180914,6,PCA,22.325599725182258
226320,20180914,6,PM2.5,79.0
226326,20180914,7,PCA,5.8334083287358744
226326,20180914,7,PM2.5,67.0
226332,20180914,8,PCA,15.02577079535944
226332,20180914,8,PM2.5,68.0
226338,20180914,9,PCA,23.521230808309568
226338,20180914,9,PM2.5,73.0
226344,20180914,10,PCA,39.81445763749658
226344,20180914,10,PM2.5,87.0
226350,20180914,11,PCA,54.41018099505263
226350,20180914,11,PM2.5,89.0
226356,20180914,12,PCA,47.92549457709851
226356,20180914,12,PM2.5,107.0
226362,20180914,13,PCA,60.51890473347995
226362,20180914,13,PM2.5,119.0
226368,20180914,14,PCA,9.8524594097906
226368,20180914,14,PM2.5,91.0
226374,20180914,15,PCA,-37.54892857019067
226374,20180914,15,PM2.5,61.0
226380,20180914,16,PCA,-53.34260330674607
226380,20180914,16,PM2.5,50.0
226386,20180914,17,PCA,-58.650889348975106
226386,20180914,17,PM2.5,48.0
226392,20180914,18,PCA,-62.97049121364897
226392,20180914,18,PM2.5,45.0
226398,20180914,19,PCA,-51.13411908994091
226398,20180914,19,PM2.5,52.0
226404,20180914,20,PCA,-35.81604879024223
226404,20180914,20,PM2.5,60.0
226410,20180914,21,PCA,-2.565510712859161
226410,20180914,21,PM2.5,78.0
226416,20180914,22,PCA,38.02432769913626
226416,20180914,22,PM2.5,104.0
226422,20180914,23,PCA,62.326632218439094
226422,20180914,23,PM2.5,116.0
226428,20180915,0,PCA,79.90429719847046
226428,20180915,0,PM2.5,126.0
226434,20180915,1,PCA,38.2106406295366
226434,20180915,1,PM2.5,96.0
226440,20180915,2,PCA,-47.69882864886435
226440,20180915,2,PM2.5,39.0
226446,20180915,3,PCA,-87.14785758008918
226446,20180915,3,PM2.5,9.0
226452,20180915,4,PCA,-101.49378744829274
226452,20180915,4,PM2.5,3.0
226458,20180915,5,PCA,-110.95262161881803
226458,20180915,5,PM2.5,3.0
226464,20180915,6,PCA,-114.64294604439031
226464,20180915,6,PM2.5,3.0
226470,20180915,7,PCA,-117.36060258538751
226470,20180915,7,PM2.5,3.0
226500,20180915,12,PCA,-110.09381511907102
226500,20180915,12,PM2.5,3.0
226506,20180915,13,PCA,-108.3966436512015
226506,20180915,13,PM2.5,3.0
226512,20180915,14,PCA,-112.45242433864061
226512,20180915,14,PM2.5,3.0
226518,20180915,15,PCA,-110.45507830595008
226518,20180915,15,PM2.5,3.0
226524,20180915,16,PCA,-110.82117141141731
226524,20180915,16,PM2.5,3.0
226530,20180915,17,PCA,-111.95259352808388
226530,20180915,17,PM2.5,3.0
226536,20180915,18,PCA,-113.2956732487432
226536,20180915,18,PM2.5,3.0
226542,20180915,19,PCA,-105.19687573135155
226542,20180915,19,PM2.5,3.0
226548,20180915,20,PCA,-105.48873577843425
226548,20180915,20,PM2.5,3.0
226554,20180915,21,PCA,-105.34642729084598
226554,20180915,21,PM2.5,3.0
226560,20180915,22,PCA,-100.33164134048256
226560,20180915,22,PM2.5,4.0
226566,20180915,23,PCA,-89.34095224330382
226566,20180915,23,PM2.5,5.0
226572,20180916,0,PCA,-93.83177901096728
226572,20180916,0,PM2.5,4.0
226578,20180916,1,PCA,-102.2349930408509
226578,20180916,1,PM2.5,3.0
226584,20180916,2,PCA,-100.04582180524793
226584,20180916,2,PM2.5,4.0
226590,20180916,3,PCA,-92.6985174906422
226590,20180916,3,PM2.5,4.0
226632,20180916,10,PCA,-108.65148530793049
226632,20180916,10,PM2.5,3.0
226638,20180916,11,PCA,-108.92506020685153
226638,20180916,11,PM2.5,3.0
226656,20180916,14,PCA,-111.35847881056874
226656,20180916,14,PM2.5,4.0
226662,20180916,15,PCA,-110.46289719852466
226662,20180916,15,PM2.5,4.0
226668,20180916,16,PCA,-110.05810092629062
226668,20180916,16,PM2.5,3.5
226674,20180916,17,PCA,-111.9927870658904
226674,20180916,17,PM2.5,3.0
226680,20180916,18,PCA,-110.5252545542814
226680,20180916,18,PM2.5,4.0
226686,20180916,19,PCA,-66.75112263796254
226686,20180916,19,PM2.5,11.0
226692,20180916,20,PCA,-50.9456958105575
226692,20180916,20,PM2.5,21.0
226698,20180916,21,PCA,-67.65124479047682
226698,20180916,21,PM2.5,17.0
226704,20180916,22,PCA,-72.65176439485599
226704,20180916,22,PM2.5,25.0
226710,20180916,23,PCA,-66.02698799495168
226710,20180916,23,PM2.5,24.0
226716,20180917,0,PCA,-55.92292914847832
226716,20180917,0,PM2.5,25.0
226722,20180917,1,PCA,-45.67070747603508
226722,20180917,1,PM2.5,25.0
226728,20180917,2,PCA,-48.867004959008845
226728,20180917,2,PM2.5,22.0
226734,20180917,3,PCA,-59.04094711681766
226734,20180917,3,PM2.5,16.0
226740,20180917,4,PCA,-78.85482097700798
226740,20180917,4,PM2.5,9.0
226746,20180917,5,PCA,-71.02959241150818
226746,20180917,5,PM2.5,11.5
226752,20180917,6,PCA,-63.204363846008405
226752,20180917,6,PM2.5,14.0
226758,20180917,7,PCA,-75.11077293408756
226758,20180917,7,PM2.5,11.5
226764,20180917,8,PCA,-87.01718202216674
226764,20180917,8,PM2.5,9.0
226770,20180917,9,PCA,-83.29058048685964
226770,20180917,9,PM2.5,7.0
226776,20180917,10,PCA,-83.76155243357537
226776,20180917,10,PM2.5,7.5
226782,20180917,11,PCA,-84.2325243802911
226782,20180917,11,PM2.5,8.0
226788,20180917,12,PCA,-88.65251787257232
226788,20180917,12,PM2.5,6.0
226794,20180917,13,PCA,-96.43452055232734
226794,20180917,13,PM2.5,7.0
