,date,hour,type,东四环
133218,20161026,21,PM2.5,27.0
133224,20161026,22,PCA,-37.010243233018095
133224,20161026,22,PM2.5,35.0
133230,20161026,23,PCA,-35.75404460224784
133230,20161026,23,PM2.5,42.0
133236,20161027,0,PCA,-41.00346077036333
133236,20161027,0,PM2.5,39.0
133242,20161027,1,PCA,-51.26491436061841
133242,20161027,1,PM2.5,28.0
133248,20161027,2,PCA,-55.28173975758325
133248,20161027,2,PM2.5,25.0
133254,20161027,3,PCA,-59.60344037037574
133254,20161027,3,PM2.5,22.0
133260,20161027,4,PCA,-64.1457499484997
133260,20161027,4,PM2.5,19.0
133266,20161027,5,PCA,-62.84960987083958
133266,20161027,5,PM2.5,20.0
133272,20161027,6,PCA,-58.206246238444464
133272,20161027,6,PM2.5,26.0
133278,20161027,7,PCA,-50.11784418964248
133278,20161027,7,PM2.5,36.0
133284,20161027,8,PCA,-45.42405343260496
133284,20161027,8,PM2.5,42.0
133290,20161027,9,PCA,-44.67409326147999
133290,20161027,9,PM2.5,42.0
133296,20161027,10,PCA,-39.152887127100655
133296,20161027,10,PM2.5,48.0
133302,20161027,11,PCA,-28.18730383026386
133302,20161027,11,PM2.5,61.0
133308,20161027,12,PCA,-23.159269736014775
133308,20161027,12,PM2.5,65.0
133314,20161027,13,PCA,-19.085853623033916
133314,20161027,13,PM2.5,69.0
133320,20161027,14,PCA,-27.924414612098563
133320,20161027,14,PM2.5,57.0
133326,20161027,15,PCA,-31.44614573549269
133326,20161027,15,PM2.5,53.0
133332,20161027,16,PCA,-38.28325663471691
133332,20161027,16,PM2.5,45.0
133338,20161027,17,PCA,-43.92257517064573
133338,20161027,17,PM2.5,37.0
133344,20161027,18,PCA,-46.552986308022675
133344,20161027,18,PM2.5,32.0
133350,20161027,19,PCA,-52.03002229073539
133350,20161027,19,PM2.5,26.0
133356,20161027,20,PCA,-51.033941731572476
133356,20161027,20,PM2.5,28.0
133362,20161027,21,PCA,-50.23040000186833
133362,20161027,21,PM2.5,30.0
133368,20161027,22,PCA,-54.74589191270961
133368,20161027,22,PM2.5,25.0
133374,20161027,23,PCA,-59.14664489316946
133374,20161027,23,PM2.5,21.0
133380,20161028,0,PCA,-60.139434753461046
133380,20161028,0,PM2.5,20.0
133386,20161028,1,PCA,-64.65973175232742
133386,20161028,1,PM2.5,13.0
133392,20161028,2,PCA,-60.53020565526255
133392,20161028,2,PM2.5,18.0
133398,20161028,3,PCA,-61.25201994341758
133398,20161028,3,PM2.5,16.0
133404,20161028,4,PCA,-59.40951120965223
133404,20161028,4,PM2.5,18.0
133410,20161028,5,PCA,-60.86339170891588
133410,20161028,5,PM2.5,17.0
133416,20161028,6,PCA,-55.399508502120895
133416,20161028,6,PM2.5,21.0
133422,20161028,7,PCA,-64.5657348439016
133422,20161028,7,PM2.5,11.0
133428,20161028,8,PCA,-72.392471851526
133428,20161028,8,PM2.5,10.0
133434,20161028,9,PCA,-76.07975688948532
133434,20161028,9,PM2.5,11.0
133440,20161028,10,PCA,-81.89777274045714
133440,20161028,10,PM2.5,9.0
133446,20161028,11,PCA,-84.59834669335073
133446,20161028,11,PM2.5,9.0
133452,20161028,12,PCA,-90.46666401333572
133452,20161028,12,PM2.5,7.0
133458,20161028,13,PCA,-105.52371747726295
133458,20161028,13,PM2.5,3.0
133464,20161028,14,PCA,-102.7016057567541
133464,20161028,14,PM2.5,10.0
133470,20161028,15,PCA,-105.7600521250896
133470,20161028,15,PM2.5,7.0
133476,20161028,16,PCA,-110.60875130819501
133476,20161028,16,PM2.5,3.0
133482,20161028,17,PCA,-107.62116844541771
133482,20161028,17,PM2.5,5.0
133488,20161028,18,PCA,-105.98955481641553
133488,20161028,18,PM2.5,7.0
133494,20161028,19,PCA,-101.90367637212782
133494,20161028,19,PM2.5,7.0
133500,20161028,20,PCA,-86.72229577288013
133500,20161028,20,PM2.5,12.0
133506,20161028,21,PCA,-80.14039546407076
133506,20161028,21,PM2.5,20.0
133512,20161028,22,PCA,-81.89978802276248
133512,20161028,22,PM2.5,19.0
133518,20161028,23,PCA,-82.74209874172337
133518,20161028,23,PM2.5,17.0
133524,20161029,0,PCA,-83.58440946068427
133524,20161029,0,PM2.5,15.0
133530,20161029,1,PCA,-76.36914699314566
133530,20161029,1,PM2.5,22.0
133536,20161029,2,PCA,-52.345684577371706
133536,20161029,2,PM2.5,31.0
133542,20161029,3,PCA,-48.76333954417349
133542,20161029,3,PM2.5,33.0
133548,20161029,4,PCA,-46.18767966166891
133548,20161029,4,PM2.5,34.0
133554,20161029,5,PCA,-35.505092632747946
133554,20161029,5,PM2.5,40.0
133560,20161029,6,PCA,-53.732380378394026
133560,20161029,6,PM2.5,31.0
133566,20161029,7,PCA,-46.54561259494814
133566,20161029,7,PM2.5,30.0
133572,20161029,8,PCA,-34.35795544289155
133572,20161029,8,PM2.5,37.0
133578,20161029,9,PCA,-58.22662447892144
133578,20161029,9,PM2.5,25.0
133584,20161029,10,PCA,-55.358188740402994
133584,20161029,10,PM2.5,29.0
133590,20161029,11,PCA,-53.34447374615526
133590,20161029,11,PM2.5,30.0
133596,20161029,12,PCA,-68.34467274989932
133596,20161029,12,PM2.5,19.0
133602,20161029,13,PCA,-66.57438474028784
133602,20161029,13,PM2.5,27.0
133608,20161029,14,PCA,-73.52536732725603
133608,20161029,14,PM2.5,22.0
133614,20161029,15,PCA,-71.30031974352023
133614,20161029,15,PM2.5,24.0
133620,20161029,16,PCA,-65.7907855037974
133620,20161029,16,PM2.5,32.0
133626,20161029,17,PCA,-68.46288052601454
133626,20161029,17,PM2.5,29.0
133632,20161029,18,PCA,-63.92679763320513
133632,20161029,18,PM2.5,31.0
133638,20161029,19,PCA,-54.52821563485628
133638,20161029,19,PM2.5,36.0
133644,20161029,20,PCA,-46.811226296121745
133644,20161029,20,PM2.5,39.0
133650,20161029,21,PCA,-44.47655927522891
133650,20161029,21,PM2.5,40.0
133656,20161029,22,PCA,-40.07314183019272
133656,20161029,22,PM2.5,44.0
133662,20161029,23,PCA,-32.662855216885994
133662,20161029,23,PM2.5,52.0
133668,20161030,0,PCA,-36.95545066470707
133668,20161030,0,PM2.5,47.0
133674,20161030,1,PCA,-34.57267430452184
133674,20161030,1,PM2.5,49.0
133680,20161030,2,PCA,-23.77658015709009
133680,20161030,2,PM2.5,58.0
133686,20161030,3,PCA,-23.725401142523506
133686,20161030,3,PM2.5,59.0
133692,20161030,4,PCA,-21.162466854127715
133692,20161030,4,PM2.5,62.0
133698,20161030,5,PCA,-23.902095084702037
133698,20161030,5,PM2.5,74.0
133704,20161030,6,PCA,-16.32322606187096
133704,20161030,6,PM2.5,84.0
133710,20161030,7,PCA,-8.013722444788282
133710,20161030,7,PM2.5,92.0
133716,20161030,8,PCA,-1.9314595770108942
133716,20161030,8,PM2.5,98.0
133722,20161030,9,PCA,5.317777330799052
133722,20161030,9,PM2.5,103.0
133728,20161030,10,PCA,13.106822125844525
133728,20161030,10,PM2.5,108.0
133734,20161030,11,PCA,16.926220833028697
133734,20161030,11,PM2.5,109.0
133740,20161030,12,PCA,24.275718255718647
133740,20161030,12,PM2.5,112.0
133746,20161030,13,PCA,28.158133416719426
133746,20161030,13,PM2.5,112.0
133752,20161030,14,PCA,23.74892033563196
133752,20161030,14,PM2.5,103.0
133758,20161030,15,PCA,-4.981879113059443
133758,20161030,15,PM2.5,69.0
133764,20161030,16,PCA,-57.666048834943666
133764,20161030,16,PM2.5,11.0
133770,20161030,17,PCA,-56.99405505800667
133770,20161030,17,PM2.5,11.0
133776,20161030,18,PCA,-61.15197834929992
133776,20161030,18,PM2.5,8.0
133782,20161030,19,PCA,-62.638254712406294
133782,20161030,19,PM2.5,8.0
133788,20161030,20,PCA,-64.94553031635695
133788,20161030,20,PM2.5,5.0
133794,20161030,21,PCA,-67.00890993601753
133794,20161030,21,PM2.5,4.0
133800,20161030,22,PCA,-69.32554569611068
133800,20161030,22,PM2.5,4.0
133806,20161030,23,PCA,-71.25647756299125
133806,20161030,23,PM2.5,5.0
133812,20161031,0,PCA,-73.34907739394704
133812,20161031,0,PM2.5,5.0
133818,20161031,1,PCA,-74.25041534281588
133818,20161031,1,PM2.5,3.0
133824,20161031,2,PCA,-76.50393124792271
133824,20161031,2,PM2.5,3.0
133830,20161031,3,PCA,-79.50241348655933
133830,20161031,3,PM2.5,5.0
133836,20161031,4,PCA,-82.83031042857225
133836,20161031,4,PM2.5,3.0
133842,20161031,5,PCA,-84.52671939721222
133842,20161031,5,PM2.5,3.0
133848,20161031,6,PCA,-85.40200346937863
133848,20161031,6,PM2.5,6.0
133854,20161031,7,PCA,-87.37531991114102
133854,20161031,7,PM2.5,3.0
133860,20161031,8,PCA,-84.97420046106042
133860,20161031,8,PM2.5,7.0
133866,20161031,9,PCA,-91.91309693110905
133866,20161031,9,PM2.5,4.0
133872,20161031,10,PCA,-95.90361714011304
133872,20161031,10,PM2.5,6.0
133878,20161031,11,PCA,-99.03443208520592
133878,20161031,11,PM2.5,7.0
133884,20161031,12,PCA,-101.17139087488366
133884,20161031,12,PM2.5,10.0
133890,20161031,13,PCA,-106.98201966220245
133890,20161031,13,PM2.5,5.0
133896,20161031,14,PCA,-111.74065695876031
133896,20161031,14,PM2.5,6.0
133902,20161031,15,PCA,-110.31409042271797
133902,20161031,15,PM2.5,8.0
133908,20161031,16,PCA,-108.88752388667562
133908,20161031,16,PM2.5,10.0
133914,20161031,17,PCA,-107.01352866253708
133914,20161031,17,PM2.5,13.0
133920,20161031,18,PCA,-110.03061719638578
133920,20161031,18,PM2.5,8.0
133926,20161031,19,PCA,-102.78805867987296
133926,20161031,19,PM2.5,12.0
133932,20161031,20,PCA,-93.99970647323444
133932,20161031,20,PM2.5,14.0
133938,20161031,21,PCA,-83.06348034764254
133938,20161031,21,PM2.5,20.0
133944,20161031,22,PCA,-87.42970745011631
133944,20161031,22,PM2.5,18.0
133950,20161031,23,PCA,-86.66524537516499
133950,20161031,23,PM2.5,16.0
133956,20161101,0,PCA,-82.76088202019822
133956,20161101,0,PM2.5,19.0
133962,20161101,1,PCA,-81.4562174566189
133962,20161101,1,PM2.5,18.0
133968,20161101,2,PCA,-85.47215469872495
133968,20161101,2,PM2.5,15.0
133974,20161101,3,PCA,-76.8808010216947
133974,20161101,3,PM2.5,23.0
133980,20161101,4,PCA,-74.81528077858536
133980,20161101,4,PM2.5,26.0
133986,20161101,5,PCA,-79.48217401298066
133986,20161101,5,PM2.5,27.0
133992,20161101,6,PCA,-67.40236936380347
133992,20161101,6,PM2.5,32.0
133998,20161101,7,PCA,-66.53805806435322
133998,20161101,7,PM2.5,36.0
134004,20161101,8,PCA,-58.017859737231575
134004,20161101,8,PM2.5,44.0
134010,20161101,9,PCA,-58.64942209791829
134010,20161101,9,PM2.5,40.0
134016,20161101,10,PCA,-54.395460254670716
134016,20161101,10,PM2.5,42.0
134022,20161101,11,PCA,-59.01309115741384
134022,20161101,11,PM2.5,34.0
134028,20161101,12,PCA,-49.26021830848128
134028,20161101,12,PM2.5,46.0
134034,20161101,13,PCA,-44.72891022263349
134034,20161101,13,PM2.5,58.0
134040,20161101,14,PCA,-47.379368937465586
134040,20161101,14,PM2.5,60.0
134046,20161101,15,PCA,-47.684107888358675
134046,20161101,15,PM2.5,59.0
134052,20161101,16,PCA,-39.48525977338048
134052,20161101,16,PM2.5,69.0
134058,20161101,17,PCA,-46.35192490996984
134058,20161101,17,PM2.5,59.0
134064,20161101,18,PCA,-38.60295880511229
134064,20161101,18,PM2.5,67.0
134070,20161101,19,PCA,-32.799915148971316
134070,20161101,19,PM2.5,69.0
134076,20161101,20,PCA,-28.265346645315688
134076,20161101,20,PM2.5,70.0
134082,20161101,21,PCA,-23.472183470771704
134082,20161101,21,PM2.5,71.0
134088,20161101,22,PCA,-19.75112444475047
134088,20161101,22,PM2.5,71.0
134094,20161101,23,PCA,-11.137019177558013
134094,20161101,23,PM2.5,80.0
134100,20161102,0,PCA,-4.904509964952183
134100,20161102,0,PM2.5,88.0
134106,20161102,1,PCA,0.5979957910000441
134106,20161102,1,PM2.5,92.0
134112,20161102,2,PCA,15.022784373997824
134112,20161102,2,PM2.5,106.0
134118,20161102,3,PCA,36.12722497605074
134118,20161102,3,PM2.5,130.0
134124,20161102,4,PCA,45.5712415461997
134124,20161102,4,PM2.5,139.0
134130,20161102,5,PCA,36.660494996099104
134130,20161102,5,PM2.5,122.0
134136,20161102,6,PCA,43.229066964829656
134136,20161102,6,PM2.5,126.0
134142,20161102,7,PCA,51.65413838318073
134142,20161102,7,PM2.5,130.0
134148,20161102,8,PCA,46.12891292246768
134148,20161102,8,PM2.5,119.0
134154,20161102,9,PCA,32.79622873301954
134154,20161102,9,PM2.5,96.0
134160,20161102,10,PCA,29.95601000461371
134160,20161102,10,PM2.5,90.0
134166,20161102,11,PCA,30.574588718082165
134166,20161102,11,PM2.5,89.0
134172,20161102,12,PCA,53.237147438118974
134172,20161102,12,PM2.5,112.0
134178,20161102,13,PCA,75.8997061581558
134178,20161102,13,PM2.5,135.0
134184,20161102,14,PCA,57.40783314640154
134184,20161102,14,PM2.5,114.0
134190,20161102,15,PCA,56.43144511143203
134190,20161102,15,PM2.5,112.0
134196,20161102,16,PCA,40.349719022069074
134196,20161102,16,PM2.5,92.0
134202,20161102,17,PCA,29.178991223445138
134202,20161102,17,PM2.5,72.0
134208,20161102,18,PCA,74.01425606237997
134208,20161102,18,PM2.5,128.0
134214,20161102,19,PCA,88.87326308858057
134214,20161102,19,PM2.5,144.0
134220,20161102,20,PCA,97.75622292533151
134220,20161102,20,PM2.5,153.0
134226,20161102,21,PCA,112.27644344685925
134226,20161102,21,PM2.5,168.0
134232,20161102,22,PCA,120.78731313936518
134232,20161102,22,PM2.5,174.0
134238,20161102,23,PCA,122.62547548844107
134238,20161102,23,PM2.5,173.0
134244,20161103,0,PCA,120.6880449682682
134244,20161103,0,PM2.5,169.0
134250,20161103,1,PCA,122.51073448636222
134250,20161103,1,PM2.5,170.0
134256,20161103,2,PCA,134.01021017008807
134256,20161103,2,PM2.5,184.0
134262,20161103,3,PCA,145.29977690546636
134262,20161103,3,PM2.5,195.0
134268,20161103,4,PCA,150.0426491628173
134268,20161103,4,PM2.5,198.0
134274,20161103,5,PCA,141.7479725215509
134274,20161103,5,PM2.5,184.0
134280,20161103,6,PCA,143.08401314913422
134280,20161103,6,PM2.5,181.0
134286,20161103,7,PCA,137.64773564102742
134286,20161103,7,PM2.5,169.0
134292,20161103,8,PCA,118.66799155783384
134292,20161103,8,PM2.5,141.0
134298,20161103,9,PCA,112.48575848736817
134298,20161103,9,PM2.5,124.0
134304,20161103,10,PCA,116.19627705164837
134304,20161103,10,PM2.5,126.0
134310,20161103,11,PCA,144.21040191601756
134310,20161103,11,PM2.5,160.0
134316,20161103,12,PCA,175.05266166158722
134316,20161103,12,PM2.5,195.0
134322,20161103,13,PCA,186.1911766695751
134322,20161103,13,PM2.5,204.0
134328,20161103,14,PCA,220.24475275340353
134328,20161103,14,PM2.5,243.0
134334,20161103,15,PCA,272.48023876254746
134334,20161103,15,PM2.5,313.0
134340,20161103,16,PCA,247.84857516909662
134340,20161103,16,PM2.5,278.0
134346,20161103,17,PCA,260.2264268547226
134346,20161103,17,PM2.5,288.0
134352,20161103,18,PCA,262.18314267417884
134352,20161103,18,PM2.5,287.0
134358,20161103,19,PCA,269.72595978471605
134358,20161103,19,PM2.5,294.0
134364,20161103,20,PCA,287.4041012019048
134364,20161103,20,PM2.5,315.0
134370,20161103,21,PCA,285.60473979775276
134370,20161103,21,PM2.5,309.0
134376,20161103,22,PCA,277.2613880432511
134376,20161103,22,PM2.5,297.0
134382,20161103,23,PCA,263.7714241219009
134382,20161103,23,PM2.5,275.0
134388,20161104,0,PCA,268.54461090361764
134388,20161104,0,PM2.5,280.0
134394,20161104,1,PCA,265.4475844233464
134394,20161104,1,PM2.5,273.0
134400,20161104,2,PCA,266.0782624966286
134400,20161104,2,PM2.5,269.0
134406,20161104,3,PCA,256.73935505994035
134406,20161104,3,PM2.5,254.0
134412,20161104,4,PCA,250.90163890707524
134412,20161104,4,PM2.5,244.0
134418,20161104,5,PCA,244.89281191918096
134418,20161104,5,PM2.5,233.0
134424,20161104,6,PCA,240.1677743378746
134424,20161104,6,PM2.5,226.0
134430,20161104,7,PCA,244.58028198528768
134430,20161104,7,PM2.5,228.0
134436,20161104,8,PCA,249.1338679061586
134436,20161104,8,PM2.5,227.0
134442,20161104,9,PCA,249.09948224589303
134442,20161104,9,PM2.5,216.0
134448,20161104,10,PCA,280.6318301806255
134448,20161104,10,PM2.5,249.0
134454,20161104,11,PCA,322.2629995562333
134454,20161104,11,PM2.5,299.0
134460,20161104,12,PCA,335.45614399692545
134460,20161104,12,PM2.5,315.0
134466,20161104,13,PCA,361.27151275595435
134466,20161104,13,PM2.5,340.0
134472,20161104,14,PCA,372.36524996300255
134472,20161104,14,PM2.5,350.0
134478,20161104,15,PCA,344.7323871817033
134478,20161104,15,PM2.5,316.0
134484,20161104,16,PCA,311.19067251850106
134484,20161104,16,PM2.5,275.0
134490,20161104,17,PCA,299.18913232555707
134490,20161104,17,PM2.5,262.0
134496,20161104,18,PCA,292.3395577527878
134496,20161104,18,PM2.5,255.0
134502,20161104,19,PCA,284.0918191567805
134502,20161104,19,PM2.5,245.0
134508,20161104,20,PCA,284.31223133934003
134508,20161104,20,PM2.5,245.0
134514,20161104,21,PCA,289.7777941965339
134514,20161104,21,PM2.5,255.0
134520,20161104,22,PCA,310.887851286371
134520,20161104,22,PM2.5,285.0
134526,20161104,23,PCA,312.44197942149515
134526,20161104,23,PM2.5,288.0
134532,20161105,0,PCA,292.1497040446246
134532,20161105,0,PM2.5,259.0
134538,20161105,1,PCA,272.4225233125079
134538,20161105,1,PM2.5,237.0
134544,20161105,2,PCA,261.2509665855118
134544,20161105,2,PM2.5,225.0
134550,20161105,3,PCA,251.78503672901277
134550,20161105,3,PM2.5,210.0
134556,20161105,4,PCA,234.50443560843783
134556,20161105,4,PM2.5,187.0
134562,20161105,5,PCA,229.24468167265846
134562,20161105,5,PM2.5,177.0
134568,20161105,6,PCA,220.5051198810811
134568,20161105,6,PM2.5,166.0
134574,20161105,7,PCA,211.2839997739524
134574,20161105,7,PM2.5,157.0
134580,20161105,8,PCA,208.18519311650925
134580,20161105,8,PM2.5,158.0
134586,20161105,9,PCA,219.37080577519794
134586,20161105,9,PM2.5,177.0
134592,20161105,10,PCA,251.654773341406
134592,20161105,10,PM2.5,229.0
134598,20161105,11,PCA,254.71946705177535
134598,20161105,11,PM2.5,237.0
134604,20161105,12,PCA,215.86530602743684
134604,20161105,12,PM2.5,188.0
134610,20161105,13,PCA,237.01620021337396
134610,20161105,13,PM2.5,225.0
134616,20161105,14,PCA,225.48394093401515
134616,20161105,14,PM2.5,214.0
134622,20161105,15,PCA,238.37446670890344
134622,20161105,15,PM2.5,235.0
134628,20161105,16,PCA,237.25911079374887
134628,20161105,16,PM2.5,236.0
134634,20161105,17,PCA,229.78892056858055
134634,20161105,17,PM2.5,224.0
134640,20161105,18,PCA,232.18453496524842
134640,20161105,18,PM2.5,223.0
134646,20161105,19,PCA,238.28646913860845
134646,20161105,19,PM2.5,231.0
134652,20161105,20,PCA,205.1765230469735
134652,20161105,20,PM2.5,184.0
134658,20161105,21,PCA,159.70280577825872
134658,20161105,21,PM2.5,131.0
134664,20161105,22,PCA,161.76876221474225
134664,20161105,22,PM2.5,142.0
134670,20161105,23,PCA,157.4665849974437
134670,20161105,23,PM2.5,142.0
134676,20161106,0,PCA,148.53097002035022
134676,20161106,0,PM2.5,133.0
134682,20161106,1,PCA,135.17956131692696
134682,20161106,1,PM2.5,119.0
134688,20161106,2,PCA,124.7114545695797
134688,20161106,2,PM2.5,109.0
134694,20161106,3,PCA,114.22670529495736
134694,20161106,3,PM2.5,99.0
134700,20161106,4,PCA,93.57385888295306
134700,20161106,4,PM2.5,76.0
134706,20161106,5,PCA,85.68739741173408
134706,20161106,5,PM2.5,70.0
134712,20161106,6,PCA,77.57436120243061
134712,20161106,6,PM2.5,64.0
134718,20161106,7,PCA,69.36321694486672
134718,20161106,7,PM2.5,57.0
134724,20161106,8,PCA,60.684706490333085
134724,20161106,8,PM2.5,48.0
134730,20161106,9,PCA,58.021353110177955
134730,20161106,9,PM2.5,52.0
134736,20161106,10,PCA,47.70646194649287
134736,20161106,10,PM2.5,49.0
134742,20161106,11,PCA,41.75183986238187
134742,20161106,11,PM2.5,53.0
134748,20161106,12,PCA,33.30909550761159
134748,20161106,12,PM2.5,49.0
134754,20161106,13,PCA,29.116047502607667
134754,20161106,13,PM2.5,54.0
134760,20161106,14,PCA,18.226944617377843
134760,20161106,14,PM2.5,49.0
134766,20161106,15,PCA,14.979080989755374
134766,20161106,15,PM2.5,50.0
134772,20161106,16,PCA,10.57135721175658
134772,20161106,16,PM2.5,52.0
134778,20161106,17,PCA,9.115593835764226
134778,20161106,17,PM2.5,54.0
134784,20161106,18,PCA,9.987091774504481
134784,20161106,18,PM2.5,61.0
134790,20161106,19,PCA,14.302969031591761
134790,20161106,19,PM2.5,73.0
134796,20161106,20,PCA,7.2932721499258
134796,20161106,20,PM2.5,69.0
134802,20161106,21,PCA,4.541715965237508
134802,20161106,21,PM2.5,68.0
134808,20161106,22,PCA,14.511016066319403
134808,20161106,22,PM2.5,85.0
134814,20161106,23,PCA,29.517887550055253
134814,20161106,23,PM2.5,106.0
134820,20161107,0,PCA,26.893252427858943
134820,20161107,0,PM2.5,103.0
134826,20161107,1,PCA,22.415670475477256
134826,20161107,1,PM2.5,100.0
134832,20161107,2,PCA,19.82224595073683
134832,20161107,2,PM2.5,105.0
134838,20161107,3,PCA,22.009300861201524
134838,20161107,3,PM2.5,102.0
134844,20161107,4,PCA,12.237082757039726
134844,20161107,4,PM2.5,88.0
134850,20161107,5,PCA,5.585846517234893
134850,20161107,5,PM2.5,78.0
134856,20161107,6,PCA,5.552460105365986
134856,20161107,6,PM2.5,76.0
134862,20161107,7,PCA,3.202705843318469
134862,20161107,7,PM2.5,74.0
134868,20161107,8,PCA,11.258531844161991
134868,20161107,8,PM2.5,85.0
134874,20161107,9,PCA,13.388636422879518
134874,20161107,9,PM2.5,87.0
134880,20161107,10,PCA,-9.300424672538526
134880,20161107,10,PM2.5,59.0
134886,20161107,11,PCA,-53.71851847200764
134886,20161107,11,PM2.5,10.0
134892,20161107,12,PCA,-60.21395138903476
134892,20161107,12,PM2.5,5.0
134898,20161107,13,PCA,-61.53615724405334
134898,20161107,13,PM2.5,7.0
134904,20161107,14,PCA,-60.04761460186904
134904,20161107,14,PM2.5,9.0
134910,20161107,15,PCA,-61.75918997200813
134910,20161107,15,PM2.5,8.0
134916,20161107,16,PCA,-66.60333537834683
134916,20161107,16,PM2.5,6.0
134922,20161107,17,PCA,-67.56387624903566
134922,20161107,17,PM2.5,6.0
134928,20161107,18,PCA,-65.95466148413338
134928,20161107,18,PM2.5,6.0
134934,20161107,19,PCA,-58.91876673401808
134934,20161107,19,PM2.5,12.0
134940,20161107,20,PCA,-57.17861860548955
134940,20161107,20,PM2.5,13.0
134946,20161107,21,PCA,-59.87400193801608
134946,20161107,21,PM2.5,15.0
134952,20161107,22,PCA,-65.77014012646636
134952,20161107,22,PM2.5,14.0
134958,20161107,23,PCA,-73.44869597200321
134958,20161107,23,PM2.5,9.0
134964,20161108,0,PCA,-72.60394328205226
134964,20161108,0,PM2.5,11.0
134970,20161108,1,PCA,-63.487714613390835
134970,20161108,1,PM2.5,22.0
134976,20161108,2,PCA,-64.75607471955236
134976,20161108,2,PM2.5,22.0
134982,20161108,3,PCA,-55.396947611980096
134982,20161108,3,PM2.5,33.0
134988,20161108,4,PCA,-65.50549039283041
134988,20161108,4,PM2.5,24.0
134994,20161108,5,PCA,-61.899533632558295
134994,20161108,5,PM2.5,25.0
135000,20161108,6,PCA,-54.472966871980496
135000,20161108,6,PM2.5,27.0
135006,20161108,7,PCA,-47.04640011140269
135006,20161108,7,PM2.5,29.0
135012,20161108,8,PCA,-44.68342480574676
135012,20161108,8,PM2.5,39.0
135018,20161108,9,PCA,-43.76936975017809
135018,20161108,9,PM2.5,49.0
135042,20161108,13,PCA,-69.16547681230969
135042,20161108,13,PM2.5,34.0
135072,20161108,18,PCA,-29.63904592010017
135072,20161108,18,PM2.5,71.0
135078,20161108,19,PCA,-26.409140688673126
135078,20161108,19,PM2.5,66.0
135084,20161108,20,PCA,-17.712138283638367
135084,20161108,20,PM2.5,77.0
135090,20161108,21,PCA,-0.5951549571663792
135090,20161108,21,PM2.5,96.0
135096,20161108,22,PCA,6.952914327423785
135096,20161108,22,PM2.5,107.0
135102,20161108,23,PCA,13.787622682635469
135102,20161108,23,PM2.5,114.0
135108,20161109,0,PCA,31.465079617406104
135108,20161109,0,PM2.5,130.0
135114,20161109,1,PCA,38.212377897490214
135114,20161109,1,PM2.5,134.0
135120,20161109,2,PCA,41.878380581394495
135120,20161109,2,PM2.5,136.0
135126,20161109,3,PCA,50.497223676923696
135126,20161109,3,PM2.5,139.0
135132,20161109,4,PCA,64.77487642984863
135132,20161109,4,PM2.5,152.0
135138,20161109,5,PCA,71.20791690783899
135138,20161109,5,PM2.5,169.0
135144,20161109,6,PCA,81.1966445122906
135144,20161109,6,PM2.5,174.0
135150,20161109,7,PCA,84.94841048468841
135150,20161109,7,PM2.5,171.0
135156,20161109,8,PCA,85.74135149031618
135156,20161109,8,PM2.5,166.0
135162,20161109,9,PCA,92.1191227334129
135162,20161109,9,PM2.5,165.0
135168,20161109,10,PCA,108.24972231652323
135168,20161109,10,PM2.5,178.0
135174,20161109,11,PCA,125.03681057156163
135174,20161109,11,PM2.5,192.0
135180,20161109,12,PCA,140.6594977784765
135180,20161109,12,PM2.5,201.0
135186,20161109,13,PCA,141.3520411943041
135186,20161109,13,PM2.5,196.0
135192,20161109,14,PCA,145.3203608900814
135192,20161109,14,PM2.5,193.0
135198,20161109,15,PCA,159.9723310504512
135198,20161109,15,PM2.5,203.0
135204,20161109,16,PCA,171.3649686890087
135204,20161109,16,PM2.5,209.0
135210,20161109,17,PCA,180.74532295017542
135210,20161109,17,PM2.5,215.0
135216,20161109,18,PCA,190.60895366653352
135216,20161109,18,PM2.5,225.0
135222,20161109,19,PCA,195.99936533581007
135222,20161109,19,PM2.5,225.0
135228,20161109,20,PCA,208.0841160934321
135228,20161109,20,PM2.5,236.0
135234,20161109,21,PCA,207.23337439790524
135234,20161109,21,PM2.5,231.0
135240,20161109,22,PCA,220.49161640602773
135240,20161109,22,PM2.5,245.0
135246,20161109,23,PCA,230.17420103931653
135246,20161109,23,PM2.5,254.0
135252,20161110,0,PCA,235.8305057595323
135252,20161110,0,PM2.5,260.0
135258,20161110,1,PCA,235.7963129292527
135258,20161110,1,PM2.5,257.0
135264,20161110,2,PCA,238.04227650946135
135264,20161110,2,PM2.5,255.0
135270,20161110,3,PCA,243.55759063181912
135270,20161110,3,PM2.5,257.0
135276,20161110,4,PCA,234.83815006345793
135276,20161110,4,PM2.5,241.0
135282,20161110,5,PCA,166.28786284091802
135282,20161110,5,PM2.5,145.0
135288,20161110,6,PCA,155.73880176055664
135288,20161110,6,PM2.5,134.0
135294,20161110,7,PCA,156.0475939095506
135294,20161110,7,PM2.5,136.0
135300,20161110,8,PCA,149.9652482694765
135300,20161110,8,PM2.5,130.0
135306,20161110,9,PCA,145.50271168291937
135306,20161110,9,PM2.5,126.0
135312,20161110,10,PCA,145.31560417578063
135312,20161110,10,PM2.5,129.0
135318,20161110,11,PCA,182.44676420774823
135318,20161110,11,PM2.5,179.0
135324,20161110,12,PCA,197.30464077939703
135324,20161110,12,PM2.5,199.0
135330,20161110,13,PCA,186.89727155363204
