,date,hour,type,定陵
100674,20160314,4,PCA,-36.13554143977046
100674,20160314,4,PM2.5,26.0
100680,20160314,5,PCA,-34.70061562295904
100680,20160314,5,PM2.5,29.0
100686,20160314,6,PCA,-32.95470266137188
100686,20160314,6,PM2.5,30.0
100692,20160314,7,PCA,-29.55138548410585
100692,20160314,7,PM2.5,33.0
100698,20160314,8,PCA,-17.827037412992578
100698,20160314,8,PM2.5,50.0
100704,20160314,9,PCA,-6.3558881673271905
100704,20160314,9,PM2.5,63.0
100710,20160314,10,PCA,2.2570411078373698
100710,20160314,10,PM2.5,72.0
100716,20160314,11,PCA,21.77649402224737
100716,20160314,11,PM2.5,94.0
100722,20160314,12,PCA,24.17929929294015
100722,20160314,12,PM2.5,96.0
100728,20160314,13,PCA,20.916757023456835
100728,20160314,13,PM2.5,91.0
100734,20160314,14,PCA,10.193901443120412
100734,20160314,14,PM2.5,76.0
100740,20160314,15,PCA,-0.14996394913921127
100740,20160314,15,PM2.5,59.0
100746,20160314,16,PCA,-0.7660581356293072
100746,20160314,16,PM2.5,58.0
100752,20160314,17,PCA,-1.3821523221194045
100752,20160314,17,PM2.5,57.0
100758,20160314,18,PCA,-4.3795441350620745
100758,20160314,18,PM2.5,53.0
100764,20160314,19,PCA,4.716912395567741
100764,20160314,19,PM2.5,61.0
100770,20160314,20,PCA,7.428954588915416
100770,20160314,20,PM2.5,65.0
100776,20160314,21,PCA,-1.1882855563958288
100776,20160314,21,PM2.5,53.0
100782,20160314,22,PCA,6.937627396662723
100782,20160314,22,PM2.5,63.0
100788,20160314,23,PCA,0.773739777406995
100788,20160314,23,PM2.5,53.0
100794,20160315,0,PCA,10.667236874621418
100794,20160315,0,PM2.5,66.0
100800,20160315,1,PCA,23.404066366258313
100800,20160315,1,PM2.5,80.0
100806,20160315,2,PCA,23.776908918979082
100806,20160315,2,PM2.5,73.0
100812,20160315,3,PCA,17.34870139737978
100812,20160315,3,PM2.5,62.0
100818,20160315,4,PCA,16.999443026789134
100818,20160315,4,PM2.5,62.0
100824,20160315,5,PCA,17.750525569784855
100824,20160315,5,PM2.5,60.0
100830,20160315,6,PCA,15.804103906561137
100830,20160315,6,PM2.5,56.0
100836,20160315,7,PCA,17.08833360644251
100836,20160315,7,PM2.5,57.0
100842,20160315,8,PCA,23.779213415635017
100842,20160315,8,PM2.5,66.0
100848,20160315,9,PCA,75.298958307652
100848,20160315,9,PM2.5,136.0
100854,20160315,10,PCA,59.66205540851137
100854,20160315,10,PM2.5,105.0
100860,20160315,11,PCA,72.17405337821415
100860,20160315,11,PM2.5,122.5
100866,20160315,12,PCA,84.68605134791693
100866,20160315,12,PM2.5,140.0
100884,20160315,15,PCA,106.42871468350836
100884,20160315,15,PM2.5,161.0
100890,20160315,16,PCA,111.13513175703514
100890,20160315,16,PM2.5,164.0
100896,20160315,17,PCA,113.96669358868758
100896,20160315,17,PM2.5,162.0
100902,20160315,18,PCA,122.25297409855189
100902,20160315,18,PM2.5,167.0
100908,20160315,19,PCA,138.12244740291737
100908,20160315,19,PM2.5,182.0
100914,20160315,20,PCA,145.03329738907055
100914,20160315,20,PM2.5,183.0
100920,20160315,21,PCA,145.47931909183106
100920,20160315,21,PM2.5,179.0
100926,20160315,22,PCA,147.0522437987167
100926,20160315,22,PM2.5,176.5
100932,20160315,23,PCA,148.6251685056023
100932,20160315,23,PM2.5,174.0
100938,20160316,0,PCA,161.6069816370301
100938,20160316,0,PM2.5,180.0
100944,20160316,1,PCA,167.19458259841284
100944,20160316,1,PM2.5,184.0
100950,20160316,2,PCA,167.8569463092474
100950,20160316,2,PM2.5,181.0
100956,20160316,3,PCA,175.21824879744398
100956,20160316,3,PM2.5,182.0
100962,20160316,4,PCA,179.70000885756127
100962,20160316,4,PM2.5,182.0
100968,20160316,5,PCA,179.79494273215917
100968,20160316,5,PM2.5,177.0
100974,20160316,6,PCA,184.2662387078437
100974,20160316,6,PM2.5,177.0
100980,20160316,7,PCA,189.92497959793127
100980,20160316,7,PM2.5,181.0
100986,20160316,8,PCA,243.91756026319973
100986,20160316,8,PM2.5,251.0
100992,20160316,9,PCA,237.29563705281953
100992,20160316,9,PM2.5,236.0
100998,20160316,10,PCA,222.6425440083509
100998,20160316,10,PM2.5,208.0
101004,20160316,11,PCA,234.9454003468901
101004,20160316,11,PM2.5,220.0
101010,20160316,12,PCA,254.2946365938228
101010,20160316,12,PM2.5,236.0
101016,20160316,13,PCA,244.2318231193061
101016,20160316,13,PM2.5,230.0
101022,20160316,14,PCA,244.9081006693838
101022,20160316,14,PM2.5,231.0
101028,20160316,15,PCA,258.2889939874782
101028,20160316,15,PM2.5,246.0
101034,20160316,16,PCA,274.38957296202375
101034,20160316,16,PM2.5,262.0
101040,20160316,17,PCA,292.13290965554205
101040,20160316,17,PM2.5,276.0
101046,20160316,18,PCA,305.1037516828352
101046,20160316,18,PM2.5,287.0
101052,20160316,19,PCA,311.53547961428643
101052,20160316,19,PM2.5,293.0
101058,20160316,20,PCA,300.28788787976436
101058,20160316,20,PM2.5,279.0
101064,20160316,21,PCA,310.98021125844025
101064,20160316,21,PM2.5,290.0
101070,20160316,22,PCA,303.69311995636843
101070,20160316,22,PM2.5,282.0
101076,20160316,23,PCA,319.62944046346746
101076,20160316,23,PM2.5,302.0
101082,20160317,0,PCA,336.00996733747087
101082,20160317,0,PM2.5,319.0
101088,20160317,1,PCA,341.5158554908649
101088,20160317,1,PM2.5,314.0
101094,20160317,2,PCA,344.4270909331266
101094,20160317,2,PM2.5,316.0
101100,20160317,3,PCA,341.51289607937747
101100,20160317,3,PM2.5,308.0
101106,20160317,4,PCA,343.8424881206849
101106,20160317,4,PM2.5,305.0
101112,20160317,5,PCA,344.4409304544865
101112,20160317,5,PM2.5,301.0
101118,20160317,6,PCA,340.1875220102961
101118,20160317,6,PM2.5,290.0
101124,20160317,7,PCA,342.5426494586393
101124,20160317,7,PM2.5,289.0
101130,20160317,8,PCA,347.994977313373
101130,20160317,8,PM2.5,293.0
101136,20160317,9,PCA,410.6178583172316
101136,20160317,9,PM2.5,378.0
101142,20160317,10,PCA,387.97314159418903
101142,20160317,10,PM2.5,337.0
101148,20160317,11,PCA,375.1699814114203
101148,20160317,11,PM2.5,313.0
101154,20160317,12,PCA,373.86265973843103
101154,20160317,12,PM2.5,308.0
101160,20160317,13,PCA,371.76953145423556
101160,20160317,13,PM2.5,301.0
101166,20160317,14,PCA,375.3207489711521
101166,20160317,14,PM2.5,305.0
101172,20160317,15,PCA,395.0194507977752
101172,20160317,15,PM2.5,328.0
101178,20160317,16,PCA,405.8413471094729
101178,20160317,16,PM2.5,337.0
101184,20160317,17,PCA,408.7545319008191
101184,20160317,17,PM2.5,337.0
101190,20160317,18,PCA,411.9791257856847
101190,20160317,18,PM2.5,338.0
101196,20160317,19,PCA,411.47293004944447
101196,20160317,19,PM2.5,335.0
101202,20160317,20,PCA,417.2332369160316
101202,20160317,20,PM2.5,346.0
101208,20160317,21,PCA,412.7769763693624
101208,20160317,21,PM2.5,337.0
101214,20160317,22,PCA,411.5551483481666
101214,20160317,22,PM2.5,337.0
101220,20160317,23,PCA,410.098648899075
101220,20160317,23,PM2.5,334.0
101226,20160318,0,PCA,417.09210519719574
101226,20160318,0,PM2.5,346.0
101232,20160318,1,PCA,403.80379869687175
101232,20160318,1,PM2.5,329.0
101238,20160318,2,PCA,400.5497588831447
101238,20160318,2,PM2.5,323.0
101244,20160318,3,PCA,404.0311060587006
101244,20160318,3,PM2.5,327.0
101250,20160318,4,PCA,402.3063240445945
101250,20160318,4,PM2.5,327.0
101256,20160318,5,PCA,392.96191960022213
101256,20160318,5,PM2.5,317.0
101262,20160318,6,PCA,359.60709105497835
101262,20160318,6,PM2.5,267.0
101268,20160318,7,PCA,337.22574024678823
101268,20160318,7,PM2.5,235.0
101274,20160318,8,PCA,354.3794642860322
101274,20160318,8,PM2.5,260.0
101280,20160318,9,PCA,298.1598831483632
101280,20160318,9,PM2.5,185.0
101286,20160318,10,PCA,244.39011539970195
101286,20160318,10,PM2.5,117.0
101292,20160318,11,PCA,211.8740658808348
101292,20160318,11,PM2.5,80.0
101298,20160318,12,PCA,207.036579243751
101298,20160318,12,PM2.5,82.0
101304,20160318,13,PCA,187.94059424040483
101304,20160318,13,PM2.5,67.0
101310,20160318,14,PCA,174.24461452965716
101310,20160318,14,PM2.5,58.0
101316,20160318,15,PCA,163.14276861089056
101316,20160318,15,PM2.5,54.0
101322,20160318,16,PCA,155.40096877677246
101322,20160318,16,PM2.5,56.0
101328,20160318,17,PCA,144.3730551246514
101328,20160318,17,PM2.5,53.0
101334,20160318,18,PCA,129.0693865587793
101334,20160318,18,PM2.5,41.0
101340,20160318,19,PCA,118.29679572655161
101340,20160318,19,PM2.5,38.0
101346,20160318,20,PCA,113.39004169602119
101346,20160318,20,PM2.5,43.0
101352,20160318,21,PCA,107.30090178188775
101352,20160318,21,PM2.5,43.0
101358,20160318,22,PCA,92.6037941346802
101358,20160318,22,PM2.5,33.0
101364,20160318,23,PCA,93.8071313691647
101364,20160318,23,PM2.5,48.0
101370,20160319,0,PCA,60.5269934123166
101370,20160319,0,PM2.5,21.0
101376,20160319,1,PCA,43.394671039287765
101376,20160319,1,PM2.5,17.0
101382,20160319,2,PCA,34.09766108801715
101382,20160319,2,PM2.5,21.0
101388,20160319,3,PCA,20.64287687033199
101388,20160319,3,PM2.5,16.0
101394,20160319,4,PCA,12.402992553243754
101394,20160319,4,PM2.5,22.0
101400,20160319,5,PCA,-5.25513191873948
101400,20160319,5,PM2.5,16.0
101406,20160319,6,PCA,-8.000003241448372
101406,20160319,6,PM2.5,25.0
101412,20160319,7,PCA,-11.185419114809195
101412,20160319,7,PM2.5,32.0
101418,20160319,8,PCA,0.12384817014758642
101418,20160319,8,PM2.5,52.0
101424,20160319,9,PCA,15.20862794543881
101424,20160319,9,PM2.5,69.0
101430,20160319,10,PCA,11.52009165293431
101430,20160319,10,PM2.5,65.0
101436,20160319,11,PCA,7.708990868871601
101436,20160319,11,PM2.5,62.0
101442,20160319,12,PCA,6.976543567997206
101442,20160319,12,PM2.5,61.0
101448,20160319,13,PCA,6.730885247503244
101448,20160319,13,PM2.5,60.0
101454,20160319,14,PCA,-2.1156327771639343
101454,20160319,14,PM2.5,47.0
101460,20160319,15,PCA,-1.3451386534679102
101460,20160319,15,PM2.5,48.0
101466,20160319,16,PCA,0.34300108395706796
101466,20160319,16,PM2.5,51.0
101472,20160319,17,PCA,-2.5012223692710407
101472,20160319,17,PM2.5,45.0
101478,20160319,18,PCA,1.8070119345376576
101478,20160319,18,PM2.5,49.0
101484,20160319,19,PCA,8.205112165907789
101484,20160319,19,PM2.5,54.0
101490,20160319,20,PCA,12.84469736922914
101490,20160319,20,PM2.5,59.0
101496,20160319,21,PCA,6.584552659080218
101496,20160319,21,PM2.5,52.0
101502,20160319,22,PCA,16.574834541772994
101502,20160319,22,PM2.5,62.0
101508,20160319,23,PCA,17.31300962798746
101508,20160319,23,PM2.5,64.0
101514,20160320,0,PCA,18.222438650629524
101514,20160320,0,PM2.5,62.0
101520,20160320,1,PCA,17.42109681566846
101520,20160320,1,PM2.5,58.0
101526,20160320,2,PCA,17.098578088767095
101526,20160320,2,PM2.5,57.0
101532,20160320,3,PCA,23.205759834059318
101532,20160320,3,PM2.5,64.0
101538,20160320,4,PCA,18.603886527795165
101538,20160320,4,PM2.5,56.0
101544,20160320,5,PCA,19.8542690110218
101544,20160320,5,PM2.5,56.0
101550,20160320,6,PCA,14.986682932816173
101550,20160320,6,PM2.5,49.0
101556,20160320,7,PCA,14.728415214267736
101556,20160320,7,PM2.5,50.0
101562,20160320,8,PCA,20.00722472982025
101562,20160320,8,PM2.5,57.0
101568,20160320,9,PCA,23.083299075149387
101568,20160320,9,PM2.5,63.0
101574,20160320,10,PCA,22.657205488646383
101574,20160320,10,PM2.5,63.0
101580,20160320,11,PCA,26.170576173664745
101580,20160320,11,PM2.5,65.0
101586,20160320,12,PCA,30.734300994897684
101586,20160320,12,PM2.5,73.0
101592,20160320,13,PCA,24.15390972417374
101592,20160320,13,PM2.5,63.0
101598,20160320,14,PCA,15.791505117016976
101598,20160320,14,PM2.5,57.0
101604,20160320,15,PCA,4.357552699860755
101604,20160320,15,PM2.5,42.0
101610,20160320,16,PCA,2.1800447826169727
101610,20160320,16,PM2.5,41.0
101616,20160320,17,PCA,2.4898419219449326
101616,20160320,17,PM2.5,42.0
101622,20160320,18,PCA,-2.464512082079679
101622,20160320,18,PM2.5,35.0
101628,20160320,19,PCA,11.481554608853925
101628,20160320,19,PM2.5,57.0
101634,20160320,20,PCA,4.587485672690525
101634,20160320,20,PM2.5,48.0
101640,20160320,21,PCA,6.431067146968827
101640,20160320,21,PM2.5,52.0
101646,20160320,22,PCA,8.126539292332525
101646,20160320,22,PM2.5,57.0
101652,20160320,23,PCA,10.673471271638865
101652,20160320,23,PM2.5,62.0
101658,20160321,0,PCA,7.440694035027448
101658,20160321,0,PM2.5,61.0
101664,20160321,1,PCA,12.368845434733945
101664,20160321,1,PM2.5,67.0
101670,20160321,2,PCA,11.911917912236252
101670,20160321,2,PM2.5,68.0
101676,20160321,3,PCA,7.789944642045285
101676,20160321,3,PM2.5,64.0
101682,20160321,4,PCA,10.67079573272426
101682,20160321,4,PM2.5,67.0
101688,20160321,5,PCA,11.13247166283719
101688,20160321,5,PM2.5,68.0
101694,20160321,6,PCA,11.220423843724296
101694,20160321,6,PM2.5,67.0
101700,20160321,7,PCA,11.466292791941196
101700,20160321,7,PM2.5,66.0
101706,20160321,8,PCA,20.231740248435663
101706,20160321,8,PM2.5,77.0
101712,20160321,9,PCA,26.210219876608438
101712,20160321,9,PM2.5,84.0
101718,20160321,10,PCA,35.581354619884074
101718,20160321,10,PM2.5,95.0
101724,20160321,11,PCA,42.447709510514215
101724,20160321,11,PM2.5,100.0
101730,20160321,12,PCA,56.2865097288312
101730,20160321,12,PM2.5,113.0
101736,20160321,13,PCA,61.85678817036871
101736,20160321,13,PM2.5,121.0
101742,20160321,14,PCA,59.74039854524064
101742,20160321,14,PM2.5,119.0
101748,20160321,15,PCA,75.1179051812739
101748,20160321,15,PM2.5,130.0
101754,20160321,16,PCA,63.09700358814617
101754,20160321,16,PM2.5,114.0
101760,20160321,17,PCA,54.59681241956838
101760,20160321,17,PM2.5,101.0
101766,20160321,18,PCA,86.59793356911042
101766,20160321,18,PM2.5,138.0
101772,20160321,19,PCA,94.03082838640474
101772,20160321,19,PM2.5,143.0
101778,20160321,20,PCA,83.99006927638625
101778,20160321,20,PM2.5,128.0
101784,20160321,21,PCA,88.63460871416068
101784,20160321,21,PM2.5,131.0
101790,20160321,22,PCA,85.34476747223034
101790,20160321,22,PM2.5,122.0
101796,20160321,23,PCA,87.50221406236919
101796,20160321,23,PM2.5,122.0
101802,20160322,0,PCA,88.56459880380969
101802,20160322,0,PM2.5,121.0
101808,20160322,1,PCA,97.23549677411451
101808,20160322,1,PM2.5,128.0
101814,20160322,2,PCA,90.80104064824745
101814,20160322,2,PM2.5,119.0
101820,20160322,3,PCA,94.62215426558323
101820,20160322,3,PM2.5,121.0
101826,20160322,4,PCA,101.34395546572966
101826,20160322,4,PM2.5,127.0
101832,20160322,5,PCA,106.13713715986891
101832,20160322,5,PM2.5,129.0
101838,20160322,6,PCA,101.82780648793137
101838,20160322,6,PM2.5,122.0
101844,20160322,7,PCA,103.27328260936699
101844,20160322,7,PM2.5,120.0
101850,20160322,8,PCA,119.57878376739988
101850,20160322,8,PM2.5,138.0
101856,20160322,9,PCA,136.34779807669042
101856,20160322,9,PM2.5,155.0
101862,20160322,10,PCA,148.27940132757513
101862,20160322,10,PM2.5,160.0
101868,20160322,11,PCA,136.88963910918142
101868,20160322,11,PM2.5,144.0
101874,20160322,12,PCA,97.75976833632885
101874,20160322,12,PM2.5,97.0
101880,20160322,13,PCA,90.59588865597763
101880,20160322,13,PM2.5,89.0
101886,20160322,14,PCA,102.77727157664326
101886,20160322,14,PM2.5,103.0
101892,20160322,15,PCA,92.52397078009483
101892,20160322,15,PM2.5,89.0
101898,20160322,16,PCA,99.55160487568496
101898,20160322,16,PM2.5,99.0
101904,20160322,17,PCA,105.0580778096496
101904,20160322,17,PM2.5,108.0
101910,20160322,18,PCA,84.10813775077405
101910,20160322,18,PM2.5,82.0
101916,20160322,19,PCA,83.21466103816664
101916,20160322,19,PM2.5,85.0
101922,20160322,20,PCA,72.2491766384398
101922,20160322,20,PM2.5,72.0
101928,20160322,21,PCA,65.43413939163301
101928,20160322,21,PM2.5,68.0
101934,20160322,22,PCA,28.71096393615397
101934,20160322,22,PM2.5,28.0
101940,20160322,23,PCA,12.044135268519032
101940,20160322,23,PM2.5,11.0
101946,20160323,0,PCA,6.624462958244559
101946,20160323,0,PM2.5,10.0
101952,20160323,1,PCA,-1.8142529074258962
101952,20160323,1,PM2.5,5.0
101958,20160323,2,PCA,-4.12089150487245
101958,20160323,2,PM2.5,7.0
101964,20160323,3,PCA,-9.79613488791754
101964,20160323,3,PM2.5,5.0
101970,20160323,4,PCA,-14.87862319947782
101970,20160323,4,PM2.5,5.0
101976,20160323,5,PCA,-20.4993176987237
101976,20160323,5,PM2.5,3.0
101982,20160323,6,PCA,-22.14496601481827
101982,20160323,6,PM2.5,6.0
101988,20160323,7,PCA,-26.289350888613807
101988,20160323,7,PM2.5,3.0
101994,20160323,8,PCA,-26.876689315457863
101994,20160323,8,PM2.5,7.0
102000,20160323,9,PCA,-32.90807380708581
102000,20160323,9,PM2.5,3.0
102006,20160323,10,PCA,-30.49663488298214
102006,20160323,10,PM2.5,10.0
102012,20160323,11,PCA,-33.421881481746894
102012,20160323,11,PM2.5,10.0
102018,20160323,12,PCA,-37.34358256181713
102018,20160323,12,PM2.5,4.0
102024,20160323,13,PCA,-36.83877967121941
102024,20160323,13,PM2.5,7.0
102030,20160323,14,PCA,-37.69496157304902
102030,20160323,14,PM2.5,8.0
102036,20160323,15,PCA,-42.49332138712007
102036,20160323,15,PM2.5,4.0
102042,20160323,16,PCA,-45.479358142358954
102042,20160323,16,PM2.5,5.0
102048,20160323,17,PCA,-49.77927585961898
102048,20160323,17,PM2.5,4.0
102054,20160323,18,PCA,-50.703798285177214
102054,20160323,18,PM2.5,7.0
102060,20160323,19,PCA,-56.3714913009678
102060,20160323,19,PM2.5,4.0
102066,20160323,20,PCA,-62.181241461877846
102066,20160323,20,PM2.5,4.0
102072,20160323,21,PCA,-68.60422352644392
102072,20160323,21,PM2.5,3.0
102078,20160323,22,PCA,-68.61111934640861
102078,20160323,22,PM2.5,4.0
102084,20160323,23,PCA,-68.59688378691236
102084,20160323,23,PM2.5,4.0
102090,20160324,0,PCA,-69.37200932781954
102090,20160324,0,PM2.5,5.0
102096,20160324,1,PCA,-70.80747060278894
102096,20160324,1,PM2.5,5.0
102102,20160324,2,PCA,-71.49410893663105
102102,20160324,2,PM2.5,4.0
102108,20160324,3,PCA,-71.21428745789791
102108,20160324,3,PM2.5,3.0
102114,20160324,4,PCA,-70.1398093364455
102114,20160324,4,PM2.5,5.0
102120,20160324,5,PCA,-69.43226445811567
102120,20160324,5,PM2.5,5.0
102126,20160324,6,PCA,-70.60827577266168
102126,20160324,6,PM2.5,4.0
102132,20160324,7,PCA,-69.99514918286712
102132,20160324,7,PM2.5,6.0
102138,20160324,8,PCA,-66.1894391596523
102138,20160324,8,PM2.5,10.0
102144,20160324,9,PCA,-69.67391801170218
102144,20160324,9,PM2.5,8.0
102150,20160324,10,PCA,-69.84853481773997
102150,20160324,10,PM2.5,9.0
102156,20160324,11,PCA,-66.85611826057895
102156,20160324,11,PM2.5,12.0
102162,20160324,12,PCA,-66.14243742343567
102162,20160324,12,PM2.5,12.0
102180,20160324,15,PCA,-66.22683511512507
102180,20160324,15,PM2.5,10.0
102186,20160324,16,PCA,-63.48438869809926
102186,20160324,16,PM2.5,13.0
102192,20160324,17,PCA,-64.39048806651688
102192,20160324,17,PM2.5,12.0
102198,20160324,18,PCA,-66.05468278829899
102198,20160324,18,PM2.5,10.0
102204,20160324,19,PCA,-68.21958654035339
102204,20160324,19,PM2.5,7.0
102210,20160324,20,PCA,-70.54477154348749
102210,20160324,20,PM2.5,4.0
102216,20160324,21,PCA,-71.5555478900153
102216,20160324,21,PM2.5,3.0
102222,20160324,22,PCA,-72.27667378055163
102222,20160324,22,PM2.5,3.0
102228,20160324,23,PCA,-72.31709241871603
102228,20160324,23,PM2.5,4.0
102234,20160325,0,PCA,-73.6917635372113
102234,20160325,0,PM2.5,3.0
102240,20160325,1,PCA,-73.6781825250048
102240,20160325,1,PM2.5,3.0
102246,20160325,2,PCA,-74.08809050962921
102246,20160325,2,PM2.5,8.0
102270,20160325,6,PCA,-75.44424058871525
102270,20160325,6,PM2.5,3.0
102276,20160325,7,PCA,-74.30864791233367
102276,20160325,7,PM2.5,5.0
102282,20160325,8,PCA,-74.13035962669412
102282,20160325,8,PM2.5,5.0
102288,20160325,9,PCA,-72.89355815567397
102288,20160325,9,PM2.5,5.0
102294,20160325,10,PCA,-70.2117965812608
102294,20160325,10,PM2.5,8.0
102300,20160325,11,PCA,-70.1173782927255
102300,20160325,11,PM2.5,6.0
102306,20160325,12,PCA,-69.23154512875615
102306,20160325,12,PM2.5,6.0
102312,20160325,13,PCA,-67.98116264552954
102312,20160325,13,PM2.5,6.0
102318,20160325,14,PCA,-65.346610215384
102318,20160325,14,PM2.5,10.0
102324,20160325,15,PCA,-64.99003364410494
102324,20160325,15,PM2.5,10.0
102330,20160325,16,PCA,-63.002235935815115
102330,20160325,16,PM2.5,13.0
102336,20160325,17,PCA,-64.52156720788876
102336,20160325,17,PM2.5,11.0
102342,20160325,18,PCA,-64.0339114952378
102342,20160325,18,PM2.5,12.0
102348,20160325,19,PCA,-64.85895450273304
102348,20160325,19,PM2.5,11.0
102354,20160325,20,PCA,-65.16832192974447
102354,20160325,20,PM2.5,10.0
102360,20160325,21,PCA,-66.01373645554943
102360,20160325,21,PM2.5,9.0
102366,20160325,22,PCA,-66.77528098425016
102366,20160325,22,PM2.5,10.0
102372,20160325,23,PCA,-70.05658813625138
102372,20160325,23,PM2.5,5.0
102378,20160326,0,PCA,-69.45025205256009
102378,20160326,0,PM2.5,7.0
102384,20160326,1,PCA,-70.33608521652944
102384,20160326,1,PM2.5,7.0
102390,20160326,2,PCA,-73.50668474546853
102390,20160326,2,PM2.5,3.0
102396,20160326,3,PCA,-71.69835756469318
102396,20160326,3,PM2.5,6.0
102402,20160326,4,PCA,-72.28161380775438
102402,20160326,4,PM2.5,7.0
102408,20160326,5,PCA,-73.42281474836429
102408,20160326,5,PM2.5,5.0
102414,20160326,6,PCA,-72.53168926175104
102414,20160326,6,PM2.5,8.0
102420,20160326,7,PCA,-70.97818062418793
102420,20160326,7,PM2.5,10.0
102426,20160326,8,PCA,-70.98497113029116
102426,20160326,8,PM2.5,10.0
102432,20160326,9,PCA,-58.34814092329123
102432,20160326,9,PM2.5,10.0
102438,20160326,10,PCA,-56.61647565367832
102438,20160326,10,PM2.5,10.0
102444,20160326,11,PCA,-51.9529470159273
102444,20160326,11,PM2.5,15.0
102450,20160326,12,PCA,-51.34921394069491
102450,20160326,12,PM2.5,13.0
102456,20160326,13,PCA,-49.57365704856086
102456,20160326,13,PM2.5,16.0
102462,20160326,14,PCA,-50.43320182000063
102462,20160326,14,PM2.5,14.0
102468,20160326,15,PCA,-48.505983640461984
102468,20160326,15,PM2.5,16.0
102474,20160326,16,PCA,-50.23712601637485
102474,20160326,16,PM2.5,14.0
102480,20160326,17,PCA,-55.01728760827853
102480,20160326,17,PM2.5,6.0
102486,20160326,18,PCA,-55.96845604020716
102486,20160326,18,PM2.5,4.0
102492,20160326,19,PCA,-53.47823936518495
102492,20160326,19,PM2.5,8.0
102498,20160326,20,PCA,-55.61037282859806
102498,20160326,20,PM2.5,5.0
102504,20160326,21,PCA,-56.317917706927915
102504,20160326,21,PM2.5,5.0
102510,20160326,22,PCA,-55.92738860513262
102510,20160326,22,PM2.5,5.0
102516,20160326,23,PCA,-57.16657400001808
102516,20160326,23,PM2.5,3.0
102522,20160327,0,PCA,-55.0504034594836
102522,20160327,0,PM2.5,3.0
102528,20160327,1,PCA,-54.40968671417271
102528,20160327,1,PM2.5,4.0
102534,20160327,2,PCA,-53.28702783430064
102534,20160327,2,PM2.5,7.0
102540,20160327,3,PCA,-49.079359910318644
102540,20160327,3,PM2.5,12.0
102546,20160327,4,PCA,-49.20364854558728
102546,20160327,4,PM2.5,11.0
102552,20160327,5,PCA,-51.83409978381453
102552,20160327,5,PM2.5,8.0
102558,20160327,6,PCA,-53.936581985087884
102558,20160327,6,PM2.5,6.0
102564,20160327,7,PCA,-53.51456483198808
102564,20160327,7,PM2.5,7.0
102570,20160327,8,PCA,-48.34658246060951
102570,20160327,8,PM2.5,12.0
102576,20160327,9,PCA,-62.39561461483916
102576,20160327,9,PM2.5,8.0
102582,20160327,10,PCA,-60.06751066166173
102582,20160327,10,PM2.5,12.0
102588,20160327,11,PCA,-62.40896599118728
102588,20160327,11,PM2.5,10.0
102594,20160327,12,PCA,-66.91412339077687
102594,20160327,12,PM2.5,7.0
102600,20160327,13,PCA,-68.85816113013529
102600,20160327,13,PM2.5,5.0
102606,20160327,14,PCA,-69.6699475238791
102606,20160327,14,PM2.5,3.0
102612,20160327,15,PCA,-63.15164242223636
102612,20160327,15,PM2.5,11.0
102618,20160327,16,PCA,-66.31869479357061
102618,20160327,16,PM2.5,5.0
102624,20160327,17,PCA,-62.040417142221315
102624,20160327,17,PM2.5,11.0
102630,20160327,18,PCA,-58.28213534786771
102630,20160327,18,PM2.5,14.0
102636,20160327,19,PCA,-58.40813966997615
102636,20160327,19,PM2.5,15.0
102642,20160327,20,PCA,-52.56548644155727
102642,20160327,20,PM2.5,22.0
102648,20160327,21,PCA,-56.762067391944704
102648,20160327,21,PM2.5,14.0
102654,20160327,22,PCA,-57.82889716387397
102654,20160327,22,PM2.5,11.0
102660,20160327,23,PCA,-52.64733378028892
102660,20160327,23,PM2.5,16.0
102666,20160328,0,PCA,-52.37030692960221
102666,20160328,0,PM2.5,17.0
102672,20160328,1,PCA,-51.33184086407628
102672,20160328,1,PM2.5,18.0
102678,20160328,2,PCA,-49.658894069093876
102678,20160328,2,PM2.5,19.0
102684,20160328,3,PCA,-50.91877538074413
102684,20160328,3,PM2.5,16.0
102690,20160328,4,PCA,-52.72710256151946
102690,20160328,4,PM2.5,13.0
102696,20160328,5,PCA,-52.318898587192244
102696,20160328,5,PM2.5,15.0
102702,20160328,6,PCA,-48.02306305371509
102702,20160328,6,PM2.5,19.0
102708,20160328,7,PCA,-47.01532517834239
102708,20160328,7,PM2.5,18.0
102714,20160328,8,PCA,-32.45140894181193
102714,20160328,8,PM2.5,35.0
102720,20160328,9,PCA,-13.553397622531959
102720,20160328,9,PM2.5,53.0
102726,20160328,10,PCA,2.119802308501912
102726,20160328,10,PM2.5,69.0
102732,20160328,11,PCA,-7.475660448581742
102732,20160328,11,PM2.5,51.0
102738,20160328,12,PCA,1.64312023069339
102738,20160328,12,PM2.5,60.0
102744,20160328,13,PCA,-6.436436103117724
102744,20160328,13,PM2.5,50.0
102750,20160328,14,PCA,-5.130100189951401
102750,20160328,14,PM2.5,53.0
102756,20160328,15,PCA,4.129469086842191
102756,20160328,15,PM2.5,64.0
102762,20160328,16,PCA,18.21380810454135
102762,20160328,16,PM2.5,77.0
102768,20160328,17,PCA,35.24443146314738
102768,20160328,17,PM2.5,95.0
102774,20160328,18,PCA,29.686442907628976
102774,20160328,18,PM2.5,86.0
102780,20160328,19,PCA,-7.994730280578129
102780,20160328,19,PM2.5,40.0
102786,20160328,20,PCA,4.832170019393946
