,date,hour,type,农展馆
88866,20151223,4,PCA,411.78935646106817
88866,20151223,4,PM2.5,351.0
88872,20151223,5,PCA,413.0379997067024
88872,20151223,5,PM2.5,346.0
88878,20151223,6,PCA,406.7676865965877
88878,20151223,6,PM2.5,334.0
88884,20151223,7,PCA,398.46757340171837
88884,20151223,7,PM2.5,322.0
88890,20151223,8,PCA,374.0535370954885
88890,20151223,8,PM2.5,289.0
88896,20151223,9,PCA,355.5020779954085
88896,20151223,9,PM2.5,257.0
88902,20151223,10,PCA,371.3472300067161
88902,20151223,10,PM2.5,272.0
88908,20151223,11,PCA,375.5947273410741
88908,20151223,11,PM2.5,272.0
88914,20151223,12,PCA,347.94758912582756
88914,20151223,12,PM2.5,238.0
88920,20151223,13,PCA,317.0694506523924
88920,20151223,13,PM2.5,206.0
88926,20151223,14,PCA,236.4707763728533
88926,20151223,14,PM2.5,117.0
88932,20151223,15,PCA,205.32949343405335
88932,20151223,15,PM2.5,88.0
88938,20151223,16,PCA,192.86081775604526
88938,20151223,16,PM2.5,83.0
88944,20151223,17,PCA,201.1590157459874
88944,20151223,17,PM2.5,98.0
88950,20151223,18,PCA,214.19663602750288
88950,20151223,18,PM2.5,114.0
88956,20151223,19,PCA,301.8177337032863
88956,20151223,19,PM2.5,227.0
88962,20151223,20,PCA,398.433151279132
88962,20151223,20,PM2.5,352.0
88968,20151223,21,PCA,399.00256934811125
88968,20151223,21,PM2.5,355.0
88974,20151223,22,PCA,374.3888761920939
88974,20151223,22,PM2.5,327.0
88980,20151223,23,PCA,337.58230980319536
88980,20151223,23,PM2.5,283.0
88986,20151224,0,PCA,238.95455685904938
88986,20151224,0,PM2.5,167.0
88992,20151224,1,PCA,177.28867482547784
88992,20151224,1,PM2.5,94.0
88998,20151224,2,PCA,156.03295237159577
88998,20151224,2,PM2.5,75.0
89004,20151224,3,PCA,133.61459676225334
89004,20151224,3,PM2.5,58.0
89010,20151224,4,PCA,109.9740198880533
89010,20151224,4,PM2.5,43.0
89016,20151224,5,PCA,91.70290752127782
89016,20151224,5,PM2.5,40.0
89022,20151224,6,PCA,79.23034790648589
89022,20151224,6,PM2.5,30.0
89028,20151224,7,PCA,86.36343578084028
89028,20151224,7,PM2.5,40.0
89034,20151224,8,PCA,76.14308513168382
89034,20151224,8,PM2.5,33.0
89040,20151224,9,PCA,75.69827334196214
89040,20151224,9,PM2.5,41.0
89046,20151224,10,PCA,74.00899223032313
89046,20151224,10,PM2.5,51.0
89052,20151224,11,PCA,77.06170758593962
89052,20151224,11,PM2.5,67.0
89058,20151224,12,PCA,82.33507117266983
89058,20151224,12,PM2.5,81.0
89064,20151224,13,PCA,59.277066529577986
89064,20151224,13,PM2.5,73.0
89082,20151224,16,PCA,18.82172194271069
89082,20151224,16,PM2.5,30.0
89088,20151224,17,PCA,68.19525685631223
89088,20151224,17,PM2.5,89.0
89094,20151224,18,PCA,31.586179975307047
89094,20151224,18,PM2.5,39.0
89100,20151224,19,PCA,26.65707496849238
89100,20151224,19,PM2.5,39.0
89106,20151224,20,PCA,25.36656357925438
89106,20151224,20,PM2.5,47.0
89112,20151224,21,PCA,81.9387019431064
89112,20151224,21,PM2.5,131.0
89118,20151224,22,PCA,241.9999300539364
89118,20151224,22,PM2.5,348.0
89124,20151224,23,PCA,313.06448530018656
89124,20151224,23,PM2.5,432.0
89130,20151225,0,PCA,385.449182235652
89130,20151225,0,PM2.5,511.0
89136,20151225,1,PCA,428.63234004915313
89136,20151225,1,PM2.5,543.0
89142,20151225,2,PCA,449.9345814061521
89142,20151225,2,PM2.5,563.5
89148,20151225,3,PCA,471.2368227631511
89148,20151225,3,PM2.5,584.0
89154,20151225,4,PCA,428.84401643812384
89154,20151225,4,PM2.5,520.0
89160,20151225,5,PCA,414.44005163283003
89160,20151225,5,PM2.5,470.0
89166,20151225,6,PCA,429.5805966699789
89166,20151225,6,PM2.5,470.0
89172,20151225,7,PCA,463.44414019509134
89172,20151225,7,PM2.5,496.0
89178,20151225,8,PCA,507.2172196039972
89178,20151225,8,PM2.5,537.0
89184,20151225,9,PCA,534.6055970703592
89184,20151225,9,PM2.5,556.0
89190,20151225,10,PCA,544.9952688921168
89190,20151225,10,PM2.5,550.0
89196,20151225,11,PCA,554.9221077688404
89196,20151225,11,PM2.5,541.0
89202,20151225,12,PCA,580.2765997087919
89202,20151225,12,PM2.5,555.0
89208,20151225,13,PCA,604.132644310696
89208,20151225,13,PM2.5,569.0
89214,20151225,14,PCA,619.7897375700556
89214,20151225,14,PM2.5,580.0
89220,20151225,15,PCA,629.9916019164043
89220,20151225,15,PM2.5,586.0
89226,20151225,16,PCA,652.0049334617612
89226,20151225,16,PM2.5,600.0
89232,20151225,17,PCA,636.6352211823641
89232,20151225,17,PM2.5,569.0
89238,20151225,18,PCA,571.3516992408096
89238,20151225,18,PM2.5,470.0
89244,20151225,19,PCA,560.8447988476482
89244,20151225,19,PM2.5,444.0
89250,20151225,20,PCA,556.9318656538017
89250,20151225,20,PM2.5,430.0
89256,20151225,21,PCA,548.8546612501082
89256,20151225,21,PM2.5,418.0
89262,20151225,22,PCA,545.5041691933388
89262,20151225,22,PM2.5,412.0
89268,20151225,23,PCA,545.4433201723095
89268,20151225,23,PM2.5,411.0
89274,20151226,0,PCA,552.6483417115965
89274,20151226,0,PM2.5,420.0
89280,20151226,1,PCA,574.0335002916571
89280,20151226,1,PM2.5,447.0
89286,20151226,2,PCA,580.9191541925651
89286,20151226,2,PM2.5,455.0
89292,20151226,3,PCA,580.5667312250715
89292,20151226,3,PM2.5,455.0
89298,20151226,4,PCA,575.153398657907
89298,20151226,4,PM2.5,448.0
89304,20151226,5,PCA,560.4072366114707
89304,20151226,5,PM2.5,430.0
89310,20151226,6,PCA,539.9869086435922
89310,20151226,6,PM2.5,403.0
89316,20151226,7,PCA,502.9821693782492
89316,20151226,7,PM2.5,355.0
89322,20151226,8,PCA,450.5426289155588
89322,20151226,8,PM2.5,291.0
89328,20151226,9,PCA,432.50624115560964
89328,20151226,9,PM2.5,275.0
89334,20151226,10,PCA,456.82986691406006
89334,20151226,10,PM2.5,319.0
89340,20151226,11,PCA,427.33304984482135
89340,20151226,11,PM2.5,291.0
89346,20151226,12,PCA,393.3533735155559
89346,20151226,12,PM2.5,256.0
89352,20151226,13,PCA,346.51735429291494
89352,20151226,13,PM2.5,203.0
89358,20151226,14,PCA,275.0044818500072
89358,20151226,14,PM2.5,122.0
89364,20151226,15,PCA,245.84845397456365
89364,20151226,15,PM2.5,92.0
89370,20151226,16,PCA,241.59177714821334
89370,20151226,16,PM2.5,93.0
89376,20151226,17,PCA,273.54141063305644
89376,20151226,17,PM2.5,148.0
89382,20151226,18,PCA,257.0782471336286
89382,20151226,18,PM2.5,137.0
89388,20151226,19,PCA,247.31505090550215
89388,20151226,19,PM2.5,134.0
89394,20151226,20,PCA,244.36065968929861
89394,20151226,20,PM2.5,143.0
89400,20151226,21,PCA,183.6984509003113
89400,20151226,21,PM2.5,73.0
89406,20151226,22,PCA,171.4579360828816
89406,20151226,22,PM2.5,61.0
89412,20151226,23,PCA,157.8490416106483
89412,20151226,23,PM2.5,47.0
89418,20151227,0,PCA,146.99339826344266
89418,20151227,0,PM2.5,39.0
89424,20151227,1,PCA,137.4832101131135
89424,20151227,1,PM2.5,34.0
89430,20151227,2,PCA,129.0104948013549
89430,20151227,2,PM2.5,28.0
89436,20151227,3,PCA,122.89869146348812
89436,20151227,3,PM2.5,30.0
89442,20151227,4,PCA,107.41309468476024
89442,20151227,4,PM2.5,30.0
89448,20151227,5,PCA,91.67220426215434
89448,20151227,5,PM2.5,25.0
89454,20151227,6,PCA,77.26046981194231
89454,20151227,6,PM2.5,29.0
89460,20151227,7,PCA,35.1400587476063
89460,20151227,7,PM2.5,33.0
89466,20151227,8,PCA,16.087945915763104
89466,20151227,8,PM2.5,19.0
89472,20151227,9,PCA,9.738420405837214
89472,20151227,9,PM2.5,23.0
89478,20151227,10,PCA,1.9379919846669909
89478,20151227,10,PM2.5,27.0
89484,20151227,11,PCA,-3.6301947369951715
89484,20151227,11,PM2.5,35.0
89490,20151227,12,PCA,-5.375510562316472
89490,20151227,12,PM2.5,42.0
89496,20151227,13,PCA,1.4765631426919898
89496,20151227,13,PM2.5,58.0
89502,20151227,14,PCA,0.9868878096292966
89502,20151227,14,PM2.5,60.0
89508,20151227,15,PCA,4.909931559940674
89508,20151227,15,PM2.5,69.0
89514,20151227,16,PCA,-2.9649678491210527
89514,20151227,16,PM2.5,65.0
89520,20151227,17,PCA,10.575490481029346
89520,20151227,17,PM2.5,78.0
89526,20151227,18,PCA,7.3006997753422365
89526,20151227,18,PM2.5,73.0
89532,20151227,19,PCA,4.637676102688814
89532,20151227,19,PM2.5,72.0
89538,20151227,20,PCA,17.374790329946034
89538,20151227,20,PM2.5,88.0
89544,20151227,21,PCA,57.401434453033254
89544,20151227,21,PM2.5,139.0
89550,20151227,22,PCA,50.902553706361424
89550,20151227,22,PM2.5,132.0
89556,20151227,23,PCA,27.5480718861925
89556,20151227,23,PM2.5,98.0
89562,20151228,0,PCA,29.767685334532224
89562,20151228,0,PM2.5,98.0
89568,20151228,1,PCA,42.740192093446524
89568,20151228,1,PM2.5,112.0
89574,20151228,2,PCA,58.358873979976046
89574,20151228,2,PM2.5,130.0
89580,20151228,3,PCA,36.76129663105236
89580,20151228,3,PM2.5,99.0
89586,20151228,4,PCA,19.546755271775936
89586,20151228,4,PM2.5,76.0
89592,20151228,5,PCA,12.62092574847202
89592,20151228,5,PM2.5,67.0
89598,20151228,6,PCA,10.331856734146786
89598,20151228,6,PM2.5,62.0
89604,20151228,7,PCA,9.842450968163332
89604,20151228,7,PM2.5,59.0
89610,20151228,8,PCA,34.59455118626427
89610,20151228,8,PM2.5,89.0
89616,20151228,9,PCA,68.32317030619615
89616,20151228,9,PM2.5,128.0
89622,20151228,10,PCA,58.4866673747714
89622,20151228,10,PM2.5,112.0
89628,20151228,11,PCA,11.982745811368945
89628,20151228,11,PM2.5,53.0
89634,20151228,12,PCA,9.766835034092141
89634,20151228,12,PM2.5,50.0
89640,20151228,13,PCA,12.029587163273787
89640,20151228,13,PM2.5,54.0
89646,20151228,14,PCA,18.665464975809122
89646,20151228,14,PM2.5,61.0
89652,20151228,15,PCA,24.607857632337907
89652,20151228,15,PM2.5,65.0
89658,20151228,16,PCA,29.264265157903292
89658,20151228,16,PM2.5,65.0
89664,20151228,17,PCA,67.68589304943683
89664,20151228,17,PM2.5,104.0
89670,20151228,18,PCA,80.87127713737674
89670,20151228,18,PM2.5,122.0
89676,20151228,19,PCA,96.46326512240948
89676,20151228,19,PM2.5,143.0
89682,20151228,20,PCA,99.5622358084533
89682,20151228,20,PM2.5,149.0
89688,20151228,21,PCA,120.86190018610671
89688,20151228,21,PM2.5,179.0
89694,20151228,22,PCA,152.01830272646927
89694,20151228,22,PM2.5,219.0
89700,20151228,23,PCA,168.54023671986
89700,20151228,23,PM2.5,234.0
89706,20151229,0,PCA,187.00480903088055
89706,20151229,0,PM2.5,252.0
89712,20151229,1,PCA,200.8791888662307
89712,20151229,1,PM2.5,267.0
89718,20151229,2,PCA,222.98885108698175
89718,20151229,2,PM2.5,289.0
89724,20151229,3,PCA,240.86380248913437
89724,20151229,3,PM2.5,301.0
89730,20151229,4,PCA,258.20943194166114
89730,20151229,4,PM2.5,312.0
89736,20151229,5,PCA,273.9832919632019
89736,20151229,5,PM2.5,317.0
89742,20151229,6,PCA,286.7825004781529
89742,20151229,6,PM2.5,325.0
89748,20151229,7,PCA,289.0424170845978
89748,20151229,7,PM2.5,318.0
89754,20151229,8,PCA,253.99241767778898
89754,20151229,8,PM2.5,263.0
89760,20151229,9,PCA,227.5172717707492
89760,20151229,9,PM2.5,220.0
89766,20151229,10,PCA,217.2195019787293
89766,20151229,10,PM2.5,200.0
89772,20151229,11,PCA,205.6204110488822
89772,20151229,11,PM2.5,181.0
89778,20151229,12,PCA,207.80249962161844
89778,20151229,12,PM2.5,180.0
89784,20151229,13,PCA,246.3295143041593
89784,20151229,13,PM2.5,226.0
89790,20151229,14,PCA,272.8799453113145
89790,20151229,14,PM2.5,250.0
89796,20151229,15,PCA,304.99187597253194
89796,20151229,15,PM2.5,279.0
89802,20151229,16,PCA,345.9912699995707
89802,20151229,16,PM2.5,323.0
89808,20151229,17,PCA,373.49721525078263
89808,20151229,17,PM2.5,353.0
89814,20151229,18,PCA,413.8721191820721
89814,20151229,18,PM2.5,400.0
89820,20151229,19,PCA,449.6933632029199
89820,20151229,19,PM2.5,440.0
89826,20151229,20,PCA,504.74344900259473
89826,20151229,20,PM2.5,507.0
89832,20151229,21,PCA,547.1384179204924
89832,20151229,21,PM2.5,556.0
89838,20151229,22,PCA,528.8710641447047
89838,20151229,22,PM2.5,520.0
89844,20151229,23,PCA,493.525610935887
89844,20151229,23,PM2.5,464.0
89850,20151230,0,PCA,488.81088208638283
89850,20151230,0,PM2.5,447.0
89856,20151230,1,PCA,525.9691372103747
89856,20151230,1,PM2.5,486.0
89862,20151230,2,PCA,514.8730870558683
89862,20151230,2,PM2.5,462.0
89868,20151230,3,PCA,461.5514277440908
89868,20151230,3,PM2.5,387.0
89874,20151230,4,PCA,378.6987086738754
89874,20151230,4,PM2.5,275.0
89880,20151230,5,PCA,317.8365321621669
89880,20151230,5,PM2.5,194.0
89886,20151230,6,PCA,308.53452507700035
89886,20151230,6,PM2.5,196.0
89892,20151230,7,PCA,169.31075359680915
89892,20151230,7,PM2.5,20.0
89898,20151230,8,PCA,151.5895172801079
89898,20151230,8,PM2.5,7.0
89904,20151230,9,PCA,152.06118641940395
89904,20151230,9,PM2.5,13.0
89910,20151230,10,PCA,138.12418078626797
89910,20151230,10,PM2.5,15.0
89916,20151230,11,PCA,122.88113388340454
89916,20151230,11,PM2.5,8.0
89922,20151230,12,PCA,120.60528662051823
89922,20151230,12,PM2.5,14.0
89928,20151230,13,PCA,111.58014974064407
89928,20151230,13,PM2.5,10.0
89934,20151230,14,PCA,103.50677623789434
89934,20151230,14,PM2.5,9.0
89940,20151230,15,PCA,96.69986550832547
89940,20151230,15,PM2.5,11.0
89946,20151230,16,PCA,89.47893661706097
89946,20151230,16,PM2.5,12.0
89952,20151230,17,PCA,80.7092072929432
89952,20151230,17,PM2.5,7.0
89958,20151230,18,PCA,78.92934794871
89958,20151230,18,PM2.5,12.0
89964,20151230,19,PCA,69.16695088227412
89964,20151230,19,PM2.5,13.0
89970,20151230,20,PCA,63.177795180254094
89970,20151230,20,PM2.5,18.0
89976,20151230,21,PCA,41.92229592356084
89976,20151230,21,PM2.5,17.0
89982,20151230,22,PCA,29.816394299123743
89982,20151230,22,PM2.5,22.0
89988,20151230,23,PCA,21.77905534955125
89988,20151230,23,PM2.5,29.0
89994,20151231,0,PCA,3.5059509243382188
89994,20151231,0,PM2.5,26.0
90000,20151231,1,PCA,-16.282209623828745
90000,20151231,1,PM2.5,25.0
90006,20151231,2,PCA,-35.90219048994854
90006,20151231,2,PM2.5,24.0
90012,20151231,3,PCA,-53.98176455533082
90012,20151231,3,PM2.5,17.0
90018,20151231,4,PCA,-60.41035231906701
90018,20151231,4,PM2.5,18.0
90024,20151231,5,PCA,-61.713382211585454
90024,20151231,5,PM2.5,21.0
90030,20151231,6,PCA,-69.00848261132082
90030,20151231,6,PM2.5,16.0
90036,20151231,7,PCA,-65.26154386467493
90036,20151231,7,PM2.5,16.0
90042,20151231,8,PCA,-65.06338403098788
90042,20151231,8,PM2.5,16.0
90048,20151231,9,PCA,-58.85323348801892
90048,20151231,9,PM2.5,24.0
90054,20151231,10,PCA,-57.92037809315521
90054,20151231,10,PM2.5,26.0
90060,20151231,11,PCA,-70.14033387922746
90060,20151231,11,PM2.5,24.0
90066,20151231,12,PCA,-72.69211666757923
90066,20151231,12,PM2.5,27.0
90072,20151231,13,PCA,-62.38393740046501
90072,20151231,13,PM2.5,37.0
90078,20151231,14,PCA,-44.76482970397761
90078,20151231,14,PM2.5,48.0
90084,20151231,15,PCA,-37.172099123511565
90084,20151231,15,PM2.5,50.0
90090,20151231,16,PCA,-21.15156503531935
90090,20151231,16,PM2.5,64.0
90096,20151231,17,PCA,-9.497491074232467
90096,20151231,17,PM2.5,68.0
90102,20151231,18,PCA,9.205749482187455
90102,20151231,18,PM2.5,89.0
90108,20151231,19,PCA,25.59719888803015
90108,20151231,19,PM2.5,112.0
90114,20151231,20,PCA,36.939844952445675
90114,20151231,20,PM2.5,122.0
90120,20151231,21,PCA,61.84798862419943
90120,20151231,21,PM2.5,149.0
90126,20151231,22,PCA,99.8169715620099
90126,20151231,22,PM2.5,196.0
90132,20151231,23,PCA,120.18497277562415
90132,20151231,23,PM2.5,221.0
90138,20160101,0,PCA,122.0531050678689
90138,20160101,0,PM2.5,218.0
90144,20160101,1,PCA,153.28572316680402
90144,20160101,1,PM2.5,251.0
90150,20160101,2,PCA,147.6478982358411
90150,20160101,2,PM2.5,233.0
90156,20160101,3,PCA,131.08500425644385
90156,20160101,3,PM2.5,200.0
90162,20160101,4,PCA,152.46548318316883
90162,20160101,4,PM2.5,220.0
90168,20160101,5,PCA,145.43606316617576
90168,20160101,5,PM2.5,204.0
90174,20160101,6,PCA,126.58005353957306
90174,20160101,6,PM2.5,168.0
90180,20160101,7,PCA,96.2490199650193
90180,20160101,7,PM2.5,121.0
90186,20160101,8,PCA,97.19060759733188
90186,20160101,8,PM2.5,117.0
90192,20160101,9,PCA,102.36099973564943
90192,20160101,9,PM2.5,119.0
90198,20160101,10,PCA,90.53811744935756
90198,20160101,10,PM2.5,99.0
90204,20160101,11,PCA,102.97226703882876
90204,20160101,11,PM2.5,112.0
90210,20160101,12,PCA,110.7373767703273
90210,20160101,12,PM2.5,118.0
90216,20160101,13,PCA,128.95027641505214
90216,20160101,13,PM2.5,137.0
90222,20160101,14,PCA,154.4425211443366
90222,20160101,14,PM2.5,163.0
90228,20160101,15,PCA,172.1698678982135
90228,20160101,15,PM2.5,178.0
90234,20160101,16,PCA,191.04159228585596
90234,20160101,16,PM2.5,196.0
90240,20160101,17,PCA,200.07050932640348
90240,20160101,17,PM2.5,201.0
90246,20160101,18,PCA,212.46726743984433
90246,20160101,18,PM2.5,213.0
90252,20160101,19,PCA,252.7018444641905
90252,20160101,19,PM2.5,264.0
90258,20160101,20,PCA,282.826827284832
90258,20160101,20,PM2.5,299.0
90264,20160101,21,PCA,289.2461656511523
90264,20160101,21,PM2.5,302.0
90270,20160101,22,PCA,307.3090175581611
90270,20160101,22,PM2.5,324.0
90276,20160101,23,PCA,323.26300546687355
90276,20160101,23,PM2.5,341.0
90282,20160102,0,PCA,379.18364560303837
90282,20160102,0,PM2.5,413.0
90288,20160102,1,PCA,397.2125701520642
90288,20160102,1,PM2.5,433.0
90294,20160102,2,PCA,372.008432849971
90294,20160102,2,PM2.5,393.0
90300,20160102,3,PCA,318.6898994083541
90300,20160102,3,PM2.5,318.0
90306,20160102,4,PCA,269.1152348893482
90306,20160102,4,PM2.5,249.0
90312,20160102,5,PCA,245.31766188001487
90312,20160102,5,PM2.5,217.0
90318,20160102,6,PCA,230.69040780481632
90318,20160102,6,PM2.5,196.0
90324,20160102,7,PCA,227.61700955834138
90324,20160102,7,PM2.5,189.0
90330,20160102,8,PCA,228.04350622997265
90330,20160102,8,PM2.5,186.0
90336,20160102,9,PCA,269.1390235907095
90336,20160102,9,PM2.5,233.0
90342,20160102,10,PCA,317.9243704330245
90342,20160102,10,PM2.5,286.0
90348,20160102,11,PCA,285.6805195846988
90348,20160102,11,PM2.5,235.0
90354,20160102,12,PCA,287.1242443916733
90354,20160102,12,PM2.5,233.0
90360,20160102,13,PCA,279.862587567716
90360,20160102,13,PM2.5,224.0
90366,20160102,14,PCA,282.9358778990323
90366,20160102,14,PM2.5,222.0
90372,20160102,15,PCA,275.980044359096
90372,20160102,15,PM2.5,214.0
90378,20160102,16,PCA,263.0852590312417
90378,20160102,16,PM2.5,197.0
90384,20160102,17,PCA,289.19428494326525
90384,20160102,17,PM2.5,228.0
90390,20160102,18,PCA,327.72925233286463
90390,20160102,18,PM2.5,278.0
90396,20160102,19,PCA,389.8995374863659
90396,20160102,19,PM2.5,358.0
90402,20160102,20,PCA,440.33377675262994
90402,20160102,20,PM2.5,426.0
90408,20160102,21,PCA,481.9586031424763
90408,20160102,21,PM2.5,479.0
90414,20160102,22,PCA,491.59165833679674
90414,20160102,22,PM2.5,485.0
90420,20160102,23,PCA,504.17129216359376
90420,20160102,23,PM2.5,497.0
90426,20160103,0,PCA,549.0634742802695
90426,20160103,0,PM2.5,558.0
90432,20160103,1,PCA,513.0140774381651
90432,20160103,1,PM2.5,509.0
90438,20160103,2,PCA,537.1974477214467
90438,20160103,2,PM2.5,541.0
90444,20160103,3,PCA,481.3425025936445
90444,20160103,3,PM2.5,464.0
90450,20160103,4,PCA,353.2932123311664
90450,20160103,4,PM2.5,281.0
90456,20160103,5,PCA,313.81463048801805
90456,20160103,5,PM2.5,228.0
90462,20160103,6,PCA,302.3987676816564
90462,20160103,6,PM2.5,213.0
90468,20160103,7,PCA,268.1629519083353
90468,20160103,7,PM2.5,168.0
90474,20160103,8,PCA,265.9447907656741
90474,20160103,8,PM2.5,169.0
90480,20160103,9,PCA,256.97495255463497
90480,20160103,9,PM2.5,160.0
90486,20160103,10,PCA,236.81272349076357
90486,20160103,10,PM2.5,138.0
90492,20160103,11,PCA,224.76806578921924
90492,20160103,11,PM2.5,127.0
90498,20160103,12,PCA,216.89042600543132
90498,20160103,12,PM2.5,121.0
90504,20160103,13,PCA,204.75042103515838
90504,20160103,13,PM2.5,108.0
90510,20160103,14,PCA,192.34956780713367
90510,20160103,14,PM2.5,95.0
90516,20160103,15,PCA,205.2153427111557
90516,20160103,15,PM2.5,113.0
90522,20160103,16,PCA,205.47455671408545
90522,20160103,16,PM2.5,113.0
90528,20160103,17,PCA,230.76591338376682
90528,20160103,17,PM2.5,147.0
90534,20160103,18,PCA,265.7745489710094
90534,20160103,18,PM2.5,198.0
90540,20160103,19,PCA,271.5136041490086
90540,20160103,19,PM2.5,213.0
90546,20160103,20,PCA,261.80305832224116
90546,20160103,20,PM2.5,208.0
90552,20160103,21,PCA,252.22878852535754
90552,20160103,21,PM2.5,204.0
90558,20160103,22,PCA,248.57569930760846
90558,20160103,22,PM2.5,210.0
90564,20160103,23,PCA,245.656574381337
90564,20160103,23,PM2.5,216.0
90570,20160104,0,PCA,240.4775274373719
90570,20160104,0,PM2.5,222.0
90576,20160104,1,PCA,228.58019269276627
90576,20160104,1,PM2.5,218.0
90582,20160104,2,PCA,222.71916518855238
90582,20160104,2,PM2.5,221.0
90588,20160104,3,PCA,182.13492201544753
90588,20160104,3,PM2.5,177.0
90594,20160104,4,PCA,57.89384798454261
90594,20160104,4,PM2.5,31.0
90600,20160104,5,PCA,34.77653205055334
90600,20160104,5,PM2.5,13.0
90606,20160104,6,PCA,22.847432059312926
90606,20160104,6,PM2.5,6.0
90612,20160104,7,PCA,19.434016593495993
90612,20160104,7,PM2.5,7.0
90618,20160104,8,PCA,15.01138179284211
90618,20160104,8,PM2.5,7.0
90624,20160104,9,PCA,6.462622848460172
90624,20160104,9,PM2.5,7.0
90630,20160104,10,PCA,3.8940379430323016
90630,20160104,10,PM2.5,11.0
90636,20160104,11,PCA,-2.392746106989135
90636,20160104,11,PM2.5,9.0
90642,20160104,12,PCA,-6.04654030793721
90642,20160104,12,PM2.5,13.0
90648,20160104,13,PCA,-7.5903664584915225
90648,20160104,13,PM2.5,16.0
90654,20160104,14,PCA,-8.738662022358787
90654,20160104,14,PM2.5,17.0
90660,20160104,15,PCA,-10.575283626442907
90660,20160104,15,PM2.5,18.0
90666,20160104,16,PCA,-15.51592538960391
90666,20160104,16,PM2.5,17.0
90672,20160104,17,PCA,-19.740876326563903
90672,20160104,17,PM2.5,13.0
90678,20160104,18,PCA,-23.886803778179882
90678,20160104,18,PM2.5,15.0
90684,20160104,19,PCA,-29.750661393881742
90684,20160104,19,PM2.5,14.0
90690,20160104,20,PCA,-40.46855672690276
90690,20160104,20,PM2.5,12.0
