,date,hour,type,农展馆
137640,20161126,14,PM2.5,251.0
137646,20161126,15,PCA,316.23577812546796
137646,20161126,15,PM2.5,254.0
137652,20161126,16,PCA,258.02040538427
137652,20161126,16,PM2.5,174.0
137658,20161126,17,PCA,277.04766147684694
137658,20161126,17,PM2.5,194.0
137664,20161126,18,PCA,301.42250263541445
137664,20161126,18,PM2.5,228.0
137670,20161126,19,PCA,338.7971516064815
137670,20161126,19,PM2.5,282.0
137676,20161126,20,PCA,334.08151142893615
137676,20161126,20,PM2.5,275.0
137682,20161126,21,PCA,330.96345604203424
137682,20161126,21,PM2.5,271.0
137688,20161126,22,PCA,330.6290637220781
137688,20161126,22,PM2.5,273.0
137694,20161126,23,PCA,356.9599695091493
137694,20161126,23,PM2.5,309.0
137700,20161127,0,PCA,372.05442592838426
137700,20161127,0,PM2.5,333.0
137706,20161127,1,PCA,354.89713244389276
137706,20161127,1,PM2.5,310.0
137712,20161127,2,PCA,352.0289939045328
137712,20161127,2,PM2.5,308.0
137718,20161127,3,PCA,343.23091327234835
137718,20161127,3,PM2.5,296.0
137724,20161127,4,PCA,304.7352960569546
137724,20161127,4,PM2.5,243.0
137730,20161127,5,PCA,284.44579335650576
137730,20161127,5,PM2.5,220.0
137736,20161127,6,PCA,273.5379951511629
137736,20161127,6,PM2.5,211.0
137742,20161127,7,PCA,200.87184974667178
137742,20161127,7,PM2.5,118.0
137748,20161127,8,PCA,130.49190567344323
137748,20161127,8,PM2.5,37.0
137754,20161127,9,PCA,98.86858944927496
137754,20161127,9,PM2.5,15.0
137760,20161127,10,PCA,90.77089175591944
137760,20161127,10,PM2.5,14.0
137766,20161127,11,PCA,87.53132683665771
137766,20161127,11,PM2.5,13.0
137772,20161127,12,PCA,86.81205380134061
137772,20161127,12,PM2.5,7.0
137778,20161127,13,PCA,67.4460014359587
137778,20161127,13,PM2.5,10.0
137784,20161127,14,PCA,52.39365835995747
137784,20161127,14,PM2.5,12.0
137790,20161127,15,PCA,45.083940054623866
137790,20161127,15,PM2.5,12.0
137796,20161127,16,PCA,39.4241033818566
137796,20161127,16,PM2.5,10.0
137802,20161127,17,PCA,34.680516839494075
137802,20161127,17,PM2.5,8.0
137808,20161127,18,PCA,31.554378635601108
137808,20161127,18,PM2.5,6.0
137814,20161127,19,PCA,31.43862287605099
137814,20161127,19,PM2.5,16.0
137820,20161127,20,PCA,31.095387934657776
137820,20161127,20,PM2.5,24.0
137826,20161127,21,PCA,24.37649002043714
137826,20161127,21,PM2.5,22.0
137832,20161127,22,PCA,22.716555642394265
137832,20161127,22,PM2.5,29.0
137838,20161127,23,PCA,10.960357200141695
137838,20161127,23,PM2.5,28.0
137844,20161128,0,PCA,-9.91193972840553
137844,20161128,0,PM2.5,21.0
137850,20161128,1,PCA,-20.420756985963056
137850,20161128,1,PM2.5,15.0
137856,20161128,2,PCA,-18.763857628846917
137856,20161128,2,PM2.5,31.0
137862,20161128,3,PCA,-14.130979849273505
137862,20161128,3,PM2.5,50.0
137868,20161128,4,PCA,-16.765660509456374
137868,20161128,4,PM2.5,54.0
137874,20161128,5,PCA,-13.912969585564403
137874,20161128,5,PM2.5,68.0
137880,20161128,6,PCA,-27.384986184725136
137880,20161128,6,PM2.5,54.0
137886,20161128,7,PCA,-25.947931777014137
137886,20161128,7,PM2.5,57.0
137892,20161128,8,PCA,-10.209807502165212
137892,20161128,8,PM2.5,77.0
137898,20161128,9,PCA,-20.38256786479026
137898,20161128,9,PM2.5,63.0
137904,20161128,10,PCA,-26.612102360013125
137904,20161128,10,PM2.5,50.0
137910,20161128,11,PCA,-30.263983294156915
137910,20161128,11,PM2.5,50.0
137916,20161128,12,PCA,-35.14631144350424
137916,20161128,12,PM2.5,42.0
137922,20161128,13,PCA,-19.69900963609174
137922,20161128,13,PM2.5,59.0
137928,20161128,14,PCA,-5.828737264173419
137928,20161128,14,PM2.5,72.0
137934,20161128,15,PCA,5.9746740404444
137934,20161128,15,PM2.5,83.0
137940,20161128,16,PCA,20.855042445822765
137940,20161128,16,PM2.5,95.0
137946,20161128,17,PCA,25.12489857893746
137946,20161128,17,PM2.5,97.0
137952,20161128,18,PCA,29.197614757665168
137952,20161128,18,PM2.5,99.0
137958,20161128,19,PCA,39.11132208585876
137958,20161128,19,PM2.5,108.0
137964,20161128,20,PCA,66.02458154225673
137964,20161128,20,PM2.5,138.0
137970,20161128,21,PCA,64.90252996836813
137970,20161128,21,PM2.5,137.0
137976,20161128,22,PCA,42.667009460436645
137976,20161128,22,PM2.5,102.0
137982,20161128,23,PCA,34.885949393874526
137982,20161128,23,PM2.5,91.0
137988,20161129,0,PCA,49.28225723725057
137988,20161129,0,PM2.5,107.0
137994,20161129,1,PCA,53.5508191488375
137994,20161129,1,PM2.5,108.0
138000,20161129,2,PCA,46.83629183024813
138000,20161129,2,PM2.5,95.0
138006,20161129,3,PCA,34.99373968600817
138006,20161129,3,PM2.5,81.0
138012,20161129,4,PCA,27.344935728524835
138012,20161129,4,PM2.5,71.0
138018,20161129,5,PCA,25.555540665401303
138018,20161129,5,PM2.5,68.0
138024,20161129,6,PCA,14.314736802036313
138024,20161129,6,PM2.5,54.0
138030,20161129,7,PCA,16.034622627234217
138030,20161129,7,PM2.5,57.0
138036,20161129,8,PCA,15.881163477588814
138036,20161129,8,PM2.5,57.0
138042,20161129,9,PCA,16.30560548714604
138042,20161129,9,PM2.5,56.0
138048,20161129,10,PCA,33.656497376175565
138048,20161129,10,PM2.5,78.0
138054,20161129,11,PCA,74.79130038990304
138054,20161129,11,PM2.5,129.0
138060,20161129,12,PCA,95.79046644810305
138060,20161129,12,PM2.5,154.0
138066,20161129,13,PCA,89.51301877733313
138066,20161129,13,PM2.5,143.0
138072,20161129,14,PCA,65.77713817775677
138072,20161129,14,PM2.5,110.0
138078,20161129,15,PCA,50.31538604112204
138078,20161129,15,PM2.5,89.0
138084,20161129,16,PCA,55.10515836989376
138084,20161129,16,PM2.5,94.0
138090,20161129,17,PCA,54.480108206663125
138090,20161129,17,PM2.5,93.0
138096,20161129,18,PCA,57.15728400131867
138096,20161129,18,PM2.5,98.0
138102,20161129,19,PCA,49.53666083310687
138102,20161129,19,PM2.5,88.0
138108,20161129,20,PCA,43.063548923223614
138108,20161129,20,PM2.5,81.0
138114,20161129,21,PCA,53.61941980968856
138114,20161129,21,PM2.5,98.0
138120,20161129,22,PCA,48.267775979117594
138120,20161129,22,PM2.5,93.0
138126,20161129,23,PCA,29.714443424875377
138126,20161129,23,PM2.5,69.0
138132,20161130,0,PCA,27.14644183332097
138132,20161130,0,PM2.5,67.0
138138,20161130,1,PCA,30.3440628294666
138138,20161130,1,PM2.5,73.0
138144,20161130,2,PCA,31.450677429419283
138144,20161130,2,PM2.5,76.0
138150,20161130,3,PCA,33.871472216980465
138150,20161130,3,PM2.5,80.0
138156,20161130,4,PCA,36.87459600983507
138156,20161130,4,PM2.5,84.0
138162,20161130,5,PCA,35.426335849686666
138162,20161130,5,PM2.5,82.0
138168,20161130,6,PCA,39.31304332659545
138168,20161130,6,PM2.5,85.0
138174,20161130,7,PCA,46.24596731207854
138174,20161130,7,PM2.5,92.0
138180,20161130,8,PCA,65.81094605711455
138180,20161130,8,PM2.5,115.0
138186,20161130,9,PCA,76.8166263198014
138186,20161130,9,PM2.5,125.0
138192,20161130,10,PCA,98.20756615580082
138192,20161130,10,PM2.5,148.0
138198,20161130,11,PCA,114.28904775277776
138198,20161130,11,PM2.5,163.0
138204,20161130,12,PCA,148.38628485372243
138204,20161130,12,PM2.5,202.0
138210,20161130,13,PCA,153.67749529841245
138210,20161130,13,PM2.5,212.0
138216,20161130,14,PCA,120.93093942581653
138216,20161130,14,PM2.5,170.0
138240,20161130,18,PCA,-21.75923567389802
138240,20161130,18,PM2.5,5.0
138246,20161130,19,PCA,-24.38900238967145
138246,20161130,19,PM2.5,6.0
138252,20161130,20,PCA,-28.59836857757291
138252,20161130,20,PM2.5,3.0
138258,20161130,21,PCA,-28.370483255851276
138258,20161130,21,PM2.5,6.0
138264,20161130,22,PCA,-30.525324341811167
138264,20161130,22,PM2.5,10.0
138270,20161130,23,PCA,-28.31385279365127
138270,20161130,23,PM2.5,10.0
138276,20161201,0,PCA,-30.82420881885397
138276,20161201,0,PM2.5,6.0
138282,20161201,1,PCA,-36.43408669082781
138282,20161201,1,PM2.5,5.0
138288,20161201,2,PCA,-37.96268716813975
138288,20161201,2,PM2.5,7.0
138294,20161201,3,PCA,-38.17778028045357
138294,20161201,3,PM2.5,9.0
138300,20161201,4,PCA,-41.80416850544369
138300,20161201,4,PM2.5,8.0
138306,20161201,5,PCA,-45.67675492199872
138306,20161201,5,PM2.5,3.0
138312,20161201,6,PCA,-49.53253444632926
138312,20161201,6,PM2.5,3.0
138318,20161201,7,PCA,-47.654565864275746
138318,20161201,7,PM2.5,7.0
138324,20161201,8,PCA,-53.09788692599828
138324,20161201,8,PM2.5,8.0
138330,20161201,9,PCA,-54.65699719688348
138330,20161201,9,PM2.5,11.0
138336,20161201,10,PCA,-66.06125630113162
138336,20161201,10,PM2.5,5.0
138342,20161201,11,PCA,-74.08859370833805
138342,20161201,11,PM2.5,3.0
138348,20161201,12,PCA,-78.38578246684834
138348,20161201,12,PM2.5,5.0
138354,20161201,13,PCA,-83.96804795995025
138354,20161201,13,PM2.5,8.0
138360,20161201,14,PCA,-90.483384743055
138360,20161201,14,PM2.5,9.0
138366,20161201,15,PCA,-95.24225540574844
138366,20161201,15,PM2.5,7.0
138372,20161201,16,PCA,-96.91164449262342
138372,20161201,16,PM2.5,6.0
138378,20161201,17,PCA,-90.82874958788567
138378,20161201,17,PM2.5,9.0
138384,20161201,18,PCA,-59.25794311130064
138384,20161201,18,PM2.5,23.0
138390,20161201,19,PCA,-18.782229737815307
138390,20161201,19,PM2.5,75.0
138396,20161201,20,PCA,11.206848049933757
138396,20161201,20,PM2.5,101.0
138402,20161201,21,PCA,22.758692654804303
138402,20161201,21,PM2.5,109.0
138408,20161201,22,PCA,34.000217554149025
138408,20161201,22,PM2.5,122.0
138414,20161201,23,PCA,34.9505202826766
138414,20161201,23,PM2.5,132.0
138420,20161202,0,PCA,37.99934565416025
138420,20161202,0,PM2.5,135.0
138426,20161202,1,PCA,47.01837814420763
138426,20161202,1,PM2.5,145.0
138432,20161202,2,PCA,55.8865801312725
138432,20161202,2,PM2.5,150.0
138438,20161202,3,PCA,51.79079308290529
138438,20161202,3,PM2.5,139.0
138444,20161202,4,PCA,29.49499300851975
138444,20161202,4,PM2.5,106.0
138450,20161202,5,PCA,5.667223316307088
138450,20161202,5,PM2.5,73.0
138456,20161202,6,PCA,7.919818743198857
138456,20161202,6,PM2.5,73.0
138462,20161202,7,PCA,3.7748622160196117
138462,20161202,7,PM2.5,65.0
138468,20161202,8,PCA,-13.255043244073914
138468,20161202,8,PM2.5,39.0
138474,20161202,9,PCA,-16.760444970759877
138474,20161202,9,PM2.5,32.0
138480,20161202,10,PCA,-19.611477186059208
138480,20161202,10,PM2.5,28.0
138486,20161202,11,PCA,-18.706071310768145
138486,20161202,11,PM2.5,32.0
138492,20161202,12,PCA,-8.629552114800275
138492,20161202,12,PM2.5,45.0
138498,20161202,13,PCA,-7.4387512881348945
138498,20161202,13,PM2.5,45.0
138522,20161202,17,PCA,66.51255624531639
138522,20161202,17,PM2.5,110.0
138528,20161202,18,PCA,107.64580537073736
138528,20161202,18,PM2.5,162.0
138534,20161202,19,PCA,120.35861733425823
138534,20161202,19,PM2.5,176.0
138540,20161202,20,PCA,145.10522261019005
138540,20161202,20,PM2.5,205.0
138546,20161202,21,PCA,163.33432840289086
138546,20161202,21,PM2.5,225.0
138552,20161202,22,PCA,178.77371489437922
138552,20161202,22,PM2.5,241.0
138558,20161202,23,PCA,181.89288668222667
138558,20161202,23,PM2.5,240.0
138564,20161203,0,PCA,173.08248979008306
138564,20161203,0,PM2.5,221.0
138570,20161203,1,PCA,176.0789097683849
138570,20161203,1,PM2.5,219.0
138576,20161203,2,PCA,207.5940263903595
138576,20161203,2,PM2.5,258.0
138582,20161203,3,PCA,199.45002999970538
138582,20161203,3,PM2.5,242.0
138588,20161203,4,PCA,176.06792026109042
138588,20161203,4,PM2.5,205.0
138594,20161203,5,PCA,109.19104275750341
138594,20161203,5,PM2.5,113.0
138600,20161203,6,PCA,84.9456316777656
138600,20161203,6,PM2.5,79.0
138606,20161203,7,PCA,83.7678998715653
138606,20161203,7,PM2.5,76.0
138612,20161203,8,PCA,90.11973062619417
138612,20161203,8,PM2.5,83.0
138618,20161203,9,PCA,89.72382128506875
138618,20161203,9,PM2.5,79.0
138624,20161203,10,PCA,95.46894218955966
138624,20161203,10,PM2.5,83.0
138630,20161203,11,PCA,103.41974572677591
138630,20161203,11,PM2.5,90.0
138636,20161203,12,PCA,162.0836266570816
138636,20161203,12,PM2.5,164.0
138642,20161203,13,PCA,205.10824755166917
138642,20161203,13,PM2.5,213.0
138648,20161203,14,PCA,227.08182117823762
138648,20161203,14,PM2.5,234.0
138654,20161203,15,PCA,256.63781353380807
138654,20161203,15,PM2.5,271.0
138660,20161203,16,PCA,283.1917991913787
138660,20161203,16,PM2.5,302.0
138666,20161203,17,PCA,333.82902928755817
138666,20161203,17,PM2.5,366.0
138672,20161203,18,PCA,350.23885156467037
138672,20161203,18,PM2.5,382.0
138678,20161203,19,PCA,370.9991160995414
138678,20161203,19,PM2.5,403.0
138684,20161203,20,PCA,426.5547746366341
138684,20161203,20,PM2.5,471.0
138690,20161203,21,PCA,466.544802627711
138690,20161203,21,PM2.5,516.0
138696,20161203,22,PCA,485.3991343803053
138696,20161203,22,PM2.5,536.0
138702,20161203,23,PCA,504.11412982901555
138702,20161203,23,PM2.5,554.0
138708,20161204,0,PCA,500.2820278257997
138708,20161204,0,PM2.5,538.0
138714,20161204,1,PCA,503.0673709867512
138714,20161204,1,PM2.5,531.0
138720,20161204,2,PCA,516.7784810032249
138720,20161204,2,PM2.5,540.0
138726,20161204,3,PCA,512.9343807217457
138726,20161204,3,PM2.5,521.0
138732,20161204,4,PCA,516.8968980429236
138732,20161204,4,PM2.5,514.0
138738,20161204,5,PCA,492.1557798966868
138738,20161204,5,PM2.5,465.0
138744,20161204,6,PCA,463.1771780428359
138744,20161204,6,PM2.5,410.0
138750,20161204,7,PCA,426.5818369575572
138750,20161204,7,PM2.5,350.0
138756,20161204,8,PCA,432.10183218559933
138756,20161204,8,PM2.5,351.0
138762,20161204,9,PCA,412.9256605340755
138762,20161204,9,PM2.5,316.0
138768,20161204,10,PCA,381.1995262830709
138768,20161204,10,PM2.5,266.0
138774,20161204,11,PCA,361.44895929079007
138774,20161204,11,PM2.5,232.0
138780,20161204,12,PCA,330.83484923276296
138780,20161204,12,PM2.5,190.0
138786,20161204,13,PCA,305.4682104699447
138786,20161204,13,PM2.5,154.0
138792,20161204,14,PCA,285.3541257304995
138792,20161204,14,PM2.5,132.0
138798,20161204,15,PCA,270.1524620471704
138798,20161204,15,PM2.5,115.0
138804,20161204,16,PCA,254.0785027443056
138804,20161204,16,PM2.5,98.0
138810,20161204,17,PCA,268.98967973925556
138810,20161204,17,PM2.5,120.0
138816,20161204,18,PCA,278.6718248006357
138816,20161204,18,PM2.5,141.0
138822,20161204,19,PCA,343.6634726048962
138822,20161204,19,PM2.5,244.0
138828,20161204,20,PCA,350.75285573420757
138828,20161204,20,PM2.5,261.0
138834,20161204,21,PCA,348.7069335516431
138834,20161204,21,PM2.5,270.0
138840,20161204,22,PCA,333.2764469320512
138840,20161204,22,PM2.5,260.0
138846,20161204,23,PCA,317.0047047645304
138846,20161204,23,PM2.5,249.0
138852,20161205,0,PCA,299.2942119669404
138852,20161205,0,PM2.5,238.0
138858,20161205,1,PCA,184.27923393794822
138858,20161205,1,PM2.5,101.0
138864,20161205,2,PCA,156.0128154326463
138864,20161205,2,PM2.5,79.0
138870,20161205,3,PCA,144.1713465706462
138870,20161205,3,PM2.5,77.0
138876,20161205,4,PCA,135.11416763308006
138876,20161205,4,PM2.5,78.0
138882,20161205,5,PCA,122.40628225913787
138882,20161205,5,PM2.5,71.0
138888,20161205,6,PCA,108.9544560757088
138888,20161205,6,PM2.5,65.0
138894,20161205,7,PCA,100.90377559617288
138894,20161205,7,PM2.5,64.0
138900,20161205,8,PCA,91.99862669420104
138900,20161205,8,PM2.5,66.0
138906,20161205,9,PCA,52.68342933640381
138906,20161205,9,PM2.5,33.0
138912,20161205,10,PCA,27.042603160318343
138912,20161205,10,PM2.5,19.0
138918,20161205,11,PCA,10.648331581137647
138918,20161205,11,PM2.5,11.0
138924,20161205,12,PCA,-1.2173881209058184
138924,20161205,12,PM2.5,8.0
138930,20161205,13,PCA,-8.282778699358122
138930,20161205,13,PM2.5,7.0
138936,20161205,14,PCA,-9.366889989867428
138936,20161205,14,PM2.5,12.0
138942,20161205,15,PCA,-18.208548799989934
138942,20161205,15,PM2.5,5.0
138948,20161205,16,PCA,-19.172673792872946
138948,20161205,16,PM2.5,8.0
138954,20161205,17,PCA,-22.692419082929504
138954,20161205,17,PM2.5,7.0
138960,20161205,18,PCA,-25.296718226742275
138960,20161205,18,PM2.5,6.0
138966,20161205,19,PCA,-24.69221690847199
138966,20161205,19,PM2.5,10.0
138972,20161205,20,PCA,-21.719556936626034
138972,20161205,20,PM2.5,17.0
138978,20161205,21,PCA,-25.08295272933222
138978,20161205,21,PM2.5,20.0
138984,20161205,22,PCA,-27.58374853827309
138984,20161205,22,PM2.5,25.0
138990,20161205,23,PCA,-27.07652260864275
138990,20161205,23,PM2.5,37.0
138996,20161206,0,PCA,-42.195992141196506
138996,20161206,0,PM2.5,25.0
139002,20161206,1,PCA,-39.320984527021615
139002,20161206,1,PM2.5,34.0
139008,20161206,2,PCA,-43.91183180641152
139008,20161206,2,PM2.5,32.0
139014,20161206,3,PCA,-36.968574628066
139014,20161206,3,PM2.5,45.0
139020,20161206,4,PCA,-49.43086560224221
139020,20161206,4,PM2.5,30.0
139026,20161206,5,PCA,-52.29941510395119
139026,20161206,5,PM2.5,31.0
139032,20161206,6,PCA,-46.21301790121537
139032,20161206,6,PM2.5,38.0
139038,20161206,7,PCA,-20.010721540476286
139038,20161206,7,PM2.5,66.0
139044,20161206,8,PCA,-4.423510879731624
139044,20161206,8,PM2.5,86.0
139050,20161206,9,PCA,5.5069913215600454
139050,20161206,9,PM2.5,97.0
139056,20161206,10,PCA,6.4110712775746865
139056,20161206,10,PM2.5,93.0
139062,20161206,11,PCA,14.154536580609475
139062,20161206,11,PM2.5,98.0
139068,20161206,12,PCA,11.74780682782105
139068,20161206,12,PM2.5,92.0
139074,20161206,13,PCA,15.55624355311422
139074,20161206,13,PM2.5,95.0
139080,20161206,14,PCA,40.87781737285079
139080,20161206,14,PM2.5,117.0
139086,20161206,15,PCA,67.14674755155019
139086,20161206,15,PM2.5,144.0
139092,20161206,16,PCA,57.199156864385934
139092,20161206,16,PM2.5,132.0
139098,20161206,17,PCA,41.4793411295719
139098,20161206,17,PM2.5,109.0
139104,20161206,18,PCA,40.851716154558986
139104,20161206,18,PM2.5,102.0
139110,20161206,19,PCA,54.13092531762499
139110,20161206,19,PM2.5,116.0
139116,20161206,20,PCA,98.69092094974755
139116,20161206,20,PM2.5,167.0
139122,20161206,21,PCA,130.18894385530365
139122,20161206,21,PM2.5,203.0
139128,20161206,22,PCA,123.20174579736246
139128,20161206,22,PM2.5,186.0
139134,20161206,23,PCA,114.2758321270416
139134,20161206,23,PM2.5,168.0
139140,20161207,0,PCA,117.98497325777853
139140,20161207,0,PM2.5,166.0
139146,20161207,1,PCA,134.31768501366932
139146,20161207,1,PM2.5,177.0
139152,20161207,2,PCA,130.58080741322746
139152,20161207,2,PM2.5,166.0
139158,20161207,3,PCA,137.9270321325055
139158,20161207,3,PM2.5,171.0
139164,20161207,4,PCA,129.3303582269068
139164,20161207,4,PM2.5,154.0
139170,20161207,5,PCA,113.25807110070488
139170,20161207,5,PM2.5,130.0
139176,20161207,6,PCA,87.41332994797082
139176,20161207,6,PM2.5,94.0
139182,20161207,7,PCA,63.80153547794375
139182,20161207,7,PM2.5,64.0
139188,20161207,8,PCA,69.27891281095258
139188,20161207,8,PM2.5,70.0
139194,20161207,9,PCA,86.8035884061638
139194,20161207,9,PM2.5,93.0
139200,20161207,10,PCA,124.61165455759473
139200,20161207,10,PM2.5,145.0
139206,20161207,11,PCA,141.04549169595828
139206,20161207,11,PM2.5,166.0
139212,20161207,12,PCA,131.37906381738765
139212,20161207,12,PM2.5,147.0
139218,20161207,13,PCA,120.28223649618919
139218,20161207,13,PM2.5,132.0
139224,20161207,14,PCA,92.87901256615828
139224,20161207,14,PM2.5,97.0
139242,20161207,17,PCA,158.47222309076403
139242,20161207,17,PM2.5,172.0
139248,20161207,18,PCA,164.3260422283629
139248,20161207,18,PM2.5,175.0
139254,20161207,19,PCA,163.03761056282045
139254,20161207,19,PM2.5,169.0
139260,20161207,20,PCA,169.73346006166173
139260,20161207,20,PM2.5,178.0
139266,20161207,21,PCA,159.74754166125777
139266,20161207,21,PM2.5,169.0
139272,20161207,22,PCA,142.05357825066304
139272,20161207,22,PM2.5,149.0
139278,20161207,23,PCA,155.94779006202896
139278,20161207,23,PM2.5,171.0
139284,20161208,0,PCA,177.9268853831511
139284,20161208,0,PM2.5,201.0
139290,20161208,1,PCA,186.96223741240368
139290,20161208,1,PM2.5,210.0
139296,20161208,2,PCA,188.19985203227327
139296,20161208,2,PM2.5,209.0
139302,20161208,3,PCA,197.8389771975272
139302,20161208,3,PM2.5,220.0
139308,20161208,4,PCA,207.14580634748813
139308,20161208,4,PM2.5,230.0
139314,20161208,5,PCA,204.11242535342427
139314,20161208,5,PM2.5,227.0
139320,20161208,6,PCA,202.51313404889424
139320,20161208,6,PM2.5,222.0
139326,20161208,7,PCA,191.23433094185486
139326,20161208,7,PM2.5,203.0
139332,20161208,8,PCA,198.07281616011238
139332,20161208,8,PM2.5,205.0
139338,20161208,9,PCA,194.99259238243715
139338,20161208,9,PM2.5,194.0
139344,20161208,10,PCA,173.07259878999398
139344,20161208,10,PM2.5,160.0
139350,20161208,11,PCA,66.56789552301758
139350,20161208,11,PM2.5,34.0
139356,20161208,12,PCA,35.38945017175984
139356,20161208,12,PM2.5,6.0
139362,20161208,13,PCA,34.86932349221239
139362,20161208,13,PM2.5,10.0
139368,20161208,14,PCA,29.101920584665958
139368,20161208,14,PM2.5,5.0
139374,20161208,15,PCA,26.531237473549297
139374,20161208,15,PM2.5,8.0
139380,20161208,16,PCA,18.24767651102031
139380,20161208,16,PM2.5,3.0
139386,20161208,17,PCA,17.900531342622024
139386,20161208,17,PM2.5,7.0
139392,20161208,18,PCA,10.067822300257221
139392,20161208,18,PM2.5,6.0
139398,20161208,19,PCA,10.060960990331884
139398,20161208,19,PM2.5,11.0
139404,20161208,20,PCA,5.689050206166173
139404,20161208,20,PM2.5,15.0
139410,20161208,21,PCA,-2.508448830699428
139410,20161208,21,PM2.5,13.0
139416,20161208,22,PCA,-12.40200216847391
139416,20161208,22,PM2.5,8.0
139422,20161208,23,PCA,-22.970205394456336
139422,20161208,23,PM2.5,3.0
139428,20161209,0,PCA,-29.731164762070428
139428,20161209,0,PM2.5,3.0
139434,20161209,1,PCA,-37.80820153131651
139434,20161209,1,PM2.5,3.0
139440,20161209,2,PCA,-41.69424279349264
139440,20161209,2,PM2.5,5.0
139446,20161209,3,PCA,-42.955872672201906
139446,20161209,3,PM2.5,7.0
139452,20161209,4,PCA,-56.762086521064205
139452,20161209,4,PM2.5,6.0
139458,20161209,5,PCA,-61.21481359238667
139458,20161209,5,PM2.5,10.0
139464,20161209,6,PCA,-65.80523023080528
139464,20161209,6,PM2.5,9.0
139470,20161209,7,PCA,-70.79477214699332
139470,20161209,7,PM2.5,4.0
139476,20161209,8,PCA,-71.80424614543568
139476,20161209,8,PM2.5,6.0
139482,20161209,9,PCA,-67.4824420598172
139482,20161209,9,PM2.5,14.0
139488,20161209,10,PCA,-79.49614689961517
139488,20161209,10,PM2.5,12.0
139494,20161209,11,PCA,-86.25078886661083
139494,20161209,11,PM2.5,11.0
139518,20161209,15,PCA,-87.06139562665963
139518,20161209,15,PM2.5,16.0
139524,20161209,16,PCA,-73.16782499078462
139524,20161209,16,PM2.5,21.0
139530,20161209,17,PCA,-53.9807410397021
139530,20161209,17,PM2.5,36.0
139536,20161209,18,PCA,-44.05946384012734
139536,20161209,18,PM2.5,40.0
139542,20161209,19,PCA,-38.4803265603397
139542,20161209,19,PM2.5,44.0
139548,20161209,20,PCA,-32.944610010439604
139548,20161209,20,PM2.5,52.0
139554,20161209,21,PCA,-31.64387040107864
139554,20161209,21,PM2.5,57.0
139560,20161209,22,PCA,-34.41526429267221
139560,20161209,22,PM2.5,53.0
139566,20161209,23,PCA,-32.91421233589495
139566,20161209,23,PM2.5,55.0
139572,20161210,0,PCA,-28.18383735857429
139572,20161210,0,PM2.5,59.0
139578,20161210,1,PCA,-19.44254705814796
139578,20161210,1,PM2.5,67.0
139584,20161210,2,PCA,14.093521132511041
139584,20161210,2,PM2.5,105.0
139590,20161210,3,PCA,14.859663418379798
139590,20161210,3,PM2.5,105.0
139596,20161210,4,PCA,-18.677935839768928
139596,20161210,4,PM2.5,60.0
139602,20161210,5,PCA,-30.833211299099496
139602,20161210,5,PM2.5,43.0
139608,20161210,6,PCA,-35.86486959532184
139608,20161210,6,PM2.5,35.0
139614,20161210,7,PCA,-47.260210934720874
139614,20161210,7,PM2.5,20.0
139620,20161210,8,PCA,-48.376505630869914
139620,20161210,8,PM2.5,18.0
139626,20161210,9,PCA,-47.625506070062286
139626,20161210,9,PM2.5,20.0
139632,20161210,10,PCA,-45.69953434832737
139632,20161210,10,PM2.5,25.0
139638,20161210,11,PCA,-42.824917970557216
139638,20161210,11,PM2.5,31.0
139644,20161210,12,PCA,-42.582761799927056
139644,20161210,12,PM2.5,30.0
139650,20161210,13,PCA,-37.80081872348116
139650,20161210,13,PM2.5,39.0
139656,20161210,14,PCA,-31.207503984732185
139656,20161210,14,PM2.5,45.0
139662,20161210,15,PCA,-39.709713985912344
139662,20161210,15,PM2.5,34.0
139668,20161210,16,PCA,-30.30694059408918
139668,20161210,16,PM2.5,40.0
139674,20161210,17,PCA,-19.817937391345374
139674,20161210,17,PM2.5,47.0
139680,20161210,18,PCA,-13.089077892411545
139680,20161210,18,PM2.5,52.0
139686,20161210,19,PCA,-9.066682474640874
139686,20161210,19,PM2.5,56.0
139692,20161210,20,PCA,-8.789411537673823
139692,20161210,20,PM2.5,58.0
139698,20161210,21,PCA,2.026243547527765
139698,20161210,21,PM2.5,71.0
139704,20161210,22,PCA,8.61762166768668
139704,20161210,22,PM2.5,80.0
139710,20161210,23,PCA,14.62778787740711
139710,20161210,23,PM2.5,87.0
139716,20161211,0,PCA,31.193059757897792
139716,20161211,0,PM2.5,108.0
139722,20161211,1,PCA,59.61621563294422
139722,20161211,1,PM2.5,141.0
139728,20161211,2,PCA,88.89584784888225
139728,20161211,2,PM2.5,176.0
139734,20161211,3,PCA,108.7240228406845
139734,20161211,3,PM2.5,199.0
139740,20161211,4,PCA,115.5560796307927
139740,20161211,4,PM2.5,203.0
139746,20161211,5,PCA,130.41892245416525
139746,20161211,5,PM2.5,218.0
139752,20161211,6,PCA,143.98222451736626
139752,20161211,6,PM2.5,233.0
139758,20161211,7,PCA,141.73252109392715
139758,20161211,7,PM2.5,221.0
139764,20161211,8,PCA,138.58214090611568
139764,20161211,8,PM2.5,208.0
139770,20161211,9,PCA,150.3720477741487
139770,20161211,9,PM2.5,215.0
139776,20161211,10,PCA,153.8474706789421
139776,20161211,10,PM2.5,207.0
139782,20161211,11,PCA,171.4663887667903
139782,20161211,11,PM2.5,218.0
