,date,hour,type,怀柔
141570,20161223,21,PM2.5,31.0
141576,20161223,22,PCA,-43.0627347788148
141576,20161223,22,PM2.5,44.0
141582,20161223,23,PCA,-24.484149820212636
141582,20161223,23,PM2.5,61.0
141588,20161224,0,PCA,-45.918656335778955
141588,20161224,0,PM2.5,36.0
141594,20161224,1,PCA,-48.4030700702603
141594,20161224,1,PM2.5,33.0
141600,20161224,2,PCA,-43.16395092010591
141600,20161224,2,PM2.5,41.0
141606,20161224,3,PCA,-46.16102493674315
141606,20161224,3,PM2.5,37.0
141612,20161224,4,PCA,-46.933580796284005
141612,20161224,4,PM2.5,34.0
141618,20161224,5,PCA,-44.20412617423479
141618,20161224,5,PM2.5,35.0
141624,20161224,6,PCA,-41.680055619414624
141624,20161224,6,PM2.5,37.0
141630,20161224,7,PCA,-37.36968001945947
141630,20161224,7,PM2.5,39.0
141636,20161224,8,PCA,-22.74497694247782
141636,20161224,8,PM2.5,56.0
141642,20161224,9,PCA,-26.660601297114077
141642,20161224,9,PM2.5,50.0
141648,20161224,10,PCA,-23.999752830088536
141648,20161224,10,PM2.5,51.0
141654,20161224,11,PCA,-3.25468254885438
141654,20161224,11,PM2.5,74.0
141660,20161224,12,PCA,-5.26538125390279
141660,20161224,12,PM2.5,68.0
141666,20161224,13,PCA,1.8518868862833722
141666,20161224,13,PM2.5,73.0
141672,20161224,14,PCA,16.692596918861472
141672,20161224,14,PM2.5,90.0
141678,20161224,15,PCA,26.06561696761469
141678,20161224,15,PM2.5,99.0
141684,20161224,16,PCA,38.22629612391542
141684,20161224,16,PM2.5,112.0
141690,20161224,17,PCA,50.25628972798379
141690,20161224,17,PM2.5,121.0
141696,20161224,18,PCA,60.91724213928529
141696,20161224,18,PM2.5,131.0
141702,20161224,19,PCA,78.27143747414655
141702,20161224,19,PM2.5,150.0
141708,20161224,20,PCA,83.09484573485805
141708,20161224,20,PM2.5,152.0
141714,20161224,21,PCA,79.67240475769576
141714,20161224,21,PM2.5,142.0
141720,20161224,22,PCA,79.8813164960709
141720,20161224,22,PM2.5,138.0
141726,20161224,23,PCA,77.24366610095294
141726,20161224,23,PM2.5,131.0
141732,20161225,0,PCA,79.71180838120492
141732,20161225,0,PM2.5,129.0
141804,20161225,12,PCA,111.27704408032088
141804,20161225,12,PM2.5,129.0
141810,20161225,13,PCA,107.48344879537501
141810,20161225,13,PM2.5,120.0
141816,20161225,14,PCA,107.7469860735235
141816,20161225,14,PM2.5,115.0
141822,20161225,15,PCA,114.2276726615027
141822,20161225,15,PM2.5,123.0
141828,20161225,16,PCA,119.32342673232554
141828,20161225,16,PM2.5,129.0
141834,20161225,17,PCA,121.32504436077238
141834,20161225,17,PM2.5,131.0
141840,20161225,18,PCA,125.00788357828539
141840,20161225,18,PM2.5,137.0
141846,20161225,19,PCA,147.25615115994165
141846,20161225,19,PM2.5,168.0
141852,20161225,20,PCA,138.7036288329363
141852,20161225,20,PM2.5,155.0
141858,20161225,21,PCA,142.86851673015084
141858,20161225,21,PM2.5,161.0
141864,20161225,22,PCA,139.93450694074394
141864,20161225,22,PM2.5,156.0
141870,20161225,23,PCA,132.41574120108783
141870,20161225,23,PM2.5,144.0
141876,20161226,0,PCA,127.46121006928075
141876,20161226,0,PM2.5,137.0
141882,20161226,1,PCA,127.16506887627283
141882,20161226,1,PM2.5,138.0
141888,20161226,2,PCA,122.13533651572692
141888,20161226,2,PM2.5,133.0
141894,20161226,3,PCA,126.40908469929299
141894,20161226,3,PM2.5,139.0
141900,20161226,4,PCA,97.07377616388153
141900,20161226,4,PM2.5,98.0
141906,20161226,5,PCA,44.1374843589164
141906,20161226,5,PM2.5,26.0
141912,20161226,6,PCA,28.458746600961238
141912,20161226,6,PM2.5,12.0
141918,20161226,7,PCA,22.615923729015243
141918,20161226,7,PM2.5,9.0
141924,20161226,8,PCA,14.95848874261829
141924,20161226,8,PM2.5,4.0
141930,20161226,9,PCA,16.498508625693017
141930,20161226,9,PM2.5,11.0
141936,20161226,10,PCA,11.95601374486939
141936,20161226,10,PM2.5,11.0
141942,20161226,11,PCA,3.7947701015817206
141942,20161226,11,PM2.5,6.0
141948,20161226,12,PCA,1.0973623064604876
141948,20161226,12,PM2.5,9.0
141954,20161226,13,PCA,-3.314745473349131
141954,20161226,13,PM2.5,9.0
141960,20161226,14,PCA,-6.2006977969867085
141960,20161226,14,PM2.5,10.0
141966,20161226,15,PCA,-13.252712426924539
141966,20161226,15,PM2.5,5.0
141972,20161226,16,PCA,-17.477955949076254
141972,20161226,16,PM2.5,6.0
141978,20161226,17,PCA,-18.782221531592036
141978,20161226,17,PM2.5,10.0
141984,20161226,18,PCA,-18.507214586036326
141984,20161226,18,PM2.5,15.0
141990,20161226,19,PCA,-21.558205444478507
141990,20161226,19,PM2.5,20.0
141996,20161226,20,PCA,-25.825473855968227
141996,20161226,20,PM2.5,19.0
142002,20161226,21,PCA,-34.808891429886735
142002,20161226,21,PM2.5,17.0
142008,20161226,22,PCA,-39.86098137861959
142008,20161226,22,PM2.5,17.0
142014,20161226,23,PCA,-43.53854258333765
142014,20161226,23,PM2.5,19.0
142020,20161227,0,PCA,-52.546847513635534
142020,20161227,0,PM2.5,15.0
142026,20161227,1,PCA,-58.09079814330243
142026,20161227,1,PM2.5,15.0
142032,20161227,2,PCA,-63.01147669727955
142032,20161227,2,PM2.5,15.0
142038,20161227,3,PCA,-66.81509438743547
142038,20161227,3,PM2.5,17.0
142044,20161227,4,PCA,-72.65893167634138
142044,20161227,4,PM2.5,14.0
142050,20161227,5,PCA,-71.36146417996945
142050,20161227,5,PM2.5,16.0
142056,20161227,6,PCA,-72.28945403205704
142056,20161227,6,PM2.5,12.0
142062,20161227,7,PCA,-70.7916952184079
142062,20161227,7,PM2.5,12.0
142068,20161227,8,PCA,-67.39308124169713
142068,20161227,8,PM2.5,15.0
142074,20161227,9,PCA,-60.94469955419939
142074,20161227,9,PM2.5,22.0
142080,20161227,10,PCA,-67.25889450298972
142080,20161227,10,PM2.5,13.0
142086,20161227,11,PCA,-64.1857987694233
142086,20161227,11,PM2.5,17.0
142092,20161227,12,PCA,-66.59579217881387
142092,20161227,12,PM2.5,15.0
142098,20161227,13,PCA,-69.91034878257271
142098,20161227,13,PM2.5,12.0
142104,20161227,14,PCA,-70.60834677187509
142104,20161227,14,PM2.5,12.0
142110,20161227,15,PCA,-66.35232086206037
142110,20161227,15,PM2.5,15.0
142116,20161227,16,PCA,-66.76691197085232
142116,20161227,16,PM2.5,14.0
142122,20161227,17,PCA,-62.29051605756179
142122,20161227,17,PM2.5,14.0
142128,20161227,18,PCA,-45.3015710847837
142128,20161227,18,PM2.5,26.0
142134,20161227,19,PCA,-34.103132498320086
142134,20161227,19,PM2.5,44.0
142140,20161227,20,PCA,-26.359570727015694
142140,20161227,20,PM2.5,58.0
142146,20161227,21,PCA,-37.45534800028956
142146,20161227,21,PM2.5,41.0
142152,20161227,22,PCA,-37.550490418499436
142152,20161227,22,PM2.5,38.0
142158,20161227,23,PCA,-36.96420241957239
142158,20161227,23,PM2.5,39.0
142164,20161228,0,PCA,-26.02174520490301
142164,20161228,0,PM2.5,49.0
142170,20161228,1,PCA,-20.206766666990408
142170,20161228,1,PM2.5,57.0
142176,20161228,2,PCA,1.0587037096153156
142176,20161228,2,PM2.5,85.0
142182,20161228,3,PCA,14.360525907600815
142182,20161228,3,PM2.5,103.0
142188,20161228,4,PCA,5.1087523031874476
142188,20161228,4,PM2.5,88.0
142194,20161228,5,PCA,-1.2218148723180542
142194,20161228,5,PM2.5,80.0
142200,20161228,6,PCA,-3.5561683174259326
142200,20161228,6,PM2.5,76.0
142206,20161228,7,PCA,6.788645330130964
142206,20161228,7,PM2.5,87.0
142212,20161228,8,PCA,12.910919057771281
142212,20161228,8,PM2.5,90.0
142218,20161228,9,PCA,46.60994599099375
142218,20161228,9,PM2.5,130.0
142224,20161228,10,PCA,60.73713354940063
142224,20161228,10,PM2.5,142.0
142230,20161228,11,PCA,41.94266373799404
142230,20161228,11,PM2.5,112.0
142236,20161228,12,PCA,2.3386389521679036
142236,20161228,12,PM2.5,55.0
142242,20161228,13,PCA,-13.785122779472534
142242,20161228,13,PM2.5,33.0
142248,20161228,14,PCA,-21.794457915693986
142248,20161228,14,PM2.5,20.0
142302,20161228,23,PCA,-38.231658208463124
142302,20161228,23,PM2.5,6.0
142308,20161229,0,PCA,-39.795665648016886
142308,20161229,0,PM2.5,7.0
142314,20161229,1,PCA,-26.624356007251784
142314,20161229,1,PM2.5,25.0
142320,20161229,2,PCA,-35.85395487113425
142320,20161229,2,PM2.5,14.0
142326,20161229,3,PCA,-34.33276089154507
142326,20161229,3,PM2.5,15.0
142332,20161229,4,PCA,-38.12281710068213
142332,20161229,4,PM2.5,13.0
142338,20161229,5,PCA,-38.577552554702685
142338,20161229,5,PM2.5,13.0
142344,20161229,6,PCA,-39.818761095711785
142344,20161229,6,PM2.5,13.0
142350,20161229,7,PCA,-41.73815536729194
142350,20161229,7,PM2.5,12.0
142356,20161229,8,PCA,-40.83397214580004
142356,20161229,8,PM2.5,18.0
142362,20161229,9,PCA,-48.098645866000886
142362,20161229,9,PM2.5,19.0
142368,20170101,22,PCA,615.532491946867
142368,20170101,22,PM2.5,496.0
142374,20170101,23,PCA,601.2146148586113
142374,20170101,23,PM2.5,474.0
142380,20170102,0,PCA,584.2769095132336
142380,20170102,0,PM2.5,449.0
142386,20170102,1,PCA,528.7352546742729
142386,20170102,1,PM2.5,424.0
142392,20170102,2,PCA,464.46570903090264
142392,20170102,2,PM2.5,369.0
142398,20170102,3,PCA,371.2831289357458
142398,20170102,3,PM2.5,300.0
142404,20170102,4,PCA,326.5438715073312
142404,20170102,4,PM2.5,269.0
142410,20170102,5,PCA,359.2751549809439
142410,20170102,5,PM2.5,293.0
142416,20170102,6,PCA,225.06709410539278
142416,20170102,6,PM2.5,197.0
142422,20170102,7,PCA,110.43046987087548
142422,20170102,7,PM2.5,122.0
142428,20170102,8,PCA,121.69248627108773
142428,20170102,8,PM2.5,129.0
142434,20170102,9,PCA,75.28037551485393
142434,20170102,9,PM2.5,101.0
142440,20170102,10,PCA,6.200980497573114
142440,20170102,10,PM2.5,59.0
142446,20170102,11,PCA,-3.734458491417123
142446,20170102,11,PM2.5,53.0
142452,20170102,12,PCA,-45.82497701911198
142452,20170102,12,PM2.5,29.0
142458,20170102,13,PCA,-68.21847737532914
142458,20170102,13,PM2.5,13.0
142464,20170102,14,PCA,-67.6905744273511
142464,20170102,14,PM2.5,13.0
142470,20170102,15,PCA,-67.9194039942744
142470,20170102,15,PM2.5,12.0
142476,20170102,16,PCA,-46.96855580688017
142476,20170102,16,PM2.5,26.0
142482,20170102,17,PCA,101.951088255504
142482,20170102,17,PM2.5,113.0
142488,20170102,18,PCA,232.53837880715696
142488,20170102,18,PM2.5,194.0
142494,20170102,19,PCA,328.3576575601549
142494,20170102,19,PM2.5,262.0
142500,20170102,20,PCA,338.2286691995904
142500,20170102,20,PM2.5,269.0
142506,20170102,21,PCA,391.49444706962663
142506,20170102,21,PM2.5,307.0
142512,20170102,22,PCA,312.80890172952104
142512,20170102,22,PM2.5,255.0
142518,20170102,23,PCA,244.91528557002408
142518,20170102,23,PM2.5,210.0
142524,20170103,0,PCA,199.51634908725381
142524,20170103,0,PM2.5,179.0
142530,20170103,1,PCA,169.8610660038126
142530,20170103,1,PM2.5,160.0
142536,20170103,2,PCA,162.38055651942
142536,20170103,2,PM2.5,156.0
142542,20170103,3,PCA,157.68621444029588
142542,20170103,3,PM2.5,153.0
142548,20170103,4,PCA,155.2330226464265
142548,20170103,4,PM2.5,151.0
142554,20170103,5,PCA,150.50384001142018
142554,20170103,5,PM2.5,148.0
142560,20170103,6,PCA,143.67863772497387
142560,20170103,6,PM2.5,144.0
142566,20170103,7,PCA,145.33159211699635
142566,20170103,7,PM2.5,144.0
142572,20170103,8,PCA,151.78157428238765
142572,20170103,8,PM2.5,148.0
142578,20170103,9,PCA,155.40888073784635
142578,20170103,9,PM2.5,151.0
142584,20170103,10,PCA,159.5586035039802
142584,20170103,10,PM2.5,153.0
142590,20170103,11,PCA,117.34586729195158
142590,20170103,11,PM2.5,127.0
142596,20170103,12,PCA,117.96422132021428
142596,20170103,12,PM2.5,127.0
142602,20170103,13,PCA,105.87765568652884
142602,20170103,13,PM2.5,120.0
142608,20170103,14,PCA,93.96346176207014
142608,20170103,14,PM2.5,113.0
142614,20170103,15,PCA,87.89451343082857
142614,20170103,15,PM2.5,109.0
142620,20170103,16,PCA,85.82046733272361
142620,20170103,16,PM2.5,108.0
142626,20170103,17,PCA,85.55607050156944
142626,20170103,17,PM2.5,106.0
142632,20170103,18,PCA,112.45641375567324
142632,20170103,18,PM2.5,120.0
142638,20170103,19,PCA,209.31973058526847
142638,20170103,19,PM2.5,182.0
142644,20170103,20,PCA,324.14717836937933
142644,20170103,20,PM2.5,262.0
142650,20170103,21,PCA,404.2538417450958
142650,20170103,21,PM2.5,319.0
142656,20170103,22,PCA,368.03389403671576
142656,20170103,22,PM2.5,295.0
142662,20170103,23,PCA,267.35957831017777
142662,20170103,23,PM2.5,226.0
142668,20170104,0,PCA,307.4327726591813
142668,20170104,0,PM2.5,253.0
142674,20170104,1,PCA,330.488699568663
142674,20170104,1,PM2.5,269.0
142680,20170104,2,PCA,262.039550399286
142680,20170104,2,PM2.5,222.0
142686,20170104,3,PCA,151.17522062443058
142686,20170104,3,PM2.5,147.0
142692,20170104,4,PCA,112.046149726042
142692,20170104,4,PM2.5,125.0
142698,20170104,5,PCA,99.32841372454571
142698,20170104,5,PM2.5,118.0
142704,20170104,6,PCA,64.66910217169624
142704,20170104,6,PM2.5,97.0
142710,20170104,7,PCA,55.51123508815412
142710,20170104,7,PM2.5,91.0
142716,20170104,8,PCA,44.53392508355659
142716,20170104,8,PM2.5,84.0
142722,20170104,9,PCA,29.837874613485738
142722,20170104,9,PM2.5,75.0
142728,20170104,10,PCA,4.649647333471827
142728,20170104,10,PM2.5,57.0
142734,20170104,11,PCA,5.385348561729226
142734,20170104,11,PM2.5,58.0
142740,20170104,12,PCA,-11.046264270474655
142740,20170104,12,PM2.5,48.0
142746,20170104,13,PCA,10.878747361835746
142746,20170104,13,PM2.5,62.0
142752,20170104,14,PCA,176.73062920299128
142752,20170104,14,PM2.5,162.0
142770,20170104,17,PCA,303.2897008974084
142770,20170104,17,PM2.5,246.0
142776,20170104,18,PCA,313.29177953905713
142776,20170104,18,PM2.5,253.0
142782,20170104,19,PCA,330.8880647772277
142782,20170104,19,PM2.5,267.0
142788,20170104,20,PCA,364.85462341587396
142788,20170104,20,PM2.5,290.0
142794,20170104,21,PCA,487.09195287326884
142794,20170104,21,PM2.5,381.0
142800,20170104,22,PCA,498.3949427697282
142800,20170104,22,PM2.5,393.0
142806,20170104,23,PCA,439.05378545534364
142806,20170104,23,PM2.5,345.0
142812,20170105,0,PCA,401.2980493602235
142812,20170105,0,PM2.5,318.0
142818,20170105,1,PCA,415.47889263303483
142818,20170105,1,PM2.5,330.0
142824,20170105,2,PCA,398.2482879331937
142824,20170105,2,PM2.5,305.0
142830,20170105,3,PCA,319.1207334604401
142830,20170105,3,PM2.5,247.0
142836,20170105,4,PCA,300.72596871157504
142836,20170105,4,PM2.5,249.0
142842,20170105,5,PCA,366.4348955519109
142842,20170105,5,PM2.5,295.0
142848,20170105,6,PCA,442.7713357540156
142848,20170105,6,PM2.5,336.0
142854,20170105,7,PCA,368.4646643676432
142854,20170105,7,PM2.5,296.0
142860,20170105,8,PCA,331.4103062867826
142860,20170105,8,PM2.5,270.0
142866,20170105,9,PCA,411.55623086413664
142866,20170105,9,PM2.5,327.0
142872,20170105,10,PCA,416.6816653638144
142872,20170105,10,PM2.5,331.0
142878,20170105,11,PCA,385.39366621824615
142878,20170105,11,PM2.5,309.0
142884,20170105,12,PCA,392.1024685022363
142884,20170105,12,PM2.5,314.0
142902,20170105,15,PCA,133.66809571185084
142902,20170105,15,PM2.5,138.0
142938,20170105,21,PCA,62.2403056688876
142938,20170105,21,PM2.5,95.0
142944,20170105,22,PCA,208.60328118288638
142944,20170105,22,PM2.5,185.0
142950,20170105,23,PCA,129.13184630691393
142950,20170105,23,PM2.5,135.0
142956,20170106,0,PCA,83.70874566764967
142956,20170106,0,PM2.5,109.0
142962,20170106,1,PCA,84.8413224596988
142962,20170106,1,PM2.5,110.0
142968,20170106,2,PCA,95.07501035228056
142968,20170106,2,PM2.5,116.0
142974,20170106,3,PCA,134.11801420044173
142974,20170106,3,PM2.5,137.0
142980,20170106,4,PCA,114.33485489439087
142980,20170106,4,PM2.5,126.0
142986,20170106,5,PCA,114.03861191841253
142986,20170106,5,PM2.5,126.0
142992,20170106,6,PCA,120.49843886812478
142992,20170106,6,PM2.5,130.0
142998,20170106,7,PCA,120.49909438826906
142998,20170106,7,PM2.5,130.0
143004,20170106,8,PCA,100.71069092106399
143004,20170106,8,PM2.5,119.0
143010,20170106,9,PCA,117.89905729846659
143010,20170106,9,PM2.5,129.0
143016,20170106,10,PCA,148.58451093199199
143016,20170106,10,PM2.5,146.0
143022,20170106,11,PCA,151.774228431582
143022,20170106,11,PM2.5,148.0
143028,20170106,12,PCA,150.94890634570902
143028,20170106,12,PM2.5,148.0
143034,20170106,13,PCA,157.31293195818992
143034,20170106,13,PM2.5,151.0
143040,20170106,14,PCA,187.02885746153527
143040,20170106,14,PM2.5,171.0
143046,20170106,15,PCA,209.20615587713849
143046,20170106,15,PM2.5,186.0
143052,20170106,16,PCA,200.19649230863615
143052,20170106,16,PM2.5,180.0
143058,20170106,17,PCA,207.92622442856776
143058,20170106,17,PM2.5,184.0
143064,20170106,18,PCA,229.5671580963034
143064,20170106,18,PM2.5,198.0
143070,20170106,19,PCA,274.56636107876375
143070,20170106,19,PM2.5,231.0
143076,20170106,20,PCA,237.8362255104336
143076,20170106,20,PM2.5,207.0
143082,20170106,21,PCA,226.56957318184982
143082,20170106,21,PM2.5,200.0
143088,20170106,22,PCA,226.49303663795467
143088,20170106,22,PM2.5,200.0
143094,20170106,23,PCA,204.109522948908
143094,20170106,23,PM2.5,185.0
143100,20170107,0,PCA,202.56659873337483
143100,20170107,0,PM2.5,184.0
143106,20170107,1,PCA,196.55736533534568
143106,20170107,1,PM2.5,180.0
143112,20170107,2,PCA,174.3213369130914
143112,20170107,2,PM2.5,165.0
143118,20170107,3,PCA,176.2270655047531
143118,20170107,3,PM2.5,167.0
143124,20170107,4,PCA,179.71565433267736
143124,20170107,4,PM2.5,170.0
143130,20170107,5,PCA,182.80390572909502
143130,20170107,5,PM2.5,171.0
143136,20170107,6,PCA,153.76788283000133
143136,20170107,6,PM2.5,149.0
143142,20170107,7,PCA,135.04911776809124
143142,20170107,7,PM2.5,138.0
143148,20170107,8,PCA,130.4696271058334
143148,20170107,8,PM2.5,135.0
143154,20170107,9,PCA,136.0328588858792
143154,20170107,9,PM2.5,139.0
143160,20170107,10,PCA,141.95904470042493
143160,20170107,10,PM2.5,143.0
143166,20170107,11,PCA,128.74250428703454
143166,20170107,11,PM2.5,135.0
143172,20170107,12,PCA,123.60939929992844
143172,20170107,12,PM2.5,132.0
143178,20170107,13,PCA,121.83530121824842
143178,20170107,13,PM2.5,131.0
143184,20170107,14,PCA,106.23506305615797
143184,20170107,14,PM2.5,123.0
143190,20170107,15,PCA,118.76541636802735
143190,20170107,15,PM2.5,130.0
143196,20170107,16,PCA,118.42194416570949
143196,20170107,16,PM2.5,129.0
143202,20170107,17,PCA,113.80253678166966
143202,20170107,17,PM2.5,126.0
143208,20170107,18,PCA,99.96343847886153
143208,20170107,18,PM2.5,118.0
143214,20170107,19,PCA,113.913363628454
143214,20170107,19,PM2.5,126.0
143220,20170107,20,PCA,135.57498246234013
143220,20170107,20,PM2.5,139.0
143226,20170107,21,PCA,113.01283533792184
143226,20170107,21,PM2.5,126.0
143232,20170107,22,PCA,125.58376089171752
143232,20170107,22,PM2.5,133.0
143238,20170107,23,PCA,135.57498246234013
143238,20170107,23,PM2.5,139.0
143244,20170108,0,PCA,150.32126604009366
143244,20170108,0,PM2.5,148.0
143250,20170108,1,PCA,133.12962206196966
143250,20170108,1,PM2.5,138.0
143256,20170108,2,PCA,116.23880970083395
143256,20170108,2,PM2.5,128.0
143262,20170108,3,PCA,122.06688949695176
143262,20170108,3,PM2.5,132.0
143268,20170108,4,PCA,-31.772351707588346
143268,20170108,4,PM2.5,38.0
143274,20170108,5,PCA,-56.53802836232928
143274,20170108,5,PM2.5,24.0
143280,20170108,6,PCA,-65.00436614988807
143280,20170108,6,PM2.5,19.0
143286,20170108,7,PCA,-68.24770612617786
143286,20170108,7,PM2.5,17.0
143292,20170108,8,PCA,-59.69245637904209
143292,20170108,8,PM2.5,22.0
143298,20170108,9,PCA,-56.27911862545057
143298,20170108,9,PM2.5,24.0
143304,20170108,10,PCA,-55.95835798063513
143304,20170108,10,PM2.5,24.0
143310,20170108,11,PCA,-46.953640758528344
143310,20170108,11,PM2.5,28.0
143316,20170108,12,PCA,-29.713182059940415
143316,20170108,12,PM2.5,37.0
143322,20170108,13,PCA,-37.627366221311064
143322,20170108,13,PM2.5,33.0
143328,20170108,14,PCA,-52.42078470564251
143328,20170108,14,PM2.5,25.0
143334,20170108,15,PCA,-42.37549973445387
143334,20170108,15,PM2.5,31.0
143340,20170108,16,PCA,-40.226727722736314
143340,20170108,16,PM2.5,32.0
143346,20170108,17,PCA,-29.321511290122594
143346,20170108,17,PM2.5,37.0
143352,20170108,18,PCA,-18.278751182087625
143352,20170108,18,PM2.5,43.0
143358,20170108,19,PCA,-31.412267481461008
143358,20170108,19,PM2.5,36.0
143364,20170108,20,PCA,-71.76239440351715
143364,20170108,20,PM2.5,14.0
143370,20170108,21,PCA,-74.64316572679367
143370,20170108,21,PM2.5,9.0
143376,20170108,22,PCA,-74.50766794779771
143376,20170108,22,PM2.5,7.0
143382,20170108,23,PCA,-77.93596474441274
143382,20170108,23,PM2.5,3.0
143388,20170109,0,PCA,-76.08977494292108
143388,20170109,0,PM2.5,7.0
143394,20170109,1,PCA,-79.28895542606595
143394,20170109,1,PM2.5,4.0
143400,20170109,2,PCA,-78.10478046993275
143400,20170109,2,PM2.5,7.0
143406,20170109,3,PCA,-78.65151691567225
143406,20170109,3,PM2.5,5.0
143412,20170109,4,PCA,-83.12173588239332
143412,20170109,4,PM2.5,7.0
143418,20170109,5,PCA,-80.46341946576558
143418,20170109,5,PM2.5,8.0
143424,20170109,6,PCA,-78.55913099943908
143424,20170109,6,PM2.5,9.0
143430,20170109,7,PCA,-63.031882157947415
143430,20170109,7,PM2.5,15.0
143436,20170109,8,PCA,-54.6521798067224
143436,20170109,8,PM2.5,18.0
143442,20170109,9,PCA,-60.652225970890896
143442,20170109,9,PM2.5,18.0
143448,20170109,10,PCA,-69.33845830213994
143448,20170109,10,PM2.5,16.0
143454,20170109,11,PCA,-76.2442006722659
