,date,hour,type,怀柔
138288,20161201,2,PCA,-23.95336600136492
138288,20161201,2,PM2.5,5.0
138294,20161201,3,PCA,-28.98626132143495
138294,20161201,3,PM2.5,3.0
138300,20161201,4,PCA,-32.757075892032766
138300,20161201,4,PM2.5,3.0
138306,20161201,5,PCA,-31.106429892397074
138306,20161201,5,PM2.5,7.0
138312,20161201,6,PCA,-31.660664287525357
138312,20161201,6,PM2.5,9.0
138318,20161201,7,PCA,-32.88904976023517
138318,20161201,7,PM2.5,11.0
138324,20161201,8,PCA,-28.125987702295188
138324,20161201,8,PM2.5,20.0
138330,20161201,9,PCA,-27.637556971512243
138330,20161201,9,PM2.5,24.0
138336,20161201,10,PCA,-34.2131049975406
138336,20161201,10,PM2.5,21.0
138342,20161201,11,PCA,-43.49165744717561
138342,20161201,11,PM2.5,15.0
138348,20161201,12,PCA,-49.24997066841716
138348,20161201,12,PM2.5,13.0
138354,20161201,13,PCA,-58.33094487359586
138354,20161201,13,PM2.5,6.0
138360,20161201,14,PCA,-60.67089469368579
138360,20161201,14,PM2.5,8.0
138366,20161201,15,PCA,-66.00704704307333
138366,20161201,15,PM2.5,9.0
138372,20161201,16,PCA,-73.49430719518112
138372,20161201,16,PM2.5,8.0
138378,20161201,17,PCA,-69.94028723686148
138378,20161201,17,PM2.5,14.0
138384,20161201,18,PCA,-54.22391029085215
138384,20161201,18,PM2.5,23.0
138390,20161201,19,PCA,-53.39012008489078
138390,20161201,19,PM2.5,33.0
138396,20161201,20,PCA,-53.09015276951841
138396,20161201,20,PM2.5,33.0
138402,20161201,21,PCA,-48.54260943342343
138402,20161201,21,PM2.5,40.0
138408,20161201,22,PCA,-51.367700727323545
138408,20161201,22,PM2.5,34.0
138414,20161201,23,PCA,-51.51354554741018
138414,20161201,23,PM2.5,34.0
138420,20161202,0,PCA,-55.56401934662175
138420,20161202,0,PM2.5,27.0
138426,20161202,1,PCA,-55.82522550732283
138426,20161202,1,PM2.5,26.0
138432,20161202,2,PCA,-54.46943208310207
138432,20161202,2,PM2.5,28.0
138438,20161202,3,PCA,-57.575366843063236
138438,20161202,3,PM2.5,23.0
138444,20161202,4,PCA,-59.64635130764212
138444,20161202,4,PM2.5,19.0
138450,20161202,5,PCA,-59.49859905022281
138450,20161202,5,PM2.5,18.0
138456,20161202,6,PCA,-59.34953575251492
138456,20161202,6,PM2.5,17.0
138462,20161202,7,PCA,-56.68227427920927
138462,20161202,7,PM2.5,18.0
138468,20161202,8,PCA,-52.24168007858664
138468,20161202,8,PM2.5,22.0
138474,20161202,9,PCA,-49.80093402277818
138474,20161202,9,PM2.5,28.0
138480,20161202,10,PCA,-51.231657166162876
138480,20161202,10,PM2.5,28.0
138486,20161202,11,PCA,-54.885133093406935
138486,20161202,11,PM2.5,23.0
138492,20161202,12,PCA,-51.74003485280308
138492,20161202,12,PM2.5,27.0
138498,20161202,13,PCA,-45.35385400486454
138498,20161202,13,PM2.5,33.0
138504,20161202,14,PCA,-38.039980842111945
138504,20161202,14,PM2.5,41.0
138510,20161202,15,PCA,-26.773170755488128
138510,20161202,15,PM2.5,52.0
138516,20161202,16,PCA,-18.404846623196182
138516,20161202,16,PM2.5,59.0
138522,20161202,17,PCA,-7.642045817499228
138522,20161202,17,PM2.5,65.0
138528,20161202,18,PCA,17.676001549953796
138528,20161202,18,PM2.5,100.0
138534,20161202,19,PCA,19.831819532574283
138534,20161202,19,PM2.5,104.0
138540,20161202,20,PCA,14.585461672418612
138540,20161202,20,PM2.5,96.0
138546,20161202,21,PCA,2.4543846291124343
138546,20161202,21,PM2.5,78.0
138552,20161202,22,PCA,0.400765320938858
138552,20161202,22,PM2.5,73.0
138558,20161202,23,PCA,0.8539611972793293
138558,20161202,23,PM2.5,72.0
138564,20161203,0,PCA,-0.2937834192649865
138564,20161203,0,PM2.5,69.0
138570,20161203,1,PCA,-3.307418784709006
138570,20161203,1,PM2.5,62.0
138576,20161203,2,PCA,-0.2937135538583239
138576,20161203,2,PM2.5,64.0
138582,20161203,3,PCA,0.55620195612358
138582,20161203,3,PM2.5,63.0
138588,20161203,4,PCA,1.9882988679000468
138588,20161203,4,PM2.5,63.0
138594,20161203,5,PCA,6.3539704866621936
138594,20161203,5,PM2.5,64.0
138600,20161203,6,PCA,6.1159750164850815
138600,20161203,6,PM2.5,63.0
138606,20161203,7,PCA,10.165208097787179
138606,20161203,7,PM2.5,66.0
138612,20161203,8,PCA,10.693259790191913
138612,20161203,8,PM2.5,63.0
138618,20161203,9,PCA,14.678837041893848
138618,20161203,9,PM2.5,68.0
138624,20161203,10,PCA,18.84454268782044
138624,20161203,10,PM2.5,71.0
138630,20161203,11,PCA,17.66316328853118
138630,20161203,11,PM2.5,68.0
138636,20161203,12,PCA,25.386072377506892
138636,20161203,12,PM2.5,75.0
138642,20161203,13,PCA,41.40675304809072
138642,20161203,13,PM2.5,94.0
138648,20161203,14,PCA,82.47694210178945
138648,20161203,14,PM2.5,146.0
138654,20161203,15,PCA,108.4394348472517
138654,20161203,15,PM2.5,176.0
138660,20161203,16,PCA,139.70403478449305
138660,20161203,16,PM2.5,209.0
138666,20161203,17,PCA,149.27110672669735
138666,20161203,17,PM2.5,214.0
138672,20161203,18,PCA,204.21564176863757
138672,20161203,18,PM2.5,281.0
138678,20161203,19,PCA,317.5544820977344
138678,20161203,19,PM2.5,428.0
138684,20161203,20,PCA,317.2882219646084
138684,20161203,20,PM2.5,413.0
138690,20161203,21,PCA,263.8763727735287
138690,20161203,21,PM2.5,322.0
138696,20161203,22,PCA,255.89460448999586
138696,20161203,22,PM2.5,297.0
138702,20161203,23,PCA,244.31144094415285
138702,20161203,23,PM2.5,270.0
138708,20161204,0,PCA,236.68673809257865
138708,20161204,0,PM2.5,251.0
138714,20161204,1,PCA,266.4472757417445
138714,20161204,1,PM2.5,287.0
138720,20161204,2,PCA,252.1574207082985
138720,20161204,2,PM2.5,262.0
138726,20161204,3,PCA,235.9605537054112
138726,20161204,3,PM2.5,231.0
138732,20161204,4,PCA,226.7850172797298
138732,20161204,4,PM2.5,210.0
138738,20161204,5,PCA,222.26645796958843
138738,20161204,5,PM2.5,196.0
138744,20161204,6,PCA,219.64946290179344
138744,20161204,6,PM2.5,186.0
138750,20161204,7,PCA,236.14108010747174
138750,20161204,7,PM2.5,205.0
138756,20161204,8,PCA,232.83268536865984
138756,20161204,8,PM2.5,196.0
138762,20161204,9,PCA,230.4499464704023
138762,20161204,9,PM2.5,186.0
138768,20161204,10,PCA,225.4934983244896
138768,20161204,10,PM2.5,174.0
138774,20161204,11,PCA,203.45224957302875
138774,20161204,11,PM2.5,139.0
138780,20161204,12,PCA,199.24508849316476
138780,20161204,12,PM2.5,129.0
138786,20161204,13,PCA,204.61318552607725
138786,20161204,13,PM2.5,135.0
138792,20161204,14,PCA,201.35671597902152
138792,20161204,14,PM2.5,130.0
138798,20161204,15,PCA,175.55872809942286
138798,20161204,15,PM2.5,97.0
138804,20161204,16,PCA,156.03282020097768
138804,20161204,16,PM2.5,74.0
138810,20161204,17,PCA,165.6303809250774
138810,20161204,17,PM2.5,88.0
138816,20161204,18,PCA,163.68166232185632
138816,20161204,18,PM2.5,93.0
138822,20161204,19,PCA,241.00241893293236
138822,20161204,19,PM2.5,214.0
138828,20161204,20,PCA,224.2419692893994
138828,20161204,20,PM2.5,203.0
138834,20161204,21,PCA,217.5351071326379
138834,20161204,21,PM2.5,200.0
138840,20161204,22,PCA,209.62387400128904
138840,20161204,22,PM2.5,195.0
138846,20161204,23,PCA,179.4274037406742
138846,20161204,23,PM2.5,159.0
138852,20161205,0,PCA,151.2617811936855
138852,20161205,0,PM2.5,124.0
138858,20161205,1,PCA,143.43924809241136
138858,20161205,1,PM2.5,121.0
138864,20161205,2,PCA,131.49108738161544
138864,20161205,2,PM2.5,110.0
138870,20161205,3,PCA,132.39235771400791
138870,20161205,3,PM2.5,116.0
138876,20161205,4,PCA,151.9208287268937
138876,20161205,4,PM2.5,145.0
138882,20161205,5,PCA,136.0459838050161
138882,20161205,5,PM2.5,129.0
138888,20161205,6,PCA,122.4321976348991
138888,20161205,6,PM2.5,110.0
138894,20161205,7,PCA,90.5107894257427
138894,20161205,7,PM2.5,72.0
138900,20161205,8,PCA,67.19736897669003
138900,20161205,8,PM2.5,46.0
138906,20161205,9,PCA,56.104153389172396
138906,20161205,9,PM2.5,42.0
138912,20161205,10,PCA,45.19551866265891
138912,20161205,10,PM2.5,37.0
138918,20161205,11,PCA,20.748739916277266
138918,20161205,11,PM2.5,10.0
138924,20161205,12,PCA,11.154296188451406
138924,20161205,12,PM2.5,3.0
138930,20161205,13,PCA,5.856749063584827
138930,20161205,13,PM2.5,3.0
138936,20161205,14,PCA,0.8967313428948797
138936,20161205,14,PM2.5,3.0
138942,20161205,15,PCA,-1.4606625126203492
138942,20161205,15,PM2.5,4.0
138948,20161205,16,PCA,-1.149065685799246
138948,20161205,16,PM2.5,3.5
138954,20161205,17,PCA,-5.568429389298107
138954,20161205,17,PM2.5,3.0
138960,20161205,18,PCA,-8.888304995538178
138960,20161205,18,PM2.5,3.0
138966,20161205,19,PCA,-16.863778997288755
138966,20161205,19,PM2.5,3.0
138972,20161205,20,PCA,-15.020514401889903
138972,20161205,20,PM2.5,10.0
138978,20161205,21,PCA,-18.764980869028108
138978,20161205,21,PM2.5,19.0
138984,20161205,22,PCA,-28.92582699710971
138984,20161205,22,PM2.5,11.0
138990,20161205,23,PCA,-26.312769112155838
138990,20161205,23,PM2.5,21.0
138996,20161206,0,PCA,-39.69945584350499
138996,20161206,0,PM2.5,16.0
139002,20161206,1,PCA,-48.16147243765325
139002,20161206,1,PM2.5,11.0
139008,20161206,2,PCA,-48.99355492572014
139008,20161206,2,PM2.5,15.0
139014,20161206,3,PCA,-49.885189279545806
139014,20161206,3,PM2.5,14.0
139020,20161206,4,PCA,-58.89027527525004
139020,20161206,4,PM2.5,10.0
139026,20161206,5,PCA,-62.64424220746667
139026,20161206,5,PM2.5,12.0
139032,20161206,6,PCA,-68.4324173950263
139032,20161206,6,PM2.5,11.0
139038,20161206,7,PCA,-68.23447215408586
139038,20161206,7,PM2.5,15.0
139044,20161206,8,PCA,-60.20821951407655
139044,20161206,8,PM2.5,25.0
139050,20161206,9,PCA,-65.55595962246424
139050,20161206,9,PM2.5,20.0
139056,20161206,10,PCA,-60.9955134735253
139056,20161206,10,PM2.5,25.0
139062,20161206,11,PCA,-36.40726904572994
139062,20161206,11,PM2.5,44.0
139068,20161206,12,PCA,-34.81498498696693
139068,20161206,12,PM2.5,47.0
139074,20161206,13,PCA,-28.146429603508007
139074,20161206,13,PM2.5,55.0
139080,20161206,14,PCA,-26.3210605300753
139080,20161206,14,PM2.5,54.0
139086,20161206,15,PCA,-26.79272250149706
139086,20161206,15,PM2.5,50.0
139092,20161206,16,PCA,-11.669966223444426
139092,20161206,16,PM2.5,63.0
139098,20161206,17,PCA,16.208802788153196
139098,20161206,17,PM2.5,84.0
139104,20161206,18,PCA,42.388311978671666
139104,20161206,18,PM2.5,120.0
139110,20161206,19,PCA,47.242629272923764
139110,20161206,19,PM2.5,127.0
139116,20161206,20,PCA,25.24493581716198
139116,20161206,20,PM2.5,95.0
139122,20161206,21,PCA,16.879841818742616
139122,20161206,21,PM2.5,83.0
139128,20161206,22,PCA,13.381521645719193
139128,20161206,22,PM2.5,77.0
139134,20161206,23,PCA,9.521558478484378
139134,20161206,23,PM2.5,71.0
139152,20161207,2,PCA,-0.5369134094570869
139152,20161207,2,PM2.5,56.0
139158,20161207,3,PCA,0.5227862401843978
139158,20161207,3,PM2.5,56.0
139164,20161207,4,PCA,-2.379217099959481
139164,20161207,4,PM2.5,48.0
139170,20161207,5,PCA,-0.43978203225650414
139170,20161207,5,PM2.5,49.0
139176,20161207,6,PCA,-5.040521776243373
139176,20161207,6,PM2.5,39.0
139182,20161207,7,PCA,-8.696702268087574
139182,20161207,7,PM2.5,33.0
139188,20161207,8,PCA,-3.381585218899296
139188,20161207,8,PM2.5,40.0
139194,20161207,9,PCA,3.189479278963582
139194,20161207,9,PM2.5,48.0
139200,20161207,10,PCA,36.5623278237623
139200,20161207,10,PM2.5,90.0
139206,20161207,11,PCA,75.36777668578726
139206,20161207,11,PM2.5,141.0
139212,20161207,12,PCA,79.97611352884226
139212,20161207,12,PM2.5,141.0
139218,20161207,13,PCA,96.3433488113219
139218,20161207,13,PM2.5,159.0
139224,20161207,14,PCA,100.12514933526548
139224,20161207,14,PM2.5,158.0
139230,20161207,15,PCA,69.88210623162385
139230,20161207,15,PM2.5,114.0
139236,20161207,16,PCA,61.81243832599552
139236,20161207,16,PM2.5,99.0
139242,20161207,17,PCA,72.53876274459226
139242,20161207,17,PM2.5,111.0
139248,20161207,18,PCA,84.36459415736608
139248,20161207,18,PM2.5,126.0
139254,20161207,19,PCA,106.17330398627878
139254,20161207,19,PM2.5,159.0
139260,20161207,20,PCA,93.47105079347114
139260,20161207,20,PM2.5,139.0
139266,20161207,21,PCA,92.53004991645574
139266,20161207,21,PM2.5,135.0
139272,20161207,22,PCA,91.58904903944025
139272,20161207,22,PM2.5,131.0
139278,20161207,23,PCA,93.45566563086332
139278,20161207,23,PM2.5,131.0
139284,20161208,0,PCA,88.58083039747248
139284,20161208,0,PM2.5,122.0
139290,20161208,1,PCA,90.02266614008055
139290,20161208,1,PM2.5,122.0
139296,20161208,2,PCA,90.06451366011804
139296,20161208,2,PM2.5,121.0
139302,20161208,3,PCA,92.06143893050755
139302,20161208,3,PM2.5,120.0
139308,20161208,4,PCA,98.54291002713776
139308,20161208,4,PM2.5,124.0
139314,20161208,5,PCA,105.51768238700964
139314,20161208,5,PM2.5,130.0
139320,20161208,6,PCA,105.9332578688508
139320,20161208,6,PM2.5,125.0
139326,20161208,7,PCA,113.28180176434138
139326,20161208,7,PM2.5,129.0
139332,20161208,8,PCA,121.74065809002369
139332,20161208,8,PM2.5,134.0
139338,20161208,9,PCA,132.11095503403163
139338,20161208,9,PM2.5,145.0
139344,20161208,10,PCA,148.00418884289658
139344,20161208,10,PM2.5,161.0
139350,20161208,11,PCA,120.72705295146385
139350,20161208,11,PM2.5,125.0
139356,20161208,12,PCA,27.009564956771154
139356,20161208,12,PM2.5,3.0
139362,20161208,13,PCA,20.918729136938087
139362,20161208,13,PM2.5,4.0
139368,20161208,14,PCA,13.359675259264526
139368,20161208,14,PM2.5,3.0
139374,20161208,15,PCA,10.870292910896861
139374,20161208,15,PM2.5,5.0
139380,20161208,16,PCA,5.657163298263987
139380,20161208,16,PM2.5,3.0
139386,20161208,17,PCA,2.931516696334588
139386,20161208,17,PM2.5,5.0
139392,20161208,18,PCA,0.9111535689468595
139392,20161208,18,PM2.5,8.0
139398,20161208,19,PCA,-5.629141674608901
139398,20161208,19,PM2.5,7.0
139404,20161208,20,PCA,-11.869488901739718
139404,20161208,20,PM2.5,6.0
139410,20161208,21,PCA,-14.831976855327559
139410,20161208,21,PM2.5,9.0
139416,20161208,22,PCA,-21.259616236813887
139416,20161208,22,PM2.5,6.0
139422,20161208,23,PCA,-29.04296610152551
139422,20161208,23,PM2.5,3.0
139428,20161209,0,PCA,-28.03420970814571
139428,20161209,0,PM2.5,8.0
139434,20161209,1,PCA,-37.659733312487866
139434,20161209,1,PM2.5,3.0
139440,20161209,2,PCA,-41.16830219167096
139440,20161209,2,PM2.5,4.0
139446,20161209,3,PCA,-40.44446444931351
139446,20161209,3,PM2.5,7.0
139452,20161209,4,PCA,-48.25949104455797
139452,20161209,4,PM2.5,6.0
139458,20161209,5,PCA,-51.97542985035034
139458,20161209,5,PM2.5,8.0
139464,20161209,6,PCA,-49.65387054970178
139464,20161209,6,PM2.5,13.0
139470,20161209,7,PCA,-47.13377974105327
139470,20161209,7,PM2.5,20.0
139476,20161209,8,PCA,-51.62250157286072
139476,20161209,8,PM2.5,21.0
139482,20161209,9,PCA,-61.451806938648645
139482,20161209,9,PM2.5,18.0
139488,20161209,10,PCA,-67.84100868201564
139488,20161209,10,PM2.5,18.0
139494,20161209,11,PCA,-77.01597870348671
139494,20161209,11,PM2.5,10.0
139518,20161209,15,PCA,-77.61949880833679
139518,20161209,15,PM2.5,6.0
139524,20161209,16,PCA,-78.28114848510086
139524,20161209,16,PM2.5,6.0
139530,20161209,17,PCA,-78.94462763412251
139530,20161209,17,PM2.5,7.0
139536,20161209,18,PCA,-58.71196768809854
139536,20161209,18,PM2.5,14.0
139542,20161209,19,PCA,-42.03165893817048
139542,20161209,19,PM2.5,45.0
139548,20161209,20,PCA,-58.944704502195165
139548,20161209,20,PM2.5,31.0
139554,20161209,21,PCA,-65.25434972018343
139554,20161209,21,PM2.5,23.0
139560,20161209,22,PCA,-63.10615480656259
139560,20161209,22,PM2.5,25.0
139566,20161209,23,PCA,-55.25370768121689
139566,20161209,23,PM2.5,32.0
139572,20161210,0,PCA,-57.450407664804345
139572,20161210,0,PM2.5,30.0
139578,20161210,1,PCA,-61.68584994059251
139578,20161210,1,PM2.5,25.0
139584,20161210,2,PCA,-63.100719241111406
139584,20161210,2,PM2.5,22.0
139590,20161210,3,PCA,-61.91078214882744
139590,20161210,3,PM2.5,23.0
139596,20161210,4,PCA,-64.28626436063333
139596,20161210,4,PM2.5,18.0
139602,20161210,5,PCA,-61.55841158739496
139602,20161210,5,PM2.5,19.0
139608,20161210,6,PCA,-64.18231498440545
139608,20161210,6,PM2.5,13.0
139614,20161210,7,PCA,-63.29936017477786
139614,20161210,7,PM2.5,15.0
139620,20161210,8,PCA,-61.20779161920002
139620,20161210,8,PM2.5,18.0
139626,20161210,9,PCA,-58.225734397769166
139626,20161210,9,PM2.5,22.0
139632,20161210,10,PCA,-58.4317305559867
139632,20161210,10,PM2.5,23.0
139638,20161210,11,PCA,-61.97474795307141
139638,20161210,11,PM2.5,19.0
139644,20161210,12,PCA,-64.81919026275708
139644,20161210,12,PM2.5,14.0
139650,20161210,13,PCA,-65.91406472979602
139650,20161210,13,PM2.5,12.0
139656,20161210,14,PCA,-68.05985353003504
139656,20161210,14,PM2.5,7.0
139662,20161210,15,PCA,-63.992520893163366
139662,20161210,15,PM2.5,11.0
139668,20161210,16,PCA,-62.20587843848257
139668,20161210,16,PM2.5,11.0
139674,20161210,17,PCA,-56.43995951311184
139674,20161210,17,PM2.5,17.0
139680,20161210,18,PCA,-53.1483263963577
139680,20161210,18,PM2.5,21.0
139686,20161210,19,PCA,-38.42275854074797
139686,20161210,19,PM2.5,46.0
139692,20161210,20,PCA,-42.58486482223212
139692,20161210,20,PM2.5,39.0
139698,20161210,21,PCA,-50.59184441153102
139698,20161210,21,PM2.5,28.0
139704,20161210,22,PCA,-42.884444522032034
139704,20161210,22,PM2.5,38.0
139710,20161210,23,PCA,-39.28773295495116
139710,20161210,23,PM2.5,41.0
139716,20161211,0,PCA,-35.955524448240155
139716,20161211,0,PM2.5,43.0
139722,20161211,1,PCA,-37.75557603451013
139722,20161211,1,PM2.5,43.0
139728,20161211,2,PCA,-39.565645603882665
139728,20161211,2,PM2.5,39.0
139734,20161211,3,PCA,-40.29916788523249
139734,20161211,3,PM2.5,37.0
139740,20161211,4,PCA,-38.25329034923135
139740,20161211,4,PM2.5,37.0
139746,20161211,5,PCA,-40.67405059674172
139746,20161211,5,PM2.5,37.0
139752,20161211,6,PCA,-41.56190415484897
139752,20161211,6,PM2.5,35.0
139758,20161211,7,PCA,-33.18479231506627
139758,20161211,7,PM2.5,42.0
139764,20161211,8,PCA,-32.61930843630894
139764,20161211,8,PM2.5,41.0
139770,20161211,9,PCA,-23.45623531894268
139770,20161211,9,PM2.5,53.0
139776,20161211,10,PCA,-19.438937450579694
139776,20161211,10,PM2.5,57.0
139782,20161211,11,PCA,-12.388970494180452
139782,20161211,11,PM2.5,64.0
139788,20161211,12,PCA,12.737581617099464
139788,20161211,12,PM2.5,93.0
139794,20161211,13,PCA,34.460377504551865
139794,20161211,13,PM2.5,117.0
139800,20161211,14,PCA,39.784720337075356
139800,20161211,14,PM2.5,120.0
139806,20161211,15,PCA,53.053723673138215
139806,20161211,15,PM2.5,131.0
139812,20161211,16,PCA,64.60907209430631
139812,20161211,16,PM2.5,140.0
139818,20161211,17,PCA,77.66478109062125
139818,20161211,17,PM2.5,149.0
139824,20161211,18,PCA,106.1906239294243
139824,20161211,18,PM2.5,182.0
139830,20161211,19,PCA,114.63163625624678
139830,20161211,19,PM2.5,187.0
139836,20161211,20,PCA,116.3312211393102
139836,20161211,20,PM2.5,183.0
140976,20161219,18,PCA,66.39213629961122
140976,20161219,18,PM2.5,82.0
140982,20161219,19,PCA,92.2321688728878
140982,20161219,19,PM2.5,126.0
140988,20161219,20,PCA,82.45578253983412
140988,20161219,20,PM2.5,117.0
140994,20161219,21,PCA,84.69025070028319
140994,20161219,21,PM2.5,121.0
141000,20161219,22,PCA,240.21041834731676
141000,20161219,22,PM2.5,332.0
141006,20161219,23,PCA,264.1838513191178
141006,20161219,23,PM2.5,358.0
141012,20161220,0,PCA,199.2032089216471
141012,20161220,0,PM2.5,256.0
141018,20161220,1,PCA,164.0398061797276
141018,20161220,1,PM2.5,204.0
141024,20161220,2,PCA,123.79661620440471
141024,20161220,2,PM2.5,144.0
141030,20161220,3,PCA,316.72362856640007
141030,20161220,3,PM2.5,410.0
141036,20161220,4,PCA,275.1795669550355
141036,20161220,4,PM2.5,331.0
141042,20161220,5,PCA,249.79133338067402
141042,20161220,5,PM2.5,283.0
141048,20161220,6,PCA,250.69891874484833
141048,20161220,6,PM2.5,276.0
141054,20161220,7,PCA,253.851799541185
141054,20161220,7,PM2.5,273.0
141060,20161220,8,PCA,268.68495459070056
141060,20161220,8,PM2.5,287.0
141066,20161220,9,PCA,276.8866915968944
141066,20161220,9,PM2.5,290.0
141072,20161220,10,PCA,289.19667066382533
141072,20161220,10,PM2.5,295.0
141078,20161220,11,PCA,313.280036548093
141078,20161220,11,PM2.5,320.0
141084,20161220,12,PCA,293.4947640502905
141084,20161220,12,PM2.5,279.0
141090,20161220,13,PCA,279.5544862097554
141090,20161220,13,PM2.5,250.0
141096,20161220,14,PCA,291.00667154281626
141096,20161220,14,PM2.5,256.0
141102,20161220,15,PCA,347.04944873081564
141102,20161220,15,PM2.5,322.0
141108,20161220,16,PCA,376.31080463784895
141108,20161220,16,PM2.5,351.0
141114,20161220,17,PCA,401.50841515922934
141114,20161220,17,PM2.5,375.0
141120,20161220,18,PCA,413.08828292016057
141120,20161220,18,PM2.5,381.0
141126,20161220,19,PCA,428.9176417818432
141126,20161220,19,PM2.5,397.0
141132,20161220,20,PCA,433.61915026373606
141132,20161220,20,PM2.5,393.0
141138,20161220,21,PCA,424.80891486283645
141138,20161220,21,PM2.5,368.0
141144,20161220,22,PCA,414.2441972010035
141144,20161220,22,PM2.5,352.0
141150,20161220,23,PCA,407.39352710696716
141150,20161220,23,PM2.5,345.0
141156,20161221,0,PCA,405.56778385132674
141156,20161221,0,PM2.5,338.0
141162,20161221,1,PCA,394.45281235794226
141162,20161221,1,PM2.5,316.0
141168,20161221,2,PCA,393.458574492272
141168,20161221,2,PM2.5,306.0
141174,20161221,3,PCA,394.3633545677805
141174,20161221,3,PM2.5,312.0
141180,20161221,4,PCA,397.0619327584321
141180,20161221,4,PM2.5,317.0
141186,20161221,5,PCA,392.22131031982775
141186,20161221,5,PM2.5,309.0
141192,20161221,6,PCA,400.3587590371913
141192,20161221,6,PM2.5,320.0
141198,20161221,7,PCA,413.7141383169977
141198,20161221,7,PM2.5,336.0
141204,20161221,8,PCA,410.66804884967297
141204,20161221,8,PM2.5,330.0
141210,20161221,9,PCA,413.4575369725058
141210,20161221,9,PM2.5,332.0
141216,20161221,10,PCA,419.4993817734828
141216,20161221,10,PM2.5,338.0
141222,20161221,11,PCA,465.67800503668343
141222,20161221,11,PM2.5,401.0
141228,20161221,12,PCA,476.48737870968955
141228,20161221,12,PM2.5,410.0
141234,20161221,13,PCA,482.33079170690087
141234,20161221,13,PM2.5,411.0
141240,20161221,14,PCA,468.6828702743825
141240,20161221,14,PM2.5,385.0
141246,20161221,15,PCA,439.5438229470863
141246,20161221,15,PM2.5,341.0
141252,20161221,16,PCA,423.9394145216775
141252,20161221,16,PM2.5,318.0
141258,20161221,17,PCA,447.215559328464
141258,20161221,17,PM2.5,350.0
141264,20161221,18,PCA,475.14852532064043
141264,20161221,18,PM2.5,389.0
141270,20161221,19,PCA,488.24070092411387
141270,20161221,19,PM2.5,408.0
141276,20161221,20,PCA,491.8639796614603
141276,20161221,20,PM2.5,413.0
141282,20161221,21,PCA,499.32815592588537
141282,20161221,21,PM2.5,422.0
141288,20161221,22,PCA,550.029514504794
141288,20161221,22,PM2.5,493.0
141294,20161221,23,PCA,527.1027865841234
141294,20161221,23,PM2.5,457.0
141300,20161222,0,PCA,518.0094270357047
141300,20161222,0,PM2.5,441.0
141306,20161222,1,PCA,503.62874140607016
141306,20161222,1,PM2.5,422.0
141312,20161222,2,PCA,480.1596301506343
141312,20161222,2,PM2.5,390.0
141318,20161222,3,PCA,498.200244103497
141318,20161222,3,PM2.5,412.0
141324,20161222,4,PCA,510.6818142640373
141324,20161222,4,PM2.5,424.0
141330,20161222,5,PCA,504.93980790898894
141330,20161222,5,PM2.5,425.0
141336,20161222,6,PCA,238.2269961049046
141336,20161222,6,PM2.5,40.0
141342,20161222,7,PCA,214.74847708400227
141342,20161222,7,PM2.5,15.0
141348,20161222,8,PCA,204.13529447797848
141348,20161222,8,PM2.5,9.0
141354,20161222,9,PCA,197.4947981240276
141354,20161222,9,PM2.5,13.0
141360,20161222,10,PCA,186.50371099712126
141360,20161222,10,PM2.5,11.0
141366,20161222,11,PCA,171.25243315411234
141366,20161222,11,PM2.5,7.0
141372,20161222,12,PCA,173.00082841556315
141372,20161222,12,PM2.5,14.0
141378,20161222,13,PCA,174.9036252761504
141378,20161222,13,PM2.5,17.0
141384,20161222,14,PCA,173.92477526414606
141384,20161222,14,PM2.5,12.0
141390,20161222,15,PCA,177.99817204496972
141390,20161222,15,PM2.5,9.0
141396,20161222,16,PCA,152.37784653250338
141396,20161222,16,PM2.5,4.0
141402,20161222,17,PCA,128.90205790308758
141402,20161222,17,PM2.5,5.0
141408,20161222,18,PCA,132.26753333289093
141408,20161222,18,PM2.5,9.0
141414,20161222,19,PCA,130.77617632624296
141414,20161222,19,PM2.5,14.0
141420,20161222,20,PCA,127.49526397581484
141420,20161222,20,PM2.5,19.0
141426,20161222,21,PCA,115.32096752038927
141426,20161222,21,PM2.5,14.0
141432,20161222,22,PCA,96.27604174649696
141432,20161222,22,PM2.5,16.0
141438,20161222,23,PCA,76.3077381224499
141438,20161222,23,PM2.5,14.0
141444,20161223,0,PCA,62.42822223614512
141444,20161223,0,PM2.5,20.0
141450,20161223,1,PCA,52.22976828406094
141450,20161223,1,PM2.5,17.0
141456,20161223,2,PCA,41.579142749378036
141456,20161223,2,PM2.5,15.0
141462,20161223,3,PCA,26.682339669921987
141462,20161223,3,PM2.5,14.0
141468,20161223,4,PCA,-55.88196936641837
141468,20161223,4,PM2.5,12.0
141474,20161223,5,PCA,-73.71909375859985
141474,20161223,5,PM2.5,13.0
141480,20161223,6,PCA,-75.52908444895235
141480,20161223,6,PM2.5,11.0
141486,20161223,7,PCA,-72.01066720472775
141486,20161223,7,PM2.5,14.0
141492,20161223,8,PCA,-68.62235031497032
141492,20161223,8,PM2.5,17.0
141498,20161223,9,PCA,-69.48517536654741
141498,20161223,9,PM2.5,18.0
141504,20161223,10,PCA,-71.08320297033278
141504,20161223,10,PM2.5,16.0
141558,20161223,19,PCA,-40.7878861171873
141558,20161223,19,PM2.5,39.0
141564,20161223,20,PCA,-48.415303264882915
141564,20161223,20,PM2.5,43.0
141570,20161223,21,PCA,-57.15346934452895
