,date,hour,type,奥体中心
183504,20171115,17,PCA,-78.58969065101618
183504,20171115,17,PM2.5,13.0
183510,20171115,18,PCA,-65.66046402921097
183510,20171115,18,PM2.5,14.0
183516,20171115,19,PCA,-51.95511738912725
183516,20171115,19,PM2.5,16.0
183522,20171115,20,PCA,-42.92107641985076
183522,20171115,20,PM2.5,24.0
183528,20171115,21,PCA,-45.77286576597689
183528,20171115,21,PM2.5,22.0
183534,20171115,22,PCA,-43.15093065563943
183534,20171115,22,PM2.5,26.0
183540,20171115,23,PCA,-45.30865563928098
183540,20171115,23,PM2.5,30.0
183546,20171116,0,PCA,-32.880677779139326
183546,20171116,0,PM2.5,37.0
183552,20171116,1,PCA,-20.822413485131598
183552,20171116,1,PM2.5,46.0
183558,20171116,2,PCA,-19.220011008935394
183558,20171116,2,PM2.5,47.0
183564,20171116,3,PCA,-20.51784921551741
183564,20171116,3,PM2.5,46.0
183570,20171116,4,PCA,-7.938454289633929
183570,20171116,4,PM2.5,54.0
183576,20171116,5,PCA,-0.9277265294957217
183576,20171116,5,PM2.5,59.0
183582,20171116,6,PCA,4.456948922247849
183582,20171116,6,PM2.5,62.0
183588,20171116,7,PCA,-9.719856571523598
183588,20171116,7,PM2.5,53.0
183594,20171116,8,PCA,-18.152943980383448
183594,20171116,8,PM2.5,48.0
183600,20171116,9,PCA,2.9996287718780144
183600,20171116,9,PM2.5,61.0
183606,20171116,10,PCA,18.53541868805323
183606,20171116,10,PM2.5,70.0
183612,20171116,11,PCA,26.072799885374383
183612,20171116,11,PM2.5,74.0
183618,20171116,12,PCA,26.76715053438723
183618,20171116,12,PM2.5,74.0
183624,20171116,13,PCA,27.19624432172723
183624,20171116,13,PM2.5,74.0
183630,20171116,14,PCA,18.994257304312622
183630,20171116,14,PM2.5,69.0
183636,20171116,15,PCA,6.593783480764939
183636,20171116,15,PM2.5,62.0
183642,20171116,16,PCA,-3.1661995773249414
183642,20171116,16,PM2.5,56.0
183648,20171116,17,PCA,4.314738317106281
183648,20171116,17,PM2.5,59.0
183654,20171116,18,PCA,7.047281788054598
183654,20171116,18,PM2.5,60.0
183660,20171116,19,PCA,43.71862254873975
183660,20171116,19,PM2.5,82.0
183666,20171116,20,PCA,64.04011029903839
183666,20171116,20,PM2.5,95.0
183672,20171116,21,PCA,57.100651723032726
183672,20171116,21,PM2.5,91.0
183678,20171116,22,PCA,40.87927711689917
183678,20171116,22,PM2.5,81.0
183684,20171116,23,PCA,29.746102708998826
183684,20171116,23,PM2.5,75.0
183690,20171117,0,PCA,23.54964908013501
183690,20171117,0,PM2.5,71.0
183696,20171117,1,PCA,24.360595272537232
183696,20171117,1,PM2.5,72.0
183702,20171117,2,PCA,21.51711787040387
183702,20171117,2,PM2.5,70.0
183708,20171117,3,PCA,20.704507708565554
183708,20171117,3,PM2.5,69.0
183714,20171117,4,PCA,13.293319998406327
183714,20171117,4,PM2.5,65.0
183720,20171117,5,PCA,10.511871175744083
183720,20171117,5,PM2.5,65.0
183726,20171117,6,PCA,-7.442852311695336
183726,20171117,6,PM2.5,54.0
183732,20171117,7,PCA,-33.71598942301255
183732,20171117,7,PM2.5,29.0
183738,20171117,8,PCA,-62.835548208343525
183738,20171117,8,PM2.5,10.0
183744,20171117,9,PCA,-69.80273478409406
183744,20171117,9,PM2.5,8.0
183750,20171117,10,PCA,-66.02973765593327
183750,20171117,10,PM2.5,10.0
183756,20171117,11,PCA,-73.84127705706392
183756,20171117,11,PM2.5,8.0
183762,20171117,12,PCA,-78.25586749097316
183762,20171117,12,PM2.5,10.0
183768,20171117,13,PCA,-77.95795383357212
183768,20171117,13,PM2.5,8.0
183774,20171117,14,PCA,-84.55151134788878
183774,20171117,14,PM2.5,5.0
183780,20171117,15,PCA,-97.46836952117307
183780,20171117,15,PM2.5,6.0
183786,20171117,16,PCA,-98.76257549968422
183786,20171117,16,PM2.5,4.0
183792,20171117,17,PCA,-98.25270862273327
183792,20171117,17,PM2.5,7.0
183798,20171117,18,PCA,-95.45813275707424
183798,20171117,18,PM2.5,7.0
183804,20171117,19,PCA,-87.10304001238248
183804,20171117,19,PM2.5,6.0
183810,20171117,20,PCA,-84.35280230191178
183810,20171117,20,PM2.5,3.0
183816,20171117,21,PCA,-96.48580232702878
183816,20171117,21,PM2.5,5.0
183822,20171117,22,PCA,-99.11013789315282
183822,20171117,22,PM2.5,5.0
183828,20171117,23,PCA,-100.91273008197048
183828,20171117,23,PM2.5,3.0
183834,20171118,0,PCA,-101.83656309917858
183834,20171118,0,PM2.5,5.0
183840,20171118,1,PCA,-100.00561932530466
183840,20171118,1,PM2.5,6.0
183846,20171118,2,PCA,-94.9544521860545
183846,20171118,2,PM2.5,7.0
183852,20171118,3,PCA,-93.50998849821846
183852,20171118,3,PM2.5,7.0
183858,20171118,4,PCA,-95.78887320247568
183858,20171118,4,PM2.5,6.0
183864,20171118,5,PCA,-99.62944717616575
183864,20171118,5,PM2.5,4.0
183870,20171118,6,PCA,-100.135288676077
183870,20171118,6,PM2.5,5.0
183876,20171118,7,PCA,-94.10864379064488
183876,20171118,7,PM2.5,8.0
183882,20171118,8,PCA,-84.04368141162975
183882,20171118,8,PM2.5,9.0
183888,20171118,9,PCA,-91.38557890953398
183888,20171118,9,PM2.5,4.0
183894,20171118,10,PCA,-101.59123260361243
183894,20171118,10,PM2.5,3.0
183900,20171118,11,PCA,-99.96116563142078
183900,20171118,11,PM2.5,6.0
183906,20171118,12,PCA,-91.76994240768312
183906,20171118,12,PM2.5,12.0
183912,20171118,13,PCA,-69.23501507183491
183912,20171118,13,PM2.5,26.0
183918,20171118,14,PCA,-48.405667369760295
183918,20171118,14,PM2.5,41.0
183924,20171118,15,PCA,-45.20569204485414
183924,20171118,15,PM2.5,43.0
183930,20171118,16,PCA,-12.339470060494163
183930,20171118,16,PM2.5,63.0
183936,20171118,17,PCA,45.68636585716315
183936,20171118,17,PM2.5,99.0
183942,20171118,18,PCA,29.83538809098482
183942,20171118,18,PM2.5,87.0
183948,20171118,19,PCA,0.8451981343622321
183948,20171118,19,PM2.5,66.0
183954,20171118,20,PCA,13.457088590118277
183954,20171118,20,PM2.5,72.0
183960,20171118,21,PCA,6.333308914297189
183960,20171118,21,PM2.5,67.0
183966,20171118,22,PCA,13.788798969787065
183966,20171118,22,PM2.5,69.0
183972,20171118,23,PCA,34.72487391004159
183972,20171118,23,PM2.5,82.0
183978,20171119,0,PCA,48.16117041082531
183978,20171119,0,PM2.5,91.0
183984,20171119,1,PCA,51.51581060699186
183984,20171119,1,PM2.5,93.0
183990,20171119,2,PCA,53.294521876438225
183990,20171119,2,PM2.5,94.0
183996,20171119,3,PCA,67.39673815039266
183996,20171119,3,PM2.5,102.0
184002,20171119,4,PCA,64.6425165296957
184002,20171119,4,PM2.5,100.0
184008,20171119,5,PCA,48.943084746142496
184008,20171119,5,PM2.5,91.0
184014,20171119,6,PCA,22.695762203429698
184014,20171119,6,PM2.5,75.0
184020,20171119,7,PCA,11.175751385346599
184020,20171119,7,PM2.5,68.0
184026,20171119,8,PCA,13.90399919878938
184026,20171119,8,PM2.5,72.0
184032,20171119,9,PCA,12.501246012337797
184032,20171119,9,PM2.5,70.0
184038,20171119,10,PCA,0.9192849470123551
184038,20171119,10,PM2.5,63.0
184044,20171119,11,PCA,-12.367642880017947
184044,20171119,11,PM2.5,55.0
184050,20171119,12,PCA,7.763958834211583
184050,20171119,12,PM2.5,66.0
184056,20171119,13,PCA,23.39245244213618
184056,20171119,13,PM2.5,77.0
184062,20171119,14,PCA,17.653927776718028
184062,20171119,14,PM2.5,72.0
184068,20171119,15,PCA,16.64715492916
184068,20171119,15,PM2.5,71.0
184074,20171119,16,PCA,17.46741036017599
184074,20171119,16,PM2.5,70.0
184080,20171119,17,PCA,31.423220656950356
184080,20171119,17,PM2.5,77.0
184086,20171119,18,PCA,49.13936379366984
184086,20171119,18,PM2.5,88.0
184092,20171119,19,PCA,48.65330376420806
184092,20171119,19,PM2.5,88.0
184098,20171119,20,PCA,55.093203400161784
184098,20171119,20,PM2.5,92.0
184104,20171119,21,PCA,64.8266249697578
184104,20171119,21,PM2.5,98.0
184110,20171119,22,PCA,57.57661112611988
184110,20171119,22,PM2.5,93.0
184116,20171119,23,PCA,116.63288152565859
184116,20171119,23,PM2.5,128.0
184122,20171120,0,PCA,123.7069845121147
184122,20171120,0,PM2.5,133.0
184128,20171120,1,PCA,112.11755156310079
184128,20171120,1,PM2.5,127.0
184134,20171120,2,PCA,108.70947602516152
184134,20171120,2,PM2.5,125.0
184140,20171120,3,PCA,95.4057780080977
184140,20171120,3,PM2.5,118.0
184146,20171120,4,PCA,80.55206983482927
184146,20171120,4,PM2.5,109.0
184152,20171120,5,PCA,80.93704721728677
184152,20171120,5,PM2.5,110.0
184158,20171120,6,PCA,79.82070477055233
184158,20171120,6,PM2.5,109.0
184164,20171120,7,PCA,69.23720460879217
184164,20171120,7,PM2.5,103.0
184170,20171120,8,PCA,61.194070511924174
184170,20171120,8,PM2.5,98.0
184176,20171120,9,PCA,56.66083798435335
184176,20171120,9,PM2.5,96.0
184182,20171120,10,PCA,59.35742365903246
184182,20171120,10,PM2.5,98.0
184188,20171120,11,PCA,49.676767727313106
184188,20171120,11,PM2.5,92.0
184194,20171120,12,PCA,51.27763086332129
184194,20171120,12,PM2.5,91.0
184200,20171120,13,PCA,46.34833966462813
184200,20171120,13,PM2.5,86.0
184206,20171120,14,PCA,-3.832491113572767
184206,20171120,14,PM2.5,59.0
184212,20171120,15,PCA,-30.029979343905875
184212,20171120,15,PM2.5,47.0
184218,20171120,16,PCA,-34.435527800367915
184218,20171120,16,PM2.5,46.0
184224,20171120,17,PCA,-3.997836008351567
184224,20171120,17,PM2.5,61.0
184230,20171120,18,PCA,101.79532136077647
184230,20171120,18,PM2.5,124.0
184236,20171120,19,PCA,125.32533489190283
184236,20171120,19,PM2.5,136.0
184242,20171120,20,PCA,130.55462271857752
184242,20171120,20,PM2.5,138.0
184248,20171120,21,PCA,104.192327135098
184248,20171120,21,PM2.5,122.0
184254,20171120,22,PCA,116.79898349070562
184254,20171120,22,PM2.5,129.0
184260,20171120,23,PCA,124.26244679479605
184260,20171120,23,PM2.5,134.0
184266,20171121,0,PCA,114.34650242234525
184266,20171121,0,PM2.5,128.0
184272,20171121,1,PCA,106.42887051964082
184272,20171121,1,PM2.5,122.0
184278,20171121,2,PCA,131.68052129747392
184278,20171121,2,PM2.5,137.0
184284,20171121,3,PCA,126.52911297791456
184284,20171121,3,PM2.5,134.0
184320,20171121,9,PCA,89.91258795348239
184320,20171121,9,PM2.5,114.0
184326,20171121,10,PCA,157.2925351084123
184326,20171121,10,PM2.5,154.0
184332,20171121,11,PCA,161.8238400580032
184332,20171121,11,PM2.5,157.0
184338,20171121,12,PCA,170.50909958888428
184338,20171121,12,PM2.5,164.0
184344,20171121,13,PCA,167.22235188173693
184344,20171121,13,PM2.5,162.0
184350,20171121,14,PCA,184.53107327880213
184350,20171121,14,PM2.5,173.0
184356,20171121,15,PCA,178.05464584771468
184356,20171121,15,PM2.5,167.0
184362,20171121,16,PCA,180.54703359887142
184362,20171121,16,PM2.5,166.0
184368,20171121,17,PCA,200.35995763813767
184368,20171121,17,PM2.5,177.0
184374,20171121,18,PCA,52.72978409720344
184374,20171121,18,PM2.5,91.0
184380,20171121,19,PCA,-42.21501172739477
184380,20171121,19,PM2.5,21.0
184386,20171121,20,PCA,-51.32082830472941
184386,20171121,20,PM2.5,10.0
184392,20171121,21,PCA,-59.56671686494214
184392,20171121,21,PM2.5,10.0
184398,20171121,22,PCA,-63.11596730899411
184398,20171121,22,PM2.5,8.0
184404,20171121,23,PCA,-62.33441837859256
184404,20171121,23,PM2.5,13.0
184410,20171122,0,PCA,-69.78640144298355
184410,20171122,0,PM2.5,10.0
184416,20171122,1,PCA,-79.60766228195119
184416,20171122,1,PM2.5,7.0
184422,20171122,2,PCA,-78.57174087853627
184422,20171122,2,PM2.5,7.0
184428,20171122,3,PCA,-80.409933379402
184428,20171122,3,PM2.5,7.0
184434,20171122,4,PCA,-80.78330427022179
184434,20171122,4,PM2.5,8.0
184440,20171122,5,PCA,-78.26137398748946
184440,20171122,5,PM2.5,8.0
184446,20171122,6,PCA,-71.45752156610322
184446,20171122,6,PM2.5,10.0
184452,20171122,7,PCA,-69.47472387756447
184452,20171122,7,PM2.5,9.0
184458,20171122,8,PCA,-82.97156886103403
184458,20171122,8,PM2.5,8.0
184464,20171122,9,PCA,-88.49728239881934
184464,20171122,9,PM2.5,7.0
184470,20171122,10,PCA,-99.84060681813206
184470,20171122,10,PM2.5,5.0
184476,20171122,11,PCA,-99.05929175766985
184476,20171122,11,PM2.5,7.0
184482,20171122,12,PCA,-100.38567357851632
184482,20171122,12,PM2.5,5.0
184488,20171122,13,PCA,-97.85432519039664
184488,20171122,13,PM2.5,6.0
184494,20171122,14,PCA,-97.3038657016648
184494,20171122,14,PM2.5,3.0
184500,20171122,15,PCA,-78.8700267774485
184500,20171122,15,PM2.5,7.0
184506,20171122,16,PCA,-84.89496055989358
184506,20171122,16,PM2.5,3.0
184512,20171122,17,PCA,-88.01300304734728
184512,20171122,17,PM2.5,3.0
184518,20171122,18,PCA,-86.72119186766696
184518,20171122,18,PM2.5,3.0
184524,20171122,19,PCA,-77.08633128385559
184524,20171122,19,PM2.5,3.0
184530,20171122,20,PCA,-87.61904036437815
184530,20171122,20,PM2.5,6.0
184536,20171122,21,PCA,-91.93819177059885
184536,20171122,21,PM2.5,6.0
184542,20171122,22,PCA,-98.95291555081508
184542,20171122,22,PM2.5,3.0
184548,20171122,23,PCA,-100.04664854947576
184548,20171122,23,PM2.5,4.0
184554,20171123,0,PCA,-100.68004786855755
184554,20171123,0,PM2.5,4.0
184560,20171123,1,PCA,-101.54101650633692
184560,20171123,1,PM2.5,5.0
184566,20171123,2,PCA,-100.63690711278461
184566,20171123,2,PM2.5,6.0
184572,20171123,3,PCA,-103.04352565935802
184572,20171123,3,PM2.5,3.0
184578,20171123,4,PCA,-107.25611643457682
184578,20171123,4,PM2.5,3.0
184584,20171123,5,PCA,-101.72216549520606
184584,20171123,5,PM2.5,3.0
184590,20171123,6,PCA,-93.1712232624822
184590,20171123,6,PM2.5,4.0
184596,20171123,7,PCA,-80.6124266528334
184596,20171123,7,PM2.5,4.0
184602,20171123,8,PCA,-75.02335706898371
184602,20171123,8,PM2.5,5.0
184608,20171123,9,PCA,-82.07190568738199
184608,20171123,9,PM2.5,9.0
184614,20171123,10,PCA,-86.8877653780458
184614,20171123,10,PM2.5,7.0
184620,20171123,11,PCA,-96.86756085641368
184620,20171123,11,PM2.5,6.0
184626,20171123,12,PCA,-99.76049496540645
184626,20171123,12,PM2.5,5.0
184632,20171123,13,PCA,-99.09477653102238
184632,20171123,13,PM2.5,6.0
184638,20171123,14,PCA,-89.40710962867945
184638,20171123,14,PM2.5,6.0
184644,20171123,15,PCA,-71.93625491026214
184644,20171123,15,PM2.5,9.0
184650,20171123,16,PCA,-77.52997002286617
184650,20171123,16,PM2.5,10.0
184656,20171123,17,PCA,-70.30326570312606
184656,20171123,17,PM2.5,7.0
184662,20171123,18,PCA,-79.05953484386134
184662,20171123,18,PM2.5,6.0
184668,20171123,19,PCA,-84.70892571943469
184668,20171123,19,PM2.5,5.0
184674,20171123,20,PCA,-90.71133220127435
184674,20171123,20,PM2.5,4.0
184680,20171123,21,PCA,-95.03153937329589
184680,20171123,21,PM2.5,4.0
184686,20171123,22,PCA,-101.55069278233825
184686,20171123,22,PM2.5,4.0
184692,20171123,23,PCA,-102.19477374762855
184692,20171123,23,PM2.5,4.0
184698,20171124,0,PCA,-102.68967806837364
184698,20171124,0,PM2.5,3.0
184704,20171124,1,PCA,-101.73346808906959
184704,20171124,1,PM2.5,4.0
184710,20171124,2,PCA,-101.65564115343498
184710,20171124,2,PM2.5,5.0
184716,20171124,3,PCA,-102.27936683417187
184716,20171124,3,PM2.5,4.0
184722,20171124,4,PCA,-103.29810087482227
184722,20171124,4,PM2.5,3.0
184728,20171124,5,PCA,-94.01939872245119
184728,20171124,5,PM2.5,5.0
184734,20171124,6,PCA,-87.23033547178164
184734,20171124,6,PM2.5,4.0
184740,20171124,7,PCA,-93.15679950646293
184740,20171124,7,PM2.5,6.0
184746,20171124,8,PCA,-76.23933730593572
184746,20171124,8,PM2.5,3.0
184752,20171124,9,PCA,-77.09453444977092
184752,20171124,9,PM2.5,7.0
184758,20171124,10,PCA,-72.3238976895202
184758,20171124,10,PM2.5,13.0
184764,20171124,11,PCA,-94.41452035732154
184764,20171124,11,PM2.5,8.0
184770,20171124,12,PCA,-94.83460476250129
184770,20171124,12,PM2.5,12.0
184776,20171124,13,PCA,-95.72072593605948
184776,20171124,13,PM2.5,12.0
184806,20171124,18,PCA,-46.008623333414356
184806,20171124,18,PM2.5,32.0
184812,20171124,19,PCA,-36.409536447140276
184812,20171124,19,PM2.5,35.0
184818,20171124,20,PCA,-26.55171704968647
184818,20171124,20,PM2.5,42.0
184824,20171124,21,PCA,-18.586143642252782
184824,20171124,21,PM2.5,47.0
184830,20171124,22,PCA,-9.700850399074806
184830,20171124,22,PM2.5,53.0
184836,20171124,23,PCA,-4.996306424491861
184836,20171124,23,PM2.5,56.0
184842,20171125,0,PCA,-2.500349949013683
184842,20171125,0,PM2.5,58.0
184848,20171125,2,PCA,-16.591016563157794
184848,20171125,2,PM2.5,50.0
184854,20171125,3,PCA,-8.515307818029918
184854,20171125,3,PM2.5,54.0
184860,20171125,4,PCA,-12.868408917761746
184860,20171125,4,PM2.5,51.0
184866,20171125,8,PCA,-8.194404941774028
184866,20171125,8,PM2.5,54.0
184872,20171125,9,PCA,1.098116025023855
184872,20171125,9,PM2.5,60.0
184878,20171125,10,PCA,6.175556244819678
184878,20171125,10,PM2.5,62.0
184884,20171125,11,PCA,13.9970551891807
184884,20171125,11,PM2.5,67.0
184890,20171125,12,PCA,22.302950193567398
184890,20171125,12,PM2.5,72.0
184896,20171125,13,PCA,-9.841389350618616
184896,20171125,13,PM2.5,55.0
184902,20171125,14,PCA,-44.1602040281517
184902,20171125,14,PM2.5,36.0
184908,20171125,15,PCA,-49.884765850615494
184908,20171125,15,PM2.5,28.0
184914,20171125,16,PCA,-20.190162775899555
184914,20171125,16,PM2.5,42.0
184920,20171125,17,PCA,-25.29200266514349
184920,20171125,17,PM2.5,38.0
184926,20171125,18,PCA,-33.74727301520566
184926,20171125,18,PM2.5,38.0
184932,20171125,19,PCA,-50.4293401888035
184932,20171125,19,PM2.5,21.0
184938,20171125,20,PCA,-42.958856823537026
184938,20171125,20,PM2.5,21.0
184944,20171125,21,PCA,-45.257440850775374
184944,20171125,21,PM2.5,20.0
184950,20171125,22,PCA,-42.35345805818643
184950,20171125,22,PM2.5,24.0
184956,20171125,23,PCA,-53.015986589262106
184956,20171125,23,PM2.5,24.0
184962,20171126,0,PCA,-76.27118369126794
184962,20171126,0,PM2.5,9.0
184968,20171126,1,PCA,-82.56117159293497
184968,20171126,1,PM2.5,10.0
184974,20171126,2,PCA,-81.75981123445352
184974,20171126,2,PM2.5,5.0
184980,20171126,3,PCA,-98.1774741720934
184980,20171126,3,PM2.5,10.0
184986,20171126,4,PCA,-101.84641276066912
184986,20171126,4,PM2.5,5.0
184992,20171126,5,PCA,-102.498058470359
184992,20171126,5,PM2.5,4.0
184998,20171126,6,PCA,-101.78217759633579
184998,20171126,6,PM2.5,4.0
185004,20171126,7,PCA,-101.2362788512335
185004,20171126,7,PM2.5,4.0
185010,20171126,8,PCA,-102.14249977638761
185010,20171126,8,PM2.5,3.0
185016,20171126,9,PCA,-99.50294348344369
185016,20171126,9,PM2.5,5.0
185022,20171126,10,PCA,-96.12832978761948
185022,20171126,10,PM2.5,8.0
185028,20171126,11,PCA,-98.21858554373286
185028,20171126,11,PM2.5,9.0
185034,20171126,12,PCA,-101.45879312200947
185034,20171126,12,PM2.5,5.0
185040,20171126,13,PCA,-102.67560534367948
185040,20171126,13,PM2.5,3.0
185046,20171126,14,PCA,-99.90092648716548
185046,20171126,14,PM2.5,7.0
185052,20171126,15,PCA,-97.26220217893956
185052,20171126,15,PM2.5,9.0
185058,20171126,16,PCA,-91.49777940083958
185058,20171126,16,PM2.5,12.0
185064,20171126,17,PCA,-79.4162806768376
185064,20171126,17,PM2.5,14.0
185070,20171126,18,PCA,-61.873985011488756
185070,20171126,18,PM2.5,15.0
185076,20171126,19,PCA,-71.51475546081609
185076,20171126,19,PM2.5,13.0
185082,20171126,20,PCA,-65.99377868980599
185082,20171126,20,PM2.5,16.0
185088,20171126,21,PCA,-55.4143860525539
185088,20171126,21,PM2.5,19.0
185094,20171126,22,PCA,-37.33047315276882
185094,20171126,22,PM2.5,33.0
185100,20171126,23,PCA,-26.60948072522277
185100,20171126,23,PM2.5,41.0
185106,20171127,0,PCA,-19.394740617874277
185106,20171127,0,PM2.5,46.0
185112,20171127,1,PCA,-20.459721602863926
185112,20171127,1,PM2.5,47.0
185118,20171127,2,PCA,-21.0008809435345
185118,20171127,2,PM2.5,47.0
185124,20171127,3,PCA,-16.771680338287325
185124,20171127,3,PM2.5,50.0
185130,20171127,4,PCA,-17.090575503209738
185130,20171127,4,PM2.5,50.0
185136,20171127,5,PCA,-17.609624351869904
185136,20171127,5,PM2.5,49.0
185142,20171127,6,PCA,-4.775780462460465
185142,20171127,6,PM2.5,57.0
185148,20171127,7,PCA,-0.3350875507283108
185148,20171127,7,PM2.5,60.0
185154,20171127,8,PCA,-6.193570277000042
185154,20171127,8,PM2.5,55.0
185160,20171127,9,PCA,0.3500803306350357
185160,20171127,9,PM2.5,57.0
185166,20171127,10,PCA,6.323281579682186
185166,20171127,10,PM2.5,64.0
185172,20171127,11,PCA,11.063044081417363
185172,20171127,11,PM2.5,67.0
185178,20171127,12,PCA,25.15125884587727
185178,20171127,12,PM2.5,76.0
185184,20171127,13,PCA,31.187495222185895
185184,20171127,13,PM2.5,79.0
185190,20171127,14,PCA,38.28032011471326
185190,20171127,14,PM2.5,84.0
185196,20171127,15,PCA,34.78361781857876
185196,20171127,15,PM2.5,82.0
185202,20171127,16,PCA,38.46480652443163
185202,20171127,16,PM2.5,83.0
185208,20171127,17,PCA,42.25556482946095
185208,20171127,17,PM2.5,84.0
185214,20171127,18,PCA,60.618606195852365
185214,20171127,18,PM2.5,95.0
185220,20171127,19,PCA,49.855099235501285
185220,20171127,19,PM2.5,88.0
185226,20171127,20,PCA,62.1877202154227
185226,20171127,20,PM2.5,96.0
185232,20171127,21,PCA,64.18340394248293
185232,20171127,21,PM2.5,97.0
185238,20171127,22,PCA,59.61486164973901
185238,20171127,22,PM2.5,95.0
185244,20171127,23,PCA,50.90064876640031
185244,20171127,23,PM2.5,90.0
185250,20171128,0,PCA,49.65209388118846
185250,20171128,0,PM2.5,89.0
185256,20171128,1,PCA,46.986163352375584
185256,20171128,1,PM2.5,88.0
185262,20171128,2,PCA,40.788045754075675
185262,20171128,2,PM2.5,84.0
185268,20171128,3,PCA,38.11608819836107
185268,20171128,3,PM2.5,82.0
185274,20171128,4,PCA,42.58707084126208
185274,20171128,4,PM2.5,85.0
185280,20171128,5,PCA,38.38235205293135
185280,20171128,5,PM2.5,83.0
185286,20171128,6,PCA,42.1126506946652
185286,20171128,6,PM2.5,85.0
185292,20171128,7,PCA,38.565511782215026
185292,20171128,7,PM2.5,83.0
185298,20171128,8,PCA,40.36809589544643
185298,20171128,8,PM2.5,84.0
185304,20171128,9,PCA,20.4160156209582
185304,20171128,9,PM2.5,71.0
185310,20171128,10,PCA,-30.97169534320278
185310,20171128,10,PM2.5,24.0
185316,20171128,11,PCA,-48.888616763937705
185316,20171128,11,PM2.5,11.0
185322,20171128,12,PCA,-57.840536536683096
185322,20171128,12,PM2.5,11.0
185328,20171128,13,PCA,-61.99764668632241
185328,20171128,13,PM2.5,6.0
185334,20171128,14,PCA,-64.93611291632217
185334,20171128,14,PM2.5,8.0
185340,20171128,15,PCA,-70.58339226029369
185340,20171128,15,PM2.5,7.0
185346,20171128,16,PCA,-77.72358662875337
185346,20171128,16,PM2.5,6.0
185352,20171128,17,PCA,-83.39275897477614
185352,20171128,17,PM2.5,6.0
185358,20171128,18,PCA,-86.96345485871369
185358,20171128,18,PM2.5,5.0
185364,20171128,19,PCA,-86.933905874242
185364,20171128,19,PM2.5,5.0
185370,20171128,20,PCA,-94.50439972406936
185370,20171128,20,PM2.5,7.0
185376,20171128,21,PCA,-96.04850120212288
185376,20171128,21,PM2.5,6.0
185382,20171128,22,PCA,-98.21487279088383
185382,20171128,22,PM2.5,5.0
185388,20171128,23,PCA,-85.0203933416713
185388,20171128,23,PM2.5,14.0
185394,20171129,0,PCA,-97.80675523575222
185394,20171129,0,PM2.5,7.0
185400,20171129,1,PCA,-97.42419064501422
185400,20171129,1,PM2.5,7.0
185406,20171129,2,PCA,-95.26275856547937
185406,20171129,2,PM2.5,5.0
185412,20171129,3,PCA,-92.96409239077266
185412,20171129,3,PM2.5,5.0
185418,20171129,4,PCA,-94.5998848043332
185418,20171129,4,PM2.5,4.0
185424,20171129,5,PCA,-95.42535197314648
185424,20171129,5,PM2.5,5.0
185430,20171129,6,PCA,-93.14929524651353
185430,20171129,6,PM2.5,3.0
185436,20171129,7,PCA,-91.0727939339479
185436,20171129,7,PM2.5,4.0
185442,20171129,8,PCA,-83.19793350067027
185442,20171129,8,PM2.5,6.0
185448,20171129,9,PCA,-72.17171012869497
185448,20171129,9,PM2.5,16.0
185454,20171129,10,PCA,-85.74404170254493
185454,20171129,10,PM2.5,8.0
185460,20171129,11,PCA,-80.89047016823123
185460,20171129,11,PM2.5,8.0
185466,20171129,12,PCA,-92.68912423918108
185466,20171129,12,PM2.5,6.0
185472,20171129,13,PCA,-91.72588751972381
185472,20171129,13,PM2.5,13.0
185478,20171129,16,PCA,-61.34878024633211
185478,20171129,16,PM2.5,19.0
185484,20171129,17,PCA,-54.83479012759871
185484,20171129,17,PM2.5,16.0
185490,20171129,18,PCA,-56.678974641448775
185490,20171129,18,PM2.5,15.0
185496,20171129,19,PCA,-53.23384058377548
185496,20171129,19,PM2.5,18.0
185502,20171129,20,PCA,-48.02071999236807
185502,20171129,20,PM2.5,21.0
185508,20171129,21,PCA,-44.22257032842846
185508,20171129,21,PM2.5,24.0
185514,20171129,22,PCA,-37.00456819480596
185514,20171129,22,PM2.5,32.0
185520,20171129,23,PCA,-28.671895743169053
185520,20171129,23,PM2.5,40.0
185526,20171130,0,PCA,-33.69882145952752
185526,20171130,0,PM2.5,33.0
185532,20171130,1,PCA,-44.8574225798832
185532,20171130,1,PM2.5,25.0
185538,20171130,2,PCA,-39.7320591103791
185538,20171130,2,PM2.5,30.0
185544,20171130,3,PCA,-41.42296753076204
185544,20171130,3,PM2.5,30.0
185550,20171130,4,PCA,-29.99653144711105
185550,20171130,4,PM2.5,37.0
185556,20171130,5,PCA,-60.17745380805841
185556,20171130,5,PM2.5,18.0
185562,20171130,6,PCA,-78.0756842953188
185562,20171130,6,PM2.5,14.0
185568,20171130,7,PCA,-84.6420355890485
185568,20171130,7,PM2.5,10.0
185574,20171130,8,PCA,-80.257932572472
185574,20171130,8,PM2.5,12.0
185580,20171130,9,PCA,-86.62454435340244
185580,20171130,9,PM2.5,7.0
185586,20171130,10,PCA,-89.17821729967662
185586,20171130,10,PM2.5,8.0
185592,20171130,11,PCA,-101.26582783570518
185592,20171130,11,PM2.5,4.0
185598,20171130,12,PCA,-102.20022696042632
185598,20171130,12,PM2.5,3.0
185604,20171130,13,PCA,-100.07802579832023
185604,20171130,13,PM2.5,6.0
185610,20171130,14,PCA,-100.08787545981079
185610,20171130,14,PM2.5,6.0
185616,20171130,15,PCA,-97.44732946855346
