,date,hour,type,八达岭
198822,20180302,16,PCA,46.83894807745846
198822,20180302,16,PM2.5,84.0
198828,20180302,17,PCA,57.16653217363803
198828,20180302,17,PM2.5,90.0
198834,20180302,18,PCA,61.136299933646725
198834,20180302,18,PM2.5,92.0
198840,20180302,19,PCA,58.39449556357635
198840,20180302,19,PM2.5,89.0
198846,20180302,20,PCA,79.84654680456268
198846,20180302,20,PM2.5,103.0
198852,20180302,21,PCA,78.65483860373347
198852,20180302,21,PM2.5,103.0
198858,20180302,22,PCA,73.78918005271487
198858,20180302,22,PM2.5,100.0
198864,20180302,23,PCA,57.847446874998234
198864,20180302,23,PM2.5,90.0
198870,20180303,0,PCA,78.01760819253072
198870,20180303,0,PM2.5,102.0
198876,20180303,1,PCA,96.3993716260679
198876,20180303,1,PM2.5,113.0
198882,20180303,2,PCA,105.23305008464888
198882,20180303,2,PM2.5,118.0
198888,20180303,3,PCA,97.63040600935247
198888,20180303,3,PM2.5,114.0
198894,20180303,4,PCA,101.19148777796957
198894,20180303,4,PM2.5,117.0
198900,20180303,5,PCA,100.03357879332927
198900,20180303,5,PM2.5,118.0
198906,20180303,6,PCA,107.72284911408293
198906,20180303,6,PM2.5,123.0
198912,20180303,7,PCA,112.0861824686517
198912,20180303,7,PM2.5,126.0
198918,20180303,8,PCA,144.82143382124917
198918,20180303,8,PM2.5,145.0
198924,20180303,9,PCA,136.3929838716262
198924,20180303,9,PM2.5,140.0
198930,20180303,10,PCA,182.28172682188466
198930,20180303,10,PM2.5,170.0
198936,20180303,11,PCA,206.81354372954954
198936,20180303,11,PM2.5,187.0
198942,20180303,12,PCA,212.26277694407537
198942,20180303,12,PM2.5,190.0
198948,20180303,13,PCA,205.26736302325307
198948,20180303,13,PM2.5,184.0
198954,20180303,14,PCA,205.0804189090912
198954,20180303,14,PM2.5,182.0
198960,20180303,15,PCA,207.74113889211665
198960,20180303,15,PM2.5,184.0
198966,20180303,16,PCA,211.62911414460652
198966,20180303,16,PM2.5,187.0
198972,20180303,17,PCA,210.62043183741514
198972,20180303,17,PM2.5,186.0
198978,20180303,18,PCA,306.35972215969167
198978,20180303,18,PM2.5,175.0
198984,20180303,19,PCA,255.28050027416066
198984,20180303,19,PM2.5,180.0
198990,20180303,20,PCA,148.48401635015193
198990,20180303,20,PM2.5,134.0
198996,20180303,21,PCA,-11.998290677651253
198996,20180303,21,PM2.5,30.0
199002,20180303,22,PCA,-27.90383848524145
199002,20180303,22,PM2.5,25.0
199008,20180303,23,PCA,-10.048806120603686
199008,20180303,23,PM2.5,28.0
199014,20180304,0,PCA,-21.062204786524546
199014,20180304,0,PM2.5,36.0
199020,20180304,1,PCA,-26.771155092834405
199020,20180304,1,PM2.5,27.0
199026,20180304,2,PCA,-29.303097762541643
199026,20180304,2,PM2.5,26.0
199032,20180304,3,PCA,-25.452070061864195
199032,20180304,3,PM2.5,32.0
199038,20180304,4,PCA,-24.961200570650877
199038,20180304,4,PM2.5,33.0
199044,20180304,5,PCA,-37.44456417813192
199044,20180304,5,PM2.5,25.0
199050,20180304,6,PCA,-37.813111971758886
199050,20180304,6,PM2.5,18.0
199056,20180304,7,PCA,-29.27511930261768
199056,20180304,7,PM2.5,19.0
199062,20180304,8,PCA,-39.69715053789446
199062,20180304,8,PM2.5,16.0
199068,20180304,9,PCA,-24.505472629721883
199068,20180304,9,PM2.5,29.0
199074,20180304,10,PCA,-27.966194219305688
199074,20180304,10,PM2.5,26.0
199080,20180304,11,PCA,-24.263512349853034
199080,20180304,11,PM2.5,25.0
199086,20180304,12,PCA,-16.51021181943963
199086,20180304,12,PM2.5,39.0
199092,20180304,13,PCA,39.39654731115681
199092,20180304,13,PM2.5,81.0
199098,20180304,14,PCA,84.2036064423738
199098,20180304,14,PM2.5,99.0
199104,20180304,15,PCA,75.86177831597509
199104,20180304,15,PM2.5,82.0
199110,20180304,16,PCA,82.8843342672204
199110,20180304,16,PM2.5,79.0
199116,20180304,17,PCA,90.89597254975793
199116,20180304,17,PM2.5,78.0
199122,20180304,18,PCA,87.30975928481065
199122,20180304,18,PM2.5,66.0
199128,20180304,19,PCA,88.38165938665334
199128,20180304,19,PM2.5,63.0
199134,20180304,20,PCA,76.40355648546846
199134,20180304,20,PM2.5,57.0
199140,20180304,21,PCA,59.362622687807736
199140,20180304,21,PM2.5,53.0
199146,20180304,22,PCA,51.23744553421262
199146,20180304,22,PM2.5,55.0
199152,20180304,23,PCA,46.20151384780011
199152,20180304,23,PM2.5,50.0
199158,20180305,0,PCA,45.076294986459914
199158,20180305,0,PM2.5,48.0
199164,20180305,1,PCA,43.00385206798645
199164,20180305,1,PM2.5,50.0
199170,20180305,2,PCA,33.77354601354338
199170,20180305,2,PM2.5,51.0
199176,20180305,3,PCA,0.5301342823802035
199176,20180305,3,PM2.5,36.0
199182,20180305,4,PCA,-30.34873848455815
199182,20180305,4,PM2.5,22.0
199188,20180305,5,PCA,-36.735111868605905
199188,20180305,5,PM2.5,18.0
199194,20180305,6,PCA,-51.099693238087156
199194,20180305,6,PM2.5,12.0
199200,20180305,7,PCA,-61.15954577996763
199200,20180305,7,PM2.5,10.0
199206,20180305,8,PCA,-46.48410603397139
199206,20180305,8,PM2.5,15.0
199212,20180305,9,PCA,-40.04276054144132
199212,20180305,9,PM2.5,28.0
199218,20180305,10,PCA,-19.421792284571044
199218,20180305,10,PM2.5,41.0
199224,20180305,11,PCA,-31.82017225663947
199224,20180305,11,PM2.5,25.0
199230,20180305,12,PCA,-7.855083755439303
199230,20180305,12,PM2.5,34.0
199236,20180305,13,PCA,18.94633955478404
199236,20180305,13,PM2.5,49.0
199242,20180305,14,PCA,42.85026090368124
199242,20180305,14,PM2.5,65.0
199248,20180305,15,PCA,59.760221994874094
199248,20180305,15,PM2.5,79.0
199254,20180305,16,PCA,18.652861942164364
199254,20180305,16,PM2.5,58.0
199260,20180305,17,PCA,11.416208527703148
199260,20180305,17,PM2.5,50.0
199266,20180305,18,PCA,17.94934543520753
199266,20180305,18,PM2.5,55.0
199272,20180305,19,PCA,14.656569725942884
199272,20180305,19,PM2.5,51.0
199278,20180305,20,PCA,19.816254699841743
199278,20180305,20,PM2.5,55.0
199284,20180305,21,PCA,13.87497502513496
199284,20180305,21,PM2.5,60.0
199290,20180305,22,PCA,14.168259186352666
199290,20180305,22,PM2.5,57.0
199296,20180305,23,PCA,-13.932869402681158
199296,20180305,23,PM2.5,36.0
199302,20180306,0,PCA,-24.787821180722453
199302,20180306,0,PM2.5,34.0
199308,20180306,1,PCA,-17.345812730414607
199308,20180306,1,PM2.5,42.0
199314,20180306,2,PCA,-19.56102910371596
199314,20180306,2,PM2.5,40.0
199320,20180306,3,PCA,-14.942417321728307
199320,20180306,3,PM2.5,45.0
199326,20180306,4,PCA,-4.298716922951187
199326,20180306,4,PM2.5,51.0
199332,20180306,5,PCA,-2.046618205548186
199332,20180306,5,PM2.5,53.0
199338,20180306,6,PCA,-1.8671455200393874
199338,20180306,6,PM2.5,53.0
199344,20180306,7,PCA,-9.374359403338529
199344,20180306,7,PM2.5,48.0
199350,20180306,8,PCA,-0.15136915550578345
199350,20180306,8,PM2.5,57.0
199356,20180306,9,PCA,16.340774335595412
199356,20180306,9,PM2.5,68.0
199362,20180306,10,PCA,21.425610400660048
199362,20180306,10,PM2.5,71.0
199368,20180306,11,PCA,11.526741618464838
199368,20180306,11,PM2.5,64.0
199374,20180306,12,PCA,26.66788251805279
199374,20180306,12,PM2.5,73.0
199380,20180306,13,PCA,52.10787237135297
199380,20180306,13,PM2.5,89.0
199386,20180306,14,PCA,47.8599913503021
199386,20180306,14,PM2.5,86.0
199392,20180306,15,PCA,56.13794354277733
199392,20180306,15,PM2.5,91.0
199398,20180306,16,PCA,55.92236464039146
199398,20180306,16,PM2.5,90.0
199404,20180306,17,PCA,24.54379712130988
199404,20180306,17,PM2.5,70.0
199410,20180306,18,PCA,-6.306016529541101
199410,20180306,18,PM2.5,51.0
199416,20180306,19,PCA,-3.4100721261683833
199416,20180306,19,PM2.5,53.0
199422,20180306,20,PCA,19.53398087859777
199422,20180306,20,PM2.5,68.0
199428,20180306,21,PCA,-8.10889416664319
199428,20180306,21,PM2.5,51.0
199434,20180306,22,PCA,-17.5439509741872
199434,20180306,22,PM2.5,44.0
199440,20180306,23,PCA,-21.670190110442725
199440,20180306,23,PM2.5,42.0
199446,20180307,0,PCA,-28.383112408134092
199446,20180307,0,PM2.5,38.0
199452,20180307,1,PCA,-30.43397259266758
199452,20180307,1,PM2.5,35.0
199458,20180307,2,PCA,-29.57549504505489
199458,20180307,2,PM2.5,37.0
199464,20180307,3,PCA,-31.807012472695412
199464,20180307,3,PM2.5,36.0
199470,20180307,4,PCA,-37.164734522636024
199470,20180307,4,PM2.5,33.0
199476,20180307,5,PCA,-33.56532808107701
199476,20180307,5,PM2.5,36.0
199482,20180307,6,PCA,-33.299261203441084
199482,20180307,6,PM2.5,35.0
199488,20180307,7,PCA,-41.228700635944776
199488,20180307,7,PM2.5,30.0
199494,20180307,8,PCA,-31.697586481410923
199494,20180307,8,PM2.5,37.0
199500,20180307,9,PCA,-32.45465115268789
199500,20180307,9,PM2.5,36.0
199518,20180307,12,PCA,-7.261403074814149
199518,20180307,12,PM2.5,52.0
199524,20180307,13,PCA,22.76083578798919
199524,20180307,13,PM2.5,71.0
199530,20180307,14,PCA,16.98919275941708
199530,20180307,14,PM2.5,67.0
199560,20180307,19,PCA,10.988566760745382
199560,20180307,19,PM2.5,64.0
199566,20180307,20,PCA,15.87160870916618
199566,20180307,20,PM2.5,67.0
199572,20180307,21,PCA,-46.8721624648044
199572,20180307,21,PM2.5,28.0
199578,20180307,22,PCA,-56.621518426919174
199578,20180307,22,PM2.5,16.0
199584,20180307,23,PCA,-53.5142664952115
199584,20180307,23,PM2.5,12.0
199590,20180308,0,PCA,-30.56670878564927
199590,20180308,0,PM2.5,22.0
199596,20180308,1,PCA,-27.376059965436614
199596,20180308,1,PM2.5,22.0
199602,20180308,2,PCA,-15.574927420102583
199602,20180308,2,PM2.5,22.0
199608,20180308,3,PCA,1.4685829484317248
199608,20180308,3,PM2.5,27.0
199614,20180308,4,PCA,-7.584449903151204
199614,20180308,4,PM2.5,24.0
199620,20180308,5,PCA,-12.629002952684662
199620,20180308,5,PM2.5,23.0
199626,20180308,6,PCA,-22.515084835447237
199626,20180308,6,PM2.5,19.0
199632,20180308,7,PCA,-29.047364716841514
199632,20180308,7,PM2.5,20.0
199638,20180308,8,PCA,-25.9724443926662
199638,20180308,8,PM2.5,26.0
199644,20180308,9,PCA,-27.934228324259887
199644,20180308,9,PM2.5,24.0
199650,20180308,10,PCA,-26.933351676340184
199650,20180308,10,PM2.5,30.0
199656,20180308,11,PCA,-29.27852261541338
199656,20180308,11,PM2.5,39.0
199662,20180308,12,PCA,72.09343978302792
199662,20180308,12,PM2.5,104.0
199668,20180308,13,PCA,-11.597842596019
199668,20180308,13,PM2.5,50.0
199674,20180308,14,PCA,24.947384495572326
199674,20180308,14,PM2.5,73.0
199680,20180308,15,PCA,29.178904690009183
199680,20180308,15,PM2.5,76.0
199686,20180308,16,PCA,-28.12383614887565
199686,20180308,16,PM2.5,39.0
199692,20180308,17,PCA,-55.01094759052159
199692,20180308,17,PM2.5,20.0
199698,20180308,18,PCA,-8.735695596603279
199698,20180308,18,PM2.5,44.0
199704,20180308,19,PCA,21.55310958513896
199704,20180308,19,PM2.5,68.0
199710,20180308,20,PCA,61.690146668190074
199710,20180308,20,PM2.5,93.0
199716,20180308,21,PCA,77.72366058067732
199716,20180308,21,PM2.5,104.0
199722,20180308,22,PCA,72.88488641291218
199722,20180308,22,PM2.5,101.0
199728,20180308,23,PCA,84.01898395364795
199728,20180308,23,PM2.5,106.0
199734,20180309,0,PCA,82.8251004312467
199734,20180309,0,PM2.5,105.0
199740,20180309,1,PCA,91.36127064225744
199740,20180309,1,PM2.5,109.0
199746,20180309,2,PCA,93.82487851676603
199746,20180309,2,PM2.5,112.0
199752,20180309,3,PCA,97.21520060082102
199752,20180309,3,PM2.5,113.0
199758,20180309,4,PCA,96.49368299817932
199758,20180309,4,PM2.5,113.0
199764,20180309,5,PCA,84.51555715815181
199764,20180309,5,PM2.5,108.0
199770,20180309,6,PCA,66.41344382455789
199770,20180309,6,PM2.5,97.0
199776,20180309,7,PCA,59.31570869765695
199776,20180309,7,PM2.5,93.0
199782,20180309,8,PCA,71.15834898148321
199782,20180309,8,PM2.5,101.0
199788,20180309,9,PCA,83.86538784081851
199788,20180309,9,PM2.5,109.0
199794,20180309,10,PCA,105.97901325880812
199794,20180309,10,PM2.5,122.0
199800,20180309,11,PCA,121.61480140926375
199800,20180309,11,PM2.5,131.0
199806,20180309,12,PCA,150.71078480845927
199806,20180309,12,PM2.5,148.0
199812,20180309,13,PCA,95.29594301308128
199812,20180309,13,PM2.5,115.0
199818,20180309,14,PCA,111.77354644879928
199818,20180309,14,PM2.5,124.0
199824,20180309,15,PCA,122.83549359709407
199824,20180309,15,PM2.5,130.0
199830,20180309,16,PCA,134.32910510719964
199830,20180309,16,PM2.5,136.0
199836,20180309,17,PCA,110.91907251728404
199836,20180309,17,PM2.5,121.0
199842,20180309,18,PCA,130.43663451787165
199842,20180309,18,PM2.5,132.0
199848,20180309,19,PCA,144.06020348461797
199848,20180309,19,PM2.5,140.0
199854,20180309,20,PCA,148.6172150830506
199854,20180309,20,PM2.5,144.0
199860,20180309,21,PCA,149.6749774521093
199860,20180309,21,PM2.5,143.0
199866,20180309,22,PCA,159.53185546635382
199866,20180309,22,PM2.5,149.0
199872,20180309,23,PCA,127.30561245979216
199872,20180309,23,PM2.5,133.0
199896,20180310,3,PCA,115.66679808398514
199896,20180310,3,PM2.5,127.0
199902,20180310,4,PCA,115.84775676282854
199902,20180310,4,PM2.5,127.0
199908,20180310,5,PCA,164.1816597737421
199908,20180310,5,PM2.5,156.0
199914,20180310,6,PCA,163.4947623946428
199914,20180310,6,PM2.5,157.0
199920,20180310,7,PCA,151.95334064129204
199920,20180310,7,PM2.5,150.0
199926,20180310,8,PCA,123.29371267067452
199926,20180310,8,PM2.5,133.0
199932,20180310,9,PCA,208.64754225567378
199932,20180310,9,PM2.5,188.0
199938,20180310,10,PCA,207.02750456801422
199938,20180310,10,PM2.5,187.0
199944,20180310,11,PCA,171.19167128804523
199944,20180310,11,PM2.5,161.0
199950,20180310,12,PCA,128.1683014053139
199950,20180310,12,PM2.5,134.0
199956,20180310,13,PCA,150.59929878345247
199956,20180310,13,PM2.5,147.0
199962,20180310,14,PCA,95.64271153721114
199962,20180310,14,PM2.5,115.0
199968,20180310,15,PCA,101.90347141784876
199968,20180310,15,PM2.5,117.0
199974,20180310,16,PCA,164.91098038894972
199974,20180310,16,PM2.5,153.0
199980,20180310,17,PCA,216.72970188847893
199980,20180310,17,PM2.5,188.0
199986,20180310,18,PCA,194.90742697359656
199986,20180310,18,PM2.5,172.0
199992,20180310,19,PCA,156.9288557183377
199992,20180310,19,PM2.5,147.0
199998,20180310,20,PCA,131.042565066814
199998,20180310,20,PM2.5,133.0
200004,20180310,21,PCA,103.36714646953493
200004,20180310,21,PM2.5,118.0
200010,20180310,22,PCA,97.8110179010655
200010,20180310,22,PM2.5,113.0
200016,20180310,23,PCA,75.41723167948724
200016,20180310,23,PM2.5,100.0
200022,20180311,0,PCA,62.55440889457469
200022,20180311,0,PM2.5,93.0
200028,20180311,1,PCA,29.105537766434477
200028,20180311,1,PM2.5,73.0
200034,20180311,2,PCA,-7.521909301801387
200034,20180311,2,PM2.5,50.0
200040,20180311,3,PCA,-17.283349412974978
200040,20180311,3,PM2.5,44.0
200046,20180311,4,PCA,-18.24881629459063
200046,20180311,4,PM2.5,43.0
200052,20180311,5,PCA,-27.100341573120215
200052,20180311,5,PM2.5,38.0
200058,20180311,6,PCA,-25.393090249414726
200058,20180311,6,PM2.5,38.0
200064,20180311,7,PCA,-12.607538131872634
200064,20180311,7,PM2.5,45.0
200070,20180311,8,PCA,3.192451931614604
200070,20180311,8,PM2.5,56.0
200076,20180311,9,PCA,-8.882984650515217
200076,20180311,9,PM2.5,50.0
200082,20180311,10,PCA,-10.881753832978156
200082,20180311,10,PM2.5,49.0
200088,20180311,11,PCA,-6.157243294526491
200088,20180311,11,PM2.5,52.0
200094,20180311,12,PCA,11.766958534716084
200094,20180311,12,PM2.5,63.0
200100,20180311,13,PCA,12.31251404888746
200100,20180311,13,PM2.5,63.0
200106,20180311,14,PCA,25.318134572147734
200106,20180311,14,PM2.5,71.0
200112,20180311,15,PCA,34.016497508034284
200112,20180311,15,PM2.5,76.0
200118,20180311,16,PCA,230.39117185478588
200118,20180311,16,PM2.5,204.0
200124,20180311,17,PCA,89.20067629983797
200124,20180311,17,PM2.5,110.0
200130,20180311,18,PCA,72.09997951336273
200130,20180311,18,PM2.5,99.0
200136,20180311,19,PCA,58.282623711415475
200136,20180311,19,PM2.5,90.0
200142,20180311,20,PCA,55.09121003292006
200142,20180311,20,PM2.5,88.0
200148,20180311,21,PCA,45.614372947568434
200148,20180311,21,PM2.5,82.0
200154,20180311,22,PCA,53.142226147268694
200154,20180311,22,PM2.5,86.0
200160,20180311,23,PCA,48.97478129699544
200160,20180311,23,PM2.5,84.0
200178,20180312,2,PCA,74.07070061255739
200178,20180312,2,PM2.5,100.0
200184,20180312,3,PCA,87.73709677675531
200184,20180312,3,PM2.5,111.0
200190,20180312,4,PCA,100.70372764109261
200190,20180312,4,PM2.5,119.0
200196,20180312,5,PCA,105.37929422426748
200196,20180312,5,PM2.5,122.0
200202,20180312,6,PCA,99.97618369621748
200202,20180312,6,PM2.5,120.0
200208,20180312,7,PCA,103.02646425429181
200208,20180312,7,PM2.5,122.0
200214,20180312,8,PCA,125.92305210944424
200214,20180312,8,PM2.5,135.0
200220,20180312,9,PCA,120.42442901390257
200220,20180312,9,PM2.5,132.0
200226,20180312,10,PCA,138.636674581687
200226,20180312,10,PM2.5,142.0
200232,20180312,11,PCA,164.779437144936
200232,20180312,11,PM2.5,158.0
200238,20180312,12,PCA,188.31071123597016
200238,20180312,12,PM2.5,174.0
200244,20180312,13,PCA,202.61403140775323
200244,20180312,13,PM2.5,183.0
200250,20180312,14,PCA,223.24530624228024
200250,20180312,14,PM2.5,197.0
200256,20180312,15,PCA,211.16586700014875
200256,20180312,15,PM2.5,188.0
200262,20180312,16,PCA,189.09908727465526
200262,20180312,16,PM2.5,171.0
200268,20180312,17,PCA,194.39805407975967
200268,20180312,17,PM2.5,174.0
200274,20180312,18,PCA,191.1490188684598
200274,20180312,18,PM2.5,171.0
200280,20180312,19,PCA,186.11865728940583
200280,20180312,19,PM2.5,167.0
200310,20180313,0,PCA,226.66550142451098
200310,20180313,0,PM2.5,197.0
200316,20180313,1,PCA,212.99841786549098
200316,20180313,1,PM2.5,189.0
200322,20180313,2,PCA,193.85361011740372
200322,20180313,2,PM2.5,175.0
200328,20180313,3,PCA,186.55887296982573
200328,20180313,3,PM2.5,170.0
200334,20180313,4,PCA,171.57970659389684
200334,20180313,4,PM2.5,159.0
200340,20180313,5,PCA,165.86324844084757
200340,20180313,5,PM2.5,154.0
200346,20180313,6,PCA,153.7036407271555
200346,20180313,6,PM2.5,148.0
200352,20180313,7,PCA,160.20404793473512
200352,20180313,7,PM2.5,154.0
200358,20180313,8,PCA,200.73052558361988
200358,20180313,8,PM2.5,182.0
200364,20180313,9,PCA,221.83781339416308
200364,20180313,9,PM2.5,196.0
200370,20180313,10,PCA,283.01588343065777
200370,20180313,10,PM2.5,239.0
200376,20180313,11,PCA,338.42476213296254
200376,20180313,11,PM2.5,277.0
200382,20180313,12,PCA,325.89988212930837
200382,20180313,12,PM2.5,267.0
200388,20180313,13,PCA,316.9671690269646
200388,20180313,13,PM2.5,260.0
200394,20180313,14,PCA,293.0571120655589
200394,20180313,14,PM2.5,243.0
200400,20180313,15,PCA,314.53697762809384
200400,20180313,15,PM2.5,258.0
200448,20180313,23,PCA,337.88502358709906
200448,20180313,23,PM2.5,276.0
200454,20180314,0,PCA,347.91903697847044
200454,20180314,0,PM2.5,283.0
200460,20180314,1,PCA,370.39221420341784
200460,20180314,1,PM2.5,299.0
200466,20180314,2,PCA,377.86653225337596
200466,20180314,2,PM2.5,305.0
200472,20180314,3,PCA,404.3128625674089
200472,20180314,3,PM2.5,319.0
200478,20180314,4,PCA,422.61115224431796
200478,20180314,4,PM2.5,330.0
200484,20180314,5,PCA,428.171773357185
200484,20180314,5,PM2.5,335.0
200490,20180314,6,PCA,423.2166323918913
200490,20180314,6,PM2.5,334.0
200496,20180314,7,PCA,438.1738277404202
200496,20180314,7,PM2.5,346.0
200502,20180314,8,PCA,409.41281480019074
200502,20180314,8,PM2.5,328.0
200508,20180314,9,PCA,396.994705129034
200508,20180314,9,PM2.5,321.0
200514,20180314,10,PCA,368.1548495881375
200514,20180314,10,PM2.5,302.0
200520,20180314,11,PCA,350.23610536424496
200520,20180314,11,PM2.5,289.0
200526,20180314,12,PCA,352.2090605387438
200526,20180314,12,PM2.5,289.0
200532,20180314,13,PCA,357.879898997889
200532,20180314,13,PM2.5,292.0
200538,20180314,14,PCA,367.2339604864135
200538,20180314,14,PM2.5,298.0
200544,20180314,15,PCA,370.9387969583859
200544,20180314,15,PM2.5,300.0
200550,20180314,16,PCA,378.1052512151184
200550,20180314,16,PM2.5,305.0
200556,20180314,17,PCA,370.0179052585998
200556,20180314,17,PM2.5,299.0
200562,20180314,18,PCA,373.66879400385005
200562,20180314,18,PM2.5,302.0
200568,20180314,19,PCA,337.03358400987645
200568,20180314,19,PM2.5,277.0
200574,20180314,20,PCA,325.8141536600862
200574,20180314,20,PM2.5,269.0
200580,20180314,21,PCA,356.9461467593916
200580,20180314,21,PM2.5,293.0
200586,20180314,22,PCA,373.2067810316841
200586,20180314,22,PM2.5,304.0
200592,20180314,23,PCA,304.9213623870279
200592,20180314,23,PM2.5,257.0
200598,20180315,0,PCA,81.32142867468039
200598,20180315,0,PM2.5,48.0
200604,20180315,1,PCA,166.48712558808103
200604,20180315,1,PM2.5,30.0
200610,20180315,2,PCA,24.74321525483517
200610,20180315,2,PM2.5,27.0
200616,20180315,3,PCA,-1.9059166347045569
200616,20180315,3,PM2.5,20.0
200622,20180315,4,PCA,14.169220537921314
200622,20180315,4,PM2.5,16.0
200628,20180315,5,PCA,-1.9058054934610544
200628,20180315,5,PM2.5,19.0
200634,20180315,6,PCA,-22.738666587995816
200634,20180315,6,PM2.5,15.0
200640,20180315,7,PCA,-29.18526370680767
200640,20180315,7,PM2.5,14.0
200646,20180315,8,PCA,-34.860254221391514
200646,20180315,8,PM2.5,16.0
200652,20180315,9,PCA,-41.78500193873477
200652,20180315,9,PM2.5,16.0
200658,20180315,10,PCA,-40.690384401223255
200658,20180315,10,PM2.5,18.0
200676,20180315,13,PCA,-38.837934700645114
200676,20180315,13,PM2.5,15.0
200682,20180315,14,PCA,-50.51201315936495
200682,20180315,14,PM2.5,14.0
200688,20180315,15,PCA,-62.463221819627485
