,date,hour,type,八达岭
196722,20180215,22,PM2.5,75.0
196728,20180215,23,PCA,0.15940859115096223
196728,20180215,23,PM2.5,57.0
196734,20180216,0,PCA,-16.432451292808363
196734,20180216,0,PM2.5,47.0
196740,20180216,1,PCA,339.24347392843714
196740,20180216,1,PM2.5,286.0
196746,20180216,2,PCA,372.2381181889079
196746,20180216,2,PM2.5,311.0
196752,20180216,3,PCA,100.25730235784835
196752,20180216,3,PM2.5,121.0
196758,20180216,4,PCA,90.63160779101922
196758,20180216,4,PM2.5,115.0
196764,20180216,5,PCA,119.71508003669584
196764,20180216,5,PM2.5,132.0
196770,20180216,6,PCA,93.4492913451864
196770,20180216,6,PM2.5,117.0
196776,20180216,7,PCA,0.01032848496401199
196776,20180216,7,PM2.5,58.0
196782,20180216,8,PCA,-31.505383308143834
196782,20180216,8,PM2.5,31.0
196788,20180216,9,PCA,-33.945359095193844
196788,20180216,9,PM2.5,32.0
196794,20180216,10,PCA,-40.862683952552985
196794,20180216,10,PM2.5,23.0
196800,20180216,11,PCA,-34.4353836936037
196800,20180216,11,PM2.5,23.0
196806,20180216,12,PCA,-29.449938170209293
196806,20180216,12,PM2.5,23.0
196812,20180216,13,PCA,-38.7973915716384
196812,20180216,13,PM2.5,14.0
196818,20180216,14,PCA,-46.08496982184937
196818,20180216,14,PM2.5,10.0
196824,20180216,15,PCA,-63.64687195878322
196824,20180216,15,PM2.5,8.0
196830,20180216,16,PCA,-63.073048282558986
196830,20180216,16,PM2.5,11.0
196836,20180216,17,PCA,-64.52712305823094
196836,20180216,17,PM2.5,9.0
196842,20180216,18,PCA,-65.77573165681275
196842,20180216,18,PM2.5,6.0
196848,20180216,19,PCA,-56.66095762818588
196848,20180216,19,PM2.5,16.0
196854,20180216,20,PCA,-27.271300022077067
196854,20180216,20,PM2.5,40.0
196860,20180216,21,PCA,-42.15042837376133
196860,20180216,21,PM2.5,29.0
196866,20180216,22,PCA,-67.2610367169385
196866,20180216,22,PM2.5,13.0
196872,20180216,23,PCA,-64.49010125860353
196872,20180216,23,PM2.5,16.0
196878,20180217,0,PCA,-64.65929205093444
196878,20180217,0,PM2.5,15.0
196884,20180217,1,PCA,-72.89453349730525
196884,20180217,1,PM2.5,12.0
196890,20180217,2,PCA,-75.199929847595
196890,20180217,2,PM2.5,11.0
196896,20180217,3,PCA,-74.1114385246186
196896,20180217,3,PM2.5,12.0
196902,20180217,4,PCA,-71.59656480199921
196902,20180217,4,PM2.5,15.0
196908,20180217,5,PCA,-48.05981639463789
196908,20180217,5,PM2.5,25.0
196914,20180217,6,PCA,-36.23814563529765
196914,20180217,6,PM2.5,32.0
196920,20180217,7,PCA,-21.72600348852448
196920,20180217,7,PM2.5,44.0
196926,20180217,8,PCA,-7.452509902372365
196926,20180217,8,PM2.5,53.0
196932,20180217,9,PCA,-1.8258227725357734
196932,20180217,9,PM2.5,57.0
196938,20180217,10,PCA,2.793094003056351
196938,20180217,10,PM2.5,60.0
196944,20180217,11,PCA,7.005317337630658
196944,20180217,11,PM2.5,62.0
196950,20180217,12,PCA,34.09246611676585
196950,20180217,12,PM2.5,79.0
196956,20180217,13,PCA,54.34284714949538
196956,20180217,13,PM2.5,92.0
196962,20180217,14,PCA,58.36415750887245
196962,20180217,14,PM2.5,94.0
196968,20180217,15,PCA,67.78760841671397
196968,20180217,15,PM2.5,100.0
196974,20180217,16,PCA,79.0268097944527
196974,20180217,16,PM2.5,107.0
196980,20180217,17,PCA,74.83748433237122
196980,20180217,17,PM2.5,104.0
196986,20180217,18,PCA,85.0471984765034
196986,20180217,18,PM2.5,110.0
196992,20180217,19,PCA,85.93323069685488
196992,20180217,19,PM2.5,111.0
196998,20180217,20,PCA,86.93805971434654
196998,20180217,20,PM2.5,112.0
197004,20180217,21,PCA,87.26525872182538
197004,20180217,21,PM2.5,112.0
197010,20180217,22,PCA,95.0385543749063
197010,20180217,22,PM2.5,116.0
197016,20180217,23,PCA,90.60813055501191
197016,20180217,23,PM2.5,114.0
197022,20180218,0,PCA,84.38347158114769
197022,20180218,0,PM2.5,111.0
197028,20180218,1,PCA,79.34737790792514
197028,20180218,1,PM2.5,108.0
197034,20180218,2,PCA,78.56751349082091
197034,20180218,2,PM2.5,107.0
197040,20180218,3,PCA,77.43151336033579
197040,20180218,3,PM2.5,107.0
197046,20180218,4,PCA,80.83318771945751
197046,20180218,4,PM2.5,109.0
197052,20180218,5,PCA,79.90094601364311
197052,20180218,5,PM2.5,109.0
197058,20180218,6,PCA,91.55611591255983
197058,20180218,6,PM2.5,116.0
197064,20180218,7,PCA,122.21930809257869
197064,20180218,7,PM2.5,134.0
197070,20180218,8,PCA,128.83983966169114
197070,20180218,8,PM2.5,138.0
197076,20180218,9,PCA,144.71425886936115
197076,20180218,9,PM2.5,147.0
197082,20180218,10,PCA,148.26898495328462
197082,20180218,10,PM2.5,149.0
197088,20180218,11,PCA,173.64623547158058
197088,20180218,11,PM2.5,166.0
197094,20180218,12,PCA,189.3657333601743
197094,20180218,12,PM2.5,175.0
197100,20180218,13,PCA,166.2919210532702
197100,20180218,13,PM2.5,158.0
197106,20180218,14,PCA,51.12390756401029
197106,20180218,14,PM2.5,88.0
197112,20180218,15,PCA,-32.74691222631459
197112,20180218,15,PM2.5,35.0
197118,20180218,16,PCA,-35.222625376492694
197118,20180218,16,PM2.5,32.0
197124,20180218,17,PCA,-26.385994312217054
197124,20180218,17,PM2.5,34.0
197130,20180218,18,PCA,-18.888710971753504
197130,20180218,18,PM2.5,34.0
197136,20180218,19,PCA,30.20277553271452
197136,20180218,19,PM2.5,73.0
197142,20180218,20,PCA,70.82372944305494
197142,20180218,20,PM2.5,99.0
197148,20180218,21,PCA,74.71468969679205
197148,20180218,21,PM2.5,102.0
197154,20180218,22,PCA,74.62426327623997
197154,20180218,22,PM2.5,102.0
197160,20180218,23,PCA,53.28684096044797
197160,20180218,23,PM2.5,89.0
197166,20180219,0,PCA,49.26645744616368
197166,20180219,0,PM2.5,87.0
197172,20180219,1,PCA,86.36894764276191
197172,20180219,1,PM2.5,109.0
197178,20180219,2,PCA,92.69038872187184
197178,20180219,2,PM2.5,113.0
197184,20180219,3,PCA,106.08641704735882
197184,20180219,3,PM2.5,122.0
197190,20180219,4,PCA,107.19013133831128
197190,20180219,4,PM2.5,122.0
197196,20180219,5,PCA,127.34545517939873
197196,20180219,5,PM2.5,135.0
197202,20180219,6,PCA,103.28510203087939
197202,20180219,6,PM2.5,121.0
197208,20180219,7,PCA,107.45921941713068
197208,20180219,7,PM2.5,125.0
197214,20180219,8,PCA,124.41224072720243
197214,20180219,8,PM2.5,135.0
197220,20180219,9,PCA,103.47855562352953
197220,20180219,9,PM2.5,123.0
197226,20180219,10,PCA,53.54932398663789
197226,20180219,10,PM2.5,92.0
197232,20180219,11,PCA,61.384812032807375
197232,20180219,11,PM2.5,96.0
197238,20180219,12,PCA,51.421596988696855
197238,20180219,12,PM2.5,89.0
197244,20180219,13,PCA,24.54005021237411
197244,20180219,13,PM2.5,72.0
197250,20180219,14,PCA,-3.2733341375498646
197250,20180219,14,PM2.5,52.0
197256,20180219,15,PCA,-24.958677886409173
197256,20180219,15,PM2.5,35.0
197262,20180219,16,PCA,-38.003792813399635
197262,20180219,16,PM2.5,22.0
197268,20180219,17,PCA,-50.16471286371552
197268,20180219,17,PM2.5,16.0
197274,20180219,18,PCA,-57.230582432538
197274,20180219,18,PM2.5,13.0
197280,20180219,19,PCA,-38.8640496714512
197280,20180219,19,PM2.5,27.0
197286,20180219,20,PCA,-0.3356476200920048
197286,20180219,20,PM2.5,56.0
197292,20180219,21,PCA,-58.665949738947205
197292,20180219,21,PM2.5,20.0
197298,20180219,22,PCA,-71.10530386701618
197298,20180219,22,PM2.5,8.0
197304,20180219,23,PCA,-69.33789810412705
197304,20180219,23,PM2.5,10.0
197310,20180220,0,PCA,-72.45904280591114
197310,20180220,0,PM2.5,5.0
197316,20180220,1,PCA,-73.990804390401
197316,20180220,1,PM2.5,3.0
197322,20180220,2,PCA,-72.5643238640925
197322,20180220,2,PM2.5,4.0
197328,20180220,3,PCA,-73.8298714109463
197328,20180220,3,PM2.5,6.0
197334,20180220,4,PCA,-72.08162667559803
197334,20180220,4,PM2.5,11.0
197340,20180220,5,PCA,-71.97549147950589
197340,20180220,5,PM2.5,11.0
197346,20180220,6,PCA,-71.86935628341371
197346,20180220,6,PM2.5,11.0
197352,20180220,7,PCA,-65.17908663688549
197352,20180220,7,PM2.5,13.0
197358,20180220,8,PCA,-31.247302061937894
197358,20180220,8,PM2.5,36.0
197364,20180220,9,PCA,-43.27677424800274
197364,20180220,9,PM2.5,29.0
197370,20180220,10,PCA,-43.888664825926874
197370,20180220,10,PM2.5,28.0
197376,20180220,11,PCA,-51.60448060543154
197376,20180220,11,PM2.5,23.0
197382,20180220,12,PCA,-60.633205644634565
197382,20180220,12,PM2.5,19.0
197388,20180220,13,PCA,-58.907433064888906
197388,20180220,13,PM2.5,20.0
197394,20180220,14,PCA,-45.71804479388662
197394,20180220,14,PM2.5,23.0
197400,20180220,15,PCA,-44.1267446562639
197400,20180220,15,PM2.5,23.0
197406,20180220,16,PCA,-50.262615666414995
197406,20180220,16,PM2.5,16.0
197412,20180220,17,PCA,-57.261278259828174
197412,20180220,17,PM2.5,17.0
197418,20180220,18,PCA,-56.07027992510897
197418,20180220,18,PM2.5,16.0
197424,20180220,19,PCA,-53.2067468712561
197424,20180220,19,PM2.5,18.0
197430,20180220,20,PCA,-37.16628217241273
197430,20180220,20,PM2.5,29.0
197436,20180220,21,PCA,-30.03377248089708
197436,20180220,21,PM2.5,38.0
197442,20180220,22,PCA,-49.94624520918006
197442,20180220,22,PM2.5,18.0
197448,20180220,23,PCA,-46.75453779942262
197448,20180220,23,PM2.5,24.0
197454,20180221,0,PCA,-41.846061507662334
197454,20180221,0,PM2.5,26.0
197460,20180221,1,PCA,-59.586882892925836
197460,20180221,1,PM2.5,17.0
197466,20180221,2,PCA,-60.12807855375889
197466,20180221,2,PM2.5,18.0
197472,20180221,3,PCA,-59.364816626730196
197472,20180221,3,PM2.5,18.0
197478,20180221,4,PCA,-63.55569025539116
197478,20180221,4,PM2.5,15.0
197484,20180221,5,PCA,-60.57357498241084
197484,20180221,5,PM2.5,17.0
197490,20180221,6,PCA,-59.623949355792014
197490,20180221,6,PM2.5,16.0
197496,20180221,7,PCA,-50.18951917323896
197496,20180221,7,PM2.5,24.0
197502,20180221,8,PCA,-48.41880852335231
197502,20180221,8,PM2.5,24.0
197508,20180221,9,PCA,-41.10978069492634
197508,20180221,9,PM2.5,29.0
197514,20180221,10,PCA,-38.64670010310864
197514,20180221,10,PM2.5,33.0
197520,20180221,11,PCA,-48.26194355014118
197520,20180221,11,PM2.5,27.0
197526,20180221,12,PCA,-49.89167179747498
197526,20180221,12,PM2.5,26.0
197532,20180221,13,PCA,-47.99064343750089
197532,20180221,13,PM2.5,22.0
197538,20180221,14,PCA,-50.91778478976698
197538,20180221,14,PM2.5,22.0
197544,20180221,15,PCA,-35.91870747889687
197544,20180221,15,PM2.5,28.0
197550,20180221,16,PCA,-33.166622961284766
197550,20180221,16,PM2.5,27.0
197556,20180221,17,PCA,-55.1317298222993
197556,20180221,17,PM2.5,14.0
197562,20180221,18,PCA,-61.16072263969093
197562,20180221,18,PM2.5,7.0
197568,20180221,19,PCA,-60.573869087118766
197568,20180221,19,PM2.5,8.5
197574,20180221,20,PCA,-59.98701553454659
197574,20180221,20,PM2.5,10.0
197580,20180221,21,PCA,-45.65794527368055
197580,20180221,21,PM2.5,17.0
197586,20180221,22,PCA,-48.18977732554645
197586,20180221,22,PM2.5,16.0
197592,20180221,23,PCA,-49.2547436210375
197592,20180221,23,PM2.5,15.0
197598,20180222,0,PCA,-44.11285649908861
197598,20180222,0,PM2.5,18.0
197604,20180222,1,PCA,-42.97387136735629
197604,20180222,1,PM2.5,18.0
197610,20180222,2,PCA,-44.66766006670784
197610,20180222,2,PM2.5,16.0
197616,20180222,3,PCA,-48.977850064126116
197616,20180222,3,PM2.5,15.0
197622,20180222,4,PCA,-51.5315699088724
197622,20180222,4,PM2.5,14.0
197628,20180222,5,PCA,-45.438082048001675
197628,20180222,5,PM2.5,18.0
197634,20180222,6,PCA,-36.87142165440573
197634,20180222,6,PM2.5,23.0
197640,20180222,7,PCA,-41.628228254527514
197640,20180222,7,PM2.5,21.0
197646,20180222,8,PCA,-33.91544832183655
197646,20180222,8,PM2.5,27.0
197652,20180222,9,PCA,-36.64547535528396
197652,20180222,9,PM2.5,24.0
197658,20180222,10,PCA,-39.412653773016835
197658,20180222,10,PM2.5,22.0
197664,20180222,11,PCA,-36.61984541394735
197664,20180222,11,PM2.5,25.0
197670,20180222,12,PCA,-21.885861377923586
197670,20180222,12,PM2.5,33.0
197676,20180222,13,PCA,-37.249803624297606
197676,20180222,13,PM2.5,18.0
197682,20180222,14,PCA,-38.10227484702235
197682,20180222,14,PM2.5,18.0
197688,20180222,15,PCA,-38.95474606974711
197688,20180222,15,PM2.5,18.0
197694,20180222,16,PCA,-35.52810078983226
197694,20180222,16,PM2.5,19.0
197700,20180222,17,PCA,-49.09331576104389
197700,20180222,17,PM2.5,11.0
197718,20180222,20,PCA,-41.28003228710388
197718,20180222,20,PM2.5,24.0
197724,20180222,21,PCA,-44.2752961909302
197724,20180222,21,PM2.5,17.0
197730,20180222,22,PCA,-47.30464317793921
197730,20180222,22,PM2.5,17.0
197736,20180222,23,PCA,-50.1839027223414
197736,20180222,23,PM2.5,15.0
197742,20180223,0,PCA,-44.399249223019886
197742,20180223,0,PM2.5,14.0
197748,20180223,1,PCA,-40.421952489661116
197748,20180223,1,PM2.5,18.0
197754,20180223,2,PCA,-47.37387113384833
197754,20180223,2,PM2.5,16.0
197760,20180223,3,PCA,-52.32201455508907
197760,20180223,3,PM2.5,16.0
197766,20180223,4,PCA,-60.14061000972438
197766,20180223,4,PM2.5,11.0
197772,20180223,5,PCA,-64.75688273769384
197772,20180223,5,PM2.5,8.0
197778,20180223,6,PCA,-55.398177463501256
197778,20180223,6,PM2.5,14.0
197784,20180223,7,PCA,-55.662589179920445
197784,20180223,7,PM2.5,12.0
197790,20180223,8,PCA,-30.05809530289589
197790,20180223,8,PM2.5,31.0
197796,20180223,9,PCA,-1.481653281621349
197796,20180223,9,PM2.5,55.0
197802,20180223,10,PCA,12.385186963539816
197802,20180223,10,PM2.5,64.0
197808,20180223,11,PCA,-28.432543802079078
197808,20180223,11,PM2.5,32.0
197814,20180223,12,PCA,-3.425826714109758
197814,20180223,12,PM2.5,52.0
197820,20180223,13,PCA,-21.886463986880603
197820,20180223,13,PM2.5,37.0
197826,20180223,14,PCA,-40.347101259651446
197826,20180223,14,PM2.5,22.0
197832,20180223,15,PCA,-64.76523984733242
197832,20180223,15,PM2.5,8.0
197838,20180223,17,PCA,-67.31224816821411
197838,20180223,17,PM2.5,5.0
197844,20180223,21,PCA,-69.63888308317374
197844,20180223,21,PM2.5,4.0
197850,20180223,22,PCA,-67.35031868651863
197850,20180223,22,PM2.5,7.0
197856,20180223,23,PCA,-69.32292876738617
197856,20180223,23,PM2.5,6.0
197862,20180224,0,PCA,-71.1177780617706
197862,20180224,0,PM2.5,4.0
197868,20180224,1,PCA,-73.55219863360787
197868,20180224,1,PM2.5,6.0
197874,20180224,2,PCA,-51.77968389339453
197874,20180224,2,PM2.5,8.0
197880,20180224,3,PCA,-18.024968899124804
197880,20180224,3,PM2.5,33.0
197886,20180224,4,PCA,19.80544828815174
197886,20180224,4,PM2.5,63.0
197892,20180224,5,PCA,23.179729961344677
197892,20180224,5,PM2.5,64.0
197898,20180224,6,PCA,6.5893673396617976
197898,20180224,6,PM2.5,51.0
197904,20180224,7,PCA,10.12955149063421
197904,20180224,7,PM2.5,51.0
197910,20180224,8,PCA,-10.09275115113316
197910,20180224,8,PM2.5,37.0
197916,20180224,9,PCA,-21.246902356718007
197916,20180224,9,PM2.5,31.0
197922,20180224,10,PCA,-23.59351931317139
197922,20180224,10,PM2.5,30.0
197928,20180224,11,PCA,-26.96224162454541
197928,20180224,11,PM2.5,32.0
197934,20180224,12,PCA,-27.00305017713131
197934,20180224,12,PM2.5,34.0
197940,20180224,13,PCA,-26.73573482301611
197940,20180224,13,PM2.5,34.0
197946,20180224,14,PCA,-33.791587922239906
197946,20180224,14,PM2.5,31.0
197952,20180224,15,PCA,-38.12446296637386
197952,20180224,15,PM2.5,25.0
197958,20180224,16,PCA,-41.20888012979419
197958,20180224,16,PM2.5,21.0
197964,20180224,17,PCA,-35.64842993044542
197964,20180224,17,PM2.5,26.0
197970,20180224,18,PCA,-26.48635898007905
197970,20180224,18,PM2.5,31.0
197976,20180224,19,PCA,-20.09405375725935
197976,20180224,19,PM2.5,38.0
197982,20180224,20,PCA,-25.609471317669687
197982,20180224,20,PM2.5,35.0
197988,20180224,21,PCA,-23.34850117037808
197988,20180224,21,PM2.5,37.0
197994,20180224,22,PCA,-17.89632835813622
197994,20180224,22,PM2.5,40.0
198000,20180224,23,PCA,-21.72100439368709
198000,20180224,23,PM2.5,39.0
198006,20180225,0,PCA,-13.113582669867714
198006,20180225,0,PM2.5,46.0
198012,20180225,1,PCA,-23.929247907414283
198012,20180225,1,PM2.5,36.0
198018,20180225,2,PCA,-36.110474373802965
198018,20180225,2,PM2.5,29.0
198024,20180225,3,PCA,-31.138159912511945
198024,20180225,3,PM2.5,34.0
198030,20180225,4,PCA,-27.187811823510135
198030,20180225,4,PM2.5,34.0
198036,20180225,5,PCA,-23.396938562016302
198036,20180225,5,PM2.5,38.0
198042,20180225,6,PCA,-24.35997596742256
198042,20180225,6,PM2.5,40.0
198048,20180225,7,PCA,-17.669753543256796
198048,20180225,7,PM2.5,46.0
198054,20180225,8,PCA,-12.045745891061356
198054,20180225,8,PM2.5,50.0
198060,20180225,9,PCA,6.1986270939132035
198060,20180225,9,PM2.5,61.0
198066,20180225,10,PCA,43.13720775457621
198066,20180225,10,PM2.5,84.0
198072,20180225,11,PCA,65.18128585430853
198072,20180225,11,PM2.5,97.0
198078,20180225,12,PCA,76.73488807115164
198078,20180225,12,PM2.5,104.0
198084,20180225,13,PCA,80.8498299245132
198084,20180225,13,PM2.5,106.0
198090,20180225,14,PCA,38.653072031316114
198090,20180225,14,PM2.5,80.0
198096,20180225,15,PCA,-5.945124143612557
198096,20180225,15,PM2.5,52.0
198102,20180225,16,PCA,2.966039560351603
198102,20180225,16,PM2.5,57.0
198108,20180225,17,PCA,-2.6872700936267453
198108,20180225,17,PM2.5,53.0
198114,20180225,18,PCA,2.128704328311093
198114,20180225,18,PM2.5,56.0
198120,20180225,19,PCA,14.768016117217757
198120,20180225,19,PM2.5,63.0
198126,20180225,20,PCA,34.18493009975238
198126,20180225,20,PM2.5,75.0
198132,20180225,21,PCA,50.85526184646246
198132,20180225,21,PM2.5,86.0
198138,20180225,22,PCA,65.94476202001657
198138,20180225,22,PM2.5,96.0
198144,20180225,23,PCA,75.67555352626243
198144,20180225,23,PM2.5,102.0
198150,20180226,0,PCA,80.94702951877258
198150,20180226,0,PM2.5,105.0
198156,20180226,1,PCA,76.07569516118733
198156,20180226,1,PM2.5,101.0
198162,20180226,2,PCA,81.88862096916786
198162,20180226,2,PM2.5,105.0
198168,20180226,3,PCA,76.61029762707079
198168,20180226,3,PM2.5,103.0
198174,20180226,4,PCA,79.35388353396978
198174,20180226,4,PM2.5,103.0
198180,20180226,5,PCA,89.99721145579387
198180,20180226,5,PM2.5,109.0
198186,20180226,6,PCA,86.27449992152597
198186,20180226,6,PM2.5,109.0
198192,20180226,7,PCA,80.0447414505211
198192,20180226,7,PM2.5,107.0
198198,20180226,8,PCA,100.42206595202349
198198,20180226,8,PM2.5,119.0
198204,20180226,9,PCA,97.68952881910786
198204,20180226,9,PM2.5,117.0
198210,20180226,10,PCA,103.41627503446387
198210,20180226,10,PM2.5,120.0
198216,20180226,11,PCA,125.1765262355988
198216,20180226,11,PM2.5,132.0
198222,20180226,12,PCA,177.52681188789177
198222,20180226,12,PM2.5,164.0
198228,20180226,13,PCA,196.93490119823454
198228,20180226,13,PM2.5,177.0
198234,20180226,14,PCA,177.21488914706262
198234,20180226,14,PM2.5,162.0
198240,20180226,15,PCA,166.21965141044208
198240,20180226,15,PM2.5,154.0
198246,20180226,16,PCA,53.842747925805604
198246,20180226,16,PM2.5,88.0
198252,20180226,17,PCA,-3.925065965071099
198252,20180226,17,PM2.5,41.0
198258,20180226,18,PCA,41.9231366647091
198258,20180226,18,PM2.5,79.0
198264,20180226,19,PCA,110.48518011076672
198264,20180226,19,PM2.5,121.0
198270,20180226,20,PCA,100.20216108437299
198270,20180226,20,PM2.5,115.0
198276,20180226,21,PCA,69.03536284247188
198276,20180226,21,PM2.5,96.0
198282,20180226,22,PCA,39.44408022100563
198282,20180226,22,PM2.5,79.0
198288,20180226,23,PCA,7.202504394054143
198288,20180226,23,PM2.5,59.0
198294,20180227,0,PCA,-30.964526963283657
198294,20180227,0,PM2.5,28.0
198300,20180227,1,PCA,-41.85241181565653
198300,20180227,1,PM2.5,17.0
198306,20180227,2,PCA,-13.660131982478799
198306,20180227,2,PM2.5,46.0
198312,20180227,3,PCA,-36.2293553508102
198312,20180227,3,PM2.5,20.0
198318,20180227,4,PCA,-35.02392092087917
198318,20180227,4,PM2.5,21.0
198324,20180227,5,PCA,-41.20263208061305
198324,20180227,5,PM2.5,18.0
198330,20180227,6,PCA,-46.66372943734838
198330,20180227,6,PM2.5,14.0
198336,20180227,7,PCA,-47.81480234134354
198336,20180227,7,PM2.5,17.0
198342,20180227,8,PCA,90.81387141801261
198342,20180227,8,PM2.5,112.0
198348,20180227,9,PCA,213.34600657940967
198348,20180227,9,PM2.5,193.0
198354,20180227,10,PCA,302.1518105452616
198354,20180227,10,PM2.5,257.0
198360,20180227,11,PCA,273.81141709295014
198360,20180227,11,PM2.5,238.0
198366,20180227,12,PCA,215.6629184138102
198366,20180227,12,PM2.5,197.0
198372,20180227,13,PCA,222.24713449813655
198372,20180227,13,PM2.5,202.0
198378,20180227,14,PCA,225.1043817516143
198378,20180227,14,PM2.5,204.0
198384,20180227,15,PCA,213.4688137061647
198384,20180227,15,PM2.5,196.0
198390,20180227,16,PCA,204.11520792911276
198390,20180227,16,PM2.5,189.0
198396,20180227,17,PCA,185.9783159430345
198396,20180227,17,PM2.5,175.0
198402,20180227,18,PCA,179.43299857203772
198402,20180227,18,PM2.5,170.0
198408,20180227,19,PCA,190.39311670914873
198408,20180227,19,PM2.5,178.0
198414,20180227,20,PCA,193.66195533735032
198414,20180227,20,PM2.5,180.0
198420,20180227,21,PCA,195.0884358636588
198420,20180227,21,PM2.5,181.0
198426,20180227,22,PCA,197.9185971704485
198426,20180227,22,PM2.5,183.0
198432,20180227,23,PCA,195.60479999388863
198432,20180227,23,PM2.5,181.0
198438,20180228,0,PCA,179.2676629469744
198438,20180228,0,PM2.5,169.0
198444,20180228,1,PCA,173.3491582682802
198444,20180228,1,PM2.5,165.0
198450,20180228,2,PCA,149.74260249578177
198450,20180228,2,PM2.5,148.0
198456,20180228,3,PCA,92.39126401748551
198456,20180228,3,PM2.5,114.0
198462,20180228,4,PCA,53.31790932342767
198462,20180228,4,PM2.5,89.0
198468,20180228,5,PCA,46.20825559214604
198468,20180228,5,PM2.5,85.0
198474,20180228,6,PCA,33.85203649347038
198474,20180228,6,PM2.5,77.0
198480,20180228,7,PCA,33.984610365278826
198480,20180228,7,PM2.5,77.0
198486,20180228,8,PCA,36.451459266640455
198486,20180228,8,PM2.5,79.0
198492,20180228,9,PCA,55.09254262393048
198492,20180228,9,PM2.5,91.0
198498,20180228,10,PCA,65.10024619583828
198498,20180228,10,PM2.5,97.0
198504,20180228,11,PCA,135.39174373219836
198504,20180228,11,PM2.5,140.0
198510,20180228,12,PCA,253.45168406482415
198510,20180228,12,PM2.5,223.0
198516,20180228,13,PCA,185.13012477082893
198516,20180228,13,PM2.5,172.0
198522,20180228,14,PCA,205.58414537591196
198522,20180228,14,PM2.5,185.0
198528,20180228,15,PCA,218.1033179111399
198528,20180228,15,PM2.5,194.0
198534,20180228,16,PCA,236.58426192620595
198534,20180228,16,PM2.5,208.0
198558,20180228,20,PCA,3.0866280071827203
198558,20180228,20,PM2.5,17.0
198564,20180228,21,PCA,-39.059169912779375
198564,20180228,21,PM2.5,7.0
198570,20180228,22,PCA,-36.35926058496415
198570,20180228,22,PM2.5,9.0
198576,20180228,23,PCA,-38.8961166039254
198576,20180228,23,PM2.5,10.0
198582,20180301,0,PCA,-44.91480640152843
198582,20180301,0,PM2.5,8.0
198588,20180301,1,PCA,-47.99329890724894
198588,20180301,1,PM2.5,8.0
198594,20180301,2,PCA,-47.20677024737905
198594,20180301,2,PM2.5,7.0
198600,20180301,3,PCA,-54.44525260221105
198600,20180301,3,PM2.5,8.0
198606,20180301,4,PCA,-57.73441836553774
198606,20180301,4,PM2.5,7.0
198612,20180301,5,PCA,-44.94503046170261
198612,20180301,5,PM2.5,11.0
198618,20180301,6,PCA,-38.41430761485958
198618,20180301,6,PM2.5,12.0
198624,20180301,7,PCA,-40.5219718827121
198624,20180301,7,PM2.5,12.0
198630,20180301,8,PCA,-42.22491232107791
198630,20180301,8,PM2.5,14.0
198636,20180301,9,PCA,-45.207823916932945
198636,20180301,9,PM2.5,14.0
198642,20180301,10,PCA,-42.03121403050029
198642,20180301,10,PM2.5,14.0
198648,20180301,11,PCA,-23.47450699801069
198648,20180301,11,PM2.5,20.0
198654,20180301,12,PCA,0.7643470454597892
198654,20180301,12,PM2.5,26.0
198660,20180301,13,PCA,-43.93956618378509
198660,20180301,13,PM2.5,16.0
198666,20180301,14,PCA,-49.72227079062778
198666,20180301,14,PM2.5,18.0
198672,20180301,15,PCA,-35.78447423392953
198672,20180301,15,PM2.5,34.0
198678,20180301,16,PCA,135.5107563229857
198678,20180301,16,PM2.5,141.0
198684,20180301,17,PCA,-8.44439279743071
198684,20180301,17,PM2.5,81.0
198690,20180301,18,PCA,-44.13619239557856
198690,20180301,18,PM2.5,21.0
198696,20180301,19,PCA,-23.749093146675545
198696,20180301,19,PM2.5,28.0
198702,20180301,20,PCA,-22.03431284961999
198702,20180301,20,PM2.5,30.0
198708,20180301,21,PCA,-13.992712956017936
198708,20180301,21,PM2.5,37.0
198714,20180301,22,PCA,-11.94195264378612
198714,20180301,22,PM2.5,38.0
198720,20180301,23,PCA,-11.468152099660669
198720,20180301,23,PM2.5,41.0
198726,20180302,0,PCA,-11.074772834166954
198726,20180302,0,PM2.5,43.0
198732,20180302,1,PCA,-11.237008693535506
198732,20180302,1,PM2.5,44.0
198738,20180302,2,PCA,-11.131620051978766
198738,20180302,2,PM2.5,48.0
198744,20180302,3,PCA,1.829372704848648
198744,20180302,3,PM2.5,57.0
198750,20180302,4,PCA,11.311316998414659
198750,20180302,4,PM2.5,63.0
198756,20180302,5,PCA,20.82096668258765
198756,20180302,5,PM2.5,69.0
198762,20180302,6,PCA,54.04303494230236
198762,20180302,6,PM2.5,91.0
198768,20180302,7,PCA,36.414518843763034
198768,20180302,7,PM2.5,80.0
198774,20180302,8,PCA,62.13542833476052
198774,20180302,8,PM2.5,96.0
198780,20180302,9,PCA,46.219174380512335
198780,20180302,9,PM2.5,86.0
198786,20180302,10,PCA,46.01804698888634
198786,20180302,10,PM2.5,86.0
198792,20180302,11,PCA,38.97425958870739
198792,20180302,11,PM2.5,81.0
198798,20180302,12,PCA,71.48315076977406
198798,20180302,12,PM2.5,101.0
198804,20180302,13,PCA,75.24864823796925
198804,20180302,13,PM2.5,103.0
198810,20180302,14,PCA,56.27169600674646
198810,20180302,14,PM2.5,91.0
198816,20180302,15,PCA,33.008538081530915
198816,20180302,15,PM2.5,76.0
