,date,hour,type,西直门北
189180,20171225,13,PM2.5,58.0
189186,20171225,14,PCA,-29.801643198698883
189186,20171225,14,PM2.5,54.0
189192,20171225,15,PCA,-42.969947421190355
189192,20171225,15,PM2.5,45.0
189198,20171225,16,PCA,-34.9241012974213
189198,20171225,16,PM2.5,49.0
189204,20171225,17,PCA,-28.913015322381437
189204,20171225,17,PM2.5,51.0
189210,20171225,18,PCA,-28.934097557550377
189210,20171225,18,PM2.5,50.0
189216,20171225,19,PCA,-15.026022829471236
189216,20171225,19,PM2.5,58.0
189222,20171225,20,PCA,-6.797594469190667
189222,20171225,20,PM2.5,62.0
189228,20171225,21,PCA,-0.6751389141544891
189228,20171225,21,PM2.5,65.0
189234,20171225,22,PCA,-12.606972726237556
189234,20171225,22,PM2.5,58.0
189240,20171225,23,PCA,-30.44139607041912
189240,20171225,23,PM2.5,48.0
189246,20171226,0,PCA,-47.755565852545
189246,20171226,0,PM2.5,39.0
189252,20171226,1,PCA,-71.2266499688189
189252,20171226,1,PM2.5,27.0
189258,20171226,2,PCA,-94.2740843113585
189258,20171226,2,PM2.5,16.0
189264,20171226,3,PCA,-107.65895907895427
189264,20171226,3,PM2.5,7.0
189270,20171226,4,PCA,-106.43128118469852
189270,20171226,4,PM2.5,9.0
189276,20171226,5,PCA,-106.54865974967609
189276,20171226,5,PM2.5,5.0
189282,20171226,6,PCA,-93.1116183288986
189282,20171226,6,PM2.5,6.0
189288,20171226,7,PCA,-72.29737882092137
189288,20171226,7,PM2.5,14.0
189294,20171226,8,PCA,-61.7417345221969
189294,20171226,8,PM2.5,17.0
189300,20171226,9,PCA,-69.50362550493652
189300,20171226,9,PM2.5,16.0
189306,20171226,10,PCA,-59.495094635214826
189306,20171226,10,PM2.5,18.0
189312,20171226,11,PCA,-73.16880971206844
189312,20171226,11,PM2.5,22.0
189318,20171226,12,PCA,-76.107355522684
189318,20171226,12,PM2.5,22.0
189324,20171226,13,PCA,-82.72500754872486
189324,20171226,13,PM2.5,20.0
189330,20171226,14,PCA,-79.78031534437093
189330,20171226,14,PM2.5,19.0
189336,20171226,15,PCA,-68.162485014513
189336,20171226,15,PM2.5,25.0
189342,20171226,16,PCA,-61.065952052815106
189342,20171226,16,PM2.5,29.0
189348,20171226,17,PCA,-51.91769740192999
189348,20171226,17,PM2.5,29.0
189354,20171226,18,PCA,-54.20819341752222
189354,20171226,18,PM2.5,33.0
189360,20171226,19,PCA,-49.097347357431126
189360,20171226,19,PM2.5,34.0
189366,20171226,20,PCA,-40.305146605510046
189366,20171226,20,PM2.5,44.0
189372,20171226,21,PCA,-36.27068441314368
189372,20171226,21,PM2.5,45.0
189378,20171226,22,PCA,-28.306238027330117
189378,20171226,22,PM2.5,50.0
189384,20171226,23,PCA,-13.000730910032614
189384,20171226,23,PM2.5,59.0
189390,20171227,0,PCA,-20.41883872741484
189390,20171227,0,PM2.5,55.0
189396,20171227,1,PCA,-19.696380394604624
189396,20171227,1,PM2.5,56.0
189402,20171227,2,PCA,-12.37508372015973
189402,20171227,2,PM2.5,61.0
189408,20171227,3,PCA,-15.222725831540357
189408,20171227,3,PM2.5,59.0
189414,20171227,4,PCA,-20.505934862210214
189414,20171227,4,PM2.5,56.0
189420,20171227,5,PCA,-1.4946942211430678
189420,20171227,5,PM2.5,66.0
189426,20171227,6,PCA,1.7570651499458174
189426,20171227,6,PM2.5,68.0
189432,20171227,7,PCA,6.944024906670064
189432,20171227,7,PM2.5,71.0
189438,20171227,8,PCA,-0.6056013591421424
189438,20171227,8,PM2.5,67.0
189444,20171227,9,PCA,0.2555397404827929
189444,20171227,9,PM2.5,68.0
189450,20171227,10,PCA,8.722328189594498
189450,20171227,10,PM2.5,73.0
189456,20171227,11,PCA,30.654669730982413
189456,20171227,11,PM2.5,86.0
189462,20171227,12,PCA,49.98587069036083
189462,20171227,12,PM2.5,99.0
189468,20171227,13,PCA,69.10121254976171
189468,20171227,13,PM2.5,111.0
189474,20171227,14,PCA,79.018283735355
189474,20171227,14,PM2.5,117.0
189480,20171227,15,PCA,71.92227710784776
189480,20171227,15,PM2.5,112.0
189486,20171227,16,PCA,63.213108238409184
189486,20171227,16,PM2.5,106.0
189492,20171227,17,PCA,53.67363299217481
189492,20171227,17,PM2.5,100.0
189498,20171227,18,PCA,46.49573954209886
189498,20171227,18,PM2.5,95.0
189504,20171227,19,PCA,85.07885702781117
189504,20171227,19,PM2.5,119.0
189510,20171227,20,PCA,78.12454537483633
189510,20171227,20,PM2.5,116.0
189516,20171227,21,PCA,78.33860622729024
189516,20171227,21,PM2.5,116.0
189522,20171227,22,PCA,82.98993027587625
189522,20171227,22,PM2.5,119.0
189528,20171227,23,PCA,79.3367610934708
189528,20171227,23,PM2.5,117.0
189534,20171228,0,PCA,66.67607949076421
189534,20171228,0,PM2.5,109.0
189540,20171228,1,PCA,66.03157235168821
189540,20171228,1,PM2.5,109.0
189546,20171228,2,PCA,63.316472075689745
189546,20171228,2,PM2.5,108.0
189552,20171228,3,PCA,52.291097586613084
189552,20171228,3,PM2.5,101.0
189558,20171228,4,PCA,27.932655607697153
189558,20171228,4,PM2.5,86.0
189564,20171228,5,PCA,17.227306253161967
189564,20171228,5,PM2.5,79.0
189570,20171228,6,PCA,-4.096609663723992
189570,20171228,6,PM2.5,66.0
189576,20171228,7,PCA,-8.963854138264875
189576,20171228,7,PM2.5,63.0
189582,20171228,8,PCA,4.859411557214934
189582,20171228,8,PM2.5,72.0
189588,20171228,9,PCA,42.039364497544405
189588,20171228,9,PM2.5,95.0
189594,20171228,10,PCA,62.60343937228401
189594,20171228,10,PM2.5,108.0
189600,20171228,11,PCA,59.048687286903984
189600,20171228,11,PM2.5,106.0
189606,20171228,12,PCA,51.82121649919481
189606,20171228,12,PM2.5,102.0
189612,20171228,13,PCA,69.0659718723291
189612,20171228,13,PM2.5,113.0
189618,20171228,14,PCA,89.7302913730469
189618,20171228,14,PM2.5,124.0
189624,20171228,15,PCA,92.73630201629307
189624,20171228,15,PM2.5,126.0
189630,20171228,16,PCA,95.7423126595392
189630,20171228,16,PM2.5,128.0
189636,20171228,17,PCA,119.15401460700886
189636,20171228,17,PM2.5,140.0
189642,20171228,18,PCA,139.8684084981214
189642,20171228,18,PM2.5,152.0
189648,20171228,19,PCA,166.9365962032367
189648,20171228,19,PM2.5,172.0
189654,20171228,20,PCA,171.85778742631223
189654,20171228,20,PM2.5,176.0
189660,20171228,21,PCA,173.01630664298648
189660,20171228,21,PM2.5,177.0
189666,20171228,22,PCA,157.56129656418207
189666,20171228,22,PM2.5,167.0
189672,20171228,23,PCA,154.602075573472
189672,20171228,23,PM2.5,165.0
189678,20171229,0,PCA,158.7182660597134
189678,20171229,0,PM2.5,168.0
189684,20171229,1,PCA,171.71159318389448
189684,20171229,1,PM2.5,178.0
189690,20171229,2,PCA,180.598409295175
189690,20171229,2,PM2.5,185.0
189696,20171229,3,PCA,177.33594706379293
189696,20171229,3,PM2.5,182.0
189702,20171229,4,PCA,153.6165428642836
189702,20171229,4,PM2.5,164.0
189708,20171229,5,PCA,160.94438381045904
189708,20171229,5,PM2.5,169.0
189714,20171229,6,PCA,150.40135386244117
189714,20171229,6,PM2.5,161.0
189720,20171229,7,PCA,98.86269181192915
189720,20171229,7,PM2.5,129.0
189726,20171229,8,PCA,60.58414880619907
189726,20171229,8,PM2.5,107.0
189732,20171229,9,PCA,80.7743827653207
189732,20171229,9,PM2.5,120.0
189738,20171229,10,PCA,103.34995443941953
189738,20171229,10,PM2.5,133.0
189744,20171229,11,PCA,91.18830069608646
189744,20171229,11,PM2.5,126.0
189750,20171229,12,PCA,133.9774382096835
189750,20171229,12,PM2.5,149.0
189756,20171229,13,PCA,193.23122779819482
189756,20171229,13,PM2.5,189.0
189762,20171229,14,PCA,244.76664849182154
189762,20171229,14,PM2.5,224.0
189768,20171229,15,PCA,260.2950818247649
189768,20171229,15,PM2.5,235.0
189774,20171229,16,PCA,260.81340730484294
189774,20171229,16,PM2.5,237.0
189780,20171229,17,PCA,246.67483693237585
189780,20171229,17,PM2.5,228.0
189786,20171229,18,PCA,244.14606222828795
189786,20171229,18,PM2.5,226.0
189792,20171229,19,PCA,232.44509735092532
189792,20171229,19,PM2.5,217.0
189798,20171229,20,PCA,237.79518513948017
189798,20171229,20,PM2.5,221.0
189804,20171229,21,PCA,239.4595287284156
189804,20171229,21,PM2.5,222.0
189810,20171229,22,PCA,232.67743049241432
189810,20171229,22,PM2.5,217.0
189816,20171229,23,PCA,229.0737023626282
189816,20171229,23,PM2.5,215.0
189822,20171230,0,PCA,225.82349271268228
189822,20171230,0,PM2.5,213.0
189828,20171230,1,PCA,228.78625224530063
189828,20171230,1,PM2.5,216.0
189834,20171230,2,PCA,223.65177503034263
189834,20171230,2,PM2.5,212.0
189840,20171230,3,PCA,228.21513437109834
189840,20171230,3,PM2.5,215.0
189846,20171230,4,PCA,242.15543501445583
189846,20171230,4,PM2.5,226.0
189852,20171230,5,PCA,259.25831464068415
189852,20171230,5,PM2.5,238.0
189858,20171230,6,PCA,257.45097488245426
189858,20171230,6,PM2.5,236.0
189864,20171230,7,PCA,260.2656499827269
189864,20171230,7,PM2.5,237.0
189870,20171230,8,PCA,261.7745882369554
189870,20171230,8,PM2.5,238.0
189876,20171230,9,PCA,249.56116100313753
189876,20171230,9,PM2.5,228.0
189882,20171230,10,PCA,241.32446662817492
189882,20171230,10,PM2.5,221.0
189888,20171230,11,PCA,139.5152939677563
189888,20171230,11,PM2.5,156.0
189894,20171230,12,PCA,37.70612130733765
189894,20171230,12,PM2.5,91.0
189900,20171230,13,PCA,-76.19327253494147
189900,20171230,13,PM2.5,14.0
189906,20171230,14,PCA,-67.16198549226013
189906,20171230,14,PM2.5,22.0
189912,20171230,15,PCA,-78.74593961014206
189912,20171230,15,PM2.5,16.0
189918,20171230,16,PCA,-93.3246222194683
189918,20171230,16,PM2.5,15.0
189924,20171230,17,PCA,-74.87889226984362
189924,20171230,17,PM2.5,17.0
189930,20171230,18,PCA,-66.55619427930073
189930,20171230,18,PM2.5,18.0
189936,20171230,19,PCA,-63.3478181499277
189936,20171230,19,PM2.5,24.0
189942,20171230,20,PCA,-63.73368728646806
189942,20171230,20,PM2.5,21.0
189948,20171230,21,PCA,-60.566946224781816
189948,20171230,21,PM2.5,21.0
189954,20171230,22,PCA,-75.59971587447168
189954,20171230,22,PM2.5,18.0
189960,20171230,23,PCA,-62.13983012958882
189960,20171230,23,PM2.5,16.0
189966,20171231,0,PCA,-87.44881910313433
189966,20171231,0,PM2.5,8.0
189972,20171231,1,PCA,-90.02502733551478
189972,20171231,1,PM2.5,10.0
189978,20171231,2,PCA,-90.32084067024073
189978,20171231,2,PM2.5,9.0
189984,20171231,3,PCA,-95.80203987468089
189984,20171231,3,PM2.5,8.0
189990,20171231,4,PCA,-88.79535166793487
189990,20171231,4,PM2.5,11.0
189996,20171231,5,PCA,-85.99000659712956
189996,20171231,5,PM2.5,10.0
190002,20171231,6,PCA,-68.40259411061217
190002,20171231,6,PM2.5,18.0
190008,20171231,7,PCA,-72.86073026510992
190008,20171231,7,PM2.5,17.0
190014,20171231,8,PCA,-57.41874242532553
190014,20171231,8,PM2.5,17.0
190020,20171231,9,PCA,-50.53887115269206
190020,20171231,9,PM2.5,25.0
190026,20171231,10,PCA,-56.7625388795169
190026,20171231,10,PM2.5,26.0
190032,20171231,11,PCA,-61.62618588001743
190032,20171231,11,PM2.5,20.0
190038,20171231,12,PCA,-59.28365671830113
190038,20171231,12,PM2.5,25.0
190044,20171231,13,PCA,-43.375724531411244
190044,20171231,13,PM2.5,41.0
190050,20171231,14,PCA,-51.98651555340186
190050,20171231,14,PM2.5,37.0
190056,20171231,15,PCA,-38.07629896069915
190056,20171231,15,PM2.5,48.0
190062,20171231,16,PCA,-39.52605536299005
190062,20171231,16,PM2.5,46.0
190068,20171231,17,PCA,-39.07130965018092
190068,20171231,17,PM2.5,41.0
190074,20171231,18,PCA,-31.291441336863837
190074,20171231,18,PM2.5,43.0
190080,20171231,19,PCA,-5.613090009982543
190080,20171231,19,PM2.5,63.0
190086,20171231,20,PCA,11.137787092806782
190086,20171231,20,PM2.5,73.0
190092,20171231,21,PCA,7.423447237698205
190092,20171231,21,PM2.5,71.0
190098,20171231,22,PCA,-7.155831461867748
190098,20171231,22,PM2.5,62.0
190104,20171231,23,PCA,6.14451754324438
190104,20171231,23,PM2.5,70.0
190110,20180101,0,PCA,16.71350871267914
190110,20180101,0,PM2.5,77.0
190116,20180101,1,PCA,-19.812199662094564
190116,20180101,1,PM2.5,55.0
190122,20180101,2,PCA,-31.23898396248778
190122,20180101,2,PM2.5,48.0
190128,20180101,3,PCA,-20.271156089831504
190128,20180101,3,PM2.5,54.0
190134,20180101,4,PCA,-22.83085103112303
190134,20180101,4,PM2.5,53.0
190140,20180101,5,PCA,-45.65845841049261
190140,20180101,5,PM2.5,38.0
190146,20180101,6,PCA,-61.18809590276176
190146,20180101,6,PM2.5,29.0
190152,20180101,7,PCA,-66.2932881160335
190152,20180101,7,PM2.5,26.0
190158,20180101,8,PCA,-63.69395087457976
190158,20180101,8,PM2.5,27.0
190164,20180101,9,PCA,-72.4908847513901
190164,20180101,9,PM2.5,21.0
190170,20180101,10,PCA,-83.53361083010161
190170,20180101,10,PM2.5,20.0
190176,20180101,11,PCA,-94.7799549484167
190176,20180101,11,PM2.5,16.0
190182,20180101,12,PCA,-97.2304836675928
190182,20180101,12,PM2.5,16.0
190188,20180101,13,PCA,-105.86797152199419
190188,20180101,13,PM2.5,11.0
190194,20180101,14,PCA,-97.80274420786348
190194,20180101,14,PM2.5,14.0
190200,20180101,15,PCA,-82.48855876049741
190200,20180101,15,PM2.5,21.0
190206,20180101,16,PCA,-73.18165953001719
190206,20180101,16,PM2.5,20.0
190212,20180101,17,PCA,-58.10533728600069
190212,20180101,17,PM2.5,30.0
190218,20180101,18,PCA,-25.31856296117046
190218,20180101,18,PM2.5,50.0
190224,20180101,19,PCA,17.864841310045144
190224,20180101,19,PM2.5,77.0
190230,20180101,20,PCA,10.401452574141713
190230,20180101,20,PM2.5,72.0
190236,20180101,21,PCA,9.546437569292463
190236,20180101,21,PM2.5,71.0
190242,20180101,22,PCA,-5.613246426679078
190242,20180101,22,PM2.5,63.0
190248,20180101,23,PCA,-29.55485738842828
190248,20180101,23,PM2.5,51.0
190254,20180102,0,PCA,-56.65714132747053
190254,20180102,0,PM2.5,36.0
190260,20180102,1,PCA,-57.62387890368604
190260,20180102,1,PM2.5,36.0
190266,20180102,2,PCA,-55.60379647113206
190266,20180102,2,PM2.5,36.0
190272,20180102,3,PCA,-46.78695506976935
190272,20180102,3,PM2.5,40.0
190278,20180102,4,PCA,-0.6271894548811201
190278,20180102,4,PM2.5,68.0
190284,20180102,5,PCA,-2.844879171998175
190284,20180102,5,PM2.5,66.0
190290,20180102,6,PCA,-7.012251005243702
190290,20180102,6,PM2.5,63.0
190296,20180102,7,PCA,1.2471145756081692
190296,20180102,7,PM2.5,69.0
190302,20180102,8,PCA,-28.432130190176263
190302,20180102,8,PM2.5,51.0
190308,20180102,9,PCA,-30.108477834166926
190308,20180102,9,PM2.5,50.0
190314,20180102,10,PCA,-50.984866667386385
190314,20180102,10,PM2.5,35.0
190320,20180102,11,PCA,-57.01092533958892
190320,20180102,11,PM2.5,36.0
190326,20180102,12,PCA,-83.3110694258503
190326,20180102,12,PM2.5,22.0
190332,20180102,13,PCA,-61.14693065350886
190332,20180102,13,PM2.5,33.0
190338,20180102,14,PCA,-85.03497675440767
190338,20180102,14,PM2.5,17.0
190344,20180102,15,PCA,-79.21472444103897
190344,20180102,15,PM2.5,16.0
190350,20180102,16,PCA,-91.56623077712891
190350,20180102,16,PM2.5,12.0
190356,20180102,17,PCA,-92.5893179929385
190356,20180102,17,PM2.5,9.0
190362,20180102,18,PCA,-84.07135365912846
190362,20180102,18,PM2.5,14.0
190368,20180102,19,PCA,-80.0599697277258
190368,20180102,19,PM2.5,17.0
190374,20180102,20,PCA,-91.33412915612304
190374,20180102,20,PM2.5,10.0
190380,20180102,21,PCA,-103.4340671890009
190380,20180102,21,PM2.5,5.0
190386,20180102,22,PCA,-91.92041441476897
190386,20180102,22,PM2.5,9.0
190392,20180102,23,PCA,-90.505199382254
190392,20180102,23,PM2.5,8.0
190398,20180103,0,PCA,-103.33212661124755
190398,20180103,0,PM2.5,7.0
190404,20180103,1,PCA,-99.97782492004994
190404,20180103,1,PM2.5,13.0
190410,20180103,2,PCA,-93.59630971788134
190410,20180103,2,PM2.5,12.0
190416,20180103,3,PCA,-97.89013592490265
190416,20180103,3,PM2.5,11.0
190422,20180103,4,PCA,-97.49607861136734
190422,20180103,4,PM2.5,14.0
190428,20180103,5,PCA,-101.58841597607368
190428,20180103,5,PM2.5,9.0
190434,20180103,6,PCA,-95.53686657550315
190434,20180103,6,PM2.5,11.0
190440,20180103,7,PCA,-91.54737898941829
190440,20180103,7,PM2.5,15.0
190446,20180103,8,PCA,-86.92632407989333
190446,20180103,8,PM2.5,14.0
190452,20180103,9,PCA,-86.19132989553142
190452,20180103,9,PM2.5,14.0
190458,20180103,10,PCA,-88.29542834794265
190458,20180103,10,PM2.5,7.0
190464,20180103,11,PCA,-91.21501269060609
190464,20180103,11,PM2.5,11.0
190470,20180103,12,PCA,-86.38874770229677
190470,20180103,12,PM2.5,8.0
190476,20180103,13,PCA,-94.43308096065509
190476,20180103,13,PM2.5,9.0
190482,20180103,14,PCA,-101.59126227060446
190482,20180103,14,PM2.5,9.0
190488,20180103,15,PCA,-96.74320669298972
190488,20180103,15,PM2.5,13.0
190494,20180103,16,PCA,-106.70148239994322
190494,20180103,16,PM2.5,9.0
190500,20180103,17,PCA,-101.36531856439898
190500,20180103,17,PM2.5,5.0
190506,20180103,18,PCA,-82.01820912474739
190506,20180103,18,PM2.5,16.0
190512,20180103,19,PCA,-79.09690263986991
190512,20180103,19,PM2.5,20.0
190518,20180103,20,PCA,-74.92723041330713
190518,20180103,20,PM2.5,24.0
190524,20180103,21,PCA,-77.12637335655207
190524,20180103,21,PM2.5,20.0
190530,20180103,22,PCA,-77.62268830522811
190530,20180103,22,PM2.5,19.0
190536,20180103,23,PCA,-87.58825565564348
190536,20180103,23,PM2.5,18.0
190542,20180104,0,PCA,-85.47775919212295
190542,20180104,0,PM2.5,18.0
190548,20180104,1,PCA,-98.96319601235794
190548,20180104,1,PM2.5,13.0
190554,20180104,2,PCA,-99.28206341965057
190554,20180104,2,PM2.5,13.0
190560,20180104,3,PCA,-97.85289668307975
190560,20180104,3,PM2.5,11.0
190566,20180104,4,PCA,-92.83728039203851
190566,20180104,4,PM2.5,17.0
190572,20180104,5,PCA,-101.4198318756949
190572,20180104,5,PM2.5,12.0
190578,20180104,6,PCA,-100.429353441841
190578,20180104,6,PM2.5,12.0
190584,20180104,7,PCA,-96.31082331270487
190584,20180104,7,PM2.5,14.0
190590,20180104,8,PCA,-87.68204229280175
190590,20180104,8,PM2.5,15.0
190596,20180104,9,PCA,-80.69997117088647
190596,20180104,9,PM2.5,18.0
190602,20180104,10,PCA,-84.87452238369718
190602,20180104,10,PM2.5,16.0
190620,20180104,13,PCA,-87.55519355381641
190620,20180104,13,PM2.5,20.0
190626,20180104,14,PCA,-90.6812003973816
190626,20180104,14,PM2.5,16.0
190632,20180104,15,PCA,-92.03694819584605
190632,20180104,15,PM2.5,12.0
190638,20180104,16,PCA,-86.14054602725699
190638,20180104,16,PM2.5,18.0
190644,20180104,17,PCA,-78.57033007319482
190644,20180104,17,PM2.5,22.0
190650,20180104,18,PCA,-71.63936179912872
190650,20180104,18,PM2.5,21.0
190656,20180104,19,PCA,-65.63315481033678
190656,20180104,19,PM2.5,25.0
190662,20180104,20,PCA,-58.249266822030485
190662,20180104,20,PM2.5,27.0
190668,20180104,21,PCA,-52.62491294213194
190668,20180104,21,PM2.5,31.0
190674,20180104,22,PCA,-53.27758359814784
190674,20180104,22,PM2.5,29.0
190680,20180104,23,PCA,-49.37700368550319
190680,20180104,23,PM2.5,32.0
190686,20180105,0,PCA,-47.048535908084354
190686,20180105,0,PM2.5,37.0
190692,20180105,1,PCA,-49.073011772656905
190692,20180105,1,PM2.5,34.0
190698,20180105,2,PCA,-44.50115487420613
190698,20180105,2,PM2.5,38.0
190704,20180105,3,PCA,-38.570839637908996
190704,20180105,3,PM2.5,39.0
190710,20180105,4,PCA,-46.53332924750523
190710,20180105,4,PM2.5,33.0
190716,20180105,5,PCA,-49.966789215473064
190716,20180105,5,PM2.5,33.0
190722,20180105,6,PCA,-42.43280063734358
190722,20180105,6,PM2.5,35.0
190728,20180105,7,PCA,-34.22751088501096
190728,20180105,7,PM2.5,37.0
190734,20180105,8,PCA,-39.00822418473846
190734,20180105,8,PM2.5,41.0
190740,20180105,9,PCA,-51.046463098725376
190740,20180105,9,PM2.5,33.0
190746,20180105,10,PCA,-64.86700436244571
190746,20180105,10,PM2.5,27.0
190764,20180105,13,PCA,-61.065949491689786
190764,20180105,13,PM2.5,30.0
190770,20180105,14,PCA,-64.13138329086819
190770,20180105,14,PM2.5,27.0
190776,20180105,15,PCA,-70.8172582113801
190776,20180105,15,PM2.5,25.0
190782,20180105,16,PCA,-64.13567011110557
190782,20180105,16,PM2.5,28.0
190788,20180105,17,PCA,-53.56414152050496
190788,20180105,17,PM2.5,30.0
190794,20180105,18,PCA,-37.63704699640149
190794,20180105,18,PM2.5,39.0
190800,20180105,19,PCA,-25.641219156945855
190800,20180105,19,PM2.5,48.0
190806,20180105,20,PCA,-11.83876509385434
190806,20180105,20,PM2.5,58.0
190812,20180105,21,PCA,53.97727934320396
190812,20180105,21,PM2.5,100.0
190818,20180105,22,PCA,28.594161177758092
190818,20180105,22,PM2.5,84.0
190824,20180105,23,PCA,-43.1127805334188
190824,20180105,23,PM2.5,39.0
190830,20180106,0,PCA,-76.70566998124538
190830,20180106,0,PM2.5,23.0
190836,20180106,1,PCA,-93.13713635918364
190836,20180106,1,PM2.5,15.0
190842,20180106,2,PCA,-88.75104902522
190842,20180106,2,PM2.5,14.0
190848,20180106,3,PCA,-90.2000040072269
190848,20180106,3,PM2.5,18.0
190854,20180106,4,PCA,-94.51373132483745
190854,20180106,4,PM2.5,12.0
190860,20180106,5,PCA,-97.63390100323626
190860,20180106,5,PM2.5,12.0
190866,20180106,6,PCA,-101.43203819233393
190866,20180106,6,PM2.5,11.0
190872,20180106,7,PCA,-92.57696792693798
190872,20180106,7,PM2.5,14.0
190878,20180106,8,PCA,-88.03808761593994
190878,20180106,8,PM2.5,14.0
190884,20180106,9,PCA,-88.72308476278891
190884,20180106,9,PM2.5,12.0
190890,20180106,10,PCA,-87.77983250261154
190890,20180106,10,PM2.5,15.0
190896,20180106,11,PCA,-86.39815006497268
190896,20180106,11,PM2.5,16.0
190902,20180106,12,PCA,-83.10783903446203
190902,20180106,12,PM2.5,18.5
190908,20180106,13,PCA,-79.81752800395138
190908,20180106,13,PM2.5,21.0
190914,20180106,14,PCA,-88.62069280988138
190914,20180106,14,PM2.5,13.0
190920,20180106,15,PCA,-94.81895769402824
190920,20180106,15,PM2.5,12.0
190926,20180106,16,PCA,-95.45446512961557
190926,20180106,16,PM2.5,13.0
190932,20180106,17,PCA,-93.71049586185119
190932,20180106,17,PM2.5,11.0
190938,20180106,18,PCA,-84.75057979203905
190938,20180106,18,PM2.5,12.0
190944,20180106,19,PCA,-60.10004315374105
190944,20180106,19,PM2.5,27.0
190950,20180106,20,PCA,-49.86406531127767
190950,20180106,20,PM2.5,31.0
190956,20180106,21,PCA,-49.800129237044
190956,20180106,21,PM2.5,32.0
190962,20180106,22,PCA,-41.05937497260188
190962,20180106,22,PM2.5,40.0
190968,20180106,23,PCA,-26.32481021744521
190968,20180106,23,PM2.5,49.0
190974,20180107,0,PCA,-16.46047009999892
190974,20180107,0,PM2.5,55.0
190980,20180107,1,PCA,1.16672094916471
190980,20180107,1,PM2.5,66.0
190986,20180107,2,PCA,-4.94003542493143
190986,20180107,2,PM2.5,62.0
190992,20180107,3,PCA,-26.04222385790516
190992,20180107,3,PM2.5,47.0
190998,20180107,4,PCA,-9.119959948346262
190998,20180107,4,PM2.5,59.0
191004,20180107,5,PCA,-11.289353048971574
191004,20180107,5,PM2.5,58.0
191010,20180107,6,PCA,-11.290127909543003
191010,20180107,6,PM2.5,58.0
191016,20180107,7,PCA,-17.333389029221735
191016,20180107,7,PM2.5,54.0
191022,20180107,8,PCA,-27.40509068895051
191022,20180107,8,PM2.5,48.0
191028,20180107,9,PCA,-26.48870336622245
191028,20180107,9,PM2.5,49.0
191034,20180107,10,PCA,-30.08722395384107
191034,20180107,10,PM2.5,48.0
191040,20180107,11,PCA,-26.298222920525863
191040,20180107,11,PM2.5,51.0
191046,20180107,12,PCA,-33.613480959286655
191046,20180107,12,PM2.5,48.0
191052,20180107,13,PCA,-39.56543134718582
191052,20180107,13,PM2.5,45.0
191058,20180107,14,PCA,-40.39885222744774
191058,20180107,14,PM2.5,46.0
191064,20180107,15,PCA,-64.31220396830821
191064,20180107,15,PM2.5,31.0
191070,20180107,16,PCA,-64.08989408454003
191070,20180107,16,PM2.5,31.0
191076,20180107,17,PCA,-67.39323876671723
191076,20180107,17,PM2.5,23.0
191082,20180107,18,PCA,-64.85488727684027
191082,20180107,18,PM2.5,30.0
191088,20180107,19,PCA,-60.12995920174168
191088,20180107,19,PM2.5,31.0
191094,20180107,20,PCA,-75.18014059824084
191094,20180107,20,PM2.5,24.0
191100,20180107,21,PCA,-76.64181652020564
191100,20180107,21,PM2.5,25.0
191106,20180107,22,PCA,-84.5351867017978
191106,20180107,22,PM2.5,22.0
191112,20180107,23,PCA,-86.37308846807906
191112,20180107,23,PM2.5,19.0
191118,20180108,0,PCA,-82.87513644098411
191118,20180108,0,PM2.5,18.0
191124,20180108,1,PCA,-83.5512193987188
191124,20180108,1,PM2.5,19.0
191130,20180108,2,PCA,-84.92266637812328
191130,20180108,2,PM2.5,16.0
191136,20180108,3,PCA,-81.2774882915865
191136,20180108,3,PM2.5,24.0
191142,20180108,4,PCA,-90.23864581043279
191142,20180108,4,PM2.5,19.0
191148,20180108,5,PCA,-76.2403528697892
191148,20180108,5,PM2.5,23.0
191154,20180108,6,PCA,-72.69235804771947
191154,20180108,6,PM2.5,24.0
191160,20180108,7,PCA,-64.90246664396155
191160,20180108,7,PM2.5,28.0
191166,20180108,8,PCA,-64.73219848214329
191166,20180108,8,PM2.5,30.0
191172,20180108,9,PCA,-68.79453633157611
191172,20180108,9,PM2.5,22.0
191178,20180108,10,PCA,-77.84120552033997
191178,20180108,10,PM2.5,15.0
191184,20180108,11,PCA,-84.23026481658052
191184,20180108,11,PM2.5,9.0
191190,20180108,12,PCA,-75.9321948081442
191190,20180108,12,PM2.5,12.0
191196,20180108,13,PCA,-49.1882217318671
191196,20180108,13,PM2.5,15.0
191202,20180108,14,PCA,-55.485629747688556
191202,20180108,14,PM2.5,15.0
191208,20180108,15,PCA,-58.2025040828136
191208,20180108,15,PM2.5,12.0
191214,20180108,16,PCA,-57.423905387212606
191214,20180108,16,PM2.5,13.0
191220,20180108,17,PCA,-71.06314899508943
191220,20180108,17,PM2.5,9.0
191226,20180108,18,PCA,-81.25995500790965
191226,20180108,18,PM2.5,5.0
191232,20180108,19,PCA,-77.48863000610983
191232,20180108,19,PM2.5,14.0
191238,20180108,20,PCA,-81.1216431375822
191238,20180108,20,PM2.5,11.0
191244,20180108,21,PCA,-80.35990636334765
191244,20180108,21,PM2.5,16.0
191250,20180108,22,PCA,-97.53608564856616
191250,20180108,22,PM2.5,10.0
191256,20180108,23,PCA,-104.76727575055722
191256,20180108,23,PM2.5,8.0
191262,20180109,0,PCA,-106.51006310267573
