,date,hour,type,西直门北
92100,20160114,15,PCA,8.070149585427517
92100,20160114,15,PM2.5,89.0
92106,20160114,16,PCA,-1.1316606308073796
92106,20160114,16,PM2.5,68.0
92112,20160114,17,PCA,13.838267172310964
92112,20160114,17,PM2.5,81.5
92118,20160114,18,PCA,28.808194975429313
92118,20160114,18,PM2.5,95.0
92124,20160114,19,PCA,37.53186844282701
92124,20160114,19,PM2.5,105.0
92130,20160114,20,PCA,33.85077185372258
92130,20160114,20,PM2.5,100.0
92136,20160114,21,PCA,45.40485353435482
92136,20160114,21,PM2.5,110.0
92142,20160114,22,PCA,66.27201312311449
92142,20160114,22,PM2.5,131.0
92148,20160114,23,PCA,85.68034083534492
92148,20160114,23,PM2.5,152.0
92154,20160115,0,PCA,99.2021892789872
92154,20160115,0,PM2.5,162.0
92160,20160115,1,PCA,103.68143552196179
92160,20160115,1,PM2.5,163.0
92166,20160115,2,PCA,106.27776188400694
92166,20160115,2,PM2.5,161.0
92172,20160115,3,PCA,112.08135130281595
92172,20160115,3,PM2.5,161.0
92178,20160115,4,PCA,91.69427453745463
92178,20160115,4,PM2.5,129.0
92184,20160115,5,PCA,59.098156505946406
92184,20160115,5,PM2.5,85.0
92190,20160115,6,PCA,45.36512368494889
92190,20160115,6,PM2.5,66.0
92196,20160115,7,PCA,38.87564779078711
92196,20160115,7,PM2.5,57.0
92202,20160115,8,PCA,51.32757960399816
92202,20160115,8,PM2.5,77.0
92208,20160115,9,PCA,35.52488332794487
92208,20160115,9,PM2.5,61.0
92214,20160115,10,PCA,17.09352572645402
92214,20160115,10,PM2.5,43.0
92220,20160115,11,PCA,11.604348116010064
92220,20160115,11,PM2.5,40.0
92226,20160115,12,PCA,5.521556937536016
92226,20160115,12,PM2.5,38.0
92232,20160115,13,PCA,11.032267012030026
92232,20160115,13,PM2.5,48.0
92238,20160115,14,PCA,17.456615789095597
92238,20160115,14,PM2.5,57.0
92244,20160115,15,PCA,13.677282708059309
92244,20160115,15,PM2.5,51.0
92250,20160115,16,PCA,30.896256935005372
92250,20160115,16,PM2.5,70.0
92256,20160115,17,PCA,43.88971530849276
92256,20160115,17,PM2.5,86.0
92262,20160115,18,PCA,51.31556692040538
92262,20160115,18,PM2.5,97.0
92268,20160115,19,PCA,55.37566586977826
92268,20160115,19,PM2.5,101.0
92274,20160115,20,PCA,59.452940706914745
92274,20160115,20,PM2.5,104.0
92280,20160115,21,PCA,61.636111921721806
92280,20160115,21,PM2.5,107.0
92286,20160115,22,PCA,80.31282335080795
92286,20160115,22,PM2.5,133.0
92292,20160115,23,PCA,139.9072335493163
92292,20160115,23,PM2.5,216.0
92298,20160116,0,PCA,144.06118197216986
92298,20160116,0,PM2.5,227.0
92304,20160116,1,PCA,108.0472091667001
92304,20160116,1,PM2.5,180.0
92310,20160116,2,PCA,84.9360936480979
92310,20160116,2,PM2.5,149.0
92316,20160116,3,PCA,66.75853014118962
92316,20160116,3,PM2.5,123.0
92322,20160116,4,PCA,61.054615783117875
92322,20160116,4,PM2.5,113.0
92328,20160116,5,PCA,52.92284939659493
92328,20160116,5,PM2.5,98.0
92334,20160116,6,PCA,57.62763099710526
92334,20160116,6,PM2.5,103.0
92340,20160116,7,PCA,62.53468587684687
92340,20160116,7,PM2.5,107.0
92346,20160116,8,PCA,64.52602662527303
92346,20160116,8,PM2.5,108.0
92352,20160116,9,PCA,59.26587298810086
92352,20160116,9,PM2.5,99.0
92358,20160116,10,PCA,59.403364262924924
92358,20160116,10,PM2.5,97.0
92364,20160116,11,PCA,62.85791798712366
92364,20160116,11,PM2.5,101.0
92370,20160116,12,PCA,63.195357959464715
92370,20160116,12,PM2.5,98.0
92376,20160116,13,PCA,66.82337282557293
92376,20160116,13,PM2.5,103.0
92382,20160116,14,PCA,71.76460065318538
92382,20160116,14,PM2.5,108.0
92388,20160116,15,PCA,86.97198237364489
92388,20160116,15,PM2.5,125.0
92394,20160116,16,PCA,93.02389957971235
92394,20160116,16,PM2.5,128.0
92400,20160116,17,PCA,106.32070889664307
92400,20160116,17,PM2.5,142.0
92406,20160116,18,PCA,109.22151315236219
92406,20160116,18,PM2.5,144.0
92412,20160116,19,PCA,106.44246722578522
92412,20160116,19,PM2.5,139.0
92418,20160116,20,PCA,116.6802864895789
92418,20160116,20,PM2.5,151.0
92424,20160116,21,PCA,122.22985442731891
92424,20160116,21,PM2.5,158.0
92430,20160116,22,PCA,123.49381159189001
92430,20160116,22,PM2.5,160.0
92436,20160116,23,PCA,123.06110571444181
92436,20160116,23,PM2.5,159.0
92442,20160117,0,PCA,116.25963719273275
92442,20160117,0,PM2.5,157.0
92448,20160117,1,PCA,125.21732432294048
92448,20160117,1,PM2.5,170.0
92454,20160117,2,PCA,108.42428172676455
92454,20160117,2,PM2.5,148.0
92460,20160117,3,PCA,78.65696052681072
92460,20160117,3,PM2.5,109.0
92466,20160117,4,PCA,60.20611410758739
92466,20160117,4,PM2.5,85.0
92472,20160117,5,PCA,7.186513833258625
92472,20160117,5,PM2.5,26.0
92478,20160117,6,PCA,1.01100566937542
92478,20160117,6,PM2.5,22.0
92484,20160117,7,PCA,3.886314161019198
92484,20160117,7,PM2.5,28.0
92490,20160117,8,PCA,0.47466054068211805
92490,20160117,8,PM2.5,24.0
92496,20160117,9,PCA,-3.5002982590465765
92496,20160117,9,PM2.5,23.0
92502,20160117,10,PCA,-11.62688853931595
92502,20160117,10,PM2.5,20.0
92508,20160117,11,PCA,-12.908419070380289
92508,20160117,11,PM2.5,23.0
92514,20160117,12,PCA,-13.943170264263575
92514,20160117,12,PM2.5,26.0
92520,20160117,13,PCA,-20.445794866753698
92520,20160117,13,PM2.5,22.0
92526,20160117,14,PCA,-24.931824830488566
92526,20160117,14,PM2.5,22.0
92532,20160117,15,PCA,-30.65310403940851
92532,20160117,15,PM2.5,17.0
92538,20160117,16,PCA,-33.38398391768931
92538,20160117,16,PM2.5,17.0
92544,20160117,17,PCA,-40.987116112219915
92544,20160117,17,PM2.5,13.0
92550,20160117,18,PCA,-40.80034732664779
92550,20160117,18,PM2.5,16.0
92556,20160117,19,PCA,-38.36245714657532
92556,20160117,19,PM2.5,22.0
92562,20160117,20,PCA,-45.155405250501396
92562,20160117,20,PM2.5,21.0
92568,20160117,21,PCA,-49.50750410859227
92568,20160117,21,PM2.5,20.0
92574,20160117,22,PCA,-53.52004885823402
92574,20160117,22,PM2.5,24.0
92580,20160117,23,PCA,-58.846335442166215
92580,20160117,23,PM2.5,24.0
92586,20160118,0,PCA,-75.55757280591864
92586,20160118,0,PM2.5,13.0
92592,20160118,1,PCA,-86.78237686335085
92592,20160118,1,PM2.5,10.0
92598,20160118,2,PCA,-91.00992735324381
92598,20160118,2,PM2.5,9.0
92604,20160118,3,PCA,-91.75964810223297
92604,20160118,3,PM2.5,10.0
92610,20160118,4,PCA,-95.80161823008405
92610,20160118,4,PM2.5,7.0
92616,20160118,5,PCA,-93.77251190564435
92616,20160118,5,PM2.5,7.0
92622,20160118,6,PCA,-91.53585895051594
92622,20160118,6,PM2.5,11.0
92628,20160118,7,PCA,-88.27387871071501
92628,20160118,7,PM2.5,11.0
92634,20160118,8,PCA,-86.09132382778569
92634,20160118,8,PM2.5,12.0
92640,20160118,9,PCA,-87.81730309763759
92640,20160118,9,PM2.5,11.0
92646,20160118,10,PCA,-92.31022466497939
92646,20160118,10,PM2.5,11.0
92652,20160118,11,PCA,-96.40457581584765
92652,20160118,11,PM2.5,15.0
92658,20160118,12,PCA,-99.16778424198108
92658,20160118,12,PM2.5,13.5
92664,20160118,13,PCA,-93.50478422446282
92664,20160118,13,PM2.5,12.0
92670,20160118,14,PCA,-89.03289414418035
92670,20160118,14,PM2.5,16.0
92676,20160118,15,PCA,-85.97544114485109
92676,20160118,15,PM2.5,14.0
92682,20160118,16,PCA,-84.0465717631287
92682,20160118,16,PM2.5,11.5
92688,20160118,17,PCA,-82.11770238140629
92688,20160118,17,PM2.5,9.0
92694,20160118,18,PCA,-70.4117296623348
92694,20160118,18,PM2.5,19.0
92700,20160118,19,PCA,-68.74993499309736
92700,20160118,19,PM2.5,18.0
92706,20160118,20,PCA,-65.05450174379233
92706,20160118,20,PM2.5,24.0
92712,20160118,21,PCA,-67.29285574372805
92712,20160118,21,PM2.5,18.0
92718,20160118,22,PCA,-68.80145995720142
92718,20160118,22,PM2.5,16.0
92724,20160118,23,PCA,-64.08717439541165
92724,20160118,23,PM2.5,20.0
92730,20160119,0,PCA,-61.63745978638446
92730,20160119,0,PM2.5,22.0
92736,20160119,1,PCA,-56.02766434354492
92736,20160119,1,PM2.5,24.0
92742,20160119,2,PCA,-58.56596956862495
92742,20160119,2,PM2.5,17.0
92748,20160119,3,PCA,-47.62875517180433
92748,20160119,3,PM2.5,31.0
92754,20160119,4,PCA,-48.11190833817636
92754,20160119,4,PM2.5,30.0
92760,20160119,5,PCA,-47.383920922498646
92760,20160119,5,PM2.5,33.0
92766,20160119,6,PCA,-49.01108561659549
92766,20160119,6,PM2.5,28.0
92772,20160119,7,PCA,-51.537511550572155
92772,20160119,7,PM2.5,25.0
92778,20160119,8,PCA,-52.42145465626457
92778,20160119,8,PM2.5,22.0
92784,20160119,9,PCA,-42.39681460529225
92784,20160119,9,PM2.5,36.0
92790,20160119,10,PCA,-35.05330043663298
92790,20160119,10,PM2.5,43.0
92796,20160119,11,PCA,-20.655622310785926
92796,20160119,11,PM2.5,63.0
92946,20160120,12,PCA,14.198684548727588
92946,20160120,12,PM2.5,131.0
92952,20160120,13,PCA,18.84821992613479
92952,20160120,13,PM2.5,136.0
92958,20160120,14,PCA,81.56960194102774
92958,20160120,14,PM2.5,154.0
92964,20160120,15,PCA,149.1624177886643
92964,20160120,15,PM2.5,166.0
92970,20160120,16,PCA,145.09266903918316
92970,20160120,16,PM2.5,157.0
92976,20160120,17,PCA,136.5257003810609
92976,20160120,17,PM2.5,146.0
92982,20160120,18,PCA,131.29865767163807
92982,20160120,18,PM2.5,140.0
92988,20160120,19,PCA,133.96841553585804
92988,20160120,19,PM2.5,143.0
92994,20160120,20,PCA,144.4957805168059
92994,20160120,20,PM2.5,157.0
93000,20160120,21,PCA,149.0673033745015
93000,20160120,21,PM2.5,162.0
93006,20160120,22,PCA,149.06500298118428
93006,20160120,22,PM2.5,161.0
93012,20160120,23,PCA,157.32469951180104
93012,20160120,23,PM2.5,173.0
93018,20160121,0,PCA,162.93348501093774
93018,20160121,0,PM2.5,181.0
93024,20160121,1,PCA,146.77972872792716
93024,20160121,1,PM2.5,161.0
93030,20160121,2,PCA,113.61672342426475
93030,20160121,2,PM2.5,122.0
93036,20160121,3,PCA,110.75474127984509
93036,20160121,3,PM2.5,121.0
93042,20160121,4,PCA,116.51218442672317
93042,20160121,4,PM2.5,131.0
93048,20160121,5,PCA,125.67685360537448
93048,20160121,5,PM2.5,142.0
93054,20160121,6,PCA,127.47430266874308
93054,20160121,6,PM2.5,141.0
93060,20160121,7,PCA,118.35293870431067
93060,20160121,7,PM2.5,129.0
93066,20160121,8,PCA,110.47518528027442
93066,20160121,8,PM2.5,120.0
93072,20160121,9,PCA,123.73912716012912
93072,20160121,9,PM2.5,139.0
