,date,hour,type,大兴
208014,20180505,15,PCA,75.0065425037529
208014,20180505,15,PM2.5,61.0
208020,20180505,16,PCA,9.465286048168718
208020,20180505,16,PM2.5,42.0
208026,20180505,17,PCA,-2.741556570942836
208026,20180505,17,PM2.5,34.0
208032,20180505,18,PCA,-3.3613898043902877
208032,20180505,18,PM2.5,37.0
208038,20180505,19,PCA,-13.94989548494755
208038,20180505,19,PM2.5,33.0
208044,20180505,20,PCA,27.637235732501114
208044,20180505,20,PM2.5,73.0
208050,20180505,21,PCA,67.64337535511764
208050,20180505,21,PM2.5,113.0
208056,20180505,22,PCA,193.94010717882924
208056,20180505,22,PM2.5,125.0
208062,20180505,23,PCA,186.7105165819736
208062,20180505,23,PM2.5,106.0
208068,20180506,0,PCA,134.62110043562393
208068,20180506,0,PM2.5,92.0
208074,20180506,1,PCA,54.66915315498597
208074,20180506,1,PM2.5,62.0
208080,20180506,2,PCA,24.915707414758362
208080,20180506,2,PM2.5,43.0
208086,20180506,3,PCA,1.3853398066201568
208086,20180506,3,PM2.5,40.0
208092,20180506,4,PCA,15.684319181508885
208092,20180506,4,PM2.5,37.0
208098,20180506,5,PCA,22.93840233210403
208098,20180506,5,PM2.5,42.0
208104,20180506,6,PCA,110.10806939335632
208104,20180506,6,PM2.5,72.0
208110,20180506,7,PCA,54.70746872381171
208110,20180506,7,PM2.5,52.0
208116,20180506,8,PCA,123.0668217569631
208116,20180506,8,PM2.5,146.0
208122,20180506,9,PCA,33.91544953440292
208122,20180506,9,PM2.5,95.0
208128,20180506,10,PCA,142.95562606371706
208128,20180506,10,PM2.5,175.0
208134,20180506,11,PCA,195.79997942759613
208134,20180506,11,PM2.5,217.0
208140,20180506,12,PCA,209.62433581129392
208140,20180506,12,PM2.5,230.0
208146,20180506,13,PCA,261.63742029235317
208146,20180506,13,PM2.5,269.0
208152,20180506,14,PCA,34.16666138366625
208152,20180506,14,PM2.5,110.0
208158,20180506,15,PCA,38.291505134745016
208158,20180506,15,PM2.5,113.0
208164,20180506,16,PCA,-28.903298978512066
208164,20180506,16,PM2.5,43.0
208170,20180506,17,PCA,22.929144926097983
208170,20180506,17,PM2.5,102.0
208194,20180506,21,PCA,-3.9949168560550543
208194,20180506,21,PM2.5,44.0
208200,20180506,22,PCA,-2.57973805288686
208200,20180506,22,PM2.5,44.0
208206,20180506,23,PCA,5.4204478671273995
208206,20180506,23,PM2.5,42.0
208212,20180507,0,PCA,-14.848908957108724
208212,20180507,0,PM2.5,40.0
208218,20180507,1,PCA,-17.909272883443652
208218,20180507,1,PM2.5,42.0
208224,20180507,2,PCA,-14.054617275282924
208224,20180507,2,PM2.5,45.0
208230,20180507,3,PCA,-12.789135005058833
208230,20180507,3,PM2.5,46.0
208236,20180507,4,PCA,-11.69074578270529
208236,20180507,4,PM2.5,49.0
208242,20180507,5,PCA,0.7538097937366443
208242,20180507,5,PM2.5,55.0
208248,20180507,6,PCA,29.861391208446204
208248,20180507,6,PM2.5,61.0
208254,20180507,7,PCA,22.40281318406423
208254,20180507,7,PM2.5,50.0
208260,20180507,8,PCA,24.548381267666212
208260,20180507,8,PM2.5,48.0
208266,20180507,9,PCA,22.86577307076342
208266,20180507,9,PM2.5,55.0
208272,20180507,10,PCA,122.40117561274032
208272,20180507,10,PM2.5,152.0
208296,20180507,14,PCA,-27.99432646617496
208296,20180507,14,PM2.5,59.0
208302,20180507,15,PCA,-4.735067634359829
208302,20180507,15,PM2.5,73.0
208308,20180507,16,PCA,2.240350263057982
208308,20180507,16,PM2.5,50.0
208314,20180507,17,PCA,-19.67821540076808
208314,20180507,17,PM2.5,35.0
208320,20180507,18,PCA,-41.96718802360513
208320,20180507,18,PM2.5,24.0
208326,20180507,19,PCA,-61.45476350154614
208326,20180507,19,PM2.5,19.0
208332,20180507,20,PCA,-56.07598127399209
208332,20180507,20,PM2.5,19.0
208338,20180507,21,PCA,-40.47769035074113
208338,20180507,21,PM2.5,21.0
208344,20180507,22,PCA,-52.69053399376123
208344,20180507,22,PM2.5,20.0
208350,20180507,23,PCA,-75.02188971284798
208350,20180507,23,PM2.5,14.0
208356,20180508,0,PCA,-69.08534191117295
208356,20180508,0,PM2.5,13.0
208362,20180508,1,PCA,-48.8897940462621
208362,20180508,1,PM2.5,25.0
208368,20180508,2,PCA,-43.760249381514285
208368,20180508,2,PM2.5,23.0
208374,20180508,3,PCA,-48.74522555179239
208374,20180508,3,PM2.5,19.0
208380,20180508,4,PCA,-36.94938571368273
208380,20180508,4,PM2.5,22.0
208386,20180508,5,PCA,-42.049450719313334
208386,20180508,5,PM2.5,22.0
208392,20180508,6,PCA,-41.80860673567554
208392,20180508,6,PM2.5,21.0
208398,20180508,7,PCA,-29.6886752821592
208398,20180508,7,PM2.5,25.0
208404,20180508,8,PCA,-13.482005351372951
208404,20180508,8,PM2.5,39.0
208410,20180508,9,PCA,-54.19623074681668
208410,20180508,9,PM2.5,23.0
208416,20180508,10,PCA,-71.77891003501854
208416,20180508,10,PM2.5,15.0
208422,20180508,11,PCA,-65.72324205877769
208422,20180508,11,PM2.5,31.0
208428,20180508,12,PCA,-71.96105046128963
208428,20180508,12,PM2.5,25.0
208434,20180508,13,PCA,-79.26420769789857
208434,20180508,13,PM2.5,23.0
208440,20180508,14,PCA,-78.3039851053359
208440,20180508,14,PM2.5,21.0
208446,20180508,15,PCA,-74.29549789488306
208446,20180508,15,PM2.5,24.0
208452,20180508,16,PCA,-72.62000568397501
208452,20180508,16,PM2.5,27.0
208458,20180508,17,PCA,-71.03938428576181
208458,20180508,17,PM2.5,29.0
208464,20180508,18,PCA,-72.97119431775359
208464,20180508,18,PM2.5,25.0
208470,20180508,19,PCA,-72.79059137991975
208470,20180508,19,PM2.5,27.0
208476,20180508,20,PCA,-60.241165985104786
208476,20180508,20,PM2.5,27.0
208482,20180508,21,PCA,-47.60958352442091
208482,20180508,21,PM2.5,25.0
208488,20180508,22,PCA,-52.78891349563181
208488,20180508,22,PM2.5,29.0
208494,20180508,23,PCA,-50.70578458957148
208494,20180508,23,PM2.5,38.0
208500,20180509,0,PCA,-53.973580742839054
208500,20180509,0,PM2.5,29.0
208506,20180509,1,PCA,-53.341524739516224
208506,20180509,1,PM2.5,29.0
208512,20180509,2,PCA,-57.29320057569807
208512,20180509,2,PM2.5,26.0
208518,20180509,3,PCA,-43.427424393745845
208518,20180509,3,PM2.5,28.0
208524,20180509,4,PCA,-20.65190812539611
208524,20180509,4,PM2.5,35.0
208530,20180509,6,PCA,1.6263704479973802
208530,20180509,6,PM2.5,46.0
208536,20180509,7,PCA,-3.3232937287027964
208536,20180509,7,PM2.5,48.0
208542,20180509,8,PCA,1.1604900547749206
208542,20180509,8,PM2.5,58.0
208548,20180509,9,PCA,-5.1204166405170985
208548,20180509,9,PM2.5,59.0
208554,20180509,10,PCA,-21.452084547955
208554,20180509,10,PM2.5,54.0
208560,20180509,11,PCA,-24.345471122067245
208560,20180509,11,PM2.5,55.0
208566,20180509,12,PCA,-44.86478030213835
208566,20180509,12,PM2.5,46.0
208572,20180509,13,PCA,-64.62305369037526
208572,20180509,13,PM2.5,39.0
208578,20180509,14,PCA,-60.18816082356607
208578,20180509,14,PM2.5,41.0
208584,20180509,15,PCA,-54.97964681444455
208584,20180509,15,PM2.5,45.0
208590,20180509,16,PCA,-59.25193248453557
208590,20180509,16,PM2.5,39.0
208596,20180509,17,PCA,-56.30592808665962
208596,20180509,17,PM2.5,41.0
208602,20180509,18,PCA,-55.55535091519261
208602,20180509,18,PM2.5,43.0
208608,20180509,19,PCA,-58.38915989960094
208608,20180509,19,PM2.5,42.0
208614,20180509,20,PCA,-54.46531075821874
208614,20180509,20,PM2.5,42.0
208620,20180509,21,PCA,-49.96201073657753
208620,20180509,21,PM2.5,43.0
208626,20180509,22,PCA,-43.8965130582481
208626,20180509,22,PM2.5,45.0
208632,20180509,23,PCA,-32.602182714916786
208632,20180509,23,PM2.5,52.0
208638,20180510,0,PCA,-23.0417012109845
208638,20180510,0,PM2.5,57.0
208644,20180510,1,PCA,-11.42750408824047
208644,20180510,1,PM2.5,62.0
208650,20180510,2,PCA,-11.47535388771484
208650,20180510,2,PM2.5,66.0
208656,20180510,3,PCA,14.161325758638426
208656,20180510,3,PM2.5,70.0
208662,20180510,4,PCA,20.835644314549807
208662,20180510,4,PM2.5,80.0
208668,20180510,5,PCA,30.22849874446125
208668,20180510,5,PM2.5,86.0
208674,20180510,6,PCA,40.62567302484623
208674,20180510,6,PM2.5,85.0
208680,20180510,7,PCA,40.4662485948658
208680,20180510,7,PM2.5,89.0
208686,20180510,8,PCA,43.22552712899871
208686,20180510,8,PM2.5,94.0
208692,20180510,9,PCA,41.84560132572224
208692,20180510,9,PM2.5,97.0
208698,20180510,10,PCA,41.943549706549284
208698,20180510,10,PM2.5,101.0
208704,20180510,11,PCA,43.11409396507448
208704,20180510,11,PM2.5,103.0
208710,20180510,12,PCA,42.93681378919725
208710,20180510,12,PM2.5,107.0
208716,20180510,13,PCA,35.4564212600341
208716,20180510,13,PM2.5,110.0
208722,20180510,14,PCA,22.69693047942515
208722,20180510,14,PM2.5,105.0
208728,20180510,15,PCA,26.04406602391867
208728,20180510,15,PM2.5,108.0
208734,20180510,16,PCA,25.506987523099394
208734,20180510,16,PM2.5,108.0
208740,20180510,17,PCA,7.645091680939031
208740,20180510,17,PM2.5,95.0
208746,20180510,18,PCA,-6.198383221904079
208746,20180510,18,PM2.5,85.0
208752,20180510,19,PCA,-16.882759782115667
208752,20180510,19,PM2.5,77.0
208758,20180510,20,PCA,-25.58532997656099
208758,20180510,20,PM2.5,67.0
208764,20180510,21,PCA,-20.228663347278754
208764,20180510,21,PM2.5,63.0
208770,20180510,22,PCA,-13.425054169457546
208770,20180510,22,PM2.5,68.0
208776,20180510,23,PCA,-17.184646982892403
208776,20180510,23,PM2.5,67.0
208782,20180511,0,PCA,-31.65529878653749
208782,20180511,0,PM2.5,58.0
208788,20180511,1,PCA,-47.58832231261211
208788,20180511,1,PM2.5,47.0
208794,20180511,2,PCA,-27.811804224573482
208794,20180511,2,PM2.5,49.0
208800,20180511,3,PCA,-42.24305586853903
208800,20180511,3,PM2.5,45.0
208806,20180511,4,PCA,-52.98282467326519
208806,20180511,4,PM2.5,41.0
208812,20180511,5,PCA,-46.51167922420598
208812,20180511,5,PM2.5,45.0
208818,20180511,6,PCA,-33.73007152372891
208818,20180511,6,PM2.5,47.0
208824,20180511,7,PCA,-41.93664833371407
208824,20180511,7,PM2.5,42.0
208830,20180511,8,PCA,-32.202067216984865
208830,20180511,8,PM2.5,45.0
208836,20180511,9,PCA,-19.838842010082214
208836,20180511,9,PM2.5,61.0
208842,20180511,10,PCA,-18.91833329162386
208842,20180511,10,PM2.5,60.0
208848,20180511,11,PCA,-19.023973558084275
208848,20180511,11,PM2.5,66.0
208854,20180511,12,PCA,-13.17297373530097
208854,20180511,12,PM2.5,72.0
208860,20180511,13,PCA,-9.444945308797603
208860,20180511,13,PM2.5,75.0
208866,20180511,14,PCA,-4.50737033287432
208866,20180511,14,PM2.5,81.0
208872,20180511,15,PCA,-16.42950952785335
208872,20180511,15,PM2.5,74.0
208878,20180511,16,PCA,-15.282660508100557
208878,20180511,16,PM2.5,74.0
208884,20180511,17,PCA,-19.813661339685712
208884,20180511,17,PM2.5,74.0
208890,20180511,18,PCA,-19.042210217410002
208890,20180511,18,PM2.5,74.0
208896,20180511,19,PCA,0.3366155511497913
208896,20180511,19,PM2.5,82.0
208902,20180511,20,PCA,21.26222450217224
208902,20180511,20,PM2.5,94.0
208908,20180511,21,PCA,28.503298867262775
208908,20180511,21,PM2.5,95.0
208914,20180511,22,PCA,32.82722238634132
208914,20180511,22,PM2.5,97.0
208920,20180511,23,PCA,42.751680628297024
208920,20180511,23,PM2.5,99.0
208926,20180512,0,PCA,57.86233675083349
208926,20180512,0,PM2.5,107.0
208932,20180512,1,PCA,73.92487726712963
208932,20180512,1,PM2.5,113.0
208938,20180512,2,PCA,88.75510451757356
208938,20180512,2,PM2.5,120.0
208944,20180512,3,PCA,109.55570474740216
208944,20180512,3,PM2.5,133.0
208950,20180512,4,PCA,124.20027413682212
208950,20180512,4,PM2.5,144.0
208956,20180512,5,PCA,105.02172065020711
208956,20180512,5,PM2.5,133.0
208962,20180512,6,PCA,106.80768251405041
208962,20180512,6,PM2.5,134.0
208968,20180512,7,PCA,112.58893372845147
208968,20180512,7,PM2.5,138.0
208974,20180512,8,PCA,122.3414544736365
208974,20180512,8,PM2.5,145.0
208980,20180512,9,PCA,138.83895290319623
208980,20180512,9,PM2.5,157.0
208986,20180512,10,PCA,152.300224755966
208986,20180512,10,PM2.5,170.0
208992,20180512,11,PCA,154.5328396281525
208992,20180512,11,PM2.5,175.0
208998,20180512,12,PCA,131.08600238880268
208998,20180512,12,PM2.5,163.0
209004,20180512,13,PCA,108.1784915500894
209004,20180512,13,PM2.5,154.0
209010,20180512,14,PCA,93.22394012636967
209010,20180512,14,PM2.5,147.0
209016,20180512,15,PCA,69.77472649312182
209016,20180512,15,PM2.5,133.0
209022,20180512,16,PCA,62.82612250477813
209022,20180512,16,PM2.5,129.0
209028,20180512,17,PCA,59.001188136238184
209028,20180512,17,PM2.5,127.0
209034,20180512,18,PCA,73.15597223729506
209034,20180512,18,PM2.5,134.0
209040,20180512,19,PCA,75.87963578023528
209040,20180512,19,PM2.5,133.0
209046,20180512,20,PCA,16.466868081897346
209046,20180512,20,PM2.5,94.0
209052,20180512,21,PCA,-50.590725666075855
209052,20180512,21,PM2.5,35.0
209058,20180512,22,PCA,-60.25007564986408
209058,20180512,22,PM2.5,31.0
209064,20180512,23,PCA,-39.27680717042746
209064,20180512,23,PM2.5,32.0
209070,20180513,0,PCA,-45.34133564571637
209070,20180513,0,PM2.5,43.0
209076,20180513,1,PCA,-50.617813139467394
209076,20180513,1,PM2.5,45.0
209082,20180513,2,PCA,-25.974522209022417
209082,20180513,2,PM2.5,50.0
209088,20180513,4,PCA,-53.0858192848567
209088,20180513,4,PM2.5,35.0
209094,20180513,5,PCA,-54.03444116194123
209094,20180513,5,PM2.5,29.0
209100,20180513,6,PCA,-26.063135717640094
209100,20180513,6,PM2.5,41.0
209106,20180513,7,PCA,-17.592924209321446
209106,20180513,7,PM2.5,52.0
209112,20180513,9,PCA,-40.05648064609167
209112,20180513,9,PM2.5,41.0
209118,20180513,10,PCA,-36.59538494932049
209118,20180513,10,PM2.5,42.0
209124,20180513,11,PCA,-46.255175572518255
209124,20180513,11,PM2.5,44.0
209130,20180513,12,PCA,-57.556998373042724
209130,20180513,12,PM2.5,40.0
209136,20180513,13,PCA,-60.5174345391084
209136,20180513,13,PM2.5,39.0
209142,20180513,14,PCA,-65.96056186812875
209142,20180513,14,PM2.5,41.0
209148,20180513,15,PCA,-57.38092167430232
209148,20180513,15,PM2.5,48.0
209154,20180513,16,PCA,-55.70819656088838
209154,20180513,16,PM2.5,44.0
209160,20180513,17,PCA,-42.804090931123774
209160,20180513,17,PM2.5,47.0
209166,20180513,18,PCA,-38.72045632052229
209166,20180513,18,PM2.5,55.0
209172,20180513,19,PCA,-42.08238045175575
209172,20180513,19,PM2.5,58.0
209178,20180513,20,PCA,-33.18871548288424
209178,20180513,20,PM2.5,62.0
209184,20180513,21,PCA,-23.293009427275393
209184,20180513,21,PM2.5,66.0
209190,20180513,22,PCA,-24.222965982331353
209190,20180513,22,PM2.5,64.0
209196,20180513,23,PCA,-6.31501714009538
209196,20180513,23,PM2.5,75.0
209202,20180514,0,PCA,33.43519568430836
209202,20180514,0,PM2.5,83.0
209208,20180514,1,PCA,41.90016212272415
209208,20180514,1,PM2.5,93.0
209214,20180514,2,PCA,39.71544208310166
209214,20180514,2,PM2.5,95.0
209220,20180514,3,PCA,41.06835855414716
209220,20180514,3,PM2.5,97.0
209226,20180514,4,PCA,49.35965496233782
209226,20180514,4,PM2.5,97.0
209232,20180514,6,PCA,65.67957591223146
209232,20180514,6,PM2.5,109.0
209238,20180514,7,PCA,86.52485189941551
209238,20180514,7,PM2.5,125.0
209244,20180514,8,PCA,103.15035224863469
209244,20180514,8,PM2.5,138.0
209250,20180514,9,PCA,112.15371170154856
209250,20180514,9,PM2.5,144.0
209256,20180514,10,PCA,120.24720149445685
209256,20180514,10,PM2.5,149.0
209262,20180514,11,PCA,114.42518472171393
209262,20180514,11,PM2.5,150.0
209268,20180514,12,PCA,108.5124734756265
209268,20180514,12,PM2.5,152.0
209274,20180514,13,PCA,93.78610239971802
209274,20180514,13,PM2.5,150.0
209280,20180514,14,PCA,66.11196678381918
209280,20180514,14,PM2.5,137.0
209286,20180514,15,PCA,40.242090888432976
209286,20180514,15,PM2.5,122.0
209292,20180514,16,PCA,31.644411629597847
209292,20180514,16,PM2.5,116.0
209298,20180514,17,PCA,10.81164546541758
209298,20180514,17,PM2.5,101.0
209304,20180514,18,PCA,-9.095408783889777
209304,20180514,18,PM2.5,87.0
209310,20180514,19,PCA,-22.928743953541282
209310,20180514,19,PM2.5,75.0
209316,20180514,20,PCA,-49.241549008161826
209316,20180514,20,PM2.5,54.0
209322,20180514,21,PCA,-63.67260483700792
209322,20180514,21,PM2.5,43.0
209328,20180514,22,PCA,-64.74552048394276
209328,20180514,22,PM2.5,34.0
209334,20180514,23,PCA,-48.765279909760665
209334,20180514,23,PM2.5,35.0
209340,20180515,0,PCA,-53.01964065106091
209340,20180515,0,PM2.5,37.0
209346,20180515,1,PCA,-52.76142718332729
209346,20180515,1,PM2.5,37.0
209352,20180515,2,PCA,-53.86313650637875
209352,20180515,2,PM2.5,37.0
209358,20180515,3,PCA,-47.9026493739357
209358,20180515,3,PM2.5,40.0
209364,20180515,4,PCA,-36.51714044419062
209364,20180515,4,PM2.5,43.0
209370,20180515,5,PCA,-22.951761858274917
209370,20180515,5,PM2.5,50.0
209376,20180515,6,PCA,0.23917496116387904
209376,20180515,6,PM2.5,57.0
209382,20180515,7,PCA,20.116635485137078
209382,20180515,7,PM2.5,64.0
209388,20180515,8,PCA,16.947103136317953
209388,20180515,8,PM2.5,71.0
209394,20180515,9,PCA,3.894699498655406
209394,20180515,9,PM2.5,70.0
209400,20180515,10,PCA,-9.692687414969729
209400,20180515,10,PM2.5,71.0
209406,20180515,11,PCA,-6.506492812875132
209406,20180515,11,PM2.5,71.0
209412,20180515,12,PCA,-15.959095820436753
209412,20180515,12,PM2.5,70.0
209418,20180515,13,PCA,-23.82854881200074
209418,20180515,13,PM2.5,68.0
209424,20180515,14,PCA,-23.319546710262657
209424,20180515,14,PM2.5,71.0
209430,20180515,15,PCA,-21.43538306644997
209430,20180515,15,PM2.5,74.0
209436,20180515,16,PCA,-21.71148329376607
209436,20180515,16,PM2.5,74.0
209442,20180515,17,PCA,-16.955493598952195
209442,20180515,17,PM2.5,77.0
209448,20180515,18,PCA,-6.168832909647855
209448,20180515,18,PM2.5,84.0
209454,20180515,19,PCA,2.4965812618477017
209454,20180515,19,PM2.5,82.0
209460,20180515,20,PCA,21.611165358168062
209460,20180515,20,PM2.5,89.0
209466,20180515,21,PCA,-14.624255743159555
209466,20180515,21,PM2.5,72.0
209472,20180515,22,PCA,-72.93003900787784
209472,20180515,22,PM2.5,34.0
209478,20180515,23,PCA,-54.28657248397345
209478,20180515,23,PM2.5,45.0
209484,20180516,0,PCA,-1.1463701614903044
209484,20180516,0,PM2.5,77.0
209490,20180516,1,PCA,67.45401198458497
209490,20180516,1,PM2.5,119.0
209496,20180516,2,PCA,82.87547209598708
209496,20180516,2,PM2.5,126.0
209502,20180516,3,PCA,68.66289464691788
209502,20180516,3,PM2.5,120.0
209508,20180516,4,PCA,59.76509822201915
209508,20180516,4,PM2.5,115.0
209514,20180516,5,PCA,58.70097677525549
209514,20180516,5,PM2.5,113.0
209520,20180516,6,PCA,77.06778303515165
209520,20180516,6,PM2.5,122.0
209526,20180516,7,PCA,69.81849823073148
209526,20180516,7,PM2.5,117.0
209532,20180516,8,PCA,70.71613078395696
209532,20180516,8,PM2.5,116.0
209538,20180516,9,PCA,66.46253673443064
209538,20180516,9,PM2.5,113.0
209544,20180516,10,PCA,54.558020792223935
209544,20180516,10,PM2.5,107.0
209550,20180516,11,PCA,44.4653437913083
209550,20180516,11,PM2.5,101.0
209556,20180516,12,PCA,24.017507243761703
209556,20180516,12,PM2.5,93.0
209562,20180516,13,PCA,9.92652313845062
209562,20180516,13,PM2.5,92.0
209568,20180516,14,PCA,3.2117638769999037
209568,20180516,14,PM2.5,91.0
209574,20180516,15,PCA,10.501781570031035
209574,20180516,15,PM2.5,97.0
209580,20180516,16,PCA,-0.302195002201283
209580,20180516,16,PM2.5,92.0
209586,20180516,17,PCA,-13.43774322175905
209586,20180516,17,PM2.5,84.0
209592,20180516,18,PCA,-25.98588562910775
209592,20180516,18,PM2.5,73.0
209598,20180516,19,PCA,-31.69112189859604
209598,20180516,19,PM2.5,67.0
209604,20180516,20,PCA,-44.66719902565284
209604,20180516,20,PM2.5,56.0
209610,20180516,21,PCA,-38.49115978023449
209610,20180516,21,PM2.5,55.0
209616,20180516,22,PCA,-23.162996534852432
209616,20180516,22,PM2.5,63.0
209622,20180516,23,PCA,10.300381345607258
209622,20180516,23,PM2.5,78.0
209628,20180517,0,PCA,8.546221103583711
209628,20180517,0,PM2.5,79.0
209634,20180517,1,PCA,-1.327743313459649
209634,20180517,1,PM2.5,71.0
209640,20180517,2,PCA,-3.3995037593326716
209640,20180517,2,PM2.5,70.0
209646,20180517,3,PCA,17.637303419224136
209646,20180517,3,PM2.5,81.0
209652,20180517,4,PCA,-10.880800833530763
209652,20180517,4,PM2.5,69.0
209658,20180517,5,PCA,-30.315312906607442
209658,20180517,5,PM2.5,59.0
209664,20180517,6,PCA,-41.758785220249024
209664,20180517,6,PM2.5,51.0
209670,20180517,7,PCA,-42.97648088730753
209670,20180517,7,PM2.5,49.0
209676,20180517,8,PCA,-32.77570964756037
209676,20180517,8,PM2.5,56.0
209682,20180517,9,PCA,-46.702092019444855
209682,20180517,9,PM2.5,47.0
209688,20180517,10,PCA,-52.45674348684438
209688,20180517,10,PM2.5,36.0
209694,20180517,11,PCA,-31.088710833435474
209694,20180517,11,PM2.5,50.0
209700,20180517,12,PCA,-60.787371973649314
209700,20180517,12,PM2.5,38.0
209706,20180517,13,PCA,-57.29360586547283
209706,20180517,13,PM2.5,40.0
209712,20180517,14,PCA,-92.33573169560354
209712,20180517,14,PM2.5,20.0
209718,20180517,15,PCA,-96.14205722430908
209718,20180517,15,PM2.5,18.0
209724,20180517,16,PCA,-101.50032387903457
209724,20180517,16,PM2.5,13.0
209730,20180517,17,PCA,-94.78913058947495
209730,20180517,17,PM2.5,15.0
209736,20180517,18,PCA,-94.12126555903755
209736,20180517,18,PM2.5,14.0
209742,20180517,19,PCA,-89.59469697743695
209742,20180517,19,PM2.5,15.0
209748,20180517,20,PCA,-74.12511435033687
209748,20180517,20,PM2.5,17.0
209754,20180517,21,PCA,-59.93684753048331
209754,20180517,21,PM2.5,20.0
209760,20180517,22,PCA,-49.843826903285986
209760,20180517,22,PM2.5,19.0
209766,20180517,23,PCA,-33.43096581050235
209766,20180517,23,PM2.5,27.0
209772,20180518,0,PCA,-30.73261755573446
