,date,hour,type,大兴
205494,20180418,3,PCA,-7.161597124110334
205494,20180418,3,PM2.5,53.0
205500,20180418,4,PCA,-7.122299431776633
205500,20180418,4,PM2.5,52.0
205506,20180418,5,PCA,-2.5134187266630144
205506,20180418,5,PM2.5,50.0
205512,20180418,6,PCA,10.975780667122619
205512,20180418,6,PM2.5,59.0
205518,20180418,7,PCA,13.968820045589485
205518,20180418,7,PM2.5,63.0
205524,20180418,8,PCA,16.913301874460764
205524,20180418,8,PM2.5,65.0
205566,20180418,15,PCA,46.59501312508655
205566,20180418,15,PM2.5,117.0
205848,20180420,14,PCA,-14.70238957450775
205848,20180420,14,PM2.5,82.0
205854,20180420,15,PCA,-28.033104289990014
205854,20180420,15,PM2.5,62.0
205860,20180420,16,PCA,-28.432739800700407
205860,20180420,16,PM2.5,59.0
205866,20180420,17,PCA,-24.028308936283988
205866,20180420,17,PM2.5,62.0
205872,20180420,18,PCA,-28.4964876049417
205872,20180420,18,PM2.5,58.0
205878,20180420,19,PCA,-25.953368225916755
205878,20180420,19,PM2.5,66.0
205884,20180420,20,PCA,-16.66731005494622
205884,20180420,20,PM2.5,71.0
205890,20180420,21,PCA,42.883200688389515
205890,20180420,21,PM2.5,101.0
205896,20180420,22,PCA,58.20890102378803
205896,20180420,22,PM2.5,108.0
205902,20180420,23,PCA,54.37837805002271
205902,20180420,23,PM2.5,103.0
205908,20180421,0,PCA,38.98272769391189
205908,20180421,0,PM2.5,91.0
205914,20180421,1,PCA,43.26459291073577
205914,20180421,1,PM2.5,83.0
205920,20180421,2,PCA,95.79815661588005
205920,20180421,2,PM2.5,120.0
205926,20180421,3,PCA,100.44636159043851
205926,20180421,3,PM2.5,127.0
205932,20180421,4,PCA,81.84062845936751
205932,20180421,4,PM2.5,121.0
205938,20180421,5,PCA,74.9735123255141
205938,20180421,5,PM2.5,119.0
205944,20180421,6,PCA,75.88490492405857
205944,20180421,6,PM2.5,122.0
205950,20180421,7,PCA,76.95019344287304
205950,20180421,7,PM2.5,122.0
205956,20180421,8,PCA,88.60802701039509
205956,20180421,8,PM2.5,128.0
205962,20180421,9,PCA,42.25352795271616
205962,20180421,9,PM2.5,98.0
205968,20180421,10,PCA,74.15438582575794
205968,20180421,10,PM2.5,120.0
205974,20180421,11,PCA,26.203929994822975
205974,20180421,11,PM2.5,88.0
205980,20180421,12,PCA,16.29495740895196
205980,20180421,12,PM2.5,83.0
205986,20180421,13,PCA,4.539167624819153
205986,20180421,13,PM2.5,80.0
205992,20180421,14,PCA,-17.893266542566053
205992,20180421,14,PM2.5,65.0
205998,20180421,15,PCA,-78.34972936218423
205998,20180421,15,PM2.5,29.0
206004,20180421,16,PCA,-104.13427963752106
206004,20180421,16,PM2.5,13.0
206010,20180421,17,PCA,-109.08762746565013
206010,20180421,17,PM2.5,7.0
206016,20180421,18,PCA,-108.13046070806647
206016,20180421,18,PM2.5,10.0
206022,20180421,19,PCA,-109.01625954016242
206022,20180421,19,PM2.5,9.0
206028,20180421,20,PCA,-108.86875730586765
206028,20180421,20,PM2.5,8.0
206034,20180421,21,PCA,-108.59549557767237
206034,20180421,21,PM2.5,9.0
206040,20180421,22,PCA,-110.87265297136956
206040,20180421,22,PM2.5,5.0
206046,20180421,23,PCA,-112.41962088260748
206046,20180421,23,PM2.5,4.0
206052,20180422,0,PCA,-111.18938836171462
206052,20180422,0,PM2.5,5.0
206058,20180422,1,PCA,-112.57486003562522
206058,20180422,1,PM2.5,4.0
206064,20180422,2,PCA,-111.56145167859631
206064,20180422,2,PM2.5,6.0
206070,20180422,3,PCA,-112.58130221824418
206070,20180422,3,PM2.5,5.0
206076,20180422,4,PCA,-113.14146129968711
206076,20180422,4,PM2.5,5.0
206082,20180422,5,PCA,-111.69550338614819
206082,20180422,5,PM2.5,6.0
206088,20180422,6,PCA,-109.69491490087677
206088,20180422,6,PM2.5,8.0
206094,20180422,7,PCA,-108.22776954187198
206094,20180422,7,PM2.5,9.0
206100,20180422,8,PCA,-108.8532018775872
206100,20180422,8,PM2.5,7.0
206106,20180422,9,PCA,-105.20438171470242
206106,20180422,9,PM2.5,10.0
206112,20180422,10,PCA,-98.72954596832639
206112,20180422,10,PM2.5,9.0
206118,20180422,11,PCA,-86.94876488772084
206118,20180422,11,PM2.5,9.0
206124,20180422,12,PCA,-101.74623592201024
206124,20180422,12,PM2.5,12.0
206130,20180422,13,PCA,-106.50745112891981
206130,20180422,13,PM2.5,10.0
206136,20180422,14,PCA,-103.62732089586193
206136,20180422,14,PM2.5,13.0
206142,20180422,15,PCA,-97.34941660398803
206142,20180422,15,PM2.5,11.0
206148,20180422,16,PCA,-101.61875369159632
206148,20180422,16,PM2.5,11.0
206154,20180422,17,PCA,-100.65643948749778
206154,20180422,17,PM2.5,11.0
206160,20180422,18,PCA,-102.57774779499697
206160,20180422,18,PM2.5,8.0
206166,20180422,19,PCA,-90.78043898905051
206166,20180422,19,PM2.5,8.0
206172,20180422,20,PCA,-86.79542064905844
206172,20180422,20,PM2.5,9.0
206178,20180422,21,PCA,-90.41334983901298
206178,20180422,21,PM2.5,14.0
206184,20180422,22,PCA,-89.28560825206128
206184,20180422,22,PM2.5,13.0
206190,20180422,23,PCA,-104.38956974489858
206190,20180422,23,PM2.5,11.0
206196,20180423,0,PCA,-98.72297649118839
206196,20180423,0,PM2.5,10.0
206202,20180423,1,PCA,-97.02444680378214
206202,20180423,1,PM2.5,12.0
206208,20180423,2,PCA,-97.70834096659384
206208,20180423,2,PM2.5,14.0
206214,20180423,3,PCA,-102.02078151973295
206214,20180423,3,PM2.5,13.0
206220,20180423,4,PCA,-100.86891440187506
206220,20180423,4,PM2.5,16.0
206226,20180423,5,PCA,-103.60613345039602
206226,20180423,5,PM2.5,13.0
206232,20180423,6,PCA,-103.24843433316569
206232,20180423,6,PM2.5,13.0
206238,20180423,7,PCA,-98.83331774777594
206238,20180423,7,PM2.5,15.0
206244,20180423,8,PCA,-86.62888060439174
206244,20180423,8,PM2.5,17.0
206250,20180423,9,PCA,-77.34693771842052
206250,20180423,9,PM2.5,20.0
206256,20180423,10,PCA,-77.00539612991221
206256,20180423,10,PM2.5,18.0
206262,20180423,11,PCA,-91.92519300371417
206262,20180423,11,PM2.5,18.0
206268,20180423,12,PCA,-83.24276359348134
206268,20180423,12,PM2.5,26.0
206274,20180423,13,PCA,-98.03852578185301
206274,20180423,13,PM2.5,16.0
206280,20180423,14,PCA,-100.05225129921016
206280,20180423,14,PM2.5,17.0
206286,20180423,15,PCA,-101.07965365927153
206286,20180423,15,PM2.5,14.0
206292,20180423,16,PCA,-94.13983974525135
206292,20180423,16,PM2.5,18.0
206298,20180423,17,PCA,-87.91965688723613
206298,20180423,17,PM2.5,16.0
206304,20180423,18,PCA,-88.65813858334681
206304,20180423,18,PM2.5,15.0
206310,20180423,19,PCA,-78.23229658170183
206310,20180423,19,PM2.5,19.0
206316,20180423,20,PCA,-67.94456582948233
206316,20180423,20,PM2.5,21.0
206322,20180423,21,PCA,-69.46169570362284
206322,20180423,21,PM2.5,21.0
206328,20180423,22,PCA,-60.91368834732737
206328,20180423,22,PM2.5,21.0
206334,20180423,23,PCA,-49.79074345639895
206334,20180423,23,PM2.5,27.0
206340,20180424,0,PCA,-47.44382636797524
206340,20180424,0,PM2.5,29.0
206346,20180424,1,PCA,-40.21975151012925
206346,20180424,1,PM2.5,35.0
206352,20180424,2,PCA,-26.23554091684415
206352,20180424,2,PM2.5,39.0
206358,20180424,3,PCA,-13.301412883967217
206358,20180424,3,PM2.5,43.0
206364,20180424,4,PCA,-17.27919289820294
206364,20180424,4,PM2.5,42.0
206370,20180424,5,PCA,-39.055419232822985
206370,20180424,5,PM2.5,30.0
206376,20180424,6,PCA,-50.860892005839695
206376,20180424,6,PM2.5,25.0
206382,20180424,7,PCA,-45.61990643122524
206382,20180424,7,PM2.5,26.0
206388,20180424,8,PCA,-82.26644466954026
206388,20180424,8,PM2.5,21.0
206394,20180424,9,PCA,-71.57533354928971
206394,20180424,9,PM2.5,20.0
206400,20180424,10,PCA,-88.38839402256423
206400,20180424,10,PM2.5,15.0
206406,20180424,11,PCA,-97.25987760382313
206406,20180424,11,PM2.5,15.0
206412,20180424,12,PCA,-102.1651476498105
206412,20180424,12,PM2.5,13.0
206418,20180424,13,PCA,-103.21392255364724
206418,20180424,13,PM2.5,11.0
206424,20180424,14,PCA,-102.66702890063772
206424,20180424,14,PM2.5,11.0
206430,20180424,15,PCA,-102.8718823721723
206430,20180424,15,PM2.5,10.0
206436,20180424,16,PCA,-102.85308843402838
206436,20180424,16,PM2.5,9.0
206442,20180424,17,PCA,-98.91239770311388
206442,20180424,17,PM2.5,13.0
206448,20180424,18,PCA,-97.79502944430695
206448,20180424,18,PM2.5,14.0
206454,20180424,19,PCA,-84.92469483128883
206454,20180424,19,PM2.5,17.0
206460,20180424,20,PCA,-81.70953386270862
206460,20180424,20,PM2.5,18.0
206466,20180424,21,PCA,-78.25261523758218
206466,20180424,21,PM2.5,18.0
206472,20180424,22,PCA,-61.756543923329176
206472,20180424,22,PM2.5,23.0
206478,20180424,23,PCA,-54.33566600732876
206478,20180424,23,PM2.5,27.0
206484,20180425,0,PCA,-43.915495381160255
206484,20180425,0,PM2.5,29.5
206490,20180425,1,PCA,-33.49532475499175
206490,20180425,1,PM2.5,32.0
206496,20180425,2,PCA,-38.94490984835721
206496,20180425,2,PM2.5,30.0
206502,20180425,3,PCA,-32.337604915956206
206502,20180425,3,PM2.5,30.0
206508,20180425,4,PCA,-29.545601417188088
206508,20180425,4,PM2.5,30.0
206514,20180425,5,PCA,-9.60674459399887
206514,20180425,5,PM2.5,37.0
206520,20180425,6,PCA,4.481285686077777
206520,20180425,6,PM2.5,42.0
206526,20180425,7,PCA,20.851873473214365
206526,20180425,7,PM2.5,47.0
206532,20180425,8,PCA,-3.0178267251178075
206532,20180425,8,PM2.5,42.0
206538,20180425,9,PCA,-17.6045596919065
206538,20180425,9,PM2.5,41.0
206544,20180425,10,PCA,-21.494397337867397
206544,20180425,10,PM2.5,43.0
206550,20180425,11,PCA,-37.32259275510636
206550,20180425,11,PM2.5,41.0
206556,20180425,12,PCA,-88.85462814684402
206556,20180425,12,PM2.5,19.0
206562,20180425,13,PCA,-96.0505179319102
206562,20180425,13,PM2.5,19.0
206568,20180425,14,PCA,-94.50490448275706
206568,20180425,14,PM2.5,16.0
206574,20180425,15,PCA,-88.761297114311
206574,20180425,15,PM2.5,25.0
206580,20180425,16,PCA,-88.51965264192049
206580,20180425,16,PM2.5,24.0
206586,20180425,17,PCA,-82.04942013347531
206586,20180425,17,PM2.5,27.0
206592,20180425,18,PCA,-84.07585578433758
206592,20180425,18,PM2.5,25.0
206598,20180425,19,PCA,-72.7519881978662
206598,20180425,19,PM2.5,35.0
206604,20180425,20,PCA,-61.83421027312955
206604,20180425,20,PM2.5,38.0
206610,20180425,21,PCA,-50.81696213085564
206610,20180425,21,PM2.5,46.0
206616,20180425,22,PCA,3.912258782329974
206616,20180425,22,PM2.5,83.0
206622,20180425,23,PCA,12.370300239879938
206622,20180425,23,PM2.5,85.0
206628,20180426,0,PCA,31.478801633390233
206628,20180426,0,PM2.5,97.0
206634,20180426,1,PCA,44.382478530451024
206634,20180426,1,PM2.5,106.0
206640,20180426,2,PCA,49.88512460525577
206640,20180426,2,PM2.5,109.0
206646,20180426,3,PCA,50.88950093792343
206646,20180426,3,PM2.5,106.0
206652,20180426,4,PCA,58.883701628748895
206652,20180426,4,PM2.5,103.0
206658,20180426,5,PCA,57.73593893608759
206658,20180426,5,PM2.5,103.0
206664,20180426,6,PCA,52.33725203076636
206664,20180426,6,PM2.5,100.0
206670,20180426,7,PCA,59.05672571533857
206670,20180426,7,PM2.5,105.0
206676,20180426,8,PCA,84.26807699478177
206676,20180426,8,PM2.5,126.0
206682,20180426,9,PCA,105.3504958926693
206682,20180426,9,PM2.5,133.0
206688,20180426,10,PCA,105.79098231564345
206688,20180426,10,PM2.5,138.0
206694,20180426,11,PCA,102.16526082660047
206694,20180426,11,PM2.5,139.0
206700,20180426,12,PCA,82.67731469443936
206700,20180426,12,PM2.5,129.0
206706,20180426,13,PCA,67.13778461304464
206706,20180426,13,PM2.5,121.0
206712,20180426,14,PCA,40.79101456068139
206712,20180426,14,PM2.5,107.0
206718,20180426,15,PCA,4.65089988847399
206718,20180426,15,PM2.5,87.0
206724,20180426,16,PCA,-14.622798906257017
206724,20180426,16,PM2.5,76.0
206730,20180426,17,PCA,-46.67226679065063
206730,20180426,17,PM2.5,56.0
206736,20180426,18,PCA,-19.99961430530209
206736,20180426,18,PM2.5,75.0
206742,20180426,19,PCA,15.376640555847784
206742,20180426,19,PM2.5,98.0
206748,20180426,20,PCA,15.118906486033879
206748,20180426,20,PM2.5,94.0
206754,20180426,21,PCA,40.8500704344424
206754,20180426,21,PM2.5,97.0
206760,20180426,22,PCA,80.98117081656436
206760,20180426,22,PM2.5,111.0
206766,20180426,23,PCA,83.10054819925303
206766,20180426,23,PM2.5,107.0
206772,20180427,0,PCA,86.94401949347385
206772,20180427,0,PM2.5,110.0
206778,20180427,1,PCA,27.6953446471275
206778,20180427,1,PM2.5,89.0
206784,20180427,2,PCA,6.773526257110261
206784,20180427,2,PM2.5,76.0
206790,20180427,3,PCA,16.891737019918725
206790,20180427,3,PM2.5,71.0
206796,20180427,4,PCA,0.9432838074266288
206796,20180427,4,PM2.5,60.0
206802,20180427,5,PCA,-7.184840344369628
206802,20180427,5,PM2.5,56.0
206808,20180427,6,PCA,-7.556661860980227
206808,20180427,6,PM2.5,52.0
206814,20180427,7,PCA,14.902904293585268
206814,20180427,7,PM2.5,56.0
206820,20180427,8,PCA,17.157731985646883
206820,20180427,8,PM2.5,40.0
206826,20180427,9,PCA,41.213991631932686
206826,20180427,9,PM2.5,41.0
206832,20180427,10,PCA,25.89048788690798
206832,20180427,10,PM2.5,41.0
206838,20180427,11,PCA,-1.1073716154686886
206838,20180427,11,PM2.5,40.0
206844,20180427,12,PCA,-19.63994202739235
206844,20180427,12,PM2.5,37.0
206850,20180427,13,PCA,-23.40272544334868
206850,20180427,13,PM2.5,43.0
206856,20180427,14,PCA,-40.055134831604015
206856,20180427,14,PM2.5,29.0
206862,20180427,15,PCA,-37.78644293122884
206862,20180427,15,PM2.5,31.0
206868,20180427,16,PCA,-42.34457228644012
206868,20180427,16,PM2.5,32.0
206874,20180427,17,PCA,-40.254331397080406
206874,20180427,17,PM2.5,30.0
206880,20180427,18,PCA,-30.716123558898737
206880,20180427,18,PM2.5,30.0
206886,20180427,19,PCA,-31.932478874235724
206886,20180427,19,PM2.5,30.0
206892,20180427,20,PCA,-30.45176980433221
206892,20180427,20,PM2.5,30.0
206898,20180427,21,PCA,-28.58720095695033
206898,20180427,21,PM2.5,32.0
206904,20180427,22,PCA,-30.508937264858883
206904,20180427,22,PM2.5,34.0
206910,20180427,23,PCA,-31.697406671942467
206910,20180427,23,PM2.5,32.0
206916,20180428,0,PCA,-29.14476732239868
206916,20180428,0,PM2.5,34.0
206922,20180428,1,PCA,-28.140331626510633
206922,20180428,1,PM2.5,36.0
206928,20180428,2,PCA,-28.387176414289378
206928,20180428,2,PM2.5,36.0
206934,20180428,3,PCA,-22.913281793537
206934,20180428,3,PM2.5,40.0
206940,20180428,4,PCA,-23.094381032613004
206940,20180428,4,PM2.5,44.0
206946,20180428,5,PCA,-14.031640975170063
206946,20180428,5,PM2.5,48.0
206952,20180428,6,PCA,1.6617151662317884
206952,20180428,6,PM2.5,46.0
206958,20180428,7,PCA,12.13610673192202
206958,20180428,7,PM2.5,49.0
206964,20180428,8,PCA,22.992679730331588
206964,20180428,8,PM2.5,60.0
206970,20180428,9,PCA,46.29200870830691
206970,20180428,9,PM2.5,70.0
206976,20180428,10,PCA,33.42659082787675
206976,20180428,10,PM2.5,65.0
206982,20180428,11,PCA,40.89618702221027
206982,20180428,11,PM2.5,81.0
206988,20180428,12,PCA,45.442294973392215
206988,20180428,12,PM2.5,90.5
206994,20180428,13,PCA,32.16096966725329
206994,20180428,13,PM2.5,100.0
207000,20180428,14,PCA,90.57937576332066
207000,20180428,14,PM2.5,145.0
207006,20180428,15,PCA,79.35775841234803
207006,20180428,15,PM2.5,143.0
207012,20180428,16,PCA,65.07616166179014
207012,20180428,16,PM2.5,135.0
207018,20180428,17,PCA,46.09273858239639
207018,20180428,17,PM2.5,124.0
207024,20180428,18,PCA,50.18675833978143
207024,20180428,18,PM2.5,125.0
207030,20180428,19,PCA,74.65327941499534
207030,20180428,19,PM2.5,139.0
207036,20180428,20,PCA,95.48769241868034
207036,20180428,20,PM2.5,150.0
207042,20180428,21,PCA,130.8382277782926
207042,20180428,21,PM2.5,177.0
207048,20180428,22,PCA,162.2319289886315
207048,20180428,22,PM2.5,200.0
207054,20180428,23,PCA,187.89658011403552
207054,20180428,23,PM2.5,215.0
207060,20180429,0,PCA,204.99289325885832
207060,20180429,0,PM2.5,224.0
207066,20180429,1,PCA,184.9958130152906
207066,20180429,1,PM2.5,208.0
207072,20180429,2,PCA,109.26703280195036
207072,20180429,2,PM2.5,147.0
207078,20180429,3,PCA,42.586776309597376
207078,20180429,3,PM2.5,105.0
207084,20180429,4,PCA,34.26774419265528
207084,20180429,4,PM2.5,100.0
207090,20180429,5,PCA,10.664102611952373
207090,20180429,5,PM2.5,80.0
207096,20180429,6,PCA,-5.634285405456201
207096,20180429,6,PM2.5,65.0
207102,20180429,7,PCA,-8.686825066955027
207102,20180429,7,PM2.5,62.0
207108,20180429,8,PCA,14.17103890785803
207108,20180429,8,PM2.5,76.0
207114,20180429,9,PCA,10.037610422715249
207114,20180429,9,PM2.5,78.0
207120,20180429,10,PCA,38.11256457263562
207120,20180429,10,PM2.5,99.0
207126,20180429,11,PCA,63.662389322594166
207126,20180429,11,PM2.5,116.0
207132,20180429,12,PCA,65.88317132798008
207132,20180429,12,PM2.5,118.0
207138,20180429,13,PCA,48.85803553627718
207138,20180429,13,PM2.5,108.0
207144,20180429,14,PCA,31.914816112000747
207144,20180429,14,PM2.5,102.0
207150,20180429,15,PCA,46.07488802432563
207150,20180429,15,PM2.5,114.0
207156,20180429,16,PCA,43.53739253870807
207156,20180429,16,PM2.5,116.0
207162,20180429,17,PCA,52.0855706631822
207162,20180429,17,PM2.5,121.0
207168,20180429,18,PCA,65.56805748381713
207168,20180429,18,PM2.5,130.0
207174,20180429,19,PCA,89.99743279351573
207174,20180429,19,PM2.5,143.0
207180,20180429,20,PCA,141.63503587237446
207180,20180429,20,PM2.5,157.0
207186,20180429,21,PCA,146.92199885248138
207186,20180429,21,PM2.5,161.0
207192,20180429,22,PCA,79.52591796615555
207192,20180429,22,PM2.5,129.0
207198,20180429,23,PCA,79.81042071025252
207198,20180429,23,PM2.5,126.0
207204,20180430,0,PCA,-2.6622146992014413
207204,20180430,0,PM2.5,77.0
207210,20180430,1,PCA,-25.758161757962803
207210,20180430,1,PM2.5,49.0
207216,20180430,2,PCA,-38.08431348303801
207216,20180430,2,PM2.5,33.0
207222,20180430,3,PCA,-53.07001096996085
207222,20180430,3,PM2.5,25.0
207228,20180430,4,PCA,-71.5581369753304
207228,20180430,4,PM2.5,19.0
207234,20180430,5,PCA,-82.3513110291128
207234,20180430,5,PM2.5,13.0
207240,20180430,6,PCA,-73.91740581927903
207240,20180430,6,PM2.5,17.0
207246,20180430,7,PCA,-65.74933530025396
207246,20180430,7,PM2.5,19.0
207252,20180430,8,PCA,-51.8952146543499
207252,20180430,8,PM2.5,30.0
207258,20180430,9,PCA,-53.36466556719567
207258,20180430,9,PM2.5,39.0
207264,20180430,10,PCA,-51.83610942907743
207264,20180430,10,PM2.5,44.0
207270,20180430,11,PCA,-55.48154502351985
207270,20180430,11,PM2.5,45.0
207276,20180430,12,PCA,-56.8680015521981
207276,20180430,12,PM2.5,44.0
207282,20180430,13,PCA,-61.74802461084596
207282,20180430,13,PM2.5,44.0
207288,20180430,14,PCA,-71.04856702950501
207288,20180430,14,PM2.5,37.0
207294,20180430,15,PCA,-83.20492883223866
207294,20180430,15,PM2.5,22.0
207300,20180430,16,PCA,-75.7600986650028
207300,20180430,16,PM2.5,26.0
207306,20180430,17,PCA,-72.54174621184
207306,20180430,17,PM2.5,29.0
207312,20180430,18,PCA,-74.51064552715299
207312,20180430,18,PM2.5,28.0
207318,20180430,19,PCA,-64.25447554854424
207318,20180430,19,PM2.5,32.0
207324,20180430,20,PCA,-58.07407847878698
207324,20180430,20,PM2.5,32.0
207330,20180430,21,PCA,-64.4894820231963
207330,20180430,21,PM2.5,25.0
207336,20180430,22,PCA,-52.61635335516199
207336,20180430,22,PM2.5,29.0
207342,20180430,23,PCA,-51.92852804682441
207342,20180430,23,PM2.5,26.0
207348,20180501,0,PCA,-51.7245317660042
207348,20180501,0,PM2.5,31.0
207354,20180501,1,PCA,-27.21946851292711
207354,20180501,1,PM2.5,36.0
207360,20180501,2,PCA,-35.55414508572723
207360,20180501,2,PM2.5,34.0
207366,20180501,3,PCA,-38.28824205232719
207366,20180501,3,PM2.5,33.0
207372,20180501,4,PCA,-38.387112311380676
207372,20180501,4,PM2.5,34.0
207378,20180501,5,PCA,-10.39933886771928
207378,20180501,5,PM2.5,44.0
207384,20180501,6,PCA,-20.484565874231905
207384,20180501,6,PM2.5,42.0
207390,20180501,7,PCA,-4.090570264211562
207390,20180501,7,PM2.5,54.0
207396,20180501,8,PCA,296.1991726296856
207396,20180501,8,PM2.5,117.0
207402,20180501,9,PCA,263.97516012263014
207402,20180501,9,PM2.5,78.0
207408,20180501,10,PCA,243.78772364705702
207408,20180501,10,PM2.5,173.0
207414,20180501,11,PCA,192.19139592489458
207414,20180501,11,PM2.5,106.0
207420,20180501,12,PCA,168.21722275192036
207420,20180501,12,PM2.5,97.0
207426,20180501,13,PCA,156.34807313675395
207426,20180501,13,PM2.5,99.0
207432,20180501,14,PCA,48.90745757235864
207432,20180501,14,PM2.5,82.0
207438,20180501,15,PCA,-10.154060664391357
207438,20180501,15,PM2.5,48.0
207444,20180501,16,PCA,-15.736415667738186
207444,20180501,16,PM2.5,29.0
207450,20180501,17,PCA,-47.128944853043095
207450,20180501,17,PM2.5,20.0
207456,20180501,18,PCA,-57.883491015172275
207456,20180501,18,PM2.5,23.0
207462,20180501,19,PCA,-59.67406771581754
207462,20180501,19,PM2.5,23.0
207468,20180501,20,PCA,-53.67709147830465
207468,20180501,20,PM2.5,25.0
207474,20180501,21,PCA,-62.58051799819856
207474,20180501,21,PM2.5,24.0
207480,20180501,22,PCA,-48.0575564729286
207480,20180501,22,PM2.5,34.0
207486,20180501,23,PCA,-47.66632997334616
207486,20180501,23,PM2.5,39.0
207492,20180502,0,PCA,-47.050715670847445
207492,20180502,0,PM2.5,40.0
207498,20180502,1,PCA,-51.9039093703956
207498,20180502,1,PM2.5,31.0
207504,20180502,2,PCA,-57.81175097087545
207504,20180502,2,PM2.5,28.0
207510,20180502,3,PCA,-59.003968716899955
207510,20180502,3,PM2.5,19.0
207516,20180502,4,PCA,-69.4189966012239
207516,20180502,4,PM2.5,17.0
207522,20180502,5,PCA,-72.38429279791586
207522,20180502,5,PM2.5,14.0
207528,20180502,6,PCA,-84.05129594352692
207528,20180502,6,PM2.5,14.0
207534,20180502,7,PCA,-67.35589856562108
207534,20180502,7,PM2.5,22.0
207540,20180502,8,PCA,-48.99827535730274
207540,20180502,8,PM2.5,42.0
207546,20180502,9,PCA,-64.72448930014382
207546,20180502,9,PM2.5,37.0
207552,20180502,10,PCA,-100.77746756688732
207552,20180502,10,PM2.5,16.0
207558,20180502,11,PCA,-105.3459841408391
207558,20180502,11,PM2.5,9.0
207564,20180502,12,PCA,-101.29814275585842
207564,20180502,12,PM2.5,15.0
207570,20180502,13,PCA,-101.63540568743736
207570,20180502,13,PM2.5,15.0
207576,20180502,14,PCA,-104.25055458731251
207576,20180502,14,PM2.5,10.0
207726,20180503,15,PCA,-89.34254220570178
207726,20180503,15,PM2.5,12.0
207732,20180503,16,PCA,-85.39129304833293
207732,20180503,16,PM2.5,13.0
207738,20180503,17,PCA,-83.23025039499046
207738,20180503,17,PM2.5,12.0
207744,20180503,18,PCA,-79.85745566424187
207744,20180503,18,PM2.5,15.0
207750,20180503,19,PCA,-78.84263504133783
207750,20180503,19,PM2.5,18.0
207756,20180503,20,PCA,-58.619700300675404
207756,20180503,20,PM2.5,43.0
207762,20180503,21,PCA,-51.928641670515404
207762,20180503,21,PM2.5,42.0
207768,20180503,22,PCA,-53.40844046106364
207768,20180503,22,PM2.5,34.0
207774,20180503,23,PCA,-54.727528290845314
207774,20180503,23,PM2.5,29.0
207780,20180504,0,PCA,-49.102256992234004
207780,20180504,0,PM2.5,35.0
207786,20180504,1,PCA,-55.97532831461091
207786,20180504,1,PM2.5,32.0
207792,20180504,2,PCA,-51.44174238304726
207792,20180504,2,PM2.5,33.0
207798,20180504,3,PCA,-38.81524387981025
207798,20180504,3,PM2.5,46.0
207804,20180504,4,PCA,-41.30318241116621
207804,20180504,4,PM2.5,36.0
207810,20180504,5,PCA,-47.45317816334741
207810,20180504,5,PM2.5,37.0
207816,20180504,6,PCA,-27.459963205963813
207816,20180504,6,PM2.5,36.0
207822,20180504,7,PCA,-10.7784827441861
207822,20180504,7,PM2.5,50.0
207828,20180504,8,PCA,13.252760155184555
207828,20180504,8,PM2.5,73.0
207834,20180504,9,PCA,27.49745094153315
207834,20180504,9,PM2.5,83.0
207840,20180504,10,PCA,39.372257242990216
207840,20180504,10,PM2.5,91.0
207846,20180504,11,PCA,15.106399921891985
207846,20180504,11,PM2.5,73.0
207852,20180504,12,PCA,-12.008883679833575
207852,20180504,12,PM2.5,56.0
207858,20180504,13,PCA,-28.269764522953757
207858,20180504,13,PM2.5,56.0
207864,20180504,14,PCA,31.72397604211997
207864,20180504,14,PM2.5,107.0
207870,20180504,15,PCA,-14.401454147650567
207870,20180504,15,PM2.5,103.5
207876,20180504,16,PCA,14.877591378020997
207876,20180504,16,PM2.5,100.0
207882,20180504,17,PCA,-22.703373252015044
207882,20180504,17,PM2.5,75.0
207888,20180504,18,PCA,35.572204290479064
207888,20180504,18,PM2.5,113.0
207894,20180504,19,PCA,11.245529654404063
207894,20180504,19,PM2.5,96.0
207900,20180504,20,PCA,-4.562119423820532
207900,20180504,20,PM2.5,83.0
207906,20180504,21,PCA,15.353826847855252
207906,20180504,21,PM2.5,91.0
207912,20180504,22,PCA,32.822645420332336
207912,20180504,22,PM2.5,96.0
207918,20180504,23,PCA,57.21237862031363
207918,20180504,23,PM2.5,99.0
207924,20180505,0,PCA,67.32252656857536
207924,20180505,0,PM2.5,107.0
207930,20180505,1,PCA,63.278972045842046
207930,20180505,1,PM2.5,94.0
207936,20180505,2,PCA,46.05434893125441
207936,20180505,2,PM2.5,96.0
207942,20180505,3,PCA,53.08548054484614
207942,20180505,3,PM2.5,93.0
207948,20180505,4,PCA,55.68529508996729
207948,20180505,4,PM2.5,95.0
207954,20180505,5,PCA,61.87399995510199
207954,20180505,5,PM2.5,98.0
207960,20180505,6,PCA,60.08778469211637
207960,20180505,6,PM2.5,99.0
207966,20180505,7,PCA,64.50639392558027
207966,20180505,7,PM2.5,103.0
207972,20180505,8,PCA,70.81845510738661
207972,20180505,8,PM2.5,114.0
207978,20180505,9,PCA,89.12844978856639
207978,20180505,9,PM2.5,117.0
207984,20180505,10,PCA,320.96494007386406
207984,20180505,10,PM2.5,158.0
207990,20180505,11,PCA,297.3378916291135
207990,20180505,11,PM2.5,127.0
207996,20180505,12,PCA,285.2854889958633
207996,20180505,12,PM2.5,112.0
208002,20180505,13,PCA,276.9622963410647
208002,20180505,13,PM2.5,102.0
208008,20180505,14,PCA,181.7834670853366
208008,20180505,14,PM2.5,74.0
