,date,hour,type,平谷
283020,20191021,3,PM2.5,15.0
283026,20191021,4,PCA,-75.20897385308099
283026,20191021,4,PM2.5,9.0
283032,20191021,5,PCA,-84.84201982042063
283032,20191021,5,PM2.5,7.0
283038,20191021,6,PCA,-70.73204124366784
283038,20191021,6,PM2.5,10.0
283044,20191021,7,PCA,-71.39052717828068
283044,20191021,7,PM2.5,5.0
283050,20191021,8,PCA,-62.98237835063994
283050,20191021,8,PM2.5,11.0
283056,20191021,9,PCA,-52.896027579923924
283056,20191021,9,PM2.5,12.0
283062,20191021,10,PCA,-56.86483880319159
283062,20191021,10,PM2.5,13.0
283068,20191021,11,PCA,-82.00550550749627
283068,20191021,11,PM2.5,13.0
283074,20191021,12,PCA,-61.35052828414491
283074,20191021,12,PM2.5,11.0
283080,20191021,13,PCA,-66.9772292767613
283080,20191021,13,PM2.5,13.0
283086,20191021,14,PCA,-68.72983027376596
283086,20191021,14,PM2.5,12.0
283092,20191021,15,PCA,-68.24955769339232
283092,20191021,15,PM2.5,11.0
283098,20191021,16,PCA,-56.613785567698145
283098,20191021,16,PM2.5,12.0
283104,20191021,17,PCA,-50.78669136905147
283104,20191021,17,PM2.5,15.0
283110,20191021,18,PCA,-41.16743367437198
283110,20191021,18,PM2.5,20.0
283116,20191021,19,PCA,-13.390865954396041
283116,20191021,19,PM2.5,33.0
283122,20191021,20,PCA,-36.72287520116607
283122,20191021,20,PM2.5,30.0
283128,20191021,21,PCA,-39.25485964025854
283128,20191021,21,PM2.5,29.0
283134,20191021,22,PCA,-43.411973939709256
283134,20191021,22,PM2.5,26.0
283140,20191021,23,PCA,-45.75973091639974
283140,20191021,23,PM2.5,23.0
283146,20191022,0,PCA,-49.02127842473814
283146,20191022,0,PM2.5,24.0
283152,20191022,1,PCA,-51.34666855983691
283152,20191022,1,PM2.5,21.0
283158,20191022,2,PCA,-51.56092954297875
283158,20191022,2,PM2.5,23.0
283164,20191022,3,PCA,-52.529272228708436
283164,20191022,3,PM2.5,22.0
283170,20191022,4,PCA,-53.1869038058454
283170,20191022,4,PM2.5,20.0
283176,20191022,5,PCA,-50.807944429473714
283176,20191022,5,PM2.5,21.0
283182,20191022,6,PCA,-48.23870891847998
283182,20191022,6,PM2.5,22.0
283188,20191022,7,PCA,-40.58073495798977
283188,20191022,7,PM2.5,24.0
283194,20191022,8,PCA,-34.434569096570684
283194,20191022,8,PM2.5,27.0
283200,20191022,9,PCA,-32.71967802948483
283200,20191022,9,PM2.5,26.0
283206,20191022,10,PCA,-33.91527627845752
283206,20191022,10,PM2.5,26.0
283212,20191022,11,PCA,-30.309240442967965
283212,20191022,11,PM2.5,30.0
283218,20191022,12,PCA,-24.08594147490276
283218,20191022,12,PM2.5,39.0
283224,20191022,13,PCA,-16.06068743453805
283224,20191022,13,PM2.5,46.0
283230,20191022,14,PCA,-4.46811942084999
283230,20191022,14,PM2.5,57.0
283236,20191022,15,PCA,-7.572768346482808
283236,20191022,15,PM2.5,57.0
283242,20191022,16,PCA,-6.602090418308364
283242,20191022,16,PM2.5,55.0
283248,20191022,17,PCA,-9.167401699367849
283248,20191022,17,PM2.5,58.0
283254,20191022,18,PCA,24.66462399652223
283254,20191022,18,PM2.5,64.0
283260,20191022,19,PCA,36.638883568518
283260,20191022,19,PM2.5,79.0
283266,20191022,20,PCA,4.760708471141799
283266,20191022,20,PM2.5,65.0
283272,20191022,21,PCA,0.2162504258218434
283272,20191022,21,PM2.5,64.0
283278,20191022,22,PCA,-6.948323241213705
283278,20191022,22,PM2.5,57.0
283284,20191022,23,PCA,-6.484245198970341
283284,20191022,23,PM2.5,58.0
283290,20191023,0,PCA,-11.506576998723286
283290,20191023,0,PM2.5,56.0
283296,20191023,1,PCA,-23.50641929129544
283296,20191023,1,PM2.5,49.0
283302,20191023,2,PCA,-24.674752244067584
283302,20191023,2,PM2.5,47.0
283308,20191023,3,PCA,-19.125866804620124
283308,20191023,3,PM2.5,50.0
283314,20191023,4,PCA,-24.310126712458395
283314,20191023,4,PM2.5,48.0
283320,20191023,5,PCA,-19.701088715540777
283320,20191023,5,PM2.5,48.0
283326,20191023,6,PCA,-19.151544361935926
283326,20191023,6,PM2.5,49.0
283332,20191023,7,PCA,-9.125159605035435
283332,20191023,7,PM2.5,52.0
283338,20191023,8,PCA,-7.6902288902857405
283338,20191023,8,PM2.5,51.0
283344,20191023,9,PCA,5.792152878674656
283344,20191023,9,PM2.5,62.0
283350,20191023,10,PCA,13.224174761384434
283350,20191023,10,PM2.5,68.0
283356,20191023,11,PCA,5.260496035400605
283356,20191023,11,PM2.5,65.0
283362,20191023,12,PCA,-4.833927461854793
283362,20191023,12,PM2.5,62.0
283368,20191023,13,PCA,-6.15802263846794
283368,20191023,13,PM2.5,62.0
283374,20191023,14,PCA,-0.8395246049398994
283374,20191023,14,PM2.5,66.0
283380,20191023,15,PCA,-0.8024882369768128
283380,20191023,15,PM2.5,66.0
283386,20191023,16,PCA,15.457857744224269
283386,20191023,16,PM2.5,76.0
283392,20191023,17,PCA,24.261797815894898
283392,20191023,17,PM2.5,80.0
283398,20191023,18,PCA,43.881981581280954
283398,20191023,18,PM2.5,91.0
283404,20191023,19,PCA,75.63506051912518
283404,20191023,19,PM2.5,103.0
283410,20191023,20,PCA,57.43137940800565
283410,20191023,20,PM2.5,99.0
283416,20191023,21,PCA,50.44413532606012
283416,20191023,21,PM2.5,96.0
283422,20191023,22,PCA,40.81372297673856
283422,20191023,22,PM2.5,91.0
283428,20191023,23,PCA,44.20299403323436
283428,20191023,23,PM2.5,93.0
283434,20191024,0,PCA,49.065599609430265
283434,20191024,0,PM2.5,97.0
283440,20191024,1,PCA,59.27902418006204
283440,20191024,1,PM2.5,104.0
283446,20191024,2,PCA,72.19925897902444
283446,20191024,2,PM2.5,112.0
283452,20191024,3,PCA,77.51796758777482
283452,20191024,3,PM2.5,115.0
283458,20191024,4,PCA,60.19106760926669
283458,20191024,4,PM2.5,102.0
283464,20191024,5,PCA,85.52559917792958
283464,20191024,5,PM2.5,118.0
283470,20191024,6,PCA,145.3775197430861
283470,20191024,6,PM2.5,154.0
283476,20191024,7,PCA,163.86978512666226
283476,20191024,7,PM2.5,166.0
283482,20191024,8,PCA,172.53005208402675
283482,20191024,8,PM2.5,170.0
283488,20191024,9,PCA,185.61621293767638
283488,20191024,9,PM2.5,180.0
283494,20191024,10,PCA,197.0608316030223
283494,20191024,10,PM2.5,188.0
283500,20191024,11,PCA,152.91148632556877
283500,20191024,11,PM2.5,157.0
283506,20191024,12,PCA,151.17472763765602
283506,20191024,12,PM2.5,155.0
283512,20191024,13,PCA,102.90403219649583
283512,20191024,13,PM2.5,126.0
283518,20191024,14,PCA,62.470713262082306
283518,20191024,14,PM2.5,102.0
283524,20191024,15,PCA,-67.03488156704688
283524,20191024,15,PM2.5,23.0
283530,20191024,16,PCA,-94.3461593237105
283530,20191024,16,PM2.5,4.0
283536,20191024,17,PCA,-93.76210185470038
283536,20191024,17,PM2.5,4.0
283542,20191024,18,PCA,-94.0609410731343
283542,20191024,18,PM2.5,4.0
283548,20191024,19,PCA,-91.05891686355936
283548,20191024,19,PM2.5,9.0
283554,20191024,20,PCA,-95.12840435353571
283554,20191024,20,PM2.5,3.0
283560,20191024,21,PCA,-94.24860036706387
283560,20191024,21,PM2.5,4.0
283566,20191024,22,PCA,-94.27611394605961
283566,20191024,22,PM2.5,3.0
283572,20191024,23,PCA,-93.93783562994278
283572,20191024,23,PM2.5,2.0
283578,20191025,0,PCA,-94.18108488612451
283578,20191025,0,PM2.5,2.0
283584,20191025,1,PCA,-94.451847721302
283584,20191025,1,PM2.5,1.0
283590,20191025,2,PCA,-94.05388790819632
283590,20191025,2,PM2.5,1.0
283596,20191025,3,PCA,-93.38516525991317
283596,20191025,3,PM2.5,2.0
283602,20191025,4,PCA,-94.05388790819632
283602,20191025,4,PM2.5,1.0
283608,20191025,5,PCA,-93.3431962655187
283608,20191025,5,PM2.5,2.0
283614,20191025,6,PCA,-90.72798716937484
283614,20191025,6,PM2.5,5.0
283620,20191025,7,PCA,-92.4247340003765
283620,20191025,7,PM2.5,2.0
283626,20191025,8,PCA,-91.50218020049765
283626,20191025,8,PM2.5,3.0
283632,20191025,9,PCA,-91.58937527648226
283632,20191025,9,PM2.5,1.0
283638,20191025,10,PCA,-91.51601918310725
283638,20191025,10,PM2.5,1.0
283644,20191025,11,PCA,-89.35845139705786
283644,20191025,11,PM2.5,3.0
283650,20191025,12,PCA,-89.47450367531142
283650,20191025,12,PM2.5,2.0
283656,20191025,13,PCA,-88.91852258955772
283656,20191025,13,PM2.5,3.0
283662,20191025,14,PCA,-89.64692673482975
283662,20191025,14,PM2.5,1.0
283668,20191025,15,PCA,-90.10125732920017
283668,20191025,15,PM2.5,1.0
283674,20191025,16,PCA,-88.70744125136906
283674,20191025,16,PM2.5,3.0
283680,20191025,17,PCA,-88.73960916936215
283680,20191025,17,PM2.5,3.0
283686,20191025,18,PCA,-87.99418639652738
283686,20191025,18,PM2.5,5.0
283692,20191025,19,PCA,-59.090595632136
283692,20191025,19,PM2.5,11.0
283698,20191025,20,PCA,-45.486603427104136
283698,20191025,20,PM2.5,20.0
283704,20191025,21,PCA,-60.899576519909125
283704,20191025,21,PM2.5,23.0
283710,20191025,22,PCA,-70.61801839275626
283710,20191025,22,PM2.5,17.0
283716,20191025,23,PCA,-82.89580775621478
283716,20191025,23,PM2.5,9.0
283722,20191026,0,PCA,-84.2430541291825
283722,20191026,0,PM2.5,7.0
283728,20191026,1,PCA,-82.31317488847067
283728,20191026,1,PM2.5,5.0
283734,20191026,2,PCA,-81.15323872390975
283734,20191026,2,PM2.5,12.0
283740,20191026,3,PCA,-89.76588077374348
283740,20191026,3,PM2.5,8.0
283746,20191026,4,PCA,-90.74084489092137
283746,20191026,4,PM2.5,5.0
283752,20191026,5,PCA,-92.28606080995228
283752,20191026,5,PM2.5,4.0
283758,20191026,6,PCA,-90.34619579353975
283758,20191026,6,PM2.5,4.0
283764,20191026,7,PCA,-93.7362476690481
283764,20191026,7,PM2.5,2.0
283770,20191026,8,PCA,-90.59528566215715
283770,20191026,8,PM2.5,2.0
283776,20191026,9,PCA,-78.23614183514967
283776,20191026,9,PM2.5,10.0
283782,20191026,10,PCA,-80.02773302678713
283782,20191026,10,PM2.5,10.0
283788,20191026,11,PCA,-82.14121334214437
283788,20191026,11,PM2.5,13.0
283794,20191026,12,PCA,-78.09147624530196
283794,20191026,12,PM2.5,11.0
283800,20191026,13,PCA,-61.570748479145756
283800,20191026,13,PM2.5,19.0
283806,20191026,14,PCA,-52.26331462803393
283806,20191026,14,PM2.5,25.0
283812,20191026,15,PCA,-40.27691604354966
283812,20191026,15,PM2.5,31.0
283818,20191026,16,PCA,-30.199188782159446
283818,20191026,16,PM2.5,43.0
283824,20191026,17,PCA,-21.283947670180957
283824,20191026,17,PM2.5,48.0
283830,20191026,18,PCA,-14.948437020629171
283830,20191026,18,PM2.5,51.0
283836,20191026,19,PCA,-1.6555011059335465
283836,20191026,19,PM2.5,57.0
283842,20191026,20,PCA,-9.150407491070396
283842,20191026,20,PM2.5,54.0
283848,20191026,21,PCA,-11.63828853851518
283848,20191026,21,PM2.5,53.0
283854,20191026,22,PCA,-16.08374710496687
283854,20191026,22,PM2.5,51.0
283860,20191026,23,PCA,-14.905103900061079
283860,20191026,23,PM2.5,52.0
283866,20191027,0,PCA,-24.757873358016855
283866,20191027,0,PM2.5,46.0
283872,20191027,1,PCA,-24.099732605147572
283872,20191027,1,PM2.5,47.0
283878,20191027,2,PCA,-27.997691755828768
283878,20191027,2,PM2.5,44.0
283884,20191027,3,PCA,-31.830983154561345
283884,20191027,3,PM2.5,41.0
283890,20191027,4,PCA,-27.557220457143842
283890,20191027,4,PM2.5,43.0
283896,20191027,5,PCA,-27.10938022345069
283896,20191027,5,PM2.5,44.0
283902,20191027,6,PCA,-28.020571308903094
283902,20191027,6,PM2.5,43.0
283908,20191027,7,PCA,-28.077722909180363
283908,20191027,7,PM2.5,43.0
283914,20191027,8,PCA,-22.904915400124057
283914,20191027,8,PM2.5,47.0
283920,20191027,9,PCA,-21.256882626206437
283920,20191027,9,PM2.5,48.0
283926,20191027,10,PCA,-20.24768368105731
283926,20191027,10,PM2.5,49.0
283932,20191027,11,PCA,-20.501970379856836
283932,20191027,11,PM2.5,49.0
283938,20191027,12,PCA,-7.7424043303071715
283938,20191027,12,PM2.5,56.0
283944,20191027,13,PCA,5.4716134294163705
283944,20191027,13,PM2.5,64.0
283950,20191027,14,PCA,17.434204650087278
283950,20191027,14,PM2.5,71.0
283956,20191027,15,PCA,-3.833867187991247
283956,20191027,15,PM2.5,58.0
283962,20191027,16,PCA,-1.7938263742396054
283962,20191027,16,PM2.5,58.0
283968,20191027,17,PCA,-0.038188820229088816
283968,20191027,17,PM2.5,60.0
283974,20191027,18,PCA,12.50776989819953
283974,20191027,18,PM2.5,67.0
283980,20191027,19,PCA,91.0013745587302
283980,20191027,19,PM2.5,113.0
283986,20191027,20,PCA,43.48409367741927
283986,20191027,20,PM2.5,85.0
283992,20191027,21,PCA,23.1816940558495
283992,20191027,21,PM2.5,74.0
283998,20191027,22,PCA,1.2774627620025654
283998,20191027,22,PM2.5,61.0
284004,20191027,23,PCA,-3.993563406909464
284004,20191027,23,PM2.5,58.0
284010,20191028,0,PCA,1.726083814708252
284010,20191028,0,PM2.5,62.0
284016,20191028,1,PCA,3.466089634849208
284016,20191028,1,PM2.5,64.0
284022,20191028,2,PCA,19.115769243234993
284022,20191028,2,PM2.5,73.0
284028,20191028,3,PCA,20.60786151322941
284028,20191028,3,PM2.5,74.0
284034,20191028,4,PCA,23.686440917838418
284034,20191028,4,PM2.5,74.0
284040,20191028,5,PCA,28.186380615346483
284040,20191028,5,PM2.5,77.0
284046,20191028,6,PCA,94.3051178199972
284046,20191028,6,PM2.5,36.0
284052,20191028,7,PCA,-42.21910158729029
284052,20191028,7,PM2.5,39.0
284058,20191028,8,PCA,-23.898686504004313
284058,20191028,8,PM2.5,50.0
284064,20191028,9,PCA,261.7934497608538
284064,20191028,9,PM2.5,49.0
284070,20191028,10,PCA,60.33930764735457
284070,20191028,10,PM2.5,37.0
284076,20191028,11,PCA,-34.92041488111927
284076,20191028,11,PM2.5,17.0
284082,20191028,12,PCA,-74.73155626302318
284082,20191028,12,PM2.5,2.0
284088,20191028,13,PCA,-72.9290845754619
284088,20191028,13,PM2.5,2.0
284094,20191028,14,PCA,-82.36863063643635
284094,20191028,14,PM2.5,2.0
284100,20191028,15,PCA,-83.73973469093218
284100,20191028,15,PM2.5,4.0
284106,20191028,16,PCA,-88.76633528519159
284106,20191028,16,PM2.5,2.0
284112,20191028,17,PCA,-87.62238989499043
284112,20191028,17,PM2.5,2.0
284118,20191028,18,PCA,-79.25820137105009
284118,20191028,18,PM2.5,5.0
284124,20191028,19,PCA,-76.61711387239885
284124,20191028,19,PM2.5,6.0
284130,20191028,20,PCA,-68.0043117323556
284130,20191028,20,PM2.5,4.0
284136,20191028,21,PCA,-89.13710599573447
284136,20191028,21,PM2.5,6.0
284142,20191028,22,PCA,-90.74940566221498
284142,20191028,22,PM2.5,2.0
284148,20191028,23,PCA,-92.7626267720025
284148,20191028,23,PM2.5,2.0
284154,20191029,0,PCA,-91.27047091851222
284154,20191029,0,PM2.5,4.0
284160,20191029,1,PCA,-91.40250693473705
284160,20191029,1,PM2.5,4.0
284166,20191029,2,PCA,-79.10652324241619
284166,20191029,2,PM2.5,5.0
284172,20191029,3,PCA,-82.63390508821657
284172,20191029,3,PM2.5,4.0
284178,20191029,4,PCA,-83.58135562639865
284178,20191029,4,PM2.5,2.0
284184,20191029,5,PCA,-82.33735040227798
284184,20191029,5,PM2.5,12.0
284190,20191029,6,PCA,-80.41238764210529
284190,20191029,6,PM2.5,5.0
284196,20191029,7,PCA,-68.78452303882493
284196,20191029,7,PM2.5,6.0
284202,20191029,8,PCA,-57.61910130129958
284202,20191029,8,PM2.5,9.0
284208,20191029,9,PCA,-70.25033294365615
284208,20191029,9,PM2.5,17.0
284214,20191029,10,PCA,-89.5285957612388
284214,20191029,10,PM2.5,6.0
284220,20191029,11,PCA,-88.75597101229482
284220,20191029,11,PM2.5,8.0
284226,20191029,12,PCA,-70.80091609063162
284226,20191029,12,PM2.5,14.0
284232,20191029,13,PCA,-58.62343359528311
284232,20191029,13,PM2.5,19.0
284238,20191029,14,PCA,-44.7695677840423
284238,20191029,14,PM2.5,24.0
284244,20191029,15,PCA,-36.936392584527056
284244,20191029,15,PM2.5,31.0
284250,20191029,16,PCA,-33.09979047007039
284250,20191029,16,PM2.5,35.0
284256,20191029,17,PCA,-27.160421006441286
284256,20191029,17,PM2.5,33.0
284262,20191029,18,PCA,-9.889405328293984
284262,20191029,18,PM2.5,41.0
284268,20191029,19,PCA,-14.691252275124157
284268,20191029,19,PM2.5,46.0
284274,20191029,20,PCA,-22.33741792895151
284274,20191029,20,PM2.5,42.0
284280,20191029,22,PCA,-25.893456131829318
284280,20191029,22,PM2.5,39.0
284286,20191029,23,PCA,-35.352226240645116
284286,20191029,23,PM2.5,35.0
284292,20191030,0,PCA,-29.00758165743053
284292,20191030,0,PM2.5,36.0
284298,20191030,1,PCA,-28.78209853237158
284298,20191030,1,PM2.5,36.0
284304,20191030,2,PCA,-29.489479459325114
284304,20191030,2,PM2.5,36.0
284310,20191030,3,PCA,-25.584554944056897
284310,20191030,3,PM2.5,35.0
284316,20191030,4,PCA,-23.205617631080205
284316,20191030,4,PM2.5,34.0
284322,20191030,5,PCA,-29.858803003492632
284322,20191030,5,PM2.5,39.0
284328,20191030,6,PCA,-25.466616551345297
284328,20191030,6,PM2.5,33.0
284334,20191030,7,PCA,-16.602301107654213
284334,20191030,7,PM2.5,39.0
284340,20191030,8,PCA,-10.32446862860893
284340,20191030,8,PM2.5,38.0
284346,20191030,9,PCA,-6.969763067442117
284346,20191030,9,PM2.5,52.0
284352,20191030,10,PCA,-6.467121583267817
284352,20191030,10,PM2.5,43.0
284358,20191030,11,PCA,-6.0000806622183775
284358,20191030,11,PM2.5,50.0
284364,20191030,12,PCA,-5.438600834958925
284364,20191030,12,PM2.5,51.0
284370,20191030,13,PCA,-7.691458573880483
284370,20191030,13,PM2.5,54.0
284376,20191030,14,PCA,-2.3840932228506615
284376,20191030,14,PM2.5,54.0
284382,20191030,15,PCA,-2.8364030962418187
284382,20191030,15,PM2.5,56.0
284388,20191030,16,PCA,-0.5420219551622276
284388,20191030,16,PM2.5,55.0
284394,20191030,17,PCA,11.805583959857906
284394,20191030,17,PM2.5,56.0
284400,20191030,18,PCA,16.811325946958902
284400,20191030,18,PM2.5,59.0
284406,20191030,19,PCA,38.15432892195512
284406,20191030,19,PM2.5,68.0
284412,20191030,20,PCA,26.989018798494776
284412,20191030,20,PM2.5,71.0
284418,20191030,21,PCA,11.601722014400856
284418,20191030,21,PM2.5,65.0
284424,20191030,22,PCA,3.4702803556798005
284424,20191030,22,PM2.5,58.0
284430,20191030,23,PCA,-3.8238354866961535
284430,20191030,23,PM2.5,53.0
284436,20191031,0,PCA,-12.400466366595342
284436,20191031,0,PM2.5,47.0
284442,20191031,1,PCA,-12.13541307308258
284442,20191031,1,PM2.5,49.0
284448,20191031,2,PCA,-12.803223831582304
284448,20191031,2,PM2.5,51.0
284454,20191031,3,PCA,-13.268136321366631
284454,20191031,3,PM2.5,51.0
284460,20191031,4,PCA,-15.222025019688061
284460,20191031,4,PM2.5,47.0
284466,20191031,5,PCA,-13.059584879889517
284466,20191031,5,PM2.5,50.0
284472,20191031,6,PCA,-14.499461486851692
284472,20191031,6,PM2.5,47.0
284478,20191031,7,PCA,-12.133613902605465
284478,20191031,7,PM2.5,47.0
284484,20191031,8,PCA,-6.984544207878509
284484,20191031,8,PM2.5,46.0
284490,20191031,9,PCA,9.73000129692208
284490,20191031,9,PM2.5,53.0
284496,20191031,10,PCA,-4.080212680895569
284496,20191031,10,PM2.5,57.0
284502,20191031,11,PCA,-65.83414008130833
284502,20191031,11,PM2.5,18.0
284508,20191031,12,PCA,-69.956502937526
284508,20191031,12,PM2.5,15.0
284514,20191031,13,PCA,-65.93951395743433
284514,20191031,13,PM2.5,10.0
284520,20191031,14,PCA,-68.85493921073791
284520,20191031,14,PM2.5,9.0
284526,20191031,15,PCA,-67.43277510637009
284526,20191031,15,PM2.5,11.0
284532,20191031,16,PCA,-63.9115558340004
284532,20191031,16,PM2.5,12.0
284538,20191031,17,PCA,-58.90252052567223
284538,20191031,17,PM2.5,11.0
284544,20191031,18,PCA,-49.9439235256061
284544,20191031,18,PM2.5,16.0
284550,20191031,19,PCA,-34.16624001941993
284550,20191031,19,PM2.5,21.0
284556,20191031,20,PCA,-34.380070939046234
284556,20191031,20,PM2.5,34.0
284562,20191031,21,PCA,-55.383907153827366
284562,20191031,21,PM2.5,21.0
284568,20191031,22,PCA,-47.16528906222339
284568,20191031,22,PM2.5,15.0
284574,20191031,23,PCA,-49.223524204837325
284574,20191031,23,PM2.5,22.0
284580,20191101,0,PCA,-40.003171753436085
284580,20191101,0,PM2.5,24.0
284586,20191101,1,PCA,-45.470233916349606
284586,20191101,1,PM2.5,25.0
284592,20191101,2,PCA,-37.25505967344959
284592,20191101,2,PM2.5,23.0
284598,20191101,3,PCA,-62.911393733741214
284598,20191101,3,PM2.5,20.0
284604,20191101,4,PCA,-52.87843825534197
284604,20191101,4,PM2.5,20.0
284610,20191101,5,PCA,-60.19558064251871
284610,20191101,5,PM2.5,16.0
284616,20191101,6,PCA,-58.334075144001275
284616,20191101,6,PM2.5,12.0
284622,20191101,7,PCA,-49.81921006556606
284622,20191101,7,PM2.5,14.0
284628,20191101,8,PCA,-49.32328858176257
284628,20191101,8,PM2.5,18.0
284634,20191101,9,PCA,-38.55369226008961
284634,20191101,9,PM2.5,21.0
284640,20191101,10,PCA,-37.70009859208756
284640,20191101,10,PM2.5,24.0
284646,20191101,11,PCA,-15.928156423312794
284646,20191101,11,PM2.5,37.0
284652,20191101,12,PCA,-38.68019374561535
284652,20191101,12,PM2.5,35.0
284658,20191101,13,PCA,-45.53011523915979
284658,20191101,13,PM2.5,20.0
284664,20191101,14,PCA,-49.58287749206084
284664,20191101,14,PM2.5,17.0
284670,20191101,15,PCA,-50.8106395303108
284670,20191101,15,PM2.5,18.0
284676,20191101,16,PCA,-50.13453180112721
284676,20191101,16,PM2.5,16.0
284682,20191101,17,PCA,-48.980831523523605
284682,20191101,17,PM2.5,20.0
284688,20191101,18,PCA,-34.66500614633711
284688,20191101,18,PM2.5,21.0
284694,20191101,19,PCA,-15.577827014682063
284694,20191101,19,PM2.5,33.0
284700,20191101,20,PCA,-1.2543631214160438
284700,20191101,20,PM2.5,45.0
284706,20191101,21,PCA,2.125824094195075
284706,20191101,21,PM2.5,46.0
284712,20191101,22,PCA,-21.275796117355767
284712,20191101,22,PM2.5,39.0
284718,20191101,23,PCA,-25.333658751363856
284718,20191101,23,PM2.5,39.0
284724,20191102,0,PCA,-39.84168533380799
284724,20191102,0,PM2.5,27.0
284730,20191102,1,PCA,-36.67932200363718
284730,20191102,1,PM2.5,25.0
284736,20191102,2,PCA,-34.718811873867566
284736,20191102,2,PM2.5,31.0
284742,20191102,3,PCA,-51.392632190019604
284742,20191102,3,PM2.5,21.0
284748,20191102,4,PCA,-56.563965005031754
284748,20191102,4,PM2.5,18.0
284754,20191102,5,PCA,-54.10618106182267
284754,20191102,5,PM2.5,18.0
284760,20191102,6,PCA,-59.637193516231534
284760,20191102,6,PM2.5,18.0
284766,20191102,7,PCA,-46.8550096871205
284766,20191102,7,PM2.5,19.0
284772,20191102,8,PCA,-49.411908259013195
284772,20191102,8,PM2.5,12.0
284778,20191102,9,PCA,-37.37276619266274
284778,20191102,9,PM2.5,30.0
284784,20191102,10,PCA,-48.3201598887426
284784,20191102,10,PM2.5,29.0
284790,20191102,11,PCA,-48.53935349831581
284790,20191102,11,PM2.5,31.0
284796,20191102,12,PCA,-68.70995189573814
284796,20191102,12,PM2.5,21.0
284802,20191102,13,PCA,-80.93578648910153
284802,20191102,13,PM2.5,15.0
284808,20191102,14,PCA,-55.05007963787396
284808,20191102,14,PM2.5,12.0
284814,20191102,15,PCA,-76.35804779081353
284814,20191102,15,PM2.5,16.0
284820,20191102,16,PCA,-29.594730157438683
284820,20191102,16,PM2.5,21.0
284826,20191102,17,PCA,-44.313635592040534
284826,20191102,17,PM2.5,24.0
284832,20191102,18,PCA,-40.1788206469065
284832,20191102,18,PM2.5,29.0
284838,20191102,19,PCA,-36.41953508979054
284838,20191102,19,PM2.5,35.0
284844,20191102,20,PCA,-39.073217765305465
284844,20191102,20,PM2.5,35.0
284850,20191102,21,PCA,-40.634856192185936
284850,20191102,21,PM2.5,32.0
284856,20191102,22,PCA,-45.00090003807516
284856,20191102,22,PM2.5,34.0
284862,20191102,23,PCA,-46.15903663992426
284862,20191102,23,PM2.5,33.0
284868,20191103,0,PCA,-33.93332567780228
284868,20191103,0,PM2.5,39.0
284874,20191103,1,PCA,-38.82962686313046
284874,20191103,1,PM2.5,37.0
284880,20191103,2,PCA,-42.44413607270369
284880,20191103,2,PM2.5,36.0
284886,20191103,3,PCA,-47.468274482463244
284886,20191103,3,PM2.5,33.0
284892,20191103,4,PCA,-45.058582877479715
284892,20191103,4,PM2.5,33.0
284898,20191103,5,PCA,-48.855083584355285
284898,20191103,5,PM2.5,32.0
284904,20191103,6,PCA,-49.080566709414256
284904,20191103,6,PM2.5,32.0
284910,20191103,7,PCA,-55.763111503784316
284910,20191103,7,PM2.5,28.0
284916,20191103,8,PCA,-49.682608324299046
284916,20191103,8,PM2.5,30.0
284922,20191103,9,PCA,-51.63240548788384
284922,20191103,9,PM2.5,27.0
284928,20191103,10,PCA,-44.565133788337
284928,20191103,10,PM2.5,29.0
284934,20191103,11,PCA,-57.19805217350144
284934,20191103,11,PM2.5,27.0
284940,20191103,12,PCA,-52.771351357344074
284940,20191103,12,PM2.5,30.0
284946,20191103,13,PCA,-46.71713924938476
284946,20191103,13,PM2.5,28.0
284952,20191103,14,PCA,-49.484072663161434
284952,20191103,14,PM2.5,29.0
284958,20191103,15,PCA,-53.93491275909458
284958,20191103,15,PM2.5,27.0
284964,20191103,16,PCA,-43.19555182702111
284964,20191103,16,PM2.5,23.0
284970,20191103,17,PCA,-47.437095896496096
284970,20191103,17,PM2.5,26.0
284976,20191103,18,PCA,-40.599629745043146
284976,20191103,18,PM2.5,29.0
284982,20191103,19,PCA,-37.58702364005428
284982,20191103,19,PM2.5,34.0
284988,20191103,20,PCA,-21.326812040437787
284988,20191103,20,PM2.5,39.0
284994,20191103,21,PCA,-20.18707414839282
284994,20191103,21,PM2.5,48.0
285000,20191103,22,PCA,-37.210722934762074
285000,20191103,22,PM2.5,38.0
285006,20191103,23,PCA,-41.35045664758087
285006,20191103,23,PM2.5,36.0
285012,20191104,0,PCA,-42.53285947126085
285012,20191104,0,PM2.5,34.0
285018,20191104,1,PCA,-47.65611847569214
285018,20191104,1,PM2.5,31.0
285024,20191104,2,PCA,-51.36999325191863
285024,20191104,2,PM2.5,29.0
285030,20191104,3,PCA,-51.067062498748044
285030,20191104,3,PM2.5,30.0
285036,20191104,4,PCA,-47.395156716916
285036,20191104,4,PM2.5,32.0
285042,20191104,5,PCA,-50.897950154953826
285042,20191104,5,PM2.5,30.0
285048,20191104,6,PCA,-54.17078338870522
285048,20191104,6,PM2.5,28.0
285054,20191104,7,PCA,-47.643868480572024
285054,20191104,7,PM2.5,26.0
285060,20191104,8,PCA,-41.46793352710049
285060,20191104,8,PM2.5,31.0
285066,20191104,9,PCA,-45.45283534225525
285066,20191104,9,PM2.5,30.0
285072,20191104,10,PCA,-40.72449376767213
