,date,hour,type,北部新区
191346,20180109,14,PM2.5,8.0
191352,20180109,15,PCA,-57.36784983556365
191352,20180109,15,PM2.5,8.0
191358,20180109,16,PCA,-61.42915753552249
191358,20180109,16,PM2.5,6.0
191364,20180109,17,PCA,-81.22518433567295
191364,20180109,17,PM2.5,5.0
191370,20180109,18,PCA,-91.79489824205294
191370,20180109,18,PM2.5,5.0
191376,20180109,19,PCA,-98.48141623911803
191376,20180109,19,PM2.5,3.0
191382,20180109,20,PCA,-93.17940800663561
191382,20180109,20,PM2.5,8.0
191388,20180109,21,PCA,-97.35981458655364
191388,20180109,21,PM2.5,5.0
191394,20180109,22,PCA,-89.4368294444414
191394,20180109,22,PM2.5,7.0
191400,20180109,23,PCA,-92.70825596823066
191400,20180109,23,PM2.5,5.0
191406,20180110,0,PCA,-85.55860670878658
191406,20180110,0,PM2.5,6.0
191412,20180110,1,PCA,-95.12093382000683
191412,20180110,1,PM2.5,7.0
191418,20180110,2,PCA,-98.03118977531938
191418,20180110,2,PM2.5,4.0
191424,20180110,3,PCA,-99.10179668216905
191424,20180110,3,PM2.5,5.0
191430,20180110,4,PCA,-101.93962857571097
191430,20180110,4,PM2.5,4.0
191436,20180110,5,PCA,-104.65025427321802
191436,20180110,5,PM2.5,3.0
191442,20180110,6,PCA,-102.76393040656674
191442,20180110,6,PM2.5,6.0
191448,20180110,7,PCA,-102.7216332584272
191448,20180110,7,PM2.5,6.0
191454,20180110,8,PCA,-104.39542206869261
191454,20180110,8,PM2.5,3.0
191460,20180110,9,PCA,-101.38320541947772
191460,20180110,9,PM2.5,6.0
191466,20180110,10,PCA,-100.69090726716153
191466,20180110,10,PM2.5,5.0
191472,20180110,11,PCA,-102.4961068634112
191472,20180110,11,PM2.5,5.0
191478,20180110,12,PCA,-97.23707260061754
191478,20180110,12,PM2.5,5.0
191484,20180110,13,PCA,-101.31094538285423
191484,20180110,13,PM2.5,6.5
191490,20180110,14,PCA,-59.35190100864087
191490,20180110,14,PM2.5,8.0
191496,20180110,15,PCA,-76.70147993740709
191496,20180110,15,PM2.5,6.0
191502,20180110,16,PCA,-78.12035261415315
191502,20180110,16,PM2.5,6.0
191508,20180110,17,PCA,-87.48728285504433
191508,20180110,17,PM2.5,6.0
191514,20180110,18,PCA,-95.88201031706095
191514,20180110,18,PM2.5,3.0
191520,20180110,19,PCA,-96.15711746111458
191520,20180110,19,PM2.5,4.0
191526,20180110,20,PCA,-87.56121516883206
191526,20180110,20,PM2.5,13.0
191532,20180110,21,PCA,-103.0101463314551
191532,20180110,21,PM2.5,4.0
191538,20180110,22,PCA,-97.18374097584763
191538,20180110,22,PM2.5,7.0
191544,20180110,23,PCA,-100.23497567668659
191544,20180110,23,PM2.5,7.0
191550,20180111,0,PCA,-95.5006904729788
191550,20180111,0,PM2.5,9.0
191556,20180111,1,PCA,-98.55958194038216
191556,20180111,1,PM2.5,7.0
191562,20180111,2,PCA,-98.43683995444609
191562,20180111,2,PM2.5,7.0
191568,20180111,3,PCA,-94.11208899243644
191568,20180111,3,PM2.5,11.0
191574,20180111,4,PCA,-100.14570005447574
191574,20180111,4,PM2.5,9.0
191580,20180111,5,PCA,-104.75221496712038
191580,20180111,5,PM2.5,3.0
191586,20180111,6,PCA,-103.46046194635936
191586,20180111,6,PM2.5,4.0
191592,20180111,7,PCA,-98.91784657800974
191592,20180111,7,PM2.5,9.0
191598,20180111,8,PCA,-101.86625022297935
191598,20180111,8,PM2.5,6.0
191604,20180111,9,PCA,-94.76773738076665
191604,20180111,9,PM2.5,6.0
191610,20180111,10,PCA,-98.48849381991639
191610,20180111,10,PM2.5,8.0
191616,20180111,11,PCA,-100.52081364148772
191616,20180111,11,PM2.5,9.0
191622,20180111,12,PCA,-66.22579771106494
191622,20180111,12,PM2.5,7.0
191628,20180111,13,PCA,-102.37336487747507
191628,20180111,13,PM2.5,5.0
191634,20180111,14,PCA,-99.30577581249653
191634,20180111,14,PM2.5,10.0
191640,20180111,15,PCA,-100.24852588823339
191640,20180111,15,PM2.5,8.0
191646,20180111,16,PCA,-97.54651124825172
191646,20180111,16,PM2.5,7.0
191652,20180111,17,PCA,-73.95202972869372
191652,20180111,17,PM2.5,12.0
191658,20180111,18,PCA,-76.54988585617876
191658,20180111,18,PM2.5,12.0
191664,20180111,19,PCA,-78.76943584018609
191664,20180111,19,PM2.5,14.0
191670,20180111,20,PCA,-67.47408962683654
191670,20180111,20,PM2.5,11.0
191676,20180111,21,PCA,-53.23505003944499
191676,20180111,21,PM2.5,20.0
191682,20180111,22,PCA,-35.44639940655047
191682,20180111,22,PM2.5,34.0
191688,20180111,23,PCA,-22.569670665313758
191688,20180111,23,PM2.5,48.0
191694,20180112,0,PCA,-7.481016805312363
191694,20180112,0,PM2.5,58.0
191700,20180112,1,PCA,-33.60669147902645
191700,20180112,1,PM2.5,41.0
191706,20180112,2,PCA,-38.05691411301583
191706,20180112,2,PM2.5,36.0
191712,20180112,3,PCA,-42.032983081496496
191712,20180112,3,PM2.5,36.0
191718,20180112,4,PCA,-47.992565155726076
191718,20180112,4,PM2.5,33.0
191724,20180112,5,PCA,-46.54662754603125
191724,20180112,5,PM2.5,34.0
191730,20180112,6,PCA,-52.488508316943
191730,20180112,6,PM2.5,29.0
191736,20180112,7,PCA,-40.781485440114
191736,20180112,7,PM2.5,36.0
191742,20180112,8,PCA,-31.584590252075348
191742,20180112,8,PM2.5,43.0
191748,20180112,9,PCA,-34.17897733145025
191748,20180112,9,PM2.5,41.0
191754,20180112,10,PCA,-31.041356373994418
191754,20180112,10,PM2.5,43.0
191760,20180112,11,PCA,-45.151481309889995
191760,20180112,11,PM2.5,32.0
191766,20180112,12,PCA,-38.50731820348722
191766,20180112,12,PM2.5,39.0
191772,20180112,13,PCA,-41.51625314513082
191772,20180112,13,PM2.5,37.0
191778,20180112,14,PCA,-37.837122906193116
191778,20180112,14,PM2.5,39.0
191784,20180112,15,PCA,-38.37654693683047
191784,20180112,15,PM2.5,38.0
191790,20180112,16,PCA,-37.88245394990925
191790,20180112,16,PM2.5,35.0
191796,20180112,17,PCA,-17.954848387909383
191796,20180112,17,PM2.5,46.0
191802,20180112,18,PCA,2.6914186352836036
191802,20180112,18,PM2.5,60.0
191808,20180112,19,PCA,24.441553621373096
191808,20180112,19,PM2.5,75.0
191814,20180112,20,PCA,-2.7563759632131855
191814,20180112,20,PM2.5,59.0
191820,20180112,21,PCA,1.1339651380490472
191820,20180112,21,PM2.5,62.0
191826,20180112,22,PCA,12.460123632167695
191826,20180112,22,PM2.5,69.0
191832,20180112,23,PCA,28.595171243219454
191832,20180112,23,PM2.5,80.0
191838,20180113,0,PCA,24.60460984573172
191838,20180113,0,PM2.5,77.0
191844,20180113,1,PCA,16.57862578976228
191844,20180113,1,PM2.5,72.0
191850,20180113,2,PCA,29.893033847028676
191850,20180113,2,PM2.5,81.0
191856,20180113,3,PCA,17.085057422829852
191856,20180113,3,PM2.5,73.0
191862,20180113,4,PCA,18.513854235412058
191862,20180113,4,PM2.5,75.0
191868,20180113,5,PCA,15.556923461911037
191868,20180113,5,PM2.5,73.0
191874,20180113,6,PCA,16.23968865209101
191874,20180113,6,PM2.5,73.0
191880,20180113,7,PCA,15.774229973101612
191880,20180113,7,PM2.5,73.0
191886,20180113,8,PCA,13.264662790516438
191886,20180113,8,PM2.5,72.0
191892,20180113,9,PCA,14.863471910834315
191892,20180113,9,PM2.5,73.0
191898,20180113,10,PCA,43.43369437870552
191898,20180113,10,PM2.5,90.0
191904,20180113,11,PCA,24.162918591042043
191904,20180113,11,PM2.5,77.0
191910,20180113,12,PCA,30.759784655541154
191910,20180113,12,PM2.5,79.0
191916,20180113,13,PCA,100.08084650732333
191916,20180113,13,PM2.5,120.0
191922,20180113,14,PCA,15.850373675600107
191922,20180113,14,PM2.5,73.0
191928,20180113,15,PCA,-1.1826805400559381
191928,20180113,15,PM2.5,63.0
191934,20180113,16,PCA,-7.350770303294687
191934,20180113,16,PM2.5,58.0
191940,20180113,17,PCA,-8.691366897965432
191940,20180113,17,PM2.5,55.0
191946,20180113,18,PCA,36.743596874942455
191946,20180113,18,PM2.5,80.0
191952,20180113,19,PCA,135.12211857237193
191952,20180113,19,PM2.5,140.0
191958,20180113,20,PCA,73.77856608702251
191958,20180113,20,PM2.5,106.0
191964,20180113,21,PCA,60.2914399176321
191964,20180113,21,PM2.5,99.0
191970,20180113,22,PCA,48.78933032803042
191970,20180113,22,PM2.5,91.0
191976,20180113,23,PCA,85.08912246285001
191976,20180113,23,PM2.5,115.0
191982,20180114,0,PCA,97.88644606076244
191982,20180114,0,PM2.5,122.0
191988,20180114,1,PCA,168.19374577735172
191988,20180114,1,PM2.5,167.0
191994,20180114,2,PCA,155.55827463067095
191994,20180114,2,PM2.5,159.0
192000,20180114,3,PCA,130.36791886663994
192000,20180114,3,PM2.5,143.0
192006,20180114,4,PCA,132.16518683796926
192006,20180114,4,PM2.5,144.0
192012,20180114,5,PCA,152.1743651624763
192012,20180114,5,PM2.5,157.0
192018,20180114,6,PCA,168.5447062358858
192018,20180114,6,PM2.5,168.0
192024,20180114,7,PCA,162.58854754074423
192024,20180114,7,PM2.5,164.0
192030,20180114,8,PCA,171.55823596341148
192030,20180114,8,PM2.5,171.0
192036,20180114,9,PCA,197.47525279192203
192036,20180114,9,PM2.5,189.0
192042,20180114,10,PCA,202.26013308296695
192042,20180114,10,PM2.5,192.0
192048,20180114,11,PCA,199.20389545319094
192048,20180114,11,PM2.5,190.0
192054,20180114,12,PCA,178.1744398154002
192054,20180114,12,PM2.5,175.0
192060,20180114,13,PCA,129.133968705715
192060,20180114,13,PM2.5,144.0
192066,20180114,14,PCA,-4.199990108326832
192066,20180114,14,PM2.5,67.0
192072,20180114,15,PCA,-13.533524325574787
192072,20180114,15,PM2.5,50.0
192078,20180114,16,PCA,-31.742604192219716
192078,20180114,16,PM2.5,35.0
192084,20180114,17,PCA,-45.601099924278856
192084,20180114,17,PM2.5,30.0
192090,20180114,18,PCA,-63.47765191719642
192090,20180114,18,PM2.5,23.0
192096,20180114,19,PCA,-69.76493819617747
192096,20180114,19,PM2.5,19.0
192102,20180114,20,PCA,-60.106898383053874
192102,20180114,20,PM2.5,23.0
192108,20180114,21,PCA,-67.36437544744274
192108,20180114,21,PM2.5,16.0
192114,20180114,22,PCA,-84.7794850330142
192114,20180114,22,PM2.5,8.0
192120,20180114,23,PCA,-85.99704120797762
192120,20180114,23,PM2.5,12.0
192126,20180115,0,PCA,-86.55716521271057
192126,20180115,0,PM2.5,16.0
192132,20180115,1,PCA,-78.2283250805433
192132,20180115,1,PM2.5,20.0
192138,20180115,2,PCA,-78.28517614780695
192138,20180115,2,PM2.5,16.0
192144,20180115,3,PCA,-80.02524966150058
192144,20180115,3,PM2.5,16.0
192150,20180115,4,PCA,-70.9737338129425
192150,20180115,4,PM2.5,22.0
192156,20180115,5,PCA,-55.96593153190831
192156,20180115,5,PM2.5,29.0
192162,20180115,6,PCA,-74.82273799155902
192162,20180115,6,PM2.5,14.0
192168,20180115,7,PCA,-63.54173951846271
192168,20180115,7,PM2.5,21.0
192174,20180115,8,PCA,-64.43608547406762
192174,20180115,8,PM2.5,21.0
192180,20180115,9,PCA,-55.54874786006304
192180,20180115,9,PM2.5,26.0
192186,20180115,10,PCA,-55.00677994849237
192186,20180115,10,PM2.5,25.0
192192,20180115,11,PCA,-66.51984628560936
192192,20180115,11,PM2.5,23.0
192198,20180115,12,PCA,-67.4030744871001
192198,20180115,12,PM2.5,23.0
192204,20180115,13,PCA,-71.04515299885841
192204,20180115,13,PM2.5,23.0
192210,20180115,14,PCA,-65.27476547198103
192210,20180115,14,PM2.5,23.0
192216,20180115,15,PCA,-56.02998432447067
192216,20180115,15,PM2.5,25.0
192222,20180115,16,PCA,-52.22642324456389
192222,20180115,16,PM2.5,27.0
192228,20180115,17,PCA,-43.51483174462102
192228,20180115,17,PM2.5,33.0
192234,20180115,18,PCA,-33.816443812190236
192234,20180115,18,PM2.5,34.0
192240,20180115,19,PCA,-28.118257357628632
192240,20180115,19,PM2.5,35.0
192246,20180115,20,PCA,12.497390190381479
192246,20180115,20,PM2.5,69.0
192252,20180115,21,PCA,-24.35953137226182
192252,20180115,21,PM2.5,44.0
192258,20180115,22,PCA,-24.71209088321315
192258,20180115,22,PM2.5,47.0
192264,20180115,23,PCA,-29.471836093830696
192264,20180115,23,PM2.5,41.0
192270,20180116,0,PCA,-24.456304387726817
192270,20180116,0,PM2.5,47.0
192276,20180116,1,PCA,-21.21500738862453
192276,20180116,1,PM2.5,49.0
192282,20180116,2,PCA,-26.777056062247947
192282,20180116,2,PM2.5,46.0
192288,20180116,3,PCA,-52.85678585133708
192288,20180116,3,PM2.5,40.0
192294,20180116,4,PCA,41.14911102041196
192294,20180116,4,PM2.5,42.0
192300,20180116,5,PCA,69.21725648348212
192300,20180116,5,PM2.5,45.0
192306,20180116,6,PCA,42.38223871536503
192306,20180116,6,PM2.5,46.0
192312,20180116,7,PCA,38.4530212339955
192312,20180116,7,PM2.5,44.0
192318,20180116,8,PCA,41.812058365724056
192318,20180116,8,PM2.5,48.0
192324,20180116,9,PCA,45.77752115470766
192324,20180116,9,PM2.5,45.0
192330,20180116,10,PCA,30.610886481696333
192330,20180116,10,PM2.5,47.0
192336,20180116,11,PCA,24.127235538691593
192336,20180116,11,PM2.5,45.0
192342,20180116,12,PCA,17.643584595686868
192342,20180116,12,PM2.5,43.0
192348,20180116,13,PCA,9.9327731115549
192348,20180116,13,PM2.5,43.0
192354,20180116,14,PCA,-8.742268504001814
192354,20180116,14,PM2.5,32.0
192360,20180116,15,PCA,-4.624402603168752
192360,20180116,15,PM2.5,40.0
192366,20180116,16,PCA,15.059633344642513
192366,20180116,16,PM2.5,47.0
192372,20180116,17,PCA,25.169391673614065
192372,20180116,17,PM2.5,57.0
192378,20180116,18,PCA,19.85004322997954
192378,20180116,18,PM2.5,60.0
192384,20180116,19,PCA,20.73394825301954
192384,20180116,19,PM2.5,65.0
192390,20180116,20,PCA,25.68172019301832
192390,20180116,20,PM2.5,69.0
192396,20180116,21,PCA,30.785029534750926
192396,20180116,21,PM2.5,67.0
192402,20180116,22,PCA,27.513794058200855
192402,20180116,22,PM2.5,66.0
192408,20180116,23,PCA,30.404356199279718
192408,20180116,23,PM2.5,68.0
192414,20180117,0,PCA,31.215837160549054
192414,20180117,0,PM2.5,71.0
192420,20180117,1,PCA,31.620343097120173
192420,20180117,1,PM2.5,73.0
192426,20180117,2,PCA,80.71557382334568
192426,20180117,2,PM2.5,114.0
192432,20180117,3,PCA,33.597987617309315
192432,20180117,3,PM2.5,80.0
192438,20180117,4,PCA,23.731877935665814
192438,20180117,4,PM2.5,75.0
192444,20180117,5,PCA,23.68767220560443
192444,20180117,5,PM2.5,75.0
192450,20180117,6,PCA,21.12806717932133
192450,20180117,6,PM2.5,69.0
192456,20180117,7,PCA,19.926046875431542
192456,20180117,7,PM2.5,75.0
192462,20180117,8,PCA,25.334587012282984
192462,20180117,8,PM2.5,71.0
192468,20180117,9,PCA,37.87359467300338
192468,20180117,9,PM2.5,86.0
192474,20180117,10,PCA,43.24794826037411
192474,20180117,10,PM2.5,86.0
192480,20180117,11,PCA,58.04241027462846
192480,20180117,11,PM2.5,86.0
192486,20180117,12,PCA,46.41272907764603
192486,20180117,12,PM2.5,84.0
192492,20180117,13,PCA,-17.38764253908679
192492,20180117,13,PM2.5,59.0
192498,20180117,14,PCA,-97.95003148527907
192498,20180117,14,PM2.5,9.0
192504,20180117,15,PCA,-77.49556309247028
192504,20180117,15,PM2.5,7.0
192510,20180117,16,PCA,-74.34332198868995
192510,20180117,16,PM2.5,7.0
192516,20180117,17,PCA,-77.66935756664382
192516,20180117,17,PM2.5,9.0
192522,20180117,18,PCA,-89.21996923841772
192522,20180117,18,PM2.5,7.0
192528,20180117,19,PCA,-91.07958957052593
192528,20180117,19,PM2.5,7.0
192534,20180117,20,PCA,-68.51469523907285
192534,20180117,20,PM2.5,19.0
192540,20180117,21,PCA,-65.8873736634221
192540,20180117,21,PM2.5,17.0
192546,20180117,22,PCA,-58.08050249819161
192546,20180117,22,PM2.5,16.0
192552,20180117,23,PCA,-47.46492197394574
192552,20180117,23,PM2.5,26.0
192558,20180118,0,PCA,-45.79712382032873
192558,20180118,0,PM2.5,33.0
192564,20180118,1,PCA,-44.596786497850104
192564,20180118,1,PM2.5,28.0
192570,20180118,2,PCA,-57.14412104276394
192570,20180118,2,PM2.5,23.0
192576,20180118,3,PCA,-44.94496833875246
192576,20180118,3,PM2.5,30.0
192582,20180118,4,PCA,-51.23324129504455
192582,20180118,4,PM2.5,23.0
192588,20180118,5,PCA,-55.98839433083586
192588,20180118,5,PM2.5,20.0
192594,20180118,6,PCA,-61.42523933944634
192594,20180118,6,PM2.5,21.0
192600,20180118,7,PCA,-53.003444333425115
192600,20180118,7,PM2.5,23.0
192606,20180118,8,PCA,-51.34688024926628
192606,20180118,8,PM2.5,24.0
192612,20180118,9,PCA,-48.9627008096669
192612,20180118,9,PM2.5,27.0
192618,20180118,10,PCA,-31.701208928156838
192618,20180118,10,PM2.5,40.0
192624,20180118,11,PCA,-32.990895130224075
192624,20180118,11,PM2.5,38.0
192630,20180118,12,PCA,-35.435521937503474
192630,20180118,12,PM2.5,39.0
192636,20180118,13,PCA,-35.34040897954444
192636,20180118,13,PM2.5,42.0
192642,20180118,14,PCA,-30.411114755730445
192642,20180118,14,PM2.5,47.0
192648,20180118,15,PCA,0.33317812551505527
192648,20180118,15,PM2.5,65.0
192654,20180118,16,PCA,31.762601043224258
192654,20180118,16,PM2.5,72.0
192660,20180118,17,PCA,48.302991854042794
192660,20180118,17,PM2.5,70.0
192666,20180118,18,PCA,57.41810083248845
192666,20180118,18,PM2.5,93.0
192672,20180118,19,PCA,35.245712819610674
192672,20180118,19,PM2.5,72.0
192678,20180118,20,PCA,16.0958590702997
192678,20180118,20,PM2.5,65.0
192684,20180118,21,PCA,42.23355708489379
192684,20180118,21,PM2.5,86.0
192690,20180118,22,PCA,27.031848658531196
192690,20180118,22,PM2.5,78.0
192696,20180118,23,PCA,16.44505430861717
192696,20180118,23,PM2.5,72.0
192702,20180119,0,PCA,19.30644121597001
192702,20180119,0,PM2.5,74.0
192708,20180119,1,PCA,26.367202438080096
192708,20180119,1,PM2.5,79.0
192714,20180119,2,PCA,28.632791961281647
192714,20180119,2,PM2.5,80.0
192720,20180119,3,PCA,15.599685537878328
192720,20180119,3,PM2.5,72.0
192726,20180119,4,PCA,23.243850920176456
192726,20180119,4,PM2.5,77.0
192732,20180119,5,PCA,25.732460141805266
192732,20180119,5,PM2.5,79.0
192738,20180119,6,PCA,20.269779349562818
192738,20180119,6,PM2.5,76.0
192744,20180119,7,PCA,12.954185922927342
192744,20180119,7,PM2.5,71.0
192750,20180119,8,PCA,21.974366327626797
192750,20180119,8,PM2.5,77.0
192756,20180119,9,PCA,36.11224346224366
192756,20180119,9,PM2.5,86.0
192762,20180119,10,PCA,10.36736319644533
192762,20180119,10,PM2.5,69.0
192768,20180119,11,PCA,-51.65630847061312
192768,20180119,11,PM2.5,36.0
192774,20180119,12,PCA,-79.59069072018617
192774,20180119,12,PM2.5,10.0
192780,20180119,13,PCA,-84.57051763828888
192780,20180119,13,PM2.5,13.0
192786,20180119,14,PCA,-69.19214282654228
192786,20180119,14,PM2.5,18.0
192792,20180119,15,PCA,-66.43060631231452
192792,20180119,15,PM2.5,19.0
192798,20180119,16,PCA,-64.37836446494306
192798,20180119,16,PM2.5,18.0
192804,20180119,17,PCA,-62.32612261757159
192804,20180119,17,PM2.5,17.0
192810,20180119,18,PCA,-61.24682072420251
192810,20180119,18,PM2.5,21.0
192816,20180119,19,PCA,-69.80735068189378
192816,20180119,19,PM2.5,12.0
192822,20180119,20,PCA,-55.92802101951249
192822,20180119,20,PM2.5,23.0
192828,20180119,21,PCA,-11.984676569905044
192828,20180119,21,PM2.5,52.0
192834,20180119,22,PCA,-29.252720750807132
192834,20180119,22,PM2.5,36.0
192840,20180119,23,PCA,-58.51858767247766
192840,20180119,23,PM2.5,24.0
192846,20180120,0,PCA,-57.27258397647122
192846,20180120,0,PM2.5,20.0
192852,20180120,1,PCA,-60.19376402760296
192852,20180120,1,PM2.5,16.0
192858,20180120,2,PCA,-32.74069848474834
192858,20180120,2,PM2.5,40.0
192864,20180120,3,PCA,-65.07470142958455
192864,20180120,3,PM2.5,10.0
192870,20180120,4,PCA,-58.835908421840976
192870,20180120,4,PM2.5,13.0
192876,20180120,5,PCA,-58.56301582040799
192876,20180120,5,PM2.5,3.0
192882,20180120,6,PCA,-50.05912128866463
192882,20180120,6,PM2.5,20.0
192888,20180120,7,PCA,-49.17580915817993
192888,20180120,7,PM2.5,23.0
192894,20180120,8,PCA,-43.80732415636899
192894,20180120,8,PM2.5,27.0
192900,20180120,9,PCA,-23.374517682995815
192900,20180120,9,PM2.5,47.0
192906,20180120,10,PCA,-37.48634044363026
192906,20180120,10,PM2.5,34.0
192912,20180120,11,PCA,-48.00262616508453
192912,20180120,11,PM2.5,30.0
192918,20180120,12,PCA,-55.56015287128679
192918,20180120,12,PM2.5,22.0
192924,20180120,13,PCA,-30.162645554523692
192924,20180120,13,PM2.5,39.0
192930,20180120,14,PCA,-3.8706940927224376
192930,20180120,14,PM2.5,54.0
192936,20180120,15,PCA,12.586065603636905
192936,20180120,15,PM2.5,68.0
192942,20180120,16,PCA,19.800661112008573
192942,20180120,16,PM2.5,72.0
192948,20180120,17,PCA,13.272594932204038
192948,20180120,17,PM2.5,64.0
192954,20180120,18,PCA,-5.987429435639769
192954,20180120,18,PM2.5,47.0
192960,20180120,19,PCA,-17.029131575284303
192960,20180120,19,PM2.5,38.0
192966,20180120,20,PCA,-27.911329238485774
192966,20180120,20,PM2.5,32.0
192972,20180120,21,PCA,-50.294774940256666
192972,20180120,21,PM2.5,22.0
192978,20180120,22,PCA,-58.91926218476575
192978,20180120,22,PM2.5,17.0
192984,20180120,23,PCA,-52.80884677985105
192984,20180120,23,PM2.5,18.0
192990,20180121,0,PCA,-46.53446791050617
192990,20180121,0,PM2.5,26.0
192996,20180121,1,PCA,-66.53000713770678
192996,20180121,1,PM2.5,21.0
193002,20180121,2,PCA,-66.46116582833446
193002,20180121,2,PM2.5,17.0
193008,20180121,3,PCA,-60.36758756464951
193008,20180121,3,PM2.5,22.0
193014,20180121,4,PCA,-70.01016597324862
193014,20180121,4,PM2.5,15.0
193020,20180121,5,PCA,-58.173918361768926
193020,20180121,5,PM2.5,24.0
193026,20180121,6,PCA,-59.171774479591114
193026,20180121,6,PM2.5,18.0
193032,20180121,7,PCA,-49.11469975136721
193032,20180121,7,PM2.5,25.0
193038,20180121,8,PCA,-54.097056615216985
193038,20180121,8,PM2.5,14.0
193044,20180121,9,PCA,-47.55440559273382
193044,20180121,9,PM2.5,27.0
193050,20180121,10,PCA,-46.20714696937004
193050,20180121,10,PM2.5,29.0
193056,20180121,11,PCA,-42.64762718500863
193056,20180121,11,PM2.5,33.0
193062,20180121,12,PCA,-42.59663243929396
193062,20180121,12,PM2.5,36.0
193068,20180121,13,PCA,-40.203925871163165
193068,20180121,13,PM2.5,38.0
193074,20180121,14,PCA,-34.53704622170435
193074,20180121,14,PM2.5,36.0
193080,20180121,15,PCA,-23.294244696110272
193080,20180121,15,PM2.5,47.0
193086,20180121,16,PCA,-6.887418454136709
193086,20180121,16,PM2.5,49.0
193092,20180121,17,PCA,-12.040247539818171
193092,20180121,17,PM2.5,49.0
193098,20180121,18,PCA,-14.941288449316641
193098,20180121,18,PM2.5,47.0
193104,20180121,19,PCA,-14.250080385856315
193104,20180121,19,PM2.5,49.0
193110,20180121,20,PCA,-21.16716817380223
193110,20180121,20,PM2.5,41.0
193116,20180121,21,PCA,-22.30626941082908
193116,20180121,21,PM2.5,40.0
193122,20180121,22,PCA,-25.343561093132724
193122,20180121,22,PM2.5,41.0
193128,20180121,23,PCA,-25.424005930929297
193128,20180121,23,PM2.5,41.0
193134,20180122,0,PCA,-16.46829836265202
193134,20180122,0,PM2.5,42.0
193140,20180122,1,PCA,-17.086819481626396
193140,20180122,1,PM2.5,48.0
193146,20180122,2,PCA,-18.51940957639703
193146,20180122,2,PM2.5,48.0
193152,20180122,3,PCA,-21.073742995248807
193152,20180122,3,PM2.5,48.0
193158,20180122,4,PCA,-23.155377192179408
193158,20180122,4,PM2.5,47.0
193164,20180122,5,PCA,-21.30246455778637
193164,20180122,5,PM2.5,49.0
193170,20180122,6,PCA,-29.95744011433227
193170,20180122,6,PM2.5,44.0
193176,20180122,7,PCA,-90.37926573032323
193176,20180122,7,PM2.5,13.0
193182,20180122,8,PCA,-97.17440383892784
193182,20180122,8,PM2.5,10.0
193188,20180122,9,PCA,-100.53648857302223
193188,20180122,9,PM2.5,7.0
193194,20180122,10,PCA,-100.70658219869604
193194,20180122,10,PM2.5,3.0
193200,20180122,11,PCA,-103.71105554129672
193200,20180122,11,PM2.5,3.0
193206,20180122,12,PCA,-102.43220470806033
193206,20180122,12,PM2.5,4.0
193224,20180122,15,PCA,-101.20426469154457
193224,20180122,15,PM2.5,5.0
193230,20180122,16,PCA,-100.23138509112079
193230,20180122,16,PM2.5,7.0
193236,20180122,17,PCA,-88.17450032929113
193236,20180122,17,PM2.5,19.0
193242,20180122,18,PCA,-101.04701812192837
193242,20180122,18,PM2.5,6.0
193248,20180122,19,PCA,-101.84551035562333
193248,20180122,19,PM2.5,4.0
193254,20180122,20,PCA,-96.86652500196061
193254,20180122,20,PM2.5,10.0
193260,20180122,21,PCA,-95.73269798342086
193260,20180122,21,PM2.5,7.0
193266,20180122,22,PCA,-88.43441321188594
193266,20180122,22,PM2.5,7.0
193272,20180122,23,PCA,-79.03726951731383
193272,20180122,23,PM2.5,10.0
193278,20180123,0,PCA,-79.67058094541646
193278,20180123,0,PM2.5,6.0
193284,20180123,1,PCA,-87.33797313246005
193284,20180123,1,PM2.5,12.0
193290,20180123,2,PCA,-85.28217471916143
193290,20180123,2,PM2.5,9.0
193296,20180123,3,PCA,-92.03259226052157
193296,20180123,3,PM2.5,6.0
193302,20180123,4,PCA,-91.92202050909383
193302,20180123,4,PM2.5,8.0
193308,20180123,5,PCA,-95.55643784882034
193308,20180123,5,PM2.5,6.5
193314,20180123,6,PCA,-99.19085518854689
193314,20180123,6,PM2.5,5.0
193320,20180123,7,PCA,-99.14418037035838
193320,20180123,7,PM2.5,4.0
193326,20180123,8,PCA,-104.16552061468342
193326,20180123,8,PM2.5,3.0
193332,20180123,9,PCA,-102.5721766422146
193332,20180123,9,PM2.5,6.0
193338,20180123,10,PCA,-101.61643522784757
193338,20180123,10,PM2.5,7.0
193344,20180123,11,PCA,-103.2564540185049
193344,20180123,11,PM2.5,5.0
193350,20180123,12,PCA,-100.55011945099704
193350,20180123,12,PM2.5,8.0
193356,20180123,13,PCA,-102.98863047534935
193356,20180123,13,PM2.5,4.0
193362,20180123,14,PCA,-99.83206944404282
193362,20180123,14,PM2.5,8.0
193368,20180123,15,PCA,-100.14656519433107
193368,20180123,15,PM2.5,8.0
193374,20180123,16,PCA,-101.57404892860251
193374,20180123,16,PM2.5,6.0
193380,20180123,17,PCA,-102.37254116229745
193380,20180123,17,PM2.5,4.0
193386,20180123,18,PCA,-93.22599628477434
193386,20180123,18,PM2.5,10.0
193392,20180123,19,PCA,-93.99503842638741
193392,20180123,19,PM2.5,5.0
193398,20180123,20,PCA,-91.02890370280572
193398,20180123,20,PM2.5,11.0
193404,20180123,21,PCA,-85.88750767650478
193404,20180123,21,PM2.5,11.0
193410,20180123,22,PCA,-83.81448453709959
193410,20180123,22,PM2.5,10.0
193416,20180123,23,PCA,-87.52475372315216
