,date,hour,type,永定门内
201528,20180321,11,PM2.5,70.0
201534,20180321,12,PCA,-2.9095117236600805
201534,20180321,12,PM2.5,69.0
201540,20180321,13,PCA,4.019068148881932
201540,20180321,13,PM2.5,75.0
201546,20180321,14,PCA,-14.244329957281916
201546,20180321,14,PM2.5,64.0
201552,20180321,15,PCA,-24.487600696051707
201552,20180321,15,PM2.5,59.0
201558,20180321,16,PCA,-19.630796262691796
201558,20180321,16,PM2.5,64.0
201564,20180321,17,PCA,-27.135452473429982
201564,20180321,17,PM2.5,59.0
201570,20180321,18,PCA,-23.987834214974985
201570,20180321,18,PM2.5,61.0
201576,20180321,19,PCA,-13.89836127977642
201576,20180321,19,PM2.5,65.0
201582,20180321,20,PCA,3.4885443650063586
201582,20180321,20,PM2.5,70.0
201588,20180321,21,PCA,14.270600850629565
201588,20180321,21,PM2.5,75.0
201594,20180321,22,PCA,17.31780896176718
201594,20180321,22,PM2.5,76.0
201600,20180321,23,PCA,23.856858374230242
201600,20180321,23,PM2.5,79.0
201606,20180322,0,PCA,30.09566933859146
201606,20180322,0,PM2.5,83.0
201612,20180322,1,PCA,27.88554022962988
201612,20180322,1,PM2.5,82.0
201618,20180322,2,PCA,31.414333813159644
201618,20180322,2,PM2.5,85.0
201624,20180322,3,PCA,31.833612492818588
201624,20180322,3,PM2.5,86.0
201630,20180322,4,PCA,25.31809418889835
201630,20180322,4,PM2.5,82.0
201636,20180322,5,PCA,38.325602126481726
201636,20180322,5,PM2.5,91.0
201642,20180322,6,PCA,43.646040259713494
201642,20180322,6,PM2.5,94.0
201648,20180322,7,PCA,48.187500420318315
201648,20180322,7,PM2.5,97.0
201654,20180322,8,PCA,34.73531526910496
201654,20180322,8,PM2.5,89.0
201660,20180322,9,PCA,33.991626008818315
201660,20180322,9,PM2.5,90.0
201666,20180322,10,PCA,27.032428467231664
201666,20180322,10,PM2.5,86.0
201672,20180322,11,PCA,40.78011087436581
201672,20180322,11,PM2.5,96.0
201678,20180322,12,PCA,38.323476018400434
201678,20180322,12,PM2.5,95.0
201684,20180322,13,PCA,53.72892751756495
201684,20180322,13,PM2.5,104.0
201690,20180322,14,PCA,52.417434106555355
201690,20180322,14,PM2.5,102.0
201696,20180322,15,PCA,45.920096811319695
201696,20180322,15,PM2.5,98.0
201702,20180322,16,PCA,38.37589781294428
201702,20180322,16,PM2.5,99.0
201708,20180322,17,PCA,1.5774891670523468
201708,20180322,17,PM2.5,79.0
201714,20180322,18,PCA,19.480165434367244
201714,20180322,18,PM2.5,91.0
201720,20180322,19,PCA,21.75973435829172
201720,20180322,19,PM2.5,90.0
201726,20180322,20,PCA,92.8106536494705
201726,20180322,20,PM2.5,127.0
201732,20180322,21,PCA,42.07693399073627
201732,20180322,21,PM2.5,90.0
201738,20180322,22,PCA,33.860502582144264
201738,20180322,22,PM2.5,84.0
201744,20180322,23,PCA,40.60450301822002
201744,20180322,23,PM2.5,89.0
201750,20180323,0,PCA,51.06286771454961
201750,20180323,0,PM2.5,96.0
201756,20180323,1,PCA,48.32852754306169
201756,20180323,1,PM2.5,96.0
201762,20180323,2,PCA,48.60360261837983
201762,20180323,2,PM2.5,98.0
201768,20180323,3,PCA,53.39744732788716
201768,20180323,3,PM2.5,102.0
201774,20180323,4,PCA,58.76194538495288
201774,20180323,4,PM2.5,106.0
201780,20180323,5,PCA,124.18176754049668
201780,20180323,5,PM2.5,144.0
201786,20180323,6,PCA,153.26195845542605
201786,20180323,6,PM2.5,163.0
201792,20180323,7,PCA,154.93315115940365
201792,20180323,7,PM2.5,164.0
201798,20180323,8,PCA,160.41172411903452
201798,20180323,8,PM2.5,167.0
201804,20180323,9,PCA,171.45587336817584
201804,20180323,9,PM2.5,174.0
201810,20180323,10,PCA,180.42059248442976
201810,20180323,10,PM2.5,181.0
201816,20180323,11,PCA,205.4030473826228
201816,20180323,11,PM2.5,200.0
201822,20180323,12,PCA,191.27535768299484
201822,20180323,12,PM2.5,190.0
201828,20180323,13,PCA,188.40031359683513
201828,20180323,13,PM2.5,188.0
201834,20180323,14,PCA,137.98836286846307
201834,20180323,14,PM2.5,152.0
201840,20180323,15,PCA,81.21784940134421
201840,20180323,15,PM2.5,120.0
201846,20180323,16,PCA,1.4950196870522614
201846,20180323,16,PM2.5,71.0
201852,20180323,17,PCA,-14.405823229032203
201852,20180323,17,PM2.5,62.0
201858,20180323,18,PCA,-13.606725790647209
201858,20180323,18,PM2.5,60.0
201864,20180323,19,PCA,31.259353631585423
201864,20180323,19,PM2.5,83.0
201870,20180323,20,PCA,63.42859405702346
201870,20180323,20,PM2.5,102.0
201876,20180323,21,PCA,80.19209113588641
201876,20180323,21,PM2.5,112.0
201882,20180323,22,PCA,70.8517304516123
201882,20180323,22,PM2.5,106.0
201888,20180323,23,PCA,74.75921036433033
201888,20180323,23,PM2.5,108.0
201894,20180324,0,PCA,59.86154646077893
201894,20180324,0,PM2.5,99.0
201900,20180324,1,PCA,37.876916785349614
201900,20180324,1,PM2.5,86.0
201906,20180324,2,PCA,44.246072212090255
201906,20180324,2,PM2.5,92.0
201912,20180324,3,PCA,267.1335193773241
201912,20180324,3,PM2.5,245.0
201918,20180324,4,PCA,289.7759403108808
201918,20180324,4,PM2.5,262.0
201924,20180324,5,PCA,304.1662209152873
201924,20180324,5,PM2.5,273.0
201930,20180324,6,PCA,295.5850570470205
201930,20180324,6,PM2.5,267.0
201936,20180324,7,PCA,305.0883172800899
201936,20180324,7,PM2.5,273.0
201942,20180324,8,PCA,327.38785145587804
201942,20180324,8,PM2.5,287.0
201948,20180324,9,PCA,311.71262810811834
201948,20180324,9,PM2.5,273.0
201954,20180324,10,PCA,343.5160624351824
201954,20180324,10,PM2.5,295.0
201960,20180324,11,PCA,258.3344903535444
201960,20180324,11,PM2.5,237.0
201966,20180324,12,PCA,150.4996140713902
201966,20180324,12,PM2.5,162.0
201972,20180324,13,PCA,58.94725220759322
201972,20180324,13,PM2.5,109.0
201978,20180324,14,PCA,-18.89138135894884
201978,20180324,14,PM2.5,63.0
201984,20180324,15,PCA,-28.971366729605442
201984,20180324,15,PM2.5,59.0
201990,20180324,16,PCA,-24.313399356772162
201990,20180324,16,PM2.5,64.0
201996,20180324,17,PCA,-61.041376947443396
201996,20180324,17,PM2.5,40.0
202002,20180324,18,PCA,-76.49463588407934
202002,20180324,18,PM2.5,31.0
202008,20180324,19,PCA,-64.72997566294204
202008,20180324,19,PM2.5,36.0
202014,20180324,20,PCA,-54.09728523051003
202014,20180324,20,PM2.5,41.0
202020,20180324,21,PCA,-43.82046467832924
202020,20180324,21,PM2.5,47.0
202026,20180324,22,PCA,-29.932426722413148
202026,20180324,22,PM2.5,55.0
202032,20180324,23,PCA,-22.28941684189546
202032,20180324,23,PM2.5,60.0
202038,20180325,0,PCA,-12.000871684982911
202038,20180325,0,PM2.5,65.0
202044,20180325,1,PCA,1.5492092391134813
202044,20180325,1,PM2.5,70.0
202050,20180325,2,PCA,3.040465202434204
202050,20180325,2,PM2.5,70.0
202056,20180325,3,PCA,4.531721165754926
202056,20180325,3,PM2.5,70.0
202062,20180325,4,PCA,7.800165016424214
202062,20180325,4,PM2.5,72.0
202068,20180325,5,PCA,-30.19020215439706
202068,20180325,5,PM2.5,46.0
202074,20180325,6,PCA,-15.094944386273571
202074,20180325,6,PM2.5,54.0
202080,20180325,7,PCA,-2.3854691622253816
202080,20180325,7,PM2.5,61.0
202086,20180325,8,PCA,-1.8684916638501134
202086,20180325,8,PM2.5,61.0
202092,20180325,9,PCA,-6.403370308663298
202092,20180325,9,PM2.5,62.0
202098,20180325,10,PCA,-28.897679575051374
202098,20180325,10,PM2.5,49.0
202104,20180325,11,PCA,-21.28942726654778
202104,20180325,11,PM2.5,55.0
202110,20180325,12,PCA,-15.254615811563589
202110,20180325,12,PM2.5,58.0
202116,20180325,13,PCA,-16.51624582590579
202116,20180325,13,PM2.5,58.0
202122,20180325,14,PCA,-1.0938362327644793
202122,20180325,14,PM2.5,73.0
202128,20180325,15,PCA,-39.91244688957925
202128,20180325,15,PM2.5,52.0
202134,20180325,16,PCA,-47.18808982783566
202134,20180325,16,PM2.5,50.0
202140,20180325,17,PCA,-40.524196710982025
202140,20180325,17,PM2.5,56.0
202146,20180325,18,PCA,-41.764771949886836
202146,20180325,18,PM2.5,54.0
202152,20180325,19,PCA,-37.43352563797482
202152,20180325,19,PM2.5,52.0
202158,20180325,20,PCA,-10.716458212020013
202158,20180325,20,PM2.5,69.0
202164,20180325,21,PCA,17.75705994454032
202164,20180325,21,PM2.5,87.0
202170,20180325,22,PCA,42.00240625405499
202170,20180325,22,PM2.5,102.0
202176,20180325,23,PCA,40.68016432246676
202176,20180325,23,PM2.5,103.0
202182,20180326,0,PCA,41.98672371010755
202182,20180326,0,PM2.5,104.0
202188,20180326,1,PCA,41.441265040956026
202188,20180326,1,PM2.5,103.0
202194,20180326,2,PCA,42.169475612859415
202194,20180326,2,PM2.5,103.0
202200,20180326,3,PCA,36.46758296992338
202200,20180326,3,PM2.5,100.0
202206,20180326,4,PCA,48.43977613401565
202206,20180326,4,PM2.5,105.0
202212,20180326,5,PCA,56.09861491919135
202212,20180326,5,PM2.5,107.0
202218,20180326,6,PCA,64.19323791571023
202218,20180326,6,PM2.5,110.0
202224,20180326,7,PCA,77.00440103762189
202224,20180326,7,PM2.5,117.0
202230,20180326,8,PCA,98.07998821831909
202230,20180326,8,PM2.5,128.0
202236,20180326,9,PCA,84.42298435158841
202236,20180326,9,PM2.5,121.0
202242,20180326,10,PCA,101.50637023607992
202242,20180326,10,PM2.5,131.0
202248,20180326,11,PCA,127.96856764255962
202248,20180326,11,PM2.5,146.0
202254,20180326,12,PCA,117.96634835453261
202254,20180326,12,PM2.5,140.0
202260,20180326,13,PCA,120.54123605736153
202260,20180326,13,PM2.5,144.0
202266,20180326,14,PCA,96.65066263591169
202266,20180326,14,PM2.5,133.0
202272,20180326,15,PCA,103.86054143051477
202272,20180326,15,PM2.5,141.0
202278,20180326,16,PCA,111.59207962547346
202278,20180326,16,PM2.5,147.0
202284,20180326,17,PCA,88.04375274849174
202284,20180326,17,PM2.5,135.0
202290,20180326,18,PCA,102.0867276732226
202290,20180326,18,PM2.5,143.0
202296,20180326,19,PCA,137.1571999538699
202296,20180326,19,PM2.5,155.0
202302,20180326,20,PCA,182.16635799493014
202302,20180326,20,PM2.5,178.0
202308,20180326,21,PCA,207.4945834023186
202308,20180326,21,PM2.5,195.0
202314,20180326,22,PCA,223.9037761942738
202314,20180326,22,PM2.5,208.0
202320,20180326,23,PCA,204.63228112964933
202320,20180326,23,PM2.5,193.0
202326,20180327,0,PCA,190.9104119431415
202326,20180327,0,PM2.5,184.0
202332,20180327,1,PCA,186.32333492352726
202332,20180327,1,PM2.5,182.0
202338,20180327,2,PCA,170.284775229918
202338,20180327,2,PM2.5,172.0
202344,20180327,3,PCA,182.9745285489707
202344,20180327,3,PM2.5,182.0
202350,20180327,4,PCA,176.99527319707062
202350,20180327,4,PM2.5,179.0
202356,20180327,5,PCA,186.36530765461927
202356,20180327,5,PM2.5,188.0
202362,20180327,6,PCA,180.25650196073912
202362,20180327,6,PM2.5,183.0
202368,20180327,7,PCA,181.1567258994899
202368,20180327,7,PM2.5,182.0
202374,20180327,8,PCA,188.56792650812395
202374,20180327,8,PM2.5,186.0
202380,20180327,9,PCA,214.30363356021087
202380,20180327,9,PM2.5,204.0
202386,20180327,10,PCA,228.791779680329
202386,20180327,10,PM2.5,215.0
202392,20180327,11,PCA,224.02308074921496
202392,20180327,11,PM2.5,212.0
202398,20180327,12,PCA,247.24433353870265
202398,20180327,12,PM2.5,228.0
202404,20180327,13,PCA,226.73945138604813
202404,20180327,13,PM2.5,217.0
202410,20180327,14,PCA,203.24802972572536
202410,20180327,14,PM2.5,203.0
202416,20180327,15,PCA,177.5280349676831
202416,20180327,15,PM2.5,190.0
202422,20180327,16,PCA,188.053492555129
202422,20180327,16,PM2.5,198.0
202428,20180327,17,PCA,190.0016742215808
202428,20180327,17,PM2.5,198.0
202434,20180327,18,PCA,217.6268132681218
202434,20180327,18,PM2.5,210.0
202440,20180327,19,PCA,251.62013165725028
202440,20180327,19,PM2.5,226.0
202446,20180327,20,PCA,278.9407493130551
202446,20180327,20,PM2.5,244.0
202452,20180327,21,PCA,292.90305779366
202452,20180327,21,PM2.5,254.0
202458,20180327,22,PCA,301.60142902264727
202458,20180327,22,PM2.5,261.0
202464,20180327,23,PCA,296.4460056876074
202464,20180327,23,PM2.5,259.0
202470,20180328,0,PCA,293.83291148224316
202470,20180328,0,PM2.5,258.0
202476,20180328,1,PCA,296.2532005253958
202476,20180328,1,PM2.5,260.0
202482,20180328,2,PCA,303.01576762378244
202482,20180328,2,PM2.5,266.0
202488,20180328,3,PCA,294.63718432506664
202488,20180328,3,PM2.5,262.0
202494,20180328,4,PCA,263.77877263807414
202494,20180328,4,PM2.5,245.0
202500,20180328,5,PCA,213.42744493420344
202500,20180328,5,PM2.5,214.0
202506,20180328,6,PCA,343.53552276784416
202506,20180328,6,PM2.5,169.0
202512,20180328,7,PCA,339.9742399581133
202512,20180328,7,PM2.5,168.0
202518,20180328,8,PCA,335.5975267668308
202518,20180328,8,PM2.5,162.0
202524,20180328,9,PCA,328.7037233519897
202524,20180328,9,PM2.5,148.0
202530,20180328,10,PCA,332.5250877451296
202530,20180328,10,PM2.5,148.0
202536,20180328,11,PCA,312.59323272924325
202536,20180328,11,PM2.5,122.0
202542,20180328,12,PCA,302.6638239786267
202542,20180328,12,PM2.5,112.0
202548,20180328,13,PCA,295.62515204403604
202548,20180328,13,PM2.5,107.0
202554,20180328,14,PCA,284.1635572289172
202554,20180328,14,PM2.5,92.0
202560,20180328,15,PCA,285.981733624888
202560,20180328,15,PM2.5,93.0
202566,20180328,16,PCA,280.763491203899
202566,20180328,16,PM2.5,85.0
202572,20180328,17,PCA,266.01027842012513
202572,20180328,17,PM2.5,64.0
202578,20180328,18,PCA,220.5761441535271
202578,20180328,18,PM2.5,57.0
202584,20180328,19,PCA,22.852617078100682
202584,20180328,19,PM2.5,42.0
202590,20180328,20,PCA,-0.5475308296493716
202590,20180328,20,PM2.5,36.0
202596,20180328,21,PCA,-10.924042942081753
202596,20180328,21,PM2.5,33.0
202602,20180328,22,PCA,-48.69228857651038
202602,20180328,22,PM2.5,22.0
202608,20180328,23,PCA,-9.98136315489219
202608,20180328,23,PM2.5,28.0
202614,20180329,0,PCA,-5.370663146005188
202614,20180329,0,PM2.5,39.0
202620,20180329,1,PCA,7.395886468559352
202620,20180329,1,PM2.5,41.0
202626,20180329,2,PCA,2.0833172747841697
202626,20180329,2,PM2.5,37.0
202632,20180329,3,PCA,7.2516209700404515
202632,20180329,3,PM2.5,43.0
202638,20180329,4,PCA,5.754340198269835
202638,20180329,4,PM2.5,42.0
202644,20180329,5,PCA,-3.9738176271210413
202644,20180329,5,PM2.5,42.0
202650,20180329,6,PCA,1.0332689748908683
202650,20180329,6,PM2.5,41.0
202656,20180329,7,PCA,-8.50896249589989
202656,20180329,7,PM2.5,32.0
202662,20180329,8,PCA,-5.15176490702029
202662,20180329,8,PM2.5,45.0
202668,20180329,9,PCA,-11.683800484069382
202668,20180329,9,PM2.5,41.0
202674,20180329,10,PCA,2.093863108391214
202674,20180329,10,PM2.5,42.0
202680,20180329,11,PCA,-0.7140224692823329
202680,20180329,11,PM2.5,49.0
202686,20180329,12,PCA,-8.502415728166401
202686,20180329,12,PM2.5,44.0
202692,20180329,13,PCA,-25.321810360933267
202692,20180329,13,PM2.5,45.0
202698,20180329,14,PCA,-34.26271809698669
202698,20180329,14,PM2.5,37.0
202704,20180329,15,PCA,-35.987329045773066
202704,20180329,15,PM2.5,39.0
202710,20180329,16,PCA,-30.115604917707145
202710,20180329,16,PM2.5,40.0
202716,20180329,17,PCA,-37.09646783585102
202716,20180329,17,PM2.5,35.0
202722,20180329,18,PCA,27.941683477827723
202722,20180329,18,PM2.5,41.0
202728,20180329,19,PCA,-0.022245336489446463
202728,20180329,19,PM2.5,31.0
202734,20180329,20,PCA,-49.52134161535345
202734,20180329,20,PM2.5,26.0
202740,20180329,21,PCA,-57.783960749303326
202740,20180329,21,PM2.5,22.0
202746,20180329,22,PCA,-54.15446869635955
202746,20180329,22,PM2.5,25.0
202752,20180329,23,PCA,-60.81097030384926
202752,20180329,23,PM2.5,24.0
202758,20180330,0,PCA,-69.33967922156413
202758,20180330,0,PM2.5,18.0
202764,20180330,1,PCA,-63.49288699610013
202764,20180330,1,PM2.5,22.0
202770,20180330,2,PCA,-58.32457118943925
202770,20180330,2,PM2.5,24.0
202776,20180330,3,PCA,-59.23624071398397
202776,20180330,3,PM2.5,25.0
202782,20180330,4,PCA,-59.15518204621783
202782,20180330,4,PM2.5,25.0
202788,20180330,5,PCA,-46.848377941407634
202788,20180330,5,PM2.5,19.0
202794,20180330,6,PCA,40.722139411017906
202794,20180330,6,PM2.5,93.0
202800,20180330,7,PCA,-21.090968249931063
202800,20180330,7,PM2.5,53.0
202806,20180330,8,PCA,-39.69227823886773
202806,20180330,8,PM2.5,34.0
202812,20180330,9,PCA,-45.15041690649136
202812,20180330,9,PM2.5,27.0
202818,20180330,10,PCA,-61.18799266102739
202818,20180330,10,PM2.5,29.0
202824,20180330,11,PCA,-51.626348688465555
202824,20180330,11,PM2.5,35.0
202830,20180330,12,PCA,-59.81302425901192
202830,20180330,12,PM2.5,33.0
202836,20180330,13,PCA,-54.23057286163222
202836,20180330,13,PM2.5,41.0
202854,20180330,16,PCA,-37.16467637043835
202854,20180330,16,PM2.5,55.0
202860,20180330,17,PCA,-32.969178151633315
202860,20180330,17,PM2.5,58.0
202866,20180330,18,PCA,-27.063361328385533
202866,20180330,18,PM2.5,62.0
202872,20180330,19,PCA,-18.06984638954725
202872,20180330,19,PM2.5,61.0
202878,20180330,20,PCA,-8.402191889042033
202878,20180330,20,PM2.5,63.0
202884,20180330,21,PCA,12.881790192724289
202884,20180330,21,PM2.5,72.0
202890,20180330,22,PCA,12.849596945662011
202890,20180330,22,PM2.5,75.0
202896,20180330,23,PCA,20.55532377037926
202896,20180330,23,PM2.5,74.0
202902,20180331,0,PCA,35.91492324934694
202902,20180331,0,PM2.5,83.0
202908,20180331,1,PCA,49.699102127424496
202908,20180331,1,PM2.5,92.0
202914,20180331,2,PCA,57.22724298497764
202914,20180331,2,PM2.5,98.0
202920,20180331,3,PCA,77.68245717612999
202920,20180331,3,PM2.5,111.0
202926,20180331,4,PCA,73.56824087914205
202926,20180331,4,PM2.5,109.0
202932,20180331,5,PCA,65.77891214488696
202932,20180331,5,PM2.5,104.0
202938,20180331,6,PCA,69.8276991206226
202938,20180331,6,PM2.5,105.0
202944,20180331,7,PCA,63.61742861723829
202944,20180331,7,PM2.5,101.0
202950,20180331,8,PCA,59.880028785724704
202950,20180331,8,PM2.5,99.0
202956,20180331,9,PCA,75.69013781849327
202956,20180331,9,PM2.5,110.0
202962,20180331,10,PCA,64.50986260882844
202962,20180331,10,PM2.5,108.0
202968,20180331,11,PCA,73.43864681732839
202968,20180331,11,PM2.5,115.0
202974,20180331,12,PCA,59.45806075010178
202974,20180331,12,PM2.5,109.0
202980,20180331,13,PCA,64.07979219377908
202980,20180331,13,PM2.5,113.0
202986,20180331,14,PCA,57.6893992171646
202986,20180331,14,PM2.5,111.0
202992,20180331,15,PCA,34.75201962078735
202992,20180331,15,PM2.5,100.0
202998,20180331,16,PCA,42.81431491666973
202998,20180331,16,PM2.5,107.0
203004,20180331,17,PCA,36.36183166566736
203004,20180331,17,PM2.5,104.0
203010,20180331,18,PCA,71.31800166671952
203010,20180331,18,PM2.5,122.0
203016,20180331,19,PCA,92.23650467859123
203016,20180331,19,PM2.5,134.0
203022,20180331,20,PCA,126.43520809564806
203022,20180331,20,PM2.5,141.0
203028,20180331,21,PCA,160.3899801474043
203028,20180331,21,PM2.5,156.0
203034,20180331,22,PCA,170.59102093434024
203034,20180331,22,PM2.5,162.0
203040,20180331,23,PCA,169.09069296311583
203040,20180331,23,PM2.5,161.0
203046,20180401,0,PCA,172.9217809539434
203046,20180401,0,PM2.5,165.0
203052,20180401,1,PCA,151.30942946957373
203052,20180401,1,PM2.5,154.0
203058,20180401,2,PCA,159.74477751273665
203058,20180401,2,PM2.5,161.0
203064,20180401,3,PCA,150.47087211025587
203064,20180401,3,PM2.5,152.0
203070,20180401,4,PCA,135.61089118737914
203070,20180401,4,PM2.5,144.0
203076,20180401,5,PCA,131.8874131090733
203076,20180401,5,PM2.5,143.0
203082,20180401,6,PCA,192.74882117526448
203082,20180401,6,PM2.5,186.0
203088,20180401,7,PCA,246.25762608241374
203088,20180401,7,PM2.5,229.0
203094,20180401,8,PCA,275.435598432207
203094,20180401,8,PM2.5,253.0
203100,20180401,9,PCA,283.0548928021423
203100,20180401,9,PM2.5,257.0
203106,20180401,10,PCA,300.4161156948109
203106,20180401,10,PM2.5,272.0
203112,20180401,11,PCA,325.2346407229196
203112,20180401,11,PM2.5,292.0
203118,20180401,12,PCA,303.51384856083126
203118,20180401,12,PM2.5,282.0
203124,20180401,13,PCA,310.08994405966206
203124,20180401,13,PM2.5,292.0
203130,20180401,14,PCA,264.584444642972
203130,20180401,14,PM2.5,263.0
203136,20180401,15,PCA,205.26185098876238
203136,20180401,15,PM2.5,223.0
203142,20180401,16,PCA,127.0716967147781
203142,20180401,16,PM2.5,169.0
203148,20180401,17,PCA,85.66910490114192
203148,20180401,17,PM2.5,141.0
203154,20180401,18,PCA,16.998228223552033
203154,20180401,18,PM2.5,96.0
203160,20180401,19,PCA,-4.7695062219108815
203160,20180401,19,PM2.5,80.0
203166,20180401,20,PCA,88.35063669642622
203166,20180401,20,PM2.5,123.0
203172,20180401,21,PCA,150.7949090802582
203172,20180401,21,PM2.5,160.0
203178,20180401,22,PCA,185.40770924477164
203178,20180401,22,PM2.5,181.0
203184,20180401,23,PCA,196.3168862009973
203184,20180401,23,PM2.5,185.0
203190,20180402,0,PCA,154.95107184703042
203190,20180402,0,PM2.5,161.0
203196,20180402,1,PCA,102.4194553387762
203196,20180402,1,PM2.5,133.0
203202,20180402,2,PCA,106.57032364140957
203202,20180402,2,PM2.5,134.0
203208,20180402,3,PCA,111.90572122983464
203208,20180402,3,PM2.5,134.0
203214,20180402,4,PCA,176.8994622103076
203214,20180402,4,PM2.5,178.0
203220,20180402,5,PCA,267.2450580115923
203220,20180402,5,PM2.5,248.0
203226,20180402,6,PCA,277.9655932387909
203226,20180402,6,PM2.5,257.0
203232,20180402,7,PCA,272.37862357189783
203232,20180402,7,PM2.5,253.0
203238,20180402,8,PCA,269.9459569928942
203238,20180402,8,PM2.5,252.0
203244,20180402,9,PCA,298.7443349327525
203244,20180402,9,PM2.5,273.0
203250,20180402,10,PCA,334.5920430083019
203250,20180402,10,PM2.5,300.0
203256,20180402,11,PCA,336.62017978031946
