,date,hour,type,顺义
116844,20160704,11,PCA,66.11291554729775
116844,20160704,11,PM2.5,117.0
116850,20160704,12,PCA,65.15849422456466
116850,20160704,12,PM2.5,116.0
116856,20160704,13,PCA,59.04348788587851
116856,20160704,13,PM2.5,107.0
116862,20160704,14,PCA,53.53868267026651
116862,20160704,14,PM2.5,98.0
116868,20160704,15,PCA,51.436939000236954
116868,20160704,15,PM2.5,93.0
116874,20160704,16,PCA,38.52546793917897
116874,20160704,16,PM2.5,73.0
116880,20160704,17,PCA,47.23416892857358
116880,20160704,17,PM2.5,85.0
116886,20160704,18,PCA,48.82413964503325
116886,20160704,18,PM2.5,85.0
116892,20160704,19,PCA,53.34615920504627
116892,20160704,19,PM2.5,85.0
116898,20160704,20,PCA,35.68446169886494
116898,20160704,20,PM2.5,56.0
116904,20160704,21,PCA,29.11596863039078
116904,20160704,21,PM2.5,44.0
116910,20160704,22,PCA,21.065156981015832
116910,20160704,22,PM2.5,33.0
116928,20160705,1,PCA,50.33197056716344
116928,20160705,1,PM2.5,82.0
116934,20160705,2,PCA,70.61807537735038
116934,20160705,2,PM2.5,120.0
116940,20160705,3,PCA,73.56884167717487
116940,20160705,3,PM2.5,125.0
116946,20160705,4,PCA,77.4100355660719
116946,20160705,4,PM2.5,128.0
116952,20160705,5,PCA,68.96606901801606
116952,20160705,5,PM2.5,118.0
116958,20160705,6,PCA,69.38263056992358
116958,20160705,6,PM2.5,120.0
116964,20160705,7,PCA,71.73072712386477
116964,20160705,7,PM2.5,121.0
116970,20160705,8,PCA,3.862438110871552
116970,20160705,8,PM2.5,84.0
116976,20160705,9,PCA,15.063756809571062
116976,20160705,9,PM2.5,47.0
116982,20160705,10,PCA,15.583709834572161
116982,20160705,10,PM2.5,52.0
116988,20160705,11,PCA,11.512430300424679
116988,20160705,11,PM2.5,51.0
116994,20160705,12,PCA,-12.009330918454987
116994,20160705,12,PM2.5,33.0
117000,20160705,13,PCA,-9.590747388613467
117000,20160705,13,PM2.5,50.0
117006,20160705,14,PCA,-11.969858436819733
117006,20160705,14,PM2.5,49.0
117012,20160705,15,PCA,0.5507260986061981
117012,20160705,15,PM2.5,58.0
117018,20160705,16,PCA,9.171901584385191
117018,20160705,16,PM2.5,65.0
117024,20160705,17,PCA,8.681552873634192
117024,20160705,17,PM2.5,64.0
117030,20160705,18,PCA,14.802188655506146
117030,20160705,18,PM2.5,72.0
117036,20160705,19,PCA,7.149226691116437
117036,20160705,19,PM2.5,66.0
117042,20160705,20,PCA,8.608370903183076
117042,20160705,20,PM2.5,70.0
117048,20160705,21,PCA,6.647566012373198
117048,20160705,21,PM2.5,77.0
117054,20160705,22,PCA,24.82005747873311
117054,20160705,22,PM2.5,98.0
117060,20160705,23,PCA,45.600737803137704
117060,20160705,23,PM2.5,122.0
117066,20160706,0,PCA,47.35415881516626
117066,20160706,0,PM2.5,117.0
117102,20160706,6,PCA,52.649255749688095
117102,20160706,6,PM2.5,119.0
117108,20160706,7,PCA,44.53723755852626
117108,20160706,7,PM2.5,111.0
117114,20160706,8,PCA,41.382201095337635
117114,20160706,8,PM2.5,105.0
117120,20160706,9,PCA,33.35721115998613
117120,20160706,9,PM2.5,91.0
117126,20160706,10,PCA,12.692859857745505
117126,20160706,10,PM2.5,71.0
117132,20160706,11,PCA,24.399545779442104
117132,20160706,11,PM2.5,91.0
117138,20160706,12,PCA,26.806963088047194
117138,20160706,12,PM2.5,98.0
117144,20160706,13,PCA,26.330718728480694
117144,20160706,13,PM2.5,86.0
117150,20160706,14,PCA,29.61462919528488
117150,20160706,14,PM2.5,76.0
117156,20160706,15,PCA,19.83258095497568
117156,20160706,15,PM2.5,65.0
117162,20160706,16,PCA,-2.7188094174319257
117162,20160706,16,PM2.5,50.0
117168,20160706,17,PCA,-13.425717868915871
117168,20160706,17,PM2.5,39.0
117174,20160706,18,PCA,-15.229821027057152
117174,20160706,18,PM2.5,37.0
117180,20160706,19,PCA,-7.94480755093425
117180,20160706,19,PM2.5,47.0
117186,20160706,20,PCA,-1.7364154545041317
117186,20160706,20,PM2.5,55.0
117192,20160706,21,PCA,2.5902336302893927
117192,20160706,21,PM2.5,62.0
117198,20160706,22,PCA,14.630713650367916
117198,20160706,22,PM2.5,82.0
117204,20160706,23,PCA,21.665837792177474
117204,20160706,23,PM2.5,91.0
117210,20160707,0,PCA,29.590932320229722
117210,20160707,0,PM2.5,99.0
117216,20160707,1,PCA,38.898802534842105
117216,20160707,1,PM2.5,108.0
117222,20160707,2,PCA,49.970301186144475
117222,20160707,2,PM2.5,123.0
117228,20160707,3,PCA,56.24652025610562
117228,20160707,3,PM2.5,132.0
117234,20160707,4,PCA,63.76409193903151
117234,20160707,4,PM2.5,139.0
117240,20160707,5,PCA,68.11470822577789
117240,20160707,5,PM2.5,138.0
117246,20160707,6,PCA,67.57212747876075
117246,20160707,6,PM2.5,133.0
117252,20160707,7,PCA,55.3942293906972
117252,20160707,7,PM2.5,114.0
117258,20160707,8,PCA,53.89127302813975
117258,20160707,8,PM2.5,114.0
117264,20160707,9,PCA,54.7202660460916
117264,20160707,9,PM2.5,115.0
117270,20160707,10,PCA,57.92993229038235
117270,20160707,10,PM2.5,120.0
117276,20160707,11,PCA,54.85176740001113
117276,20160707,11,PM2.5,120.0
117282,20160707,12,PCA,52.78892551876422
117282,20160707,12,PM2.5,123.0
117288,20160707,13,PCA,55.25401355119847
117288,20160707,13,PM2.5,132.0
117294,20160707,14,PCA,51.88931468787641
117294,20160707,14,PM2.5,123.0
117300,20160707,15,PCA,48.67229007342533
117300,20160707,15,PM2.5,116.0
117306,20160707,16,PCA,45.37455920865244
117306,20160707,16,PM2.5,111.0
117312,20160707,17,PCA,45.44593576222989
117312,20160707,17,PM2.5,107.0
117318,20160707,18,PCA,49.53530244978864
117318,20160707,18,PM2.5,108.0
117324,20160707,19,PCA,53.13633224113162
117324,20160707,19,PM2.5,110.0
117330,20160707,20,PCA,53.30001676169575
117330,20160707,20,PM2.5,105.0
117336,20160707,21,PCA,45.661821405007124
117336,20160707,21,PM2.5,90.0
117342,20160707,22,PCA,42.38722630106726
117342,20160707,22,PM2.5,81.0
117348,20160707,23,PCA,40.73529994902859
117348,20160707,23,PM2.5,73.0
117354,20160708,0,PCA,35.98588615495472
117354,20160708,0,PM2.5,67.0
117360,20160708,1,PCA,21.50258500862477
117360,20160708,1,PM2.5,45.0
117366,20160708,2,PCA,16.290121381446983
117366,20160708,2,PM2.5,39.0
117372,20160708,3,PCA,20.811245896922568
117372,20160708,3,PM2.5,50.0
117378,20160708,4,PCA,23.607448297000786
117378,20160708,4,PM2.5,57.0
117384,20160708,5,PCA,23.040272220467045
117384,20160708,5,PM2.5,58.0
117390,20160708,6,PCA,22.953836292619048
117390,20160708,6,PM2.5,61.0
117396,20160708,7,PCA,25.899272008804445
117396,20160708,7,PM2.5,64.0
117402,20160708,8,PCA,22.870534610389242
117402,20160708,8,PM2.5,63.0
117408,20160708,9,PCA,23.869425348623665
117408,20160708,9,PM2.5,69.0
117414,20160708,10,PCA,20.04747148916689
117414,20160708,10,PM2.5,71.0
117420,20160708,11,PCA,18.65002621500583
117420,20160708,11,PM2.5,76.0
117426,20160708,12,PCA,24.752196479592985
117426,20160708,12,PM2.5,91.0
117432,20160708,13,PCA,22.994217619474433
117432,20160708,13,PM2.5,97.0
117438,20160708,14,PCA,24.599165493011697
117438,20160708,14,PM2.5,106.0
117444,20160708,15,PCA,33.09694755785079
117444,20160708,15,PM2.5,105.0
117450,20160708,16,PCA,43.8754598199826
117450,20160708,16,PM2.5,108.0
117456,20160708,17,PCA,39.69883584293685
117456,20160708,17,PM2.5,108.0
117462,20160708,18,PCA,20.888414553975203
117462,20160708,18,PM2.5,92.0
117468,20160708,19,PCA,14.422837141989428
117468,20160708,19,PM2.5,85.0
117474,20160708,20,PCA,26.455445396560712
117474,20160708,20,PM2.5,105.0
117480,20160708,21,PCA,27.116187438612723
117480,20160708,21,PM2.5,107.0
117486,20160708,22,PCA,11.982266511538704
117486,20160708,22,PM2.5,81.0
117492,20160708,23,PCA,-4.279899964836993
117492,20160708,23,PM2.5,55.0
117498,20160709,0,PCA,-12.170264251871345
117498,20160709,0,PM2.5,39.0
117504,20160709,1,PCA,-12.00312241333344
117504,20160709,1,PM2.5,38.0
117510,20160709,2,PCA,-10.281641937395467
117510,20160709,2,PM2.5,41.0
117516,20160709,3,PCA,-5.489134781496351
117516,20160709,3,PM2.5,46.0
117522,20160709,4,PCA,-2.7595447919283127
117522,20160709,4,PM2.5,47.0
117528,20160709,5,PCA,2.996476680000549
117528,20160709,5,PM2.5,56.0
117534,20160709,6,PCA,5.055959736823842
117534,20160709,6,PM2.5,59.0
117540,20160709,7,PCA,10.168798426888612
117540,20160709,7,PM2.5,64.0
117546,20160709,8,PCA,11.882593004779883
117546,20160709,8,PM2.5,69.0
117552,20160709,9,PCA,12.02477180111993
117552,20160709,9,PM2.5,72.0
117558,20160709,10,PCA,13.205911070753443
117558,20160709,10,PM2.5,76.0
117564,20160709,11,PCA,4.586463975973721
117564,20160709,11,PM2.5,70.0
117570,20160709,12,PCA,10.36496531383132
117570,20160709,12,PM2.5,85.0
117576,20160709,13,PCA,23.390843634693407
117576,20160709,13,PM2.5,100.0
117582,20160709,14,PCA,37.0347241779204
117582,20160709,14,PM2.5,101.0
117588,20160709,15,PCA,25.68113098627293
117588,20160709,15,PM2.5,85.0
117594,20160709,16,PCA,23.957824866416548
117594,20160709,16,PM2.5,78.0
117600,20160709,17,PCA,11.425698756870794
117600,20160709,17,PM2.5,74.0
117606,20160709,18,PCA,5.117119058363287
117606,20160709,18,PM2.5,71.0
117612,20160709,19,PCA,5.828541166765394
117612,20160709,19,PM2.5,75.0
117618,20160709,20,PCA,-5.577553047460394
117618,20160709,20,PM2.5,69.0
117624,20160709,21,PCA,-5.898184445515648
117624,20160709,21,PM2.5,67.0
117630,20160709,22,PCA,12.108141064801206
117630,20160709,22,PM2.5,93.0
117636,20160709,23,PCA,24.898763101027672
117636,20160709,23,PM2.5,106.0
117642,20160710,0,PCA,56.22026294674754
117642,20160710,0,PM2.5,143.0
117648,20160710,1,PCA,65.2702264146099
117648,20160710,1,PM2.5,150.0
117654,20160710,2,PCA,74.39158807814606
117654,20160710,2,PM2.5,155.0
117660,20160710,3,PCA,68.01605856223324
117660,20160710,3,PM2.5,139.0
117666,20160710,4,PCA,66.5957636296996
117666,20160710,4,PM2.5,131.0
117672,20160710,5,PCA,64.97025473369942
117672,20160710,5,PM2.5,122.0
117678,20160710,6,PCA,69.29995437346818
117678,20160710,6,PM2.5,123.0
117684,20160710,7,PCA,75.2425790779404
117684,20160710,7,PM2.5,128.0
117690,20160710,8,PCA,79.90183556190429
117690,20160710,8,PM2.5,136.0
117696,20160710,9,PCA,87.54248914560584
117696,20160710,9,PM2.5,148.0
117702,20160710,10,PCA,89.56966187389469
117702,20160710,10,PM2.5,152.0
117708,20160710,11,PCA,83.89161119740021
117708,20160710,11,PM2.5,143.0
117714,20160710,12,PCA,69.57139166543112
117714,20160710,12,PM2.5,128.0
117720,20160710,13,PCA,53.756434553680656
117720,20160710,13,PM2.5,106.0
117726,20160710,14,PCA,15.536244412950738
117726,20160710,14,PM2.5,51.0
117732,20160710,15,PCA,10.575237721616972
117732,20160710,15,PM2.5,45.0
117738,20160710,16,PCA,8.600470772412551
117738,20160710,16,PM2.5,43.0
117744,20160710,17,PCA,10.41362341800245
117744,20160710,17,PM2.5,49.0
117750,20160710,18,PCA,13.094070673440525
117750,20160710,18,PM2.5,52.0
117756,20160710,19,PCA,15.150678392216395
117756,20160710,19,PM2.5,53.0
117762,20160710,20,PCA,15.499139296590503
117762,20160710,20,PM2.5,52.0
117768,20160710,21,PCA,13.165033330223718
117768,20160710,21,PM2.5,46.0
117774,20160710,22,PCA,15.647543381475188
117774,20160710,22,PM2.5,50.0
117780,20160710,23,PCA,13.910562310107519
117780,20160710,23,PM2.5,46.0
117786,20160711,0,PCA,9.514958360826233
117786,20160711,0,PM2.5,45.0
117792,20160711,1,PCA,5.11410055062394
117792,20160711,1,PM2.5,43.0
117798,20160711,2,PCA,6.836453996451434
117798,20160711,2,PM2.5,49.0
117804,20160711,3,PCA,17.075126426407085
117804,20160711,3,PM2.5,65.0
117810,20160711,4,PCA,21.7523360731274
117810,20160711,4,PM2.5,73.0
117816,20160711,5,PCA,24.59990373524369
117816,20160711,5,PM2.5,81.0
117822,20160711,6,PCA,36.88579846308144
117822,20160711,6,PM2.5,100.0
117828,20160711,7,PCA,50.78663907421896
117828,20160711,7,PM2.5,119.0
117834,20160711,8,PCA,58.77168985111356
117834,20160711,8,PM2.5,133.0
117840,20160711,9,PCA,58.26805687717955
117840,20160711,9,PM2.5,134.0
117846,20160711,10,PCA,43.929296542841456
117846,20160711,10,PM2.5,119.0
117852,20160711,11,PCA,30.653320749214238
117852,20160711,11,PM2.5,109.0
117858,20160711,12,PCA,20.469581950753906
117858,20160711,12,PM2.5,101.0
117864,20160711,13,PCA,11.291483658243257
117864,20160711,13,PM2.5,91.0
117870,20160711,14,PCA,0.5700775853703837
117870,20160711,14,PM2.5,75.0
117876,20160711,15,PCA,0.3573550205474973
117876,20160711,15,PM2.5,73.0
117882,20160711,16,PCA,-7.091498537813929
117882,20160711,16,PM2.5,61.0
117888,20160711,17,PCA,-10.06845798155215
117888,20160711,17,PM2.5,56.0
117894,20160711,18,PCA,-14.183201747262894
117894,20160711,18,PM2.5,44.0
117900,20160711,19,PCA,-15.71771539387513
117900,20160711,19,PM2.5,44.0
117906,20160711,20,PCA,3.512323765079182
117906,20160711,20,PM2.5,72.0
117912,20160711,21,PCA,11.488275656171933
117912,20160711,21,PM2.5,79.0
117918,20160711,22,PCA,7.061577379011011
117918,20160711,22,PM2.5,68.0
117924,20160711,23,PCA,11.389414836938196
117924,20160711,23,PM2.5,70.0
117930,20160712,0,PCA,13.419481656869214
117930,20160712,0,PM2.5,69.0
117936,20160712,1,PCA,9.164688588390549
117936,20160712,1,PM2.5,62.0
117942,20160712,2,PCA,7.983328596980024
117942,20160712,2,PM2.5,58.0
117948,20160712,3,PCA,6.436909779465603
117948,20160712,3,PM2.5,56.0
117954,20160712,4,PCA,9.229922643067223
117954,20160712,4,PM2.5,57.0
117960,20160712,5,PCA,11.36882205043538
117960,20160712,5,PM2.5,59.0
117966,20160712,6,PCA,25.651540301906575
117966,20160712,6,PM2.5,78.0
117972,20160712,7,PCA,36.81879804250792
117972,20160712,7,PM2.5,96.0
117978,20160712,8,PCA,38.34100330843203
117978,20160712,8,PM2.5,102.0
117984,20160712,9,PCA,31.545047257321116
117984,20160712,9,PM2.5,97.0
117990,20160712,10,PCA,11.382976120280027
117990,20160712,10,PM2.5,73.0
118008,20160712,13,PCA,-37.0768697333768
118008,20160712,13,PM2.5,10.0
118014,20160712,14,PCA,-41.45799659147019
118014,20160712,14,PM2.5,12.0
118020,20160712,15,PCA,-44.64750442458156
118020,20160712,15,PM2.5,11.0
118026,20160712,16,PCA,-51.56335016172658
118026,20160712,16,PM2.5,8.0
118032,20160712,17,PCA,-55.719560070738
118032,20160712,17,PM2.5,6.0
118038,20160712,18,PCA,-56.57756329837136
118038,20160712,18,PM2.5,7.0
118044,20160712,19,PCA,-61.46733509655352
118044,20160712,19,PM2.5,3.0
118050,20160712,20,PCA,-60.155574143394745
118050,20160712,20,PM2.5,6.0
118056,20160712,21,PCA,-60.33594940912851
118056,20160712,21,PM2.5,6.0
118062,20160712,22,PCA,-61.19310287533834
118062,20160712,22,PM2.5,7.0
118068,20160712,23,PCA,-60.62714136182549
118068,20160712,23,PM2.5,11.0
118074,20160713,0,PCA,-63.388605815298725
118074,20160713,0,PM2.5,9.0
118080,20160713,1,PCA,-61.01213618330091
118080,20160713,1,PM2.5,12.0
118086,20160713,2,PCA,-59.683187236507635
118086,20160713,2,PM2.5,12.0
118092,20160713,3,PCA,-51.209791893626246
118092,20160713,3,PM2.5,19.0
118098,20160713,4,PCA,-53.456777342769634
118098,20160713,4,PM2.5,17.0
118104,20160713,5,PCA,-65.84598916027545
118104,20160713,5,PM2.5,10.0
118110,20160713,6,PCA,-70.7377758845488
118110,20160713,6,PM2.5,14.0
118116,20160713,7,PCA,-74.20347677826359
118116,20160713,7,PM2.5,17.0
118122,20160713,8,PCA,-81.45744532486007
118122,20160713,8,PM2.5,14.0
118128,20160713,9,PCA,-85.43705268935565
118128,20160713,9,PM2.5,16.0
118134,20160713,10,PCA,-86.4619763909617
118134,20160713,10,PM2.5,10.0
118140,20160713,11,PCA,-85.72539750331768
118140,20160713,11,PM2.5,8.0
118146,20160713,12,PCA,-78.34399235480124
118146,20160713,12,PM2.5,14.0
118152,20160713,13,PCA,-77.07930981132797
118152,20160713,13,PM2.5,14.0
118158,20160713,14,PCA,-74.29354132145762
118158,20160713,14,PM2.5,13.0
118164,20160713,15,PCA,-68.98090294220835
118164,20160713,15,PM2.5,12.0
118170,20160713,16,PCA,-50.424822508332376
118170,20160713,16,PM2.5,15.0
118176,20160713,17,PCA,-46.12811189396826
118176,20160713,17,PM2.5,14.0
118182,20160713,18,PCA,-44.780272310112295
118182,20160713,18,PM2.5,21.0
118188,20160713,19,PCA,-60.148656523411994
118188,20160713,19,PM2.5,21.0
118194,20160713,20,PCA,-64.68546013582265
118194,20160713,20,PM2.5,24.0
118200,20160713,21,PCA,-61.82365064833219
118200,20160713,21,PM2.5,30.0
118206,20160713,22,PCA,-60.84648137501693
118206,20160713,22,PM2.5,31.0
118212,20160713,23,PCA,-60.22178263055385
118212,20160713,23,PM2.5,36.0
118218,20160714,0,PCA,-55.42828405280536
118218,20160714,0,PM2.5,35.0
118224,20160714,1,PCA,-47.86134137433626
118224,20160714,1,PM2.5,41.0
118230,20160714,2,PCA,-57.87693504663754
118230,20160714,2,PM2.5,30.0
118236,20160714,3,PCA,-43.2647109206066
118236,20160714,3,PM2.5,42.0
118242,20160714,4,PCA,-39.90059992971605
118242,20160714,4,PM2.5,45.0
118248,20160714,5,PCA,-36.69837280054349
118248,20160714,5,PM2.5,45.0
118254,20160714,6,PCA,-43.16084761741145
118254,20160714,6,PM2.5,36.0
118260,20160714,7,PCA,-39.31135078672774
118260,20160714,7,PM2.5,40.0
118266,20160714,8,PCA,-39.87509864625885
118266,20160714,8,PM2.5,38.0
118272,20160714,9,PCA,-39.409203604598574
118272,20160714,9,PM2.5,39.0
118278,20160714,10,PCA,-45.142478763391686
118278,20160714,10,PM2.5,34.0
118284,20160714,11,PCA,-49.69438177153086
118284,20160714,11,PM2.5,32.0
118290,20160714,12,PCA,-56.51508248169566
118290,20160714,12,PM2.5,26.0
118296,20160714,13,PCA,-42.50762191343482
118296,20160714,13,PM2.5,25.0
118302,20160714,14,PCA,-22.84558681782894
118302,20160714,14,PM2.5,33.0
118308,20160714,15,PCA,-22.663803019211297
118308,20160714,15,PM2.5,32.0
118314,20160714,16,PCA,-31.10370706090102
118314,20160714,16,PM2.5,31.0
118320,20160714,17,PCA,-53.52236353495696
118320,20160714,17,PM2.5,29.0
118326,20160714,18,PCA,-51.36812315806051
118326,20160714,18,PM2.5,27.0
118332,20160714,19,PCA,-50.03445812323788
118332,20160714,19,PM2.5,34.0
118338,20160714,20,PCA,-43.583088244336544
118338,20160714,20,PM2.5,45.0
118344,20160714,21,PCA,-48.680966356837224
118344,20160714,21,PM2.5,35.0
118350,20160714,22,PCA,-28.125843233720584
118350,20160714,22,PM2.5,57.0
118356,20160714,23,PCA,-26.490267238535136
118356,20160714,23,PM2.5,64.0
118362,20160715,0,PCA,-23.786483856927035
118362,20160715,0,PM2.5,69.0
118368,20160715,1,PCA,-33.75581134838486
118368,20160715,1,PM2.5,60.0
118374,20160715,2,PCA,-33.92832697325364
118374,20160715,2,PM2.5,56.0
118380,20160715,3,PCA,-26.107547151720777
118380,20160715,3,PM2.5,63.0
118386,20160715,4,PCA,-36.53338158568015
118386,20160715,4,PM2.5,52.0
118392,20160715,5,PCA,-49.01329766261075
118392,20160715,5,PM2.5,37.0
118398,20160715,6,PCA,-50.10381147530014
118398,20160715,6,PM2.5,35.0
118404,20160715,7,PCA,-47.227687988247794
118404,20160715,7,PM2.5,37.0
118410,20160715,8,PCA,-47.68575577459177
118410,20160715,8,PM2.5,32.0
118416,20160715,9,PCA,-49.436476967997486
118416,20160715,9,PM2.5,32.0
118422,20160715,10,PCA,-53.84599655874134
118422,20160715,10,PM2.5,28.0
118428,20160715,11,PCA,-53.367523578289465
118428,20160715,11,PM2.5,30.0
118434,20160715,12,PCA,-53.74359828410345
118434,20160715,12,PM2.5,28.0
118464,20160715,17,PCA,-57.17466618971948
118464,20160715,17,PM2.5,20.0
118470,20160715,18,PCA,-56.06038390362734
118470,20160715,18,PM2.5,23.0
118476,20160715,19,PCA,-53.7816530930713
118476,20160715,19,PM2.5,25.0
118482,20160715,20,PCA,-59.337177122853966
118482,20160715,20,PM2.5,21.0
118488,20160715,21,PCA,-58.921009473514935
118488,20160715,21,PM2.5,21.0
118494,20160715,22,PCA,-60.82417970939166
118494,20160715,22,PM2.5,19.0
118500,20160715,23,PCA,-56.29359759883455
118500,20160715,23,PM2.5,26.0
118506,20160716,0,PCA,-58.080280175792524
118506,20160716,0,PM2.5,25.0
118512,20160716,1,PCA,-59.43827500500748
118512,20160716,1,PM2.5,24.0
118518,20160716,2,PCA,-63.05600718737057
118518,20160716,2,PM2.5,22.0
118524,20160716,3,PCA,-66.38743993723291
118524,20160716,3,PM2.5,22.0
118530,20160716,4,PCA,-64.85718695308599
118530,20160716,4,PM2.5,24.0
118536,20160716,5,PCA,-63.522342419056145
118536,20160716,5,PM2.5,25.0
118542,20160716,6,PCA,-64.2032569375325
118542,20160716,6,PM2.5,23.0
118548,20160716,7,PCA,-62.937236691388286
118548,20160716,7,PM2.5,25.0
118554,20160716,8,PCA,-64.83969584484605
118554,20160716,8,PM2.5,26.0
118560,20160716,9,PCA,-67.30809330335069
118560,20160716,9,PM2.5,26.0
118566,20160716,10,PCA,-68.87970908490192
118566,20160716,10,PM2.5,24.0
118572,20160716,11,PCA,-70.53479731007997
118572,20160716,11,PM2.5,23.0
118578,20160716,12,PCA,-66.5490372280429
118578,20160716,12,PM2.5,29.0
118584,20160716,13,PCA,-68.50239691075733
118584,20160716,13,PM2.5,28.0
118590,20160716,14,PCA,-68.54794066648765
118590,20160716,14,PM2.5,28.0
118596,20160716,15,PCA,-70.97729189417502
118596,20160716,15,PM2.5,25.0
118602,20160716,16,PCA,-69.03449344755474
118602,20160716,16,PM2.5,26.0
118608,20160716,17,PCA,-70.79086240444994
118608,20160716,17,PM2.5,23.0
118614,20160716,18,PCA,-67.95544003073624
118614,20160716,18,PM2.5,25.0
118620,20160716,19,PCA,-63.76804353177255
118620,20160716,19,PM2.5,28.0
118626,20160716,20,PCA,-58.34885358355618
118626,20160716,20,PM2.5,33.0
118632,20160716,21,PCA,-54.19892103970756
118632,20160716,21,PM2.5,36.0
118638,20160716,22,PCA,-49.26628387255829
118638,20160716,22,PM2.5,39.0
118644,20160716,23,PCA,-39.10320281350477
118644,20160716,23,PM2.5,46.0
118650,20160717,0,PCA,-27.44117083079524
118650,20160717,0,PM2.5,60.0
118656,20160717,1,PCA,-35.1705245291574
118656,20160717,1,PM2.5,48.0
118662,20160717,2,PCA,-34.8281178487746
118662,20160717,2,PM2.5,49.0
118668,20160717,3,PCA,-38.441331373184376
118668,20160717,3,PM2.5,44.0
118674,20160717,4,PCA,-33.92885473634225
118674,20160717,4,PM2.5,47.0
118680,20160717,5,PCA,-28.220228853949337
118680,20160717,5,PM2.5,52.0
118686,20160717,6,PCA,-37.810223049509936
118686,20160717,6,PM2.5,39.0
118692,20160717,7,PCA,-37.24484351592344
118692,20160717,7,PM2.5,41.0
118698,20160717,8,PCA,-35.74669771336528
118698,20160717,8,PM2.5,45.0
118704,20160717,9,PCA,-34.33238617461002
118704,20160717,9,PM2.5,52.0
118710,20160717,10,PCA,-24.603589019937523
118710,20160717,10,PM2.5,71.0
118716,20160717,11,PCA,-23.013897168798756
118716,20160717,11,PM2.5,74.0
118722,20160717,12,PCA,-20.30965525007068
118722,20160717,12,PM2.5,78.0
118728,20160717,13,PCA,-3.0819988511858813
118728,20160717,13,PM2.5,86.0
118734,20160717,14,PCA,8.158683656291497
118734,20160717,14,PM2.5,84.0
118740,20160717,15,PCA,14.306349483070697
118740,20160717,15,PM2.5,84.0
118746,20160717,16,PCA,28.448263430280406
118746,20160717,16,PM2.5,96.0
118752,20160717,17,PCA,32.44514351987195
118752,20160717,17,PM2.5,101.0
118758,20160717,18,PCA,34.08930868877978
118758,20160717,18,PM2.5,104.0
118764,20160717,19,PCA,34.84162886180476
118764,20160717,19,PM2.5,109.0
118770,20160717,20,PCA,21.96629272738466
118770,20160717,20,PM2.5,110.0
118776,20160717,21,PCA,38.53368846411999
118776,20160717,21,PM2.5,128.0
118782,20160717,22,PCA,35.000325196471415
118782,20160717,22,PM2.5,121.0
118788,20160717,23,PCA,45.55070388149874
118788,20160717,23,PM2.5,130.0
118794,20160718,0,PCA,48.8291564023019
118794,20160718,0,PM2.5,126.0
118800,20160718,1,PCA,54.892633778397425
118800,20160718,1,PM2.5,125.0
118806,20160718,2,PCA,51.565311939255785
118806,20160718,2,PM2.5,114.0
118812,20160718,3,PCA,60.16498477589105
118812,20160718,3,PM2.5,119.0
118818,20160718,4,PCA,67.03791162981683
118818,20160718,4,PM2.5,125.0
118824,20160718,5,PCA,58.31072914212632
118824,20160718,5,PM2.5,102.0
118896,20160718,17,PCA,33.13321218484843
118896,20160718,17,PM2.5,56.0
118902,20160718,18,PCA,57.606089821966165
118902,20160718,18,PM2.5,86.0
118908,20160718,19,PCA,51.94845231184734
118908,20160718,19,PM2.5,83.0
118914,20160718,20,PCA,59.569010444998916
118914,20160718,20,PM2.5,92.0
118920,20160718,21,PCA,71.1116517667455
118920,20160718,21,PM2.5,109.0
118926,20160718,22,PCA,64.27954772883402
118926,20160718,22,PM2.5,97.0
118932,20160718,23,PCA,45.81605048039393
118932,20160718,23,PM2.5,79.0
118938,20160719,0,PCA,24.25182521764243
118938,20160719,0,PM2.5,58.0
118944,20160719,1,PCA,28.79643077042972
118944,20160719,1,PM2.5,68.0
118950,20160719,2,PCA,26.332969992995682
118950,20160719,2,PM2.5,68.0
118956,20160719,3,PCA,37.10029229230766
118956,20160719,3,PM2.5,92.0
118962,20160719,4,PCA,31.151262627491754
118962,20160719,4,PM2.5,90.0
118968,20160719,5,PCA,25.140837139375723
118968,20160719,5,PM2.5,84.0
118974,20160719,6,PCA,27.98358359096004
118974,20160719,6,PM2.5,86.0
118980,20160719,7,PCA,37.20397739715372
118980,20160719,7,PM2.5,97.0
118986,20160719,8,PCA,32.30677683188935
118986,20160719,8,PM2.5,83.0
118992,20160719,9,PCA,44.48553355530286
118992,20160719,9,PM2.5,103.0
118998,20160719,10,PCA,39.99073908547977
118998,20160719,10,PM2.5,99.0
119004,20160719,11,PCA,24.066909382644344
119004,20160719,11,PM2.5,77.0
119010,20160719,12,PCA,20.448420565453848
119010,20160719,12,PM2.5,77.0
119016,20160719,13,PCA,18.00073924877043
119016,20160719,13,PM2.5,75.0
119022,20160719,14,PCA,20.67815872506779
119022,20160719,14,PM2.5,79.0
119028,20160719,15,PCA,31.70481994503125
119028,20160719,15,PM2.5,91.0
119034,20160719,16,PCA,34.22880059445464
119034,20160719,16,PM2.5,95.0
119040,20160719,17,PCA,42.0267905033446
119040,20160719,17,PM2.5,106.0
119046,20160719,18,PCA,38.73875115549215
119046,20160719,18,PM2.5,101.0
119052,20160719,19,PCA,23.38742811282956
119052,20160719,19,PM2.5,80.0
119058,20160719,20,PCA,9.976060261132243
119058,20160719,20,PM2.5,62.0
